	ZeeviD_2015__PNP_Main_455__bin.62	CosteaPI_2017__SID713B007-11-0-0__bin.9	ZellerG_2014__CCIS31434951ST-20-0__bin.2	LeChatelierE_2013__MH0257__bin.45	ZeeviD_2015__PNP_Main_73__bin.33	CosteaPI_2017__SID713B072-11-90-0__bin.48	LeChatelierE_2013__MH0130__bin.21	CosteaPI_2017__SID713B076-11-0-0__bin.63	CM_madagascar__V40_01_1FE__bin.47	CosteaPI_2017__SID713A057-11-0-0__bin.68	CosteaPI_2017__SID713A052-11-0-0__bin.70	NielsenHB_2014__MH0130__bin.16	CosteaPI_2017__SID713A038-11-90-0__bin.23	XieH_2016__YSZC12003_36049__bin.31	CosteaPI_2017__SID713B014-11-0-0__bin.95	CosteaPI_2017__SID713B051-11-90-0__bin.49	NielsenHB_2014__MH0077__bin.4	CosteaPI_2017__SID713A056-11-90-0__bin.25	FengQ_2015__SID530743__bin.36	CosteaPI_2017__SID713A056-11-0-0__bin.78	CosteaPI_2017__SID713B040-11-90-0__bin.57	FengQ_2015__SID31276__bin.76	BritoIL_2016__W2.17.ST__bin.65	NielsenHB_2014__MH0031__bin.2	BritoIL_2016__M1.64.ST__bin.39	LeChatelierE_2013__MH0077__bin.16	CosteaPI_2017__SID713A053-11-0-0__bin.44	BritoIL_2016__W3.22.ST__bin.95	CosteaPI_2017__SID713A058-11-90-0__bin.58	NielsenHB_2014__V1_CD34_0__bin.26	CosteaPI_2017__SID713B040-11-0-0__bin.80	LeChatelierE_2013__MH0031__bin.15	XieH_2016__YSZC12003_37331__bin.23	CosteaPI_2017__SID713B042-11-0-0__bin.52	ZeeviD_2015__PNP_Main_287__bin.26	LeChatelierE_2013__MH0421__bin.46	ZellerG_2014__CCIS48725289ST-4-0__bin.22	ZeeviD_2015__PNP_Main_415__bin.31	FengQ_2015__SID31160__bin.2	CosteaPI_2017__SID713B046-11-0-0__bin.75	KarlssonFH_2013__S187__bin.51
CosteaPI_2017__SID713A052-11-0-0__bin.70	19228.0	17535.0	7870.0	19203.0	20953.0	21129.0	22459.0	20974.0	37194.0	15107.0	0.0	22055.0	18974.0	20147.0	19137.0	10682.0	15486.0	22074.0	16158.0	19625.0	10330.0	20798.0	20787.0	13298.0	23891.0	18795.0	15439.0	24373.0	16775.0	19787.0	18486.0	18670.0	19539.0	15817.0	16650.0	16117.0	14422.0	32942.0	23645.0	21346.0	10929.0
NielsenHB_2014__MH0130__bin.16	22652.0	18455.0	22507.0	16971.0	20479.0	24975.0	391.0	22058.0	43265.0	18618.0	22055.0	0.0	18454.0	21008.0	20997.0	20591.0	17499.0	23390.0	17308.0	19201.0	21325.0	23315.0	21991.0	14285.0	25178.0	20817.0	18977.0	26244.0	21189.0	21029.0	16321.0	21309.0	20506.0	21224.0	20907.0	19520.0	14083.0	38329.0	27690.0	25054.0	11345.0
CosteaPI_2017__SID713A038-11-90-0__bin.23	19481.0	17285.0	17878.0	17829.0	19657.0	21686.0	18809.0	20026.0	39653.0	16139.0	18974.0	18454.0	0.0	9493.0	19150.0	17844.0	15480.0	20771.0	14999.0	18202.0	17378.0	21452.0	20394.0	11930.0	21721.0	18322.0	17708.0	24125.0	17872.0	13085.0	16913.0	18476.0	15481.0	19702.0	17355.0	17717.0	13036.0	36550.0	23778.0	22390.0	8014.0
XieH_2016__YSZC12003_36049__bin.31	21141.0	16267.0	19893.0	18594.0	21532.0	24352.0	21246.0	22257.0	42379.0	17184.0	20147.0	21008.0	9493.0	0.0	19567.0	18168.0	16867.0	22409.0	15631.0	19216.0	19943.0	22276.0	21856.0	13067.0	24356.0	20078.0	18354.0	26559.0	19713.0	11473.0	17288.0	19575.0	12146.0	21368.0	19058.0	17688.0	13727.0	40297.0	26129.0	24889.0	5292.0
CosteaPI_2017__SID713B014-11-0-0__bin.95	19054.0	16239.0	19109.0	18278.0	20695.0	21891.0	21123.0	19471.0	39406.0	17785.0	19137.0	20997.0	19150.0	19567.0	0.0	18109.0	17163.0	20114.0	15959.0	17814.0	18944.0	21972.0	20930.0	11692.0	22175.0	19808.0	17798.0	26052.0	19424.0	19951.0	17038.0	17225.0	21155.0	20719.0	18883.0	18866.0	14673.0	35955.0	23923.0	23106.0	11744.0
CosteaPI_2017__SID713B051-11-90-0__bin.49	19434.0	16490.0	8760.0	17280.0	20465.0	20120.0	20825.0	19955.0	36913.0	14183.0	10682.0	20591.0	17844.0	18168.0	18109.0	0.0	14435.0	20738.0	14815.0	18057.0	9863.0	21088.0	19975.0	12670.0	23197.0	18124.0	13873.0	23196.0	14984.0	18464.0	17107.0	18152.0	18465.0	15706.0	16968.0	15675.0	13636.0	33436.0	22744.0	20577.0	10293.0
NielsenHB_2014__MH0077__bin.4	18082.0	15708.0	14249.0	15693.0	18115.0	19701.0	17728.0	18929.0	36910.0	13793.0	15486.0	17499.0	15480.0	16867.0	17163.0	14435.0	0.0	20055.0	15564.0	17826.0	15382.0	18808.0	18674.0	13259.0	21258.0	796.0	14785.0	21857.0	15160.0	15541.0	15704.0	19156.0	15425.0	16242.0	11308.0	11755.0	11095.0	32698.0	22487.0	20887.0	9203.0
CosteaPI_2017__SID713A056-11-90-0__bin.25	23726.0	17141.0	23169.0	19475.0	22704.0	25726.0	23592.0	22733.0	42424.0	19860.0	22074.0	23390.0	20771.0	22409.0	20114.0	20738.0	20055.0	0.0	17203.0	1137.0	23007.0	23204.0	21530.0	14111.0	26295.0	23840.0	20206.0	26412.0	22545.0	23576.0	18909.0	20547.0	23435.0	22682.0	24625.0	22723.0	17535.0	37658.0	27285.0	24237.0	12756.0
FengQ_2015__SID530743__bin.36	15889.0	14313.0	16138.0	15706.0	17088.0	17768.0	17460.0	17462.0	34733.0	15186.0	16158.0	17308.0	14999.0	15631.0	15959.0	14815.0	15564.0	17203.0	0.0	15916.0	16848.0	17782.0	18887.0	6038.0	19090.0	17586.0	16418.0	20742.0	16665.0	14911.0	15150.0	8741.0	16141.0	17335.0	16995.0	16002.0	13595.0	29561.0	20129.0	18929.0	8991.0
CosteaPI_2017__SID713A056-11-0-0__bin.78	20002.0	14793.0	19894.0	17316.0	19511.0	20603.0	19375.0	19120.0	36021.0	17476.0	19625.0	19201.0	18202.0	19216.0	17814.0	18057.0	17826.0	1137.0	15916.0	0.0	19073.0	19443.0	18819.0	12584.0	21892.0	20213.0	17319.0	22322.0	18871.0	19598.0	16803.0	18187.0	19572.0	19558.0	20886.0	19462.0	15693.0	31660.0	22472.0	20080.0	12079.0
CosteaPI_2017__SID713B040-11-90-0__bin.57	20690.0	16995.0	4264.0	18483.0	22033.0	25436.0	21871.0	23274.0	42233.0	11550.0	10330.0	21325.0	17378.0	19943.0	18944.0	9863.0	15382.0	23007.0	16848.0	19073.0	0.0	23627.0	22901.0	14203.0	26018.0	18437.0	12071.0	27506.0	13887.0	20361.0	16709.0	20181.0	19056.0	13512.0	17100.0	15193.0	12642.0	39569.0	26295.0	25063.0	9837.0
FengQ_2015__SID31276__bin.76	25970.0	17698.0	23039.0	19350.0	23031.0	25498.0	22880.0	21698.0	43183.0	19511.0	20798.0	23315.0	21452.0	22276.0	21972.0	21088.0	18808.0	23204.0	17782.0	19443.0	23627.0	0.0	20878.0	13918.0	26246.0	22745.0	20530.0	25694.0	22953.0	25142.0	19962.0	20872.0	25424.0	23373.0	24449.0	21920.0	15054.0	40048.0	28174.0	24480.0	13364.0
BritoIL_2016__W2.17.ST__bin.65	21466.0	17937.0	21314.0	19854.0	21397.0	21311.0	22540.0	21967.0	31326.0	20746.0	20787.0	21991.0	20394.0	21856.0	20930.0	19975.0	18674.0	21530.0	18887.0	18819.0	22901.0	20878.0	0.0	13684.0	18900.0	21501.0	21248.0	313.0	22752.0	19847.0	18296.0	20687.0	20226.0	22610.0	21875.0	19861.0	16076.0	28658.0	23127.0	22241.0	12244.0
NielsenHB_2014__MH0031__bin.2	12577.0	9861.0	13831.0	11620.0	13536.0	15189.0	14448.0	13018.0	27201.0	12349.0	13298.0	14285.0	11930.0	13067.0	11692.0	12670.0	13259.0	14111.0	6038.0	12584.0	14203.0	13918.0	13684.0	0.0	15720.0	14312.0	12000.0	16402.0	13940.0	13204.0	11502.0	676.0	13455.0	13388.0	13795.0	13615.0	10321.0	24215.0	17655.0	16044.0	7501.0
BritoIL_2016__M1.64.ST__bin.39	25558.0	19189.0	25300.0	20611.0	24616.0	28357.0	25940.0	23668.0	44608.0	22185.0	23891.0	25178.0	21721.0	24356.0	22175.0	23197.0	21258.0	26295.0	19090.0	21892.0	26018.0	26246.0	18900.0	15720.0	0.0	25384.0	23015.0	22789.0	25099.0	23452.0	20701.0	22962.0	24595.0	26816.0	25975.0	23227.0	15413.0	40230.0	32356.0	27825.0	12998.0
LeChatelierE_2013__MH0077__bin.16	21427.0	17513.0	17851.0	17614.0	21365.0	24682.0	21094.0	21930.0	43282.0	16424.0	18795.0	20817.0	18322.0	20078.0	19808.0	18124.0	796.0	23840.0	17586.0	20213.0	18437.0	22745.0	21501.0	14312.0	25384.0	0.0	16997.0	26217.0	18005.0	18413.0	18104.0	21633.0	18189.0	19155.0	14157.0	13487.0	12937.0	39752.0	28534.0	24959.0	10280.0
CosteaPI_2017__SID713A053-11-0-0__bin.44	17956.0	16370.0	13257.0	16811.0	20131.0	23598.0	19120.0	21534.0	41177.0	12070.0	15439.0	18977.0	17708.0	18354.0	17798.0	13873.0	14785.0	20206.0	16418.0	17319.0	12071.0	20530.0	21248.0	12000.0	23015.0	16997.0	0.0	25686.0	13957.0	18416.0	15578.0	17709.0	17704.0	14409.0	15064.0	15053.0	13315.0	37533.0	25421.0	24468.0	10118.0
BritoIL_2016__W3.22.ST__bin.95	26187.0	20473.0	24750.0	23269.0	25824.0	25302.0	26518.0	27446.0	36740.0	24640.0	24373.0	26244.0	24125.0	26559.0	26052.0	23196.0	21857.0	26412.0	20742.0	22322.0	27506.0	25694.0	313.0	16402.0	22789.0	26217.0	25686.0	0.0	27109.0	25164.0	22743.0	24117.0	25122.0	27542.0	27041.0	24087.0	18858.0	34221.0	26376.0	25938.0	14235.0
CosteaPI_2017__SID713A058-11-90-0__bin.58	19617.0	17039.0	15657.0	17555.0	21305.0	25721.0	21546.0	23265.0	43162.0	1007.0	16775.0	21189.0	17872.0	19713.0	19424.0	14984.0	15160.0	22545.0	16665.0	18871.0	13887.0	22953.0	22752.0	13940.0	25099.0	18005.0	13957.0	27109.0	0.0	20135.0	17770.0	20711.0	19439.0	17607.0	15944.0	16343.0	12248.0	39746.0	27165.0	26291.0	10134.0
NielsenHB_2014__V1_CD34_0__bin.26	22330.0	16060.0	19307.0	17445.0	20690.0	24634.0	21091.0	20909.0	42441.0	17721.0	19787.0	21029.0	13085.0	11473.0	19951.0	18464.0	15541.0	23576.0	14911.0	19598.0	20361.0	25142.0	19847.0	13204.0	23452.0	18413.0	18416.0	25164.0	20135.0	0.0	18184.0	20027.0	12073.0	20900.0	19646.0	17693.0	13145.0	39643.0	27366.0	25389.0	5323.0
CosteaPI_2017__SID713B040-11-0-0__bin.80	18455.0	16707.0	17776.0	16441.0	17714.0	21190.0	16566.0	19761.0	37309.0	16414.0	18486.0	16321.0	16913.0	17288.0	17038.0	17107.0	15704.0	18909.0	15150.0	16803.0	16709.0	19962.0	18296.0	11502.0	20701.0	18104.0	15578.0	22743.0	17770.0	18184.0	0.0	17670.0	16782.0	18303.0	18572.0	17603.0	13010.0	32856.0	22198.0	22812.0	10545.0
LeChatelierE_2013__MH0031__bin.15	19305.0	15488.0	19363.0	16788.0	19461.0	21633.0	21491.0	19095.0	40008.0	18625.0	18670.0	21309.0	18476.0	19575.0	17225.0	18152.0	19156.0	20547.0	8741.0	18187.0	20181.0	20872.0	20687.0	676.0	22962.0	21633.0	17709.0	24117.0	20711.0	20027.0	17670.0	0.0	20039.0	20392.0	20500.0	19947.0	15858.0	35343.0	25327.0	22720.0	11313.0
XieH_2016__YSZC12003_37331__bin.23	23248.0	17226.0	19657.0	17164.0	21631.0	25984.0	20776.0	21766.0	42114.0	16809.0	19539.0	20506.0	15481.0	12146.0	21155.0	18465.0	15425.0	23435.0	16141.0	19572.0	19056.0	25424.0	20226.0	13455.0	24595.0	18189.0	17704.0	25122.0	19439.0	12073.0	16782.0	20039.0	0.0	19463.0	18959.0	17049.0	13459.0	39400.0	27254.0	25666.0	5978.0
CosteaPI_2017__SID713B042-11-0-0__bin.52	20653.0	17001.0	13969.0	19420.0	22336.0	24849.0	21851.0	23787.0	43524.0	14784.0	15817.0	21224.0	19702.0	21368.0	20719.0	15706.0	16242.0	22682.0	17335.0	19558.0	13512.0	23373.0	22610.0	13388.0	26816.0	19155.0	14409.0	27542.0	17607.0	20900.0	18303.0	20392.0	19463.0	0.0	17920.0	17828.0	14205.0	40091.0	29399.0	26214.0	10723.0
ZeeviD_2015__PNP_Main_287__bin.26	20727.0	17469.0	16441.0	17959.0	22014.0	28693.0	21029.0	22151.0	42507.0	14147.0	16650.0	20907.0	17355.0	19058.0	18883.0	16968.0	11308.0	24625.0	16995.0	20886.0	17100.0	24449.0	21875.0	13795.0	25975.0	14157.0	15064.0	27041.0	15944.0	19646.0	18572.0	20500.0	18959.0	17920.0	0.0	10753.0	11794.0	39957.0	27460.0	25369.0	10535.0
LeChatelierE_2013__MH0421__bin.46	20692.0	16701.0	15925.0	17095.0	20312.0	23429.0	19855.0	21086.0	40306.0	14549.0	16117.0	19520.0	17717.0	17688.0	18866.0	15675.0	11755.0	22723.0	16002.0	19462.0	15193.0	21920.0	19861.0	13615.0	23227.0	13487.0	15053.0	24087.0	16343.0	17693.0	17603.0	19947.0	17049.0	17828.0	10753.0	0.0	10717.0	36303.0	26383.0	24576.0	10266.0
ZellerG_2014__CCIS48725289ST-4-0__bin.22	14473.0	13134.0	13900.0	14835.0	14645.0	17621.0	14421.0	15623.0	31849.0	11429.0	14422.0	14083.0	13036.0	13727.0	14673.0	13636.0	11095.0	17535.0	13595.0	15693.0	12642.0	15054.0	16076.0	10321.0	15413.0	12937.0	13315.0	18858.0	12248.0	13145.0	13010.0	15858.0	13459.0	14205.0	11794.0	10717.0	0.0	29166.0	17841.0	18101.0	8282.0
ZeeviD_2015__PNP_Main_415__bin.31	40828.0	28482.0	35677.0	34146.0	37804.0	36141.0	39007.0	38674.0	35199.0	35504.0	32942.0	38329.0	36550.0	40297.0	35955.0	33436.0	32698.0	37658.0	29561.0	31660.0	39569.0	40048.0	28658.0	24215.0	40230.0	39752.0	37533.0	34221.0	39746.0	39643.0	32856.0	35343.0	39400.0	40091.0	39957.0	36303.0	29166.0	0.0	37522.0	37848.0	21076.0
FengQ_2015__SID31160__bin.2	29151.0	20862.0	24641.0	23175.0	27982.0	27736.0	28238.0	26374.0	43209.0	23510.0	23645.0	27690.0	23778.0	26129.0	23923.0	22744.0	22487.0	27285.0	20129.0	22472.0	26295.0	28174.0	23127.0	17655.0	32356.0	28534.0	25421.0	26376.0	27165.0	27366.0	22198.0	25327.0	27254.0	29399.0	27460.0	26383.0	17841.0	37522.0	0.0	27487.0	14271.0
CosteaPI_2017__SID713B046-11-0-0__bin.75	26145.0	19280.0	23060.0	22156.0	24778.0	10628.0	25463.0	24282.0	43657.0	23363.0	21346.0	25054.0	22390.0	24889.0	23106.0	20577.0	20887.0	24237.0	18929.0	20080.0	25063.0	24480.0	22241.0	16044.0	27825.0	24959.0	24468.0	25938.0	26291.0	25389.0	22812.0	22720.0	25666.0	26214.0	25369.0	24576.0	18101.0	37848.0	27487.0	0.0	12903.0
KarlssonFH_2013__S187__bin.51	11801.0	10287.0	10314.0	10555.0	11845.0	13023.0	11405.0	11819.0	23290.0	9792.0	10929.0	11345.0	8014.0	5292.0	11744.0	10293.0	9203.0	12756.0	8991.0	12079.0	9837.0	13364.0	12244.0	7501.0	12998.0	10280.0	10118.0	14235.0	10134.0	5323.0	10545.0	11313.0	5978.0	10723.0	10535.0	10266.0	8282.0	21076.0	14271.0	12903.0	0.0
