	ZeeviD_2015__PNP_Main_455__bin.62	CosteaPI_2017__SID713B007-11-0-0__bin.9	ZellerG_2014__CCIS31434951ST-20-0__bin.2	LeChatelierE_2013__MH0257__bin.45	ZeeviD_2015__PNP_Main_73__bin.33	CosteaPI_2017__SID713B072-11-90-0__bin.48	LeChatelierE_2013__MH0130__bin.21	CosteaPI_2017__SID713B076-11-0-0__bin.63	CM_madagascar__V40_01_1FE__bin.47	CosteaPI_2017__SID713A057-11-0-0__bin.68	CosteaPI_2017__SID713A052-11-0-0__bin.70	NielsenHB_2014__MH0130__bin.16	CosteaPI_2017__SID713A038-11-90-0__bin.23	XieH_2016__YSZC12003_36049__bin.31	CosteaPI_2017__SID713B014-11-0-0__bin.95	CosteaPI_2017__SID713B051-11-90-0__bin.49	NielsenHB_2014__MH0077__bin.4	CosteaPI_2017__SID713A056-11-90-0__bin.25	FengQ_2015__SID530743__bin.36	CosteaPI_2017__SID713A056-11-0-0__bin.78	CosteaPI_2017__SID713B040-11-90-0__bin.57	FengQ_2015__SID31276__bin.76	BritoIL_2016__W2.17.ST__bin.65	NielsenHB_2014__MH0031__bin.2	BritoIL_2016__M1.64.ST__bin.39	LeChatelierE_2013__MH0077__bin.16	CosteaPI_2017__SID713A053-11-0-0__bin.44	BritoIL_2016__W3.22.ST__bin.95	CosteaPI_2017__SID713A058-11-90-0__bin.58	NielsenHB_2014__V1_CD34_0__bin.26	CosteaPI_2017__SID713B040-11-0-0__bin.80	LeChatelierE_2013__MH0031__bin.15	XieH_2016__YSZC12003_37331__bin.23	CosteaPI_2017__SID713B042-11-0-0__bin.52	ZeeviD_2015__PNP_Main_287__bin.26	LeChatelierE_2013__MH0421__bin.46	ZellerG_2014__CCIS48725289ST-4-0__bin.22	ZeeviD_2015__PNP_Main_415__bin.31	FengQ_2015__SID31160__bin.2	CosteaPI_2017__SID713B046-11-0-0__bin.75	KarlssonFH_2013__S187__bin.51
CosteaPI_2017__SID713A052-11-0-0__bin.70	0.866686200819585	0.6133422510987961	0.869160243752256	0.7567390704291144	0.8587846359640741	0.8498354459944369	0.8605754082000977	0.8763577297917065	0.7733630592182092	0.7975302036223114	1.0	0.8475253200840819	0.75559759644988	0.8592734144425335	0.7639773233963947	0.801527910482621	0.7950247361827717	0.8574444232116696	0.6623309340297683	0.7270853769879185	0.8886047943605749	0.8739860288341084	0.6690956961165255	0.5704877168397138	0.8719608467630634	0.886337983311039	0.8458814786504448	0.7974516423551394	0.8973862454084125	0.8507887975879568	0.749094846805529	0.8087772044928552	0.8304278404144638	0.9041420897297068	0.8805214769518228	0.846027560141835	0.6368261248062509	0.8207304074569505	0.8519812302269784	0.8616332250461813	0.4731261014501985
NielsenHB_2014__MH0130__bin.16	0.8882129055608093	0.5886153043870812	0.8592141158706254	0.7329651812156803	0.9072229421814375	0.8754334349059577	0.983812592670426	0.8771901353912491	0.7737724695379419	0.7844877976642188	0.7766978389548527	1.0	0.7484454718457031	0.8845469510700151	0.758912511334493	0.7764729003459696	0.7806039095731225	0.8907413244914558	0.6455442307916827	0.7221790246693052	0.8781007865067968	0.9174553138827595	0.6566386077156278	0.5682206110702486	0.8976338637681498	0.8948240769928276	0.8363112403146027	0.7903646106966481	0.8994399884806525	0.8827342105160745	0.7422071225370586	0.8142384582754446	0.8698940297868532	0.8982740437190369	0.8987640051525729	0.8592339633949385	0.6286259675668102	0.8278122190699684	0.8962857887834246	0.894956004654439	0.4634431952179141
CosteaPI_2017__SID713A038-11-90-0__bin.23	0.8882149544729432	0.6553023082304418	0.8678438426058095	0.7889834829315722	0.8813491842707963	0.8614943163006291	0.8870046087993134	0.9086918689762045	0.8087608231080254	0.8238545724524595	0.8114510375499028	0.8770664577368634	1.0	0.913081766283801	0.8316255936576793	0.8143779397855307	0.7952563935347292	0.876688395731046	0.6917668219350755	0.7394176841809553	0.8875723858768074	0.9084848241624033	0.693246690703323	0.5723106292429365	0.8917328921241795	0.8984568320684142	0.8618892520027253	0.8232188445440043	0.90921312937747	0.8907140857056078	0.7791684642473738	0.8416467450639878	0.8850769030109059	0.9114764849080748	0.9045423078291215	0.8618869717734985	0.66377974445015	0.8631680045531618	0.8836148200306281	0.8754785061032615	0.5120122475672234
XieH_2016__YSZC12003_36049__bin.31	0.8608785405556438	0.5741779780432642	0.8285692875320174	0.7234700740250928	0.8471994505167597	0.8249847679570536	0.8696103232958752	0.8671871293191032	0.74494593660307	0.7653470834685828	0.7619636494543953	0.8559026143382289	0.7539469631184982	1.0	0.7379109544936597	0.7541597221856118	0.7753396048932326	0.8444550468333543	0.6327002778294508	0.6958072530883956	0.8659689424481075	0.8822975418608171	0.6455268253409981	0.566355975667894	0.8676533164431505	0.8849862139655805	0.8173544370244458	0.7854202424624922	0.8912816229638203	0.8814167569794388	0.7178716863246003	0.7950983323454786	0.8634233649371551	0.8932363704282219	0.8983459771214338	0.8379156238961947	0.6225190974798029	0.8241687522076108	0.8513781892207595	0.8251082811853956	0.4555461581737515
CosteaPI_2017__SID713B014-11-0-0__bin.95	0.8898027856374077	0.6491209389375979	0.8501933439489883	0.7715762303585346	0.8730133202316592	0.8566656828629043	0.8710140483642642	0.9062516016266341	0.7995501306927334	0.8022868135538704	0.7948716136090105	0.8616062039725642	0.8056986096555332	0.8658000356997054	1.0	0.7992965213994991	0.7849932223579125	0.8821114431694269	0.676344173436945	0.7522188604017808	0.8719025645466579	0.9017573268343374	0.6900081473090022	0.5699824682634921	0.8827538611352154	0.88270172542685	0.8576500757293256	0.8145678656701383	0.888718097806589	0.8629020856050658	0.7585847187587814	0.8380174469055247	0.8579058941627448	0.9034981293000913	0.8767887408077677	0.8472052609348021	0.6410058833821406	0.8547273832646143	0.8807492873313763	0.8804015686662625	0.4933359077180289
CosteaPI_2017__SID713B051-11-90-0__bin.49	0.9077069980344281	0.6419550674104963	0.9096118296968838	0.7954536826671037	0.9027615816221484	0.8848932334037354	0.9037463773585411	0.9136318507505216	0.8060541936890002	0.8433951469444758	0.8429842571134185	0.8911025826658979	0.7975447546116801	0.894460713796028	0.8079643847840349	1.0	0.8253557435029162	0.9091303740035364	0.6937642555323859	0.7692465039751358	0.9193686767069682	0.9109677661393729	0.6987427217789028	0.5982560406387908	0.9149927000062079	0.9250791521199012	0.8831934000374267	0.8331153086385568	0.9338266393276056	0.880119318833984	0.7984433528074272	0.8579397537251405	0.8648989769289827	0.9319142151356629	0.916284323257749	0.8721891450945785	0.6600851345865175	0.8573046609645281	0.8991966657183449	0.8966250313191841	0.5010064567763995
NielsenHB_2014__MH0077__bin.4	0.878241562143379	0.6003607486325427	0.855803630241634	0.7460302252091178	0.8648920662675649	0.8383295208211073	0.8752602745350988	0.8779532712039269	0.7667294291155029	0.7897289722984059	0.8007832616740721	0.8579572576602409	0.7458813746943859	0.880690751934629	0.7599477483365528	0.7904505551097645	1.0	0.8581351939077366	0.6516675534963617	0.7241188306166688	0.8849590832177032	0.8875592621805061	0.6621858954727202	0.5938570932403046	0.8857893097955615	0.9535714713445649	0.8353756080201341	0.7820730086110879	0.8984758220569088	0.8723114945104957	0.7453531264596334	0.8284822893551351	0.8461749695027537	0.9050966758429303	0.9068875870647192	0.8580902821144986	0.6423340273987603	0.8211676552964264	0.8622268721374078	0.8511263877744111	0.47423346262226707
CosteaPI_2017__SID713A056-11-90-0__bin.25	0.8271221876870086	0.5524737682191756	0.7862944742344983	0.6754228295549326	0.8215071415551017	0.8152292055456415	0.8379733834135713	0.8278975288998142	0.7178040904352261	0.7232021126526016	0.7231097163325537	0.8196914464285777	0.6884489200553374	0.8031041582283399	0.7149985370582659	0.7289933564180883	0.7184881097037981	1.0	0.5971806946126141	0.7240379770362914	0.8079943588107233	0.8529369316328114	0.6106680504627158	0.5379761409781619	0.8440600805280486	0.8261158556740831	0.7644316426597391	0.7388650795270885	0.835061824956246	0.7959165840292604	0.6916283562157476	0.7645634327596526	0.7785532383656738	0.8434577138213794	0.8288992052842101	0.7896218161320394	0.5678774523970935	0.7798174205740819	0.8251285043005473	0.823501541192106	0.425924831654263
FengQ_2015__SID530743__bin.36	0.8915026544570854	0.6594571810665028	0.8716436585371039	0.8044695231757385	0.8822173699507379	0.8641852400705021	0.8957054562540795	0.9184432146038725	0.8169104968522838	0.8338636223505925	0.8290208593339725	0.8816922190495833	0.8062660920481097	0.8930701342217668	0.8136575378289368	0.825660531401685	0.809808202984643	0.8863351270673829	1.0	0.7696835912667618	0.8839799209509697	0.9085365724017256	0.7152002483304666	0.6146986973281088	0.897684871189201	0.901555467203582	0.879358274103257	0.833395345079421	0.9124231142936721	0.8674079019264747	0.791087742722833	0.8755892001760426	0.8675918110477292	0.9205815567853961	0.8976295921469742	0.8587142094778043	0.6767074314167806	0.8586876330151955	0.8746478618704302	0.8847793409462495	0.512319785007048
CosteaPI_2017__SID713A056-11-0-0__bin.78	0.8945675602776163	0.6379967869635479	0.8654781560451115	0.7687386438028168	0.891026014787173	0.884359130062559	0.8925685377460677	0.9052329641043436	0.7996208635947991	0.8074586246895636	0.8116387007349027	0.8796760986209731	0.7685912176687615	0.8759179173001014	0.8070585357598442	0.8164734246616903	0.8025143977500211	0.9583860109190148	0.6864345676835277	1.0	0.871937885719622	0.9154257510318644	0.6971966754695712	0.594989123174772	0.9118695103319173	0.8932649010609467	0.8462791018477566	0.8158329979507294	0.8956080759182965	0.8611373807732619	0.7850963081367375	0.8464341126060722	0.8418055956513556	0.9158661332779655	0.8887112822707985	0.851453237710183	0.6553129581883367	0.840846140682455	0.8942888253360581	0.8999825079603002	0.494908109906894
CosteaPI_2017__SID713B040-11-90-0__bin.57	0.8505305578105068	0.555829612663806	0.8501768526035022	0.6913084918241911	0.8243603589238083	0.8115026672851676	0.8300073205380958	0.8329587295604778	0.7229002377362866	0.7640833381653717	0.7583392525803085	0.8177109909544242	0.7053211614287371	0.8334015858749855	0.715165110750319	0.7460084947234142	0.7497970543894237	0.8176453960338629	0.6027078742896903	0.6665966021106343	1.0	0.8491704598167692	0.6164780963701728	0.5386502667285168	0.8439246781862461	0.8711251884494955	0.8084465238316131	0.7455217876609068	0.8884991447292125	0.8250025368201322	0.6965847152963006	0.7643486170706251	0.7998608372956048	0.8985815551432216	0.8745893975414588	0.8281873332946771	0.5943215093354981	0.791776716340021	0.8374289690362982	0.811447582048011	0.42414835324133127
FengQ_2015__SID31276__bin.76	0.8584556058662898	0.5494392825049511	0.7939787647987715	0.6783783076399613	0.8287497055513388	0.7980188621631289	0.8281836661693756	0.8262273056420726	0.7166937995655246	0.7174615471859432	0.718229992758744	0.8227057868976889	0.6951923295033196	0.8176571483410544	0.7122495877718742	0.7118053410806048	0.7241392066026295	0.8311468230080002	0.5965008157318467	0.6739145531796094	0.8177094947697193	1.0	0.6106144598284782	0.5267858420359272	0.8430336500292268	0.8387300756405894	0.7737562924769457	0.7325509287128885	0.8321825843431833	0.8385688486403015	0.6848811299849068	0.7570794182566895	0.8098219348984915	0.8450270020327862	0.8582804198183579	0.8034290400537424	0.5749152424075867	0.7865811674998473	0.8176407464600728	0.8145634744069586	0.4263843449280673
BritoIL_2016__W2.17.ST__bin.65	0.7986969432942341	0.5964823901923555	0.7862997408833805	0.7084867078566544	0.8230292142399671	0.7837246571363972	0.8140339226131518	0.8272759265618659	0.7262379464416637	0.7362289308104703	0.7452890252428214	0.7981113529785167	0.7190391588690445	0.8108637882868693	0.7387103579479931	0.7400362138889913	0.7322882580154448	0.8065726127261358	0.6364638291552079	0.6956879172567506	0.8046356237577491	0.8276458228679168	1.0	0.5304625217467809	0.8228589294954937	0.8115572256074198	0.7812876932377089	0.8298514833220283	0.8175914547331118	0.7841631403534165	0.7123048702382946	0.7678044525676574	0.7698403012904745	0.8330528365181311	0.8104484827156255	0.7718704738551425	0.6024608037629143	0.7815644059474786	0.8062050814859805	0.8175611818896498	0.4597934067638993
NielsenHB_2014__MH0031__bin.2	0.624544163419754	0.4250768151718389	0.5919672920873509	0.5223460805334171	0.6093808110583895	0.5973137778088395	0.6193158228853884	0.6232345822610825	0.5402421643532674	0.5661929211064712	0.5588654234797751	0.607405207207522	0.5220607016659303	0.6256731987643012	0.5366682724428015	0.5572463352111762	0.5775752114757249	0.6249218952152031	0.4810971860645256	0.5221468145311924	0.6183194928742644	0.6279657978003363	0.4665295516889354	1.0	0.6192505102291268	0.6321308316505965	0.5872489726776775	0.5544720033346895	0.6327440218119311	0.6052224332750096	0.5278751920899302	0.6369527361010924	0.5951280918470669	0.6457899128970448	0.6314294486030996	0.5914115105028576	0.4504123017428079	0.5816716046362834	0.6184833985211884	0.6029098660383339	0.33955925189136305
BritoIL_2016__M1.64.ST__bin.39	0.8772202062730735	0.5707367256742578	0.8283218845095086	0.70704876894755	0.8561270784627119	0.8408935396821499	0.8630102997267016	0.8621142092101979	0.7403268952864173	0.748877321360049	0.7525463447386659	0.8453490703198328	0.7166371207237333	0.8444610427854818	0.7322499861646556	0.7508498199939234	0.758983536489942	0.863796440486579	0.6189702179094227	0.7050040699734912	0.8534637288580361	0.8853645512455658	0.6375660202476142	0.5455589644052323	1.0	0.8684502471853779	0.805121752863	0.770679258601461	0.8710674178922705	0.8375408051034279	0.709483423058443	0.7856309595058711	0.8130546278035814	0.8814811258415279	0.8613222044633004	0.8280972205068023	0.5899819645749215	0.8039280650052281	0.8637253396439608	0.8516671498347638	0.4430341148439868
LeChatelierE_2013__MH0077__bin.16	0.8543745252487452	0.5583882305310978	0.823774857858528	0.7015914148750045	0.8366715083633732	0.8054687018376455	0.8451457393970266	0.8440346366978979	0.723995888703705	0.754965803489122	0.7524613159969586	0.828939935201298	0.7102484262683136	0.8472633958716154	0.7202483505604723	0.7467287903581378	0.8037180481364875	0.8316250399719377	0.6114864657813175	0.6793408803235681	0.8665836764520854	0.8664589387707426	0.6185395524801348	0.547811124077581	0.8542667317033075	1.0	0.7924999486268219	0.7413077484091439	0.8698675941958763	0.8447978438406805	0.7012056653980197	0.7790563990971299	0.8159282808804174	0.8739067877847921	0.8962258199069083	0.8391395839890173	0.596695677190417	0.7897412990960845	0.8331759691775352	0.8131065414819486	0.43924680071280736
CosteaPI_2017__SID713A053-11-0-0__bin.44	0.923887844181228	0.6302679695960937	0.903923522404609	0.7831740466314213	0.9055954708801267	0.8898424447657649	0.9023339851310214	0.9263364558022065	0.7938862542277363	0.8362297957284359	0.8290750050154292	0.8944433206553272	0.7866182521666237	0.9034244767929223	0.8079377803749793	0.8230748035658244	0.8128899444182227	0.8884331299691249	0.688588462598217	0.7430543589282548	0.9284974606528132	0.9228464662659317	0.6874779924631209	0.5875510803775599	0.9143439610486368	0.9149528882628967	1.0	0.8204572073590707	0.9477766872861159	0.8945240669844908	0.776576155858729	0.8529272209194593	0.8742030462177004	0.9619797168550887	0.9278277655825848	0.8814444103145527	0.6684027127436853	0.8613310824253533	0.8888547589971806	0.8995861126303075	0.4858635653416777
BritoIL_2016__W3.22.ST__bin.95	0.8504103779437364	0.6016712556641849	0.825293501586828	0.7362306053758738	0.8602087335912529	0.8380566378794277	0.8621938875472112	0.8798910838932245	0.753159139415708	0.7752552564595833	0.7844863059050393	0.8484164512114578	0.7540923957157103	0.8713250944431146	0.7701791609800277	0.7792652507405685	0.7638251644164495	0.8618822451122059	0.6550005451653855	0.7189603508107926	0.8593824216121104	0.8769196192280876	0.7329002923841021	0.5568005935409808	0.8784527663279121	0.8590031034740613	0.8234792078934935	1.0	0.874370501080096	0.838680758251945	0.742166015183587	0.8061187190576868	0.8151329556026501	0.8851426348991903	0.8600575076375373	0.8154788536404306	0.6138783650385647	0.8308103246386764	0.8598106166468026	0.8587591367420999	0.4608995270638061
CosteaPI_2017__SID713A058-11-90-0__bin.58	0.8684488458394519	0.5661162913504871	0.8359515042788215	0.7122346081785893	0.8383383126324698	0.8226593074313328	0.8533709734590094	0.8616638575221175	0.7315417501573362	0.797936544679866	0.7643320625872583	0.8359406535058848	0.7211018598224813	0.856080773153741	0.7275287726329039	0.7562547472131599	0.7597570150247036	0.8433795817388725	0.6208812274394346	0.6833502123134572	0.8867573550155889	0.8625062391944386	0.6251763250602218	0.5501356346617091	0.859643081908868	0.8727121145262915	0.8236152605270581	0.7570370879418978	1.0	0.8384598412893612	0.7104912506600887	0.783261235975376	0.8205010886942179	0.9050850338905807	0.8779024009143584	0.8312957993041038	0.6032371472594564	0.8016883802689545	0.8396924890949732	0.8306176259955584	0.4408032465512627
NielsenHB_2014__V1_CD34_0__bin.26	0.873005149745497	0.5558032092184362	0.8267119033541425	0.7021995997336532	0.8442087278953562	0.8169850207873645	0.8481990812152728	0.8401769677119724	0.7343723596130137	0.7512835195087878	0.7473677731500739	0.8461417942601134	0.7285832324585045	0.873154363667902	0.7285470480823213	0.7351117145985306	0.7607638260687913	0.8290523237270654	0.6087592302799812	0.6776535364632197	0.8492059021567008	0.8963802567598569	0.6184185935468709	0.5427085684229768	0.8524762983010129	0.8741391755557752	0.8017155870728517	0.7489076608292937	0.8647532468016929	1.0	0.70602246042567	0.7803574792546019	0.8925264341789411	0.8717946517999862	0.893948069824655	0.8453173873388257	0.6077087642662499	0.8047278431314033	0.8326953816425842	0.8290631417364397	0.4462152821168979
CosteaPI_2017__SID713B040-11-0-0__bin.80	0.8892927475237216	0.63445540639432	0.8612620495891824	0.7737992973103839	0.8896652819431102	0.8571792737226394	0.8862776900852299	0.8984724715828091	0.7781795515216475	0.8220136721047234	0.8073132076266125	0.8728325842218402	0.7819245750521845	0.8724673723463215	0.7857652493120241	0.8181794050707701	0.797504202453693	0.8838525550872688	0.6811448614277221	0.7579679574633427	0.8796791627403339	0.8981759085560722	0.689183183961066	0.580731732655754	0.8859541251779722	0.8901554347234116	0.8538960281149072	0.8130650658365344	0.8990033560133874	0.866186002682797	1.0	0.836171353018467	0.8475409753536903	0.9038041988381869	0.8869962147024781	0.851309797151805	0.6608820095623269	0.8271508942885532	0.8650706877195905	0.8872332820602709	0.5001764275413689
