	ZeeviD_2015__PNP_Main_69__bin.47	CosteaPI_2017__SID713B072-11-90-0__bin.19	ZeeviD_2015__PNP_Main_376__bin.3	CM_madagascar__A55_01_1FE__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.133	LiJ_2014__O2.UC2-1__bin.2	BritoIL_2016__W2.47.ST__bin.15	QinN_2014__LD-54__bin.16	BritoIL_2016__W1.51.ST__bin.18	CosteaPI_2017__SID713B044-11-90-0__bin.48	ZellerG_2014__CCIS51595129ST-4-0__bin.22	NielsenHB_2014__V1_UC49_1__bin.72	LiJ_2014__MH0260__bin.48	NielsenHB_2014__V1_CD29_0__bin.39	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	ZeeviD_2015__PNP_Main_415__bin.78	QinJ_2012__CON-110__bin.17	ZeeviD_2015__PNP_Main_301__bin.17	BritoIL_2016__WL.30.ST__bin.64	CosteaPI_2017__SID713B072-11-0-0__bin.56	ZeeviD_2015__PNP_Main_593__bin.28	BritoIL_2016__W1.13.ST__bin.39	BritoIL_2016__W2.46.ST__bin.74	BritoIL_2016__W2.44.ST__bin.5	Obregon-TitoAJ_2015__SM25__bin.48	XieH_2016__YSZC12003_36703__bin.5	QinJ_2012__T2D-104__bin.43	CosteaPI_2017__SID713A074-11-0-0__bin.43	BritoIL_2016__W2.11.ST__bin.30	CosteaPI_2017__SID713A055-11-0-0__bin.74	LiJ_2014__O2.UC7-1__bin.37	CM_madagascar__A89_02_1FE__bin.24	BritoIL_2016__W3.16.ST__bin.21
ZellerG_2014__CCIS51595129ST-4-0__bin.22	0.8744776954492248	0.8717270107294234	0.8710136715004879	0.8568835446878049	0.8612916519992101	0.8582701559472601	0.7767727588841857	0.865507651403926	0.8433461977659675	0.8567247068655145	1.0	0.8825741314719258	0.8587352216431559	0.9058839396359036	0.7674453297387333	0.894095597473477	0.8441772343902488	0.9101772114947069	0.8477890061331433	0.8598202556859648	0.9175180946329988	0.8641457244006376	0.855257961209228	0.8835947718029953	0.8612755535712753	0.8848980289800322	0.9063053607049537	0.7633191237876095	0.8885702592633932	0.8898162775855506	0.8799754874603979	0.8705357270622444	0.6872844599370945
NielsenHB_2014__V1_UC49_1__bin.72	0.9117084638750995	0.9090002380656306	0.8998627729547173	0.8920630972962127	0.8919101337092497	0.9214266037058272	0.8202780562546518	0.881095571429043	0.8780612433922115	0.8963409422630321	0.9049659610166613	1.0	0.8932981773856725	0.9412553798614084	0.7943395402802278	0.937401211016753	0.8801407411727722	0.942018363700457	0.8835081410008807	0.9019855553953778	0.9531575609314126	0.9074056752058497	0.9017324501795396	0.9280000029345532	0.902873624565732	0.9159609983203351	0.9395709463090474	0.7903540501786592	0.9311355730577201	0.9454811365084466	0.9440703500445135	0.8995656494404725	0.7086824993149652
LiJ_2014__MH0260__bin.48	0.9198524841813621	0.9221434722378224	0.9279557452544086	0.8980680669437269	0.9045632558313677	0.8994702160320491	0.8251645512748512	0.8778217080384889	0.8914302295106519	0.9042405181773934	0.8987330113444906	0.9117731850687034	1.0	0.9515163428057958	0.7934759818787674	0.9319031038226815	0.896477591822981	0.9565120371410386	0.9011333258452208	0.9121655621700551	0.9607581714028979	0.9083271556404209	0.9087026844883747	0.9486517653225505	0.9014519450372533	0.9219281889999625	0.9474345726159722	0.7971384177618032	0.9482144595454716	0.9356995769216369	0.9275510127672321	0.9192377101351604	0.7204915945935827
NielsenHB_2014__V1_CD29_0__bin.39	0.849098342678883	0.8482488960467179	0.8432628570867418	0.8244113613077877	0.833823033588331	0.8323215261888162	0.7628354823187438	0.8124448023358964	0.8083186848798499	0.8344629827852029	0.8288965704615163	0.83995148825014	0.8319028586579725	1.0	0.7337772060243606	0.8635055467719391	0.811446088781085	0.9047555917811537	0.8278215867466685	0.8425652960951642	0.8975066531802692	0.8380195290890462	0.84762924191389	0.8658872707394277	0.835699344993175	0.8683380633926145	0.8823069595702684	0.736904282585853	0.865243393465644	0.859308069251996	0.8529314910652617	0.8412863797206482	0.660787317549011
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	0.8881321996462466	0.8835894794665456	0.8755324871219535	0.8827283583112884	0.8748044112257549	0.8795866944946198	0.8021772081227804	0.8355691194607667	0.8600980127282686	0.903479337581531	0.8755043272358337	0.8837633361547634	0.864914577597627	0.9148445043737609	1.0	0.8997087696415206	0.8678481031255841	0.9089635774319327	0.8749207237988584	0.8919280706723356	0.9107780535723469	0.8881513810179513	0.8740506241291861	0.8926875713689867	0.8660928035574507	0.8865923844240732	0.9029834787172478	0.7910316068194265	0.8952831782635063	0.9053158518936911	0.8901348164750842	0.8906208805963692	0.6645243387120077
ZeeviD_2015__PNP_Main_415__bin.78	0.8862528388112522	0.8827968038120184	0.8846108564501971	0.877604043303192	0.8814958271216196	0.871550583088348	0.8014437880540036	0.8503417023114541	0.8587355272874201	0.8737833168461677	0.8705463753779277	0.8901279032505259	0.8669764396082092	0.9188514483162192	0.7678900840148802	1.0	0.8575439232023184	0.9177253284661363	0.8703544508380588	0.8765632619508729	0.9350943251640589	0.8838828668162122	0.8853876109400471	0.9167827734663453	0.8809705599598735	0.8814178033522355	0.9157447786772185	0.7773107575272038	0.9185769718417789	0.9072934808354116	0.8981570367687013	0.8857031892215735	0.6850065484235018
QinJ_2012__CON-110__bin.17	0.9209798491063272	0.9249779846353212	0.9390330217086982	0.8998814248443439	0.9067420357530287	0.9065240807748797	0.8416461489458436	0.8870603188490142	0.9011681239697326	0.9140634111330638	0.9023076078905821	0.9174703915809728	0.9155646238422098	0.9478789348043127	0.8131185189462145	0.9413896121127906	1.0	0.9524988155867635	0.8992979173063518	0.9267996294000617	0.951113080778321	0.9143811665485758	0.9162062527077083	0.9460133166667878	0.9051165504686223	0.9265637026956443	0.9495166561576679	0.808607998029993	0.9459249875440642	0.9419582069417514	0.9304712148389868	0.9209423761451718	0.6999643242114714
ZeeviD_2015__PNP_Main_301__bin.17	0.8374550884157635	0.846261560537014	0.8347661362206164	0.8184683875831299	0.8188608432458315	0.8335696802926108	0.7715930690971093	0.8180319302962507	0.8151715011833525	0.821555295644001	0.8231610313851291	0.8308778162252753	0.8265666276799335	0.8942569791914378	0.7206003633369408	0.8524395826963613	0.8059392486399131	1.0	0.8124278704993375	0.8393688355261348	0.8853350028067213	0.8311609149102416	0.8571555214758663	0.8777602526210894	0.8250621603826848	0.8559461238936907	0.8824150420846416	0.7268194752482775	0.8761218392031823	0.8450191617367053	0.838614660629385	0.8308438443830795	0.6584768643666111
BritoIL_2016__WL.30.ST__bin.64	0.9074609909131448	0.9052361823736101	0.9100051623551442	0.8988885208834844	0.8873958971303596	0.8901887497663988	0.8241494603581083	0.8565520278434122	0.8756297980760513	0.8919476511284095	0.876981632007342	0.8913170666720942	0.8906772306832627	0.9358617154931714	0.7933422271399257	0.9246788330486945	0.8703327406184834	0.929241688885764	1.0	0.8941665386871335	0.9475704550458783	0.8944870117735003	0.9108707357373749	0.938771877561518	0.8910480321065184	0.9025236330398131	0.9316267339684818	0.798193360730205	0.9274287585738578	0.9196097333523298	0.9101280227069614	0.9188733113640275	0.6793492842089293
CosteaPI_2017__SID713B072-11-0-0__bin.56	0.9127501345994926	0.9489440962820773	0.9158826657062074	0.8941357782380805	0.9049398292828219	0.9082985842775142	0.8441321132622638	0.8820551249570714	0.8967265626656913	0.9204904891086965	0.8942760519317772	0.9149186096309612	0.9064966068277197	0.9577225505403886	0.8131729276980268	0.9363522067805401	0.9018385527922093	0.9652902605035044	0.8990412646510664	1.0	0.9545695551017022	0.9098427111444659	0.9219706184283913	0.9459935116905287	0.9044524061031335	0.9229183030380603	0.9444229672313954	0.8135799818648811	0.9484161165172088	0.9398999777868978	0.9232639642089996	0.917795894706175	0.6971304913709354
ZeeviD_2015__PNP_Main_593__bin.28	0.8494400675867578	0.8482521830903231	0.8571613168135834	0.8308136976004209	0.8364979643293569	0.8426269498261465	0.7637857898579196	0.8132771509662794	0.8157355668098119	0.8326063471469455	0.8411422581874496	0.85219397871778	0.8415840252820652	0.8992174130355073	0.7319080468515814	0.8804450992057375	0.815766723360657	0.8974362422182415	0.8397762894056576	0.8413921665215974	1.0	0.8378075233559344	0.8572183824961841	0.8787997053574181	0.8452883751957123	0.8610955692760989	0.8881145301690522	0.730721146246226	0.8724099887246082	0.8630840131474086	0.8621243913813765	0.8476821821917027	0.6718336253303414
BritoIL_2016__W1.13.ST__bin.39	0.8950446516647904	0.8979053756078313	0.890379292536586	0.8838142792484361	0.8855278848050878	0.8800193229426578	0.8246065779242634	0.8466640361159145	0.8937861942506993	0.874767167245001	0.8760423073798554	0.8971365197813548	0.8798506823958128	0.9284626800283171	0.7892493646059396	0.9202903228614203	0.8672501508698226	0.9316748291109125	0.8766160479069713	0.886830225028143	0.9264618415402648	1.0	0.9126409327236645	0.9461768281360614	0.8952934418048673	0.90532084498706	0.9181288225190618	0.789340031566609	0.9434194645281836	0.9088913098982209	0.9004850319727971	0.891078878805111	0.7156640593266563
BritoIL_2016__W2.46.ST__bin.74	0.8731061055862862	0.8830929724345602	0.8829703254575778	0.8573013056940454	0.8592012704241777	0.8649312946522728	0.8299839956329169	0.8340979864273041	0.8708988144716343	0.8583143839027615	0.8474360224096587	0.8713777048355166	0.8603203354713844	0.91788430419995	0.7591638737303291	0.9010217627489937	0.8493409497342354	0.9390972686234649	0.8724967698827233	0.8783405793120072	0.9265022039236398	0.8920139448903887	1.0	0.9389579615079907	0.8736980722092939	0.8758029211957726	0.9026604823287329	0.7707228196043748	0.9247149609816012	0.8841457513988313	0.8806393239528483	0.8788956809477138	0.6895418639150263
BritoIL_2016__W2.44.ST__bin.5	0.8798598613374978	0.8909655537291329	0.8892855590819386	0.8730522788397932	0.8705848837040864	0.8744670474792493	0.8133740128177624	0.8348907744806364	0.8776580371068085	0.8593650303130219	0.8518673083595513	0.8725407961746753	0.8738848608718865	0.9123309054864189	0.7544100290610447	0.9077730879412185	0.8532869055609168	0.9356983859497126	0.8749357628817409	0.8768858120985826	0.9241743331583554	0.8998145832226788	0.913598058090359	1.0	0.8831746690883054	0.8926431340953723	0.9104715642540182	0.7715734972653094	0.9351061973212518	0.8870392431022268	0.8911569717191129	0.891990588443044	0.6945762143660753
Obregon-TitoAJ_2015__SM25__bin.48	0.7631306795696035	0.7640945418884981	0.7635746535944784	0.7705702779457848	0.7694744990280484	0.7533629398982997	0.6948638396690636	0.7270169550164398	0.7458331155464957	0.7495594483397175	0.7490395600456979	0.7657879901137221	0.7490896510183712	0.794300642906745	0.6602618668936627	0.7868937125562201	0.7364549031906394	0.7933968275302474	0.7491366307505058	0.75628315026794	0.8018861584641921	0.7680507953575313	0.7668567012387716	0.7966919423848032	1.0	0.7720801629792243	0.791993346923232	0.6989610323345007	0.7896390712075845	0.7812094760919832	0.7754375026445545	0.7940284093596072	0.5970865721347342
XieH_2016__YSZC12003_36703__bin.5	0.862269542393051	0.8688168253052657	0.8586385875596085	0.8548968378804808	0.8468365128568762	0.8590789970712075	0.7780876186413713	0.8367801494414728	0.8378538207429418	0.8476622806911244	0.8564299615576508	0.8645588408920232	0.8525587204026285	0.9184588021484505	0.7521626634526929	0.8761379409678137	0.8389825432333606	0.9159804599440279	0.8444121831397251	0.8588117045059918	0.909065476637695	0.8642970880690917	0.8554511583427999	0.8961024796925166	0.8592081423132094	1.0	0.9096146035916227	0.7439479181129145	0.8880508105162312	0.8811046661595494	0.8705486872368838	0.8618796830297959	0.6646205397717141
QinJ_2012__T2D-104__bin.43	0.8664500614120136	0.8636619526149834	0.8636676936335819	0.8492415270163892	0.8525220125849882	0.8621682746584347	0.7801014269132873	0.8303637070364963	0.8389232280599376	0.8571688605800387	0.8555465162654876	0.8650029870182061	0.8545685168618782	0.9102506562490819	0.7472020132739104	0.8878417721241127	0.8385919375161044	0.921049849939905	0.850174949099116	0.8571793294963067	0.9144990100119987	0.8549379682940428	0.8599708153631008	0.8914903582969708	0.8596624888936618	0.8872129617340848	1.0	0.7486217334026308	0.8879954287983677	0.8831240056640214	0.8792218015518987	0.8733419853860683	0.6758266306941195
CosteaPI_2017__SID713A074-11-0-0__bin.43	0.8746928410300716	0.8779955303282461	0.8738059182451421	0.8897515890867798	0.8889037537667018	0.8727618396736962	0.8049156718168096	0.8345685509511149	0.8598504844024897	0.8708912828505965	0.8598069643385313	0.8682313204229183	0.8579404371509832	0.9071479287270301	0.781048140444082	0.8992522608270263	0.8521417915920848	0.9052374785119685	0.8691609573446958	0.8811120504639319	0.8978249639146136	0.8770429244838238	0.8761596283708909	0.9014742018702344	0.9052846252479233	0.8658421495043145	0.893281146866515	1.0	0.8953088594761313	0.8923112135892206	0.8802686477429609	0.9026488406335554	0.6605426951975609
BritoIL_2016__W2.11.ST__bin.30	0.8799394624915201	0.8915190207995892	0.8817110058598265	0.8611326007457459	0.8711645602990713	0.8662840169797635	0.8118799684476187	0.8454468160872977	0.8750854888721266	0.8601229521490057	0.8570708872692491	0.8759046637759753	0.8738967535967437	0.9120853487773453	0.7569628141521954	0.9099815116295922	0.8536123404869087	0.934395270179342	0.864774374939183	0.8795488533966773	0.9178903106170451	0.8976183197045725	0.9001669405301104	0.9355501894730159	0.8757718152764042	0.8850425701802391	0.9073328231030787	0.766660409559847	1.0	0.8957698277248263	0.8938799284205383	0.8799839753654024	0.6945964821717313
CosteaPI_2017__SID713A055-11-0-0__bin.74	0.904190969162288	0.905782521620164	0.9013444495723439	0.8902478417313692	0.886666045607847	0.89489757348036	0.8125758700088197	0.8712116750491761	0.8726340425182579	0.8998121475535815	0.8877953732545659	0.9199926329574499	0.8920260687654885	0.9369871580027177	0.7917750396460393	0.9297204128827588	0.8792718763507583	0.9322239224004851	0.8869790735301518	0.9016339200911457	0.9393139869941717	0.8945124456261219	0.8902799654634187	0.9179870412864912	0.8962257113354299	0.908325293477062	0.9333942970381562	0.7903765865108165	0.9265822811918761	1.0	0.9189011399284783	0.9050301124294928	0.681774814779915
LiJ_2014__O2.UC7-1__bin.37	0.9224946889359357	0.9241028271765483	0.9192381632609751	0.9006262042741716	0.9037253921918028	0.9313652453334719	0.8271205653621293	0.8807613976569115	0.8886377989691816	0.9032306930106178	0.9000447863755747	0.9417092881234874	0.9064835596679661	0.9534104605459108	0.7980654042080166	0.943491229700685	0.8903802231561662	0.948412242487488	0.8998980597693209	0.9079365555618165	0.9618529118828061	0.9085146803445624	0.9090375539613622	0.9454290454281673	0.9119640362476921	0.9200003366296203	0.9526270648751141	0.7993076406873977	0.9478677806667755	0.9419976187113379	1.0	0.9183808554344095	0.703157073576258
CM_madagascar__A89_02_1FE__bin.24	0.8449465304588473	0.8501619460863029	0.8510892070108306	0.8873651303426834	0.8515784618538386	0.8410485496600498	0.7650367282790665	0.7976616898424955	0.8234951655334997	0.838982541255253	0.8313956746045303	0.8378629266459394	0.8388369947726263	0.8780863712460282	0.7455953397792887	0.8687631965560833	0.8228726639106222	0.8773678636099628	0.8483480815880283	0.8427588916601182	0.883078683931805	0.839458471420274	0.8471273360893778	0.8836140626601524	0.871955994396802	0.8504899381598278	0.8835607639482046	0.7653237213434009	0.8713065017595408	0.8663066725887457	0.8575322013051351	1.0	0.6422453790700058
BritoIL_2016__W3.16.ST__bin.21	0.8803745190037895	0.8865635806311896	0.8967398797561699	0.8531536964230919	0.8680688150119561	0.8672503844952215	0.7917008453092047	0.8586004606050816	0.9003965883099526	0.8583014990323208	0.8918566859923969	0.89686939882263	0.89333849552695	0.937114083086249	0.7558899839981282	0.9129464752012768	0.8497936283118467	0.9448007379337205	0.8522145671347457	0.869778559534437	0.9509670524849324	0.9160721091599691	0.9030449978947349	0.9348881192021068	0.8909087364092022	0.891114852773031	0.9290193735455218	0.7609649031183456	0.9344717084400473	0.8867209532603292	0.8921078322825576	0.8726465480383432	1.0
