	ZeeviD_2015__PNP_Main_69__bin.47	CosteaPI_2017__SID713B072-11-90-0__bin.19	ZeeviD_2015__PNP_Main_376__bin.3	CM_madagascar__A55_01_1FE__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.133	LiJ_2014__O2.UC2-1__bin.2	BritoIL_2016__W2.47.ST__bin.15	QinN_2014__LD-54__bin.16	BritoIL_2016__W1.51.ST__bin.18	CosteaPI_2017__SID713B044-11-90-0__bin.48	ZellerG_2014__CCIS51595129ST-4-0__bin.22	NielsenHB_2014__V1_UC49_1__bin.72	LiJ_2014__MH0260__bin.48	NielsenHB_2014__V1_CD29_0__bin.39	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	ZeeviD_2015__PNP_Main_415__bin.78	QinJ_2012__CON-110__bin.17	ZeeviD_2015__PNP_Main_301__bin.17	BritoIL_2016__WL.30.ST__bin.64	CosteaPI_2017__SID713B072-11-0-0__bin.56	ZeeviD_2015__PNP_Main_593__bin.28	BritoIL_2016__W1.13.ST__bin.39	BritoIL_2016__W2.46.ST__bin.74	BritoIL_2016__W2.44.ST__bin.5	Obregon-TitoAJ_2015__SM25__bin.48	XieH_2016__YSZC12003_36703__bin.5	QinJ_2012__T2D-104__bin.43	CosteaPI_2017__SID713A074-11-0-0__bin.43	BritoIL_2016__W2.11.ST__bin.30	CosteaPI_2017__SID713A055-11-0-0__bin.74	LiJ_2014__O2.UC7-1__bin.37	CM_madagascar__A89_02_1FE__bin.24	BritoIL_2016__W3.16.ST__bin.21
ZellerG_2014__CCIS51595129ST-4-0__bin.22	36385.0	27893.0	27234.0	47273.0	46047.0	29419.0	28761.0	17043.0	30128.0	30967.0	0.0	28643.0	27517.0	29131.0	30293.0	32877.0	26191.0	30266.0	29646.0	27054.0	27696.0	35523.0	31697.0	32630.0	80350.0	26101.0	27504.0	48234.0	34084.0	28263.0	27682.0	45968.0	24094.0
NielsenHB_2014__V1_UC49_1__bin.72	35553.0	28828.0	28600.0	47099.0	46029.0	5706.0	29107.0	28185.0	30666.0	30555.0	28643.0	0.0	28455.0	29972.0	28375.0	32781.0	28670.0	31496.0	30485.0	29711.0	29065.0	35922.0	32085.0	34166.0	81395.0	28571.0	29218.0	47507.0	34309.0	16826.0	1132.0	44856.0	24160.0
LiJ_2014__MH0260__bin.48	36940.0	28207.0	26545.0	46707.0	47922.0	30158.0	29093.0	25382.0	31187.0	32989.0	27517.0	28455.0	0.0	31524.0	32155.0	32389.0	27310.0	31119.0	30559.0	27888.0	27507.0	36414.0	32464.0	33949.0	81137.0	26450.0	27855.0	49014.0	34420.0	27718.0	29049.0	46194.0	24788.0
NielsenHB_2014__V1_CD29_0__bin.39	38298.0	32100.0	31572.0	49293.0	47015.0	31327.0	33541.0	30021.0	34283.0	34098.0	29131.0	29972.0	31524.0	0.0	32437.0	36360.0	30591.0	38184.0	33290.0	31926.0	33185.0	40484.0	38076.0	38439.0	85765.0	28618.0	33644.0	49791.0	38470.0	31527.0	30176.0	48648.0	27878.0
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	27048.0	31546.0	31580.0	42200.0	38000.0	29367.0	32340.0	29587.0	34355.0	23878.0	30293.0	28375.0	32155.0	32437.0	0.0	34409.0	30487.0	33240.0	33528.0	31634.0	31633.0	37184.0	35187.0	35237.0	70824.0	30972.0	30751.0	43742.0	35873.0	30922.0	28969.0	41120.0	23883.0
ZeeviD_2015__PNP_Main_415__bin.78	40241.0	34806.0	32160.0	47060.0	48388.0	34025.0	31977.0	31150.0	34001.0	36792.0	32877.0	32781.0	32389.0	36360.0	34409.0	0.0	31577.0	37991.0	33960.0	34354.0	31433.0	38498.0	35525.0	36607.0	82917.0	31425.0	32620.0	50261.0	37590.0	32417.0	32407.0	45544.0	27341.0
QinJ_2012__CON-110__bin.17	35969.0	29063.0	19081.0	46605.0	45664.0	29817.0	28663.0	25328.0	30285.0	30928.0	26191.0	28670.0	27310.0	30591.0	30487.0	31577.0	0.0	30791.0	30579.0	28989.0	27569.0	34780.0	30812.0	32922.0	78582.0	26523.0	27511.0	47549.0	33509.0	26705.0	29693.0	47501.0	23228.0
ZeeviD_2015__PNP_Main_301__bin.17	36621.0	28597.0	30810.0	49920.0	48719.0	33975.0	21471.0	30683.0	22842.0	33790.0	30266.0	31496.0	31119.0	38184.0	33240.0	37991.0	30791.0	0.0	33276.0	28665.0	33361.0	32559.0	23972.0	27988.0	85598.0	32949.0	35159.0	49338.0	25605.0	29928.0	31755.0	49493.0	17914.0
BritoIL_2016__WL.30.ST__bin.64	37494.0	32893.0	31574.0	45056.0	46301.0	33584.0	27082.0	30202.0	28626.0	35268.0	29646.0	30485.0	30559.0	33290.0	33528.0	33960.0	30579.0	33276.0	0.0	32565.0	33656.0	31172.0	30134.0	31194.0	77171.0	30981.0	31012.0	47501.0	33489.0	30934.0	31529.0	45483.0	20777.0
CosteaPI_2017__SID713B072-11-0-0__bin.56	35547.0	814.0	28997.0	46109.0	45493.0	31128.0	27271.0	26337.0	29437.0	28561.0	27054.0	29711.0	27888.0	31926.0	31634.0	34354.0	28989.0	28665.0	32565.0	0.0	30325.0	34787.0	30017.0	31208.0	81100.0	27644.0	28865.0	47565.0	29993.0	29880.0	29748.0	46430.0	22849.0
ZeeviD_2015__PNP_Main_593__bin.28	37116.0	30745.0	28218.0	51683.0	49361.0	31278.0	29342.0	25863.0	31134.0	33055.0	27696.0	29065.0	27507.0	33185.0	31633.0	31433.0	27569.0	33361.0	33656.0	30325.0	0.0	36552.0	34587.0	35930.0	85766.0	28211.0	28954.0	50781.0	35014.0	29139.0	29428.0	51068.0	24274.0
BritoIL_2016__W1.13.ST__bin.39	42702.0	34348.0	33818.0	47811.0	48368.0	36152.0	14224.0	34995.0	15582.0	39099.0	35523.0	35922.0	36414.0	40484.0	37184.0	38498.0	34780.0	32559.0	31172.0	34787.0	36552.0	0.0	17562.0	20212.0	75585.0	35722.0	36981.0	48248.0	25601.0	36697.0	36062.0	47205.0	13748.0
BritoIL_2016__W2.46.ST__bin.74	38895.0	29936.0	32350.0	49041.0	47220.0	33424.0	3083.0	31419.0	1755.0	36115.0	31697.0	32085.0	32464.0	38076.0	35187.0	35525.0	30812.0	23972.0	30134.0	30017.0	34587.0	17562.0	0.0	14252.0	80866.0	32167.0	33906.0	48867.0	16178.0	32847.0	32575.0	48633.0	4891.0
BritoIL_2016__W2.44.ST__bin.5	40580.0	31252.0	33778.0	49493.0	47590.0	36633.0	11528.0	31746.0	12736.0	36288.0	32630.0	34166.0	33949.0	38439.0	35237.0	36607.0	32922.0	27988.0	31194.0	31208.0	35930.0	20212.0	14252.0	0.0	81483.0	34553.0	35250.0	48515.0	18623.0	34885.0	34574.0	49162.0	9852.0
Obregon-TitoAJ_2015__SM25__bin.48	78269.0	81333.0	81048.0	73677.0	72098.0	80229.0	72857.0	79928.0	76932.0	79329.0	80350.0	81395.0	81137.0	85765.0	70824.0	82917.0	78582.0	85598.0	77171.0	81100.0	85766.0	75585.0	80866.0	81483.0	0.0	82502.0	85195.0	63591.0	81932.0	83878.0	81632.0	75959.0	64121.0
XieH_2016__YSZC12003_36703__bin.5	35149.0	27667.0	26795.0	49275.0	45367.0	31783.0	28461.0	24829.0	30213.0	31981.0	26101.0	28571.0	26450.0	28618.0	30972.0	31425.0	26523.0	32949.0	30981.0	27644.0	28211.0	35722.0	32167.0	34553.0	82502.0	0.0	28114.0	49244.0	33029.0	27765.0	28245.0	47357.0	23638.0
QinJ_2012__T2D-104__bin.43	36286.0	29072.0	27525.0	48970.0	48186.0	30973.0	30513.0	27345.0	31395.0	31566.0	27504.0	29218.0	27855.0	33644.0	30751.0	32620.0	27511.0	35159.0	31012.0	28865.0	28954.0	36981.0	33906.0	35250.0	85195.0	28114.0	0.0	49988.0	34390.0	27655.0	28867.0	47814.0	25189.0
CosteaPI_2017__SID713A074-11-0-0__bin.43	47266.0	47737.0	48521.0	46546.0	42446.0	48450.0	44796.0	48697.0	46463.0	47535.0	48234.0	47507.0	49014.0	49791.0	43742.0	50261.0	47549.0	49338.0	47501.0	47565.0	50781.0	48248.0	48867.0	48515.0	63591.0	49244.0	49988.0	0.0	50372.0	49253.0	48026.0	46818.0	37317.0
BritoIL_2016__W2.11.ST__bin.30	40448.0	30128.0	32692.0	48298.0	47905.0	35264.0	14584.0	33139.0	14659.0	36258.0	34084.0	34309.0	34420.0	38470.0	35873.0	37590.0	33509.0	25605.0	33489.0	29993.0	35014.0	25601.0	16178.0	18623.0	81932.0	33029.0	34390.0	50372.0	0.0	34293.0	34196.0	46159.0	14617.0
CosteaPI_2017__SID713A055-11-0-0__bin.74	36686.0	29198.0	27168.0	49019.0	47683.0	19577.0	29808.0	28239.0	31634.0	31896.0	28263.0	16826.0	27718.0	31527.0	30922.0	32417.0	26705.0	29928.0	30934.0	29880.0	29139.0	36697.0	32847.0	34885.0	83878.0	27765.0	27655.0	49253.0	34293.0	0.0	17698.0	47024.0	24069.0
LiJ_2014__O2.UC7-1__bin.37	36868.0	29687.0	29342.0	47316.0	45832.0	5544.0	29597.0	27899.0	31103.0	30792.0	27682.0	1132.0	29049.0	30176.0	28969.0	32407.0	29693.0	31755.0	31529.0	29748.0	29428.0	36062.0	32575.0	34574.0	81632.0	28245.0	28867.0	48026.0	34196.0	17698.0	0.0	45831.0	23639.0
CM_madagascar__A89_02_1FE__bin.24	45787.0	46248.0	50190.0	24982.0	39274.0	46962.0	41532.0	45833.0	43492.0	45825.0	45968.0	44856.0	46194.0	48648.0	41120.0	45544.0	47501.0	49493.0	45483.0	46430.0	51068.0	47205.0	48633.0	49162.0	75959.0	47357.0	47814.0	46818.0	46159.0	47024.0	45831.0	0.0	34354.0
BritoIL_2016__W3.16.ST__bin.21	28302.0	23021.0	23222.0	34198.0	35561.0	24264.0	2007.0	23590.0	3181.0	25452.0	24094.0	24160.0	24788.0	27878.0	23883.0	27341.0	23228.0	17914.0	20777.0	22849.0	24274.0	13748.0	4891.0	9852.0	64121.0	23638.0	25189.0	37317.0	14617.0	24069.0	23639.0	34354.0	0.0
