	ZeeviD_2015__PNP_Main_69__bin.47	CosteaPI_2017__SID713B072-11-90-0__bin.19	ZeeviD_2015__PNP_Main_376__bin.3	CM_madagascar__A55_01_1FE__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.133	LiJ_2014__O2.UC2-1__bin.2	BritoIL_2016__W2.47.ST__bin.15	QinN_2014__LD-54__bin.16	BritoIL_2016__W1.51.ST__bin.18	CosteaPI_2017__SID713B044-11-90-0__bin.48	ZellerG_2014__CCIS51595129ST-4-0__bin.22	NielsenHB_2014__V1_UC49_1__bin.72	LiJ_2014__MH0260__bin.48	NielsenHB_2014__V1_CD29_0__bin.39	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	ZeeviD_2015__PNP_Main_415__bin.78	QinJ_2012__CON-110__bin.17	ZeeviD_2015__PNP_Main_301__bin.17	BritoIL_2016__WL.30.ST__bin.64	CosteaPI_2017__SID713B072-11-0-0__bin.56	ZeeviD_2015__PNP_Main_593__bin.28	BritoIL_2016__W1.13.ST__bin.39	BritoIL_2016__W2.46.ST__bin.74	BritoIL_2016__W2.44.ST__bin.5	Obregon-TitoAJ_2015__SM25__bin.48	XieH_2016__YSZC12003_36703__bin.5	QinJ_2012__T2D-104__bin.43	CosteaPI_2017__SID713A074-11-0-0__bin.43	BritoIL_2016__W2.11.ST__bin.30	CosteaPI_2017__SID713A055-11-0-0__bin.74	LiJ_2014__O2.UC7-1__bin.37	CM_madagascar__A89_02_1FE__bin.24	BritoIL_2016__W3.16.ST__bin.21
ZellerG_2014__CCIS51595129ST-4-0__bin.22	0.8614612221067904	0.861748489609717	0.8612709029143163	0.8399719672708228	0.8448186673077419	0.8477457192491407	0.7664837169767581	0.8594106401307335	0.8325681213921635	0.8456464842464363	1.0	0.8723273032199718	0.8488912118324161	0.8954625328765673	0.7566082257958348	0.8823340860242751	0.8348075915893227	0.8993497666085692	0.8371833618096637	0.8501418808115325	0.9076100488533627	0.8514376253888665	0.8439185863147621	0.8719216228360135	0.8325309161364918	0.8755605830349759	0.896466001551173	0.7460637554985075	0.8763769522026943	0.8797053916139354	0.8700724500805638	0.8540910040553729	0.6786650038779325
NielsenHB_2014__V1_UC49_1__bin.72	0.8986669425146699	0.8984255755117403	0.8893717451677996	0.8747862819907569	0.8750258148979198	0.9193335336165911	0.809601051156966	0.8707567735907816	0.8668123672343927	0.8851327830312394	0.8944591600061479	1.0	0.8828603383759962	0.9302610761960414	0.7839310468028226	0.925376512349517	0.8696240360451173	0.9304650276453256	0.8723256591098253	0.8910869915290452	0.9424959622381691	0.8942287975778197	0.8899630576430622	0.9154672597398739	0.8730163795756563	0.9054806082888657	0.9288532242853355	0.7729275726586209	0.9185503747241061	0.9393090374335278	0.9436551107628774	0.8831116094960676	0.6998201485690935
LiJ_2014__MH0260__bin.48	0.9060219401699802	0.9115826126024935	0.9180171477779026	0.8805807031337751	0.8866209891796772	0.8881788910105207	0.8142719682504025	0.8683185443109065	0.8797536410947622	0.8918892508143322	0.8884304915945935	0.9011194728368714	1.0	0.9397135796922386	0.781436968812011	0.9197764798382567	0.8862525740387135	0.944860908308061	0.8896918641656371	0.9017241379310345	0.9504593957093115	0.8946935489909769	0.8965479800816204	0.9359410685536711	0.871073795349882	0.9120251600584072	0.9370055037627767	0.7787873001609944	0.9353274177243626	0.9253218016398966	0.91667490359055	0.9019424164139429	0.7112108278108503
NielsenHB_2014__V1_CD29_0__bin.39	0.8365618852150458	0.8377412903077975	0.8329280867319382	0.8082758033735634	0.818433155587853	0.8220669540709608	0.7518561800106712	0.8026177359219361	0.7970964964827344	0.8233013522404768	0.8193608364185104	0.8301404614835692	0.821583800610816	1.0	0.7231592867921687	0.851603473729349	0.8014324387138168	0.8922564510479781	0.816924446714	0.8321146474714641	0.8866438838205785	0.824767506947786	0.8351654538729201	0.8533046583718776	0.8076250519651842	0.8589702546375858	0.8712939412687033	0.7206057094597912	0.8526506335660718	0.8489880291856114	0.8430536869911912	0.8253619559204302	0.6516617402035398
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	0.8770935242872897	0.8707151060240118	0.8626442377935056	0.8655059352061426	0.8592960681452919	0.867601602093463	0.7889787919327231	0.82349424191546	0.8460772462406553	0.893734384526918	0.8631413210006635	0.8721830931308651	0.8517916625515142	0.9016065010974194	1.0	0.8856659649821613	0.8554059227178453	0.8953978583794435	0.861237467830391	0.8790177831721417	0.8978681741864446	0.8729760591994267	0.859690306550969	0.87830684807619	0.8371885169698003	0.8739522685849126	0.890433556136529	0.7731798714766472	0.8806428942812576	0.8926961417691102	0.8783121535619807	0.873839220926142	0.6547773450859367
ZeeviD_2015__PNP_Main_415__bin.78	0.8722360776336506	0.8706731640031766	0.8734088724172042	0.861212085324565	0.8646412996530729	0.8596989815111532	0.7903055466540343	0.8394915218814873	0.8468922853998022	0.8609679127248407	0.8590946456188261	0.8787096122497318	0.8556946902038371	0.9061865186072757	0.7559047274044557	1.0	0.8465450099619634	0.9044922881863653	0.8585254900868015	0.8645970629623954	0.924145570061165	0.8704732280941301	0.8730135287642986	0.9040318086188399	0.852088877433018	0.870471834812534	0.904382567260669	0.759803825951263	0.9054836080420213	0.8960019784598665	0.8868690175971465	0.8698392849678849	0.6754831203934627
QinJ_2012__CON-110__bin.17	0.9072261252308125	0.9138649573898019	0.9317368832208698	0.8820607375519987	0.8892811653632067	0.8951227411547561	0.8306860725621832	0.877375470276103	0.8895878318412339	0.9022372504941268	0.8922927678332102	0.9065076385572298	0.9051219037487874	0.936181635266492	0.801460986632477	0.9293152887004874	1.0	0.9407250406180133	0.8876052062943868	0.9157148980639862	0.9405713250018449	0.9010820891099368	0.9044244478187105	0.9334246959814838	0.8750685889021148	0.9164219134229294	0.9389970782561614	0.7904263467036605	0.9331119114689821	0.9317468250268907	0.9191172899860395	0.9027790789222624	0.6910824676633199
ZeeviD_2015__PNP_Main_301__bin.17	0.8256066804818825	0.8370092484296112	0.8247978270962648	0.8023172031791174	0.8030982320082697	0.8225773627820674	0.764646312680071	0.8081047109238885	0.8077811695696415	0.8106228332839933	0.813368728757488	0.8206875577319104	0.8164983442771196	0.8819028761208686	0.7098458487217689	0.8401479231071618	0.7959770868012923	1.0	0.8016617083954128	0.8300945226066433	0.8745413396876855	0.820626731957312	0.849399588131856	0.8687049771984231	0.7973676675418461	0.8452857598126048	0.8710396516106697	0.7108565919124368	0.8678375628276868	0.8353362160867998	0.8283406049252701	0.8148308121373303	0.6526809445466295
BritoIL_2016__WL.30.ST__bin.64	0.8935859125064067	0.8930637560111833	0.8983208468482805	0.8822150389211973	0.8702616888487578	0.8777606110452197	0.8141274602137843	0.8453754364410464	0.8650364232835169	0.8788963291769282	0.8660107946881401	0.8800357479216432	0.8793685273965632	0.9235423747943847	0.7809348118515833	0.9121115512784692	0.859016636105771	0.9169275290451864	1.0	0.8821154924313213	0.935115671911052	0.8829514609094997	0.8997193085034536	0.9272281853489031	0.8624900314737136	0.8910587638842375	0.9201503929125859	0.7806150788878178	0.9150357756762408	0.9081622570778849	0.898460359958627	0.9020418132263609	0.6716605205652317
CosteaPI_2017__SID713B072-11-0-0__bin.56	0.8995238508068343	0.948641224168897	0.9050934978119908	0.8769795985493393	0.8880128501121631	0.8967165165390871	0.8339851533131939	0.8722556865727564	0.8857736801157016	0.9098635475552006	0.8842098330743046	0.9038637774998763	0.8961200742818043	0.9458435639489909	0.8014025881054605	0.923569812952285	0.8910523615280976	0.954624622758644	0.8869245197300345	1.0	0.9432862666100611	0.8968992072117794	0.9108019301957915	0.9343816776510518	0.8742768184140292	0.9126325577103463	0.9336829137339109	0.7958820554970358	0.9372563581749239	0.9287822643448456	0.9121953651636793	0.900520277734472	0.6886288637123861
ZeeviD_2015__PNP_Main_593__bin.28	0.8372673671533866	0.8381689393457387	0.8479068373214811	0.8138635500495554	0.8203093484738865	0.8323689014331358	0.7541626791747646	0.8047950259714448	0.8055247451886086	0.8217655072712832	0.8320589757431492	0.8426617139776158	0.8325627279757623	0.8883339378797409	0.7215335713475176	0.8701362164402952	0.8067250923053814	0.8864950454524883	0.8287383433504377	0.8314466675281179	1.0	0.8258197944454758	0.8458751022426813	0.8670159698640723	0.81716024109267	0.8518433855298483	0.8786186693988228	0.7140668219465433	0.8609266679741485	0.8535274790939544	0.8524730758206144	0.8309337323120982	0.6638726346438544
BritoIL_2016__W1.13.ST__bin.39	0.879558009446772	0.8854484605475414	0.8781145914329153	0.8664747670221778	0.8679863665904581	0.8669081550941775	0.8194479905300173	0.8339724749614121	0.8881351039260971	0.8605872172641499	0.8631592576044194	0.8841087655366904	0.866644495572551	0.9137804350853576	0.7757639235438161	0.9063283362540184	0.854636563301496	0.9198667268211728	0.8653109659150254	0.8742140987849176	0.9132056065547135	1.0	0.9062717600705607	0.9388465856998619	0.8678811929160816	0.892365624310931	0.9047170030290018	0.7718420334931007	0.9341348050877946	0.8955824880754814	0.8874065042301578	0.8739591432915154	0.7106781018255248
BritoIL_2016__W2.46.ST__bin.74	0.8593189548067157	0.8724815276283583	0.871503187580753	0.8399176918264297	0.8424631483053625	0.853083454887358	0.8288911614420591	0.8229608610810303	0.8702767178109287	0.8455126625914313	0.8362003541165607	0.8600045017821031	0.8488127878969411	0.9043874651953755	0.7466911015364548	0.8884291793463908	0.8384189883042283	0.930599889050567	0.8618151398122368	0.8677004223522343	0.9142421143488101	0.8857887246309513	1.0	0.9339060403636164	0.8450334177565174	0.8644006515177564	0.8906417875265188	0.7534008836962821	0.9189803286300936	0.8725024414192312	0.8690924300938817	0.8616566912610484	0.6878081460987805
BritoIL_2016__W2.44.ST__bin.5	0.8658639297458038	0.8801868239582206	0.8776356187836577	0.8559822777982034	0.8541712221848966	0.8618324254487286	0.8093980369826453	0.8239416654537779	0.8732654253583655	0.8468493978438403	0.8406133101378417	0.860757035732048	0.862175943138855	0.8990733989695848	0.7422568836323478	0.8951474332399582	0.8419321973336681	0.9260454008982505	0.8641770371530246	0.866122257807957	0.9117821739151428	0.8928435194146127	0.9086825820665831	1.0	0.8550714040837217	0.8807258984056777	0.8983139351606911	0.7548408057628196	0.9286831752899034	0.8750075015158235	0.8792324931865542	0.8750347484008838	0.6911782863709701
Obregon-TitoAJ_2015__SM25__bin.48	0.7387793109971152	0.7387898892149468	0.7383586712762806	0.7476475910286757	0.7470430769920028	0.728401768180223	0.6721962744761294	0.7021494316385783	0.721897719834034	0.7248782882701252	0.7240407423171027	0.7404640477488309	0.7238459786593788	0.7676170884264342	0.6382268169022497	0.761096239381336	0.7120061527892894	0.7667652307669333	0.7251268763891688	0.731050989498941	0.7752022928598273	0.7445344837456349	0.7416973434983785	0.7713406211031713	1.0	0.746411806286697	0.765487133153628	0.6791763426247421	0.7641480552257641	0.7551130127013284	0.7500398238788956	0.7703957373515627	0.5771369866764235
XieH_2016__YSZC12003_36703__bin.5	0.8500997672962007	0.8592375721940945	0.8493612504029298	0.8378361628144108	0.8311289198437376	0.8480746452574093	0.7682334558193435	0.8281835081179729	0.8273930561407871	0.8365893745665584	0.847392910722552	0.8546665923417911	0.843400833938954	0.9085502806052584	0.7414391073259283	0.865257540887626	0.8297993816955144	0.9045723994112639	0.8336855109079258	0.8492404147743542	0.8992978722888588	0.8519289209516862	0.8443138527141795	0.8841390599957551	0.8306431536921863	1.0	0.8998805839303848	0.7268979762975202	0.876615051272046	0.8714914821268871	0.8607693109356936	0.845483084570052	0.6564362630144992
QinJ_2012__T2D-104__bin.43	0.8541960260669261	0.8538441353975336	0.8543723091085988	0.8327040163828409	0.8362492642209252	0.8517084764788779	0.7697969739428675	0.8211291097672625	0.8283209175363465	0.846508802163486	0.8462582235870086	0.8551358645822041	0.8451616890346882	0.8988888427356021	0.7368171860431111	0.8768257705544507	0.8293012808887907	0.9091764103572028	0.8397019803474801	0.8474314176229685	0.9047210422177622	0.8424492266003679	0.8485205226218083	0.8795861873794175	0.8308915430405853	0.8777186678000113	1.0	0.731740437067123	0.876381685880505	0.8737847192321083	0.8694732142646077	0.8571948640172203	0.6673201296659707
CosteaPI_2017__SID713A074-11-0-0__bin.43	0.8556463656313996	0.8587592590950889	0.8542537235847316	0.8709952474478303	0.8717995627039499	0.8532382554257029	0.7868645163994078	0.8149454347049945	0.8411275887386194	0.8517364102555837	0.8403704202184547	0.8490877308074504	0.8381895814578738	0.8870839703515535	0.7634217086138296	0.8789989095806197	0.8329812775072997	0.885356062626984	0.8500197855105588	0.8619450889622641	0.8773620716195186	0.8576007388739748	0.8564680083203915	0.881924424991155	0.8796597698110987	0.8459986121935159	0.8731378046706699	1.0	0.8750107792751007	0.8724640496064255	0.8609159200423595	0.8837828929075996	0.6455053042092767
BritoIL_2016__W2.11.ST__bin.30	0.8659824336326852	0.8811230218513353	0.8704302704105329	0.8444668427398123	0.8546344112810115	0.8541157845411275	0.8068475982716583	0.8340118383540864	0.8700272391183277	0.8476117290387498	0.8453098268552725	0.8640659646284831	0.8620197526740505	0.8988108506513718	0.7445844395415104	0.897010667216924	0.8420496901696941	0.9255599823052699	0.8532186258427253	0.8691994376885328	0.9058083434378708	0.8887844120746519	0.8945845430598218	0.9291241177651915	0.847500274323525	0.8736455491611911	0.8954661740115208	0.7492789949614187	1.0	0.8839366495539397	0.8820802211703228	0.8640563029194234	0.6895527249815219
CosteaPI_2017__SID713A055-11-0-0__bin.74	0.891096622118189	0.8953608690825856	0.8916473656576602	0.8727514726054167	0.8696465354376519	0.8879099478988759	0.8019364899540167	0.861132318723103	0.8613429076332055	0.8884274969152295	0.8777074505999464	0.913986922785613	0.8821326731549466	0.9257342146657687	0.7807380391745343	0.9181498015288755	0.8697400511909517	0.9215417107029493	0.8759377898943735	0.8909688410507031	0.9289133933476034	0.8814141723481056	0.87855587405641	0.9055355258137388	0.8662871069259837	0.8984151221397831	0.9235233880400491	0.7727966956815352	0.9143420684899384	1.0	0.912584186486117	0.8882458193639715	0.6731838580388033
LiJ_2014__O2.UC7-1__bin.37	0.9090046228028513	0.9132403015908677	0.9085018737829192	0.8833131965397402	0.886955382671039	0.9293366859692043	0.8162909709349595	0.8705531044203129	0.8772571564895971	0.8919638459787763	0.8899158938211633	0.9412950873297733	0.8958544794059512	0.9423690089989879	0.7874655960869001	0.9316334513244546	0.8795155021599181	0.9367930320595805	0.8883615431394517	0.8970517099687008	0.9510851548532844	0.8953195310310307	0.897118304089245	0.9327783579353481	0.8820947436748392	0.9096654413836356	0.9420645787336432	0.7817348427024918	0.9353554040397017	0.9355218893410622	1.0	0.9016112118154069	0.6945075218425057
CM_madagascar__A89_02_1FE__bin.24	0.8293030168437596	0.8343609279442413	0.8339413714168574	0.8788298199460179	0.8381601694625714	0.8250035874133042	0.750846971198196	0.7820024599405515	0.8086357579691825	0.8233260446205883	0.8156903208172469	0.822537497010489	0.8230544261847005	0.8614653729201543	0.7315463459633059	0.8532027059346066	0.8066435477809286	0.8604581639277051	0.8328084321295569	0.8268956916874509	0.8656308722539205	0.8233304861799173	0.8305114626396528	0.8668174519115788	0.8460039632375551	0.8343100208411629	0.8672247087362055	0.7493279579076839	0.8555358912159623	0.8502405275205849	0.8418736547200109	1.0	0.6305080460555537
BritoIL_2016__W3.16.ST__bin.21	0.8672359934878371	0.8758766328570838	0.8859596225470876	0.8372780941478272	0.8515604726378205	0.855986403747604	0.7907691436375731	0.8476493682115646	0.8989198852618909	0.8464860177436478	0.8806716236723715	0.8856536975836571	0.8818312603319309	0.9241723894132321	0.744802873373526	0.9002540709142421	0.8390105857464965	0.9364845925696907	0.8425693426048559	0.8591714586400125	0.9396984294768683	0.9096899294979907	0.9007744683103054	0.9303145642101217	0.8611420981995921	0.8801414775293704	0.9173259837065944	0.7436413798097881	0.9276861163452598	0.8755474965914203	0.8811339928128523	0.8566985265001116	1.0
