	ZeeviD_2015__PNP_Main_69__bin.47	CosteaPI_2017__SID713B072-11-90-0__bin.19	ZeeviD_2015__PNP_Main_376__bin.3	CM_madagascar__A55_01_1FE__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.133	LiJ_2014__O2.UC2-1__bin.2	BritoIL_2016__W2.47.ST__bin.15	QinN_2014__LD-54__bin.16	BritoIL_2016__W1.51.ST__bin.18	CosteaPI_2017__SID713B044-11-90-0__bin.48	ZellerG_2014__CCIS51595129ST-4-0__bin.22	NielsenHB_2014__V1_UC49_1__bin.72	LiJ_2014__MH0260__bin.48	NielsenHB_2014__V1_CD29_0__bin.39	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	ZeeviD_2015__PNP_Main_415__bin.78	QinJ_2012__CON-110__bin.17	ZeeviD_2015__PNP_Main_301__bin.17	BritoIL_2016__WL.30.ST__bin.64	CosteaPI_2017__SID713B072-11-0-0__bin.56	ZeeviD_2015__PNP_Main_593__bin.28	BritoIL_2016__W1.13.ST__bin.39	BritoIL_2016__W2.46.ST__bin.74	BritoIL_2016__W2.44.ST__bin.5	Obregon-TitoAJ_2015__SM25__bin.48	XieH_2016__YSZC12003_36703__bin.5	QinJ_2012__T2D-104__bin.43	CosteaPI_2017__SID713A074-11-0-0__bin.43	BritoIL_2016__W2.11.ST__bin.30	CosteaPI_2017__SID713A055-11-0-0__bin.74	LiJ_2014__O2.UC7-1__bin.37	CM_madagascar__A89_02_1FE__bin.24	BritoIL_2016__W3.16.ST__bin.21
ZellerG_2014__CCIS51595129ST-4-0__bin.22	0.985115145406027	0.9885531582744501	0.9888144481482273	0.9802638555474377	0.980874092238986	0.9877376177824758	0.9867541159370631	0.9929555662930274	0.9872198672355964	0.9870690987077868	1.0	0.9883898384435258	0.9885366180836235	0.9884958698312667	0.9858789890003137	0.9868453535813873	0.9889008582330536	0.9881040255134969	0.9874902313585627	0.9887437231090691	0.989201252991529	0.9852940324149779	0.9867415734096957	0.9867890244040688	0.9666255040961119	0.989447997803974	0.9891434393082179	0.9773942932236777	0.9862776106519625	0.9886371083263947	0.9887462349565961	0.9811096517975584	0.9874586775031244
NielsenHB_2014__V1_UC49_1__bin.72	0.9856955135581409	0.9883667109082465	0.9883415248388705	0.9806327429552677	0.9810694842751568	0.9977284462150126	0.9869836758203231	0.9882659745735721	0.9871889617694991	0.9874956518180517	0.9883898384435258	1.0	0.9883153920226013	0.9883195316588939	0.9868966695605593	0.9871723030374653	0.9880511097422424	0.98773555113114	0.9873430912833612	0.9879171414651365	0.9888144425116608	0.9854785153012838	0.9869480215177638	0.9864948888415432	0.9669308703037631	0.9885580389878084	0.9885929614300923	0.9779510492593805	0.9864840322958708	0.9934720018870904	0.9995601606579251	0.9817089058984864	0.9874946104151883
LiJ_2014__MH0260__bin.48	0.9849643891284474	0.9885474875078818	0.9892897936918519	0.9805277968857482	0.9801647186794029	0.9874466938201253	0.9867995019810049	0.989174152745872	0.9869012873589674	0.9863407278099453	0.9885366180836235	0.9883153920226013	1.0	0.9875958377354259	0.9848275015984089	0.986987247993186	0.9885942293733466	0.9878191508516692	0.987303253190806	0.9885531479458836	0.9892805744461708	0.9849904227075194	0.9866241130193231	0.9866013038361262	0.966300866225192	0.9892583510736369	0.9889923070630622	0.9769787565221925	0.986409148593572	0.9889090734486787	0.9882743816491186	0.9811851781856572	0.9871188410074825
NielsenHB_2014__V1_CD29_0__bin.39	0.9852355647941969	0.987612591318549	0.9877443074031417	0.9804277831535121	0.9815429924809728	0.9876795543606677	0.9856072474831671	0.9879043273023519	0.9861166287418142	0.9866241753379261	0.9884958698312667	0.9883195316588939	0.9875958377354259	1.0	0.9855297777785709	0.9862165644597375	0.9876595004822682	0.986185063848493	0.9868363664258936	0.9875966305850322	0.9878967255326754	0.9841864996205213	0.9852957078110856	0.9854685329225302	0.9664062282731356	0.9892117953249354	0.9875179287864521	0.9778823742632233	0.9854459912728912	0.9879902907517581	0.9884189947521651	0.9810713400524732	0.9861898418702713
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.30	0.9875709096423329	0.9854294627293361	0.9852795304365985	0.9804895549769204	0.9822722166447091	0.9863741772400924	0.9835467574291427	0.9855489183790094	0.9836986409919274	0.9892139724183414	0.9858789890003137	0.9868966695605593	0.9848275015984089	0.9855297777785709	1.0	0.9843918330762137	0.9856631818829494	0.9850756186614034	0.9843605762256317	0.9855254163147236	0.98582543866174	0.982913586419095	0.9835703823305152	0.9838905304005263	0.9666268020367715	0.9857430358513947	0.9861017140661898	0.9774323362190831	0.9836473147963698	0.986060433937853	0.986718121014611	0.9811573476034043	0.9853323752671531
ZeeviD_2015__PNP_Main_415__bin.78	0.9841842411513146	0.9862667832999729	0.987336822794664	0.9813219206272914	0.9808796287515252	0.9864017054119814	0.9861022799527659	0.987240211316847	0.9862085106400239	0.9853334300687007	0.9868453535813873	0.9871723030374653	0.986987247993186	0.9862165644597375	0.9843918330762137	1.0	0.9871739360016897	0.9855806090675427	0.9864090305508665	0.9863487331629144	0.9882912826992368	0.9848287151776295	0.9860241073820645	0.98609161819294	0.9672160639191268	0.9875814074800038	0.9875923819811869	0.9774775642734777	0.9857460352250015	0.9875547409806712	0.9874320205604962	0.9820889159633363	0.9860973182636623
QinJ_2012__CON-110__bin.17	0.9850662054236466	0.9879856305446008	0.9922301577056875	0.980196627244053	0.9807432878356398	0.9874230151609674	0.9869778096206014	0.9890820856630387	0.9871496873663415	0.9870619910009555	0.9889008582330536	0.9880511097422424	0.9885942293733466	0.9876595004822682	0.9856631818829494	0.9871739360016897	1.0	0.9876390660270824	0.9869979560866905	0.9880397758216078	0.988916401225552	0.98545565249464	0.9871406630830356	0.9866929772937456	0.9668021079153285	0.9890544068980801	0.9889211233596731	0.9775148757239251	0.986454448033613	0.9891594108532544	0.9877976613656855	0.9802774878283521	0.987310986801853
ZeeviD_2015__PNP_Main_301__bin.17	0.9858518885397245	0.9890668411058025	0.9880585607251837	0.9802665751676669	0.9807505617498067	0.986812959047785	0.990996865193246	0.9878645087010638	0.9909340162125605	0.9866929683029577	0.9881040255134969	0.98773555113114	0.9878191508516692	0.986185063848493	0.9850756186614034	0.9855806090675427	0.9876390660270824	1.0	0.9867481625201908	0.9889508491059497	0.9878083854305802	0.9873259404238622	0.9909515447900797	0.9896836574729532	0.9664334468714536	0.9875455197663703	0.9871087980922238	0.9780373478154422	0.9905443786414113	0.9885411525698364	0.9877487764208603	0.9807267847574425	0.9911979901897439
BritoIL_2016__WL.30.ST__bin.64	0.9847100001590414	0.986553314373151	0.9871601656889242	0.9814510013478653	0.9806915849656167	0.9860387600669628	0.9878395841696369	0.9869516491245655	0.9879019937240483	0.9853676144166421	0.9874902313585627	0.9873430912833612	0.987303253190806	0.9868363664258936	0.9843605762256317	0.9864090305508665	0.9869979560866905	0.9867481625201908	1.0	0.9865225931250947	0.98685608751465	0.9871037245793776	0.987757398721462	0.9877034107129412	0.9679500996536728	0.9872968765183905	0.9876813957377438	0.977977414111405	0.9866372669781406	0.9875518104482056	0.9871801961292966	0.9816824605421601	0.9886821642085768
CosteaPI_2017__SID713B072-11-0-0__bin.56	0.9855094145798599	0.9996808325017595	0.9882199234703308	0.980812556541974	0.9812949119677121	0.9872486119224332	0.9879794172148533	0.9888902200020754	0.9877857052461676	0.9884551316072958	0.9887437231090691	0.9879171414651365	0.9885531479458836	0.9875966305850322	0.9855254163147236	0.9863487331629144	0.9880397758216078	0.9889508491059497	0.9865225931250947	1.0	0.9881797104974305	0.9857739103977596	0.9878860692419481	0.9877252498077645	0.9666366217995738	0.9888551941229734	0.988627920042045	0.978246851247153	0.9882332679211885	0.9881713866317667	0.9880114469161555	0.9811770600943539	0.9878048259776581
ZeeviD_2015__PNP_Main_593__bin.28	0.9856697359850782	0.9881129174252761	0.9892033397791387	0.9795981366221796	0.9806471545110702	0.9878261092941222	0.987400772820158	0.9895704373536663	0.987482681843657	0.9869796333972108	0.989201252991529	0.9888144425116608	0.9892805744461708	0.9878967255326754	0.98582543866174	0.9882912826992368	0.988916401225552	0.9878083854305802	0.98685608751465	0.9881797104974305	1.0	0.9856915477883984	0.9867673390058765	0.9865911021345264	0.9667236236431979	0.9892553346267609	0.9893078421220945	0.9772083723247407	0.9868372429260612	0.9889274579208062	0.9888051937084185	0.9802420645007531	0.9881503539175006
BritoIL_2016__W1.13.ST__bin.39	0.9826973523731881	0.9861266950853732	0.9862253073420766	0.9803810453922478	0.9801908912010255	0.9851012727713314	0.9937441835508619	0.9850099205669287	0.9936773577831556	0.9837900294937799	0.9852940324149779	0.9854785153012838	0.9849904227075194	0.9841864996205213	0.982913586419095	0.9848287151776295	0.98545565249464	0.9873259404238622	0.9871037245793776	0.9857739103977596	0.9856915477883984	1.0	0.9930211626229651	0.9922527774743334	0.9693818276681174	0.9856899123135576	0.9853922247498318	0.9778321162316068	0.9901585034128669	0.9853570810086963	0.985476129776431	0.9807876318014043	0.9930331034007456
BritoIL_2016__W2.46.ST__bin.74	0.9842090775779051	0.9879837739202616	0.9870129974403361	0.9797228655174596	0.9805189741973359	0.9863019874085167	0.998683306911208	0.9866477014361615	0.9992856843408576	0.9850850439519367	0.9867415734096957	0.9869480215177638	0.9866241130193231	0.9852957078110856	0.9835703823305152	0.9860241073820645	0.9871406630830356	0.9909515447900797	0.987757398721462	0.9878860692419481	0.9867673390058765	0.9930211626229651	1.0	0.9946196514098876	0.9671915786877119	0.9869807814040535	0.9866852542705674	0.977525077151622	0.9937984864596326	0.9868310061308568	0.9868880555922293	0.9803856247557429	0.9974856960730387
BritoIL_2016__W2.44.ST__bin.5	0.984092999116452	0.9879021924856713	0.9868996632416838	0.980447905062141	0.9811463972940188	0.9855516316287258	0.9951117496103138	0.9868855790942598	0.9949950760287878	0.9854361859888308	0.9867890244040688	0.9864948888415432	0.9866013038361262	0.9854685329225302	0.9838905304005263	0.98609161819294	0.9866929772937456	0.9896836574729532	0.9877034107129412	0.9877252498077645	0.9865911021345264	0.9922527774743334	0.9946196514098876	1.0	0.9681792673768661	0.9866494960477439	0.986646887645208	0.9783135481431185	0.9931312378746413	0.986436066183132	0.9866191042532547	0.9809910101498308	0.9951079119543326
Obregon-TitoAJ_2015__SM25__bin.48	0.9680901722019326	0.9668828249826134	0.9669764021114436	0.9702523084874007	0.9708483880045673	0.9668670034108043	0.9673784072520886	0.9657951259509496	0.9679078399530122	0.9670724448550928	0.9666255040961119	0.9669308703037631	0.966300866225192	0.9664062282731356	0.9666268020367715	0.9672160639191268	0.9668021079153285	0.9664334468714536	0.9679500996536728	0.9666366217995738	0.9667236236431979	0.9693818276681174	0.9671915786877119	0.9681792673768661	1.0	0.9667542854702019	0.9665322772311455	0.9716941448886234	0.9677181424890269	0.9665947941118137	0.9672472911368839	0.9702369943827269	0.966588454021021
XieH_2016__YSZC12003_36703__bin.5	0.9858863447002018	0.988974369703527	0.989195294398489	0.9800435861847752	0.9814514457340205	0.9871905239782203	0.9873354072395674	0.98972652335355	0.9875148094534212	0.9869371253424915	0.989447997803974	0.9885580389878084	0.9892583510736369	0.9892117953249354	0.9857430358513947	0.9875814074800038	0.9890544068980801	0.9875455197663703	0.9872968765183905	0.9888551941229734	0.9892553346267609	0.9856899123135576	0.9869807814040535	0.9866494960477439	0.9667542854702019	1.0	0.989298742981035	0.9770818072068231	0.9871226295739345	0.98908962305856	0.988766422321272	0.9809757686802589	0.9876857902104168
QinJ_2012__T2D-104__bin.43	0.9858571937485725	0.9886323379330031	0.9892373136178384	0.9805267287250435	0.9809122249937907	0.9878680316975238	0.9867908804997414	0.9888788524944191	0.9873620014693006	0.9875636424667373	0.9891434393082179	0.9885929614300923	0.9889923070630622	0.9875179287864521	0.9861017140661898	0.9875923819811869	0.9889211233596731	0.9871087980922238	0.9876813957377438	0.988627920042045	0.9893078421220945	0.9853922247498318	0.9866852542705674	0.986646887645208	0.9665322772311455	0.989298742981035	1.0	0.9774501653074122	0.9869213933526907	0.989424716832501	0.9889122548257061	0.9815111128984484	0.9874131905405797
CosteaPI_2017__SID713A074-11-0-0__bin.43	0.9782249556584434	0.978090695716907	0.9776240990680436	0.9789195750038496	0.9807581068363437	0.977630112408108	0.9775738551882612	0.976487112743756	0.9782254054588562	0.9780054376795285	0.9773942932236777	0.9779510492593805	0.9769787565221925	0.9778823742632233	0.9774323362190831	0.9774775642734777	0.9775148757239251	0.9780373478154422	0.977977414111405	0.978246851247153	0.9772083723247407	0.9778321162316068	0.977525077151622	0.9783135481431185	0.9716941448886234	0.9770818072068231	0.9774501653074122	1.0	0.9773284046212751	0.9777575764144416	0.9780149755983899	0.9790993497396905	0.9772347933031237
BritoIL_2016__W2.11.ST__bin.30	0.9841386487891838	0.988339004883003	0.987205858411291	0.9806466994844917	0.9810252278715459	0.9859535300200277	0.9938015835203045	0.9864746338674123	0.9942197078821198	0.9854541457369591	0.9862776106519625	0.9864840322958708	0.986409148593572	0.9854459912728912	0.9836473147963698	0.9857460352250015	0.986454448033613	0.9905443786414113	0.9866372669781406	0.9882332679211885	0.9868372429260612	0.9901585034128669	0.9937984864596326	0.9931312378746413	0.9677181424890269	0.9871226295739345	0.9869213933526907	0.9773284046212751	1.0	0.9867899344177044	0.9867994493722828	0.9819000426236566	0.9927385794203283
CosteaPI_2017__SID713A055-11-0-0__bin.74	0.98551816210216	0.9884943104014224	0.989241533667529	0.9803466312348197	0.9808050502728708	0.9921917035104828	0.9869066010356823	0.9884306459443348	0.9870608590372336	0.9873477473389254	0.9886371083263947	0.9934720018870904	0.9889090734486787	0.9879902907517581	0.986060433937853	0.9875547409806712	0.9891594108532544	0.9885411525698364	0.9875518104482056	0.9881713866317667	0.9889274579208062	0.9853570810086963	0.9868310061308568	0.986436066183132	0.9665947941118137	0.98908962305856	0.989424716832501	0.9777575764144416	0.9867899344177044	1.0	0.9931255353074728	0.9814544368910941	0.9873991286347459
LiJ_2014__O2.UC7-1__bin.37	0.9853765378870152	0.9882453280455061	0.9883204484896829	0.980776699975786	0.9814434676001617	0.9978219507605297	0.9869068732169313	0.9884096949937228	0.9871931595833691	0.9875260582716834	0.9887462349565961	0.9995601606579251	0.9882743816491186	0.9884189947521651	0.986718121014611	0.9874320205604962	0.9877976613656855	0.9877487764208603	0.9871801961292966	0.9880114469161555	0.9888051937084185	0.985476129776431	0.9868880555922293	0.9866191042532547	0.9672472911368839	0.988766422321272	0.9889122548257061	0.9780149755983899	0.9867994493722828	0.9931255353074728	1.0	0.9817399899837086	0.9876989764324482
CM_madagascar__A89_02_1FE__bin.24	0.9814857946021833	0.9814141079651928	0.9798518939580972	0.9903812871333255	0.9842430345618931	0.9809226681940881	0.9814521884291881	0.9803685821929895	0.9819556833042359	0.981338709848193	0.9811096517975584	0.9817089058984864	0.9811851781856572	0.9810713400524732	0.9811573476034043	0.9820889159633363	0.9802774878283521	0.9807267847574425	0.9816824605421601	0.9811770600943539	0.9802420645007531	0.9807876318014043	0.9803856247557429	0.9809910101498308	0.9702369943827269	0.9809757686802589	0.9815111128984484	0.9790993497396905	0.9819000426236566	0.9814544368910941	0.9817399899837086	1.0	0.9817245348943604
BritoIL_2016__W3.16.ST__bin.21	0.9850762087812132	0.9879456499143613	0.9879783898849089	0.9813918613471121	0.9809826800725376	0.9870118469256447	0.9988231644854848	0.9872454151890399	0.998359941533282	0.9862338801668247	0.9874586775031244	0.9874946104151883	0.9871188410074825	0.9861898418702713	0.9853323752671531	0.9860973182636623	0.987310986801853	0.9911979901897439	0.9886821642085768	0.9878048259776581	0.9881503539175006	0.9930331034007456	0.9974856960730387	0.9951079119543326	0.966588454021021	0.9876857902104168	0.9874131905405797	0.9772347933031237	0.9927385794203283	0.9873991286347459	0.9876989764324482	0.9817245348943604	1.0
