	BritoIL_2016__W1.2.ST__bin.95	BritoIL_2016__M1.48.ST__bin.81	CM_madagascar__A90_04_1FE__bin.17	CM_madagascar__V07_01_2FE__bin.37	Obregon-TitoAJ_2015__SM30__bin.20	RampelliS_2015__H10__bin.43	Obregon-TitoAJ_2015__SM02__bin.41	CM_madagascar__A88_02_1FE__bin.30	CM_madagascar__A72_02_1FE__bin.1	BritoIL_2016__M1.4.ST__bin.21	BritoIL_2016__M2.40.ST__bin.49	BritoIL_2016__M1.27.ST__bin.11	CM_madagascar__A81_01_1FE__bin.13	BritoIL_2016__W3.18.ST__bin.61	BritoIL_2016__M1.3.ST__bin.79	Obregon-TitoAJ_2015__SM37__bin.34	BritoIL_2016__M2.38.ST__bin.48	CM_madagascar__A40_02_1FE__bin.15	BritoIL_2016__M1.24.ST__bin.31	LeChatelierE_2013__MH0189__bin.74	BritoIL_2016__M2.39.ST__bin.19	Obregon-TitoAJ_2015__SM18__bin.32	CM_madagascar__A08_01_1FE__bin.3	RampelliS_2015__H11__bin.10	CM_madagascar__V50_02_1FE__bin.9	BritoIL_2016__M1.29.ST__bin.89	RampelliS_2015__H14__bin.29	Obregon-TitoAJ_2015__SM01__bin.40	Obregon-TitoAJ_2015__HCO70__bin.24	CM_madagascar__A45_02_1FE__bin.2	Obregon-TitoAJ_2015__SM03__bin.7	BritoIL_2016__M2.36.ST__bin.37	CM_madagascar__A32_01_1FE__bin.17	CM_madagascar__A81_03_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.1	SchirmerM_2016__G89199__bin.16	BritoIL_2016__M1.1.ST__bin.111	RampelliS_2015__H13__bin.27	CM_madagascar__A73_01_1FE__bin.37	CM_madagascar__V18_02_1FE__bin.38	BritoIL_2016__M1.16.ST__bin.30	CM_madagascar__A56_01_1FE__bin.45	BritoIL_2016__M2.37.ST__bin.15	Obregon-TitoAJ_2015__SM40__bin.39	RampelliS_2015__H16__bin.3	CM_madagascar__A39_02_1FE__bin.22	CM_madagascar__A36_01_1FE__bin.38
BritoIL_2016__M2.40.ST__bin.49	0.6040556022694384	0.586662339686231	0.8578800992579627	0.6883075626827051	0.44362837859822957	0.8735638335219965	0.7564331010578268	0.7839743600721315	0.7397839306906785	0.529045712436187	1.0	0.6427967763424913	0.7835380942676642	0.8213750550148733	0.4376101367793908	0.8636662939070064	0.8579280499646363	0.891300457415491	0.8394794437033015	0.8796004849871474	0.865866032575655	0.8565815769959909	0.7089195164513737	0.49755237330310154	0.870311319963078	0.482902576151716	0.4611826185538409	0.7826236057903903	0.845259644514011	0.8769212392517635	0.6355129783725187	0.900279655371421	0.8299509532771739	0.8134019656364686	0.5910224289430466	0.8491753334714771	0.5266927027587069	0.8223987169760913	0.8676021050360229	0.8072231745765353	0.664783459746238	0.8919794736724933	0.4548008932531643	0.8694974423435565	0.8642160145085138	0.8815078099713495	0.7422208541048374
BritoIL_2016__M1.27.ST__bin.11	0.4885530520149607	0.8103916105761373	0.8898652011086129	0.7264671018298893	0.30916627618213893	0.8809470188171163	0.8058341415454954	0.781225746067609	0.6890072248718666	0.7641497668595478	0.9089517215827154	1.0	0.7854647734523796	0.8229331260435623	0.33639727472069764	0.8974533143963472	0.8486094512996172	0.9048131909911284	0.8714470448494183	0.8965676107311203	0.9233560601382497	0.8772262158598468	0.7430732887999351	0.5670755554264031	0.8940576125110032	0.34162916198993337	0.5914708492705507	0.8084749066772249	0.8787197435031245	0.8726941737286853	0.8182739494149998	1.0113325269373783	0.8500702872149917	0.8652156382696631	0.7820279042059723	0.8747549633913189	0.34753667830250023	0.8246803172792734	0.8861347117134462	0.8172284195244686	0.6796658663247355	0.9072226924180617	0.49557814109991927	0.9055935546442231	0.8605146888776688	0.9100801915977416	0.8553784551826681
CM_madagascar__A81_01_1FE__bin.13	0.5844050895115096	0.5661650778644397	0.8609041314386574	0.6879783165469018	0.4408835187051112	0.8652478250433195	0.7533138631920804	0.7835312828408898	0.7396561995076717	0.5052672122544867	0.8431847364412766	0.5977536082649967	1.0	0.7904103334572677	0.44766489610933496	0.8274303237544478	0.7884831304080206	0.8553948094059303	0.8426277226983792	0.8618251161136381	0.7558998997006684	0.851888709667759	0.714658307314019	0.49684151553810335	0.8423826182225963	0.4715814721288107	0.45682774914386204	0.7849756485017529	0.8450644850525431	0.8549695623549012	0.6155084789101881	0.8720909392891879	0.8404549544506503	0.8088599739323097	0.5694113300004654	0.845081992515099	0.4616464478510281	0.8110037166500116	0.8483651024670318	0.8385203798382218	0.5975559582271943	0.8537292968496243	0.39819249270791146	0.8654463965265194	0.8245273100290578	0.8465452478066144	0.7404758251889078
BritoIL_2016__W3.18.ST__bin.61	0.6202128709845752	0.6031413514110695	0.8867740737432478	0.7032997823337768	0.476695610476186	0.9028959480233744	0.7713240029899724	0.8084654766326143	0.7655448002218973	0.5540446897433606	0.9019336094513213	0.6390435849579946	0.8065346879098871	1.0	0.4620137181433964	0.8862376651889182	0.8397243207920606	0.9118907813888327	0.8820991862198005	0.8809596118677454	0.8238628937854648	0.899036721185082	0.7254086530550841	0.523391832110234	0.9183234529478964	0.5081693001302237	0.4577704020948611	0.8211070419489355	0.8685343024103126	0.8919957124925368	0.6474564079901838	0.9150951290718392	0.8573120336983042	0.833726041436503	0.59751822895854	0.8840530108927135	0.48655781788435953	0.8626544936557112	0.8873889925767826	0.8254157048765697	0.6258557385372643	0.913108866020093	0.4355247260367353	0.8910131586988919	0.8755668489170753	0.8977692738034234	0.7787721368429465
BritoIL_2016__M1.3.ST__bin.79	0.854303543829474	0.41198308486810764	0.9056555307847243	0.7002536575544913	0.8073322046165154	0.9120156273186497	0.7630866210609533	0.8331092966404909	0.8966000515472416	0.2690227979391517	0.8870117439195516	0.482200147352216	0.8432035308992737	0.8528326250649765	1.0	0.8840620962024263	0.8119792665539107	0.9155345509705894	0.9222573873532227	0.9143317819985578	0.7284675282750506	0.8801474563518957	0.7268360667545457	0.42900061700486225	0.9107139292969703	0.8625892856368037	0.28141496310553904	0.8069399596126494	0.8805058572071982	0.8972127174161121	0.43457448793369324	0.9396194355663818	0.8536301320529253	0.8774347176747161	0.40402884215696566	0.9123627467910975	0.8367306205368028	0.8512567026600634	0.8759021852038589	0.869559444643556	0.5556801328773341	0.9066656484495476	0.5761636529464802	0.8974513620534199	0.8645288156891059	0.887863922224411	0.7014442773449873
Obregon-TitoAJ_2015__SM37__bin.34	0.5570335147761163	0.5647604746710047	0.8330551210661328	0.6708757221214207	0.4417084819287159	0.8670162047175124	0.74524765897099	0.7441335585726501	0.7083897474399884	0.5086792216730276	0.8414327723205905	0.6183269724081837	0.7491042566059772	0.7863041982105987	0.4249269014995099	1.0	0.7840134309370372	0.8547577634570064	0.8312940832968362	0.8310830257148221	0.7657131535589897	0.850474462449686	0.68193372124549	0.49045485828692986	0.8422857619554109	0.4540532649273186	0.44753467225593857	0.764506454774865	0.8177567832488686	0.830861123276815	0.6372449894679764	0.863327702350414	0.8195015537341759	0.7831579386431416	0.5773409247325283	0.8235779682579407	0.45474274750255483	0.8089515944023858	0.8404704999061503	0.786556132557509	0.5933020500948925	0.8543089532628417	0.4053256585121692	0.8382748336774489	0.8184575277899435	0.8583953784229076	0.7301132453231558
BritoIL_2016__M2.38.ST__bin.48	0.6155475475514148	0.6289062764100746	0.9059089025675301	0.7355162925108635	0.4571605046781146	0.9104199244122535	0.8103907556166834	0.8235094697170917	0.7670567429659256	0.5706449877481401	0.9677327442910776	0.6769324085601722	0.8264838175965106	0.8625975874894842	0.45186376047589566	0.9077256742386414	1.0	0.9298345588412841	0.8892512988323789	0.9040370772094155	0.8910951144199128	0.8980511960654964	0.756163839772522	0.5218877040004714	0.9095516215242531	0.4945738313406152	0.4915574688053253	0.8246230995612125	0.890609772705541	0.9151168731823831	0.6772757697133248	0.9330658239267187	0.8798187671258015	0.8541062806598329	0.6320361268089242	0.8954158629955195	0.5065446277742953	0.855568583854975	0.9024501788278972	0.8512227230712617	0.6902838935126474	0.928705958257715	0.470004433270585	0.8971949663544704	0.8936367596365684	0.9120502862308797	0.7856837233291447
CM_madagascar__A40_02_1FE__bin.15	0.5952450368744303	0.5996559139425126	0.856488172198633	0.6895934673007398	0.4543450171729311	0.879418876880688	0.75681573576734	0.7684429666693298	0.7333701150425339	0.5350237024513099	0.8708142156983721	0.6251628720017434	0.7766142785256586	0.811355425504281	0.441300198562669	0.8571779338188574	0.8053830686737377	1.0	0.8522069652956625	0.8689063911078057	0.7818437507973669	0.8639425335291493	0.7080141599820302	0.5050920637257752	0.8981967899523191	0.4839947278620611	0.4663265404292752	0.7929025244271402	0.8520902621470618	0.8571289937887991	0.6484784042705823	0.8868619443581138	0.8346249457790479	0.8193192650964307	0.5954868089887358	0.8641483326299075	0.46592790924426974	0.8306060072422878	0.8741580327948396	0.8120133970195103	0.6039835511304101	0.9927506011885316	0.4216928147251766	0.8535220717444109	0.8543611631999418	0.8663451962014171	0.741437272475918
BritoIL_2016__M1.24.ST__bin.31	0.5922444465510159	0.5772582972582972	0.8423593600235936	0.6709750265954646	0.4400556134862704	0.8501557809587007	0.7410602374106025	0.755443064640145	0.7313320904561781	0.5108498962513561	0.826112638375412	0.6064612759503271	0.7705526590198123	0.7905212711052128	0.4477538681918244	0.8396734814253063	0.7757988645579886	0.8583667751550963	1.0	0.8331056129596276	0.748167809481678	0.8401727388588702	0.6769387303693873	0.4882101515678158	0.8681850833675652	0.47461813126046704	0.4539551932252662	0.788644315943586	0.8215898294730412	0.8447532678189613	0.6263603711778895	0.8687395329731096	0.8164662263932337	0.8061153769182966	0.5696392496392496	0.8618948610189485	0.4418841175045554	0.8039089539819466	0.8383172707260299	0.788789669373611	0.5822980587944092	0.855668678442401	0.4015175740723186	0.8369884454555988	0.8217827914178278	0.8296457800107435	0.7148806100630918
LeChatelierE_2013__MH0189__bin.74	0.5845599489529942	0.5749865501148974	0.8247085858227785	0.6715938426634526	0.4336109500832016	0.8484175011156107	0.7352178464335909	0.7574141188344267	0.7253779521976487	0.5086709011214493	0.8568352524616417	0.6176291501757869	0.7801325387127312	0.7815104742283518	0.4394137935348801	0.8309651804369859	0.7807168267446273	0.866330245767978	0.8246748047160093	1.0	0.769138248136826	0.8389533695611375	0.700199350235008	0.48716985223893666	0.8471746900270666	0.475130432606692	0.4609990866589651	0.7774534050104471	0.8379511967269861	0.8472013812719212	0.6116219518806902	0.8794102068988527	0.8036571175957862	0.7949716196998069	0.5784101193182055	0.8468456370240931	0.47006159838851613	0.8017858111010555	0.8384283027287627	0.7939452579250059	0.5963587303308463	0.8650457296093487	0.408210060097006	0.8744085178435143	0.8219965051151268	0.8464986508409826	0.7263446757222275
BritoIL_2016__M2.39.ST__bin.19	0.5709297093818977	0.6561184804091316	0.8589438622031571	0.6892390974042953	0.3903516768784643	0.8604090843774808	0.7618858492988371	0.7787180012673465	0.7262621051614925	0.5889641915719102	0.9528330376976695	0.718568510914963	0.7729791358958231	0.8256347921952185	0.3954889060067042	0.8648857856959451	0.8693318633998337	0.8806121896119987	0.8366347945508811	0.8688776916390465	1.0	0.846766970782716	0.7162411162071947	0.5243356442384025	0.8623148154691657	0.43738436640919276	0.503478607049556	0.7624997349879509	0.8286806640141905	0.8844509774822207	0.711803518888881	0.9039436148585778	0.8256545797615599	0.8157961315307802	0.6553279200205414	0.8421173638250308	0.4797396521628517	0.8104120289558053	0.8668310919203126	0.7966907650956753	0.6815492722180212	0.8814526900489742	0.495147099354784	0.8621777159023719	0.845214117957452	0.8784101161577258	0.784612340374409
Obregon-TitoAJ_2015__SM18__bin.32	0.5612809411486104	0.5648943490776707	0.821930073196753	0.6690189704930025	0.4421852703851802	0.8417058886262603	0.7187299911236114	0.7416865462900223	0.7116455056642228	0.5085079921965635	0.8113015202589683	0.5875678654454637	0.7497799150315905	0.7754573732620789	0.4112699723814146	0.8268017467305572	0.7540672634811421	0.8375235646019838	0.808635765155653	0.8157170066173498	0.7288050369552161	1.0	0.6789958853944275	0.4810678267202413	0.8388158921824926	0.45106936356414784	0.44275013148328146	0.7639006314847007	0.8081564644966756	0.8222739369520938	0.6556642429948911	0.8343339038714274	0.8007998887308792	0.7730454609781545	0.5652353743350311	0.8207176290594069	0.43134829059569124	0.7891425830250521	0.8363480209383831	0.7755153597208215	0.5646157707758791	0.8347787370549286	0.39691731009333386	0.8218956057212765	0.8071341997240169	0.8324118352389793	0.7166789735829103
CM_madagascar__A08_01_1FE__bin.3	0.5801048095959008	0.5940990903562232	0.8637749569763079	0.7652699817553666	0.43103140406040136	0.8784679683759689	0.7582112495632933	0.7922715215506645	0.723873038054941	0.5369077287372385	0.8570298772045599	0.6352776160345742	0.8028508210085012	0.7986356637294101	0.43350439294540843	0.8461897183080367	0.8104204029346688	0.8760715810721633	0.8316090213889212	0.8689781711372487	0.7868504069459002	0.8666677018231693	1.0	0.5334073470232781	0.8705743824644488	0.4632045857433071	0.48962126211456597	0.7669277848944788	0.8687318038896006	0.8686588253561585	0.6453196692674974	0.8740902915259501	0.8477817890092257	0.8364193936570786	0.60229545954479	0.8549859606899317	0.44453295032542733	0.8205871925261701	0.8689036398690527	0.8118199345263512	0.6130817903031714	0.8720106621119781	0.4300821655474037	0.8525352276697333	0.8480778437690047	0.8640492734495296	0.7666752067078141
RampelliS_2015__H11__bin.10	0.4146983358909991	0.5162535592949712	0.6593887770218126	0.5603156351733743	0.28890109817001236	0.8496663576769891	0.5825024615684848	0.5766146558682905	0.5307818030212982	0.459337549785777	0.6443039083498178	0.5193088980156654	0.5978706323791614	0.6172283182386701	0.27407402890014454	0.6518948533260004	0.599134681060559	0.669454596258416	0.6424355556935414	0.6476203729165373	0.6170143170145388	0.6577255550726052	0.57136275536001	1.0	0.6585372073838184	0.30554496021573097	0.4196275713411335	0.5868584398534591	0.6542083950573478	0.6540814357818917	0.5526298865460868	0.6661508830599736	0.6580681787941419	0.6265262833420561	0.519324975827841	0.6488007060931582	0.2826435027897776	0.6399950546867377	0.6710989683588656	0.6196022903675056	0.4747295601110589	0.6676439019630455	0.32120807571873367	0.6448228335979704	0.6662601013013049	0.6653092927536747	0.5947166091561477
CM_madagascar__V50_02_1FE__bin.9	0.5810896384717091	0.5872150131084172	0.839228717644074	0.668506176735705	0.44189784304140034	0.851809910417221	0.7389628364510945	0.7592110609876589	0.7253606103922624	0.5218074145580783	0.8386144475178577	0.6092367415218141	0.7542832862007867	0.8058427856263266	0.43293997768165626	0.8330550759793153	0.7769811655455927	0.885845178350794	0.850101587655192	0.8380092532430699	0.7550704100428423	0.8533767324047087	0.6938962836451094	0.4900225452400253	1.0	0.47381596235996887	0.4588395698871501	0.779145343572544	0.8233752678923192	0.848853658083799	0.639586801236791	0.8671097332318488	0.8106377229513844	0.8035903243173	0.5797934418722656	0.851161399578798	0.4414556015536208	0.8074116703073208	0.8415298585198524	0.788619294847598	0.5845520757916103	0.8898158633506806	0.4088303909010464	0.8433747315920075	0.8350827036961406	0.8507484483388098	0.7247727427429286
BritoIL_2016__M1.29.ST__bin.89	0.9572398136579201	0.3476228120395097	0.8593499982085425	0.6695096208894625	0.7938146687594957	0.8686480441476131	0.727714458434754	0.7795478056169436	0.8872189793875654	0.2689999321533091	0.8598470323933645	0.4301792753516021	0.7802895452823299	0.8240186433558652	0.7577461481756481	0.8298412616130284	0.7807072979407386	0.8820656801706993	0.8587698708854603	0.8684856694829397	0.7077156933969924	0.8479913949050948	0.6822373551682789	0.42013110420108235	0.8755554471363741	1.0	0.2385565883329611	0.7647450298487325	0.8355236125542297	0.8922365852226858	0.4771741624554709	0.8870634656242162	0.8335179424004465	0.8000077756881675	0.38961229046616774	0.8565530374353646	0.8156948454048351	0.8603654116045286	0.8544734220117535	0.8153220697662186	0.5294999698882664	0.8868446791042103	0.5513565145401557	0.8475957495953974	0.8511756154419069	0.8563090942771697	0.6534650219815654
RampelliS_2015__H14__bin.29	0.3952287005618756	0.766045269726156	0.842590351450053	0.7146468221529074	0.22078011042659007	0.8615831464727884	0.7560324368594032	0.7309504998424435	0.5837515812740617	0.7032707826221977	0.8199022083795727	0.7436273323316694	0.7547080484756594	0.741146006969023	0.24682793759238372	0.816662023695896	0.7747451313504042	0.8485508603196495	0.8201115226356243	0.8413512110542284	0.8133997658724903	0.8310636056549862	0.7200296236758019	0.576104380072065	0.8465688446005295	0.23818744510257922	1.0	0.7793523284117843	0.8186996028357134	0.8232771153298716	0.7381805948178357	0.8457909567107672	0.8119383717938765	0.8023198108712496	0.75017392111821	0.8393372273396387	0.2177226000027401	0.8893100545434894	0.8480698181021057	0.791171353022574	0.636378513244645	0.8469402822621772	0.3215280092920307	0.8265226280127933	0.8395366467399494	0.8377479612791461	0.7638341500395033
