	BritoIL_2016__W1.2.ST__bin.95	BritoIL_2016__M1.48.ST__bin.81	CM_madagascar__A90_04_1FE__bin.17	CM_madagascar__V07_01_2FE__bin.37	Obregon-TitoAJ_2015__SM30__bin.20	RampelliS_2015__H10__bin.43	Obregon-TitoAJ_2015__SM02__bin.41	CM_madagascar__A88_02_1FE__bin.30	CM_madagascar__A72_02_1FE__bin.1	BritoIL_2016__M1.4.ST__bin.21	BritoIL_2016__M2.40.ST__bin.49	BritoIL_2016__M1.27.ST__bin.11	CM_madagascar__A81_01_1FE__bin.13	BritoIL_2016__W3.18.ST__bin.61	BritoIL_2016__M1.3.ST__bin.79	Obregon-TitoAJ_2015__SM37__bin.34	BritoIL_2016__M2.38.ST__bin.48	CM_madagascar__A40_02_1FE__bin.15	BritoIL_2016__M1.24.ST__bin.31	LeChatelierE_2013__MH0189__bin.74	BritoIL_2016__M2.39.ST__bin.19	Obregon-TitoAJ_2015__SM18__bin.32	CM_madagascar__A08_01_1FE__bin.3	RampelliS_2015__H11__bin.10	CM_madagascar__V50_02_1FE__bin.9	BritoIL_2016__M1.29.ST__bin.89	RampelliS_2015__H14__bin.29	Obregon-TitoAJ_2015__SM01__bin.40	Obregon-TitoAJ_2015__HCO70__bin.24	CM_madagascar__A45_02_1FE__bin.2	Obregon-TitoAJ_2015__SM03__bin.7	BritoIL_2016__M2.36.ST__bin.37	CM_madagascar__A32_01_1FE__bin.17	CM_madagascar__A81_03_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.1	SchirmerM_2016__G89199__bin.16	BritoIL_2016__M1.1.ST__bin.111	RampelliS_2015__H13__bin.27	CM_madagascar__A73_01_1FE__bin.37	CM_madagascar__V18_02_1FE__bin.38	BritoIL_2016__M1.16.ST__bin.30	CM_madagascar__A56_01_1FE__bin.45	BritoIL_2016__M2.37.ST__bin.15	Obregon-TitoAJ_2015__SM40__bin.39	RampelliS_2015__H16__bin.3	CM_madagascar__A39_02_1FE__bin.22	CM_madagascar__A36_01_1FE__bin.38
BritoIL_2016__M2.40.ST__bin.49	0.9907644600242685	0.9913230315131522	0.9905751459703002	0.9907219684019428	0.992045043302767	0.9873948624192399	0.99125399598522	0.991304752665633	0.9906827704352971	0.9910940935007896	1.0	0.9923081956248319	0.9907600843004261	0.9912398403072746	0.9919249733856983	0.9905389526756134	0.997857774555421	0.9902960605335549	0.9915504766605242	0.9893633773299515	0.9977552823632782	0.9907155006573426	0.9909157607362183	0.9851508816902411	0.9903315697680083	0.9914081493812988	0.9890126941164157	0.99110230371772	0.9912189538053711	0.9905359404552517	0.9896698540285169	0.9919710618577321	0.9908973389744479	0.9903549430981781	0.9907141406435583	0.9908866916322624	0.998087735382169	0.989258713744232	0.9898614819352084	0.9912819873830137	0.9984939855880466	0.9900737200216888	0.9979323509573562	0.9891182589993649	0.9884214407535318	0.9904241384634848	0.9909316636696096
BritoIL_2016__M1.27.ST__bin.11	0.9904184605717259	0.9915078162903268	0.9903963744342634	0.9910293384075135	0.9911305019514837	0.9871439677523957	0.9905482548019643	0.9914700128925584	0.9904901982115272	0.9909946548919358	0.9923081956248319	1.0	0.9905701504912668	0.9907312724985478	0.9917222473081241	0.9892658824565747	0.9921174351406539	0.9897591370761754	0.9908456375838927	0.9888003023264044	0.992024487204837	0.9902404054458551	0.9903171279767308	0.9856450468993007	0.9901282112310705	0.991323519078069	0.9889083006561087	0.9911302263272932	0.9900940390972356	0.990672697021407	0.9897446224256293	0.9998970482167494	0.9906902809213906	0.9907528403871897	0.9898861792854422	0.9907155238142255	0.9921997607903598	0.9888376637564887	0.9898941943861144	0.9908009682727722	0.992703285820394	0.9894788901001599	0.9925419281619509	0.9885767269233031	0.9892128363072268	0.9904399532209979	0.990558590441791
CM_madagascar__A81_01_1FE__bin.13	0.9896212695708075	0.9893350830441748	0.9899846304554334	0.9903252783604702	0.9914729959209216	0.9870206793541243	0.9909160823946295	0.9908573372897936	0.9901602338748473	0.9896958944212717	0.9907600843004261	0.9905701504912668	1.0	0.9902120924927823	0.9909386941725146	0.9909525656652157	0.9912643419846197	0.9901419747621755	0.9899603458560174	0.990470149190508	0.9902255929525288	0.9899565581924268	0.9901310393207327	0.984337618832464	0.9899097524621947	0.9906257409835907	0.9881329886571781	0.9906608351639151	0.9905043689946911	0.9901772722494735	0.9889846562479874	0.9902174959300598	0.9902237517777465	0.9894084118422454	0.9896527232267617	0.9908277348124196	0.9902096229711674	0.9887414131088057	0.9897976680844933	0.9902256612708762	0.9912506830627195	0.9902541550902361	0.9911354024275006	0.9896089829299465	0.9891563281743123	0.990118905077472	0.9900966006501647
BritoIL_2016__W3.18.ST__bin.61	0.9900764286850724	0.9904785139286378	0.9903722718067755	0.9903506751085019	0.9907828382760888	0.9871832038546507	0.9903164901547261	0.9905084398222759	0.989765602016975	0.990311282608038	0.9912398403072746	0.9907312724985478	0.9902120924927823	1.0	0.991431004148306	0.9898225683483608	0.9920466802110074	0.9900878510712257	0.9901116639517145	0.9897094194409791	0.9916422261669053	0.9897856460766478	0.9904728648035197	0.9843015627707618	0.989810907922693	0.9906473705868283	0.9887159450104128	0.9903088830891371	0.990062228967445	0.990011046079946	0.9893302319433589	0.9906669530334693	0.9904512219894003	0.990140618596762	0.9895323380295726	0.9900243547261119	0.9917818038250643	0.9886584723905192	0.9898455010073741	0.9907954635873144	0.9916608253957849	0.9899323967552074	0.9914798206278027	0.9890418007370523	0.9887403935792266	0.9903894076553857	0.989945373347859
BritoIL_2016__M1.3.ST__bin.79	0.9915894355252171	0.9995031380202577	0.9909114732680336	0.9913108535093194	0.9915935575122388	0.9877461369504066	0.9919154249901015	0.9917429306656171	0.9912663629769777	0.991486177031228	0.9919249733856983	0.9917222473081241	0.9909386941725146	0.991431004148306	1.0	0.9912487168384846	0.9924448451421298	0.9921745762600287	0.9912196677949092	0.9909466088814651	0.991074411778943	0.9911733260885286	0.9921616242981355	0.9849298392768554	0.9907687747054231	0.9916260221809653	0.986454299611546	0.9914245777593444	0.9914984516432906	0.991034729997086	0.9899635270976861	0.9921563021729609	0.9916938196130302	0.9907063470211809	0.9904102857556154	0.9907096791216081	0.9913929074513916	0.9891848339607306	0.9906260642719669	0.9912717193021332	0.9923581665798805	0.9922691769997569	0.9915397504786425	0.990664948774565	0.9894591521038492	0.9910563711126502	0.9917487497362054
Obregon-TitoAJ_2015__SM37__bin.34	0.9905533023388291	0.9902929734497611	0.9901991892813796	0.9904788121084926	0.991021628946403	0.9864693311641994	0.9910226920386781	0.9912544040520891	0.9907478113556907	0.9905391652405292	0.9905389526756134	0.9892658824565747	0.9909525656652157	0.9898225683483608	0.9912487168384846	1.0	0.9910660099748125	0.9902503847705753	0.9907791764891869	0.9899606794104993	0.9898793655312834	0.9905707355156654	0.9907043936586271	0.9842762373129643	0.990483823579183	0.9912013206669259	0.989108159707658	0.9907249902028351	0.9910265619226369	0.9906374361315593	0.9898203728599426	0.9897107210193836	0.990283726085451	0.9902519164691084	0.99043019062339	0.990801468071846	0.9890133117548765	0.9889772605004393	0.9897410053284293	0.9905375883194317	0.990966149010122	0.9901055335630182	0.991184129597273	0.9909515091419293	0.9893821765983334	0.9890771653785504	0.9901926010905406
BritoIL_2016__M2.38.ST__bin.48	0.9913690047949973	0.9916413923550379	0.9907540864814561	0.9907787665079595	0.9922955571045969	0.9878288025822137	0.9915697007943992	0.9915783242592292	0.9912912851064999	0.9911498931796888	0.997857774555421	0.9921174351406539	0.9912643419846197	0.9920466802110074	0.9924448451421298	0.9910660099748125	1.0	0.9904688514369255	0.9917204837913107	0.9906926505438769	0.9997946439456538	0.9909141337414362	0.990903493111804	0.9856432361045113	0.9906735151711206	0.9920009686402712	0.9893529025830438	0.991791181313655	0.9915197283388281	0.9909524907712896	0.9901384277259291	0.9920807300331497	0.991148006356505	0.9907535058083288	0.9911552209869438	0.9912097064770078	0.9995463992582294	0.9896622437277147	0.9906953442261406	0.9913794412582068	0.998226848819133	0.9904257527166089	0.9977988246728481	0.9905679340683129	0.9894719562302021	0.9909306653696233	0.991170412321579
CM_madagascar__A40_02_1FE__bin.15	0.9899567158593036	0.9902822083177334	0.9903704911102739	0.9900871056702765	0.9900646617336345	0.9869704928960902	0.990307135030164	0.9912053618157313	0.9902441476464352	0.9902566937326966	0.9902960605335549	0.9897591370761754	0.9901419747621755	0.9900878510712257	0.9921745762600287	0.9902503847705753	0.9904688514369255	1.0	0.9906933839826423	0.9896984134546667	0.9894393541013684	0.9906603871776019	0.9904109011927276	0.9844792430155779	0.9906608628655922	0.9905887489619629	0.988284248803692	0.9903746081504702	0.9904411650304171	0.9903546457143493	0.9891508311379569	0.9900532569384615	0.9911260106487872	0.9897219504899266	0.9896641401694976	0.9900890594814584	0.9889780600000533	0.9882797821887926	0.9896289021249836	0.9905616090117065	0.9910478903206987	0.9998445477329035	0.990741523299992	0.9900389562689317	0.9883713615441493	0.9896271329622948	0.9899178651988475
BritoIL_2016__M1.24.ST__bin.31	0.990140902610685	0.9908009354539656	0.9902532886916554	0.9904948132889763	0.9915162043629322	0.986863282971272	0.9909732515956815	0.9911172920951639	0.9902737431569916	0.9903862254295365	0.9915504766605242	0.9908456375838927	0.9899603458560174	0.9901116639517145	0.9912196677949092	0.9907791764891869	0.9917204837913107	0.9906933839826423	1.0	0.9903543725108381	0.990612085970064	0.9903393086296151	0.9906388378175415	0.9842531924254959	0.9898643406849689	0.9904229869413959	0.988587162461591	0.9901407348085645	0.9898867352931771	0.9903334660335255	0.9895868140470178	0.9906425898843692	0.9902953353630805	0.9895743092941117	0.989925414386889	0.9905670609768498	0.9904863268098786	0.9887716956356366	0.9898082581563036	0.9906743230629536	0.991998547278408	0.9907285860142432	0.9911875900300057	0.9901533566357933	0.9890909644098609	0.9904983463903525	0.9905677009873061
LeChatelierE_2013__MH0189__bin.74	0.9891421401543219	0.9898715109950862	0.9904708382606988	0.9901150872653893	0.9914671732198166	0.9867570741389454	0.9910987102602923	0.9910359734293309	0.9899316673819034	0.9899164847294478	0.9893633773299515	0.9888003023264044	0.990470149190508	0.9897094194409791	0.9909466088814651	0.9899606794104993	0.9906926505438769	0.9896984134546667	0.9903543725108381	1.0	0.988730215150438	0.9897942113073566	0.9903555811691395	0.9843341574522086	0.9902281035374499	0.9895018890867243	0.9888402242153269	0.9906118330121046	0.9912069480107841	0.99006335415896	0.989073621708969	0.9889726487733291	0.9901839778346893	0.9896121035165903	0.9902715470060999	0.9910111197007676	0.9866754790647186	0.9894040614419307	0.9897167427359234	0.9902942822721097	0.9900903926245711	0.9895633455689065	0.9903134029964306	0.989396065062887	0.988808413055246	0.9883861128100445	0.990051855414235
BritoIL_2016__M2.39.ST__bin.19	0.9901631146623437	0.9910921049447821	0.9900890465228303	0.990160936406498	0.9912947243110019	0.986544156493799	0.9908387348974229	0.9906423642639365	0.989885537236519	0.9910770772453181	0.9977552823632782	0.992024487204837	0.9902255929525288	0.9916422261669053	0.991074411778943	0.9898793655312834	0.9997946439456538	0.9894393541013684	0.990612085970064	0.988730215150438	1.0	0.9898525438309524	0.990207055479457	0.9844738243468693	0.9900138687252673	0.9905518750606847	0.9887565599070325	0.9910626532805482	0.9906974543603008	0.989853574686401	0.9893076316623493	0.9914448870591773	0.9903753560287536	0.9897445335997704	0.9906551175000926	0.9903158659900682	0.9993267612406829	0.9887003928623774	0.9895547216734819	0.9907191773398177	0.9981680482779653	0.9893363030507818	0.9976410997316454	0.9884732824839806	0.9887849828561476	0.9900120800201776	0.9900547171875222
Obregon-TitoAJ_2015__SM18__bin.32	0.9898531136474156	0.9897802149394728	0.990187792922666	0.9898914688869276	0.9907509199109618	0.98653130323032	0.990842648515571	0.9905926979405754	0.9893415097094467	0.9902047719855689	0.9907155006573426	0.9902404054458551	0.9899565581924268	0.9897856460766478	0.9911733260885286	0.9905707355156654	0.9909141337414362	0.9906603871776019	0.9903393086296151	0.9897942113073566	0.9898525438309524	1.0	0.9902352424246545	0.984037033749916	0.9896835698302666	0.9899851552821565	0.9883152360849117	0.9902330229059556	0.990528054265134	0.9895670616045517	0.9914025620634832	0.9903608589068676	0.9899761535118302	0.9896097316366438	0.9900647128973351	0.9903250855417448	0.9899298879733771	0.9886629597925234	0.9893961336782728	0.9903578920549962	0.9909106889074395	0.9905737184298962	0.9905622666751673	0.9905440275239221	0.9884080539792195	0.9898273881793836	0.9897563349497029
CM_madagascar__A08_01_1FE__bin.3	0.9906836635299899	0.9899482448885252	0.9907554394609517	0.990591597760153	0.991710588678005	0.9872601165214802	0.9907453309031148	0.991294357943518	0.9904915216185801	0.9902147486103912	0.9909157607362183	0.9903171279767308	0.9901310393207327	0.9904728648035197	0.9921616242981355	0.9907043936586271	0.990903493111804	0.9904109011927276	0.9906388378175415	0.9903555811691395	0.990207055479457	0.9902352424246545	1.0	0.9850453390223364	0.9911165635784999	0.9912378150692746	0.9878511182422237	0.9907276532297427	0.9903446916750402	0.9903438883374894	0.9888881486275555	0.990611873560326	0.9907300774691163	0.9900603400584103	0.9896803405980878	0.9901524042663125	0.9904857568897536	0.9884745018772734	0.9897971336460523	0.9910298516327224	0.9907326865172299	0.9904487674283393	0.9907347130515236	0.9900470090838548	0.9893550217971476	0.9904803041081537	0.990161712094717
RampelliS_2015__H11__bin.10	0.9828126724513983	0.9834067840822563	0.9846241217420532	0.984278340475263	0.9844780518216941	0.9980216266552923	0.9849567319725927	0.985342866643866	0.9841550164473685	0.9843809777275071	0.9851508816902411	0.9856450468993007	0.984337618832464	0.9843015627707618	0.9849298392768554	0.9842762373129643	0.9856432361045113	0.9844792430155779	0.9842531924254959	0.9843341574522086	0.9844738243468693	0.984037033749916	0.9850453390223364	1.0	0.9843516020899888	0.98350709005964	0.9834645669291339	0.985234508286974	0.984081420929996	0.9839216255345836	0.9822837051081426	0.9847455432366691	0.984177390989993	0.9840722621724282	0.9838875870348643	0.9842140231953778	0.98380180854718	0.9834788616840281	0.9837797597278367	0.9846764629695873	0.9854078942371539	0.9844989695137952	0.9850115949322326	0.9845213738952454	0.9834344657711366	0.9845544577200227	0.9843443742154293
CM_madagascar__V50_02_1FE__bin.9	0.9894012540924477	0.989283706215506	0.9899997664065344	0.9903045466267889	0.9905180313679871	0.9867749786974551	0.9903823399968595	0.991081905908722	0.9897589500123277	0.9900468461981003	0.9903315697680083	0.9901282112310705	0.9899097524621947	0.989810907922693	0.9907687747054231	0.990483823579183	0.9906735151711206	0.9906608628655922	0.9898643406849689	0.9902281035374499	0.9900138687252673	0.9896835698302666	0.9911165635784999	0.9843516020899888	1.0	0.9898825796620804	0.9883300292260214	0.9898294922712317	0.9901927028708472	0.9898934015573629	0.9888238404327852	0.989987494966194	0.9900276653813928	0.9895885458763906	0.9894035818878125	0.9897434003211154	0.9897921713464881	0.9886230294372736	0.9897568743595317	0.9907677779747264	0.990932416924197	0.9907663150100435	0.9905761370758237	0.9894269622625894	0.9885660063701796	0.9896487037844858	0.9901015766243018
BritoIL_2016__M1.29.ST__bin.89	0.9984423304454029	0.9890146832368187	0.990626963517569	0.990741795710339	0.9911140468682631	0.98710884067927	0.9909685643754502	0.9916274739873743	0.9904768145753247	0.9893070317340608	0.9914081493812988	0.991323519078069	0.9906257409835907	0.9906473705868283	0.9916260221809653	0.9912013206669259	0.9920009686402712	0.9905887489619629	0.9904229869413959	0.9895018890867243	0.9905518750606847	0.9899851552821565	0.9912378150692746	0.98350709005964	0.9898825796620804	1.0	0.9871236783001489	0.9916637917144041	0.9910517939814815	0.9903605568064606	0.9883519519993684	0.990843725998096	0.9911580233640667	0.9904254515940278	0.9888497414138365	0.9906804916327214	0.9907536951423103	0.9889322334789642	0.9904348033545786	0.9908146731774561	0.9925847805800991	0.990703104841079	0.991152710304708	0.9900677996890511	0.9878779781943399	0.9898467763823435	0.9907971311830691
RampelliS_2015__H14__bin.29	0.9865991525906785	0.9892118964003943	0.9882985124728376	0.9889363683186629	0.9878285508006457	0.9857745614149674	0.9893937250855136	0.9896901798035116	0.9882623542297533	0.9898154635265685	0.9890126941164157	0.9889083006561087	0.9881329886571781	0.9887159450104128	0.986454299611546	0.989108159707658	0.9893529025830438	0.988284248803692	0.988587162461591	0.9888402242153269	0.9887565599070325	0.9883152360849117	0.9878511182422237	0.9834645669291339	0.9883300292260214	0.9871236783001489	1.0	0.9890844879948687	0.9888212587299442	0.9884588882735579	0.9883406554547002	0.987875716762235	0.9883975842662274	0.9873039392911935	0.9888859457431075	0.9891410329204486	0.9844171040178955	0.9996295412214531	0.9878404604577803	0.9890311899370112	0.9896007546732097	0.98833420970355	0.9895847486611975	0.9885306819505942	0.9873161081845564	0.9888176359186842	0.9892570635447945
