	BritoIL_2016__W1.2.ST__bin.95	BritoIL_2016__M1.48.ST__bin.81	CM_madagascar__A90_04_1FE__bin.17	CM_madagascar__V07_01_2FE__bin.37	Obregon-TitoAJ_2015__SM30__bin.20	RampelliS_2015__H10__bin.43	Obregon-TitoAJ_2015__SM02__bin.41	CM_madagascar__A88_02_1FE__bin.30	CM_madagascar__A72_02_1FE__bin.1	BritoIL_2016__M1.4.ST__bin.21	BritoIL_2016__M2.40.ST__bin.49	BritoIL_2016__M1.27.ST__bin.11	CM_madagascar__A81_01_1FE__bin.13	BritoIL_2016__W3.18.ST__bin.61	BritoIL_2016__M1.3.ST__bin.79	Obregon-TitoAJ_2015__SM37__bin.34	BritoIL_2016__M2.38.ST__bin.48	CM_madagascar__A40_02_1FE__bin.15	BritoIL_2016__M1.24.ST__bin.31	LeChatelierE_2013__MH0189__bin.74	BritoIL_2016__M2.39.ST__bin.19	Obregon-TitoAJ_2015__SM18__bin.32	CM_madagascar__A08_01_1FE__bin.3	RampelliS_2015__H11__bin.10	CM_madagascar__V50_02_1FE__bin.9	BritoIL_2016__M1.29.ST__bin.89	RampelliS_2015__H14__bin.29	Obregon-TitoAJ_2015__SM01__bin.40	Obregon-TitoAJ_2015__HCO70__bin.24	CM_madagascar__A45_02_1FE__bin.2	Obregon-TitoAJ_2015__SM03__bin.7	BritoIL_2016__M2.36.ST__bin.37	CM_madagascar__A32_01_1FE__bin.17	CM_madagascar__A81_03_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.1	SchirmerM_2016__G89199__bin.16	BritoIL_2016__M1.1.ST__bin.111	RampelliS_2015__H13__bin.27	CM_madagascar__A73_01_1FE__bin.37	CM_madagascar__V18_02_1FE__bin.38	BritoIL_2016__M1.16.ST__bin.30	CM_madagascar__A56_01_1FE__bin.45	BritoIL_2016__M2.37.ST__bin.15	Obregon-TitoAJ_2015__SM40__bin.39	RampelliS_2015__H16__bin.3	CM_madagascar__A39_02_1FE__bin.22	CM_madagascar__A36_01_1FE__bin.38
BritoIL_2016__W3.18.ST__bin.61	0.6264292866847506	0.6089393590364391	0.8953946904485428	0.7101522723319433	0.4811302659476943	0.9146184259394201	0.7788661611294198	0.8162126077165732	0.7734607049000757	0.5594651898585404	0.9099045183370865	0.6450221192133928	0.8145070071599494	1.0	0.4660069295899131	0.8953500289124681	0.8464564597035414	0.9210200694839477	0.8909087917409066	0.8901194578559642	0.8308065873415104	0.9083145676528247	0.73238619535426	0.5317393082633244	0.9277766547099116	0.5129668893475184	0.4629948615727442	0.8291423574709348	0.8772522342521073	0.9009957171937512	0.6544391216251157	0.9237162158985666	0.8655772386007305	0.8420279158106538	0.6038390116167006	0.8929608717931842	0.4905895792883302	0.8725505498070152	0.8964924239931175	0.8330838555598912	0.6311187479726014	0.9223951746736182	0.4392673627598009	0.9008852386571451	0.8855376543761253	0.9064810940665974	0.7866819299425042
BritoIL_2016__M1.3.ST__bin.79	0.8615496628168224	0.41218788535685186	0.9139620997604008	0.70639159762605	0.8141765328145054	0.9233299865230865	0.7693061342085372	0.8400456114986796	0.904499622941473	0.271332878028292	0.8942326967451475	0.48622499763524857	0.850913922181021	0.860203707062406	1.0	0.8918670775404156	0.8181605965595253	0.9227555037961853	0.9304268441372823	0.9226852121030147	0.7350280863043145	0.8879854140397677	0.7325782906275139	0.43556464622885066	0.9191992648009574	0.8698735877661213	0.2852792706325645	0.813919664404894	0.8880557057329385	0.9053292384806234	0.4389803018377373	0.9470477922767653	0.8607799253866694	0.8856657881651352	0.4079408786114527	0.9209183739882553	0.8439949632964547	0.8605638435150706	0.8841905304072318	0.8772160324070739	0.5599592481739346	0.9137295297138608	0.5810797324750225	0.9059080602009301	0.8737387630918279	0.8958763074471879	0.7072802234755163
Obregon-TitoAJ_2015__SM37__bin.34	0.5623458257732173	0.5702963565454963	0.8413005484994474	0.6773246574485391	0.44571023379006863	0.8789084235333375	0.751998581826524	0.7506988675467684	0.715005109595612	0.5135377171578135	0.8494696448309662	0.6250361842791299	0.7559436067488373	0.7943890383532504	0.42867838745333586	1.0	0.7910809401655926	0.8631733717074391	0.8390306367181797	0.8395111472606311	0.7735418882562722	0.8585701474483305	0.6883321862812571	0.49828984963190054	0.8503781100752883	0.4580837973680369	0.45246282508498614	0.7716636426202841	0.8251613172328933	0.8387136332353126	0.6437986193664101	0.8723030720140149	0.8275421802331644	0.7908673799245031	0.5829193518112995	0.8312240088427287	0.4597943648459822	0.8179678408308828	0.8491822561471564	0.7940699493211537	0.5987107134663914	0.8628463575882709	0.40893073891009196	0.8459292164591545	0.8272410269244406	0.867875033890175	0.7373446787211412
BritoIL_2016__M2.38.ST__bin.48	0.6209065893468219	0.6342073669560043	0.9143630240121002	0.7423617838553614	0.460710018708595	0.9216373546027297	0.8172806762524473	0.8305037026019145	0.7737955074259697	0.5757403513584256	0.9698102965848363	0.6823107674387383	0.8337673238016406	0.8695131032604339	0.45530365005944834	0.9159083906648264	1.0	0.9387822317605686	0.8966753368174912	0.9125303157473827	0.8912781437828451	0.9062855856891321	0.7631054336057363	0.5294894591506472	0.918114401561593	0.4985618431588067	0.4968474520284386	0.8314483079683934	0.8982269815222441	0.923471994575763	0.6840212951524746	0.9405140082657799	0.8876764736278352	0.8620774750254261	0.6376762321642957	0.903356632955137	0.5067745010638883	0.8645056323785221	0.9109260319910214	0.858624546410741	0.6915100453661698	0.9376835726558961	0.4710412777091485	0.9057379463815722	0.9031451108945452	0.9203976807909959	0.7926827854847573
CM_madagascar__A40_02_1FE__bin.15	0.6012839019509504	0.6055404296934639	0.8648159248348065	0.6964977761566683	0.45890438749460927	0.8910285395667594	0.7642232485220738	0.7752611076090871	0.7405952529844007	0.5402878928639998	0.8793473491444488	0.6316313217865537	0.7843463849840275	0.8194782156214067	0.4447807967687868	0.8656173701133694	0.8131331616388803	1.0	0.8602126339733323	0.8779506759789365	0.7901886533586037	0.8720874930616005	0.7148691105170452	0.5130550667362145	0.9066642517341293	0.4885929992332729	0.47185467237159623	0.8006086968524868	0.8603138603602907	0.8654768243860222	0.6555910219724004	0.8957719578647255	0.842097711907193	0.8278277193820506	0.601705957423847	0.8727985875154401	0.4711205719207205	0.8404563385913888	0.8833190208145713	0.8197505229681417	0.6094393187547816	0.9929049505141003	0.4256335328720143	0.8621095830016635	0.864413110741249	0.8754258723769504	0.7489886772848406
BritoIL_2016__M1.24.ST__bin.31	0.5981415826671301	0.582617836340464	0.8506504039350755	0.6774139728884254	0.44382089929535185	0.8614727041004413	0.7478105349638197	0.7622135852792787	0.7385150777851508	0.5158087654438019	0.8331523788458095	0.6120643346920719	0.7783671964693862	0.7984162795841628	0.4517201209172012	0.8474880188748802	0.782275729137043	0.8664303093500174	1.0	0.84121970486934	0.7552581076668667	0.8483685657408285	0.6833355452333555	0.4960208971887804	0.8770748148850339	0.4792075078206465	0.4591959216776735	0.7964971929935434	0.8299836740712653	0.8529988097871309	0.6329514119295141	0.8769454713980261	0.8244674060732455	0.8146082303746537	0.575436534268651	0.8701024847010248	0.44612843766128435	0.8130379920160942	0.846949157898063	0.796214912419292	0.5869948704985202	0.8636761778367618	0.4050873700508737	0.8453119305674051	0.8308465257370367	0.8376044069474726	0.7216877850454493
LeChatelierE_2013__MH0189__bin.74	0.5909766910363293	0.5808698843518406	0.8326429754065202	0.6782987667810776	0.43734271975444056	0.8598038193503185	0.7418210101802076	0.7642650106973504	0.7327555790957506	0.5138523390288557	0.8660470683420983	0.6246247586319069	0.7876386172266963	0.7896362900837854	0.4434283235812978	0.8393921068984357	0.7880514974205414	0.8753477160218368	0.8327067841637508	1.0	0.7779050709194717	0.847603835198245	0.7070181291939661	0.4949232418185079	0.8555348883763799	0.4801713244279107	0.46620179415211505	0.7848214397424295	0.8453847084190025	0.8557042109609265	0.618378590285221	0.889215902977325	0.8116240371341944	0.8033163871731887	0.5840924351173372	0.8545268768324166	0.4764095271062103	0.8103724679809324	0.8471396577681949	0.8017265899015343	0.6023275599614645	0.8741691307412243	0.41220290350697936	0.8837800641423977	0.8313000721497712	0.8564453100563435	0.7336430629871673
BritoIL_2016__M2.39.ST__bin.19	0.576601673933886	0.6620156463113857	0.8675420309110055	0.696087951021062	0.39377963718083714	0.872144524615497	0.7689302229163575	0.7860737934884773	0.7336829136720305	0.5942667882188599	0.9549766907179824	0.7243455380215732	0.7806091272505412	0.8325934196919265	0.39905066794814714	0.8737284721878688	0.8695104226294378	0.8900112836241398	0.8445634839308471	0.878781368592892	1.0	0.8554475876836534	0.7233245938248659	0.5326049624389589	0.8710128642737845	0.441556244979494	0.5092038095776532	0.7693759142915698	0.8364618889116603	0.8935169807942823	0.7194966420028787	0.9117436850573251	0.8336784379129771	0.824249191418792	0.6615096499720854	0.8503522893507558	0.4800628490797604	0.8196740234011528	0.8759809568230591	0.8041539755340876	0.6828001290903137	0.8909535486880137	0.4963178636966472	0.8722316841339053	0.854800722717304	0.8872721190834588	0.7924939165011814
Obregon-TitoAJ_2015__SM18__bin.32	0.5670345765548988	0.570727056927699	0.83007494040168	0.6758508296321347	0.44631325744811734	0.853197344950089	0.7253724818974792	0.7487300762785507	0.7193122887093066	0.5135382161175592	0.8189046398493487	0.5933588068252089	0.7573866841193743	0.783459910068274	0.4149324457755648	0.8346720906308075	0.7609814390617061	0.8454194549840578	0.8165239510432089	0.8241278816330122	0.7362763691393633	1.0	0.6856914966305001	0.48887166866780773	0.8475596824612859	0.45563245181751055	0.44798472725886657	0.7714352216238398	0.8158844779981939	0.8309431152839735	0.6613501599493612	0.8424544410936652	0.8089082609617724	0.7811619432032774	0.5709075042993107	0.8287355748546384	0.4357362029736916	0.7981917145865951	0.8453115920608022	0.7830657643487087	0.5697948130909904	0.842722476402958	0.4006990004026612	0.8297416196388376	0.8166001849889684	0.8409666626522195	0.7240963743054297
CM_madagascar__A08_01_1FE__bin.3	0.585560084365255	0.6001314648758459	0.871834685506515	0.7725383331392415	0.4346342662681314	0.8898039672372967	0.7652937903549293	0.7992293259837222	0.7308220436577255	0.5422134233919491	0.8648867150602332	0.6414890726291681	0.8108530983528072	0.8063175601361231	0.43692920823466996	0.8541293686839279	0.8178600727197444	0.8845536534554818	0.8394674119793486	0.8774405755470155	0.794632195955126	0.8752139539096567	1.0	0.541505376344086	0.8783773921819805	0.4672991472898309	0.49564276749091	0.7741055600843653	0.8772014543948863	0.8771284758614443	0.6525709405690773	0.8823741314389969	0.855714193289598	0.8448165832071737	0.608575754046815	0.863489253781556	0.4488029708991628	0.8301551440808457	0.87786033150887	0.8191679929609358	0.618816557328261	0.8804197559618545	0.43410426613873687	0.8611058059340346	0.8572027483405147	0.872353816492631	0.7742929234113582
RampelliS_2015__H11__bin.10	0.42195053799685983	0.5249644070502869	0.6696857841093558	0.5692654324820594	0.29345610868157507	0.8513506471042197	0.5913990357747954	0.5851918914603532	0.5393274373963258	0.4666257883672039	0.6540154613112399	0.5268721226260279	0.6073837075213114	0.6270723745487125	0.2782675658414129	0.6623088403573044	0.6078616066280503	0.6800088483407698	0.6527137129323268	0.6579273593357757	0.626745274232035	0.6683951238767708	0.5800370122324431	1.0	0.6690060807394463	0.3106687926339226	0.42668295884967133	0.5956535575208679	0.6647909219128383	0.664769854434815	0.5625970212803705	0.6764700664401728	0.6686479336130503	0.6366669475663737	0.527829584061455	0.6592069314220326	0.28729719780366	0.6507461213664144	0.6821638295796262	0.6292445424143773	0.48175944488304223	0.6781560190893527	0.32609573062013786	0.6549607257857061	0.6774829686072401	0.6757465648922676	0.6041753523812903
CM_madagascar__V50_02_1FE__bin.9	0.5873144349354273	0.5935759473435601	0.8477059754168188	0.6750511032316219	0.44612801488439635	0.8632260938979338	0.7461389471599804	0.7660427018809702	0.7328659269847753	0.5270532566836427	0.8468016905835979	0.6153109613595625	0.7619717699766709	0.8141381138318039	0.4369737811028397	0.8410587393229827	0.784295889258111	0.8941961992809451	0.8588061542523457	0.8462790040490673	0.7626866995460012	0.8622723044205585	0.700115717105711	0.49781251353642614	1.0	0.478658754174376	0.4642574406511511	0.7871510696097178	0.8315303329393589	0.8575202711204345	0.6468157168994416	0.8758794809438061	0.8188031014659563	0.812044892461474	0.5860029744040363	0.8599818895510135	0.44600837866102316	0.8167032794764059	0.8502389630427204	0.7959678467336218	0.5899010525924964	0.8981087163239502	0.4127198057767794	0.8523870520603214	0.844741472309371	0.8596469081255685	0.7320185724923319
BritoIL_2016__M1.29.ST__bin.89	0.9587332031794942	0.3514839748403125	0.8674809286001246	0.6757660005747911	0.8009317103998305	0.879992163326043	0.7343466630481765	0.7861296969539885	0.8957493667006916	0.271907429670044	0.8672987335538478	0.4339443855338658	0.7876733997519403	0.8317981431351728	0.7641450821440469	0.8372075826681435	0.7870025560669045	0.8904458899770618	0.8670738484548869	0.8776998599613808	0.7144660579776655	0.8565698085274905	0.6882680874322772	0.4271764875386974	0.8845043494302783	1.0	0.24166838824468415	0.7711736943895361	0.8430675547214055	0.9009209616544225	0.48279781457423154	0.8952607180619326	0.8409536347911732	0.8077415361253136	0.39400555428078315	0.8646107848794883	0.8233073965852532	0.8699943054519009	0.8627255616600636	0.8228804960584122	0.5334556606628698	0.8951669524105015	0.5562780677567368	0.8560986933032266	0.8616201942244933	0.8650925726169231	0.6595346326864011
RampelliS_2015__H14__bin.29	0.4005970403725337	0.774399572542232	0.8525666494648405	0.7226418655913242	0.22350043461250985	0.8740164132822454	0.764137084853716	0.7385649719062212	0.5906848305772354	0.7105069667395841	0.8290108036601832	0.7519679345782584	0.7637717363340625	0.7496045863417501	0.2502173062549189	0.8256549252786163	0.7830826890259961	0.8586101228941083	0.829579377293894	0.8508464668514721	0.8226491725617172	0.8408891974054166	0.7288847584209028	0.5857906826993775	0.8565649323267982	0.24129442980513224	1.0	0.7879532414786263	0.8279550986669346	0.8328895871105042	0.7468888290123259	0.8561714215254214	0.8214694013003363	0.8126371008377137	0.7586050993519631	0.8485516214623988	0.22116905437147116	0.8896396293539268	0.8585088909084543	0.7999458066362514	0.643065913439802	0.8569371311311952	0.3249120499553209	0.8361122655109475	0.8503220394972195	0.84722190507941	0.7721290837211355
