	BritoIL_2016__W1.2.ST__bin.95	BritoIL_2016__M1.48.ST__bin.81	CM_madagascar__A90_04_1FE__bin.17	CM_madagascar__V07_01_2FE__bin.37	Obregon-TitoAJ_2015__SM30__bin.20	RampelliS_2015__H10__bin.43	Obregon-TitoAJ_2015__SM02__bin.41	CM_madagascar__A88_02_1FE__bin.30	CM_madagascar__A72_02_1FE__bin.1	BritoIL_2016__M1.4.ST__bin.21	BritoIL_2016__M2.40.ST__bin.49	BritoIL_2016__M1.27.ST__bin.11	CM_madagascar__A81_01_1FE__bin.13	BritoIL_2016__W3.18.ST__bin.61	BritoIL_2016__M1.3.ST__bin.79	Obregon-TitoAJ_2015__SM37__bin.34	BritoIL_2016__M2.38.ST__bin.48	CM_madagascar__A40_02_1FE__bin.15	BritoIL_2016__M1.24.ST__bin.31	LeChatelierE_2013__MH0189__bin.74	BritoIL_2016__M2.39.ST__bin.19	Obregon-TitoAJ_2015__SM18__bin.32	CM_madagascar__A08_01_1FE__bin.3	RampelliS_2015__H11__bin.10	CM_madagascar__V50_02_1FE__bin.9	BritoIL_2016__M1.29.ST__bin.89	RampelliS_2015__H14__bin.29	Obregon-TitoAJ_2015__SM01__bin.40	Obregon-TitoAJ_2015__HCO70__bin.24	CM_madagascar__A45_02_1FE__bin.2	Obregon-TitoAJ_2015__SM03__bin.7	BritoIL_2016__M2.36.ST__bin.37	CM_madagascar__A32_01_1FE__bin.17	CM_madagascar__A81_03_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.1	SchirmerM_2016__G89199__bin.16	BritoIL_2016__M1.1.ST__bin.111	RampelliS_2015__H13__bin.27	CM_madagascar__A73_01_1FE__bin.37	CM_madagascar__V18_02_1FE__bin.38	BritoIL_2016__M1.16.ST__bin.30	CM_madagascar__A56_01_1FE__bin.45	BritoIL_2016__M2.37.ST__bin.15	Obregon-TitoAJ_2015__SM40__bin.39	RampelliS_2015__H16__bin.3	CM_madagascar__A39_02_1FE__bin.22	CM_madagascar__A36_01_1FE__bin.38
BritoIL_2016__M2.40.ST__bin.49	13152.0	11994.0	19065.0	15056.0	8309.0	26048.0	15589.0	16062.0	16251.0	11104.0	0.0	11638.0	17068.0	16955.0	8321.0	19268.0	4302.0	20400.0	16709.0	22088.0	4550.0	18750.0	15180.0	17517.0	19846.0	9775.0	11967.0	16411.0	17490.0	19570.0	15494.0	17020.0	17808.0	18503.0	12939.0	18242.0	2357.0	20857.0	20756.0	16582.0	2342.0	20888.0	2201.0	22343.0	23646.0	19907.0	15865.0
BritoIL_2016__M1.27.ST__bin.11	7807.0	11465.0	14253.0	10862.0	4570.0	18951.0	12701.0	11102.0	10927.0	11470.0	11638.0	0.0	12351.0	12717.0	4638.0	16085.0	11137.0	15464.0	13299.0	16774.0	12262.0	14281.0	12001.0	13642.0	14724.0	4939.0	10958.0	11951.0	14522.0	13572.0	14005.0	172.0	13195.0	13339.0	13198.0	13541.0	4513.0	15377.0	14943.0	12533.0	8252.0	15934.0	6151.0	17285.0	15500.0	14510.0	13467.0
CM_madagascar__A81_01_1FE__bin.13	13303.0	13247.0	18904.0	14588.0	8230.0	24696.0	14989.0	15692.0	15954.0	11418.0	17068.0	12351.0	0.0	16958.0	8885.0	16397.0	15082.0	18485.0	18548.0	17998.0	16195.0	18759.0	15461.0	17159.0	18637.0	9686.0	11908.0	16062.0	17584.0	18409.0	14880.0	18700.0	18010.0	18794.0	12922.0	16980.0	9907.0	20044.0	18980.0	17965.0	11448.0	18237.0	7730.0	19724.0	19619.0	18337.0	16076.0
BritoIL_2016__W3.18.ST__bin.61	13223.0	12333.0	18337.0	14576.0	9433.0	24935.0	16043.0	16479.0	16838.0	11530.0	16955.0	12717.0	16958.0	0.0	8494.0	19383.0	14320.0	19419.0	18739.0	19484.0	14770.0	19735.0	14842.0	17756.0	20108.0	10205.0	11113.0	17092.0	18544.0	19144.0	14853.0	18338.0	17581.0	17659.0	13445.0	18948.0	8576.0	21050.0	19364.0	16311.0	11195.0	19753.0	7961.0	20999.0	21209.0	18531.0	16825.0
BritoIL_2016__M1.3.ST__bin.79	8350.0	236.0	9572.0	7073.0	7887.0	13038.0	7167.0	7993.0	9103.0	2662.0	8321.0	4638.0	8885.0	8494.0	0.0	8994.0	7123.0	8321.0	9414.0	9626.0	7560.0	9032.0	6617.0	7564.0	9778.0	8394.0	4453.0	8043.0	8700.0	9353.0	5077.0	8560.0	8239.0	9485.0	4508.0	9859.0	8371.0	10725.0	9551.0	8823.0	4931.0	8140.0	5665.0	9745.0	10613.0	9233.0	6725.0
Obregon-TitoAJ_2015__SM37__bin.34	12736.0	13272.0	19768.0	15461.0	9594.0	28511.0	16185.0	15740.0	15860.0	11648.0	19268.0	16085.0	16397.0	19383.0	8994.0	0.0	16944.0	20176.0	18548.0	20206.0	18769.0	19409.0	15340.0	18784.0	19401.0	9663.0	11815.0	17159.0	17752.0	18826.0	15712.0	21518.0	19277.0	18483.0	13374.0	18331.0	12111.0	21616.0	20886.0	18014.0	12967.0	20468.0	8643.0	18351.0	21058.0	22727.0	17337.0
BritoIL_2016__M2.38.ST__bin.48	11097.0	10977.0	17506.0	14175.0	7350.0	23228.0	14267.0	14483.0	13954.0	10551.0	4302.0	11137.0	15082.0	14320.0	7123.0	16944.0	0.0	18528.0	15373.0	17587.0	379.0	17051.0	14374.0	15741.0	17731.0	8258.0	10954.0	14133.0	15773.0	17301.0	13968.0	15423.0	16271.0	16506.0	11679.0	16443.0	476.0	18506.0	17551.0	15327.0	2539.0	18590.0	2147.0	17690.0	19689.0	17285.0	14493.0
CM_madagascar__A40_02_1FE__bin.15	14437.0	14068.0	19909.0	16506.0	10900.0	27755.0	17709.0	16300.0	17273.0	12585.0	20400.0	15464.0	18485.0	19419.0	8321.0	20176.0	18528.0	0.0	19139.0	21622.0	19950.0	19472.0	16388.0	19037.0	20243.0	10993.0	13216.0	18423.0	19660.0	19957.0	17004.0	21301.0	17865.0	20341.0	14868.0	20680.0	12414.0	23549.0	21901.0	18497.0	13043.0	369.0	9421.0	20530.0	24031.0	21709.0	18053.0
BritoIL_2016__M1.24.ST__bin.31	13997.0	12721.0	19679.0	15283.0	8937.0	26861.0	16022.0	16070.0	17049.0	11770.0	16709.0	13299.0	18548.0	18739.0	9414.0	18548.0	15373.0	19139.0	0.0	19259.0	16829.0	19453.0	15183.0	18539.0	21100.0	10893.0	12439.0	18639.0	19923.0	19571.0	15644.0	19477.0	18991.0	20158.0	13760.0	19481.0	10074.0	21668.0	20488.0	17624.0	11148.0	19006.0	8473.0	19756.0	21513.0	18890.0	16157.0
LeChatelierE_2013__MH0189__bin.74	15386.0	14107.0	19025.0	16077.0	8948.0	27302.0	15833.0	16427.0	17690.0	12424.0	22088.0	16774.0	17998.0	19484.0	9626.0	20206.0	17587.0	21622.0	19259.0	0.0	21021.0	20742.0	16350.0	18591.0	20046.0	12087.0	12475.0	17667.0	17824.0	20388.0	16201.0	23512.0	19103.0	20009.0	13625.0	18418.0	15221.0	20589.0	20888.0	18658.0	14312.0	21876.0	9574.0	22471.0	22308.0	23850.0	17500.0
BritoIL_2016__M2.39.ST__bin.19	12039.0	12517.0	18250.0	14537.0	7276.0	24909.0	14952.0	15613.0	15751.0	11255.0	4550.0	12262.0	16195.0	14770.0	7560.0	18769.0	379.0	19950.0	16829.0	21021.0	0.0	18425.0	15035.0	17552.0	18462.0	8855.0	12152.0	14595.0	16516.0	19243.0	16329.0	16556.0	17031.0	17942.0	13121.0	17479.0	686.0	19659.0	19421.0	15841.0	2655.0	20166.0	2485.0	21340.0	20348.0	18810.0	16729.0
Obregon-TitoAJ_2015__SM18__bin.32	14189.0	14384.0	20086.0	16848.0	10180.0	28339.0	16381.0	17370.0	18907.0	12405.0	18750.0	14281.0	18759.0	19735.0	9032.0	19409.0	17051.0	19472.0	19453.0	20742.0	18425.0	0.0	16512.0	19245.0	21563.0	11253.0	12909.0	18581.0	19058.0	21379.0	14022.0	20026.0	19996.0	20016.0	13988.0	19773.0	10821.0	22316.0	22105.0	18620.0	12772.0	19590.0	9326.0	19349.0	23344.0	21097.0	18292.0
CM_madagascar__A08_01_1FE__bin.3	10540.0	11655.0	15572.0	14043.0	6961.0	21902.0	13684.0	13443.0	13426.0	10251.0	15180.0	12001.0	15461.0	14842.0	6617.0	15340.0	14374.0	16388.0	15183.0	16350.0	15035.0	16512.0	0.0	15646.0	15076.0	7911.0	11634.0	13868.0	16364.0	16364.0	14010.0	16005.0	15326.0	16224.0	12134.0	16429.0	8250.0	18486.0	17305.0	14197.0	11080.0	16247.0	7771.0	16559.0	17630.0	16045.0	14718.0
RampelliS_2015__H11__bin.10	13081.0	15712.0	18573.0	16143.0	8216.0	3038.0	16047.0	15471.0	15414.0	13146.0	17517.0	13642.0	17159.0	17756.0	7564.0	18784.0	15741.0	19037.0	18539.0	18591.0	17552.0	19245.0	15646.0	0.0	18883.0	9242.0	12726.0	15864.0	19088.0	19279.0	17978.0	18613.0	19083.0	18291.0	15340.0	18770.0	8394.0	19392.0	19958.0	17392.0	12680.0	18961.0	8816.0	18286.0	20243.0	18826.0	17061.0
CM_madagascar__V50_02_1FE__bin.9	15089.0	15419.0	20549.0	15865.0	10254.0	27673.0	17395.0	16560.0	18193.0	12716.0	19846.0	14724.0	18637.0	20108.0	9778.0	19401.0	17731.0	20243.0	21100.0	20046.0	18462.0	21563.0	15076.0	18883.0	0.0	11739.0	13133.0	19406.0	19768.0	21008.0	17523.0	21258.0	19793.0	20494.0	15052.0	21381.0	11036.0	22523.0	21111.0	17813.0	12966.0	20102.0	9428.0	21846.0	23413.0	21570.0	17564.0
BritoIL_2016__M1.29.ST__bin.89	1959.0	5065.0	10666.0	8207.0	9336.0	14881.0	8700.0	8634.0	11190.0	3814.0	9775.0	4939.0	9686.0	10205.0	8394.0	9663.0	8258.0	10993.0	10893.0	12087.0	8855.0	11253.0	7911.0	9242.0	11739.0	0.0	4082.0	8433.0	9896.0	11392.0	7377.0	10753.0	9754.0	10145.0	5763.0	10570.0	9986.0	12631.0	10825.0	9915.0	5189.0	10917.0	6456.0	11154.0	13701.0	11522.0	7962.0
RampelliS_2015__H14__bin.29	7053.0	10976.0	13107.0	10504.0	3574.0	16335.0	10648.0	10004.0	9109.0	9507.0	11967.0	10958.0	11908.0	11113.0	4453.0	11815.0	10954.0	13216.0	12439.0	12475.0	12152.0	12909.0	11634.0	12726.0	13133.0	4082.0	0.0	11300.0	12160.0	12629.0	11441.0	13638.0	12522.0	13555.0	11077.0	12106.0	4528.0	433.0	13715.0	11528.0	8786.0	13134.0	4446.0	12599.0	14170.0	12447.0	10898.0
Obregon-TitoAJ_2015__SM01__bin.40	11462.0	13916.0	18143.0	13260.0	8733.0	23885.0	14472.0	14553.0	15338.0	12355.0	16411.0	11951.0	16062.0	17092.0	8043.0	17159.0	14133.0	18423.0	18639.0	17667.0	14595.0	18581.0	13868.0	15864.0	19406.0	8433.0	11300.0	0.0	16376.0	17234.0	14488.0	18143.0	16380.0	18376.0	13531.0	17416.0	8528.0	19035.0	18944.0	16399.0	10309.0	18659.0	6670.0	18632.0	20054.0	17570.0	15924.0
Obregon-TitoAJ_2015__HCO70__bin.24	13074.0	14692.0	20099.0	15234.0	8334.0	27697.0	15832.0	16421.0	16581.0	12439.0	17490.0	14522.0	17584.0	18544.0	8700.0	17752.0	15773.0	19660.0	19923.0	17824.0	16516.0	19058.0	16364.0	19088.0	19768.0	9896.0	12160.0	16376.0	0.0	19004.0	15857.0	19801.0	18861.0	18958.0	13929.0	17926.0	9665.0	21333.0	19819.0	17991.0	11696.0	19891.0	8596.0	18638.0	21514.0	19842.0	17027.0
CM_madagascar__A45_02_1FE__bin.2	15069.0	13985.0	20383.0	15481.0	9748.0	28146.0	16741.0	1450.0	868.0	12380.0	19570.0	13572.0	18409.0	19144.0	9353.0	18826.0	17301.0	19957.0	19571.0	20388.0	19243.0	21379.0	16364.0	19279.0	21008.0	11392.0	12629.0	17234.0	19004.0	0.0	17891.0	20169.0	18410.0	19808.0	14373.0	20044.0	12014.0	22150.0	21012.0	17932.0	12239.0	20006.0	9776.0	20900.0	24354.0	21305.0	17959.0
Obregon-TitoAJ_2015__SM03__bin.7	10740.0	14348.0	16776.0	14258.0	5992.0	23971.0	13162.0	14112.0	14691.0	12462.0	15494.0	14005.0	14880.0	14853.0	5077.0	15712.0	13968.0	17004.0	15644.0	16201.0	16329.0	14022.0	14010.0	17978.0	17523.0	7377.0	11441.0	14488.0	15857.0	17891.0	0.0	17529.0	16521.0	17162.0	13449.0	16022.0	6870.0	17456.0	17548.0	14671.0	10715.0	16866.0	7678.0	16314.0	18380.0	17238.0	16012.0
BritoIL_2016__M2.36.ST__bin.37	14389.0	13424.0	20440.0	14723.0	8989.0	28179.0	16551.0	15906.0	17227.0	12244.0	17020.0	172.0	18700.0	18338.0	8560.0	21518.0	15423.0	21301.0	19477.0	23512.0	16556.0	20026.0	16005.0	18613.0	21258.0	10753.0	13638.0	18143.0	19801.0	20169.0	17529.0	0.0	18804.0	18720.0	14658.0	20368.0	9809.0	23374.0	21174.0	17885.0	10972.0	22205.0	7924.0	23909.0	22004.0	20610.0	17630.0
CM_madagascar__A32_01_1FE__bin.17	12870.0	13644.0	19285.0	2070.0	10129.0	27024.0	17508.0	15365.0	15475.0	11786.0	17808.0	13195.0	18010.0	17581.0	8239.0	19277.0	16271.0	17865.0	18991.0	19103.0	17031.0	19996.0	15326.0	19083.0	19793.0	9754.0	12522.0	16380.0	18861.0	18410.0	16521.0	18804.0	0.0	17309.0	15686.0	19045.0	9639.0	21014.0	20056.0	19169.0	12114.0	17672.0	8715.0	19049.0	22375.0	20735.0	17259.0
CM_madagascar__A81_03_1FE__bin.15	13497.0	14742.0	20079.0	14246.0	9519.0	27043.0	16841.0	15935.0	16741.0	12163.0	18503.0	13339.0	18794.0	17659.0	9485.0	18483.0	16506.0	20341.0	20158.0	20009.0	17942.0	20016.0	16224.0	18291.0	20494.0	10145.0	13555.0	18376.0	18958.0	19808.0	17162.0	18720.0	17309.0	0.0	15076.0	20895.0	9885.0	22140.0	20694.0	17346.0	12163.0	20132.0	8426.0	20053.0	21654.0	19669.0	16128.0
Obregon-TitoAJ_2015__SM23__bin.1	8551.0	14967.0	15717.0	12239.0	112.0	20236.0	305.0	11553.0	11188.0	13040.0	12939.0	13198.0	12922.0	13445.0	4508.0	13374.0	11679.0	14868.0	13760.0	13625.0	13121.0	13988.0	12134.0	15340.0	15052.0	5763.0	11077.0	13531.0	13929.0	14373.0	13449.0	14658.0	15686.0	15076.0	0.0	13908.0	4127.0	15717.0	15263.0	14671.0	9344.0	14770.0	6541.0	13832.0	16447.0	14941.0	13771.0
SchirmerM_2016__G89199__bin.16	14436.0	14791.0	20511.0	15466.0	9662.0	27743.0	16176.0	16605.0	17071.0	11680.0	18242.0	13541.0	16980.0	18948.0	9859.0	18331.0	16443.0	20680.0	19481.0	18418.0	17479.0	19773.0	16429.0	18770.0	21381.0	10570.0	12106.0	17416.0	17926.0	20044.0	16022.0	20368.0	19045.0	20895.0	13908.0	0.0	9875.0	20490.0	20114.0	17931.0	12274.0	20567.0	8559.0	19265.0	21722.0	20185.0	16299.0
BritoIL_2016__M1.1.ST__bin.111	10368.0	4634.0	9972.0	8379.0	7456.0	14435.0	7636.0	9868.0	11679.0	2940.0	2357.0	4513.0	9907.0	8576.0	8371.0	12111.0	476.0	12414.0	10074.0	15221.0	686.0	10821.0	8250.0	8394.0	11036.0	9986.0	4528.0	8528.0	9665.0	12014.0	6870.0	9809.0	9639.0	9885.0	4127.0	9875.0	0.0	12417.0	11792.0	9500.0	1489.0	12681.0	1841.0	13438.0	12837.0	11195.0	8211.0
RampelliS_2015__H13__bin.27	16195.0	15629.0	22339.0	17199.0	11461.0	28250.0	19186.0	17964.0	18539.0	13214.0	20857.0	15377.0	20044.0	21050.0	10725.0	21616.0	18506.0	23549.0	21668.0	20589.0	19659.0	22316.0	18486.0	19392.0	22523.0	12631.0	433.0	19035.0	21333.0	22150.0	17456.0	23374.0	21014.0	22140.0	15717.0	20490.0	12417.0	0.0	23168.0	19805.0	13445.0	23833.0	10449.0	21518.0	24020.0	22094.0	18946.0
CM_madagascar__A73_01_1FE__bin.37	14158.0	14982.0	20300.0	16712.0	9440.0	29268.0	17741.0	17040.0	17892.0	13129.0	20756.0	14943.0	18980.0	19364.0	9551.0	20886.0	17551.0	21901.0	20488.0	20888.0	19421.0	22105.0	17305.0	19958.0	21111.0	10825.0	13715.0	18944.0	19819.0	21012.0	17548.0	21174.0	20056.0	20694.0	15263.0	20114.0	11792.0	23168.0	0.0	18972.0	13352.0	21957.0	9105.0	21353.0	24994.0	21584.0	17569.0
CM_madagascar__V18_02_1FE__bin.38	12424.0	12773.0	18968.0	15677.0	9231.0	24928.0	16934.0	15522.0	14932.0	11563.0	16582.0	12533.0	17965.0	16311.0	8823.0	18014.0	15327.0	18497.0	17624.0	18658.0	15841.0	18620.0	14197.0	17392.0	17813.0	9915.0	11528.0	16399.0	17991.0	17932.0	14671.0	17885.0	19169.0	17346.0	14671.0	17931.0	9500.0	19805.0	18972.0	0.0	11109.0	18455.0	8022.0	18231.0	21499.0	19894.0	17661.0
BritoIL_2016__M1.16.ST__bin.30	7243.0	9089.0	13267.0	10407.0	5038.0	17063.0	10994.0	10187.0	9224.0	8396.0	2342.0	8252.0	11448.0	11195.0	4931.0	12967.0	2539.0	13043.0	11148.0	14312.0	2655.0	12772.0	11080.0	12680.0	12966.0	5189.0	8786.0	10309.0	11696.0	12239.0	10715.0	10972.0	12114.0	12163.0	9344.0	12274.0	1489.0	13445.0	13352.0	11109.0	0.0	13397.0	1209.0	14219.0	14964.0	13427.0	10757.0
CM_madagascar__A56_01_1FE__bin.45	14447.0	13783.0	19630.0	16430.0	10767.0	27958.0	17767.0	16315.0	16951.0	12653.0	20888.0	15934.0	18237.0	19753.0	8140.0	20468.0	18590.0	369.0	19006.0	21876.0	20166.0	19590.0	16247.0	18961.0	20102.0	10917.0	13134.0	18659.0	19891.0	20006.0	16866.0	22205.0	17672.0	20132.0	14770.0	20567.0	12681.0	23833.0	21957.0	18455.0	13397.0	0.0	9358.0	20609.0	24271.0	22136.0	18111.0
BritoIL_2016__M2.37.ST__bin.15	7612.0	6408.0	9571.0	7337.0	5460.0	12145.0	7516.0	7503.0	9058.0	4961.0	2201.0	6151.0	7730.0	7961.0	5665.0	8643.0	2147.0	9421.0	8473.0	9574.0	2485.0	9326.0	7771.0	8816.0	9428.0	6456.0	4446.0	6670.0	8596.0	9776.0	7678.0	7924.0	8715.0	8426.0	6541.0	8559.0	1841.0	10449.0	9105.0	8022.0	1209.0	9358.0	0.0	8899.0	10751.0	9904.0	8421.0
Obregon-TitoAJ_2015__SM40__bin.39	13832.0	15405.0	19768.0	15982.0	9309.0	26984.0	15456.0	17109.0	19293.0	12931.0	22343.0	17285.0	19724.0	20999.0	9745.0	18351.0	17690.0	20530.0	19756.0	22471.0	21340.0	19349.0	16559.0	18286.0	21846.0	11154.0	12599.0	18632.0	18638.0	20900.0	16314.0	23909.0	19049.0	20053.0	13832.0	19265.0	13438.0	21518.0	21353.0	18231.0	14219.0	20609.0	8899.0	0.0	22237.0	23084.0	17919.0
RampelliS_2015__H16__bin.3	17442.0	16069.0	22026.0	18078.0	10223.0	29615.0	18861.0	20146.0	20916.0	13964.0	23646.0	15500.0	19619.0	21209.0	10613.0	21058.0	19689.0	24031.0	21513.0	22308.0	20348.0	23344.0	17630.0	20243.0	23413.0	13701.0	14170.0	20054.0	21514.0	24354.0	18380.0	22004.0	22375.0	21654.0	16447.0	21722.0	12837.0	24020.0	24994.0	21499.0	14964.0	24271.0	10751.0	22237.0	0.0	24169.0	19462.0
CM_madagascar__A39_02_1FE__bin.22	14760.0	14062.0	20056.0	16663.0	9859.0	28023.0	17086.0	17432.0	17812.0	12213.0	19907.0	14510.0	18337.0	18531.0	9233.0	22727.0	17285.0	21709.0	18890.0	23850.0	18810.0	21097.0	16045.0	18826.0	21570.0	11522.0	12447.0	17570.0	19842.0	21305.0	17238.0	20610.0	20735.0	19669.0	14941.0	20185.0	11195.0	22094.0	21584.0	19894.0	13427.0	22136.0	9904.0	23084.0	24169.0	0.0	17823.0
