Ref_file	Query_file	ANI	Align_fraction_query	Align_fraction_reference	ANI_95_percentile	ANI_5_percentile	Ref_name	Query_name
references/D2/Bacillus_anthracis_NZ_CP010792.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9861	0.9862	0.9997	0.9999	NZ_CP010792.1 Bacillus anthracis strain Ames A0462, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_900014365.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9745	0.9857	0.9998	0.9999	FBXT01000001.1 Bacillus anthracis isolate ANSES_88 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_900014345.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9745	0.9857	0.9998	0.9999	FBXL01000001.1 Bacillus anthracis isolate ANSES_122 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_900011745.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9665	0.9779	0.9997	0.9999	FBXU01000001.1 Bacillus anthracis isolate ANSES_94 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_900014335.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9722	0.9835	0.9998	0.9999	FBXM01000001.1 Bacillus anthracis isolate ANSES_118 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_str__A0389_GCA_000219895.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9705	0.9856	0.9997	0.9999	ABLB01000067.1 Bacillus anthracis str. A0389 plasmid pXO1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001276995.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9777	0.9860	0.9997	0.9999	LHUO01000001.1 Bacillus anthracis strain A0389 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000782895.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9752	0.9858	0.9996	1.0000	JTAR01000001.1 Bacillus anthracis strain 2000031027 NODE_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_NZ_CP009544.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9808	0.9831	0.9997	0.9999	NZ_CP009544.1 Bacillus anthracis strain BA1015, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_NZ_CP007704.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9845	0.9838	0.9998	0.9999	NZ_CP007704.1 Bacillus anthracis strain BFV genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000783195.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9725	0.9853	0.9996	1.0000	JTAE01000001.1 Bacillus anthracis strain 2000032979 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_900012555.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9361	0.9824	0.9997	0.9999	FBXS01000002.1 Bacillus anthracis isolate ANSES_86 genome assembly, contig: Contig_2, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_900014375.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9676	0.9815	0.9997	0.9999	FBXP01000001.1 Bacillus anthracis isolate ANSES_90 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_CZC5_GCA_000534935.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9778	0.9869	0.9997	0.9998	BAVT01000025.1 Bacillus anthracis CZC5 DNA, cotig: contig00025, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001273045.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9776	0.9858	0.9997	0.9999	LFYI01000001.1 Bacillus anthracis strain K0021 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_str__Turkey32_NZ_CP009315.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9844	0.9843	0.9997	0.9999	NZ_CP009315.1 Bacillus anthracis str. Turkey32, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001273085.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9756	0.9853	0.9997	0.9999	LGIE01000001.1 Bacillus anthracis strain K3974 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001273125.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9782	0.9865	0.9997	0.9999	LGIG01000001.1 Bacillus anthracis strain K8215 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000783015.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9587	0.9858	0.9997	0.9999	JSZT01000001.1 Bacillus anthracis strain 2000031075 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_NZ_CP008752.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9365	0.9857	0.9997	0.9999	NZ_CP008752.1 Bacillus anthracis strain delta Sterne genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000697515.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9743	0.9858	0.9997	0.9999	JHCB02000001.1 Bacillus anthracis strain ANSES_08-8_20 scaffold_25, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001273145.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9706	0.9783	0.9997	0.9999	LGID01000100.1 Bacillus anthracis strain PAK-1 contig_100, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000783095.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9749	0.9851	0.9996	1.0000	JSZY01000001.1 Bacillus anthracis strain 2000032879 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000986935.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9763	0.9844	0.9997	0.9999	CM003248.1 Bacillus anthracis strain A1075 plasmid pXO1, complete sequence, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001015005.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9554	0.9784	0.9997	0.9999	BBWX01000001.1 Bacillus anthracis DNA, contig:BAN44-contig1, strain: 44-NIAH, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_001835485.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9587	0.9861	0.9997	0.9998	MLJX01000031.1 Bacillus anthracis strain 55-VNIIVViM plasmid pXO1 index6_S2_L001_R1_001_contig_12_, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_str__V770_NP1_R_GCA_000521345.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9258	0.9869	0.9997	0.9998	AZQO01000001.1 Bacillus anthracis str. V770-NP1-R ATCC14185_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
references/D2/Bacillus_anthracis_GCA_000740925.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	0.9998	0.9592	0.9850	0.9995	1.0000	MJAW01000002.1 Bacillus anthracis strain STI-1 plasmid pXO1 A0485_11, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence
