Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
references/bacteroides_fragilis/GCF_018292185.1_ASM1829218v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.14	83.96	82.59	NZ_CP072257.1 Bacteroides fragilis CL03T12C07 chromosome, complete genome	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000273095.1_Bact_frag_CL03T00C08_V1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	83.84	82.70	NZ_JH724173.1 Bacteroides fragilis CL03T00C08 supercont1.1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000210835.1_ASM21083v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	84.96	85.95	NC_016776.1 Bacteroides fragilis 638R, complete sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_005706655.1_ASM570665v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	85.84	84.72	NZ_CP036555.1 Bacteroides fragilis strain CCUG4856T chromosome, complete genome	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_019915805.1_ASM1991580v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	82.85	84.97	NZ_MU255077.1 Bacteroides fragilis strain 16751 scaffold1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020297425.1_ASM2029742v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	85.04	84.95	NZ_JAIWZL010000001.1 Bacteroides fragilis strain FDAARGOS_1511 ctg.s1.000000F_arrow_pilon, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256985.1_ASM2025698v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	88.51	86.66	NZ_JAIWXM010000008.1 Bacteroides fragilis strain P16.A1 scaffold10_size178178, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256775.1_ASM2025677v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	88.55	86.73	NZ_JAIWXF010000001.1 Bacteroides fragilis strain P16.H3 scaffold10_size187196, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256925.1_ASM2025692v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	88.48	86.66	NZ_JAIWXK010000014.1 Bacteroides fragilis strain P16.A4 scaffold10_size139471, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_004167855.1_ASM416785v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.13	83.98	82.37	NZ_RCXN01000001.1 Bacteroides fragilis strain am_0171 Scaffold_0001, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000965785.1_ASM96578v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	87.37	86.90	NZ_CP011073.1 Bacteroides fragilis strain BOB25 chromosome, complete genome	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_003469705.1_ASM346970v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	88.90	85.57	NZ_QSLE01000001.1 Bacteroides fragilis strain AM26-13LB AM26-13LB.Scaf1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_003436935.1_ASM343693v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	85.99	85.06	NZ_QSRG01000001.1 Bacteroides fragilis strain TF09-1 TF09-1.Scaf1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001997325.1_ASM199732v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	85.85	84.15	NZ_MTGH01000001.1 Bacteroides fragilis strain ATCC 25285 contig1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_013867505.1_ASM1386750v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	86.66	85.05	NZ_JACENG010000010.1 Bacteroides fragilis strain BFR_KZ05 NODE_10_length_182152_cov_20.660486, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015556305.1_ASM1555630v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	80.72	83.85	NZ_JADNMB010000010.1 Bacteroides fragilis strain J1101437_171009_F3 NODE_10_length_260691_cov_28.2349, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256905.1_ASM2025690v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	88.42	86.64	NZ_JAIWXL010000012.1 Bacteroides fragilis strain P16.A3 scaffold10_size139246, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598185.2_ASM59818v2_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	86.29	81.54	NZ_JGCV01000001.1 Bacteroides fragilis str. 3986T(B)10 gbf3986TB10.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256545.1_ASM2025654v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	88.44	86.66	NZ_JAIWXH010000010.1 Bacteroides fragilis strain P16.G1 scaffold10_size53553, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020257125.1_ASM2025712v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	87.27	86.59	NZ_JAIWXU010000004.1 Bacteroides fragilis strain P15.A8 scaffold10_size158568, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020257155.1_ASM2025715v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	87.28	86.64	NZ_JAIWXR010000001.1 Bacteroides fragilis strain P15.D8 scaffold10_size150661, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256935.1_ASM2025693v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	87.39	86.72	NZ_JAIWXP010000003.1 Bacteroides fragilis strain P15.E8 scaffold10_size182683, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020257085.1_ASM2025708v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	87.25	86.58	NZ_JAIWXS010000005.1 Bacteroides fragilis strain P15.C8 scaffold10_size158371, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256805.1_ASM2025680v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	88.46	86.67	NZ_JAIWXJ010000002.1 Bacteroides fragilis strain P16.C3 scaffold10_size158371, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_020256835.1_ASM2025683v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	88.56	86.72	NZ_JAIWXI010000009.1 Bacteroides fragilis strain P16.F3 scaffold10_size178178, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_005844845.1_ASM584484v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	80.17	85.81	NZ_SPGY01000010.1 Bacteroides fragilis strain 1001175st1_C3 NODE_10_length_157825_cov_29.4629, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015548595.1_ASM1554859v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	80.17	85.81	NZ_JADMXK010000010.1 Bacteroides fragilis strain 1001175B_160314_C3 NODE_10_length_157825_cov_29.4629, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015558985.1_ASM1555898v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.12	86.89	86.36	NZ_JADMPD010000010.1 Bacteroides fragilis strain BSD2780120874b_170522_C6 NODE_10_length_166559_cov_23.49, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015560515.1_ASM1556051v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	81.71	86.57	NZ_JADMRZ010000010.1 Bacteroides fragilis strain J1101004_170508_F3 NODE_10_length_156225_cov_38.2444, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_002811085.1_Bfra_078320_1_v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	88.56	84.40	NZ_PDCV01000001.1 Bacteroides fragilis strain 078320-1 contig0001, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001580095.1_ASM158009v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	85.73	84.04	NZ_KQ971009.1 Bacteroides fragilis strain KLE1758 Scaffold1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001580105.1_ASM158010v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	85.73	84.04	NZ_KQ970957.1 Bacteroides fragilis strain KLE1257 Scaffold1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_003472025.1_ASM347202v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	88.11	87.80	NZ_QRKP01000001.1 Bacteroides fragilis strain AM15-16 AM15-16.Scaf1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_002810995.1_Bfra_CL04T03C20_v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	85.85	84.29	NZ_PDCU01000001.1 Bacteroides fragilis strain CL04T03C20 contig0001, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_003471925.1_ASM347192v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	88.09	87.83	NZ_QRKL01000001.1 Bacteroides fragilis strain AM16-16A AM16-16A.Scaf1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_007896745.1_ASM789674v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	84.89	83.39	NZ_VOIS01000010.1 Bacteroides fragilis strain HAP130N_2B NODE_10_length_179766_cov_66.848457, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_007896595.1_ASM789659v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	80.03	85.65	NZ_VOHY01000010.1 Bacteroides fragilis strain CFPLTA004_1B NODE_10_length_185975_cov_62.599576, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015831745.1_ASM1583174v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	88.80	82.42	NZ_JACSWE010000001.1 Bacteroides fragilis strain CMU103 Scaffold_1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001699875.1_ASM169987v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	88.91	81.97	NZ_CM004522.1 Bacteroides fragilis strain 20656-2-1 plasmid pBI143, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015831765.1_ASM1583176v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	88.52	82.29	NZ_JACSWF010000001.1 Bacteroides fragilis strain CMU36 Scaffold_1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598805.1_ASM59880v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	87.91	82.69	NZ_JGDG01000001.1 Bacteroides fragilis str. Ds-233 gbfDs233.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598565.1_ASM59856v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.11	85.42	82.26	NZ_JGDN01000001.1 Bacteroides fragilis str. 3397 N2 gbf3397N2.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001816225.2_ASM181622v2_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.10	85.63	86.26	NZ_MKXL02000001.1 Bacteroides fragilis strain 14-106904-1 14-106904-1_S15_L001_R1_001_15_P_trim_contig_1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_013694025.1_ASM1369402v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.10	88.96	82.43	NZ_JACEFH010000001.1 Bacteroides fragilis strain BFR_KZ04 Bfr_KZ04length_442497_cov_22.413685, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000601035.1_ASM60103v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.09	81.74	84.45	NZ_JGVD01000001.1 Bacteroides fragilis str. 1007-1-F #5 gbf10071F5.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000599145.2_ASM59914v2_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.09	81.23	84.88	NZ_JGDL01000001.1 Bacteroides fragilis str. 1007-1-F #7 gbf10071F7.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_007896675.1_ASM789667v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.09	85.37	84.56	NZ_VOIJ01000010.1 Bacteroides fragilis strain AD126T_2B NODE_10_length_148410_cov_70.525185, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000599365.1_ASM59936v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.09	90.05	84.29	NZ_JGER01000001.1 Bacteroides fragilis str. S38L5 gbfS38L5.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598465.1_ASM59846v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	77.56	79.22	NZ_JGCX01000001.1 Bacteroides fragilis str. 3986 T(B)9 gbf3986TB9.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_901212445.1_NZ_Bacteroides_fragilis_MC1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	88.12	83.68	NZ_CAAKNW010000001.1 Bacteroides fragilis isolate Bacteroides_fragilis_MC1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598645.1_ASM59864v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	86.21	83.48	NZ_JGDV01000001.1 Bacteroides fragilis str. J38-1 gbfJ381.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000599005.1_ASM59900v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	86.58	85.38	NZ_JGEM01000001.1 Bacteroides fragilis str. S24L15 gbfS24L15.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_019130425.1_ASM1913042v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	86.16	84.04	NZ_JAHOKI010000099.1 Bacteroides fragilis strain MSK.16.53 NODE_100_length_601_cov_202.321, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_009025695.1_ASM902569v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	84.64	83.45	NZ_WCIJ01000010.1 Bacteroides fragilis strain HAP130N_1B NODE_10_length_179766_cov_68.840218, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_019130335.1_ASM1913033v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	86.10	83.98	NZ_JAHOKF010000099.1 Bacteroides fragilis strain MSK.16.58 NODE_100_length_601_cov_194.364, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598865.1_ASM59886v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	83.67	83.34	NZ_JGDT01000001.1 Bacteroides fragilis str. 3-F-2 #6 gbf3F26.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598765.2_ASM59876v2_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.08	90.06	84.01	NZ_JGEV01000001.1 Bacteroides fragilis str. S38L3 gbfS38L3.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598545.2_ASM59854v2_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	82.61	84.13	NZ_JGDK01000001.1 Bacteroides fragilis str. 1007-1-F #4 gbf10071F4.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598265.1_ASM59826v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	81.92	84.54	NZ_JGCM01000001.1 Bacteroides fragilis str. 1007-1-F #8 gbf10071F8.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000025985.1_ASM2598v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	85.99	84.87	NC_003228.3 Bacteroides fragilis NCTC 9343, complete sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001286525.1_BFBE1.1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	87.42	85.41	NZ_LN877293.1 Bacteroides fragilis strain BE1 chromosome scaffold1, complete sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_900445515.1_53750_A01_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	84.66	84.73	NZ_UFTH01000003.1 Bacteroides fragilis NCTC 9343, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_016623685.1_ASM1662368v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	85.06	84.77	NZ_JAEKFZ010000003.1 Bacteroides fragilis strain FDAARGOS_1025 plasmid unnamed1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000273115.1_Bact_frag_CL03T12C07_V1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	83.80	82.46	NZ_JH724181.1 Bacteroides fragilis CL03T12C07 supercont1.1, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001058775.1_ASM105877v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.07	82.98	82.71	NZ_JUOZ01000315.1 Bacteroides fragilis strain 894_BFRA 1001_1258_18753, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_001077245.1_ASM107724v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.06	82.70	80.41	NZ_JUOA01000001.1 Bacteroides fragilis strain 915_BFRA 0_3585_269036, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598525.1_ASM59852v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.06	81.36	84.41	NZ_JGDH01000001.1 Bacteroides fragilis str. J-143-4 gbfJ1434.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000599085.1_ASM59908v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.06	87.42	82.61	NZ_JGDF01000001.1 Bacteroides fragilis str. DS-71 gbfDS71.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_000598485.1_ASM59848v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.06	72.90	83.56	NZ_JGDB01000001.1 Bacteroides fragilis str. 3998T(B)3 gbf3998TB3.contig.0, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
references/bacteroides_fragilis/GCF_015551365.1_ASM1555136v1_genomic.fna	references/bacteroides_fragilis/GCF_000009925.1_ASM992v1_genomic.fna	99.06	84.92	84.39	NZ_JADNCR010000010.1 Bacteroides fragilis strain 1001254J_160919_G3 NODE_10_length_186354_cov_28.0485, whole genome shotgun sequence	NC_006347.1 Bacteroides fragilis YCH46, complete sequence
