assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
references/D3/Escherichia_coli_110957_GCA_000485615.LargeContigs.fna	241	5314432	22051	321581	21	72265	6400
references/D3/Escherichia_coli_1_110_08_S1_C1_GCA_000601315.LargeContigs.fna	128	4910285	38361	328587	12	131636	0
references/D3/Escherichia_coli_1_110_08_S1_C2_GCA_000601275.LargeContigs.fna	137	5010726	36574	575948	11	122042	0
references/D3/Escherichia_coli_1_110_08_S1_C3_GCA_000601295.LargeContigs.fna	133	4953256	37242	310282	12	133891	0
references/D3/Escherichia_coli_1_110_08_S3_C1_GCA_000601155.LargeContigs.fna	188	5520056	29362	361023	13	148810	0
references/D3/Escherichia_coli_1_110_08_S3_C2_GCA_000601175.LargeContigs.fna	176	5489145	31188	527300	14	123721	0
references/D3/Escherichia_coli_1_110_08_S3_C3_GCA_000601335.LargeContigs.fna	175	5514291	31510	446329	13	122590	0
references/D3/Escherichia_coli_1_110_08_S4_C1_GCA_000601355.LargeContigs.fna	159	5498100	34579	442752	11	154724	0
references/D3/Escherichia_coli_1_110_08_S4_C2_GCA_000601215.LargeContigs.fna	199	5219753	26229	292148	18	91421	0
references/D3/Escherichia_coli_1_110_08_S4_C3_GCA_000601235.LargeContigs.fna	196	5200020	26530	342130	18	90564	0
references/D3/Escherichia_coli_11117_GCA_000699385.LargeContigs.fna	182	5262590	28915	208298	22	77552	0
references/D3/Escherichia_coli_112469215_isolate1_GCA_000418795.LargeContigs.fna	351	5110213	14559	166780	31	59798	6900
references/D3/Escherichia_coli_112469218_isolate1_GCA_000418775.LargeContigs.fna	265	5117843	19312	189735	22	75944	6200
references/D3/Escherichia_coli_113290_GCA_000485635.LargeContigs.fna	189	5368087	28402	252381	19	84542	7400
references/D3/Escherichia_coli_113302_GCA_000488295.LargeContigs.fna	196	4916124	25082	355133	12	157285	14900
references/D3/Escherichia_coli_113303_GCA_000485655.LargeContigs.fna	101	5022965	49732	437629	9	198271	4800
references/D3/Escherichia_coli_1_176_05_S1_C1_GCA_000601255.LargeContigs.fna	172	5132510	29840	340904	17	95774	0
references/D3/Escherichia_coli_1_176_05_S1_C2_GCA_000627905.LargeContigs.fna	171	5150322	30118	348843	17	106126	0
references/D3/Escherichia_coli_1_176_05_S1_C3_GCA_000627945.LargeContigs.fna	157	5178221	32982	349223	18	92124	0
references/D3/Escherichia_coli_1_176_05_S3_C1_GCA_000601135.LargeContigs.fna	189	5327796	28189	180912	23	81596	0
references/D3/Escherichia_coli_1_176_05_S3_C2_GCA_000601195.LargeContigs.fna	68	4457844	65556	842613	4	302439	0
references/D3/Escherichia_coli_1_176_05_S4_C1_GCA_000627315.LargeContigs.fna	180	5179950	28777	200574	20	89593	0
references/D3/Escherichia_coli_1_176_05_S4_C2_GCA_000687005.LargeContigs.fna	164	5065396	30886	292680	19	90842	0
references/D3/Escherichia_coli_1_176_05_S4_C3_GCA_000627135.LargeContigs.fna	194	5168201	26640	259650	19	89416	0
references/D3/Escherichia_coli_1_182_04_S1_C1_GCA_000627855.LargeContigs.fna	89	5117656	57501	692627	6	258315	0
references/D3/Escherichia_coli_1_182_04_S1_C2_GCA_000687045.LargeContigs.fna	112	4982329	44485	626906	7	187332	0
references/D3/Escherichia_coli_1_182_04_S1_C3_GCA_000627795.LargeContigs.fna	89	5044280	56677	660153	7	222332	0
references/D3/Escherichia_coli_1_182_04_S3_C1_GCA_000627965.LargeContigs.fna	306	5135834	16783	139088	45	36717	0
references/D3/Escherichia_coli_1_182_04_S3_C2_GCA_000627455.LargeContigs.fna	261	4581474	17553	109274	40	38748	0
references/D3/Escherichia_coli_1_182_04_S3_C3_GCA_000627475.LargeContigs.fna	306	5179152	16925	139080	44	38231	0
references/D3/Escherichia_coli_1_182_04_S4_C1_GCA_000627175.LargeContigs.fna	109	5130349	47067	539782	7	236312	0
references/D3/Escherichia_coli_1_182_04_S4_C2_GCA_000627215.LargeContigs.fna	88	5151350	58538	737327	8	221564	0
references/D3/Escherichia_coli_1_182_04_S4_C3_GCA_000627095.LargeContigs.fna	105	5100285	48574	697628	7	221145	0
references/D3/Escherichia_coli_1_2264_GCA_000194415.LargeContigs.fna	31	5504843	177575	906185	4	702423	0
references/D3/Escherichia_coli_1240_GCA_000503695.LargeContigs.fna	491	5196506	10583	299685	21	76619	0
references/D3/Escherichia_coli_1_250_04_S1_C1_GCA_000704245.LargeContigs.fna	108	5177057	47935	697479	11	136424	0
references/D3/Escherichia_coli_1_250_04_S1_C2_GCA_000704265.LargeContigs.fna	103	5159098	50088	696208	11	139095	0
references/D3/Escherichia_coli_1_250_04_S1_C3_GCA_000627815.LargeContigs.fna	169	5095530	30151	505777	11	143966	0
references/D3/Escherichia_coli_1_250_04_S3_C1_GCA_000627435.LargeContigs.fna	203	5098119	25113	181979	23	67438	0
references/D3/Escherichia_coli_1_250_04_S3_C2_GCA_000713815.LargeContigs.fna	303	5317915	17550	204699	24	67489	0
references/D3/Escherichia_coli_1_250_04_S4_C1_GCA_000627155.LargeContigs.fna	161	5221519	32431	444589	13	120682	0
references/D3/Escherichia_coli_1_250_04_S4_C2_GCA_000627235.LargeContigs.fna	168	5235472	31163	684733	11	129007	0
references/D3/Escherichia_coli_1_2741_GCA_000194175.LargeContigs.fna	28	5685669	203059	1343943	3	673650	0
references/D3/Escherichia_coli_1303_NZ_CP009166.LargeContigs.fna	4	5156928	1289232	4948797	1	4948797	0
references/D3/Escherichia_coli_1350_GCA_000503715.LargeContigs.fna	380	5183862	13641	199592	23	71104	0
references/D3/Escherichia_coli_1365_GCA_000503275.LargeContigs.fna	304	5062805	16653	202949	23	64576	0
references/D3/Escherichia_coli_1_392_07_S1_C1_GCA_000703865.LargeContigs.fna	174	5422993	31166	313836	14	146271	0
references/D3/Escherichia_coli_1_392_07_S1_C2_GCA_000703885.LargeContigs.fna	138	5490266	39784	429740	10	178916	0
references/D3/Escherichia_coli_1_392_07_S3_C1_GCA_000703545.LargeContigs.fna	218	4905892	22504	144131	31	50135	0
references/D3/Escherichia_coli_1_392_07_S3_C2_GCA_000703785.LargeContigs.fna	216	4906646	22715	143319	28	55779	0
references/D3/Escherichia_coli_1_392_07_S3_C3_GCA_000627295.LargeContigs.fna	222	4922974	22175	143301	30	52454	0
references/D3/Escherichia_coli_1_392_07_S4_C1_GCA_000713675.LargeContigs.fna	412	5805306	14090	243350	19	101896	0
references/D3/Escherichia_coli_1_392_07_S4_C2_GCA_000627255.LargeContigs.fna	91	5052082	55517	477395	7	274453	0
references/D3/Escherichia_coli_1_392_07_S4_C3_GCA_000713615.LargeContigs.fna	267	5806227	21746	245800	20	99286	0
references/D3/Escherichia_coli_148_GCA_000511425.LargeContigs.fna	269	4884171	18156	178207	29	45315	0
references/D3/Escherichia_coli_14A_GCA_000462225.LargeContigs.fna	129	5323481	41267	444707	14	124635	0
references/D3/Escherichia_coli_174750_GCA_000354915.LargeContigs.fna	311	5283271	16988	394523	18	88802	0
references/D3/Escherichia_coli_174900_GCA_000356105.LargeContigs.fna	100	4999793	49997	384052	12	150351	0
references/D3/Escherichia_coli_178200_GCA_000358895.LargeContigs.fna	433	4615501	10659	105371	50	28218	0
references/D3/Escherichia_coli_178850_GCA_000358755.LargeContigs.fna	782	5108134	6532	64454	86	16597	0
references/D3/Escherichia_coli_178900_GCA_000356345.LargeContigs.fna	354	5111790	14440	154524	36	41989	0
references/D3/Escherichia_coli_179100_GCA_000356905.LargeContigs.fna	194	5217671	26895	333212	16	88482	0
references/D3/Escherichia_coli_179550_GCA_000356365.LargeContigs.fna	384	5039854	13124	119373	37	38431	0
references/D3/Escherichia_coli_180050_GCA_000356045.LargeContigs.fna	134	4808558	35884	243146	16	98781	0
references/D3/Escherichia_coli_180200_GCA_000356305.LargeContigs.fna	328	5023688	15316	179282	33	46817	0
references/D3/Escherichia_coli_180600_GCA_000354835.LargeContigs.fna	149	5073923	34053	302932	12	143319	0
references/D3/Escherichia_coli_1827_70_GCA_000165655.LargeContigs.fna	35	4803089	137231	847446	4	472560	1
references/D3/Escherichia_coli_199900_1_GCA_000356125.LargeContigs.fna	125	5057835	40462	456599	12	143047	0
references/D3/Escherichia_coli_1A_GCA_000503535.LargeContigs.fna	437	5076135	11615	189532	46	30777	0
references/D3/Escherichia_coli_2_005_03_S1_C1_GCA_000627835.LargeContigs.fna	154	5253303	34112	558148	9	184729	0
references/D3/Escherichia_coli_2_005_03_S1_C2_GCA_000627985.LargeContigs.fna	155	5258795	33927	433576	12	129294	0
references/D3/Escherichia_coli_2_005_03_S1_C3_GCA_000627925.LargeContigs.fna	166	5271896	31758	394475	11	150765	0
references/D3/Escherichia_coli_2_005_03_S3_C1_GCA_000703805.LargeContigs.fna	168	5299384	31543	558709	12	123682	0
references/D3/Escherichia_coli_2_005_03_S3_C2_GCA_000687105.LargeContigs.fna	121	5310180	43885	684108	10	169574	0
references/D3/Escherichia_coli_2_005_03_S3_C3_GCA_000703825.LargeContigs.fna	168	5337905	31773	413110	13	114905	0
references/D3/Escherichia_coli_2_005_03_S4_C1_GCA_000703845.LargeContigs.fna	235	5266830	22412	217066	22	81086	0
references/D3/Escherichia_coli_2_005_03_S4_C2_GCA_000627195.LargeContigs.fna	284	5200769	18312	354348	14	86253	0
references/D3/Escherichia_coli_2_005_03_S4_C3_GCA_000627075.LargeContigs.fna	241	5246595	21770	354333	13	104934	0
references/D3/Escherichia_coli_2_011_08_S1_C1_GCA_000687125.LargeContigs.fna	125	5331782	42654	346940	12	146409	0
references/D3/Escherichia_coli_2_011_08_S1_C2_GCA_000627885.LargeContigs.fna	146	5278747	36155	441901	12	132509	0
references/D3/Escherichia_coli_2_011_08_S1_C3_GCA_000700165.LargeContigs.fna	159	4965207	31227	304725	17	90996	0
references/D3/Escherichia_coli_2_011_08_S3_C1_GCA_000700505.LargeContigs.fna	169	5163084	30550	386639	14	116699	0
references/D3/Escherichia_coli_2_011_08_S3_C2_GCA_000687025.LargeContigs.fna	264	5301316	20080	180076	24	81384	0
references/D3/Escherichia_coli_2_011_08_S3_C3_GCA_000687065.LargeContigs.fna	162	5146593	31769	311303	15	110169	0
references/D3/Escherichia_coli_2_011_08_S4_C1_GCA_000700585.LargeContigs.fna	183	4839164	26443	218015	20	75625	0
references/D3/Escherichia_coli_2_011_08_S4_C3_GCA_000700525.LargeContigs.fna	172	4814925	27993	257840	20	70175	0
references/D3/Escherichia_coli_201600_1_GCA_000356745.LargeContigs.fna	51	5143104	100845	704890	5	351742	0
references/D3/Escherichia_coli_2_052_05_S1_C1_GCA_000687085.LargeContigs.fna	162	5270343	32532	401670	12	151289	0
references/D3/Escherichia_coli_2_052_05_S1_C3_GCA_000700565.LargeContigs.fna	148	5231155	35345	414110	9	170292	0
references/D3/Escherichia_coli_2_052_05_S3_C1_GCA_000700605.LargeContigs.fna	135	4955132	36704	389036	12	129832	0
references/D3/Escherichia_coli_2_052_05_S3_C2_GCA_000713655.LargeContigs.fna	100	5018608	50186	391298	11	134355	0
references/D3/Escherichia_coli_2_052_05_S3_C3_GCA_000703605.LargeContigs.fna	117	4926400	42105	364821	13	132920	0
references/D3/Escherichia_coli_2_052_05_S4_C1_GCA_000700545.LargeContigs.fna	178	5302484	29789	355308	13	92672	0
references/D3/Escherichia_coli_2_052_05_S4_C2_GCA_000703385.LargeContigs.fna	105	5287681	50358	718447	6	200867	0
references/D3/Escherichia_coli_2_052_05_S4_C3_GCA_000703445.LargeContigs.fna	155	4936942	31851	236101	21	60518	0
references/D3/Escherichia_coli_2_156_04_S1_C3_GCA_000703505.LargeContigs.fna	189	4967237	26281	278801	21	80371	0
references/D3/Escherichia_coli_2_156_04_S3_C1_GCA_000703525.LargeContigs.fna	98	4986885	50886	618856	11	121587	0
references/D3/Escherichia_coli_2_156_04_S3_C2_GCA_000703725.LargeContigs.fna	87	4981016	57253	1022107	6	250059	0
references/D3/Escherichia_coli_2_156_04_S3_C3_GCA_000703745.LargeContigs.fna	130	5239835	40306	463483	11	141206	0
references/D3/Escherichia_coli_2_156_04_S4_C1_GCA_000703665.LargeContigs.fna	164	4901577	29887	271979	20	70719	0
references/D3/Escherichia_coli_2_156_04_S4_C2_GCA_000704025.LargeContigs.fna	215	5095777	23701	264937	21	71315	0
references/D3/Escherichia_coli_2_156_04_S4_C3_GCA_000704105.LargeContigs.fna	183	4911937	26841	210444	20	78299	0
references/D3/Escherichia_coli_2_177_06_S1_C1_GCA_000703425.LargeContigs.fna	172	5236669	30445	365163	12	143661	0
references/D3/Escherichia_coli_2_177_06_S1_C2_GCA_000703705.LargeContigs.fna	145	5292127	36497	414788	11	141060	0
references/D3/Escherichia_coli_2_177_06_S1_C3_GCA_000703685.LargeContigs.fna	146	5232863	35841	555980	10	154895	0
references/D3/Escherichia_coli_2_177_06_S3_C1_GCA_000703645.LargeContigs.fna	144	5153746	35789	430891	12	151960	0
references/D3/Escherichia_coli_2_177_06_S3_C2_GCA_000704005.LargeContigs.fna	181	5360304	29614	402416	14	112002	0
references/D3/Escherichia_coli_2_177_06_S3_C3_GCA_000713745.LargeContigs.fna	167	5301549	31745	402787	13	132631	0
references/D3/Escherichia_coli_2_177_06_S4_C1_GCA_000704225.LargeContigs.fna	102	5144646	50437	559722	9	194865	0
references/D3/Escherichia_coli_2_177_06_S4_C2_GCA_000703625.LargeContigs.fna	113	5060232	44780	265369	15	114706	0
references/D3/Escherichia_coli_2_177_06_S4_C3_GCA_000703565.LargeContigs.fna	191	5570846	29166	374172	14	122695	0
references/D3/Escherichia_coli_2_210_07_S1_C2_GCA_000703905.LargeContigs.fna	197	5155456	26169	330972	16	108695	0
references/D3/Escherichia_coli_2_210_07_S1_C3_GCA_000703765.LargeContigs.fna	169	5214871	30857	281823	15	111233	0
references/D3/Escherichia_coli_2_210_07_S3_C1_GCA_000704205.LargeContigs.fna	115	4709037	40948	346554	11	138259	0
references/D3/Escherichia_coli_2_210_07_S3_C2_GCA_000703945.LargeContigs.fna	243	5169282	21272	182138	23	75241	0
references/D3/Escherichia_coli_2_210_07_S3_C3_GCA_000703585.LargeContigs.fna	341	5394252	15818	212712	26	66536	0
references/D3/Escherichia_coli_2_210_07_S4_C1_GCA_000703925.LargeContigs.fna	85	4974306	58521	414343	10	186975	0
references/D3/Escherichia_coli_2_210_07_S4_C2_GCA_000704185.LargeContigs.fna	187	4923516	26328	204640	21	74594	0
references/D3/Escherichia_coli_2_210_07_S4_C3_GCA_000703985.LargeContigs.fna	185	4911172	26546	204634	20	81867	0
references/D3/Escherichia_coli_2_222_05_S1_C1_GCA_000703965.LargeContigs.fna	108	4965006	45972	434143	9	190529	0
references/D3/Escherichia_coli_2_222_05_S1_C2_GCA_000704125.LargeContigs.fna	106	4931668	46525	349743	10	222736	0
references/D3/Escherichia_coli_2_222_05_S1_C3_GCA_000704285.LargeContigs.fna	104	4943716	47535	426804	8	200727	0
references/D3/Escherichia_coli_2_222_05_S3_C1_GCA_000713695.LargeContigs.fna	268	5479272	20445	320373	19	77179	0
references/D3/Escherichia_coli_2_222_05_S3_C2_GCA_000713735.LargeContigs.fna	234	5387428	23023	299054	18	93615	0
references/D3/Escherichia_coli_2_222_05_S3_C3_GCA_000704145.LargeContigs.fna	210	5471131	26053	322768	19	91460	0
references/D3/Escherichia_coli_2_222_05_S4_C1_GCA_000713275.LargeContigs.fna	161	4862082	30199	204549	20	84455	0
references/D3/Escherichia_coli_2_222_05_S4_C2_GCA_000704165.LargeContigs.fna	171	5256700	30740	316953	16	105707	0
references/D3/Escherichia_coli_2_222_05_S4_C3_GCA_000713785.LargeContigs.fna	200	5239725	26198	455898	16	84997	0
references/D3/Escherichia_coli_2_316_03_S1_C1_GCA_000711475.LargeContigs.fna	196	5396154	27531	414618	15	129374	0
references/D3/Escherichia_coli_2_316_03_S1_C2_GCA_000711415.LargeContigs.fna	162	5341596	32972	374602	12	155998	0
references/D3/Escherichia_coli_2_316_03_S3_C1_GCA_000704045.LargeContigs.fna	151	5075779	33614	596826	11	135415	0
references/D3/Escherichia_coli_2_316_03_S3_C2_GCA_000704065.LargeContigs.fna	116	4983084	42957	425371	11	134814	0
references/D3/Escherichia_coli_2_316_03_S3_C3_GCA_000704085.LargeContigs.fna	119	4815859	40469	537318	11	125386	0
references/D3/Escherichia_coli_2_316_03_S4_C1_GCA_000704305.LargeContigs.fna	154	5226094	33935	645835	11	138159	0
references/D3/Escherichia_coli_2_316_03_S4_C2_GCA_000704325.LargeContigs.fna	210	5332986	25395	257468	19	95707	0
references/D3/Escherichia_coli_2_316_03_S4_C3_GCA_000704345.LargeContigs.fna	155	5427639	35017	364544	12	133821	0
references/D3/Escherichia_coli_2362_75_GCA_000183005.LargeContigs.fna	83	5173444	62330	574196	7	247963	0
references/D3/Escherichia_coli_2_3916_GCA_000194535.LargeContigs.fna	234	5639302	24099	926719	5	313784	3
references/D3/Escherichia_coli_2_4168_GCA_000194555.LargeContigs.fna	19	4744060	249687	2216178	2	958611	0
references/D3/Escherichia_coli_2_427_07_S1_C1_GCA_000704925.LargeContigs.fna	126	4705777	37347	495106	11	132842	0
references/D3/Escherichia_coli_2_427_07_S1_C2_GCA_000704365.LargeContigs.fna	135	4796164	35527	543928	9	134668	0
references/D3/Escherichia_coli_2_427_07_S1_C3_GCA_000704625.LargeContigs.fna	145	5196316	35836	518672	11	135555	0
references/D3/Escherichia_coli_2_427_07_S3_C1_GCA_000704385.LargeContigs.fna	119	5287221	44430	581755	7	236916	0
references/D3/Escherichia_coli_2_427_07_S3_C3_GCA_000704405.LargeContigs.fna	88	4875912	55408	985550	6	196362	0
references/D3/Escherichia_coli_2_427_07_S4_C1_GCA_000704425.LargeContigs.fna	194	5248071	27051	293002	17	88574	0
references/D3/Escherichia_coli_2_427_07_S4_C2_GCA_000704445.LargeContigs.fna	141	5560615	39436	339848	12	169715	0
references/D3/Escherichia_coli_2_427_07_S4_C3_GCA_000711355.LargeContigs.fna	227	5732927	25255	232462	19	89058	0
references/D3/Escherichia_coli_2_460_02_S1_C1_GCA_000713825.LargeContigs.fna	197	5607136	28462	399418	15	114590	0
references/D3/Escherichia_coli_2_460_02_S1_C2_GCA_000713865.LargeContigs.fna	172	5659114	32901	458166	11	173249	0
references/D3/Escherichia_coli_2_460_02_S1_C3_GCA_000711485.LargeContigs.fna	122	5544190	45444	691461	8	214622	0
references/D3/Escherichia_coli_2_460_02_S3_C1_GCA_000704465.LargeContigs.fna	250	5475690	21902	174348	29	60736	0
references/D3/Escherichia_coli_2_460_02_S3_C2_GCA_000704485.LargeContigs.fna	293	5465378	18653	171531	29	59905	0
references/D3/Escherichia_coli_2_460_02_S3_C3_GCA_000704505.LargeContigs.fna	298	5366906	18009	179671	30	57612	0
references/D3/Escherichia_coli_2_460_02_S4_C1_GCA_000711565.LargeContigs.fna	174	5541966	31850	298552	14	130581	0
references/D3/Escherichia_coli_2_460_02_S4_C2_GCA_000704525.LargeContigs.fna	175	5346503	30551	291596	14	128194	0
references/D3/Escherichia_coli_2_460_02_S4_C3_GCA_000704545.LargeContigs.fna	172	5345933	31081	296333	15	130505	0
references/D3/Escherichia_coli_2_474_04_S1_C1_GCA_000704565.LargeContigs.fna	201	5124973	25497	392023	13	129179	0
references/D3/Escherichia_coli_2_474_04_S1_C2_GCA_000704645.LargeContigs.fna	143	4925970	34447	772320	8	167926	0
references/D3/Escherichia_coli_2_474_04_S3_C1_GCA_000704585.LargeContigs.fna	333	5446772	16356	278862	24	63364	0
references/D3/Escherichia_coli_2_474_04_S3_C2_GCA_000704605.LargeContigs.fna	248	5362630	21623	177272	24	75332	0
references/D3/Escherichia_coli_2_474_04_S3_C3_GCA_000704665.LargeContigs.fna	308	5448064	17688	217338	24	82387	0
references/D3/Escherichia_coli_2_474_04_S4_C1_GCA_000713685.LargeContigs.fna	94	5039270	53609	464371	12	151498	0
references/D3/Escherichia_coli_2_474_04_S4_C2_GCA_000704705.LargeContigs.fna	87	5044800	57986	460775	10	194943	0
references/D3/Escherichia_coli_2_474_04_S4_C3_GCA_000704725.LargeContigs.fna	93	5028039	54064	659745	10	151499	0
references/D3/Escherichia_coli_2534_86_GCA_000225065.LargeContigs.fna	75	5290142	70535	560351	7	238322	4
references/D3/Escherichia_coli_2719100_GCA_000355155.LargeContigs.fna	33	5283174	160096	1069567	4	417949	0
references/D3/Escherichia_coli_2720900_GCA_000355175.LargeContigs.fna	50	5422182	108443	659007	6	363536	0
references/D3/Escherichia_coli_2722950_GCA_000356185.LargeContigs.fna	156	4934921	31634	380903	14	114855	0
references/D3/Escherichia_coli_2726800_GCA_000356625.LargeContigs.fna	48	5216988	108687	672596	6	315458	5
references/D3/Escherichia_coli_2726950_GCA_000356145.LargeContigs.fna	185	4970751	26868	204404	21	87358	0
references/D3/Escherichia_coli_2729250_GCA_000356065.LargeContigs.fna	147	5082168	34572	294263	12	155085	0
references/D3/Escherichia_coli_2730350_GCA_000356325.LargeContigs.fna	270	4808018	17807	200834	24	56465	0
references/D3/Escherichia_coli_2730450_GCA_000356205.LargeContigs.fna	221	5021465	22721	221013	23	61653	0
references/D3/Escherichia_coli_2731150_GCA_000354895.LargeContigs.fna	198	5142363	25971	209733	21	77914	0
references/D3/Escherichia_coli_2733950_GCA_000356925.LargeContigs.fna	214	5037682	23540	216611	23	73948	0
references/D3/Escherichia_coli_2735000_GCA_000356085.LargeContigs.fna	103	4991369	48459	429288	10	185258	0
references/D3/Escherichia_coli_2741950_GCA_000356225.LargeContigs.fna	208	4962431	23857	222239	20	81430	0
references/D3/Escherichia_coli_2747800_GCA_000354775.LargeContigs.fna	171	5166192	30211	347242	11	155038	0
references/D3/Escherichia_coli_2749250_GCA_000354875.LargeContigs.fna	178	5125700	28796	298314	12	154976	0
references/D3/Escherichia_coli_2756500_GCA_000355395.LargeContigs.fna	187	5146877	27523	302298	13	147960	0
references/D3/Escherichia_coli_2762100_GCA_000355535.LargeContigs.fna	198	5163730	26079	193557	23	77939	0
references/D3/Escherichia_coli_2770900_GCA_000355615.LargeContigs.fna	144	5058772	35130	378545	11	155818	0
references/D3/Escherichia_coli_2780750_GCA_000355555.LargeContigs.fna	129	5239961	40619	666753	7	255488	0
references/D3/Escherichia_coli_2785200_GCA_000355575.LargeContigs.fna	148	5094577	34422	539964	14	119331	0
references/D3/Escherichia_coli_2788150_GCA_000355595.LargeContigs.fna	185	5328058	28800	586995	9	176556	0
references/D3/Escherichia_coli_27A_GCA_000503575.LargeContigs.fna	370	5091480	13760	273238	22	61508	0
references/D3/Escherichia_coli_2845350_GCA_000355415.LargeContigs.fna	171	4961746	29016	250998	19	87508	0
references/D3/Escherichia_coli_2845650_GCA_000355435.LargeContigs.fna	119	5209270	43775	272300	13	153920	0
references/D3/Escherichia_coli_2846750_GCA_000356685.LargeContigs.fna	193	5056530	26199	198217	20	85698	0
references/D3/Escherichia_coli_2848050_GCA_000355375.LargeContigs.fna	147	5118991	34823	245776	22	79050	0
references/D3/Escherichia_coli_2850400_GCA_000355055.LargeContigs.fna	117	5070534	43337	356006	10	199415	0
references/D3/Escherichia_coli_2850750_GCA_000355335.LargeContigs.fna	126	5099182	40469	338929	11	208607	0
references/D3/Escherichia_coli_2851500_GCA_000355015.LargeContigs.fna	109	5044264	46277	327279	11	204094	0
references/D3/Escherichia_coli_2853500_GCA_000355355.LargeContigs.fna	128	5079247	39681	452628	10	171620	0
references/D3/Escherichia_coli_2854350_GCA_000356845.LargeContigs.fna	162	4949223	30550	478127	13	112973	0
references/D3/Escherichia_coli_2860050_GCA_000354995.LargeContigs.fna	184	5129457	27877	378476	11	160317	0
references/D3/Escherichia_coli_2860650_GCA_000356445.LargeContigs.fna	174	5133605	29503	280563	13	105720	0
references/D3/Escherichia_coli_2861200_GCA_000355035.LargeContigs.fna	160	4974499	31090	252030	18	98952	0
references/D3/Escherichia_coli_2862600_GCA_000356465.LargeContigs.fna	158	4987011	31563	176219	23	73987	11
references/D3/Escherichia_coli_2864350_GCA_000356485.LargeContigs.fna	120	5217016	43475	476176	11	173442	6
references/D3/Escherichia_coli_2865200_GCA_000354975.LargeContigs.fna	171	5305549	31026	483732	9	196887	0
references/D3/Escherichia_coli_2866350_GCA_000356505.LargeContigs.fna	135	5051011	37414	377739	12	135700	6
references/D3/Escherichia_coli_2866450_GCA_000354935.LargeContigs.fna	124	5084030	41000	310710	11	185055	0
references/D3/Escherichia_coli_2866550_GCA_000354955.LargeContigs.fna	130	5104704	39266	389753	11	171165	0
references/D3/Escherichia_coli_2866750_GCA_000354755.LargeContigs.fna	126	5164109	40984	415499	12	165142	0
references/D3/Escherichia_coli_2867750_GCA_000354815.LargeContigs.fna	135	5093471	37729	352764	11	168915	0
references/D3/Escherichia_coli_2871950_GCA_000355455.LargeContigs.fna	195	5072829	26014	190734	20	89662	0
references/D3/Escherichia_coli_2872000_GCA_000355475.LargeContigs.fna	201	5154088	25642	211465	20	87162	0
references/D3/Escherichia_coli_2872800_GCA_000354455.LargeContigs.fna	111	5054520	45536	415545	11	185393	0
references/D3/Escherichia_coli_2875000_GCA_000354275.LargeContigs.fna	123	5053177	41082	327556	12	165154	0
references/D3/Escherichia_coli_2875150_GCA_000356245.LargeContigs.fna	276	5148955	18655	176261	34	46731	0
references/D3/Escherichia_coli_2886_75_GCA_000462245.LargeContigs.fna	125	5239061	41912	376277	13	122164	0
references/D3/Escherichia_coli_300059_GCA_001265295.LargeContigs.fna	122	4831883	39605	382403	12	123100	0
references/D3/Escherichia_coli_3003_GCA_000194665.LargeContigs.fna	8	4917326	614665	2711297	1	2711297	0
references/D3/Escherichia_coli_3006_GCA_000304135.LargeContigs.fna	294	5057568	17202	254633	16	113098	1343
