	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.15	RaymondF_2016__P23C7__bin.9	ZellerG_2014__CCIS91228662ST-4-0__bin.28	RaymondF_2016__P23C0__bin.29	RaymondF_2016__P25C7__bin.10	CosteaPI_2017__SID713B061-11-90-0__bin.11	WenC_2017__N244__bin.3	ZellerG_2014__CCIS48174381ST-4-0__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.39	QinJ_2012__T2D-043__bin.16	ZeeviD_2015__PNP_Main_62__bin.42	RaymondF_2016__P6C7__bin.13	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.65	LouisS_2016__AS68_0__bin.29	VogtmannE_2016__MMRS84085284ST-27-0-0__bin.2	LiJ_2017__nHF611623__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.84	HeQ_2017__SZAXPI029571-86__bin.34	LiJ_2017__H1M5XX814__bin.21	ZellerG_2014__CCMD25963797ST-21-0__bin.52	RaymondF_2016__P25C0__bin.19	NielsenHB_2014__V1_UC35_4__bin.23	CosteaPI_2017__SID713B003-11-90-0__bin.69	RaymondF_2016__P6C90__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82	CosteaPI_2017__SID713B053-11-90-0__bin.18	XieH_2016__YSZC12003_37648__bin.37	RaymondF_2016__P38C7__bin.46	CosteaPI_2017__pluto4-11-30-0__bin.14	VatanenT_2016__G80439__bin.13	RaymondF_2016__P14E90__bin.92	LeChatelierE_2013__MH0220__bin.39	LeChatelierE_2013__MH0244__bin.23	RaymondF_2016__P23C90__bin.54
ZeeviD_2015__PNP_Main_62__bin.42	0.7622257550906013	0.77043757355558	0.809589997221317	0.7660216881309426	0.5063906708268893	0.5742535515229643	0.8270380859615294	0.6093153697178767	0.5533048023204103	0.6350400928548238	1.0	0.7576934410478096	0.7057278679099322	0.6741174980810283	0.7663961801810885	0.8152757947903595	0.6967244548710073	0.8046651867028916	0.7766124913503739	0.7987813404534836	0.6017955213391452	0.7895534722434774	0.6581439717882656	0.6539525415347093	0.7137620427100981	0.7178076371172034	0.8055816119602198	0.6704638000020404	0.7421136115257131	0.5091681535321382	0.6829792763061161	0.5651307091283038	0.8318434671242191	0.8099818935494344
RaymondF_2016__P6C7__bin.13	0.8594957639271399	0.8215060284716261	0.887012610408	0.8196500130679176	0.5058227778310862	0.6105182688428504	0.8700953560384648	0.6491515926160168	0.5818621544092426	0.6849990377983554	0.6693064037037607	1.0	0.7649534882857913	0.6933487214911316	0.7823229509213545	0.8659210443307238	0.7481035615244455	0.8658781031003038	0.8289550066028769	0.8556798259448793	0.6215854432409708	0.8225747879843015	0.7275447847875656	0.7620536298858239	0.7534903003182423	0.759058876668015	0.8660419159422764	0.7482101193925247	0.802976092337429	0.5550636457952849	0.7111852362748429	0.5847328551836162	0.8795175102144464	0.8691697339605228
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.65	0.7812269784878272	0.7746534513197184	0.8249476907652404	0.7742060983849524	0.492223360432423	0.584803077526645	0.8368796451690242	0.6243047230879886	0.5736748327194263	0.6433305725681655	0.6407467143261917	0.7862355877160481	1.0	0.6804559621629869	0.7518597022732721	0.8390352215514046	0.7247471720319958	0.8308597240687867	0.7848177894989211	0.8365102111985353	0.5851485364312025	0.7835253154900722	0.688122534382424	0.6779897996992219	0.7220107451886402	0.7239145833787407	0.8202660142542665	0.6894760358318258	0.7566149386456267	0.5141452888995445	0.6835917918092456	0.586109173732046	0.8349049715568536	0.8137398923301585
LouisS_2016__AS68_0__bin.29	0.6539383370662597	0.674368988644213	0.6851340813865711	0.6621841233431001	0.4037931765711679	0.48178732419783565	0.8262080632167373	0.5199675261731672	0.4654570676766231	0.5742707151087064	0.5376816540589651	0.6260512468006053	0.5977788170508652	1.0	0.6892761218285484	0.7840787298827658	0.5821550960309076	0.7540045388683082	0.6927762489187758	0.7226206722905488	0.49562029365262095	0.701993760851136	0.5784419551886081	0.5575354931172624	0.6096372208263307	0.5769714422754272	0.7026289726466408	0.5852153138219119	0.6526645626971275	0.4484351148144124	0.5396705802159529	0.4611766879664463	0.7747573438286086	0.6974127684751136
VogtmannE_2016__MMRS84085284ST-27-0-0__bin.2	0.6640791606622255	0.6781848509443171	0.7049791021064562	0.6804898471565877	0.40640983985152274	0.49823423992085	0.7919621235930103	0.5340352637824367	0.4881640660842414	0.5592244396975312	0.5660596400039185	0.6541291125897564	0.6116409401015706	0.6382818203618932	1.0	0.7375682023999444	0.6085735220652412	0.73544095685712	0.6982352151115552	0.7419038116215249	0.5100681791283479	0.7772943688499265	0.5866184331433631	0.573274721416828	0.6358801916161082	0.6125833289375873	0.7372029491539999	0.6056678970322731	0.6700100932237987	0.4439471464368526	0.5643255736226871	0.49965535873941525	0.8193476949372974	0.7187563304282993
LiJ_2017__nHF611623__bin.25	0.7577901857134488	0.7622894894570101	0.7920027399606131	0.7614062126804295	0.45725030531633476	0.5620948080450291	0.9075335397316822	0.6010937309881433	0.5452769478280854	0.6643345455856441	0.6121914727738947	0.7360877147917315	0.6939270215095922	0.7381638658681123	0.7498528623124726	1.0	0.676909072063668	0.8800879671565247	0.803914358204785	0.8195916196862565	0.5591119463184032	0.7838013348294961	0.6740194951802831	0.6454693759829834	0.6983411521354117	0.6774624720032808	0.811181562949243	0.6858378285812142	0.7556383251990753	0.49871699541687503	0.6327019706986449	0.5292333067448998	0.850177331332441	0.8043794304667397
Bengtsson-PalmeJ_2015__TRAVELRES10__bin.84	0.7531085044308827	0.761025284506722	0.7955202556980594	0.7563511869431336	0.49412841088334547	0.5921429032092336	0.8176801347574247	0.6132528592775262	0.5766744386109317	0.6564040930053595	0.6345021856543682	0.7712627168574674	0.726958262145166	0.6646930737875603	0.7503713808810171	0.8209556102834518	1.0	0.8098535354694703	0.7854582659710174	0.8101049485750889	0.6048862683627213	0.7806464377495685	0.6927392988197795	0.6705668491051333	0.7200176207794025	0.7037287842864623	0.8129617666252381	0.697370218915229	0.7593413632493067	0.4813998025860571	0.6769385316818772	0.5625953046962875	0.8189842036052638	0.799923810897993
HeQ_2017__SZAXPI029571-86__bin.34	0.7575432359066209	0.7521717966585956	0.7668548629695204	0.7514843311045086	0.4486736339974513	0.5520920542302151	0.9274352841472141	0.5919842767956238	0.5363295150238937	0.6468058553470561	0.5993103889097234	0.7300656221183326	0.6815773982066	0.7040782620084096	0.741609947778543	0.8729310661571614	0.6623247867985158	1.0	0.7767971882748236	0.8139905051083876	0.5536073391641259	0.7755930060884059	0.6555439984659416	0.6331673969684468	0.6874141506157465	0.662147333076167	0.8109907773232916	0.6878843806306357	0.7519885321090665	0.4862808605209272	0.6125541580267861	0.5172869873677087	0.8424908244803891	0.7937858120161648
LiJ_2017__H1M5XX814__bin.21	0.7490265200440533	0.7588552779621265	0.7873662877409318	0.7571811540940867	0.46334315733386616	0.5682373174056076	0.8509868006346352	0.6068320809516673	0.5508443169465198	0.6544087878420263	0.6156227774090804	0.7438918741481307	0.6852199933872345	0.6885154341470842	0.7493818967219237	0.848667099588724	0.6836933484618184	0.8267636221779785	1.0	0.8195300179115554	0.5731117343285783	0.7811055687572996	0.6643469656207556	0.6555881436444901	0.7078589625569993	0.6900791866774183	0.7999890580139343	0.6912613969110297	0.7623471987326326	0.49342267702825177	0.6501732877575828	0.5430988180276356	0.8468321760993723	0.8010080899336107
ZellerG_2014__CCMD25963797ST-21-0__bin.52	0.7358078808383	0.7359214168940754	0.7678138295891116	0.7365371143981221	0.4443401827436863	0.5402085922112471	0.8403090693768127	0.588392307012265	0.5310458286269721	0.6313062435406736	0.5972871614056392	0.724327725190689	0.6889336451311656	0.6774481043741897	0.7510935137703978	0.8161501224888	0.6651574897671703	0.8172181691794933	0.7730539897602146	1.0	0.5525270298833181	0.783083307193115	0.6464873155992706	0.629539927669006	0.6881469704047851	0.6540731396578751	0.8092818642530607	0.673773664750914	0.7382536180081648	0.4797979865973603	0.6215232948612145	0.5255768013078636	0.843984406518316	0.7782788921214504
RaymondF_2016__P25C0__bin.19	0.7958381102562087	0.8215679619888002	0.8437839299485816	0.8102958036198384	0.5737777630618661	0.6095008684687221	0.8601682580545472	0.6506127567639158	0.6016591270613199	0.694706686588332	0.6917025711916714	0.808797539867474	0.7407769173568199	0.7142165363618679	0.7937610972919504	0.8558279838695213	0.7634350524737218	0.8543497245595228	0.8309969524266768	0.8493148133585527	1.0	0.8260289526363785	0.7139371639771039	0.7116897683485574	0.7528292489780489	0.7401298771175392	0.8570986108639298	0.738833037405548	0.7896353535060889	0.519497433223102	0.7218430575617483	0.6035064338425499	0.8611070872290261	0.8631378830333357
NielsenHB_2014__V1_UC35_4__bin.23	0.7169648691043453	0.7247459834305839	0.7517456168908783	0.7247250383045376	0.442503124694076	0.5381872904064493	0.8308922396031354	0.5738627593382252	0.5188071295387747	0.614339215422898	0.5990301495982862	0.7064982253558963	0.6547432742240628	0.6677451888817807	0.7984427754113327	0.7919365818009622	0.6503534490020331	0.7900679122945613	0.7475952946319008	0.794547437295529	0.5452453425552598	1.0	0.6235837565994221	0.6150467964202048	0.6771085708821768	0.6482949073747334	0.7873951320795095	0.6497674408015609	0.7138326621027541	0.47186728075347817	0.6013618885218432	0.5309648645510571	0.854839803935407	0.7671694255799182
CosteaPI_2017__SID713B003-11-90-0__bin.69	0.7408406698019561	0.7395420741729183	0.772678502655232	0.7359750044751102	0.4639506815728521	0.5899795501022495	0.8086084848090349	0.6067663666986705	0.5289027029665913	0.6237576822725966	0.5948571490564297	0.7444234701903414	0.6850281796336377	0.6554837729790131	0.7178581308684968	0.8113000602105742	0.6875266472474003	0.7955308565632239	0.7574891648088179	0.7814415821820095	0.5614115311386308	0.7428813200761583	1.0	0.6499932195299236	0.6967377802368283	0.6832386779710663	0.7789398599426101	0.6680992443844147	0.7169500903158614	0.4857843376565611	0.6305397796618444	0.5218396228973763	0.7995861201065347	0.7754351705695052
RaymondF_2016__P6C90__bin.5	0.8494868589290008	0.8300389761032673	0.8797049261172027	0.822806736741667	0.5227284384654032	0.632849062305529	0.8925311354609617	0.6738768646824099	0.6027477936509801	0.7206877394292692	0.6733855692630755	0.8883245343044709	0.7689385114428574	0.7197811603347236	0.7992295004668852	0.885136984904562	0.7582066419432805	0.8753858522986755	0.8516053000579049	0.8669330991594831	0.6375846557625863	0.8347541761655598	0.7405162989572796	1.0	0.7704426788021785	0.7770031720998584	0.8669300092511855	0.7572073655998037	0.8017663151792981	0.5443664482925475	0.7197032946456215	0.5903214184409434	0.8868271647434048	0.871553748027866
Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82	0.7627301134415462	0.7716093213323996	0.8025191593586711	0.7692205098686964	0.48181258089372	0.5874559319901488	0.850015686024643	0.6620857715067276	0.5699993574399543	0.6577876387646215	0.6421880087496159	0.7674585994242877	0.7154895308609711	0.6876866596435034	0.7745958756284534	0.8367460111330277	0.7113442086171081	0.8304062653384212	0.8034246830532078	0.8280082744454949	0.5892977574654408	0.8029711112563022	0.6935636542119811	0.6731804616388953	1.0	0.7169301612825715	0.8246070259351274	0.716033277050833	0.7639893151443844	0.5068184260302694	0.6631883829463484	0.5565115361126846	0.8541253704844634	0.8160409985707089
CosteaPI_2017__SID713B053-11-90-0__bin.18	0.6847825523355926	0.6652888374147341	0.7206051701357513	0.6626420665459003	0.4312186034760139	0.5023189295261313	0.7063555025730006	0.5346057631255559	0.48545690147271703	0.5621703615399446	0.5637890634390674	0.6749204436770458	0.6262486135681535	0.5681634238420554	0.6514256973875924	0.708616217281269	0.6069344925388401	0.6982751915786021	0.6837497696154475	0.6870361964182096	0.5057618528433107	0.6711414299539041	0.593730334822407	0.5926711550998301	0.6258592577822841	1.0	0.6939597530560423	0.5978539237022927	0.644920250413278	0.4528325633421999	0.6009282317355134	0.4910012147334869	0.7070290975100556	0.7005901144168644
XieH_2016__YSZC12003_37648__bin.37	0.7506297298335538	0.7649630576790454	0.7890377618386466	0.7650632107898284	0.4509268049968628	0.5537159090701218	0.8544231089354867	0.5935690727193902	0.5448297214188632	0.6298272427437013	0.6138635685971064	0.7470845841039179	0.6884428797998035	0.6712723378022657	0.7605723270095104	0.8231853994142643	0.6802371845177011	0.8297392543486571	0.7690172007251268	0.8247206231261308	0.5682280490905732	0.7908386885521793	0.6567112645267743	0.6415474433060222	0.698394166058431	0.673268082895678	1.0	0.6798791028476411	0.7581398411818615	0.48285095204906864	0.6318133841141618	0.5381715974924222	0.8778456745746466	0.8086631983507206
RaymondF_2016__P38C7__bin.46	0.7941262940251794	0.8007941880390296	0.8156169543851699	0.7991995808137312	0.4977106198575333	0.6015220993301517	0.8694993839661252	0.6369688301021058	0.5652755158398595	0.6926769858241401	0.6328381459504624	0.7994833812470791	0.7167824621528613	0.6925376347131548	0.7740036537181539	0.8620967810459831	0.7227841898800503	0.8717584580742922	0.8230937646042512	0.8505034483735289	0.6067268066786569	0.8083661648704913	0.6976964581592624	0.6940880574398481	0.7511761290413946	0.718462039567785	0.8421446475861385	1.0	0.8109600215257814	0.5108266183280699	0.6759497542945351	0.5593763188081514	0.8541118490929431	0.8547219350544517
CosteaPI_2017__pluto4-11-30-0__bin.14	0.8053372746108127	0.8290273619906943	0.818788874201043	0.8290378366827906	0.4862650599885617	0.5951526267385371	0.8827902903794144	0.6363951556643992	0.5795039604810817	0.6988918823231192	0.6476250730609774	0.7932761903963832	0.7272421602167005	0.7140911842896378	0.7916363773486879	0.8781819495915918	0.7276428171893888	0.8811054361557041	0.8392585174958782	0.8615957983915062	0.599527905627214	0.821074452016483	0.6922299781497923	0.6794906576221192	0.7410231888733632	0.7165569268091365	0.8682409430574788	0.7497826501389991	1.0	0.5173900838184862	0.6834218095659078	0.5592233853785867	0.8841645699824654	0.877800147064677
VatanenT_2016__G80439__bin.13	0.7809491085672213	0.7178486404992724	0.8228585453079256	0.7191227670353944	0.4343046473712813	0.5090608838946058	0.8058103535929035	0.5759584874568309	0.5034055011131953	0.5969033886717038	0.594923128166471	0.7341942043721403	0.661662254790246	0.6569156601160528	0.7022989674456112	0.7760166891643147	0.6176372210437739	0.7628694143014919	0.7272913416194801	0.7497263467910174	0.5280956471433831	0.7266953000368144	0.6279880090458075	0.617694020300475	0.6581778658205213	0.6736412881510441	0.7403727012955139	0.6323475273039637	0.6927307469803481	1.0	0.6069126799081395	0.5014799361884894	0.7959286853776976	0.7538951317427204
RaymondF_2016__P14E90__bin.92	0.7785852558107004	0.7926972532311963	0.8353811703314354	0.787642563239933	0.5256433053215311	0.5893781569585561	0.838247549411847	0.6220007041477146	0.5752762357258946	0.6656205212826868	0.6745231295928154	0.7951345052532501	0.7435959899143287	0.6682338102333764	0.7545885181246911	0.8321579756583011	0.7341190388976414	0.8122640245716731	0.8100431142295925	0.8209022811303823	0.6202427057290834	0.7828131056826142	0.6889854227197884	0.6902799164980388	0.7279767133371978	0.755619845585385	0.8188716329232918	0.7072719254883691	0.7734369165442706	0.5129982823063327	1.0	0.5852433636448773	0.8361718547179675	0.8326131822616419
LeChatelierE_2013__MH0220__bin.39	0.6562527114967462	0.6756387081224392	0.6952940467582549	0.6536960713424922	0.42293142926006266	0.5051253314051579	0.7039027476500362	0.5372987466859485	0.5041714871053267	0.5706067727163172	0.5673975656784768	0.6646065316943842	0.6481387081224392	0.5805187997107737	0.6792040250662811	0.7076247288503255	0.6202440347071584	0.6973222463244155	0.6878711737768136	0.7056989636056881	0.5271691973969631	0.7026470233791275	0.579674017835623	0.5755850807423476	0.6210177151120753	0.6276428054953	0.7090829115449505	0.5950114485418172	0.6433845504940949	0.43091588334538444	0.5949572186068932	1.0	0.7170390455531453	0.6973047722342733
LeChatelierE_2013__MH0244__bin.23	0.5975404117370566	0.606667523837427	0.6368325573127557	0.6110102881569213	0.3507465465503444	0.43550914186667905	0.726873778795141	0.46816805043536547	0.4291499184633879	0.4929652276736877	0.486923930310612	0.5828174500294038	0.5382789978409134	0.5685852537120061	0.6493500608099421	0.6627447591385294	0.5264085880079	0.6621373623169466	0.6253260937534032	0.6606914136080776	0.43853699218780196	0.6595338817821002	0.5178368804043035	0.5041281203299124	0.5556897519614807	0.5269242956620835	0.674334480677474	0.529684104470848	0.5930609919151936	0.3987438935365812	0.4955936504724626	0.418045692822319	1.0	0.6431454091831093
RaymondF_2016__P23C90__bin.54	0.7355336254028279	0.9090517776363497	0.7701308326973472	0.9325383726324369	0.4438074313112934	0.5377982643079282	0.808409717692563	0.5640713149553137	0.5155585543000147	0.6103609848674904	0.5940145999536984	0.721597385986826	0.6572919224915518	0.6412421844122211	0.7136653841312429	0.7855974000709487	0.6441668405175563	0.781607192057259	0.7410515206011103	0.7633114765354114	0.550720887018048	0.7415594292761377	0.6291808938312423	0.6207238182760858	0.6651583451507925	0.6541498427419674	0.778264413559137	0.664093673500107	0.7376735317962274	0.47318735140150225	0.6182665789930029	0.5093377733530159	0.8057707052008264	1.0
