	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.15	RaymondF_2016__P23C7__bin.9	ZellerG_2014__CCIS91228662ST-4-0__bin.28	RaymondF_2016__P23C0__bin.29	RaymondF_2016__P25C7__bin.10	CosteaPI_2017__SID713B061-11-90-0__bin.11	WenC_2017__N244__bin.3	ZellerG_2014__CCIS48174381ST-4-0__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.39	QinJ_2012__T2D-043__bin.16	ZeeviD_2015__PNP_Main_62__bin.42	RaymondF_2016__P6C7__bin.13	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.65	LouisS_2016__AS68_0__bin.29	VogtmannE_2016__MMRS84085284ST-27-0-0__bin.2	LiJ_2017__nHF611623__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.84	HeQ_2017__SZAXPI029571-86__bin.34	LiJ_2017__H1M5XX814__bin.21	ZellerG_2014__CCMD25963797ST-21-0__bin.52	RaymondF_2016__P25C0__bin.19	NielsenHB_2014__V1_UC35_4__bin.23	CosteaPI_2017__SID713B003-11-90-0__bin.69	RaymondF_2016__P6C90__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82	CosteaPI_2017__SID713B053-11-90-0__bin.18	XieH_2016__YSZC12003_37648__bin.37	RaymondF_2016__P38C7__bin.46	CosteaPI_2017__pluto4-11-30-0__bin.14	VatanenT_2016__G80439__bin.13	RaymondF_2016__P14E90__bin.92	LeChatelierE_2013__MH0220__bin.39	LeChatelierE_2013__MH0244__bin.23	RaymondF_2016__P23C90__bin.54
ZeeviD_2015__PNP_Main_62__bin.42	0.9645936037755481	0.955920690602654	0.964670774727204	0.9558954257568257	0.9844844383513695	0.9610528398573367	0.95533742858668	0.9603833678441329	0.9685680877685643	0.9550741303025325	1.0	0.9630681189722997	0.9634330583766743	0.9559429150627946	0.96015581884593	0.9563332856970884	0.9678245493811259	0.9561857802221626	0.9555348963598382	0.957442293415896	0.9866090228227117	0.9598568531029753	0.9560206959379645	0.9632811139429397	0.9605959791518758	0.9598678714250288	0.9604990021531167	0.9552166191694006	0.9556818752680859	0.9627389102413528	0.9765779666063967	0.961846977288165	0.9591893085164542	0.9559358288770053
RaymondF_2016__P6C7__bin.13	0.9694972417814056	0.9561479283953116	0.9685230346577723	0.956128080304357	0.9605388334804813	0.9612236943034547	0.9550632738293018	0.9595791466639082	0.9661817122263273	0.954877838794949	0.9630681189722997	1.0	0.9625873824976835	0.9560192393441664	0.9600126727046336	0.9557442276860423	0.9641458462009369	0.9555156832094651	0.9544690425381261	0.9556483007169428	0.9626735897296951	0.9600474695782001	0.9550136289650825	0.9994889430925965	0.9596494426326913	0.9627121926161306	0.9608844107604486	0.9554501727983861	0.9553403777707276	0.9683304370183277	0.9611618417800195	0.9623650331772989	0.9610373435811049	0.9563210854895337
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.65	0.9632306752777519	0.9561753657937835	0.9635371387476372	0.9561846130654754	0.9608991316945837	0.9605549673461753	0.9565976979994519	0.9600133057164307	0.9651694818142231	0.9546459372003253	0.9634330583766743	0.9625873824976835	1.0	0.9570368031537458	0.963683169174274	0.9567840326286736	0.9643615065989288	0.9573548893423325	0.9551012640265033	0.9577699488485464	0.9635871432942504	0.9644750027164399	0.9559744714158432	0.9618982019402255	0.9610109209165505	0.9600489361871253	0.9614938751578395	0.9555625367203394	0.9559579303332156	0.9632072746352424	0.962952700332586	0.9664116883910314	0.961186833646567	0.9562480750600133
LouisS_2016__AS68_0__bin.29	0.9560025836375685	0.9586621754959002	0.955985516858593	0.958259992532573	0.9530971241595231	0.9598955497040161	0.9645223138870215	0.9552497770711279	0.9587358586187245	0.9836999792549663	0.9559429150627946	0.9560192393441664	0.9570368031537458	1.0	0.9538807231756984	0.9919366950320594	0.9580846201295606	0.966914743681034	0.9614613221441778	0.9557014034145872	0.9554968217288908	0.9544863746801863	0.9539373864223045	0.9558805667351669	0.9559686631392557	0.9526523863494457	0.9574238819969565	0.9609203677824116	0.9600857377843374	0.9553719665664531	0.9544841132097835	0.9562058212264554	0.9542271415752542	0.9583890003874492
VogtmannE_2016__MMRS84085284ST-27-0-0__bin.2	0.9605629468149905	0.9533668037345441	0.9601351086211737	0.9529119367557528	0.9559990282019546	0.9580316047867444	0.953428976387365	0.9598834531892619	0.963647198003549	0.9543308980715086	0.96015581884593	0.9600126727046336	0.963683169174274	0.9538807231756984	1.0	0.9558806041829553	0.9630451892037492	0.955364587412072	0.9535108114603114	0.9571528894521215	0.9584070442665388	0.9834227930846705	0.9538895676336075	0.9602630813003784	0.9597956933419688	0.9561099703336359	0.960909170747716	0.9537240361675366	0.9540087983387928	0.9595561746941779	0.9599231820776277	0.9829047829984339	0.9591330549647387	0.9532961929107101
LiJ_2017__nHF611623__bin.25	0.9563181888495591	0.9593185349863321	0.9558670840120636	0.9593260969916585	0.9530394809883914	0.9592466267010694	0.9676845210436711	0.9553363720749009	0.9586648454299265	0.9827910809358538	0.9563332856970884	0.9557442276860423	0.9567840326286736	0.9919366950320594	0.9558806041829553	1.0	0.9577695055404011	0.9682104266389694	0.9618488869334446	0.9564670899909438	0.9550765493074843	0.9563957196903045	0.9534280946048802	0.9558079072368447	0.9561183824495741	0.9518736758390732	0.9575318083212845	0.9606615574665084	0.9604489127732673	0.9563709930406181	0.9551980068348366	0.9552672228878765	0.9562911221727715	0.9595478702529978
Bengtsson-PalmeJ_2015__TRAVELRES10__bin.84	0.9645276832606868	0.9571658756826018	0.9644611188711101	0.9571316427417876	0.966902772415519	0.9658077600231776	0.9572858212345553	0.9636382218206739	0.9677566403215347	0.956913991320013	0.9678245493811259	0.9641458462009369	0.9643615065989288	0.9580846201295606	0.9630451892037492	0.9577695055404011	1.0	0.9577263875270738	0.9577071326896728	0.9606563922020533	0.9685076510297342	0.9633606022774256	0.9621998240298678	0.9641705586085983	0.9641587343873275	0.9598957191783375	0.9626777139994654	0.9569354342755574	0.9573651450137713	0.9633798472674613	0.9705823810874645	0.9639600240485016	0.9627001019582799	0.9572353468635483
HeQ_2017__SZAXPI029571-86__bin.34	0.9554967711818253	0.9604284929918143	0.9555235242549845	0.9602039405974749	0.953082406068438	0.9594647501328337	0.9867706800565754	0.9554814385150812	0.9588062926462468	0.9641205500480716	0.9561857802221626	0.9555156832094651	0.9573548893423325	0.966914743681034	0.955364587412072	0.9682104266389694	0.9577263875270738	1.0	0.962917343342315	0.9557288509549353	0.9553758074394738	0.956242811614282	0.9530916331657965	0.9556611761213565	0.9559360109002258	0.9521825486099952	0.9574805717596819	0.960960550298884	0.9605014804165948	0.956393427058352	0.9550527108801082	0.9547520794111484	0.9556128132080628	0.9603349323954188
LiJ_2017__H1M5XX814__bin.21	0.9543434157305277	0.9604936175234944	0.954421285790654	0.960306580635196	0.9534225789872984	0.9602253542866515	0.9623986768948348	0.9544489290155743	0.9586779049164583	0.959987382214226	0.9555348963598382	0.9544690425381261	0.9551012640265033	0.9614613221441778	0.9535108114603114	0.9618488869334446	0.9577071326896728	0.962917343342315	1.0	0.9552811557104823	0.9545587808809011	0.954865079101989	0.9526341389206672	0.9543994154659131	0.9545057395463532	0.9513710027041615	0.9553219604866675	0.9606637906811457	0.961237380553906	0.9539240059267762	0.9544661869639399	0.9538854258928123	0.9546911906360686	0.9605267361435968
ZellerG_2014__CCMD25963797ST-21-0__bin.52	0.9561198903726165	0.9541503632095095	0.9562610731990856	0.9540332977980114	0.9528783064098592	0.9594755728001811	0.9555037793722256	0.958389159706187	0.9612632122769793	0.9551349685170777	0.957442293415896	0.9556483007169428	0.9577699488485464	0.9557014034145872	0.9571528894521215	0.9564670899909438	0.9606563922020533	0.9557288509549353	0.9552811557104823	1.0	0.9559203048428271	0.9579915850313695	0.9548811180097052	0.9564876481593603	0.9591830351948898	0.9524641939229815	0.9588840136459539	0.9548143428037963	0.9546269318414592	0.9573786404289537	0.9560448359792304	0.9571004671999791	0.9577759229259851	0.9540420335178935
RaymondF_2016__P25C0__bin.19	0.9639279695676186	0.9546569432933252	0.9643246814267289	0.954790297239104	0.9959088133523305	0.9596276091416482	0.9547715723214579	0.9590512989984239	0.9681208258549748	0.9544750629302763	0.9866090228227117	0.9626735897296951	0.9635871432942504	0.9554968217288908	0.9584070442665388	0.9550765493074843	0.9685076510297342	0.9553758074394738	0.9545587808809011	0.9559203048428271	1.0	0.9601030116970551	0.9557192880070032	0.9630587624708764	0.9595411196111755	0.9598559343868086	0.9595889231358551	0.9546359206643332	0.955028320044451	0.9626620512990948	0.9766578001773298	0.9610215570506659	0.9591072811535767	0.955065939417254
NielsenHB_2014__V1_UC35_4__bin.23	0.9607179290685982	0.9541066740196372	0.9604330629646931	0.9538744038479748	0.9571898666104598	0.9583599212214726	0.9547532619193867	0.9612444132586909	0.9650104808486312	0.9541813383083134	0.9598568531029753	0.9600474695782001	0.9644750027164399	0.9544863746801863	0.9834227930846705	0.9563957196903045	0.9633606022774256	0.956242811614282	0.954865079101989	0.9579915850313695	0.9601030116970551	1.0	0.9550449829113055	0.9605558925448874	0.9610357717104141	0.9562062962893316	0.961610408791287	0.9542012755412491	0.9544808355580991	0.9592998176415592	0.9606417079626514	0.9797260057601634	0.9603793612346633	0.9541685968610226
CosteaPI_2017__SID713B003-11-90-0__bin.69	0.9561943275053192	0.952119832757071	0.9562161001020353	0.9519997866969033	0.954022578238023	0.9654927839590668	0.9525274315202417	0.9546181883972011	0.9591283870320422	0.9531101842703782	0.9560206959379645	0.9550136289650825	0.9559744714158432	0.9539373864223045	0.9538895676336075	0.9534280946048802	0.9621998240298678	0.9530916331657965	0.9526341389206672	0.9548811180097052	0.9557192880070032	0.9550449829113055	1.0	0.9564571204165915	0.9553474472142638	0.9556880148531115	0.9556507213970079	0.9528377935114929	0.9524193496086107	0.9567559367374759	0.9551323556478755	0.9547366310850347	0.9546773693185608	0.9519844969500013
RaymondF_2016__P6C90__bin.5	0.9689428516044901	0.9557077628819839	0.9681792614971513	0.9557164237493136	0.9601452935667868	0.9610749164268808	0.9557409919597657	0.9600493033697973	0.9666740669234292	0.9550005036248708	0.9632811139429397	0.9994889430925965	0.9618982019402255	0.9558805667351669	0.9602630813003784	0.9558079072368447	0.9641705586085983	0.9556611761213565	0.9543994154659131	0.9564876481593603	0.9630587624708764	0.9605558925448874	0.9564571204165915	1.0	0.9597954009874273	0.9628623875131239	0.9614051126780737	0.9553493877080023	0.9556456157176099	0.9677595844539366	0.9614139336142334	0.962219012277033	0.9619700087815146	0.9560371101482128
Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82	0.9617695921563287	0.9554443132477598	0.961405081690119	0.9554377088343906	0.958431838419078	0.9594211103703468	0.9561775517691278	0.995013413876099	0.9678700020079529	0.9550188228395284	0.9605959791518758	0.9596494426326913	0.9610109209165505	0.9559686631392557	0.9597956933419688	0.9561183824495741	0.9641587343873275	0.9559360109002258	0.9545057395463532	0.9591830351948898	0.9595411196111755	0.9610357717104141	0.9553474472142638	0.9597954009874273	1.0	0.9564910127099322	0.9593173726119851	0.95442741696344	0.9543293713585783	0.9609059396108509	0.9597150398747263	0.9603957351403636	0.9600814770260158	0.9555653068463545
CosteaPI_2017__SID713B053-11-90-0__bin.18	0.9725858649966994	0.9525165397098135	0.9722791092884636	0.9523314019303191	0.9577166642762398	0.957824638292097	0.9510149554003496	0.9567306151164889	0.961058376041896	0.9509403211428334	0.9598678714250288	0.9627121926161306	0.9600489361871253	0.9526523863494457	0.9561099703336359	0.9518736758390732	0.9598957191783375	0.9521825486099952	0.9513710027041615	0.9524641939229815	0.9598559343868086	0.9562062962893316	0.9556880148531115	0.9628623875131239	0.9564910127099322	1.0	0.9571898648090728	0.9516020482809071	0.9510505454661731	0.9698161245838222	0.9591386086768104	0.9612992595778218	0.9576439566613675	0.9525576285992439
XieH_2016__YSZC12003_37648__bin.37	0.960515297228118	0.9546308534850965	0.9599928557677435	0.9544513433932597	0.9572284817266266	0.959846523998462	0.9567225169496733	0.9586339383840891	0.9662598655423199	0.9559073503250762	0.9604990021531167	0.9608844107604486	0.9614938751578395	0.9574238819969565	0.960909170747716	0.9575318083212845	0.9626777139994654	0.9574805717596819	0.9553219604866675	0.9588840136459539	0.9595889231358551	0.961610408791287	0.9556507213970079	0.9614051126780737	0.9593173726119851	0.9571898648090728	1.0	0.9551754822750855	0.9555497275066934	0.9605981066929904	0.9593106297586024	0.960818365375744	0.9717163228992389	0.9546114644179794
RaymondF_2016__P38C7__bin.46	0.9547025822558611	0.9587100029432788	0.9543495004314968	0.9584154743482272	0.9519135866002892	0.9604220538131274	0.9602277348006851	0.9549066414619419	0.9579310735428652	0.9603083541643598	0.9552166191694006	0.9554501727983861	0.9555625367203394	0.9609203677824116	0.9537240361675366	0.9606615574665084	0.9569354342755574	0.960960550298884	0.9606637906811457	0.9548143428037963	0.9546359206643332	0.9542012755412491	0.9528377935114929	0.9553493877080023	0.95442741696344	0.9516020482809071	0.9551754822750855	1.0	0.9595986813970542	0.9551972730893407	0.9542908142578496	0.9532424381080356	0.9546949131186061	0.958716155940009
CosteaPI_2017__pluto4-11-30-0__bin.14	0.9549817441523218	0.9583474853076775	0.9548007968857452	0.9581698990339217	0.9526319407606839	0.9584271634051755	0.9597398131045463	0.9541522280774906	0.958229592185791	0.9600349642803185	0.9556818752680859	0.9553403777707276	0.9559579303332156	0.9600857377843374	0.9540087983387928	0.9604489127732673	0.9573651450137713	0.9605014804165948	0.961237380553906	0.9546269318414592	0.955028320044451	0.9544808355580991	0.9524193496086107	0.9556456157176099	0.9543293713585783	0.9510505454661731	0.9555497275066934	0.9595986813970542	1.0	0.9551113538912227	0.9545595196555424	0.9547125341220714	0.9547333667376603	0.9581899560535179
VatanenT_2016__G80439__bin.13	0.9890587311680515	0.9563788422624108	0.9889129910821884	0.9562503147023336	0.9601492581275763	0.9603508785854794	0.9549724140280837	0.9603719137751212	0.9644886783479282	0.9554891046299009	0.9627389102413528	0.9683304370183277	0.9632072746352424	0.9553719665664531	0.9595561746941779	0.9563709930406181	0.9633798472674613	0.956393427058352	0.9539240059267762	0.9573786404289537	0.9626620512990948	0.9592998176415592	0.9567559367374759	0.9677595844539366	0.9609059396108509	0.9698161245838222	0.9605981066929904	0.9551972730893407	0.9551113538912227	1.0	0.9608746093511482	0.9648828348462444	0.9597523533952901	0.9562772900031754
RaymondF_2016__P14E90__bin.92	0.9617309864795509	0.9549090784464367	0.961853701547663	0.9548372447945782	0.974959708183911	0.9595228859206766	0.9546389136019807	0.9592543197733782	0.9674655656719304	0.9536255636416131	0.9765779666063967	0.9611618417800195	0.962952700332586	0.9544841132097835	0.9599231820776277	0.9551980068348366	0.9705823810874645	0.9550527108801082	0.9544661869639399	0.9560448359792304	0.9766578001773298	0.9606417079626514	0.9551323556478755	0.9614139336142334	0.9597150398747263	0.9591386086768104	0.9593106297586024	0.9542908142578496	0.9545595196555424	0.9608746093511482	1.0	0.9617104459614904	0.9587486569306456	0.9548500064234895
LeChatelierE_2013__MH0220__bin.39	0.9654556478850017	0.9556085080852036	0.9649714792728197	0.9548879658700128	0.9587538741662603	0.9586358947852319	0.9549546677391746	0.9605658897693438	0.9643876761858	0.9538630294837844	0.961846977288165	0.9623650331772989	0.9664116883910314	0.9562058212264554	0.9829047829984339	0.9552672228878765	0.9639600240485016	0.9547520794111484	0.9538854258928123	0.9571004671999791	0.9610215570506659	0.9797260057601634	0.9547366310850347	0.962219012277033	0.9603957351403636	0.9612992595778218	0.960818365375744	0.9532424381080356	0.9547125341220714	0.9648828348462444	0.9617104459614904	1.0	0.9611198114586673	0.9548778314294861
LeChatelierE_2013__MH0244__bin.23	0.9606200357830248	0.9546570463369021	0.9601474337856204	0.9542962330974961	0.9569645537444672	0.9601372079316656	0.9533933449080474	0.9590763849907163	0.9670273736206323	0.9549020608559851	0.9591893085164542	0.9610373435811049	0.961186833646567	0.9542271415752542	0.9591330549647387	0.9562911221727715	0.9627001019582799	0.9556128132080628	0.9546911906360686	0.9577759229259851	0.9591072811535767	0.9603793612346633	0.9546773693185608	0.9619700087815146	0.9600814770260158	0.9576439566613675	0.9717163228992389	0.9546949131186061	0.9547333667376603	0.9597523533952901	0.9587486569306456	0.9611198114586673	1.0	0.9544086559640083
RaymondF_2016__P23C90__bin.54	0.9558174543075265	0.9995465453970003	0.9556298429079184	0.999795207574111	0.9530649820040529	0.9588579186088485	0.9588135865729547	0.9549749260448723	0.9580626112332495	0.9573242542099326	0.9559358288770053	0.9563210854895337	0.9562480750600133	0.9583890003874492	0.9532961929107101	0.9595478702529978	0.9572353468635483	0.9603349323954188	0.9605267361435968	0.9540420335178935	0.955065939417254	0.9541685968610226	0.9519844969500013	0.9560371101482128	0.9555653068463545	0.9525576285992439	0.9546114644179794	0.958716155940009	0.9581899560535179	0.9562772900031754	0.9548500064234895	0.9548778314294861	0.9544086559640083	1.0
