	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.15	RaymondF_2016__P23C7__bin.9	ZellerG_2014__CCIS91228662ST-4-0__bin.28	RaymondF_2016__P23C0__bin.29	RaymondF_2016__P25C7__bin.10	CosteaPI_2017__SID713B061-11-90-0__bin.11	WenC_2017__N244__bin.3	ZellerG_2014__CCIS48174381ST-4-0__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.39	QinJ_2012__T2D-043__bin.16	ZeeviD_2015__PNP_Main_62__bin.42	RaymondF_2016__P6C7__bin.13	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.65	LouisS_2016__AS68_0__bin.29	VogtmannE_2016__MMRS84085284ST-27-0-0__bin.2	LiJ_2017__nHF611623__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.84	HeQ_2017__SZAXPI029571-86__bin.34	LiJ_2017__H1M5XX814__bin.21	ZellerG_2014__CCMD25963797ST-21-0__bin.52	RaymondF_2016__P25C0__bin.19	NielsenHB_2014__V1_UC35_4__bin.23	CosteaPI_2017__SID713B003-11-90-0__bin.69	RaymondF_2016__P6C90__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82	CosteaPI_2017__SID713B053-11-90-0__bin.18	XieH_2016__YSZC12003_37648__bin.37	RaymondF_2016__P38C7__bin.46	CosteaPI_2017__pluto4-11-30-0__bin.14	VatanenT_2016__G80439__bin.13	RaymondF_2016__P14E90__bin.92	LeChatelierE_2013__MH0220__bin.39	LeChatelierE_2013__MH0244__bin.23	RaymondF_2016__P23C90__bin.54
ZellerG_2014__CCMD25963797ST-21-0__bin.52	0.7695770041469829	0.7712845325747509	0.8029332690710282	0.7720245363533027	0.46631367274780144	0.5630248518309596	0.8794408640946487	0.6139388170799513	0.5524458044837318	0.6609602457763915	0.6238361993334132	0.7579438216415878	0.7193101495399995	0.7088491258396844	0.7847163416080026	0.8532966068874651	0.69239896300744	0.8550732442187485	0.8092423734510519	1.0	0.5780053285657165	0.8174219058171298	0.6770343484713245	0.6581788367894517	0.7174302976125566	0.6867167751093065	0.8439830602409747	0.7056593460592443	0.7733425418703472	0.5011580228929974	0.6500984801875095	0.549134410983469	0.8811919221564491	0.8157700235194651
RaymondF_2016__P25C0__bin.19	0.8256198962804153	0.8605897309609444	0.8749998275479106	0.8486636342691274	0.5761348382192459	0.6351431145399186	0.9009152377286542	0.6783920291264681	0.6214711128954153	0.727841631038065	0.701090862936459	0.8401576074135084	0.7687700303101792	0.7474818545911575	0.8282087470458958	0.896083130184772	0.7882591858329919	0.8942551380375504	0.8705560821092684	0.88847868285233	1.0	0.8603545063110567	0.7470155441415266	0.7389889340943299	0.7845721601624637	0.7710843373493976	0.893193522975447	0.7739422133742804	0.8268187832056498	0.5396467353439868	0.739095164581376	0.627984283406384	0.8978214472455263	0.9037469010359542
NielsenHB_2014__V1_UC35_4__bin.23	0.7462803049792484	0.7596068690906855	0.7827152623946199	0.7597698768107858	0.4622939921637909	0.5615711576507765	0.8702690765703722	0.5969998383582664	0.5376181293725797	0.6438390594727748	0.6240827969939191	0.7358992630502933	0.6788597655511869	0.6995858784317565	0.8119018402114547	0.8280427918031704	0.6750882768763532	0.8262210211659605	0.7829329095739715	0.8293887438160654	0.5679029603203694	1.0	0.652936529438147	0.6403029758015495	0.7045612565254312	0.6779864448608174	0.8188296683157159	0.6809542781558272	0.7478753218605646	0.49188717862322223	0.6260001866848192	0.5419524044777037	0.8901063875804509	0.8040187322279467
CosteaPI_2017__SID713B003-11-90-0__bin.69	0.7747804483789252	0.7767321388857247	0.8080584530764349	0.7730831611093933	0.48630995969688584	0.6110657271647328	0.8489083443176949	0.6356115712790136	0.5514409855006428	0.654444462525698	0.6222220414096868	0.7794898916752101	0.7165758083676426	0.6871350072957858	0.7525589494068444	0.8509294668380769	0.7145362429686525	0.8346845454101642	0.795152235114156	0.8183653100302137	0.5874230416646326	0.7778495603543203	1.0	0.679584275818674	0.7293030219199037	0.714918119043357	0.8150884444516769	0.7011678681659642	0.7527672454475924	0.507741127076858	0.6601595851437189	0.546579659674646	0.8375459037824174	0.8145460068455626
RaymondF_2016__P6C90__bin.5	0.8767151308483467	0.8685070984463323	0.9086178160404556	0.8609318792636872	0.544426392513523	0.6584804696166228	0.9338629848143367	0.7019190184473705	0.6235274269530229	0.7546464496026687	0.6990540554737417	0.8887787508242331	0.7993969734966205	0.753003236369951	0.8323026429221634	0.9260615843442999	0.7863822797467017	0.9160002249453241	0.8922944484853579	0.9063714527080265	0.662041279938894	0.8690323828569416	0.7742284344485224	1.0	0.802715535008352	0.8069721926792657	0.9017322643898574	0.7925973212966986	0.8389786987901773	0.5625017380734174	0.7485883753941951	0.6135000565453218	0.9218865002524456	0.9116317125940336
Bengtsson-PalmeJ_2015__TRAVELRES62__bin.82	0.7930486882325657	0.8075921439204911	0.8347357161331709	0.8050974990375098	0.502709281536874	0.6123024870313564	0.8889726436810159	0.6654038651876626	0.588921400867294	0.6887692923254032	0.6685308107541873	0.7997280729084265	0.744517585896509	0.7193610901274159	0.8070424580999553	0.8751489632374659	0.7377874443767086	0.8686839452322854	0.8417180219733937	0.8632432435351169	0.6141453924394981	0.8355267669456313	0.7259805385301142	0.7013791282458057	1.0	0.749541973480089	0.8595768715101295	0.7502228711418724	0.8005509817399554	0.527438123897456	0.6910263519814338	0.5794606491368367	0.8896384222829025	0.8539876790461169
CosteaPI_2017__SID713B053-11-90-0__bin.18	0.7040844176137769	0.6984538427200603	0.7411505227784919	0.6958103714765305	0.4502569701049234	0.5244372606887826	0.7427385852997922	0.5587840032279763	0.5051273820348601	0.5911731252118242	0.5873611152356427	0.7010614894602897	0.6523090542189717	0.5964016171934989	0.681329258767458	0.7444435488318619	0.632292112999911	0.7333417238091063	0.7186994008351824	0.7213249598270619	0.5269143365419833	0.7018793251606328	0.6212595801085388	0.6155304878307462	0.6543284249050061	1.0	0.724996971415346	0.6282604422534932	0.6781135382212097	0.4669262057655767	0.6265290817189917	0.5107683271795321	0.7383005892659418	0.7354831806313881
XieH_2016__YSZC12003_37648__bin.37	0.7814864916776881	0.8013181795731557	0.8219204519054701	0.8015738215317297	0.47107541574973977	0.5768796315097235	0.8930730632949367	0.6191822018318416	0.563854239266239	0.6588789619930377	0.639109012316546	0.777496830771426	0.7160137964340004	0.7011234526573044	0.7915132357595082	0.8596950955158845	0.7066094650634852	0.8665859953938715	0.8049822285393378	0.8600838176353622	0.5921577827656161	0.8224106990961525	0.6871875360139611	0.6673018843419072	0.7280115903216424	0.7033798702308369	1.0	0.7117844997740839	0.793406998461575	0.5026565726965242	0.6586118870309496	0.5601179337178481	0.903397065468122	0.847112389168464
RaymondF_2016__P38C7__bin.46	0.8318049084446206	0.835283021539943	0.8546313001855183	0.8338759151997508	0.5228527324996813	0.6263101695155283	0.9055137156047753	0.6670482772294053	0.5901004064407404	0.7213068415164346	0.6625074702958379	0.8367609363714896	0.7501157010748729	0.7207024202342345	0.8115593445966041	0.8973990624955744	0.7553113449364848	0.9071740331100505	0.8567969070850976	0.890752694263096	0.6355583249543285	0.8471652528571226	0.7322300426267118	0.726527976434934	0.7870437454859587	0.7550026199141802	0.8816648492487219	1.0	0.8451033095888859	0.5347865123985668	0.7083267953492983	0.5868143259739708	0.8946437624799966	0.8915276223924773
CosteaPI_2017__pluto4-11-30-0__bin.14	0.8433012249104938	0.8650592553331895	0.857549424834657	0.865230516548966	0.5104437917547414	0.6209680291447833	0.9198225168171181	0.6669744480361	0.604765251675427	0.7279858633555467	0.6776575865052447	0.8303597428253596	0.7607470340909329	0.7437785566293279	0.8297998705328057	0.9143453003198971	0.7600473246588917	0.9173389673210556	0.87310224765943	0.9025471308770878	0.6277592957655009	0.8602314697459468	0.7268121741061422	0.7110278605860381	0.7764857827004176	0.7534372702114421	0.9086297845774823	0.7813502297099977	1.0	0.5417065577857338	0.7159551557481968	0.5857505431127852	0.9260853352215712	0.9161024299190725
VatanenT_2016__G80439__bin.13	0.7895882053889172	0.7505902564731869	0.832083866556808	0.7520235611731501	0.4523303472818751	0.53007801132479	0.8438048489735813	0.5997244184211911	0.5219402906579247	0.6247097803411461	0.6179485651175429	0.7582062654488719	0.6869365215714461	0.6876019844678576	0.731899794891573	0.8114180530477009	0.6411149483722806	0.7976522973896885	0.7624206300510141	0.7831032729695142	0.5485784408253422	0.757526778044633	0.65637221043774	0.6382721806356608	0.6849555598408218	0.6946072261276581	0.7707413705450274	0.6620072576828007	0.7252879406763318	1.0	0.6316252651508512	0.5197314306751047	0.8293063127815858	0.788364567080974
RaymondF_2016__P14E90__bin.92	0.80956656981672	0.8301285128850734	0.8685116759308323	0.8248971932482428	0.5391436188687879	0.6142408540813895	0.8780781272041661	0.6484210613663548	0.5946219236509467	0.6979893856251919	0.6907007455193563	0.8272639119554561	0.7722040653268893	0.7000994579010945	0.7860926084642349	0.8711889783101167	0.7563696325036482	0.8504913030644651	0.8486870727251821	0.8586441244563304	0.6350665561842307	0.8148856115594026	0.7213507307607048	0.7179840985901635	0.7585342347372427	0.78781089484846	0.8536042523883529	0.7411492544213719	0.8102553068910456	0.5338868124039058	1.0	0.6085442516533839	0.8721491797390386	0.8719832189982373
LeChatelierE_2013__MH0220__bin.39	0.6797336707640396	0.7070245842371656	0.7205332610267534	0.6845788141720897	0.44112617498192336	0.5269209448059774	0.7371059291395518	0.559356471438901	0.5227892263195951	0.598206194263678	0.5899041937816342	0.6905971318389974	0.6706652205350687	0.6071065316943842	0.6910171125572427	0.7407610267534346	0.6434333574355267	0.7303699686671488	0.7211255724270909	0.7373300795372378	0.5485508556278621	0.7171872740419378	0.6071559411906483	0.5981851048445409	0.6466268980477223	0.652910942395758	0.7379989154013015	0.6241973969631236	0.6739039527597012	0.4465991805254278	0.6186448541817305	1.0	0.7460454326343697	0.7302554832489757
LeChatelierE_2013__MH0244__bin.23	0.6220361740112852	0.6354821620656972	0.6632653849856003	0.6402731845369205	0.3665198937389297	0.45359052671738026	0.7624070198069679	0.4881446960451406	0.44378259620160937	0.5162468989037348	0.5076411152494191	0.6064462051574981	0.5600149513063775	0.5958594436680725	0.6770177061969933	0.6930366117304522	0.5468043339115723	0.6928929302382443	0.6550035235339042	0.689818357084692	0.45723455634738464	0.6867430813321558	0.5424208188510118	0.524058043107258	0.5787943682475847	0.5502298552575833	0.6939622858917421	0.5548202857189027	0.6211797058499094	0.41546539805394134	0.5169171783343767	0.4349568990653326	1.0	0.6738679549521636
RaymondF_2016__P23C90__bin.54	0.7695335778689137	0.9094641783542878	0.8058882195996412	0.9327293885466154	0.4656633489755121	0.5608737789725808	0.8431354426067599	0.5906660997807278	0.53812616028964	0.6375697494170494	0.6213958950063863	0.754555553501621	0.6873654856249521	0.6690834140969745	0.7486292187449111	0.8187162146103407	0.6729451044909867	0.8138902019399119	0.7715053550475295	0.8000815998859186	0.5766312715057952	0.7771786157243948	0.6609150630572581	0.649267493580721	0.6960888391249886	0.6867299395879162	0.8152682453207702	0.6926906043937181	0.7698614738506255	0.49482232439079565	0.6475012565678225	0.5334062186683286	0.8442617322942771	1.0
