	BackhedF_2015__SID590_12M__bin.26	BackhedF_2015__SID130_12M__bin.16	BackhedF_2015__SID9_12M__bin.2	BackhedF_2015__SID635_4M__bin.8	BackhedF_2015__SID180_12M__bin.16	BackhedF_2015__SID229_12M__bin.22	GeversD_2014__SKSTL0001__bin.7	BackhedF_2015__SID157_12M__bin.15	BackhedF_2015__SID608_12M__bin.6	BackhedF_2015__SID281_12M__bin.16	BackhedF_2015__SID608_4M__bin.8	BackhedF_2015__SID332_12M__bin.35	KosticAD_2015__PRJNA231909.3105747__bin.1	BackhedF_2015__SID560_12M__bin.12	BackhedF_2015__SID12_12M__bin.11	WenC_2017__N209__bin.11	BackhedF_2015__SID343_12M__bin.16	BackhedF_2015__SID591_12M__bin.12	BackhedF_2015__SID282_12M__bin.23	BackhedF_2015__SID258_12M__bin.21	BackhedF_2015__SID526_12M__bin.21	BackhedF_2015__SID272_12M__bin.5	KosticAD_2015__PRJNA231909.3112118__bin.9	BackhedF_2015__SID70_4M__bin.11	NielsenHB_2014__V1_CD21_0__bin.18	BackhedF_2015__SID521_12M__bin.10	BackhedF_2015__SID275_12M__bin.13	BackhedF_2015__SID195_12M__bin.8	BackhedF_2015__SID265_12M__bin.15
BackhedF_2015__SID608_4M__bin.8	0.8764682317748739	0.8945621997258946	0.8344693860789587	0.7285510913649004	0.8187371041717533	0.8113671016631253	0.6431443220921845	0.8464107903407209	0.871093398620981	0.8125214057479426	1.0	0.843850481304576	0.7835006590037116	0.7939159347041579	0.504696553793308	0.7442235908243441	0.858356943675436	0.8815419178320985	0.8366933490071364	0.7373463744739004	0.8379247556881323	0.5785457556417589	0.8517219300455966	0.8178448371710499	0.8147721869704434	0.7773777071811011	0.8429850325981955	0.8742177299096056	0.7514877169418428
BackhedF_2015__SID332_12M__bin.35	0.9394800557512363	0.9457649931603287	0.9099702828076447	0.8038762229506671	0.8938180615137481	0.8972650361303939	0.7089146407734871	0.911261323258307	0.9068725611257253	0.8910737928481012	0.97593288657389	1.0	0.8320565085432889	0.8537492835630133	0.5513915516328948	0.817570104207254	0.9150940592108111	0.9335114167908921	0.9067106964445987	0.8148859290160372	0.9035428657091774	0.6343493007510392	0.9269331198399575	0.9234405904926954	0.8835388465542209	0.8494051069114603	0.9164720090411601	0.9552022533114412	0.8118424853110225
KosticAD_2015__PRJNA231909.3105747__bin.1	0.8928792165178459	0.9074661614968837	0.8683342629395321	0.7688084458491827	0.8526887393702463	0.840905017696017	0.6936131866732995	0.8731367258097205	0.8655471193095119	0.8488255975022905	0.939540422794949	0.8627291563028138	1.0	0.8299014952422588	0.538913985464644	0.7877338880821135	0.8839147978232141	0.9028459349409658	0.8688350778105512	0.7833438018716071	0.8583317002413626	0.6189053426394452	0.8824562373226001	0.8509548144388779	0.8420175301954518	0.7987632050141786	0.8687456346195398	0.8814941367810836	0.794488691466215
BackhedF_2015__SID560_12M__bin.12	0.9259604948846315	0.9334716140942633	0.942307462106904	0.8114768598075153	0.9054112378500024	0.8785818219543209	0.720326274319946	0.9319004937141884	0.9120498449162867	0.9032489106898699	0.9449791980336556	0.8786656150412581	0.8237552071418311	1.0	0.5873739113548944	0.826239406159723	0.919938365529386	0.9240631799875507	0.926207218973947	0.822652264009406	0.897332852742295	0.6431934077451413	0.8961663997701675	0.8702141511893298	0.8802922649670414	0.8466516681474546	0.9275302852157074	0.9023128887068199	0.8234080643530909
BackhedF_2015__SID12_12M__bin.11	0.8484021287876704	0.8529131402653302	0.929851210603343	0.8026019886010647	0.8832908568550587	0.8066814377948021	0.7253262563442028	0.9267885411202977	0.8354799209719351	0.9077604383534619	0.8567862932024671	0.8093713512831627	0.7629314555789622	0.8377396949091774	1.0	0.7817290756315274	0.8360082290865392	0.836861394524755	0.8694263256787146	0.7801014693035913	0.8219155864172647	0.6394173814318194	0.8244475765643658	0.7894189464379039	0.8154525855323249	0.786827675757297	0.9236267545852307	0.8263075625836448	0.7825220120477014
WenC_2017__N209__bin.11	0.9133225936311679	0.9176272209328902	0.9215406754135627	0.8121773169480372	0.9028848736611911	0.8724534925552873	0.7158037962752614	0.9201689811346291	0.8927240474268563	0.8942811431222979	0.9197764272974411	0.8736739655671246	0.8118621000145696	0.8579006897485101	0.569105702284684	1.0	0.899797612084996	0.9029490909116019	0.9062435049084767	0.8020102761410818	0.8911403671707605	0.633350573018121	0.8926418769666533	0.863478613929343	0.8541046216395561	0.8294824849175775	0.9194318637710441	0.8948449429605809	0.7939506659605071
BackhedF_2015__SID343_12M__bin.16	0.9558671437970132	0.9708370499516694	0.9261531190413852	0.8101015055373759	0.9070163482307408	0.9230992467051121	0.7186371361208741	0.9281571430348207	0.9345193770687227	0.9033689862936113	0.9798841786387752	0.9032710812385532	0.8414748136854047	0.8823031350984519	0.5621797555945404	0.8311373792889669	1.0	0.9681256858536125	0.9219884867482159	0.8108774110714353	0.9117030345145616	0.6432062342877535	0.9187828137402569	0.8890005424641649	0.8718993676353952	0.8459184913309379	0.9238148784430609	0.9317837758886318	0.8244093566617374
BackhedF_2015__SID591_12M__bin.12	0.9538420610612831	0.9651991556786096	0.9063782649544321	0.7940951082690165	0.8875919271112396	0.8853322210287862	0.7029981757873147	0.910890200837842	0.9120888979711864	0.8880289780670823	0.9830089042512629	0.9000770056994186	0.8395605566340784	0.8657019979116254	0.5497001388096265	0.8147022321684456	0.9456695508499285	1.0	0.9041453488806761	0.8082411673964348	0.9069025391944058	0.633397110167992	0.921975968739175	0.8982696146475306	0.8631846716292562	0.8235999416850043	0.908476296449514	0.9358737530185487	0.828605935170671
BackhedF_2015__SID282_12M__bin.23	0.8179914506760535	0.8242185601767732	0.8402791237529443	0.7163569356711689	0.7989009767543961	0.7812412550403085	0.6446296940709382	0.8336339318679318	0.7911073848932898	0.8157326328242429	0.8364624812253919	0.7837804701625466	0.7243382037929597	0.7779301095839452	0.5120009473182683	0.7330712940780879	0.8074187420440068	0.810594995188003	1.0	0.713451304992356	0.7862333877184878	0.5572116558129092	0.789239279971089	0.7651404751225621	0.7681374304103686	0.7352887784677239	0.8303624441928441	0.8030745393134289	0.7127503118162873
BackhedF_2015__SID258_12M__bin.21	0.9271276015835143	0.934294522935042	0.9271890834025898	0.8052949429416548	0.8955777771820238	0.877263701598706	0.7255108442132918	0.9110983619742098	0.8928486278294594	0.892378220423045	0.9434739015039811	0.9015726119943165	0.8358621305952476	0.8843555579385718	0.5879863810621699	0.8303466395002814	0.9088803696058193	0.9274378702983834	0.9131508538645077	1.0	0.8942226749953085	0.6602668382438361	0.9146936185803777	0.8849607249135412	0.8943141828190487	0.8363718577696756	0.9125789299661314	0.9205107995317372	0.8413086333699722
BackhedF_2015__SID526_12M__bin.21	0.9983268284099259	0.9805787217049188	0.9550240391116798	0.8325289132131138	0.9374655874581915	0.927195165398905	0.7326087486406108	0.9560654723963417	0.9556063602557805	0.9269060082252861	1.0015235845071857	0.9337926903337027	0.8555299306056173	0.9010771939466649	0.5786836403485779	0.8618336237704559	0.9545589167758239	0.9720806394580674	0.9399992186746117	0.835301950542103	1.0	0.6546301375900653	0.9496045124546272	0.9333492714808553	0.9068680171130293	0.8875612664282845	0.9548450688517957	0.9700294933639096	0.8297241554089587
BackhedF_2015__SID272_12M__bin.5	0.9690072324311486	0.9710156127774836	0.9384230208830088	0.8594364660045578	0.9232150295837912	0.9146603283150528	0.7691498264932793	0.9440923836110132	0.9291261330714554	0.9229737600536825	0.9759112165827564	0.9252234099301261	0.8706041351335558	0.9115205258167821	0.6353526776205547	0.864446107361171	0.9504209964808576	0.9581515172649082	0.9401835344855209	0.8704297801996882	0.9238733372665293	1.0	0.9422494048370771	0.9110733289728892	0.91449304182445	0.8804278575831201	0.9393207131776516	0.9360795963259174	0.8686508886446873
KosticAD_2015__PRJNA231909.3112118__bin.9	0.9506681917846578	0.9561780123542264	0.9254687425740412	0.8046868477198373	0.9044409963019527	0.8844999287107957	0.7168338216536784	0.926584964528804	0.9121771594527559	0.894521520990496	0.9790586356916144	0.9213079578019291	0.8459173764545245	0.8654695646477479	0.5582538769124452	0.8302507710152225	0.925160143811519	0.9504209274275901	0.9074849168742188	0.8217281787599274	0.9132664071140203	0.6421021837617322	1.0	0.9038482040900736	0.8819704464502472	0.8468778539765889	0.9214344800833377	0.9260621770310038	0.812547606416799
BackhedF_2015__SID70_4M__bin.11	0.9748427398818232	0.9654649705831959	0.927662860325253	0.8229295160167096	0.9078514886441782	0.926676097300266	0.7194273622714528	0.9378972995283454	0.9206311259861344	0.9045264023652807	0.9815978586940596	0.9583346605290431	0.8517126189321031	0.8774878213727574	0.5581206104049684	0.8385624844298988	0.9346691125067436	0.9668406718035567	0.9185942298336384	0.830096037558018	0.9372397928032352	0.6482513372265153	0.943729025418117	1.0	0.90137801473204	0.857394134208489	0.9263558938721781	0.9662539115950187	0.82461033254551
NielsenHB_2014__V1_CD21_0__bin.18	0.8988396397366203	0.9102317901163373	0.8865231867008067	0.7659037725645186	0.853795824266517	0.8415396030848961	0.6902086713365577	0.870089822354476	0.8751919089396887	0.8486357485025335	0.9344254521874414	0.8761524147847417	0.8052922013845637	0.8481792038630405	0.5508901499132405	0.7925755909770119	0.875927186095925	0.8877643473558217	0.8811852988140733	0.8015677582729093	0.8701545395595128	0.6217506836956216	0.8799370897505888	0.8612966124067368	1.0	0.8100928083166095	0.867504978739437	0.8808533828516066	0.7967296666230946
BackhedF_2015__SID521_12M__bin.10	0.9427680141246824	0.9516156442539135	0.9350012684206879	0.8257601639904338	0.9225503383569361	0.9023066256596756	0.7395290200931207	0.9372608516820384	0.9333700899716655	0.9099350941569261	0.9791071233168795	0.9250358095743418	0.8389577206005241	0.8958909854872266	0.5837616818730544	0.8453304350243146	0.9332969050887068	0.9302505843355499	0.9263517300660037	0.8232641372610628	0.9352771191333784	0.6573842667279356	0.927914649537651	0.8997377658977446	0.8896607704749664	1.0	0.9423042752990113	0.949085488035855	0.8173220877254526
BackhedF_2015__SID275_12M__bin.13	0.8871133424107138	0.8871317867277669	0.9633740486674129	0.7977848375219286	0.9296736040106275	0.8330563215070553	0.6988397037128707	0.9710013687468187	0.8541343085418905	0.9244407727692863	0.8976991904432259	0.8438703435908527	0.7714850263381873	0.8298342183134814	0.5793824069179279	0.7922307181770827	0.8617654959780977	0.8675811081405183	0.8845013891248142	0.7594917579189336	0.8507221098870762	0.5929966928149568	0.8536199500872981	0.8219135740951351	0.8055165762349735	0.79671685206676	1.0	0.8649834343258855	0.7506099267909357
BackhedF_2015__SID195_12M__bin.8	0.9764576761354642	0.975038707908769	0.9289923845487552	0.8114889449182918	0.9105107255979294	0.918957286804046	0.7186639690182285	0.9396536301776252	0.9334918974018402	0.9015265009208815	1.0069172287840118	0.9512946395820704	0.8466764610868074	0.8731394141109151	0.5606266240911846	0.8339559418409648	0.9401182537874546	0.9666671171327704	0.9252303490597484	0.8285995781063177	0.934766072952342	0.6391669980810144	0.9279048306697917	0.9272625947104983	0.8846456054457491	0.8679233383914242	0.9355585715333737	1.0	0.821484465998175
BackhedF_2015__SID265_12M__bin.15	0.8991433729999302	0.9060317245184931	0.8809728953757493	0.7759731616022548	0.8555240616898676	0.8468260614312475	0.6928714222788022	0.8739911917059033	0.8701692854826342	0.85729671531812	0.9300847706683393	0.8687963173613565	0.8199969989012106	0.8561858247178519	0.5704991989002425	0.7950882246979366	0.8937925659878698	0.9196746228054465	0.8823845873523739	0.8137624581903374	0.8591682530769906	0.6373431424546914	0.8748600582102526	0.8503284958479037	0.8598113456747183	0.8031483185894559	0.8723765452374153	0.8827258413276198	1.0
