	BackhedF_2015__SID590_12M__bin.26	BackhedF_2015__SID130_12M__bin.16	BackhedF_2015__SID9_12M__bin.2	BackhedF_2015__SID635_4M__bin.8	BackhedF_2015__SID180_12M__bin.16	BackhedF_2015__SID229_12M__bin.22	GeversD_2014__SKSTL0001__bin.7	BackhedF_2015__SID157_12M__bin.15	BackhedF_2015__SID608_12M__bin.6	BackhedF_2015__SID281_12M__bin.16	BackhedF_2015__SID608_4M__bin.8	BackhedF_2015__SID332_12M__bin.35	KosticAD_2015__PRJNA231909.3105747__bin.1	BackhedF_2015__SID560_12M__bin.12	BackhedF_2015__SID12_12M__bin.11	WenC_2017__N209__bin.11	BackhedF_2015__SID343_12M__bin.16	BackhedF_2015__SID591_12M__bin.12	BackhedF_2015__SID282_12M__bin.23	BackhedF_2015__SID258_12M__bin.21	BackhedF_2015__SID526_12M__bin.21	BackhedF_2015__SID272_12M__bin.5	KosticAD_2015__PRJNA231909.3112118__bin.9	BackhedF_2015__SID70_4M__bin.11	NielsenHB_2014__V1_CD21_0__bin.18	BackhedF_2015__SID521_12M__bin.10	BackhedF_2015__SID275_12M__bin.13	BackhedF_2015__SID195_12M__bin.8	BackhedF_2015__SID265_12M__bin.15
BackhedF_2015__SID608_4M__bin.8	0.9974994523594011	0.9977569120852242	0.9960838308297617	0.9957629707237581	0.995924604676799	0.9972712795216515	0.9963577269550277	0.9959404391754523	0.9996252454417952	0.995651847964615	1.0	0.999085812565116	0.999279931135621	0.9960413327618179	0.9942162017890702	0.9939391158160535	0.9971694096327047	0.9968164878007484	0.9941279698296278	0.9960823754066314	0.9982391301815616	0.9963177900197389	0.9990078282612321	0.9981963152322713	0.9978763536235593	0.9986699889428924	0.9959039590442109	0.999504621773454	0.9962587429939389
BackhedF_2015__SID332_12M__bin.35	0.9968280260847119	0.9971420795237662	0.9953827151331379	0.9950741004544369	0.9951578910261091	0.9966374371313786	0.9955368607121241	0.9956872038416611	0.9987557059794074	0.995068730382076	0.999085812565116	1.0	0.9989244167103675	0.9955877759806376	0.9942870825495016	0.9934379956344906	0.9966718710467912	0.996404935635416	0.9946144547099953	0.9956238949703213	0.9978153591349065	0.9959091833634375	0.9985733289432193	0.9976961847073439	0.9974373900331761	0.9983773415667521	0.9951261814879091	0.9991838282409623	0.9957566955484535
KosticAD_2015__PRJNA231909.3105747__bin.1	0.9977991527542972	0.9981204932922134	0.9960685171650285	0.996007718093426	0.9959674405847015	0.997600796740549	0.9963759467965314	0.9962671006808738	0.9990078647788516	0.995423703245089	0.999279931135621	0.9989244167103675	1.0	0.9962496390790343	0.9941355352575452	0.9941584799279924	0.9977225530395958	0.9969858670903519	0.9947317673355768	0.9965081111625808	0.9989598051233106	0.9965473103704211	0.9996349441202665	0.9987885798585772	0.9983306450748072	0.998365378173779	0.9958328453348949	0.9992374838943155	0.9966239300076901
BackhedF_2015__SID560_12M__bin.12	0.9974090025877739	0.9974815397002151	0.9965667557301033	0.996277292135203	0.9963752087109158	0.9975991207473497	0.9960847514518376	0.9964615828230325	0.9964492785212956	0.9963526754504688	0.9960413327618179	0.9955877759806376	0.9962496390790343	1.0	0.9951220528952213	0.9930910753495228	0.9977715738804944	0.9972233116942069	0.9945826958336532	0.995162659885434	0.9965402702717673	0.9964306944820772	0.9963711027987907	0.9961859214825117	0.9955389862070703	0.9958612473595017	0.9964705991622317	0.9959554334274252	0.9965086519114689
BackhedF_2015__SID12_12M__bin.11	0.9942903321367097	0.9942703357746877	0.9975284384747545	0.9977526142367054	0.9974919746401844	0.9943965980890558	0.9962713984210115	0.9971639977732433	0.9945959983740572	0.997460647329094	0.9942162017890702	0.9942870825495016	0.9941355352575452	0.9951220528952213	1.0	0.9926525185041994	0.9944254652779031	0.9950243734652048	0.9947384270626185	0.9942404342189167	0.9943258619067399	0.9936260811121527	0.9943716270516535	0.9941482852469061	0.9938265789444786	0.9944145362308938	0.9977136727288748	0.9942565531786682	0.9934195078779268
WenC_2017__N209__bin.11	0.9938409126599789	0.9938792910029167	0.9941142731576145	0.9939544845530489	0.9938743942992874	0.993571054766152	0.9939288499955176	0.994029543465953	0.9941696342679708	0.9937990480261083	0.9939391158160535	0.9934379956344906	0.9941584799279924	0.9930910753495228	0.9926525185041994	1.0	0.9939107383730265	0.9935742746080133	0.9936655646801003	0.9927098789068108	0.9940728017084504	0.9925807289412172	0.9940024543802075	0.9939401719150336	0.993308995594473	0.9936078981498637	0.993886409100409	0.9939225974836762	0.992672413048846
BackhedF_2015__SID343_12M__bin.16	0.9993145204310253	0.9990925530273941	0.9962966457112962	0.9960518323944231	0.9960422690290479	0.9994913721453563	0.9962540292506687	0.9963080228358288	0.9979114570864537	0.9958908357339787	0.9971694096327047	0.9966718710467912	0.9977225530395958	0.9977715738804944	0.9944254652779031	0.9939107383730265	1.0	0.9982145047322201	0.9946018972313523	0.9958453261289743	0.9979927172290142	0.9981535434298364	0.9979123990404032	0.9975194690547323	0.996857754888109	0.9968297334623587	0.9960368927258448	0.9971659573596715	0.9980267963449984
BackhedF_2015__SID591_12M__bin.12	0.9984263748188668	0.9984577319959707	0.9970092586881584	0.9965983375992575	0.9966204576688014	0.9983251481741551	0.9962898458590769	0.9968727723233021	0.9971878628200181	0.9966255995748787	0.9968164878007484	0.996404935635416	0.9969858670903519	0.9972233116942069	0.9950243734652048	0.9935742746080133	0.9982145047322201	1.0	0.9948684023356293	0.9955161854348544	0.9974345472068324	0.9973175002575082	0.997460920451723	0.9971023132392473	0.996609815924442	0.9965037877517237	0.9967115167658988	0.996932512283722	0.9971423473163257
BackhedF_2015__SID282_12M__bin.23	0.9954380017883658	0.9952712202389885	0.9965219643531983	0.9960244636443064	0.99628522609411	0.995321807217041	0.9962574249391631	0.9964174959191099	0.9952267051547087	0.9951802155103977	0.9941279698296278	0.9946144547099953	0.9947317673355768	0.9945826958336532	0.9947384270626185	0.9936655646801003	0.9946018972313523	0.9948684023356293	1.0	0.9943463417425256	0.9957101066266102	0.9941779550590352	0.9957039218933327	0.9954802231147036	0.995110230562669	0.9952008999446607	0.9962989261356802	0.9951376781149833	0.993201578320394
BackhedF_2015__SID258_12M__bin.21	0.9958441686091134	0.9960129135416135	0.9953220785918424	0.9949982289534749	0.9950668561921658	0.9957620860679949	0.9953612570066646	0.9952208147573743	0.9961423482662302	0.9949390122884082	0.9960823754066314	0.9956238949703213	0.9965081111625808	0.995162659885434	0.9942404342189167	0.9927098789068108	0.9958453261289743	0.9955161854348544	0.9943463417425256	1.0	0.9961248505308024	0.9950413472452139	0.9963633022150371	0.9961221252910015	0.9956340966269009	0.9956244340656722	0.9951284463961495	0.9960385853084968	0.9949950601636973
BackhedF_2015__SID526_12M__bin.21	0.998020248805757	0.9981103257105142	0.9963732611353006	0.9962449275756089	0.9960836069557751	0.9977492974638995	0.9964603168547777	0.9965488522218939	0.9984736584853598	0.995761558237144	0.9982391301815616	0.9978153591349065	0.9989598051233106	0.9965402702717673	0.9943258619067399	0.9940728017084504	0.9979927172290142	0.9974345472068324	0.9957101066266102	0.9961248505308024	1.0	0.9967285106106069	0.9989332698282906	0.9992557321493684	0.9978085595862384	0.99763817058616	0.9958847192035641	0.9982784463545329	0.9967305777022271
BackhedF_2015__SID272_12M__bin.5	0.9981167041546088	0.998289352759103	0.9949324982588738	0.9947866639394559	0.9946489367427154	0.9979778306899798	0.994947903300626	0.9949563522845897	0.9965947970196766	0.9946147147017527	0.9963177900197389	0.9959091833634375	0.9965473103704211	0.9964306944820772	0.9936260811121527	0.9925807289412172	0.9981535434298364	0.9973175002575082	0.9941779550590352	0.9950413472452139	0.9967285106106069	1.0	0.9966957168435199	0.9964166240196995	0.9959508206901259	0.995841517137352	0.994701982128359	0.996293606546524	0.9971066467610022
KosticAD_2015__PRJNA231909.3112118__bin.9	0.9979107754838705	0.9981245009563536	0.9962114665357733	0.9962228025683829	0.9960525664330223	0.9977013459405537	0.9966567891334931	0.9964148546983637	0.998913730738853	0.9957205870788324	0.9990078282612321	0.9985733289432193	0.9996349441202665	0.9963711027987907	0.9943716270516535	0.9940024543802075	0.9979123990404032	0.997460920451723	0.9957039218933327	0.9963633022150371	0.9989332698282906	0.9966957168435199	1.0	0.9986435927230151	0.9981976985493636	0.9981643334145821	0.9958740917743869	0.9990217040363716	0.9966469044227934
BackhedF_2015__SID70_4M__bin.11	0.9975810585562248	0.9978784315641698	0.9960740052706615	0.9959102420054138	0.9958762128244926	0.9973375866511257	0.9960865453758797	0.9963473022752514	0.9981032220869573	0.9955072242358222	0.9981963152322713	0.9976961847073439	0.9987885798585772	0.9961859214825117	0.9941482852469061	0.9939401719150336	0.9975194690547323	0.9971023132392473	0.9954802231147036	0.9961221252910015	0.9992557321493684	0.9964166240196995	0.9986435927230151	1.0	0.9976879436466881	0.9974719549266063	0.9957644177209669	0.9981905442776309	0.9963195795934968
NielsenHB_2014__V1_CD21_0__bin.18	0.9968940369489145	0.9970555938277667	0.9955172438604949	0.9952344693533541	0.9954276344049874	0.9966919532274515	0.9959189277523546	0.9956687213415745	0.9978207809683973	0.9949823096175654	0.9978763536235593	0.9974373900331761	0.9983306450748072	0.9955389862070703	0.9938265789444786	0.993308995594473	0.996857754888109	0.996609815924442	0.995110230562669	0.9956340966269009	0.9978085595862384	0.9959508206901259	0.9981976985493636	0.9976879436466881	1.0	0.9971078776617266	0.9951918571038455	0.9978340327602545	0.9956754674767208
BackhedF_2015__SID521_12M__bin.10	0.9969308399058529	0.9971765254155113	0.9958575001021197	0.9957144820891571	0.9956793072309517	0.9967204309224731	0.9957801429359915	0.9960662971030073	0.9984932718547097	0.995504692395932	0.9986699889428924	0.9983773415667521	0.998365378173779	0.9958612473595017	0.9944145362308938	0.9936078981498637	0.9968297334623587	0.9965037877517237	0.9952008999446607	0.9956244340656722	0.99763817058616	0.995841517137352	0.9981643334145821	0.9974719549266063	0.9971078776617266	1.0	0.9956887946210314	0.9987777301771792	0.9959210080092127
BackhedF_2015__SID275_12M__bin.13	0.9959075002888863	0.9958247747839506	0.9993778484419054	0.9991773279328091	0.9991306955586504	0.9958063160230519	0.99794856065765	0.9990832528820142	0.9960479272085919	0.999227944486604	0.9959039590442109	0.9951261814879091	0.9958328453348949	0.9964705991622317	0.9977136727288748	0.993886409100409	0.9960368927258448	0.9967115167658988	0.9962989261356802	0.9951284463961495	0.9958847192035641	0.994701982128359	0.9958740917743869	0.9957644177209669	0.9951918571038455	0.9956887946210314	1.0	0.9956525178311488	0.9946862590577817
BackhedF_2015__SID195_12M__bin.8	0.9973337390948844	0.9976454065179967	0.9959145265417798	0.9958448879249039	0.9956567525640254	0.9971245586986638	0.9959933378372051	0.9961186620418518	0.9992697994566205	0.9953635975442094	0.999504621773454	0.9991838282409623	0.9992374838943155	0.9959554334274252	0.9942565531786682	0.9939225974836762	0.9971659573596715	0.996932512283722	0.9951376781149833	0.9960385853084968	0.9982784463545329	0.996293606546524	0.9990217040363716	0.9981905442776309	0.9978340327602545	0.9987777301771792	0.9956525178311488	1.0	0.9962088355670222
BackhedF_2015__SID265_12M__bin.15	0.9980113218799493	0.9980659437760182	0.9949301034479123	0.9945714238867098	0.9947412875061659	0.9979391364827033	0.9946198507653808	0.9949274021828544	0.9966896714501885	0.9946746886648492	0.9962587429939389	0.9957566955484535	0.9966239300076901	0.9965086519114689	0.9934195078779268	0.992672413048846	0.9980267963449984	0.9971423473163257	0.993201578320394	0.9949950601636973	0.9967305777022271	0.9971066467610022	0.9966469044227934	0.9963195795934968	0.9956754674767208	0.9959210080092127	0.9946862590577817	0.9962088355670222	1.0
