	BackhedF_2015__SID590_12M__bin.26	BackhedF_2015__SID130_12M__bin.16	BackhedF_2015__SID9_12M__bin.2	BackhedF_2015__SID635_4M__bin.8	BackhedF_2015__SID180_12M__bin.16	BackhedF_2015__SID229_12M__bin.22	GeversD_2014__SKSTL0001__bin.7	BackhedF_2015__SID157_12M__bin.15	BackhedF_2015__SID608_12M__bin.6	BackhedF_2015__SID281_12M__bin.16	BackhedF_2015__SID608_4M__bin.8	BackhedF_2015__SID332_12M__bin.35	KosticAD_2015__PRJNA231909.3105747__bin.1	BackhedF_2015__SID560_12M__bin.12	BackhedF_2015__SID12_12M__bin.11	WenC_2017__N209__bin.11	BackhedF_2015__SID343_12M__bin.16	BackhedF_2015__SID591_12M__bin.12	BackhedF_2015__SID282_12M__bin.23	BackhedF_2015__SID258_12M__bin.21	BackhedF_2015__SID526_12M__bin.21	BackhedF_2015__SID272_12M__bin.5	KosticAD_2015__PRJNA231909.3112118__bin.9	BackhedF_2015__SID70_4M__bin.11	NielsenHB_2014__V1_CD21_0__bin.18	BackhedF_2015__SID521_12M__bin.10	BackhedF_2015__SID275_12M__bin.13	BackhedF_2015__SID195_12M__bin.8	BackhedF_2015__SID265_12M__bin.15
BackhedF_2015__SID608_4M__bin.8	0.8786653764087287	0.896573292442884	0.8377501574178006	0.7316511185742948	0.8220874354614953	0.8135871535900477	0.6454953925611638	0.8498608521624764	0.8714199672258095	0.8160698013155491	1.0	0.8446226246952911	0.7840652399706564	0.7970712746455935	0.5076325983072069	0.7487617490668071	0.8607934974575698	0.884357280021544	0.8416354578078391	0.7402463819048029	0.8394028348054529	0.5806839558995498	0.8525678237457	0.8193226369311379	0.8165061573127622	0.7784130050848603	0.8464521352111354	0.8746510129772609	0.7543097837048691
BackhedF_2015__SID332_12M__bin.35	0.9424695445625422	0.9484756611736062	0.9141913647615743	0.8078556386740924	0.8981670844132389	0.9002923256756155	0.712092810171176	0.9152084306621461	0.9080023830616527	0.8954896939691352	0.976825888527251	1.0	0.8329524182454127	0.8575329108697465	0.554559705451512	0.8229704398260779	0.9181497800772686	0.9368795591077476	0.911620268688909	0.8184676293253571	0.9055211041174369	0.6369549667256617	0.9282574378597935	0.9255729395853809	0.8858088290883432	0.8507856414073762	0.920960603881263	0.9559824992294466	0.8153020601723068
KosticAD_2015__PRJNA231909.3105747__bin.1	0.8948486416862219	0.9091749619363948	0.8717615786220724	0.7718900485237686	0.8561411795446437	0.8429273717939054	0.6961360206489824	0.8764082696427464	0.8664067119242513	0.8527279335775434	0.940217444102193	0.8636580925150789	1.0	0.8330256420563894	0.5420930711676356	0.7923624894686505	0.8859324620159558	0.9055754597363268	0.8734365447458825	0.7860887363553072	0.8592254621650277	0.6210496342711469	0.8827785008048212	0.8519869285643697	0.8434255067191266	0.8000710185636496	0.8723809810946573	0.8821668031764057	0.7971800270339532
BackhedF_2015__SID560_12M__bin.12	0.9283658884993323	0.9358284609205003	0.9455537792012257	0.8145090390129972	0.9087051041960386	0.8806962673504892	0.7231576161265781	0.9352096556237132	0.9152998196453558	0.9065554125013966	0.9487349238945962	0.8825596659980953	0.8268562163830115	1.0	0.5902531349254907	0.8319875454211734	0.9219929587205993	0.9266361597761261	0.9312520948271734	0.826651056324915	0.9004481600102148	0.6454973851236679	0.8994303400137261	0.8735459239318376	0.8842368577858408	0.8501703127743226	0.93081550624325	0.905977173699079	0.8262929406319329
BackhedF_2015__SID12_12M__bin.11	0.8532740401533137	0.8578282078593658	0.9321550892575137	0.8044098077508586	0.8855117427623211	0.8112270691040293	0.7280408305345017	0.929424390762101	0.8400193871056777	0.9100714306716532	0.8617706004596375	0.8140217905756282	0.767432033682725	0.8418461760261935	1.0	0.7875153299459646	0.8406947109433762	0.8410461259459987	0.874025072345963	0.7846205429338078	0.8266058622282462	0.6435191201061549	0.829114140161945	0.794065591776225	0.8205179885593312	0.7912471580912237	0.9257433067535229	0.8310808311415344	0.7877055018974514
WenC_2017__N209__bin.11	0.9189826882722038	0.92327833896903	0.9269967249202291	0.817117211673177	0.9084496781887145	0.8780987412728412	0.720176093367739	0.9256958077183611	0.8979594796054989	0.8998611388273378	0.9253850790873417	0.8794448867532242	0.8166324750087867	0.8638690962423241	0.573318146759204	1.0	0.905310283253315	0.9087887176505601	0.9120206406671966	0.8078999647150377	0.8964538267611926	0.6380846963387191	0.8980278399043232	0.8687430474468809	0.8598579348698979	0.8348187312742843	0.925087470109632	0.9003165288987984	0.7998113531955677
BackhedF_2015__SID343_12M__bin.16	0.9565228206478253	0.97171883326514	0.9295957414171231	0.8133125999978952	0.9106203385473888	0.9235689996240063	0.7213392518586812	0.9315965763208173	0.9364752458070645	0.9070963943832476	0.9826657027111408	0.9062873223158787	0.8433956024365922	0.8842736736496039	0.5653312140768972	0.8362293988789073	1.0	0.9698573615831407	0.9269924874612964	0.8142603974690108	0.9135367611158115	0.644396083670234	0.920704878127341	0.8912112194728371	0.8746477251744512	0.8486088074367022	0.9274906232788881	0.9344319960098109	0.826039300428518
BackhedF_2015__SID591_12M__bin.12	0.9553454166656283	0.9666900508137932	0.9090971393254899	0.7968055718233903	0.8906017534372204	0.8868175089528471	0.7056161203581637	0.9137476979283224	0.9146610503178666	0.8910356892757726	0.9861483194565241	0.9033245154746566	0.8420987542022932	0.868112475670934	0.5524489183066721	0.8199711415534218	0.9473610595386137	1.0	0.9088089909761282	0.8118814934619918	0.9092351390214545	0.6351007678141097	0.9243228981057595	0.9008800829368827	0.8661209811871836	0.8264895244835758	0.9114736623063332	0.9387533674417909	0.83098058908114
BackhedF_2015__SID282_12M__bin.23	0.8217402281271976	0.8281346264376644	0.8432118446062904	0.7192162058451101	0.8018797788324638	0.7849132304502499	0.6470513322500987	0.8366311664358882	0.7949016850088559	0.8196833298237128	0.8414032263560028	0.7880244113193362	0.728174395931	0.7821673480171388	0.5147091269311524	0.7377444888251634	0.8118009268749613	0.8147760983110812	1.0	0.7175078491686109	0.7896207766557543	0.560474765083502	0.7926445428379444	0.7686144409062753	0.771911901635297	0.7388345192499429	0.8334470934476967	0.8069984254185153	0.7176290567536364
BackhedF_2015__SID258_12M__bin.21	0.9309966667560298	0.9380345477779863	0.9315467860557805	0.8093430917848494	0.900017693895606	0.8809972922977937	0.7288919868100051	0.9154735797967883	0.8963062652475805	0.8969175089139702	0.9471846152471337	0.9055353297051911	0.8387910958598072	0.8886542809397424	0.5913925453294371	0.836444420614282	0.912672225052054	0.9316150594711491	0.9183428505044547	1.0	0.8977014021071821	0.6635571879216822	0.9180322243371491	0.8884058514963853	0.8982357934997275	0.8400475411740526	0.9170463705173231	0.9241718273862184	0.8455405127655201
BackhedF_2015__SID526_12M__bin.21	1.0003071877595027	0.9824352042514786	0.9585002692901392	0.8356669029563817	0.9411515066724854	0.9292867133614321	0.7352111632031804	0.959376422204199	0.9570671716121113	0.9308513675364644	1.0032902480240649	0.9358371584330887	0.8564207751081752	0.9042055005975136	0.581985908763232	0.8669723407473544	0.9564788402727159	0.9745808807006285	0.9440490886039685	0.8385514627980598	1.0	0.6567787824078912	0.9506185659607247	0.9340444507365995	0.9088597290537181	0.8896624974832307	0.9587907620627124	0.971702331054245	0.8324457721782049
BackhedF_2015__SID272_12M__bin.5	0.970835603089004	0.9726795243220421	0.9432027022187373	0.8639404780529549	0.9281817890512641	0.9165136741391108	0.7730553770119145	0.9488781909309045	0.9323008065564995	0.92797114944197	0.9795180075660617	0.9290238762588897	0.8736204754894661	0.9147856753756171	0.6394283420070986	0.8709076069643957	0.9521791539356149	0.9607286716792924	0.9456893805593306	0.8747674482165846	0.9269056994271734	1.0	0.9453731855306139	0.9143497880409479	0.9182110429817898	0.8841043905399725	0.9443237573205511	0.9395619827077604	0.8711714955129523
KosticAD_2015__PRJNA231909.3112118__bin.9	0.9526585092977821	0.9579746929747379	0.9289882456304855	0.8077378329880196	0.9080253661118097	0.8865377723600837	0.7192383872455265	0.9299188587561767	0.9131691069839015	0.8983660000590865	0.9800309947477197	0.9226242391001376	0.8462262963395883	0.8686217035165488	0.5614137227222457	0.835260282664906	0.9270955493700218	0.952840264656354	0.9114003640245132	0.8247274632989047	0.9142416562730004	0.6442309050903061	1.0	0.9050758555667877	0.8835628931342716	0.8484352983035738	0.92525198485843	0.9269690270886132	0.8152813226138347
BackhedF_2015__SID70_4M__bin.11	0.9772065452933617	0.9675176254384356	0.9313192146533136	0.8263089195263403	0.9116107774773938	0.9291498783394619	0.7222538700188669	0.9413357143503777	0.9223806772822206	0.908608576958966	0.9833715509815828	0.9605475847441005	0.8527456521906777	0.8808474426810717	0.5614057969896854	0.8436750099497767	0.9369933535156493	0.9696504149735841	0.922764921395926	0.8333275774950972	0.9379378698056214	0.6505826193579234	0.9450108450051116	1.0	0.9034668810744351	0.8595671587293657	0.9302962401411712	0.9680054746403914	0.8276564562566912
NielsenHB_2014__V1_CD21_0__bin.18	0.9016401005743813	0.9129197968007915	0.8905151489520939	0.7695711876440118	0.8577176228153137	0.8443326951319846	0.693037005425993	0.8738748177025264	0.8771033091636999	0.8529154139722523	0.9364140645224126	0.8784034201440951	0.8066387677844161	0.8519798979390454	0.5543121522251184	0.7979144400103547	0.8786882399226982	0.8907842700027425	0.8855152642896871	0.8050826714237016	0.872065619401321	0.6242784992784993	0.8815258650960249	0.8632925935323804	1.0	0.8124424913945341	0.8716962187210855	0.8827654238400242	0.800190114799351
BackhedF_2015__SID521_12M__bin.10	0.9456704280647137	0.9543101146082305	0.9388906227294654	0.8293142048691169	0.9265536921949378	0.9052755393250876	0.7426629515955888	0.9409623178778355	0.9347785471182221	0.9140440031145798	0.9804110808949807	0.9265392663285853	0.8403313445575956	0.8996142664077517	0.5870405757398446	0.850768634788786	0.9362651150533212	0.9335143486351899	0.9308188227296765	0.8268822149123347	0.9374913136932786	0.6601294035396854	0.9296211239720251	0.9020181083326267	0.8922412413000591	1.0	0.9463843325239601	0.9502469462024259	0.8206695924200165
BackhedF_2015__SID275_12M__bin.13	0.8907587724295538	0.8908512915038038	0.9639737864606218	0.7984416932002051	0.9304824765600992	0.8365646091039364	0.7002762780201156	0.971892348256075	0.8575233030558961	0.9251550438216148	0.9013913262326679	0.8480033580556596	0.7747133768004405	0.8327734094825804	0.5807101002567627	0.7971038852358894	0.8651943540160567	0.8704435471515578	0.8877871549611197	0.763209775250047	0.8542375372195906	0.5961551333657993	0.8571564991377282	0.8254096646436424	0.8094083271331671	0.8001665343336499	1.0	0.8687603544759747	0.7546197808160658
BackhedF_2015__SID195_12M__bin.8	0.9790681272064795	0.9773399461757358	0.932803327786165	0.8148748412106984	0.9144825495866652	0.9216073145398875	0.7215549961195563	0.9433149543163019	0.9341740317874624	0.9057258102919922	1.007416280874625	0.9520716936109749	0.8473225581841325	0.8766852258701396	0.5638651536153766	0.8390552181349931	0.9427901613054765	0.9696414804632851	0.9297510981720085	0.8318950594164791	0.9363780980806283	0.6415448155856124	0.9288134851532808	0.9289434768003522	0.886565878093576	0.8689854731116783	0.939643655571043	1.0	0.8246107007579414
BackhedF_2015__SID265_12M__bin.15	0.9009350428071476	0.9077874364600311	0.8854620966063381	0.7802085832808372	0.8600468005451766	0.8485748583986165	0.6966193382784619	0.8784472010604805	0.8730593989366153	0.8618865294228694	0.9335775241211587	0.8724985945315001	0.8227747440249437	0.8591855405124135	0.5742782322836633	0.8009573090239721	0.8955596876367868	0.9223102652100043	0.8884244715403865	0.8178557771497444	0.861986450799613	0.6391925522962209	0.8778034169653359	0.8534696228642238	0.8635457774747483	0.8064377718017034	0.8770368920786896	0.8860851357789753	1.0
