	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.6	LiJ_2014__MH0355__bin.86	XieH_2016__YSZC12003_36526__bin.48	NielsenHB_2014__V1_UC10_2__bin.56	ZellerG_2014__CCIS20795251ST-4-0__bin.48	ZeeviD_2015__PNP_Main_688__bin.22	LiuW_2016__SRR3993041__bin.110	IjazUZ_2017__S130_a_WGS__bin.9	KarlssonFH_2013__S598__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.113	BritoIL_2016__W2.68.ST__bin.39	LeChatelierE_2013__MH0457__bin.109	BritoIL_2016__M1.59.ST__bin.86	NielsenHB_2014__MH0117__bin.28	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	HeQ_2017__SZAXPI029560-51__bin.8	ZeeviD_2015__PNP_Main_326__bin.18	BackhedF_2015__SID599_M__bin.7	ZellerG_2014__CCIS15794887ST-4-0__bin.48	ZeeviD_2015__PNP_Main_223__bin.127	CosteaPI_2017__SID713B051-11-0-0__bin.81	XieH_2016__YSZC12003_35550__bin.11	LeChatelierE_2013__MH0451__bin.82	NielsenHB_2014__MH0099__bin.19	LeChatelierE_2013__MH0099__bin.44	NielsenHB_2014__V1_UC37_0__bin.35	BackhedF_2015__SID511_M__bin.69	VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	XieH_2016__YSZC12003_36118__bin.30	ZeeviD_2015__PNP_Main_183__bin.3	HMP_2012__SRS011134__bin.55	ZeeviD_2015__PNP_Main_616__bin.33
BritoIL_2016__W2.68.ST__bin.39	0.9730783560993784	0.9590323344465833	0.9590183891018003	0.9585544002028912	0.9613781241684631	0.9693075530329559	0.9599143857460772	0.959088406977977	0.9584730392786498	0.972959775260028	1.0	0.9588164923299741	0.9642165404264903	0.9583212193766301	0.9630197074605247	0.9627669278679716	0.9588883803150352	0.9587707212310947	0.957554248753929	0.9591515636703749	0.9626694863347109	0.9575434896160484	0.9590322509947062	0.9593778877471154	0.9592219825468219	0.9589239187906509	0.959086030034147	0.957665545737488	0.9594113147830674	0.9588937081260933	0.9688941024933296	0.9590299022994178
LeChatelierE_2013__MH0457__bin.109	0.9590324318608667	0.9722848639893668	0.9759843547945293	0.9931756568999471	0.958454009290972	0.9594136741732603	0.9729000361620709	0.9904613940363812	0.9732048703864894	0.9590584277388514	0.9588164923299741	1.0	0.9583607225967421	0.9792752331497809	0.9599315131438493	0.9568240294883894	0.9866770372868638	0.991091216759329	0.974320358901288	0.9911881518874578	0.9600003201788733	0.9735751733468628	0.9757972831785985	0.9741923696088017	0.973814804922329	0.9754136813374275	0.9746306538078027	0.9768692833867685	0.9894391125501559	0.9898678566088946	0.9581420067817601	0.9750874756168834
BritoIL_2016__M1.59.ST__bin.86	0.9639737660259774	0.959385512026461	0.9585595749104205	0.9579325222803792	0.9716477347348083	0.9670168546088301	0.959326423818745	0.9585932289170356	0.9588150009197672	0.9638643259388687	0.9642165404264903	0.9583607225967421	1.0	0.9577102080767895	0.971992848236761	0.9822130504343921	0.9589971115990131	0.95856788482783	0.9577153011185189	0.9581942541877129	0.971832310311854	0.9583266915833869	0.9589525931523312	0.9595607645649333	0.9595916531029983	0.958768106613703	0.9588466012064162	0.9567628292467236	0.9606245110291503	0.9585287354132843	0.9628153573789777	0.9588501781632889
NielsenHB_2014__MH0117__bin.28	0.9584285880051382	0.9773175887966175	0.9820834898245907	0.9779440248393954	0.9598769559983951	0.9581789929124186	0.9796143512233099	0.978085836107536	0.9803897774433901	0.9581591285425165	0.9583212193766301	0.9792752331497809	0.9577102080767895	1.0	0.9602058288151337	0.9563821240740222	0.9761522673225302	0.9787853401936953	0.9814129922946542	0.9799445274162577	0.9604111158798891	0.9784040245015677	0.9783111257706356	0.9782339523635117	0.9782080477153459	0.9812637607302773	0.9809414126619067	0.9851482037957897	0.9762369054963588	0.9768501035737167	0.9582700210788104	0.9818487259589108
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	0.9635834817937949	0.9618194619018503	0.9617379878662038	0.9594867968328981	0.9720476159044635	0.9645439189955497	0.9621514614740545	0.9597238249925059	0.9603071374524327	0.9635320429041417	0.9630197074605247	0.9599315131438493	0.971992848236761	0.9602058288151337	1.0	0.969039136197644	0.9616640281584833	0.9600489756426355	0.958821347537401	0.9594410080937027	0.972563390990306	0.9616515131068453	0.9607632510371441	0.9618442341652407	0.9616941058530121	0.9614823836654389	0.9616535362835498	0.9597261212536455	0.9621179454300969	0.9601420867110745	0.9628936742753686	0.9616535145669773
HeQ_2017__SZAXPI029560-51__bin.8	0.963093213788839	0.9576580150989145	0.9566442249404792	0.95659606358047	0.9685784394850452	0.9661366457549543	0.9582922725633938	0.9576061637699337	0.9571293681986034	0.9628893242132164	0.9627669278679716	0.9568240294883894	0.9822130504343921	0.9563821240740222	0.969039136197644	1.0	0.9574443215538468	0.9564567156234445	0.9565327405158235	0.9566203569274754	0.9699244919789033	0.9559236480192866	0.9572465767869923	0.9573452106410737	0.9577022189380158	0.9573471839639665	0.9573307019816415	0.9551498746671419	0.9583765636376067	0.9569793109369387	0.9611085782479638	0.9572530230335279
ZeeviD_2015__PNP_Main_326__bin.18	0.9589593932483788	0.97359979478794	0.9745586416618374	0.9881570860948795	0.9594949499674871	0.9584361638494429	0.9734822536954806	0.9880998466993914	0.9723043396046258	0.9593359167101985	0.9588883803150352	0.9866770372868638	0.9589971115990131	0.9761522673225302	0.9616640281584833	0.9574443215538468	1.0	0.9889218144912677	0.9748508583915232	0.9869934403447206	0.9607075995927149	0.9736342801753332	0.979667543073453	0.9741812984255369	0.9739116363325797	0.9734042188706802	0.973103528479377	0.974939589163846	0.9870037583299118	0.9888081318331949	0.957986568281062	0.9737143495125351
BackhedF_2015__SID599_M__bin.7	0.9587064933179772	0.9731445644955774	0.9755471717737608	0.9934622419743849	0.9581776697768462	0.9586897674295167	0.9720807572740927	0.9983098931611034	0.972431773842434	0.9587626617169962	0.9587707212310947	0.991091216759329	0.95856788482783	0.9787853401936953	0.9600489756426355	0.9564567156234445	0.9889218144912677	1.0	0.9746251709843234	0.9917796302635202	0.9591952306516739	0.9738276674592138	0.9766395326290692	0.9746373103395338	0.9744008313784334	0.9741105400723015	0.9736546184738956	0.9760027897816826	0.9897511927690255	0.9907920241246487	0.9581379034537789	0.9741461934336741
ZellerG_2014__CCIS15794887ST-4-0__bin.48	0.9571993489647364	0.9747547554995455	0.9784700465978019	0.9751344086021505	0.9583646825565824	0.9577079961152477	0.9817955223216273	0.974872331240925	0.975566892872095	0.9570994311433993	0.957554248753929	0.974320358901288	0.9577153011185189	0.9814129922946542	0.958821347537401	0.9565327405158235	0.9748508583915232	0.9746251709843234	1.0	0.9758104554624774	0.9593455769390136	0.9763879278224304	0.976513951045095	0.9753090669122744	0.975201756032281	0.9774469139449615	0.9773163619902273	0.9790417792769909	0.9733186083922079	0.9739473839091284	0.9570287941286447	0.9778087366144322
ZeeviD_2015__PNP_Main_223__bin.127	0.9586102583187516	0.9726671641532028	0.9763290908342013	0.9933528342862208	0.9588085348678046	0.9593205437952729	0.9735426449289339	0.991276918128587	0.9737873348426418	0.9590843121119174	0.9591515636703749	0.9911881518874578	0.9581942541877129	0.9799445274162577	0.9594410080937027	0.9566203569274754	0.9869934403447206	0.9917796302635202	0.9758104554624774	1.0	0.9602713772145891	0.9740051156068921	0.9766065466215141	0.974436203042843	0.9741580547766406	0.9747870597790836	0.97370275395423	0.9781133144178777	0.9888127933056715	0.9905805333963709	0.958441455427257	0.974335826555963
CosteaPI_2017__SID713B051-11-0-0__bin.81	0.962469312111907	0.9605168645398294	0.9621880809964777	0.9596437248654052	0.9774231364250138	0.9649864718497966	0.9609563046352241	0.9582027344005533	0.9597993813861669	0.9621458150988256	0.9626694863347109	0.9600003201788733	0.971832310311854	0.9604111158798891	0.972563390990306	0.9699244919789033	0.9607075995927149	0.9591952306516739	0.9593455769390136	0.9602713772145891	1.0	0.9608218171426238	0.9620930037596167	0.9609615114591946	0.9605943595644953	0.9607410369908421	0.9606072687073489	0.9596783618558977	0.9617141583992627	0.9596613990740108	0.961836029748687	0.960463393450161
XieH_2016__YSZC12003_35550__bin.11	0.9573728192067298	0.9924970001382836	0.9769949705685876	0.9716552127615699	0.9599632881085395	0.9577067814455336	0.9730651851973066	0.9734437143351202	0.973232242104925	0.9571713051746604	0.9575434896160484	0.9735751733468628	0.9583266915833869	0.9784040245015677	0.9616515131068453	0.9559236480192866	0.9736342801753332	0.9738276674592138	0.9763879278224304	0.9740051156068921	0.9608218171426238	1.0	0.9747058499605352	0.9928077786088257	0.9928065906097207	0.9880458621621452	0.9875200666312912	0.9776024655377452	0.97249661911186	0.972831507807038	0.9571235945109855	0.9884904274476353
LeChatelierE_2013__MH0451__bin.82	0.9588077008591349	0.9746602563635967	0.9796761671869992	0.9765494528922559	0.9613428966208368	0.9587348400625916	0.9756114571055954	0.9761446699927536	0.9736253301453635	0.9592769479252805	0.9590322509947062	0.9757972831785985	0.9589525931523312	0.9783111257706356	0.9607632510371441	0.9572465767869923	0.979667543073453	0.9766395326290692	0.976513951045095	0.9766065466215141	0.9620930037596167	0.9747058499605352	1.0	0.9753640058071217	0.9750631927330846	0.9761949840824938	0.9753111146574928	0.9772938254525162	0.9753643340297057	0.976290654293681	0.958408813215287	0.9765059131969351
NielsenHB_2014__MH0099__bin.19	0.95891040923958	0.998049219558002	0.9785306257458776	0.9737651373162387	0.9619282902774255	0.9585383491591493	0.9745774767616556	0.9745218128968333	0.9733502366919767	0.9586887430901456	0.9593778877471154	0.9741923696088017	0.9595607645649333	0.9782339523635117	0.9618442341652407	0.9573452106410737	0.9741812984255369	0.9746373103395338	0.9753090669122744	0.974436203042843	0.9609615114591946	0.9928077786088257	0.9753640058071217	1.0	0.9994431744915304	0.9908990021903139	0.9903599311254222	0.9782024523039019	0.9757109164810648	0.9733172893449134	0.958915813409039	0.9907957718838396
LeChatelierE_2013__MH0099__bin.44	0.9589132781507294	0.9978961906868448	0.9784187955956533	0.9737998468186926	0.961668411557629	0.9589119966694679	0.9735948575387636	0.9740323318324904	0.9732402014766376	0.958604076920716	0.9592219825468219	0.973814804922329	0.9595916531029983	0.9782080477153459	0.9616941058530121	0.9577022189380158	0.9739116363325797	0.9744008313784334	0.975201756032281	0.9741580547766406	0.9605943595644953	0.9928065906097207	0.9750631927330846	0.9994431744915304	1.0	0.9907953642107025	0.9901179541872941	0.9781992883460354	0.9754255565043143	0.9731868873124963	0.9586548813391229	0.9906417288428856
NielsenHB_2014__V1_UC37_0__bin.35	0.958807490207511	0.9906058258518015	0.9798812459036859	0.9742576137350145	0.9603328120214454	0.9587901916338495	0.975374194092889	0.973612762254217	0.9753452220451853	0.959264509758531	0.9589239187906509	0.9754136813374275	0.958768106613703	0.9812637607302773	0.9614823836654389	0.9573471839639665	0.9734042188706802	0.9741105400723015	0.9774469139449615	0.9747870597790836	0.9607410369908421	0.9880458621621452	0.9761949840824938	0.9908990021903139	0.9907953642107025	1.0	0.9984408858455405	0.9811267030499009	0.9729448959737271	0.9722775367206612	0.9588349719264848	0.9994586110913635
BackhedF_2015__SID511_M__bin.69	0.9591878400358965	0.9901803632776625	0.9799172416096827	0.9740140922602665	0.9609002391966931	0.9587659125049346	0.9752144215040452	0.9732855936998526	0.9752495731824339	0.9595352912843904	0.959086030034147	0.9746306538078027	0.9588466012064162	0.9809414126619067	0.9616535362835498	0.9573307019816415	0.973103528479377	0.9736546184738956	0.9773163619902273	0.97370275395423	0.9606072687073489	0.9875200666312912	0.9753111146574928	0.9903599311254222	0.9901179541872941	0.9984408858455405	1.0	0.9806848604286894	0.9732084485793312	0.9724283929172797	0.9587363141463005	0.9987716518245552
VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	0.9574718312946644	0.977422522709675	0.9819343674135228	0.9758724032695132	0.9585592975906773	0.9579461154105203	0.9773152586570542	0.9763388619577207	0.9762382905570134	0.9578602830920587	0.957665545737488	0.9768692833867685	0.9567628292467236	0.9851482037957897	0.9597261212536455	0.9551498746671419	0.974939589163846	0.9760027897816826	0.9790417792769909	0.9781133144178777	0.9596783618558977	0.9776024655377452	0.9772938254525162	0.9782024523039019	0.9781992883460354	0.9811267030499009	0.9806848604286894	1.0	0.9752816383415276	0.9742483832882077	0.9570587882390797	0.9815481132945844
XieH_2016__YSZC12003_36118__bin.30	0.959289057719033	0.9739468739808341	0.9745696786855209	0.9899695141345782	0.9614337209848487	0.959990419410369	0.9721348372552198	0.9895317412167006	0.9715255275943141	0.9593375470037603	0.9594113147830674	0.9894391125501559	0.9606245110291503	0.9762369054963588	0.9621179454300969	0.9583765636376067	0.9870037583299118	0.9897511927690255	0.9733186083922079	0.9888127933056715	0.9617141583992627	0.97249661911186	0.9753643340297057	0.9757109164810648	0.9754255565043143	0.9729448959737271	0.9732084485793312	0.9752816383415276	1.0	0.9883844377646299	0.958724876571176	0.9732934482893653
ZeeviD_2015__PNP_Main_183__bin.3	0.959128369884062	0.9725095420200577	0.9745499040779182	0.9921212410606389	0.9585739886741058	0.9586002907140523	0.9720471931866235	0.9903289767056676	0.9733928504974766	0.9595003333450296	0.9588937081260933	0.9898678566088946	0.9585287354132843	0.9768501035737167	0.9601420867110745	0.9569793109369387	0.9888081318331949	0.9907920241246487	0.9739473839091284	0.9905805333963709	0.9596613990740108	0.972831507807038	0.976290654293681	0.9733172893449134	0.9731868873124963	0.9722775367206612	0.9724283929172797	0.9742483832882077	0.9883844377646299	1.0	0.9583166866426954	0.9732773150743562
HMP_2012__SRS011134__bin.55	0.9700273276338736	0.9584116630049905	0.9596944313095206	0.9581239108168328	0.9609899822126171	0.9667300782971223	0.9605062278235783	0.9580893394441126	0.9586263019265865	0.9696541166697004	0.9688941024933296	0.9581420067817601	0.9628153573789777	0.9582700210788104	0.9628936742753686	0.9611085782479638	0.957986568281062	0.9581379034537789	0.9570287941286447	0.958441455427257	0.961836029748687	0.9571235945109855	0.958408813215287	0.958915813409039	0.9586548813391229	0.9588349719264848	0.9587363141463005	0.9570587882390797	0.958724876571176	0.9583166866426954	1.0	0.9585420555852765
ZeeviD_2015__PNP_Main_616__bin.33	0.9591877413022551	0.9904953001744338	0.9807678021642413	0.9747903108983043	0.9610569261469584	0.9585727681734487	0.9761640005034075	0.9738371086288791	0.9759077819523498	0.9589774235220712	0.9590299022994178	0.9750874756168834	0.9588501781632889	0.9818487259589108	0.9616535145669773	0.9572530230335279	0.9737143495125351	0.9741461934336741	0.9778087366144322	0.974335826555963	0.960463393450161	0.9884904274476353	0.9765059131969351	0.9907957718838396	0.9906417288428856	0.9994586110913635	0.9987716518245552	0.9815481132945844	0.9732934482893653	0.9732773150743562	0.9585420555852765	1.0
