	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.6	LiJ_2014__MH0355__bin.86	XieH_2016__YSZC12003_36526__bin.48	NielsenHB_2014__V1_UC10_2__bin.56	ZellerG_2014__CCIS20795251ST-4-0__bin.48	ZeeviD_2015__PNP_Main_688__bin.22	LiuW_2016__SRR3993041__bin.110	IjazUZ_2017__S130_a_WGS__bin.9	KarlssonFH_2013__S598__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.113	BritoIL_2016__W2.68.ST__bin.39	LeChatelierE_2013__MH0457__bin.109	BritoIL_2016__M1.59.ST__bin.86	NielsenHB_2014__MH0117__bin.28	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	HeQ_2017__SZAXPI029560-51__bin.8	ZeeviD_2015__PNP_Main_326__bin.18	BackhedF_2015__SID599_M__bin.7	ZellerG_2014__CCIS15794887ST-4-0__bin.48	ZeeviD_2015__PNP_Main_223__bin.127	CosteaPI_2017__SID713B051-11-0-0__bin.81	XieH_2016__YSZC12003_35550__bin.11	LeChatelierE_2013__MH0451__bin.82	NielsenHB_2014__MH0099__bin.19	LeChatelierE_2013__MH0099__bin.44	NielsenHB_2014__V1_UC37_0__bin.35	BackhedF_2015__SID511_M__bin.69	VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	XieH_2016__YSZC12003_36118__bin.30	ZeeviD_2015__PNP_Main_183__bin.3	HMP_2012__SRS011134__bin.55	ZeeviD_2015__PNP_Main_616__bin.33
BritoIL_2016__M1.59.ST__bin.86	0.8044260800260026	0.7971148054040956	0.6102223550031092	0.7907766806054161	0.8495675808760489	0.7348809010588843	0.45992617685440995	0.5566475377849747	0.7709925446992042	0.794500924978907	0.7916009385056895	0.7774951318180093	1.0	0.7379307526048787	0.6433143147419548	0.7832357426252273	0.7974155086994728	0.7945875353131743	0.6765950655465063	0.790301783491681	0.6537445345473053	0.49729999581545575	0.7928533823281831	0.7817575280437451	0.7928952277705819	0.7610265173595331	0.6899165134766653	0.7243640709192665	0.7360564660453429	0.783683391543912	0.8092207892050437	0.7989589243191114
NielsenHB_2014__MH0117__bin.28	0.8230658286933036	0.8776867739482356	0.6788379675358164	0.8694361161857644	0.8218202319869234	0.7050086099140757	0.45095757978374695	0.5945263673155424	0.8474253297553386	0.7920736344326634	0.7836918612274154	0.8346022394517626	0.6628244014580038	1.0	0.5593043888709212	0.7159235334737726	0.8804952667325158	0.8925945997919634	0.6868106605596007	0.8952903332954555	0.5926697726458222	0.5171516481211157	0.8814873735828607	0.8708285621880545	0.8853867468510441	0.8321241575832802	0.7422882267073415	0.7811770670349554	0.8257493247554697	0.8569696598865415	0.82853421676005	0.8950569478073127
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	0.8480675967527335	0.8512143504502594	0.7145252029541641	0.8368496789371179	0.9229147785341021	0.7687310785013209	0.5511953084324804	0.5903555795522475	0.8381970824736305	0.824536242503712	0.8461682157388303	0.8182632233556374	0.796708382344434	0.7711547175996452	1.0	0.8132665014751538	0.8587516149559382	0.8514397211670106	0.6916205480244509	0.8434770242388013	0.7708184693110164	0.5496502535721861	0.8515602402668775	0.8461380859638635	0.850920283846584	0.791574268690102	0.7665966852426772	0.763053423706589	0.817477438824505	0.8486051119381399	0.8659514259819896	0.8605015522860062
HeQ_2017__SZAXPI029560-51__bin.8	0.8597705952085467	0.832721759722008	0.6261184897118592	0.8269286610323312	0.908614706708207	0.7749690220156916	0.4585000426456396	0.5633862746206695	0.7955970533300495	0.8507134280098478	0.8344525018615542	0.7957925524421576	0.7713072469795866	0.7849078518768394	0.6466832713134761	1.0	0.8320854292786755	0.8231097200433548	0.7100604418088268	0.8208825634916908	0.6769290922803725	0.5350254867592477	0.8177449944081504	0.8171393304922073	0.8309181845799117	0.803348018127751	0.7224161773598611	0.7500524685117055	0.7657153973759037	0.8118196463191063	0.8505208038846824	0.833067716484121
ZeeviD_2015__PNP_Main_326__bin.18	0.7954435028849206	0.8458467302790266	0.6422761538697781	0.8572005679281255	0.8075674926508746	0.681369642304503	0.4409160242826285	0.6029913086207426	0.8179267473515193	0.7679188332116682	0.7654682060259285	0.8201434939864348	0.645271714864172	0.7932354184926281	0.5611117279677827	0.6837399468768284	1.0	0.8992974921232653	0.6611669300775901	0.8892453532974401	0.5847431133202454	0.5014839996566601	0.8547318287805374	0.8367411383289274	0.8530860026821454	0.7830541335040582	0.7116378804594767	0.7231240141777286	0.8367340510395084	0.8817115646451354	0.7964191863949243	0.851616571342624
BackhedF_2015__SID599_M__bin.7	0.7954244186829634	0.8719941747465119	0.6539853306932701	0.875318816155095	0.8185527034104514	0.6869314494755132	0.44100940423471846	0.6290132803419087	0.8183062869476132	0.7661587001254268	0.7697051955841536	0.8450595083872716	0.6469509726319259	0.8090977591948599	0.5597670849407848	0.6805380911519059	0.9048467978933373	1.0	0.6644726885779234	0.915987040554128	0.587817360237891	0.5065799534264962	0.8620242122002296	0.8450809014563926	0.8602937506091082	0.7970003747748776	0.7203521774578854	0.729585267623333	0.848964139669802	0.8861563865046181	0.8029793414262522	0.8673312780140259
ZellerG_2014__CCIS15794887ST-4-0__bin.48	0.8408409420877733	0.8833885069000323	0.6643754359273689	0.8897469882818508	0.8535442080398177	0.7792326835425434	0.48804689788289435	0.6019854055204472	0.8445622604374973	0.8406049354880174	0.8329262921888138	0.8731748998552352	0.7325297168131524	0.8278479358904929	0.6046278365570008	0.7806508303428628	0.8846054159300241	0.8835760478587669	1.0	0.8800981113150413	0.6342403432210265	0.579798677941601	0.886261676531883	0.8657786215950254	0.8814108980261841	0.8645353725427393	0.7733778233869897	0.8121935338406071	0.8134304612875424	0.8717672890638335	0.854835922733125	0.8940446263193716
ZeeviD_2015__PNP_Main_223__bin.127	0.8188917947041516	0.8703105590062112	0.6780165086629618	0.9158638443935926	0.8312218045112783	0.7080704478587774	0.4537634847989539	0.6271657404380516	0.8426037920889179	0.7858009153318077	0.7911605099705787	0.8729519450800916	0.663703007518797	0.8370701209545603	0.5719761359921544	0.7000465838509317	0.9228783916312521	0.9448014056881333	0.6826773455377574	1.0	0.6018592677345538	0.5194107551487414	0.873459463877084	0.8704233409610983	0.8881047728015691	0.8180165086629617	0.7385689767898006	0.7620946387708402	0.8622074207257274	0.9178138280483819	0.8295014710689769	0.8996943445570448
CosteaPI_2017__SID713B051-11-0-0__bin.81	0.8704277127953304	0.854378214577467	0.7392661065448456	0.8390942821024192	0.9522280130887782	0.7654231262464688	0.5133489108657853	0.5849241736225521	0.8259724168146075	0.8403116571360768	0.8517689018295995	0.8210127830083197	0.7664579520717053	0.7735887805256504	0.72971992387698	0.8059136816067981	0.8472028897539693	0.8464339012134959	0.6868117324376252	0.8402226643969716	1.0	0.5370335297258567	0.851083201365468	0.843305464154181	0.8466712151844432	0.8085298399499816	0.7505008693906051	0.7588696096641552	0.792892218383618	0.8333702234858684	0.8717534764214878	0.857942487871887
XieH_2016__YSZC12003_35550__bin.11	0.8752810622918394	0.9707884288145208	0.6998138371365824	0.9251378041508501	0.8746993033436595	0.8109676105705601	0.518910074610585	0.6549936733714385	0.881184461218494	0.8696467268787178	0.842513489535611	0.9042410227322308	0.7432275986445016	0.8604752970606628	0.6633055543435578	0.8119755079482817	0.9261951510391669	0.9298689587969224	0.8003577817531305	0.9243437031865845	0.6845804790784938	1.0	0.9267594572189013	0.9652718995884055	0.9701295868057069	0.9146806870573178	0.8553078232034557	0.848870660441846	0.8586645723344531	0.9106898206728042	0.8806157918466484	0.9707986095961139
LeChatelierE_2013__MH0451__bin.82	0.8509415919532087	0.9033194362928633	0.6959389946907909	0.8806768735706623	0.8542438255988883	0.7352116262910418	0.4718584930481067	0.6122734141520444	0.8663607293922406	0.8148649423542665	0.8118047263429871	0.8576818252345969	0.6870340949721048	0.8503909385899227	0.5958330803532277	0.7195622769558735	0.9152870818238854	0.9174348829208071	0.7093342912846667	0.9012542753637853	0.6290384057531049	0.537339863593127	1.0	0.8917346339883832	0.9085350428042339	0.8434913278419786	0.7678856934690655	0.7767846903186201	0.8476435746426235	0.8910768857137075	0.8552549027544474	0.9080265527918884
NielsenHB_2014__MH0099__bin.19	0.844787939080822	0.9898387923287087	0.7059189592616086	0.8838851555210687	0.8529217120064136	0.7315700430636753	0.4821929942773466	0.6103694446184998	0.8672768426952693	0.8124923284512957	0.8153961437538787	0.8466806120758547	0.6895398272474527	0.855139701584266	0.6026322317490101	0.7318945012913952	0.912053794830814	0.9154949404258643	0.7053387112141518	0.9141910990292862	0.6344420133920562	0.5696834128885452	0.9076899175034914	1.0	0.9952644549144691	0.8737205144293784	0.7884352100695353	0.7892781147775272	0.8678811246855203	0.8866224499342928	0.8564435429808441	0.9425545849466833
LeChatelierE_2013__MH0099__bin.44	0.839994136985154	0.9900337123353644	0.6938760809933623	0.8753640304039199	0.8532185857570618	0.725380572481521	0.4743246016290806	0.6082626630651005	0.8616211236049165	0.8109521117323115	0.8093489959587076	0.8428284858764161	0.6824314760139875	0.8483857863768662	0.5913654542789539	0.7262173084573988	0.9073568272713948	0.90941139518814	0.700688904244404	0.9101786125594153	0.6215524425738636	0.5586883598215968	0.9024009045794333	0.9711682057080637	1.0	0.8727214858554766	0.7814586343363277	0.7791871348702808	0.8553745000732876	0.884545511652742	0.8517260296919823	0.9447075821345562
NielsenHB_2014__V1_UC37_0__bin.35	0.8459351793177594	0.9275181738567023	0.6706286623614265	0.8859416941380858	0.8399783907325791	0.735217943879985	0.4731397161959145	0.598416507059502	0.8499001416884421	0.8334920504951976	0.803827367941388	0.8549393374107327	0.6960035315310182	0.8472603934524277	0.5845573838190375	0.7460715277431665	0.8850045212141062	0.8952422231557362	0.7302944485186793	0.8908260293772117	0.6307066978048972	0.5597289763544062	0.8902395175472947	0.9059347165163155	0.9273508533346624	1.0	0.8201562488874966	0.7912071285662411	0.8268730998440714	0.8595406517668335	0.8418598566027526	0.9759628050039516
BackhedF_2015__SID511_M__bin.69	0.8566528076942344	0.9332565245704553	0.70535290287031	0.8863367229374344	0.8600661223263036	0.7494194259379853	0.5303822070831038	0.6307288483694835	0.8807574011922056	0.8282823222962481	0.8298181636026649	0.8744667635124982	0.7102659920853579	0.8507739317737815	0.6372579271652556	0.7552261684115614	0.9053689325251715	0.9108350448329409	0.7353934779341782	0.9053879677403195	0.659015178079447	0.5891739718479186	0.9122957471321945	0.9202444522366378	0.9347322546711416	0.9232289736011622	1.0	0.8066482993538046	0.8530771928066925	0.8794419676401343	0.8678996142864298	0.9718278815809247
VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	0.8779372731813555	0.9362681693606013	0.7162579785389739	0.929074293501693	0.8784267140228319	0.7990408165521456	0.5122636588667685	0.6378117672834426	0.8857622965730096	0.8673374116720083	0.8609214150970892	0.8990535802044798	0.748080678342896	0.8981691696490397	0.6363122893871739	0.7865897229483434	0.9228824146016182	0.9254180598645445	0.7747376164934527	0.9371726801559377	0.6684646331253964	0.5865832908715766	0.9257778541586894	0.9241326495231721	0.9349536136713792	0.8934496333213736	0.809191437699809	1.0	0.8608379991015193	0.8964857745577194	0.8817955142294622	0.9409243899325939
XieH_2016__YSZC12003_36118__bin.30	0.7991672428389108	0.8630835715460996	0.6312202091952828	0.8623708514532755	0.8201822551452678	0.6936548303410741	0.44997446654691375	0.6118207526017266	0.8271704927061282	0.7666915891356223	0.7752979400172724	0.8352346306941946	0.6448283887666446	0.8053754099632471	0.5782726086152172	0.6811856388606368	0.9058629752994745	0.9134667438495923	0.6581987107950665	0.8994229183841715	0.5924707430959504	0.5033304318691596	0.8569606580213833	0.8619974406869394	0.8706549437283616	0.7920639129185633	0.72593354822924	0.7302354448660708	1.0	0.8754547213869738	0.8100379293264709	0.868774249320742
ZeeviD_2015__PNP_Main_183__bin.3	0.8139881682347516	0.859079195649259	0.647889707541524	0.8833142023696233	0.8199596451124476	0.6955241720544039	0.4548010543286667	0.6100659936491741	0.8339996468129777	0.782462956240782	0.77847652123864	0.844411305909015	0.6583880282680428	0.8015375081347474	0.5756662317233892	0.6925735888052794	0.9153978095864114	0.9143701334589109	0.6764651538489209	0.918152995385677	0.5971713970835909	0.5119274200669093	0.8639150781426287	0.8444865216637725	0.8634122771733266	0.7895798382534248	0.7176686713300434	0.7292780595643372	0.8395410857884738	1.0	0.8118788568513376	0.8700770470948733
HMP_2012__SRS011134__bin.55	0.8676791014905144	0.8049459237741203	0.6209448775210142	0.7822184528928502	0.8226157120267588	0.7234095169401852	0.43384311751720966	0.5441443512239972	0.7889731263548779	0.8233734529126657	0.8346967649378391	0.7702158689647246	0.6590982407888115	0.7512953326807462	0.5695088555021421	0.7034498610940478	0.8016169366184623	0.8032632000285341	0.6430866051860865	0.8044877917322226	0.6056148916692096	0.47991709236750435	0.8038838183482675	0.7908508336338669	0.8060088218159625	0.7497410127254498	0.6866384759579756	0.6954396839047433	0.7531048749846431	0.7871057230837517	1.0	0.8123338974117125
ZeeviD_2015__PNP_Main_616__bin.33	0.8068914000540377	0.8916551439151925	0.6609664807132981	0.8406212749725838	0.817106120567714	0.6913038986633608	0.44996026637422715	0.580997790810407	0.8273136890287512	0.7804534401373194	0.7722508304327786	0.8167246777602949	0.6524285192072347	0.8137224049969007	0.5673929973457937	0.6908024603061078	0.8593985918403027	0.8698890637168423	0.6743281043881816	0.8748279534004036	0.5975667127576726	0.5304375466870103	0.8557001859533686	0.8726251211875586	0.8963190769084062	0.8714251656892195	0.7708561801681526	0.743997838490758	0.809808642858278	0.8457167151416901	0.8144415836233888	1.0
