	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.6	LiJ_2014__MH0355__bin.86	XieH_2016__YSZC12003_36526__bin.48	NielsenHB_2014__V1_UC10_2__bin.56	ZellerG_2014__CCIS20795251ST-4-0__bin.48	ZeeviD_2015__PNP_Main_688__bin.22	LiuW_2016__SRR3993041__bin.110	IjazUZ_2017__S130_a_WGS__bin.9	KarlssonFH_2013__S598__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.113	BritoIL_2016__W2.68.ST__bin.39	LeChatelierE_2013__MH0457__bin.109	BritoIL_2016__M1.59.ST__bin.86	NielsenHB_2014__MH0117__bin.28	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	HeQ_2017__SZAXPI029560-51__bin.8	ZeeviD_2015__PNP_Main_326__bin.18	BackhedF_2015__SID599_M__bin.7	ZellerG_2014__CCIS15794887ST-4-0__bin.48	ZeeviD_2015__PNP_Main_223__bin.127	CosteaPI_2017__SID713B051-11-0-0__bin.81	XieH_2016__YSZC12003_35550__bin.11	LeChatelierE_2013__MH0451__bin.82	NielsenHB_2014__MH0099__bin.19	LeChatelierE_2013__MH0099__bin.44	NielsenHB_2014__V1_UC37_0__bin.35	BackhedF_2015__SID511_M__bin.69	VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	XieH_2016__YSZC12003_36118__bin.30	ZeeviD_2015__PNP_Main_183__bin.3	HMP_2012__SRS011134__bin.55	ZeeviD_2015__PNP_Main_616__bin.33
BritoIL_2016__W2.68.ST__bin.39	0.8917992516446213	0.8342806936049255	0.6416275365684923	0.814768405748467	0.8573239889474176	0.7482223046932148	0.46649634294414283	0.5690848392325348	0.8043745810441434	0.8632511553056446	1.0	0.8035364626942282	0.6972995892889466	0.7732840270677512	0.6026054404956636	0.7475379240287869	0.8378935292138797	0.8374670311186566	0.682392819623541	0.8342269680696746	0.6409910956124422	0.5000376078746757	0.8296991452680615	0.8184258748790142	0.8326474373332958	0.7784929243470075	0.713819778105274	0.7393427135362726	0.7834629496310709	0.8207699613093492	0.8983736040659485	0.8375397672279195
LeChatelierE_2013__MH0457__bin.109	0.8867739184404289	0.9191155524002161	0.7009363320964999	0.9608910559522056	0.8985019579476601	0.792305734531767	0.4963685317401846	0.650670881723887	0.892583017427297	0.8727883228626668	0.8681597971057202	1.0	0.7444755513285914	0.8707102639322376	0.6316236453993811	0.7750231069079608	0.9426243196299323	0.9610053625886881	0.7595997481681915	0.9623547167115409	0.6693912725097004	0.5702865256587143	0.9308141222277292	0.9042101456070084	0.9227867600766212	0.8794609727673369	0.7997615635004621	0.8177853982202099	0.8842359539022767	0.9317884076996236	0.9056934528194893	0.9412508539509464
BritoIL_2016__M1.59.ST__bin.86	0.8344895975149647	0.8308597486743267	0.636603473560979	0.8255035320472834	0.874357599472942	0.7599463210557508	0.4794261530122393	0.5806921236172757	0.8041098063334536	0.8242870947682492	0.8209783853692763	0.8112760816316997	1.0	0.7705157012858228	0.661850872574789	0.7974194012987658	0.8315098127562425	0.8289319388745133	0.7064678456701158	0.824782428028272	0.6726927347553647	0.5189253311872136	0.8267910092634132	0.8147035153091065	0.8262839982055117	0.7937545190644916	0.7195275162978266	0.7570988846729876	0.76622703001486	0.8175898776847987	0.8404734957779895	0.8332468851907033
NielsenHB_2014__MH0117__bin.28	0.8587659414525843	0.898056869138047	0.6912222581575658	0.8890448677045183	0.8561724779944582	0.7357796561278988	0.460341949074762	0.6078468221987186	0.8643759341975298	0.8266618882371966	0.8177757576287336	0.8522652377997081	0.6920928646976041	1.0	0.5824838509479646	0.7485747751370156	0.9020060662744858	0.9119411204251636	0.6998181865860161	0.9136132793720444	0.6171000760469568	0.5285665585692683	0.9010296932772742	0.8902048023216175	0.9051108799594416	0.8480127269389789	0.7567100513098433	0.7929538561051721	0.8458493221331609	0.8772785678697237	0.8646145643033837	0.9116037166857512
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	0.8801184461713493	0.8850042904799552	0.7429520430397809	0.8721846738271081	0.9494542895158025	0.7969891918471239	0.5728778996895428	0.6151306909118958	0.8728427081123816	0.8557434582232593	0.8786613702539579	0.8524183362579302	0.81966486048709	0.8031139725023622	1.0	0.8392504194064675	0.8929850652731445	0.8868711313368943	0.7213236853776587	0.8791338051254363	0.7925637305000096	0.5715690622649877	0.8863372317244836	0.8797038604678069	0.8848138703021655	0.8232852542470931	0.7971651497329296	0.7950741433502382	0.8496644748259704	0.8838328448292485	0.8993219595441485	0.8948145452091247
HeQ_2017__SZAXPI029560-51__bin.8	0.8927179455726638	0.8695398008400712	0.6544946108369758	0.8644491572934107	0.9380909895034226	0.8021318986509602	0.4784553270153898	0.5883277446781596	0.8312325164856543	0.8835007374341508	0.8667232719651399	0.8317020976863063	0.7852748918765328	0.8207052726302201	0.6673448441421662	1.0	0.8690692613104383	0.8605822998553881	0.7423273785964889	0.8581069360976652	0.697919371949519	0.5596947913861557	0.8542678702000895	0.8535472068064357	0.8676164345753596	0.8391396889072462	0.7546150727898777	0.7852720168895899	0.7989713296718778	0.8483147305705987	0.8849372725765537	0.8702690891945533
ZeeviD_2015__PNP_Main_326__bin.18	0.8294861163937667	0.8687827737918337	0.6590431056817224	0.8674739876791411	0.841658929709051	0.7109181268451561	0.45292661741788	0.6102534178453223	0.8412250301012931	0.800469178559532	0.7982870808951089	0.8312177774417877	0.6728609576187967	0.8126144301937429	0.5834800008504747	0.7141302439051279	1.0	0.9093716802939492	0.6782236732791077	0.9009637926133119	0.6086587777260668	0.5150640336598998	0.8724713141960769	0.8589172669207066	0.8759377861985276	0.8044490853065528	0.7313074710267671	0.7417116118937316	0.84775163617951	0.8916912556235673	0.8313469236045324	0.874606163264374
BackhedF_2015__SID599_M__bin.7	0.8296850227123084	0.8960582081640706	0.6703779679912146	0.8810790980998993	0.8542807135143187	0.7165315337800523	0.45367568582614093	0.6300781797825988	0.8415050895696111	0.7991119499307102	0.8028042351938173	0.8526556325970156	0.6749140909807613	0.8266345295228316	0.5830609678699872	0.7115200092544832	0.9149831509772275	1.0	0.6817725504737773	0.9235792030844052	0.6128234810326673	0.5201946610822833	0.8826431691534129	0.8670721841768937	0.8828951319675047	0.8181826825482473	0.7398436404348022	0.7475237522492435	0.8577551064067488	0.8943919257803122	0.8380623901129158	0.8903502203882288
ZellerG_2014__CCIS15794887ST-4-0__bin.48	0.8784386899105071	0.90626745026477	0.6789941483006471	0.9124352298851786	0.8906256914255852	0.8136432886676795	0.49709627594228795	0.6175017858535116	0.8657143519406275	0.8782838105794173	0.8698476282390325	0.8961887041341192	0.7648721033877484	0.8435265707608894	0.6305948841355099	0.8161255723686844	0.9074264112457144	0.906580369729625	1.0	0.9019150249808772	0.661117701970023	0.5938199986092468	0.9075770761732372	0.8876966809464708	0.9038241497967604	0.884483198226579	0.7913280217800376	0.8295800557565592	0.835728870560916	0.8950866376013301	0.8932186032202257	0.9143348722930359
ZeeviD_2015__PNP_Main_223__bin.127	0.8542489375612945	0.8947670807453416	0.6944548872180452	0.9219924812030075	0.8669320039228506	0.7380957829355999	0.4660951291271657	0.6326847008826414	0.8652852239293887	0.8193241255312194	0.8248545276234064	0.8807126511932004	0.6926601830663616	0.8542015364498202	0.5961556064073227	0.7317914351095129	0.9350400457665904	0.9526323962079111	0.6996003595946387	1.0	0.6267595619483491	0.5332731284733573	0.8943821510297483	0.8932584177835894	0.9116639424648578	0.8391745668519124	0.7585158548545277	0.7791475972540046	0.8719622425629291	0.9265413533834587	0.8654691075514874	0.9233924485125858
CosteaPI_2017__SID713B051-11-0-0__bin.81	0.9043693153035565	0.8894984004125612	0.7683176721324942	0.8743810440901976	0.9742229108384028	0.7931957064426179	0.5342062988604366	0.6104388482970441	0.8605677736754914	0.8733724597136716	0.8847988992282733	0.8552213637338615	0.7886730498039878	0.8054767044391403	0.7503057699241051	0.8309035273070797	0.8818530113773794	0.8824417325745372	0.7159169218552476	0.8749845974105395	1.0	0.5589314482085077	0.8846163500198522	0.8775642459120386	0.8814034839516427	0.8415689648090764	0.7812775249978322	0.7907541107799871	0.8244572583847133	0.8684002756493047	0.9063431286196085	0.8932589141060338
XieH_2016__YSZC12003_35550__bin.11	0.9142530942304057	0.9781273179458092	0.7162921593437759	0.9521256017569121	0.9111799525866457	0.8467806914205099	0.5332737030411449	0.6728623994647818	0.9054205389996655	0.9085591285250956	0.8798696859956078	0.9287839783585671	0.7755472170106317	0.8794682723213636	0.6897566793199238	0.8494146050583941	0.9512762336925695	0.9548598688133572	0.8197129019590732	0.94901319138415	0.7124947278095322	1.0	0.9508093721366552	0.972264642145527	0.9771586892970897	0.9257471966490685	0.8661169044606367	0.8683188620794974	0.8829486452288494	0.9361228674898556	0.9200648661227221	0.9821021859592478
LeChatelierE_2013__MH0451__bin.82	0.8874997470198943	0.9268044227668603	0.710376569319922	0.9018251671355231	0.8885943076103162	0.7668560644390925	0.48365411210729053	0.6272363441338973	0.8898296937928801	0.8494574420000944	0.846483239224734	0.8789549223182422	0.7164421889862581	0.8692438593295689	0.6201663934481526	0.7517000263099309	0.9342833579567302	0.9393792205514292	0.7263944263423124	0.9228427543124675	0.6538228667030958	0.5512841270162514	1.0	0.9142582960609311	0.9317704222406616	0.8640602969649134	0.7873238415197695	0.7948322910552981	0.8690532809833168	0.9127168039505373	0.8923696140535509	0.929873071448328
NielsenHB_2014__MH0099__bin.19	0.8809873487041843	0.9917735247236311	0.7214071186821845	0.9076985010544892	0.8866791013708789	0.7632141621724624	0.49477132990964096	0.6263271242786599	0.8910223781758065	0.8475037746165514	0.8499217609326544	0.8691102891884167	0.7185994391507778	0.8741668590812682	0.6265382796332077	0.7645042698874439	0.9362259327959458	0.9393185862204823	0.7231950723550431	0.9381743988724648	0.6602158419733927	0.5738103842083262	0.9306165822188308	1.0	0.9958189523089322	0.881745276257297	0.7961097630167405	0.8068658107721848	0.889485922547186	0.9109284912949918	0.8931373651416844	0.9513106653196214
LeChatelierE_2013__MH0099__bin.44	0.875985509977595	0.9921209456205373	0.7091810624620475	0.8989157610402664	0.8872274221580082	0.756462089327219	0.4871888937747346	0.6244789245555625	0.885311891450468	0.8459718994074167	0.843755679795632	0.8654915509768202	0.7111686244948384	0.8672856335196935	0.6149205352094981	0.7582913499591682	0.9316623741022259	0.933303180685554	0.7185066063613711	0.9343233452687564	0.6470498565655297	0.562736352785979	0.9254794061603534	0.9717092782209937	1.0	0.880829197813933	0.7892581192285948	0.7965525472705572	0.8769244299265029	0.9089163892204284	0.8884594928492158	0.9536319283037041
NielsenHB_2014__V1_UC37_0__bin.35	0.8822784427087412	0.9363140712999024	0.6843978953214334	0.9093505471737072	0.874674258983688	0.7668183824733533	0.4850853334662404	0.6146350276612863	0.8713839187178264	0.8688865709261013	0.8382597953705616	0.8764889746456009	0.7259352149178705	0.8634379739264787	0.6079751368824271	0.7793113514514165	0.9091850066572208	0.919035557390939	0.7471448710919978	0.9138673112660112	0.6564793982157224	0.5665010074831434	0.9119484652792117	0.9142553524766998	0.9359660802141703	1.0	0.8214369628833242	0.8064270660524461	0.8498663215829233	0.8840486582318137	0.8780028693689524	0.9764914666533759
BackhedF_2015__SID511_M__bin.69	0.8931022391424135	0.9425116465461103	0.7198086459950909	0.9099834694184241	0.89506286630266	0.781650052597305	0.5438621449681912	0.6480408756198968	0.9031097530431298	0.8632119420928718	0.8652176526574162	0.8972288734158193	0.7407503882182037	0.867303511496268	0.6626689375344387	0.7888874417672694	0.930393227470821	0.9354806391824876	0.7524620548013825	0.9298402043780994	0.6860401743224966	0.5966197465310825	0.9353894705204628	0.9292020237439262	0.9440615138005309	0.9246706406852677	1.0	0.8225356910284025	0.8765616390322096	0.9043770976306167	0.9052537193808545	0.9730230927215349
VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	0.9169327435922948	0.9578950224770932	0.7294356958150295	0.9520448476552568	0.9164031022710256	0.8341187502072838	0.5241539557774622	0.6532688517637458	0.9073218138858488	0.9054947020792693	0.8989792093168631	0.920341744278718	0.7818872718245893	0.9117096962552248	0.6630144530774975	0.8235249187699055	0.946604717727306	0.9481715314272275	0.7913223244319421	0.9581432604398133	0.6965506983325847	0.6000223112662849	0.9472871208717876	0.9447253452969961	0.9557905273599441	0.910636343444759	0.8251289179136353	1.0	0.8826558044970266	0.9201819473715419	0.9213598214294687	0.9586126010413935
XieH_2016__YSZC12003_36118__bin.30	0.8330828298397829	0.8861710988592216	0.647691204641888	0.8711084928783406	0.8530824717746645	0.7225643259722534	0.4628724836334402	0.6182932058848855	0.8514140588300989	0.7991885562388158	0.8080975573991173	0.8441495996064694	0.6712595622568673	0.8249794751958914	0.60104128746576	0.7107703430008073	0.9177908064223241	0.9229256307274434	0.6762417826186666	0.9095987880348279	0.61605700396685	0.5175652253977293	0.878605694428933	0.8834557717113211	0.8925898423746197	0.8140891803804187	0.74591784451619	0.7487431488076005	1.0	0.8857431257891286	0.8449117667870731	0.8926128608465171
ZeeviD_2015__PNP_Main_183__bin.3	0.8486748946161871	0.8833632561227259	0.6648091645491797	0.8903288890633022	0.8553952587912501	0.7255622377668115	0.46787960246838484	0.6160235719634909	0.8567965610048824	0.8154900306422445	0.8118486070369244	0.853054577205702	0.6868735426947515	0.8205327564611968	0.5995635851098967	0.7237080058995313	0.9257587798042428	0.9228678786213933	0.6945602658059368	0.9268837458753969	0.6222730201087685	0.5262241364086766	0.884895368344632	0.8676374404405681	0.8872008947404566	0.812093058239886	0.7380169856795743	0.7485545494085752	0.84940743066252	1.0	0.8471926537099354	0.8939662248558637
HMP_2012__SRS011134__bin.55	0.8944893373334021	0.839874925196866	0.6470235288056466	0.8164063583654673	0.8560086236619652	0.7483055851685696	0.4516817329755993	0.5679474020029406	0.8230247018773109	0.8491413987294366	0.8614943189248957	0.8038640029485314	0.6845531032897527	0.7840121428769583	0.5914555996338114	0.7319150791228911	0.8367726262141886	0.8383586508090628	0.6719616056814715	0.8393708214275807	0.6296446306211335	0.5014160084651388	0.8387692258915939	0.8247343745665381	0.8407705812649359	0.7819291480567038	0.7161911631243337	0.7266425975611206	0.785527624648772	0.8213419781317248	1.0	0.8474681863757237
ZeeviD_2015__PNP_Main_616__bin.33	0.8412236367392998	0.9002113828891114	0.6739275894403917	0.862361130977924	0.8502161509242041	0.7211804065544589	0.4609474085729271	0.5966067483590013	0.8477375673484957	0.8138392218566729	0.8052416599119503	0.8375911886711486	0.6804280106168248	0.8287655557144901	0.5900181185333524	0.7216508526836091	0.8825982612565362	0.892975889635881	0.6896319076908406	0.8978710723310923	0.6221650058011093	0.5366137414771373	0.876287766811297	0.8807315755177292	0.9047863125605938	0.8718972011634005	0.7718042244790921	0.7579840747627903	0.8320292757354694	0.8689370460433256	0.8496670322160238	1.0
