	HMP_2012__SRS019126__bin.26	HMP_2012__SRS023958__bin.34	FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32	HMP_2012__SRS063288__bin.15	HMP_2012__SRS019127__bin.32	HMP_2012__SRS018145__bin.57	HMP_2012__SRS047824__bin.58	HMP_2012__SRS057539__bin.64	HMP_2012__SRS022530__bin.53	HMP_2012__SRS022621__bin.36	HMP_2012__SRS023926__bin.59	HMP_2012__SRS013252__bin.16	HMP_2012__SRS057205__bin.2	HMP_2012__SRS024441__bin.2	HMP_2012__SRS011115__bin.71	HMP_2012__SRS015644__bin.55	HMP_2012__SRS022077__bin.47	HMP_2012__SRS017209__bin.31	HMP_2012__SRS018300__bin.3	HMP_2012__SRS077736__bin.49	HMP_2012__SRS062761__bin.49	HMP_2012__SRS042131__bin.27	HMP_2012__SRS016037__bin.60	CM_cf__CF_TNFC057IS_t1M15__bin.15	HMP_2012__SRS016002__bin.40	HMP_2012__SRS019327__bin.47	HMP_2012__SRS013164__bin.35	HMP_2012__SRS017439__bin.53	HMP_2012__SRS017808__bin.52	HMP_2012__SRS057692__bin.13	HMP_2012__SRS015762__bin.44	HMP_2012__SRS019122__bin.5	HMP_2012__SRS042643__bin.39	HMP_2012__SRS021496__bin.20	HMP_2012__SRS011306__bin.51	HMP_2012__SRS043663__bin.27	HMP_2012__SRS016225__bin.43	HMP_2012__SRS063193__bin.55	HMP_2012__SRS024277__bin.47	CM_cf__CF_TNFC057SA_t1M16__bin.3	HMP_2012__SRS024081__bin.3	HMP_2012__SRS011243__bin.13	HMP_2012__SRS064329__bin.27
HMP_2012__SRS023926__bin.59	2169022.0	1954427.0	1557680.0	1762674.0	2107698.0	1686240.0	2236343.0	2080926.0	2087460.0	1875774.0	2698234.0	1984318.0	1608224.0	2165013.0	2046416.0	2141852.0	1945313.0	1376504.0	2046636.0	1451986.0	1887440.0	2055165.0	1606121.0	1238820.0	1868384.0	1863431.0	2141226.0	2074726.0	2184157.0	2060948.0	1604688.0	2152385.0	1926545.0	1946530.0	1956007.0	2130941.0	2072974.0	2041865.0	1912050.0	1301743.0	2006407.0	1232928.0	1966753.0
HMP_2012__SRS013252__bin.16	1983713.0	1779462.0	1412418.0	1605919.0	1921722.0	1561664.0	1962641.0	1902105.0	1894912.0	1749829.0	1984318.0	2556687.0	1483699.0	1989314.0	1923107.0	1902030.0	1770355.0	1289551.0	1870405.0	1344002.0	1719992.0	1856888.0	1523632.0	1118647.0	1727691.0	1697286.0	1934599.0	1856289.0	1943297.0	1881900.0	1473939.0	1969514.0	1810319.0	1808865.0	1786151.0	1920688.0	1859559.0	1826606.0	1705766.0	1186070.0	1826516.0	1141545.0	1822601.0
HMP_2012__SRS057205__bin.2	1652242.0	1501718.0	1221469.0	1371016.0	1617583.0	1329141.0	1680344.0	1523021.0	1561012.0	1400040.0	1608224.0	1483699.0	1854478.0	1660181.0	1550673.0	1605731.0	1463631.0	1076967.0	1546260.0	1094115.0	1396153.0	1559586.0	1239912.0	934505.0	1437272.0	1471579.0	1627163.0	1607588.0	1641167.0	1578566.0	1434882.0	1631322.0	1437701.0	1458602.0	1498755.0	1556148.0	1567915.0	1571761.0	1449624.0	1031733.0	1530664.0	978146.0	1529442.0
HMP_2012__SRS024441__bin.2	2309475.0	1987226.0	1582151.0	1861047.0	2241454.0	1711967.0	2246416.0	2071171.0	2184696.0	1905782.0	2165013.0	1989314.0	1660181.0	2805515.0	2121847.0	2206737.0	1998527.0	1447211.0	2078387.0	1471325.0	1831855.0	2152104.0	1674071.0	1244919.0	1963889.0	1975482.0	2177616.0	2099243.0	2191831.0	2127777.0	1653841.0	2291633.0	1921362.0	1981264.0	2049887.0	2071766.0	2102538.0	2102084.0	1988130.0	1307977.0	2111101.0	1292467.0	2091559.0
HMP_2012__SRS011115__bin.71	2131409.0	1883150.0	1492863.0	1778615.0	2078138.0	1621865.0	2114951.0	2013783.0	2219042.0	1868841.0	2046416.0	1923107.0	1550673.0	2121847.0	2404756.0	2067070.0	1889758.0	1349611.0	2033367.0	1453757.0	1788629.0	2007561.0	1605747.0	1188360.0	1841378.0	1828983.0	2025758.0	1966834.0	2045255.0	1998522.0	1606846.0	2116156.0	1880806.0	2090917.0	1889409.0	2011919.0	1978496.0	1946068.0	1834082.0	1232281.0	1968611.0	1219948.0	1943990.0
HMP_2012__SRS015644__bin.55	2205042.0	1905495.0	1554074.0	1793197.0	2140116.0	1675263.0	2181186.0	2032502.0	2100091.0	1870277.0	2141852.0	1902030.0	1605731.0	2206737.0	2067070.0	2806994.0	1945513.0	1399252.0	2030350.0	1438526.0	1845891.0	2346461.0	1634334.0	1216400.0	1933365.0	1880638.0	2085188.0	2041426.0	2172044.0	2068972.0	1644984.0	2189067.0	1901929.0	1949378.0	1971827.0	2036187.0	2055992.0	2114824.0	1914175.0	1286313.0	2085839.0	1270896.0	2049913.0
HMP_2012__SRS022077__bin.47	1991324.0	1775110.0	1430384.0	1620187.0	1964872.0	1548579.0	1989101.0	1832697.0	1930961.0	1721058.0	1945313.0	1770355.0	1463631.0	1998527.0	1889758.0	1945513.0	2477621.0	1341807.0	1870988.0	1339189.0	1710938.0	1908465.0	1488856.0	1119203.0	1756443.0	1734968.0	1901683.0	1860880.0	1919719.0	1868792.0	1495919.0	1994442.0	1781713.0	1800400.0	1793916.0	1856909.0	1885621.0	1890050.0	1725552.0	1169587.0	1853846.0	1160905.0	1856661.0
HMP_2012__SRS017209__bin.31	1438987.0	1301794.0	1044912.0	1189170.0	1410878.0	1142619.0	1455134.0	1355678.0	1376934.0	1275038.0	1376504.0	1289551.0	1076967.0	1447211.0	1349611.0	1399252.0	1341807.0	1846014.0	1388823.0	996914.0	1205392.0	1376166.0	1102255.0	830505.0	1292959.0	1284090.0	1388846.0	1357113.0	1405751.0	1356160.0	1132278.0	1438263.0	1312402.0	1284435.0	1323229.0	1346506.0	1370477.0	1352020.0	1254379.0	847418.0	1346113.0	870135.0	1358240.0
HMP_2012__SRS018300__bin.3	2081770.0	1862423.0	1511917.0	1724538.0	2021629.0	1617546.0	2063377.0	1984560.0	2034454.0	1849418.0	2046636.0	1870405.0	1546260.0	2078387.0	2033367.0	2030350.0	1870988.0	1388823.0	2586962.0	1451470.0	1797019.0	1997285.0	1599582.0	1165297.0	1833844.0	1806751.0	2004100.0	1976385.0	2059857.0	1980232.0	1571926.0	2062749.0	1862237.0	1889667.0	1877008.0	2017518.0	1975654.0	1937473.0	1833634.0	1247119.0	2009305.0	1210625.0	1954551.0
HMP_2012__SRS077736__bin.49	1465660.0	1327745.0	1080053.0	1243671.0	1423273.0	1157359.0	1461782.0	1423303.0	1443508.0	1357751.0	1451986.0	1344002.0	1094115.0	1471325.0	1453757.0	1438526.0	1339189.0	996914.0	1451470.0	1708754.0	1324694.0	1393787.0	1143428.0	872936.0	1299209.0	1290151.0	1418359.0	1376727.0	1466120.0	1391236.0	1151249.0	1449358.0	1367346.0	1375421.0	1335941.0	1446485.0	1414096.0	1368677.0	1263016.0	883059.0	1384401.0	892692.0	1372289.0
HMP_2012__SRS062761__bin.49	1842846.0	1665441.0	1356570.0	1535377.0	1794558.0	1455186.0	1886392.0	1795963.0	1825417.0	1724354.0	1887440.0	1719992.0	1396153.0	1831855.0	1788629.0	1845891.0	1710938.0	1205392.0	1797019.0	1324694.0	2731634.0	1777738.0	1444428.0	1050570.0	1623093.0	1614446.0	1807713.0	1764320.0	1825613.0	1779879.0	1389640.0	1831247.0	1698234.0	1709138.0	1705568.0	2027177.0	1772092.0	1766466.0	1641568.0	1113088.0	1744311.0	1086799.0	1722708.0
HMP_2012__SRS042131__bin.27	2146617.0	1846792.0	1501716.0	1750743.0	2091226.0	1629095.0	2094218.0	1943155.0	2056408.0	1839233.0	2055165.0	1856888.0	1559586.0	2152104.0	2007561.0	2346461.0	1908465.0	1376166.0	1997285.0	1393787.0	1777738.0	2841678.0	1589494.0	1175503.0	1899779.0	1831134.0	2018991.0	1994336.0	2080775.0	2006707.0	1620374.0	2127319.0	1875797.0	1890597.0	1937254.0	1976138.0	2013918.0	2031532.0	1857564.0	1219602.0	2042889.0	1239749.0	2015763.0
HMP_2012__SRS016037__bin.60	1648933.0	1470249.0	1214056.0	1402978.0	1612281.0	1309645.0	1636711.0	1567895.0	1621591.0	1472155.0	1606121.0	1523632.0	1239912.0	1674071.0	1605747.0	1634334.0	1488856.0	1102255.0	1599582.0	1143428.0	1444428.0	1589494.0	1879778.0	936959.0	1466313.0	1463180.0	1577213.0	1551321.0	1616088.0	1562474.0	1240708.0	1637292.0	1505190.0	1527803.0	1525299.0	1599874.0	1587492.0	1557357.0	1463634.0	982064.0	1556150.0	967358.0	1564350.0
CM_cf__CF_TNFC057IS_t1M15__bin.15	1237583.0	1178820.0	1011061.0	1036117.0	1211803.0	1055628.0	1241520.0	1184084.0	1191525.0	1091263.0	1238820.0	1118647.0	934505.0	1244919.0	1188360.0	1216400.0	1119203.0	830505.0	1165297.0	872936.0	1050570.0	1175503.0	936959.0	1387818.0	1098880.0	1092937.0	1219546.0	1198459.0	1262810.0	1212729.0	936889.0	1230670.0	1109568.0	1165211.0	1166410.0	1171462.0	1199158.0	1176036.0	1132749.0	979210.0	1170455.0	827550.0	1151802.0
HMP_2012__SRS016002__bin.40	1950051.0	1737977.0	1392273.0	1595476.0	1922626.0	1516455.0	1903547.0	1793198.0	1856247.0	1701092.0	1868384.0	1727691.0	1437272.0	1963889.0	1841378.0	1933365.0	1756443.0	1292959.0	1833844.0	1299209.0	1623093.0	1899779.0	1466313.0	1098880.0	2462401.0	1689641.0	1862636.0	1831722.0	1910263.0	1851086.0	1491912.0	1942263.0	1703914.0	1737589.0	1772462.0	1797464.0	1851025.0	1819926.0	1717377.0	1126573.0	1858150.0	1164885.0	1849872.0
HMP_2012__SRS019327__bin.47	1949207.0	1720690.0	1387743.0	1593718.0	1883895.0	1508459.0	1931590.0	1784217.0	1856479.0	1639442.0	1863431.0	1697286.0	1471579.0	1975482.0	1828983.0	1880638.0	1734968.0	1284090.0	1806751.0	1290151.0	1614446.0	1831134.0	1463180.0	1092937.0	1689641.0	2165440.0	1875349.0	1816894.0	1886701.0	1833251.0	1460971.0	1923161.0	1673665.0	1729619.0	1751562.0	1823034.0	1829780.0	1784605.0	1695775.0	1154124.0	1810886.0	1141623.0	1797775.0
HMP_2012__SRS013164__bin.35	2159364.0	2159363.0	1537880.0	1752805.0	2098066.0	1649864.0	2205304.0	2003016.0	2043103.0	1856723.0	2141226.0	1934599.0	1627163.0	2177616.0	2025758.0	2085188.0	1901683.0	1388846.0	2004100.0	1418359.0	1807713.0	2018991.0	1577213.0	1219546.0	1862636.0	1875349.0	2599404.0	2069757.0	2150321.0	2075048.0	1588211.0	2145181.0	1866201.0	1909331.0	1905558.0	2043408.0	2019259.0	1970574.0	1897920.0	1277328.0	1996341.0	1240479.0	1979379.0
HMP_2012__SRS017439__bin.53	2163199.0	1891634.0	1515204.0	1736152.0	2091611.0	1646827.0	2115181.0	1946551.0	1993519.0	1775107.0	2074726.0	1856289.0	1607588.0	2099243.0	1966834.0	2041426.0	1860880.0	1357113.0	1976385.0	1376727.0	1764320.0	1994336.0	1551321.0	1198459.0	1831722.0	1816894.0	2069757.0	2529740.0	2108191.0	2015688.0	1597138.0	2149541.0	1831075.0	1858895.0	1892853.0	1976289.0	1997925.0	1972074.0	1865386.0	1276253.0	1998928.0	1229965.0	1981782.0
HMP_2012__SRS017808__bin.52	2236678.0	1972029.0	1555466.0	1770849.0	2178987.0	1674103.0	2206917.0	2073259.0	2091585.0	1872313.0	2184157.0	1943297.0	1641167.0	2191831.0	2045255.0	2172044.0	1919719.0	1405751.0	2059857.0	1466120.0	1825613.0	2080775.0	1616088.0	1262810.0	1910263.0	1886701.0	2150321.0	2108191.0	2756176.0	2058465.0	1636347.0	2221733.0	1953482.0	1914766.0	1945655.0	2037958.0	2060281.0	2064127.0	1893370.0	1319301.0	2068807.0	1266518.0	2041717.0
HMP_2012__SRS057692__bin.13	2093533.0	1932170.0	1497126.0	1720277.0	2032800.0	1708704.0	2116795.0	1976793.0	2014961.0	1814745.0	2060948.0	1881900.0	1578566.0	2127777.0	1998522.0	2068972.0	1868792.0	1356160.0	1980232.0	1391236.0	1779879.0	2006707.0	1562474.0	1212729.0	1851086.0	1833251.0	2075048.0	2015688.0	2058465.0	2612654.0	1574897.0	2069316.0	1838729.0	1892635.0	1924555.0	2004799.0	2009582.0	1975877.0	1877077.0	1270482.0	2011633.0	1253861.0	1974774.0
HMP_2012__SRS015762__bin.44	1669970.0	1476383.0	1213518.0	1361847.0	1642283.0	1320439.0	1684934.0	1562931.0	1579766.0	1486577.0	1604688.0	1473939.0	1434882.0	1653841.0	1606846.0	1644984.0	1495919.0	1132278.0	1571926.0	1151249.0	1389640.0	1620374.0	1240708.0	936889.0	1491912.0	1460971.0	1588211.0	1597138.0	1636347.0	1574897.0	1976345.0	1659984.0	1489289.0	1505282.0	1524198.0	1557782.0	1626230.0	1590443.0	1443078.0	998924.0	1557551.0	999808.0	1622833.0
HMP_2012__SRS019122__bin.5	2560625.0	1969531.0	1548080.0	1817009.0	2486654.0	1683534.0	2216183.0	2055848.0	2147519.0	1892034.0	2152385.0	1969514.0	1631322.0	2291633.0	2116156.0	2189067.0	1994442.0	1438263.0	2062749.0	1449358.0	1831247.0	2127319.0	1637292.0	1230670.0	1942263.0	1923161.0	2145181.0	2149541.0	2221733.0	2069316.0	1659984.0	2646866.0	1938811.0	1964599.0	1977571.0	2043825.0	2070046.0	2054755.0	1922539.0	1283065.0	2141071.0	1272844.0	2121715.0
HMP_2012__SRS042643__bin.39	1927420.0	1738196.0	1404937.0	1594327.0	1904938.0	1510720.0	1947072.0	1872120.0	1865080.0	1766638.0	1926545.0	1810319.0	1437701.0	1921362.0	1880806.0	1901929.0	1781713.0	1312402.0	1862237.0	1367346.0	1698234.0	1875797.0	1505190.0	1109568.0	1703914.0	1673665.0	1866201.0	1831075.0	1953482.0	1838729.0	1489289.0	1938811.0	2385344.0	1773025.0	1752701.0	1882907.0	1879630.0	1833092.0	1675058.0	1139081.0	1823555.0	1125302.0	1827422.0
HMP_2012__SRS021496__bin.20	1985907.0	1797428.0	1445969.0	1708584.0	1952353.0	1577195.0	1980113.0	1907279.0	2086315.0	1806758.0	1946530.0	1808865.0	1458602.0	1981264.0	2090917.0	1949378.0	1800400.0	1284435.0	1889667.0	1375421.0	1709138.0	1890597.0	1527803.0	1165211.0	1737589.0	1729619.0	1909331.0	1858895.0	1914766.0	1892635.0	1505282.0	1964599.0	1773025.0	2480190.0	1798716.0	1902669.0	1870346.0	1850126.0	1774594.0	1209305.0	1848393.0	1184195.0	1833590.0
HMP_2012__SRS011306__bin.51	2011283.0	1806333.0	1457642.0	1684914.0	1946601.0	1623300.0	1976936.0	1866005.0	1932631.0	1764649.0	1956007.0	1786151.0	1498755.0	2049887.0	1889409.0	1971827.0	1793916.0	1323229.0	1877008.0	1335941.0	1705568.0	1937254.0	1525299.0	1166410.0	1772462.0	1751562.0	1905558.0	1892853.0	1945655.0	1924555.0	1524198.0	1977571.0	1752701.0	1798716.0	2466828.0	1895108.0	1916456.0	1880757.0	1787138.0	1229384.0	1915601.0	1222562.0	1893713.0
HMP_2012__SRS043663__bin.27	2069085.0	1869939.0	1499188.0	1706450.0	2017817.0	1606266.0	2123046.0	2006085.0	2016183.0	1886575.0	2130941.0	1920688.0	1556148.0	2071766.0	2011919.0	2036187.0	1856909.0	1346506.0	2017518.0	1446485.0	2027177.0	1976138.0	1599874.0	1171462.0	1797464.0	1823034.0	2043408.0	1976289.0	2037958.0	2004799.0	1557782.0	2043825.0	1882907.0	1902669.0	1895108.0	2485346.0	1977907.0	1950245.0	1843234.0	1222019.0	1975281.0	1191415.0	1921333.0
HMP_2012__SRS016225__bin.43	2092051.0	1856087.0	1509175.0	1718009.0	2049072.0	1624840.0	2105108.0	1907762.0	2023190.0	1822560.0	2072974.0	1859559.0	1567915.0	2102538.0	1978496.0	2055992.0	1885621.0	1370477.0	1975654.0	1414096.0	1772092.0	2013918.0	1587492.0	1199158.0	1851025.0	1829780.0	2019259.0	1997925.0	2060281.0	2009582.0	1626230.0	2070046.0	1879630.0	1870346.0	1916456.0	1977907.0	2472438.0	2018847.0	1852296.0	1238279.0	1988980.0	1265824.0	1950411.0
HMP_2012__SRS063193__bin.55	2074433.0	1821897.0	1491493.0	1703262.0	2033063.0	1617821.0	2051359.0	1967568.0	2010981.0	1784182.0	2041865.0	1826606.0	1571761.0	2102084.0	1946068.0	2114824.0	1890050.0	1352020.0	1937473.0	1368677.0	1766466.0	2031532.0	1557357.0	1176036.0	1819926.0	1784605.0	1970574.0	1972074.0	2064127.0	1975877.0	1590443.0	2054755.0	1833092.0	1850126.0	1880757.0	1950245.0	2018847.0	2697199.0	1823195.0	1232148.0	1957073.0	1235850.0	1952050.0
HMP_2012__SRS024277__bin.47	1944643.0	1794985.0	1421972.0	1612867.0	1888172.0	1552723.0	1949754.0	1823789.0	1866506.0	1701531.0	1912050.0	1705766.0	1449624.0	1988130.0	1834082.0	1914175.0	1725552.0	1254379.0	1833634.0	1263016.0	1641568.0	1857564.0	1463634.0	1132749.0	1717377.0	1695775.0	1897920.0	1865386.0	1893370.0	1877077.0	1443078.0	1922539.0	1675058.0	1774594.0	1787138.0	1843234.0	1852296.0	1823195.0	2550054.0	1207204.0	1843080.0	1168303.0	1809271.0
CM_cf__CF_TNFC057SA_t1M16__bin.3	1303410.0	1242121.0	1060592.0	1117347.0	1256331.0	1133081.0	1303910.0	1238917.0	1242285.0	1141414.0	1301743.0	1186070.0	1031733.0	1307977.0	1232281.0	1286313.0	1169587.0	847418.0	1247119.0	883059.0	1113088.0	1219602.0	982064.0	979210.0	1126573.0	1154124.0	1277328.0	1276253.0	1319301.0	1270482.0	998924.0	1283065.0	1139081.0	1209305.0	1229384.0	1222019.0	1238279.0	1232148.0	1207204.0	1522124.0	1259639.0	834202.0	1225063.0
HMP_2012__SRS024081__bin.3	2177522.0	1831958.0	1470966.0	1714802.0	2086869.0	1616166.0	2054846.0	1938278.0	1999912.0	1816833.0	2006407.0	1826516.0	1530664.0	2111101.0	1968611.0	2085839.0	1853846.0	1346113.0	2009305.0	1384401.0	1744311.0	2042889.0	1556150.0	1170455.0	1858150.0	1810886.0	1996341.0	1998928.0	2068807.0	2011633.0	1557551.0	2141071.0	1823555.0	1848393.0	1915601.0	1975281.0	1988980.0	1957073.0	1843080.0	1259639.0	2584666.0	1226465.0	2181096.0
HMP_2012__SRS011243__bin.13	1290087.0	1178740.0	978400.0	1102339.0	1252663.0	1063264.0	1263397.0	1179465.0	1252407.0	1139909.0	1232928.0	1141545.0	978146.0	1292467.0	1219948.0	1270896.0	1160905.0	870135.0	1210625.0	892692.0	1086799.0	1239749.0	967358.0	827550.0	1164885.0	1141623.0	1240479.0	1229965.0	1266518.0	1253861.0	999808.0	1272844.0	1125302.0	1184195.0	1222562.0	1191415.0	1265824.0	1235850.0	1168303.0	834202.0	1226465.0	1468612.0	1225345.0
HMP_2012__SRS064329__bin.27	2141300.0	1813920.0	1466593.0	1704586.0	2084714.0	1580535.0	2017548.0	1909428.0	2001929.0	1778952.0	1966753.0	1822601.0	1529442.0	2091559.0	1943990.0	2049913.0	1856661.0	1358240.0	1954551.0	1372289.0	1722708.0	2015763.0	1564350.0	1151802.0	1849872.0	1797775.0	1979379.0	1981782.0	2041717.0	1974774.0	1622833.0	2121715.0	1827422.0	1833590.0	1893713.0	1921333.0	1950411.0	1952050.0	1809271.0	1225063.0	2181096.0	1225345.0	2767038.0
