	HMP_2012__SRS019126__bin.26	HMP_2012__SRS023958__bin.34	FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32	HMP_2012__SRS063288__bin.15	HMP_2012__SRS019127__bin.32	HMP_2012__SRS018145__bin.57	HMP_2012__SRS047824__bin.58	HMP_2012__SRS057539__bin.64	HMP_2012__SRS022530__bin.53	HMP_2012__SRS022621__bin.36	HMP_2012__SRS023926__bin.59	HMP_2012__SRS013252__bin.16	HMP_2012__SRS057205__bin.2	HMP_2012__SRS024441__bin.2	HMP_2012__SRS011115__bin.71	HMP_2012__SRS015644__bin.55	HMP_2012__SRS022077__bin.47	HMP_2012__SRS017209__bin.31	HMP_2012__SRS018300__bin.3	HMP_2012__SRS077736__bin.49	HMP_2012__SRS062761__bin.49	HMP_2012__SRS042131__bin.27	HMP_2012__SRS016037__bin.60	CM_cf__CF_TNFC057IS_t1M15__bin.15	HMP_2012__SRS016002__bin.40	HMP_2012__SRS019327__bin.47	HMP_2012__SRS013164__bin.35	HMP_2012__SRS017439__bin.53	HMP_2012__SRS017808__bin.52	HMP_2012__SRS057692__bin.13	HMP_2012__SRS015762__bin.44	HMP_2012__SRS019122__bin.5	HMP_2012__SRS042643__bin.39	HMP_2012__SRS021496__bin.20	HMP_2012__SRS011306__bin.51	HMP_2012__SRS043663__bin.27	HMP_2012__SRS016225__bin.43	HMP_2012__SRS063193__bin.55	HMP_2012__SRS024277__bin.47	CM_cf__CF_TNFC057SA_t1M16__bin.3	HMP_2012__SRS024081__bin.3	HMP_2012__SRS011243__bin.13	HMP_2012__SRS064329__bin.27
HMP_2012__SRS023926__bin.59	0.7820522608491332	0.7042891758090662	0.5634426072757218	0.6321060367633051	0.7599748576291011	0.6083608760396615	0.8069070362318465	0.7310648372231615	0.7410209789069443	0.6597822872293508	1.0	0.6930114289568658	0.5811660515729918	0.7792734062353376	0.7230525595630327	0.7708434479737487	0.6979361315586418	0.49586433200382174	0.7244712652794383	0.5133828274345368	0.6667086694482391	0.7401322494639085	0.5700854707189962	0.44740819365555395	0.6732321955768107	0.6728241509075936	0.7710050351452098	0.7492971328654223	0.7858243577095241	0.7403642530633	0.5773424395363782	0.7761428400946694	0.6772829932466939	0.6872424704454839	0.7008799088589055	0.7529524867005605	0.7449016653114592	0.7326699611671931	0.6860909765424348	0.4702768551578551	0.7224714387262188	0.44505554373712586	0.7088024982266178
HMP_2012__SRS013252__bin.16	0.730136305304482	0.657075739032584	0.5210778636571468	0.5964989065927898	0.7073623012906938	0.5781630680642567	0.7228557895432643	0.7174261065198829	0.707944304484671	0.6588722045365741	0.7313789290593646	1.0	0.5482415328900252	0.7340163265976632	0.7218149894766156	0.7012414894744645	0.6534370456766901	0.4772363609624487	0.7011096782672263	0.5048224518683749	0.6454724414838422	0.6842468397578585	0.5719221789761515	0.41320740473902356	0.6368405675000499	0.6270493807024481	0.713831219856009	0.6836554494155913	0.7152858367097733	0.696592895415043	0.5449791077280872	0.7249984061404465	0.6811526010027822	0.6791011179702482	0.6631922484058472	0.7203803203129675	0.6856138432275832	0.6760909724186026	0.6335976988970492	0.4386234998652553	0.6739659567244641	0.4213840020307531	0.6727714421045674
HMP_2012__SRS057205__bin.2	0.8717482763343647	0.7896135731995743	0.6432764368194177	0.7184932902951666	0.8530087712013839	0.7000438937533904	0.8859576657150962	0.7818906452381749	0.8101428002920499	0.7201282517236657	0.8455867365371819	0.7558364132656197	1.0	0.8740330162989262	0.8007433897840793	0.8448075415292066	0.7684690786302129	0.5669967505680843	0.799610995654842	0.5640999785384351	0.720501941786314	0.8211804076403171	0.6431416279945084	0.49250301162914845	0.7571866584559106	0.7764961353006075	0.8557060261701677	0.8487358706870612	0.8635066040147146	0.8291853556634265	0.7659864393106848	0.860586644867181	0.7374630489010924	0.7526624742919571	0.7849394816223217	0.8032923550454629	0.823752560019585	0.8258021933935049	0.7587439700012618	0.5439563046851998	0.8049607490625394	0.5160767612233739	0.8054891996561837
HMP_2012__SRS024441__bin.2	0.8032518093825911	0.6898687050327658	0.5499852968171619	0.6435310451022361	0.7790737173032402	0.5953309820122152	0.7800621276307558	0.7018533139191913	0.7485060675134512	0.6464745331962225	0.7494745171563866	0.6689146199539122	0.5777459753378613	1.0	0.7229478366716985	0.7654744316105955	0.6921124998440571	0.5033015328736435	0.7087978499491181	0.5013350490016986	0.6238319880663622	0.7465381578783218	0.572788596746052	0.4326293033542861	0.6836773284049452	0.6891622393749455	0.7558177375633351	0.7297950643642966	0.7613026485333353	0.7380830257546298	0.573998000367134	0.7969606293318695	0.6504884130008216	0.6744765221358645	0.7099669757602436	0.7051585894211936	0.7305681844509833	0.7289560027303364	0.6885309827250968	0.4548633673318446	0.7341628898793983	0.4510815304854902	0.7277515892803995
HMP_2012__SRS011115__bin.71	0.84671043548701	0.7485158577419081	0.5936652200888572	0.7177884159557144	0.825256699640213	0.6460888339607012	0.8392664370106572	0.8063013461656817	0.9071564848990916	0.7497613063445938	0.8112943683267658	0.7674188150481794	0.6175100509157685	0.8434290214890825	1.0	0.8205863713407929	0.7515182413517214	0.5372332993451311	0.8150735459231623	0.5814194870498296	0.7168627503164562	0.7967565108476702	0.6455340999253146	0.47217347622794165	0.7316210043763276	0.7280738669536535	0.8047477581925151	0.781290492673685	0.8109982883918369	0.7953854777782028	0.6391642228982899	0.8405780045875756	0.7531100868445697	0.8680128046255005	0.7534257113819448	0.8063113263882074	0.7861907819338012	0.775083210105308	0.7314962515947564	0.4906373037430824	0.7823958023184057	0.4856376281003146	0.7728838185662079
HMP_2012__SRS015644__bin.55	0.7648961843167459	0.6593042236641761	0.5405643902338231	0.6190818362989019	0.7421957439168021	0.5813785138122846	0.7567743286946819	0.6875810920864099	0.7179584281263159	0.6335560389512767	0.740976289938632	0.6387099509297135	0.5581333625935788	0.7650711045338893	0.7029975838922348	1.0	0.6730758954240729	0.48584642503689	0.6912170100826721	0.48988669017461384	0.6274769379628172	0.8333680086241724	0.5583545956991715	0.42232901103458004	0.6719437234279803	0.6549198181399747	0.7208871839412553	0.7087215006515868	0.7531120479773024	0.7166182043851893	0.5701565446880186	0.7594244946729491	0.6429689554021134	0.6626056201046386	0.6813381147234373	0.6917193267958535	0.7124400693410816	0.7322463104659291	0.6624420999831135	0.4468335165661202	0.7255377104475464	0.44246514242638213	0.7132281009506967
HMP_2012__SRS022077__bin.47	0.7799647322976355	0.6938151557481955	0.5619560053777395	0.6332231604430217	0.7693113676385533	0.6074565076740954	0.779431155935472	0.7028593154481657	0.7482601253379755	0.6614546776928352	0.7600819495798592	0.674289570519462	0.5751924931214257	0.7837082427054016	0.7294166460487702	0.7625540790944215	1.0	0.5278188229757498	0.722231931356733	0.5160793357821878	0.6604456452379117	0.7483517454848825	0.5773227624402602	0.4391430327721633	0.6890283057820386	0.6822472040719706	0.742740314196562	0.730248492404609	0.7533956969205541	0.7313305788092691	0.5861691517790655	0.7812344987389113	0.6833510855776569	0.6950445608912743	0.7011350807891925	0.716321826461755	0.7393870975423602	0.7391998211187264	0.6752618741930263	0.4592534532117705	0.727981398284887	0.45743558034098025	0.7302654441498518
HMP_2012__SRS017209__bin.31	0.7599796101221334	0.6866789742656338	0.5529237589747423	0.6257899452550197	0.7452738711624072	0.6034786301729023	0.7690689236376321	0.7001209091588688	0.717881337844675	0.6592420209164177	0.7247821522480328	0.6609614011594712	0.5695964385968904	0.7649021080013477	0.6998403045697378	0.7387636280114885	0.7084101203999535	1.0	0.7218813075090438	0.5180702854907925	0.6261788913843557	0.7268048888036601	0.5751976962254891	0.4395968827972052	0.6841952444564343	0.6809731670507374	0.7324202308324855	0.7176787391644917	0.7439136431251334	0.7147730190561935	0.5975680574470182	0.759645918178302	0.6776579159204643	0.6656829254816053	0.6967801977666475	0.6989183180625932	0.7232664541005648	0.7127004453920718	0.6611672500858606	0.4474754796009131	0.7111777050444904	0.46129065110015416	0.7188141585058402
HMP_2012__SRS018300__bin.3	0.7685296498363718	0.6882849458167535	0.5597608314308444	0.64030124910996	0.7466595953090923	0.6001444938116602	0.762663309318034	0.739118703715014	0.7561328693656885	0.6883757859605205	0.7556326687442645	0.6929046503195639	0.573205559262177	0.7686788596044317	0.7576659417494342	0.7500079243529668	0.6917059469756417	0.5151227578913027	1.0	0.5396638991991378	0.6684466180794306	0.7378388240724062	0.5973199451712086	0.43092399501809464	0.6780261944319244	0.6697458254122016	0.7396494420868956	0.7308665531229295	0.7603126756403844	0.7342593358541795	0.5822126494320365	0.7615740007004355	0.6928296588817308	0.7043006429935963	0.6955289640899248	0.7501822601182391	0.7317239294585696	0.717805286664435	0.6804293994268181	0.46142154388042805	0.7429904266085083	0.44838463031153913	0.7235289888293682
HMP_2012__SRS077736__bin.49	0.8196446065378632	0.7431227666475104	0.6044796383797785	0.6984469385294781	0.7960941130203646	0.6492233522203898	0.8165183519687444	0.8042474223908181	0.8111571355502314	0.7662881842558964	0.8106649640615325	0.7553299070550822	0.6122069063188733	0.8231161419373415	0.8182406595683172	0.8047436904317415	0.7482932007767064	0.5596855954689792	0.8170222278923707	1.0	0.7457937186979519	0.7799460893727241	0.645757083816629	0.4883353601513149	0.727045554831181	0.723980163323685	0.7931867313843889	0.7693816664072184	0.8192887917160692	0.7799689130208327	0.6436192687771323	0.8106714015007427	0.7715475720905408	0.7748646089489768	0.7499745428540329	0.8147983852561574	0.7901465044119867	0.7668078611666748	0.7097551783346229	0.4951028644263598	0.7745087941271828	0.5010317459388537	0.7682521884367206
HMP_2012__SRS062761__bin.49	0.6433632763393631	0.5820856674063949	0.47454746865795344	0.5393284751910395	0.626489127020677	0.5103147054107541	0.6585014683519095	0.6342786039418165	0.6417642334221934	0.6129020212810354	0.6585567466212531	0.604133277005631	0.4891412978459047	0.6407044281920637	0.6310801520262231	0.644787698498408	0.5990312025695975	0.42316613426249633	0.6330445440348158	0.4665258962218218	1.0	0.6208031529846239	0.513029563989905	0.3677718171614499	0.5670444869261402	0.5659711366896151	0.6315615488751422	0.6164632597192743	0.6379375860748548	0.6237072755720569	0.48619251334549207	0.6393195428084436	0.5990158271569325	0.6030053806622703	0.5983649346874435	0.74144632846128	0.6194197319260194	0.6187992242006066	0.5763528349698386	0.39026348332170413	0.6102761204465899	0.38046678288526203	0.6031887873704896
HMP_2012__SRS042131__bin.27	0.7357680919513049	0.6313350773732984	0.515967678252075	0.5968846575861163	0.7166962618565509	0.5585249278771205	0.718408982298487	0.6489419279735424	0.6944189313497166	0.6157509753040281	0.7027713907064769	0.6156239376875213	0.535902026901007	0.7370377643068637	0.674251269848308	0.8231963649646441	0.6524778669504426	0.4721477943665679	0.6717020718040538	0.46899613538198204	0.5967625466361777	1.0	0.5363186821307693	0.40341586907453975	0.6520956983866575	0.630267046442278	0.6896080414459345	0.684114456317711	0.7128795028852671	0.6867484634078879	0.5551015984217775	0.7293472377940077	0.6261705231908752	0.634735533019575	0.6613736672487172	0.6631279124517275	0.6895059890670231	0.6952575203805639	0.6357162915713885	0.41873322733962115	0.7024750869028792	0.4265613486116302	0.6933389356570308
HMP_2012__SRS016037__bin.60	0.8414216997964653	0.7503939294959299	0.619632743866563	0.7197855278655246	0.8224370111789796	0.670201481238742	0.8348033650782167	0.8062904236564106	0.8314577572458024	0.7574830644895302	0.8183008844661444	0.7778716422896746	0.6344855615929116	0.854870628340155	0.8258166655849786	0.833767604472443	0.7609340039089723	0.5648661703669263	0.822035368006222	0.5870054868181243	0.7455183537630508	0.8107579724839848	1.0	0.4782825418746256	0.7483133646632741	0.7490405781959358	0.8050684708513453	0.7918147781280557	0.8244665061512583	0.7990757419227164	0.6347058003657878	0.8355486658530954	0.7724364260034962	0.7854326415140511	0.7818721146858831	0.8253506531090374	0.8101775847999072	0.7977723965276751	0.7493326339599675	0.502101311963434	0.7938958749384235	0.49396577680981485	0.7987257005880481
CM_cf__CF_TNFC057IS_t1M15__bin.15	0.8699512472096486	0.8273224587085627	0.7116970669064675	0.7244941339570463	0.8514344099874768	0.7417579250305155	0.8733104773104254	0.8097531520703724	0.8234314585918328	0.7485844685686452	0.8698633394292334	0.7612251750589776	0.6581093486321694	0.8745728906816311	0.8181634767671265	0.8542006228482408	0.7839860846306937	0.5847322919864132	0.8032638285423593	0.6012639985934756	0.7238831028276043	0.8260290614475385	0.6478262999903446	1.0	0.7728102676287525	0.770637072008001	0.8555343712215868	0.8442778519950022	0.8886835305493948	0.849644549933781	0.6575984747279543	0.8652697976247605	0.7597148905692246	0.8017693962753041	0.8146615766620695	0.806835622538402	0.8411117307889076	0.822985434689563	0.7918718448672665	0.7051378494874688	0.8223455813370341	0.5834504236146238	0.8103476104215394
HMP_2012__SRS016002__bin.40	0.772487503050884	0.6876796265108729	0.552524548195034	0.6293394130363008	0.7614454347606259	0.6020887743304197	0.7540969159775358	0.6918609113625278	0.7242609956704859	0.6577405548487026	0.7377100642827874	0.6612253649994457	0.5702507430755591	0.7789417726844652	0.7144936994421298	0.7659767844473747	0.6932871615955322	0.5129278293827854	0.7123242721230214	0.5045246489097429	0.6290437666326484	0.7525362440967169	0.5712566718418324	0.4355586275346704	1.0	0.6713873979096012	0.7367025110857248	0.7269019140261883	0.7567069701482415	0.7347231421689644	0.5907051694667116	0.7694400708901596	0.6571070268408761	0.6738825236019641	0.699081912328658	0.6962578394014621	0.7320468924435947	0.718259942227119	0.6773003259826487	0.44671643651866616	0.7360454288314534	0.46334857726259854	0.733501976323109
HMP_2012__SRS019327__bin.47	0.8799357174523422	0.7756238916802128	0.6272124833752032	0.7158679067533619	0.8502978609428106	0.6808925668686271	0.8711527449386729	0.7846756317422788	0.8256871582680657	0.7216367112457515	0.83836864563322	0.740343302054086	0.6649895633220039	0.8928693475690853	0.8085377567607507	0.8489526378010935	0.7806034801241317	0.5805222033397369	0.8001177589773902	0.5712945175114527	0.7139546697207034	0.8270910299985222	0.6502281291561992	0.49389685237180436	0.7634591584158416	1.0	0.8452490025121916	0.8204845204669721	0.8516278446874538	0.8256857728683316	0.6585613085562287	0.8682235481010787	0.735197927441998	0.7640110093098861	0.7867477279444361	0.806241687601596	0.8250092359982266	0.8036375979015812	0.7622704854440668	0.5218251256095758	0.8179215309590661	0.5171609465050983	0.8128745197280922
HMP_2012__SRS013164__bin.35	0.8079844456652371	0.830273785837061	0.5755961751232205	0.6531447208667833	0.7846594834815981	0.6183101972606029	0.8258600817725911	0.7323786529527537	0.7542752107790863	0.6792326240938308	0.8003188423192392	0.702100558435703	0.6104814796007085	0.8157477637181446	0.74448681313101	0.7784576772213938	0.7079426668574796	0.5201415401376622	0.7361091234759968	0.5214122160310594	0.6636886763273427	0.7538820437300242	0.5821911484324869	0.45676855156028073	0.6978742050100716	0.7041367944344165	1.0	0.7763660439085268	0.8045636615162552	0.7750238131510147	0.5939711564650973	0.802662456470791	0.681934397269528	0.7010433930239394	0.709386844061177	0.7504458714382221	0.7531649562745921	0.7344918296655695	0.7061780315795467	0.4787585923542474	0.7460056228273866	0.4652389547757871	0.7405128252476337
HMP_2012__SRS017439__bin.53	0.8360637852111285	0.7291824456268232	0.5851265347427008	0.6659071683255987	0.8080913453556492	0.6355771739388237	0.8176571505372094	0.7301995461984235	0.7567963506131065	0.6667716840465819	0.7992042660510567	0.6909378038849843	0.6221833073754615	0.8093523445097124	0.7426901578818377	0.7863958351451138	0.7152035387035821	0.5237079699890108	0.7473985468862412	0.5196913516804099	0.6656620838505143	0.7684714634705543	0.5883750899301905	0.46317170934562446	0.7075525548080039	0.7023290931083827	0.7977456181267641	1.0	0.8126001091021212	0.7753267134171892	0.6159593476009392	0.8308288598828338	0.686129799900385	0.7015970020634532	0.7250029647315535	0.745702325140133	0.7687284068718525	0.7573960169819823	0.7153675871828725	0.49292298813316787	0.7699795235874043	0.47618055610457993	0.7645876651355475
HMP_2012__SRS017808__bin.52	0.7899938175210873	0.6960847202791114	0.5512039144089491	0.622382605464963	0.769459570070997	0.5917074961831175	0.7800731883595242	0.7138883728760427	0.7276262473804286	0.6455048589059624	0.7693042824551117	0.6635142313117885	0.5810057122622068	0.774930918780223	0.7075937821097056	0.7669978259733776	0.6772531942807717	0.4982537399643564	0.7136336721602684	0.5079367210221698	0.6322571562919059	0.7349944270612617	0.5623058904801435	0.44747904342828615	0.6760511665437912	0.6690969662314743	0.7587998734478495	0.7458402511305519	1.0	0.7250317106019355	0.5773909213344866	0.7847271001561584	0.6727625521737363	0.6625846825456719	0.6833943115388859	0.7051723112021874	0.726189474111958	0.7263273462942861	0.6657546542746181	0.46767804378239997	0.7304936259513181	0.4494444476695248	0.7218439606178996
HMP_2012__SRS057692__bin.13	0.7777899408034895	0.7180468596300926	0.5574898168682113	0.6372232986074696	0.7551183585733128	0.646180856707394	0.7876462019080981	0.7212635121221562	0.740559216796407	0.663337357338553	0.7646155977791166	0.6816708220835977	0.5885609039696799	0.7925668687855338	0.7320938784852491	0.7699232274920446	0.6935323238362218	0.5050347271395295	0.7270388654601796	0.5101230396370894	0.6521108420785913	0.7469485052364379	0.5749268751239162	0.4513234435175879	0.6924694199844296	0.6843512382427983	0.7710933020598977	0.7507212971943472	0.7648601766632704	1.0	0.585528355457707	0.7689299846056921	0.6705262158709113	0.6932460249233154	0.7145615148427614	0.7345285675026237	0.7464620267360317	0.732811156777744	0.6960914074347389	0.4731881833568471	0.7492033005518527	0.46791423586896697	0.735872411731519
HMP_2012__SRS015762__bin.44	0.8234852720552333	0.7263625530967518	0.5979209095577949	0.6680721230351988	0.8102158277021472	0.6510234802122099	0.8302452254034595	0.7531503861926941	0.7677176808704957	0.7167119101169077	0.7882252339545981	0.7050089938750572	0.718753557703741	0.8148172510366358	0.7777154292393281	0.8097908006952228	0.7348438658230217	0.5581611510136135	0.7620946747657925	0.5564752105528135	0.6719980570193969	0.7981501205508148	0.6036931810994538	0.46177514553380106	0.7359813190510767	0.7215718915472753	0.7812254439381788	0.7884336995818039	0.8052192304481252	0.7740465353974129	1.0	0.818925845436905	0.7168277805747478	0.7275571825769286	0.7487882935418665	0.753446893128477	0.799167149460241	0.7828106934771004	0.7077863429714953	0.4929017959920965	0.7664476596950431	0.49377512529441975	0.8002175733487827
