	HeQ_2017__SZAXPI029463-136__bin.44	ZellerG_2014__CCIS88007743ST-4-0__bin.21	IjazUZ_2017__S15_a_WGS__bin.1	YuJ_2015__SZAXPI003422-11__bin.45	ZellerG_2014__CCIS24254057ST-4-0__bin.15	YuJ_2015__SZAXPI015211-166__bin.3	YuJ_2015__SZAXPI017457-24__bin.57	IjazUZ_2017__S14_a_WGS__bin.19	HeQ_2017__SZAXPI029483-78__bin.3	YuJ_2015__SZAXPI015233-19__bin.6	FengQ_2015__SID530450__bin.66	YuJ_2015__SZAXPI003415-12__bin.8	XieH_2016__YSZC12003_37190R1__bin.30	HeQ_2017__SZAXPI029564-74__bin.70	XieH_2016__YSZC12003_37400__bin.34	LiJ_2014__V1.CD54-0__bin.3	FengQ_2015__SID31367__bin.39	IjazUZ_2017__S149_a_WGS__bin.14	IjazUZ_2017__S16_a_WGS__bin.12	YuJ_2015__SZAXPI003428-6__bin.7	QinJ_2012__T2D-016__bin.41	NielsenHB_2014__V1_UC16_0__bin.1	YuJ_2015__SZAXPI017595-169__bin.30	YuJ_2015__SZAXPI003424-12__bin.59	GeversD_2014__SKBSTL008__bin.83	LoombaR_2017__SID5639_uuc__bin.9	FengQ_2015__SID31883__bin.30
FengQ_2015__SID530450__bin.66	0.9417899132973491	0.8835519176905746	0.7392944325679923	0.93328042775856	0.7653243393856218	0.6979522448314681	0.5912103940039539	0.9194254770071584	0.8821476751124471	0.952165655120571	1.0	0.9038077149311727	0.8415714654510519	0.8693690373157216	0.591849568579913	0.8899036202399013	0.8761357331350588	0.7975154401461698	0.5910744897751786	0.9108368151208016	0.8739090879582483	0.5824761204439093	0.9219145265542605	0.9245300762428791	0.9116801493975772	0.8940314078312992	0.7369346133812881
YuJ_2015__SZAXPI003415-12__bin.8	0.8797204837686691	0.9005140835619665	0.7300217672513402	0.9282351709556151	0.7609413988173628	0.6961884200895748	0.592046962468893	0.8999728257389256	0.9013312603678437	0.8768421281232999	0.8295241107529331	1.0	0.844114127441716	0.8627967103552311	0.5805321477633857	0.8457231443961161	0.8840644675933016	0.7814142532340433	0.5796136243280914	0.909894772128786	0.8853535744455031	0.5654276020329466	0.9199834949774949	0.8818462571631742	0.9327503860359937	0.8796135686431301	0.7240651469498284
XieH_2016__YSZC12003_37190R1__bin.30	0.8635479243110559	0.8561951635828302	0.7160723375150169	0.9023982870986434	0.7720283277760086	0.6871264179983988	0.5744025647325598	0.8801618664065133	0.8614584779926764	0.859553810677166	0.8009560581095317	0.875318058076618	1.0	0.8453515232863408	0.5758400876314421	0.8365228402726992	0.8461934226181625	0.7891908325362332	0.5669172828132141	0.8749352190800489	0.8472550357330833	0.5608285259514891	0.8946208233810111	0.8767515389348126	0.8826864095332108	0.9018959191845933	0.711207164112915
HeQ_2017__SZAXPI029564-74__bin.70	0.8726676875499719	0.8611080796059222	0.73496073466837	0.9853536177408534	0.7747737475990479	0.7221182256389519	0.5949743132587698	0.9080380774921654	0.872840579077483	0.8784908580014889	0.8230504039113693	0.8899749336004632	0.8408952794294694	1.0	0.5801329254395236	0.8454783408846532	0.8664435925595758	0.7905979174899597	0.598302044370514	0.9480598813539073	0.8687960086755935	0.561657943590262	0.9656632256849031	0.8901170952385329	0.8956565168043672	0.895882826644365	0.7264864650632749
XieH_2016__YSZC12003_37400__bin.34	0.9320631754097187	0.9124745044013455	0.7819066234881558	0.9540390395763257	0.8219530523151792	0.7372785908537894	0.6185106992056109	0.9374991054175911	0.9274243183282044	0.9330194840048666	0.8726633507478709	0.9326285514921635	0.8921124669004509	0.9035259965648036	1.0	0.9055830888141415	0.9180875617261862	0.8245540506691477	0.6345264080727117	0.9368080405066915	0.9055786159020969	0.6066199098260932	0.9509334967437201	0.9433738280970443	0.9397409289343734	0.931158752594289	0.7710110570385744
LiJ_2014__V1.CD54-0__bin.3	0.9294247944957201	0.8383301329038564	0.7042467634366418	0.9042136693898994	0.7512580899745113	0.6790950011356363	0.5674527793263727	0.8803466673090468	0.8480065568655522	0.9093788069624827	0.8412635731475937	0.8710926656250932	0.8309008922200886	0.8442466257837611	0.5806066591875269	1.0	0.8409756492053988	0.7819205559341009	0.570940272415051	0.8862012163926227	0.8383797452962863	0.5872581610951663	0.9015259968936333	0.8967789799462695	0.8836491893392432	0.8753386834419644	0.7086100729789689
FengQ_2015__SID31367__bin.39	0.9105593243646553	0.9181895864772047	0.7595577192262909	0.9610449192536737	0.8023797242140497	0.736544730996705	0.6227315335526762	0.9332150146792395	0.9385222398435816	0.9135951556407733	0.8671614392080116	0.9533657163342795	0.8799956403649363	0.9058297808712905	0.6162788533078881	0.8804868499354762	1.0	0.8191418004332012	0.6060262046494367	0.9394301968981738	0.9234043345341345	0.592272336674319	0.9505463655596036	0.92286178215396	0.9536797781990624	0.920297343925365	0.7564531306203112
IjazUZ_2017__S149_a_WGS__bin.14	0.886401401912735	0.863783910403365	0.7323937386238607	0.9331058344178361	0.7840195697444265	0.7127546114838575	0.604664300652484	0.901241345859141	0.8762673882468867	0.8942018648672992	0.8367176502302838	0.8932400549587475	0.8699697930581004	0.876139443977119	0.586710091333749	0.8677874202775118	0.8683011069725489	1.0	0.5951760554527015	0.9147824326788762	0.8705309018829768	0.5761839698560755	0.9251802916174543	0.9005252398716356	0.8984708113608146	0.9139377458829475	0.7228561616782724
IjazUZ_2017__S16_a_WGS__bin.12	0.9118481783342849	0.8801473138171975	0.80366025344341	0.9620208487993942	0.8206002875423655	0.73649700260599	0.6177088648933275	0.9682543031361106	0.8965656224685657	0.9062476512465371	0.856403751324642	0.915001826258833	0.8630547618325529	0.9156606859436968	0.6235203677307316	0.8750601610536128	0.8871543459026532	0.8219434998151764	1.0	0.9410081036664508	0.8942360985661121	0.6017410773740376	0.955347861650894	0.9245348534136096	0.9268314123551794	0.9202516061627775	0.7805628041841766
YuJ_2015__SZAXPI003428-6__bin.7	0.8949735252795871	0.8757925617620334	0.7380392563602202	1.0034620252052833	0.7810687974697132	0.7321075026159661	0.5981608357039437	0.9205822514678825	0.8825236733434096	0.9014751734846286	0.8371420629231515	0.911164494571365	0.8449223490915844	0.9203904278920402	0.5839474894113665	0.8615923196962942	0.8723575814504372	0.801376445682004	0.5969192799143709	1.0	0.8755020382649	0.5655711811843377	0.9904762940354299	0.900906115463852	0.9058940860624279	0.9079737547429634	0.7348719368521249
QinJ_2012__T2D-016__bin.41	0.9122441016554383	0.9247781307105606	0.7636481366458696	0.9622620515415158	0.8071948301928781	0.7369029563477365	0.6236804134502081	0.9364502053364996	0.9349020464069786	0.9109163799233598	0.8639902491780092	0.9536880942619448	0.8801142554486227	0.9072733178317497	0.6072022080909149	0.8767873032972906	0.9223716163265085	0.8203268888693611	0.6101806595300999	0.9417619920084768	1.0	0.5906772160611442	0.9543602027782285	0.9212550344406879	0.9582443961715307	0.9156352355213999	0.75458471881361
NielsenHB_2014__V1_UC16_0__bin.1	0.9089838546102172	0.8692970801191557	0.7361311843839556	0.9185345116982518	0.7729503765137408	0.7036027647522359	0.6104677357230442	0.8991805393104374	0.8780080461922818	0.9184298263902385	0.8481263538416416	0.8970289691191593	0.8580149192023775	0.8638375425366884	0.5990508532073459	0.9045287659324854	0.8713152538419949	0.7996570562314702	0.6047219699566417	0.8960064100978476	0.8699415352431703	1.0	0.9133598771692386	0.9174333282683902	0.9097020753310175	0.9030879073892809	0.7448695364870261
YuJ_2015__SZAXPI017595-169__bin.30	0.8917012532856721	0.8663453253274782	0.7314347786433697	0.9962664147481246	0.7771549993261905	0.7252504325312504	0.5878207911748652	0.9107530467759917	0.878725724141029	0.8839381510939536	0.8273659221185116	0.899568081303624	0.8435839042564341	0.9153989292554473	0.5787909271210366	0.8558469649305976	0.8618897429859154	0.791395384609102	0.5917416818557394	0.9671469544491165	0.8663167394698549	0.56294565011727	1.0	0.8872854188985189	0.9048259733824828	0.9023278416724633	0.7271594233279656
YuJ_2015__SZAXPI003424-12__bin.59	0.9394594585203517	0.889494451630314	0.7549558611939007	0.9529928302491041	0.7983047524899834	0.7223122265665606	0.6067979002396673	0.9387821818616682	0.8918054157230688	0.9377093686849164	0.8824741127719204	0.91710874966737	0.879305477254189	0.8974407976517987	0.6107020136167645	0.9054766171608991	0.8899979933615885	0.8192887465806794	0.6090709322066045	0.9356251286724306	0.8894431998267284	0.6014132757228314	0.9437072774955068	1.0	0.9231715195175265	0.9216035617976585	0.754541792950242
GeversD_2014__SKBSTL008__bin.83	0.907884574759757	0.9091820468102351	0.7430719715212237	0.9460907150151282	0.780798488281039	0.7111017850986975	0.6004543980145397	0.9260141166542755	0.9224582287809729	0.8984137075037605	0.8498888749689983	0.9473972365655224	0.8645863940203167	0.8819396585001529	0.594144916994876	0.8713856792229421	0.8982426153959707	0.7983324599623258	0.5963264120684131	0.9188370148301508	0.9035524094717722	0.5824201586660133	0.9398915247756926	0.9016149680990988	1.0	0.9076654071836627	0.7435801575008901
LoombaR_2017__SID5639_uuc__bin.9	0.8718608157733575	0.8413972699958214	0.7134460112268879	0.9210923111957144	0.7689674822631531	0.6947242138635926	0.5771809854811002	0.8910286597377445	0.8609332267685443	0.8698500133758709	0.814468933710953	0.873093385687155	0.8632974948431044	0.8620862047237827	0.575320799810748	0.8435459765159504	0.8470740006234704	0.7935942844130204	0.5786180625106399	0.8999874532120883	0.8437264402275446	0.5650271828647356	0.9159655388928316	0.8795994755774286	0.8870087131085744	1.0	0.717506306557272
FengQ_2015__SID31883__bin.30	0.9000473707480368	0.8816180443951632	0.7826114265262153	0.9416227463805239	0.7972974111008961	0.7250082460191027	0.6096822300042809	0.9593702848560982	0.888216614149467	0.8915220396791421	0.8524138027832946	0.9125279838307847	0.8643705304821991	0.8876193918297741	0.6048486592323833	0.8670411879881819	0.8840462338500839	0.7969545872428822	0.6231506109072025	0.9248570105198151	0.8828500347385485	0.5917241548707656	0.9372256882794242	0.9143740394264982	0.9226344452008168	0.9110149270490481	1.0
