	HeQ_2017__SZAXPI029463-136__bin.44	ZellerG_2014__CCIS88007743ST-4-0__bin.21	IjazUZ_2017__S15_a_WGS__bin.1	YuJ_2015__SZAXPI003422-11__bin.45	ZellerG_2014__CCIS24254057ST-4-0__bin.15	YuJ_2015__SZAXPI015211-166__bin.3	YuJ_2015__SZAXPI017457-24__bin.57	IjazUZ_2017__S14_a_WGS__bin.19	HeQ_2017__SZAXPI029483-78__bin.3	YuJ_2015__SZAXPI015233-19__bin.6	FengQ_2015__SID530450__bin.66	YuJ_2015__SZAXPI003415-12__bin.8	XieH_2016__YSZC12003_37190R1__bin.30	HeQ_2017__SZAXPI029564-74__bin.70	XieH_2016__YSZC12003_37400__bin.34	LiJ_2014__V1.CD54-0__bin.3	FengQ_2015__SID31367__bin.39	IjazUZ_2017__S149_a_WGS__bin.14	IjazUZ_2017__S16_a_WGS__bin.12	YuJ_2015__SZAXPI003428-6__bin.7	QinJ_2012__T2D-016__bin.41	NielsenHB_2014__V1_UC16_0__bin.1	YuJ_2015__SZAXPI017595-169__bin.30	YuJ_2015__SZAXPI003424-12__bin.59	GeversD_2014__SKBSTL008__bin.83	LoombaR_2017__SID5639_uuc__bin.9	FengQ_2015__SID31883__bin.30
FengQ_2015__SID530450__bin.66	0.9951951214876988	0.9894124614816786	0.9890330027545723	0.9899249212254697	0.9875382752408491	0.9891705208329259	0.9896202400444561	0.9887842604171134	0.9890479396797602	0.9951461661881331	1.0	0.9891100298152582	0.986224442530772	0.989596004217987	0.9910794281484944	0.9955882247666876	0.9887248764597691	0.9887141726332189	0.9892175334023458	0.9899344483530157	0.9888891511628068	0.9899270713927474	0.9897444419034331	0.9956776632016004	0.9896026949740092	0.9900818426124488	0.9877308316112726
YuJ_2015__SZAXPI003415-12__bin.8	0.9901532899063625	0.9969619551825006	0.9898133884775995	0.9920096128206136	0.9895105163769203	0.9910692218293158	0.9911517783914342	0.9899030835859599	0.9991486606541597	0.9904442135639203	0.9891100298152582	1.0	0.9860265477122282	0.9917782403149555	0.9881638840915293	0.9870970736730658	0.998987161899147	0.9880618723174398	0.9900829106140958	0.9917644045655933	0.9979656375457331	0.9839935710349915	0.9917536356273932	0.9905590589242657	0.9982382604926782	0.9906506291050091	0.9888751611661566
XieH_2016__YSZC12003_37190R1__bin.30	0.9868120236096373	0.9860037801191361	0.9860014531168226	0.98603603084775	0.9852557689898448	0.985400404801992	0.9853153984998233	0.9858600517102364	0.9859304330631472	0.9861007917644672	0.986224442530772	0.9860265477122282	1.0	0.9857101726562241	0.9840233885758579	0.9843938208959964	0.9857608978621728	0.985881887248993	0.9866325316145618	0.986162327833441	0.9854260448791127	0.9837594543893283	0.9862079915936393	0.9870247906124844	0.985748723534395	0.9876701611240654	0.984359415183075
HeQ_2017__SZAXPI029564-74__bin.70	0.9895757468849831	0.9911667701128992	0.990639670696472	0.9994217351791951	0.9899682139580572	0.998435002491667	0.990940650836619	0.9905090385214493	0.991917909679194	0.9899135724614015	0.989596004217987	0.9917782403149555	0.9857101726562241	1.0	0.9889465072933349	0.9878749895971861	0.9917326142765043	0.988316724934104	0.9910030389884311	0.999307503349642	0.9915176526045699	0.9841741892531751	0.9994970843681866	0.9903037577294558	0.9913308170599106	0.9915237475159653	0.9895046274279122
XieH_2016__YSZC12003_37400__bin.34	0.9904913871086167	0.9879593196277845	0.9879462934752328	0.989364375510449	0.986966865909457	0.9883256821040102	0.9874579835579032	0.9876289869786846	0.988364656722407	0.9903098517545865	0.9910794281484944	0.9881638840915293	0.9840233885758579	0.9889465072933349	1.0	0.989190425339599	0.9879452388492364	0.9858248632040442	0.9881897479060312	0.9892026510657214	0.9879273964429236	0.9853407441926312	0.9892675529390405	0.9906513829239451	0.9881216205924911	0.9881745031758986	0.9868709441247896
LiJ_2014__V1.CD54-0__bin.3	0.9945710094682583	0.9879498536577356	0.9869912461910527	0.9879946920763636	0.9858287007364693	0.9874084997377562	0.987979639424559	0.9864893346367855	0.9873325428995213	0.9963258029796599	0.9955882247666876	0.9870970736730658	0.9843938208959964	0.9878749895971861	0.989190425339599	1.0	0.9868767666186191	0.9910330956486912	0.9870906786773935	0.9880807530357141	0.9869168590473538	0.9909014019029314	0.9880387447712055	0.9940407988623314	0.9874959148908273	0.9885015859994352	0.9856637903054134
FengQ_2015__SID31367__bin.39	0.9901482754288552	0.9969520091037514	0.989744828338633	0.991845194281951	0.9893678605013005	0.9909604248009255	0.9911718235078284	0.9898781354534554	0.9990875932841491	0.9903321898607128	0.9887248764597691	0.998987161899147	0.9857608978621728	0.9917326142765043	0.9879452388492364	0.9868767666186191	1.0	0.9879667736482276	0.9901367566338338	0.9918033075057298	0.9980162239777749	0.9837290472702201	0.9919001113762325	0.990309213079862	0.9981047022902878	0.9904208671821474	0.9888565091481808
IjazUZ_2017__S149_a_WGS__bin.14	0.9876516435690775	0.9882472495424655	0.986895396093128	0.9887216506378991	0.9859944693965699	0.9881119193380576	0.9880069542295685	0.9868675782058373	0.9881509908739784	0.9897219366908032	0.9887141726332189	0.9880618723174398	0.985881887248993	0.988316724934104	0.9858248632040442	0.9910330956486912	0.9879667736482276	1.0	0.9867596344247366	0.9888582720997551	0.987770921489528	0.9850952790761647	0.9885183923822891	0.9892222641621463	0.9879326486925737	0.9883196951092532	0.9857692532919692
IjazUZ_2017__S16_a_WGS__bin.12	0.989841823786444	0.989363588104837	0.9997396690734516	0.9912954286380032	0.9921241918110663	0.9904048373274387	0.9906622853955098	0.9999105731173712	0.9902094062451742	0.9891029530376464	0.9892175334023458	0.9900829106140958	0.9866325316145618	0.9910030389884311	0.9881897479060312	0.9870906786773935	0.9901367566338338	0.9867596344247366	1.0	0.9911458956116226	0.9900492254910875	0.9851480628495588	0.9913096206993802	0.9895062823011159	0.9899775878111078	0.9901146484889937	0.9986874201809569
YuJ_2015__SZAXPI003428-6__bin.7	0.9895935684739082	0.9913369114363784	0.9907240941220737	0.9995220955775502	0.9899329050718854	0.998537587430564	0.9911432980901761	0.9907801442067583	0.9919956654772003	0.9898872870297659	0.9899344483530157	0.9917644045655933	0.986162327833441	0.999307503349642	0.9892026510657214	0.9880807530357141	0.9918033075057298	0.9888582720997551	0.9911458956116226	1.0	0.991610460937403	0.9843366556667162	0.9992914790859658	0.9904621046689543	0.9916964851254468	0.9916700572535786	0.9896927320994358
QinJ_2012__T2D-016__bin.41	0.9903990557849609	0.9965379935345611	0.9895649195925409	0.991809139230296	0.9893524449583416	0.9909871337213064	0.9909508267985941	0.9895589596430939	0.9981371269602352	0.99035773443964	0.9888891511628068	0.9979656375457331	0.9854260448791127	0.9915176526045699	0.9879273964429236	0.9869168590473538	0.9980162239777749	0.987770921489528	0.9900492254910875	0.991610460937403	1.0	0.9836805053097637	0.991540824994257	0.9906134175422605	0.9976153797521047	0.9901925556839908	0.9884741607607952
NielsenHB_2014__V1_UC16_0__bin.1	0.9900931738289127	0.9843274428284993	0.9847739159028123	0.9842803256173611	0.9835030950269272	0.9839952891131052	0.984968036727916	0.9846041617543032	0.9838686714154266	0.990127733004883	0.9899270713927474	0.9839935710349915	0.9837594543893283	0.9841741892531751	0.9853407441926312	0.9909014019029314	0.9837290472702201	0.9850952790761647	0.9851480628495588	0.9843366556667162	0.9836805053097637	1.0	0.9842168972439538	0.9893861491774446	0.9844782714251031	0.9849970115322574	0.9834943436371626
YuJ_2015__SZAXPI017595-169__bin.30	0.9894508919357576	0.9911850624659828	0.990721585786994	0.9994717758033967	0.9901954842757469	0.9986959214699975	0.9909955348190099	0.9907007623766638	0.9920001536704147	0.99004599251024	0.9897444419034331	0.9917536356273932	0.9862079915936393	0.9994970843681866	0.9892675529390405	0.9880387447712055	0.9919001113762325	0.9885183923822891	0.9913096206993802	0.9992914790859658	0.991540824994257	0.9842168972439538	1.0	0.9905640404427196	0.9916670603212161	0.9917685987217523	0.9896146032777703
YuJ_2015__SZAXPI003424-12__bin.59	0.9959500169211621	0.9911709423021958	0.989337498101461	0.9905113521042198	0.9881776222127513	0.9899792826870932	0.9900815948089305	0.9890019459495472	0.9906912048282354	0.9952655837085684	0.9956776632016004	0.9905590589242657	0.9870247906124844	0.9903037577294558	0.9906513829239451	0.9940407988623314	0.990309213079862	0.9892222641621463	0.9895062823011159	0.9904621046689543	0.9906134175422605	0.9893861491774446	0.9905640404427196	1.0	0.9907060614320212	0.990469059869448	0.9879075368461124
GeversD_2014__SKBSTL008__bin.83	0.9905705778480222	0.9968052529343243	0.9897479888353627	0.9917064168408819	0.9894229853309704	0.9908161836874615	0.9909469869837623	0.9897458684342729	0.9983083536000829	0.9908331646671726	0.9896026949740092	0.9982382604926782	0.985748723534395	0.9913308170599106	0.9881216205924911	0.9874959148908273	0.9981047022902878	0.9879326486925737	0.9899775878111078	0.9916964851254468	0.9976153797521047	0.9844782714251031	0.9916670603212161	0.9907060614320212	1.0	0.9905854370728832	0.988748674116588
LoombaR_2017__SID5639_uuc__bin.9	0.9900681186386415	0.9904051785496685	0.9893561018805201	0.99173850531604	0.9885483247827923	0.9910037635813733	0.9897730624408667	0.9892911243528523	0.9907307569956687	0.9903288754235883	0.9900818426124488	0.9906506291050091	0.9876701611240654	0.9915237475159653	0.9881745031758986	0.9885015859994352	0.9904208671821474	0.9883196951092532	0.9901146484889937	0.9916700572535786	0.9901925556839908	0.9849970115322574	0.9917685987217523	0.990469059869448	0.9905854370728832	1.0	0.9883436398056439
FengQ_2015__SID31883__bin.30	0.9880148568679487	0.9879235244108628	0.9986822595549634	0.9897979983551289	0.9905060589229931	0.9887666660858825	0.9893594795767965	0.9986039133585046	0.9887492281612599	0.9872134318201229	0.9877308316112726	0.9888751611661566	0.984359415183075	0.9895046274279122	0.9868709441247896	0.9856637903054134	0.9888565091481808	0.9857692532919692	0.9986874201809569	0.9896927320994358	0.9884741607607952	0.9834943436371626	0.9896146032777703	0.9879075368461124	0.988748674116588	0.9883436398056439	1.0
