	HeQ_2017__SZAXPI029463-136__bin.44	ZellerG_2014__CCIS88007743ST-4-0__bin.21	IjazUZ_2017__S15_a_WGS__bin.1	YuJ_2015__SZAXPI003422-11__bin.45	ZellerG_2014__CCIS24254057ST-4-0__bin.15	YuJ_2015__SZAXPI015211-166__bin.3	YuJ_2015__SZAXPI017457-24__bin.57	IjazUZ_2017__S14_a_WGS__bin.19	HeQ_2017__SZAXPI029483-78__bin.3	YuJ_2015__SZAXPI015233-19__bin.6	FengQ_2015__SID530450__bin.66	YuJ_2015__SZAXPI003415-12__bin.8	XieH_2016__YSZC12003_37190R1__bin.30	HeQ_2017__SZAXPI029564-74__bin.70	XieH_2016__YSZC12003_37400__bin.34	LiJ_2014__V1.CD54-0__bin.3	FengQ_2015__SID31367__bin.39	IjazUZ_2017__S149_a_WGS__bin.14	IjazUZ_2017__S16_a_WGS__bin.12	YuJ_2015__SZAXPI003428-6__bin.7	QinJ_2012__T2D-016__bin.41	NielsenHB_2014__V1_UC16_0__bin.1	YuJ_2015__SZAXPI017595-169__bin.30	YuJ_2015__SZAXPI003424-12__bin.59	GeversD_2014__SKBSTL008__bin.83	LoombaR_2017__SID5639_uuc__bin.9	FengQ_2015__SID31883__bin.30
FengQ_2015__SID530450__bin.66	0.9372647271798447	0.874197277729089	0.7311865925624591	0.9238775539301652	0.7557870781167193	0.6903937855364531	0.5850737720309703	0.9091134402911748	0.8724863405632562	0.9475440012692484	1.0	0.8939652758628327	0.8299783493642685	0.8603241255184761	0.5865699319781132	0.8859775654880919	0.8662571945059503	0.7885148185663378	0.5847012488324522	0.9016687401162284	0.8641992161844948	0.5766088800672483	0.9124597785671144	0.9205339458731073	0.9022011327981497	0.8851642636190143	0.7278930385182314
YuJ_2015__SZAXPI003415-12__bin.8	0.8710581312015645	0.8977782814173159	0.7225853191054544	0.9208182125461558	0.7529595164763447	0.6899709157447557	0.5868083997422899	0.8908858753425322	0.9005639216022568	0.868463212008796	0.8204906179193092	1.0	0.832318938956475	0.8557030031456435	0.5736609019738649	0.8348108409709898	0.8831690534169128	0.7720856301059629	0.5738655442063418	0.9024012468976517	0.8835524443749002	0.5563771252861511	0.9123969758611261	0.8735207986114398	0.9311071228304444	0.871389735145619	0.7160100388848084
XieH_2016__YSZC12003_37190R1__bin.30	0.8521594746732949	0.8442116678123928	0.7060483653265665	0.8897972252545548	0.7606453637648953	0.6770946504457649	0.5659676919687827	0.8677164231289034	0.8493381302732391	0.8476066932729183	0.7899224419007176	0.8630868429554593	1.0	0.833271595973781	0.5666401143089106	0.8234679150028136	0.834144388045145	0.7780489473804255	0.5593390339580498	0.8628281523514427	0.8349071788663635	0.5517203646960082	0.8822822054644348	0.8653755041363068	0.8701070014785207	0.8907756878181843	0.7000834681402022
HeQ_2017__SZAXPI029564-74__bin.70	0.8635707786896545	0.8535017139811232	0.7280812601667112	0.984783822407661	0.7670013831322201	0.7209881124151051	0.5895842332117158	0.89941992307763	0.8657862026817142	0.8696300236189356	0.8144873909806913	0.8826577735706868	0.828879031072226	1.0	0.5737204303792814	0.835226907206073	0.8592803691722344	0.7813611445534	0.5929191442041706	0.947403353061731	0.861426579114244	0.5527692512705517	0.9651775785536388	0.881486304233947	0.8878919066087069	0.8882890976096167	0.7188617189438568
XieH_2016__YSZC12003_37400__bin.34	0.9232005474844343	0.9014876905460532	0.7724817505188578	0.9438922386030201	0.8112404279682244	0.7286713662062548	0.6107533278465612	0.9259012917769985	0.916633418020468	0.9239783868890002	0.8648786946253489	0.9215898518571531	0.8778595326701496	0.8935388785514922	1.0	0.8957941208044085	0.90702023545409	0.812865884205253	0.6270324912330925	0.926692997208903	0.8946459242825449	0.5977273133901094	0.9407276533314249	0.934554587418593	0.9285783296357261	0.920147337722751	0.7608884097903099
LiJ_2014__V1.CD54-0__bin.3	0.9243789560864368	0.828228132119235	0.6950853906703466	0.8933583058601126	0.740611786757334	0.6705441762507485	0.5606317923093336	0.868452598083413	0.8372644701855332	0.9060375700595807	0.8375521073508932	0.8598530211365999	0.8179337040784255	0.8340101266635924	0.5743305481567132	1.0	0.829939329492818	0.7749091490987177	0.5635698209824286	0.8756383652343884	0.8274111049167314	0.5819149351081377	0.8907426143493952	0.8914348936287365	0.8725999646690938	0.8652736768690393	0.6984512903810461
FengQ_2015__SID31367__bin.39	0.901588744695327	0.9153909529765919	0.7517683244289088	0.9532077846508419	0.7938487110552779	0.7298866795133783	0.6172339496672324	0.9237691387078546	0.9376659258489729	0.9047626911318658	0.8573840868516168	0.9524001112127292	0.8674652925609373	0.898340936672998	0.6088497589289951	0.868932015514536	1.0	0.8092848817343901	0.6000488207067053	0.9317299764543677	0.921572507156467	0.5826355014811349	0.9428470458668438	0.9139185252663671	0.9518722710996428	0.911481693435987	0.7480236020794138
IjazUZ_2017__S149_a_WGS__bin.14	0.8754558014610472	0.8536320736551609	0.7227960087753219	0.9225819408254571	0.7730389596666829	0.7042813271703661	0.5974125340190128	0.8894058643669798	0.8658844879667141	0.8850112014889913	0.8272745992750461	0.8825764411314728	0.8576874614297358	0.8659032658570531	0.5783933955295253	0.8600060534826144	0.8578526432108537	1.0	0.5872957068968645	0.9045901757260439	0.8598851111380579	0.5675961085845831	0.9145577345334633	0.8908196167209793	0.8876286484406554	0.9032626743598728	0.7125693787350895
IjazUZ_2017__S16_a_WGS__bin.12	0.9025854638587553	0.8707857044590165	0.8034510358250009	0.9536468696692911	0.8141373970778979	0.7294301940581317	0.61194087580429	0.9681677151721892	0.8877877126844335	0.8963722280313808	0.8471696064818782	0.9059276713595585	0.8515179045888543	0.9074225224524349	0.6161564350021075	0.86376372825796	0.8784041266856634	0.811060667395412	1.0	0.932676319686279	0.8853377567915511	0.5928040567120396	0.9470455263691118	0.9148330456591081	0.9175423259109426	0.9111545955572903	0.7795382531999088
YuJ_2015__SZAXPI003428-6__bin.7	0.8856600445711	0.8682054932361278	0.7311932736840081	1.0029824662656772	0.7732057037401973	0.7310368594019622	0.5928631034879828	0.9120946158635309	0.8754596586376789	0.8923588138053865	0.8287157662529355	0.9036605124198795	0.8332305906186561	0.9197530606037034	0.577642404608896	0.8513227880553021	0.8652071346102427	0.7924477273785496	0.5916340942985739	1.0	0.8681569797154933	0.5567124450284654	0.9897745208662507	0.8923133672314588	0.8983719810440388	0.9004103853507012	0.7272974149263836
QinJ_2012__T2D-016__bin.41	0.9034856969249461	0.9215765428429441	0.7556794069369637	0.9543802970533695	0.7986001788090573	0.7302613485418004	0.6180366213665728	0.9266726909503482	0.933160442589906	0.902133082284857	0.8543905841225834	0.951747947009897	0.8672875097884613	0.8995775103672964	0.5998716965536518	0.8653161714227616	0.920541837630459	0.8102950469411265	0.6041088893774164	0.9338610429888525	1.0	0.5810376623699908	0.9462871028044111	0.9126075980953028	0.9559593471819878	0.9066551939352478	0.7458874966522038
NielsenHB_2014__V1_UC16_0__bin.1	0.8999787095702689	0.8556729719319697	0.7249227890639631	0.9040954482651391	0.7601990876034928	0.6923418059231565	0.6012912071408631	0.8853369011735355	0.8638446098992547	0.9093628419278351	0.8395832376294653	0.8826707386453987	0.8440802887724345	0.8501666130725005	0.5902692135085569	0.8962988222240283	0.8571381245339957	0.7877383909735645	0.5957406772653547	0.8819719531716556	0.8557445289779534	1.0	0.8989442243746267	0.907695827782509	0.8955819266337091	0.8895388899293617	0.7325749758826253
YuJ_2015__SZAXPI017595-169__bin.30	0.8822946004037412	0.8587085454018287	0.7246482237973182	0.9957401627215915	0.7695353709151149	0.7243046490133114	0.5825277793280691	0.9022837377778443	0.8716960533820473	0.8751394241174797	0.8188808228371055	0.8921499151272275	0.8319491879574588	0.9149385608245795	0.5725790841363464	0.8456099609462736	0.8549085320617619	0.7823088933325528	0.5865992221924263	0.9664617106049448	0.8589884145602747	0.5540606210753999	1.0	0.8789130295700278	0.8972861131264896	0.894900419123122	0.7196075842363969
YuJ_2015__SZAXPI003424-12__bin.59	0.9356546636100901	0.8816410537949934	0.7469061428906075	0.9439502168356673	0.7888668921166908	0.7150741399324808	0.6007794327960001	0.9284574046839515	0.8835037817750323	0.9332698621731865	0.8786597624406514	0.90845038000172	0.8678963045712265	0.8887389942542965	0.6049927943438856	0.9000806998737816	0.8813732124485709	0.8104586688951065	0.6026795137854322	0.9267012341260569	0.8810943678900791	0.5950299649316049	0.934802493791148	1.0	0.914591620127423	0.9128198134260614	0.745417524120923
GeversD_2014__SKBSTL008__bin.83	0.8993237478390784	0.906277440134023	0.7354539893730592	0.9382442329940808	0.7725399712169343	0.7045711569248329	0.5950184765336569	0.916518646070382	0.9208977556391816	0.8901780969863186	0.8410523210977495	0.9457281694247375	0.8522649342907327	0.8742939622584951	0.587087438247768	0.8604897985270242	0.8965401782242448	0.7886987017078386	0.5903497829675403	0.9112074380102186	0.9013977801011112	0.573379991046651	0.9320594653951365	0.8932354139736156	1.0	0.899120134090965	0.7352138948284087
LoombaR_2017__SID5639_uuc__bin.9	0.8632015975874793	0.8333242134214152	0.7058521645696396	0.9134827119633346	0.7601615164036816	0.6884743105899311	0.571278191582266	0.8814867446225683	0.8529530274791236	0.8614375855337194	0.8063909026391367	0.8649305117984024	0.8526531758296909	0.8547789443895407	0.5685173455197465	0.8338465356494593	0.8389597662649484	0.7843248612115222	0.5728982195721047	0.892490609254334	0.8354516401470683	0.5565500865562549	0.9084258589851583	0.8712160656368352	0.8786579137621128	1.0	0.7091427946063183
FengQ_2015__SID31883__bin.30	0.8892601741839951	0.8709712056030822	0.7815801477967339	0.9320163095731018	0.7897279164590542	0.7168639863010815	0.6031948937842561	0.958030920817163	0.878223491680293	0.8801225323349217	0.8419553943000709	0.9023762570792951	0.8508512698869418	0.8783034956103107	0.5969075673892752	0.8546111037033398	0.8741948727305903	0.7856133283740254	0.6223326759911013	0.9153242615426723	0.8726744471658257	0.5819573593088784	0.9274922276883776	0.9033170050458619	0.9122535843866014	0.9003958089169293	1.0
