	Castro-NallarE_2015__ES_107__bin.27	CM_periimplantitis__SP_189SPI_T016__bin.1	CM_periimplantitis__SP_381SPT_T016__bin.31	HMP_2012__SRS015941__bin.83	HMP_2012__SRS057791__bin.56	HMP_2012__SRS047219__bin.68	HMP_2012__SRS019607__bin.29	HMP_2012__SRS064774__bin.74	CM_cf__CF_TNFC017SA_t1M16__bin.5	HMP_2012__SRS047824__bin.5	Castro-NallarE_2015__ES_114__bin.23	HMP_2012__SRS047210__bin.67	HMP_2012__SRS019894__bin.7	HMP_2012__SRS078182__bin.96	HMP_2012__SRS020220__bin.49	HMP_2012__SRS018591__bin.31	HMP_2012__SRS015038__bin.29	HMP_2012__SRS018791__bin.23	HMP_2012__SRS018443__bin.26	HMP_2012__SRS019219__bin.13	HMP_2012__SRS022143__bin.42	HMP_2012__SRS015057__bin.22	CM_periimplantitis__SP_282SPT_T016_R__bin.41	HMP_2012__SRS024318__bin.38	CM_cf__CF_TNFC023IS_t3M15__bin.27	HMP_2012__SRS023352__bin.13	HMP_2012__SRS053854__bin.2	HMP_2012__SRS016342__bin.44
Castro-NallarE_2015__ES_114__bin.23	0.9753094391301858	0.9602253765126808	0.9606136626391544	0.9768004587058836	0.9753201011997982	0.9736311472524378	0.9759333948700227	0.9744169430433067	0.9742764685820083	0.9782772797021045	1.0	0.973198444110823	0.9744547778818382	0.9741166279671315	0.9755785019171102	0.9745923210471256	0.9728114901862628	0.9748373069507257	0.9616355530443634	0.9746300758634625	0.9752048561504867	0.9754267458727126	0.95995689284992	0.9713265145765635	0.9726232247661173	0.9798353640569926	0.9743000690929362	0.9745445718944689
HMP_2012__SRS047210__bin.67	0.9745243819317894	0.9582775661977441	0.9588685438217993	0.974682327039944	0.9747676700359139	0.9736229635376261	0.9758707422812594	0.9792087253894982	0.972914102633314	0.9770914756522657	0.973198444110823	1.0	0.9735666599205727	0.9731501331052587	0.9743734852499004	0.9731964467546134	0.9721155587637839	0.9718959384819612	0.9603964460488148	0.974351689424049	0.9770984224198738	0.9735636748382324	0.9588046018105902	0.9709948311090126	0.9715953767625343	0.9797480825201461	0.9727393604516671	0.9740222354806582
HMP_2012__SRS019894__bin.7	0.9757526515558848	0.9588933508983497	0.9593500513932499	0.9780278425693291	0.9761780740102378	0.9735647176444883	0.9770175365709106	0.97523979278565	0.9741769297228927	0.9794871234553063	0.9744547778818382	0.9735666599205727	1.0	0.9733900754535577	0.97557072105323	0.9746384627069725	0.9732207904142816	0.9752032295596466	0.9609465807538543	0.9761009893053704	0.9757068044533157	0.9755886550808267	0.9602282596850201	0.9706624125119543	0.9736714928989696	0.9812019387531316	0.9869966015773811	0.975504143795929
HMP_2012__SRS078182__bin.96	0.9754696666992924	0.958907903281256	0.9604468699200478	0.9753830814203811	0.9754644709232304	0.973635359032673	0.975054165845972	0.9742405676160172	0.972743994620161	0.9775910743004972	0.9741166279671315	0.9731501331052587	0.9733900754535577	1.0	0.9756758658591876	0.9742326957052208	0.9731197975730365	0.9741175602376296	0.9612951025225537	0.9746903556642341	0.9737227777543016	0.9742414787928442	0.9593986462245683	0.9717612142930437	0.9726420834386658	0.9798023228038916	0.973425655473119	0.9755025584565112
HMP_2012__SRS020220__bin.49	0.9759947902893417	0.9604761786361419	0.9614940380247707	0.9776510077752856	0.9752234758781315	0.9762563715265858	0.9769415556467514	0.9756657755281067	0.9738972322098567	0.9786770370256623	0.9755785019171102	0.9743734852499004	0.97557072105323	0.9756758658591876	1.0	0.975247041720712	0.9740021560532099	0.973969265538096	0.9625428789611271	0.9770034330137557	0.9758160009590733	0.9759778773468933	0.9609878271860028	0.9725644626063388	0.973834165182032	0.9812967664128037	0.975202127592847	0.9763369502359462
HMP_2012__SRS018591__bin.31	0.9742758520354049	0.9588110387550612	0.9608469278372803	0.9760202391023864	0.9750089499349739	0.974092084308138	0.9765865367699663	0.9740385840703972	0.9723645638185071	0.9775108151537634	0.9745923210471256	0.9731964467546134	0.9746384627069725	0.9742326957052208	0.975247041720712	1.0	0.973512176368021	0.9739926393837959	0.9616549412429599	0.9740765901418906	0.9736165255535211	0.9747227174862437	0.9600935080409506	0.9715078274576825	0.9724339123107664	0.9784729823863071	0.9749653355624334	0.9752575876212749
HMP_2012__SRS015038__bin.29	0.9737851956172155	0.9585873522878137	0.9593497668324489	0.9755498657504696	0.9732488538124558	0.9728044574157602	0.9747419910852063	0.9731877631243104	0.9717589193855237	0.9765355258270751	0.9728114901862628	0.9721155587637839	0.9732207904142816	0.9731197975730365	0.9740021560532099	0.973512176368021	1.0	0.973054563523474	0.9597846082540403	0.9743027598352104	0.974167147389674	0.9747233857104811	0.9588667326130166	0.9698671207888496	0.9717010442959155	0.9788009769092066	0.9736115610241668	0.9736527674637216
HMP_2012__SRS018791__bin.23	0.9749087320684643	0.9592348718628243	0.959270629190999	0.9784345581377758	0.9750072663444744	0.9734582438746543	0.9763326153976097	0.9747810827029674	0.9726569883818019	0.979629870933338	0.9748373069507257	0.9718959384819612	0.9752032295596466	0.9741175602376296	0.973969265538096	0.9739926393837959	0.973054563523474	1.0	0.9603482906166014	0.9745029697308193	0.9741388243701983	0.9747543284340093	0.9595143298416453	0.9708145622458868	0.9726203586309846	0.9809267470683299	0.9744854038516239	0.9744526756871336
HMP_2012__SRS018443__bin.26	0.9626681766425098	0.975694342432041	0.9764241811547463	0.9622669471945409	0.9616778598962836	0.9619000418585182	0.9618562267795004	0.9617947538059853	0.961181955515937	0.9649482195929894	0.9616355530443634	0.9603964460488148	0.9609465807538543	0.9612951025225537	0.9625428789611271	0.9616549412429599	0.9597846082540403	0.9603482906166014	1.0	0.9623827608500021	0.9613501292282066	0.9611729429199332	0.9759428816063858	0.9595157763693003	0.9600901541419705	0.9672773607735221	0.9597904199924159	0.9633433035404241
HMP_2012__SRS019219__bin.13	0.9760447014399306	0.9599231356364515	0.9621341555168219	0.9765803166516518	0.975351912846264	0.9745573684830894	0.9775560269520795	0.9753598130736737	0.9740957206737388	0.9782176301093191	0.9746300758634625	0.974351689424049	0.9761009893053704	0.9746903556642341	0.9770034330137557	0.9740765901418906	0.9743027598352104	0.9745029697308193	0.9623827608500021	1.0	0.9751272553516457	0.9753624054955422	0.9613312299058205	0.9722806706588848	0.9741887847367549	0.9833972723906693	0.9763440723634176	0.9756895013925431
HMP_2012__SRS022143__bin.42	0.9761565912459137	0.9593702642084571	0.9608746472948514	0.9764988142701014	0.9750472111451104	0.9738090791833686	0.9778398501998663	0.9784951544372718	0.974156681996665	0.9774100876689925	0.9752048561504867	0.9770984224198738	0.9757068044533157	0.9737227777543016	0.9758160009590733	0.9736165255535211	0.974167147389674	0.9741388243701983	0.9613501292282066	0.9751272553516457	1.0	0.9743907349207592	0.9613936036405263	0.9723940201466839	0.9748457853917816	0.9803597491112723	0.9759845925112978	0.9748681708834038
HMP_2012__SRS015057__bin.22	0.9767418157462577	0.9589772562474699	0.9605488769237142	0.976719477832023	0.9751784109555571	0.9745157351000814	0.9787508892459013	0.9769605118853161	0.9745365058297274	0.9781293144308423	0.9754267458727126	0.9735636748382324	0.9755886550808267	0.9742414787928442	0.9759778773468933	0.9747227174862437	0.9747233857104811	0.9747543284340093	0.9611729429199332	0.9753624054955422	0.9743907349207592	1.0	0.9593500052730027	0.9724091166782151	0.9735957864254167	0.9806885198986295	0.9759036474709654	0.9747597636456427
CM_periimplantitis__SP_282SPT_T016_R__bin.41	0.9611852639687496	0.9812502086224244	0.9771997674624928	0.9622356910408837	0.9614729103855515	0.960345058484212	0.9619855423008552	0.9608607321611491	0.9593695864406607	0.9650709434104496	0.95995689284992	0.9588046018105902	0.9602282596850201	0.9593986462245683	0.9609878271860028	0.9600935080409506	0.9588667326130166	0.9595143298416453	0.9759428816063858	0.9613312299058205	0.9613936036405263	0.9593500052730027	1.0	0.9584736529830459	0.9590096712446963	0.9655593438464192	0.9597059459796571	0.9626081571509132
HMP_2012__SRS024318__bin.38	0.9725419132356264	0.9576633556770331	0.9589768666078878	0.9727912173305046	0.9729619909951325	0.9793447065019774	0.9733021884994043	0.9719050076220902	0.9699541077524825	0.9750132397257385	0.9713265145765635	0.9709948311090126	0.9706624125119543	0.9717612142930437	0.9725644626063388	0.9715078274576825	0.9698671207888496	0.9708145622458868	0.9595157763693003	0.9722806706588848	0.9723940201466839	0.9724091166782151	0.9584736529830459	1.0	0.9706390129265939	0.9773722325072015	0.9708345602822467	0.9718967767264162
CM_cf__CF_TNFC023IS_t3M15__bin.27	0.9729458754992718	0.9575267431905644	0.95970030304304	0.9749753493590834	0.9730022674331062	0.9724328217183857	0.9752115731987971	0.9739600123039065	0.9715225255933356	0.9769032320220945	0.9726232247661173	0.9715953767625343	0.9736714928989696	0.9726420834386658	0.973834165182032	0.9724339123107664	0.9717010442959155	0.9726203586309846	0.9600901541419705	0.9741887847367549	0.9748457853917816	0.9735957864254167	0.9590096712446963	0.9706390129265939	1.0	0.9784932259138736	0.9729470212145661	0.9734529055857609
HMP_2012__SRS023352__bin.13	0.9809536328086491	0.96512361379591	0.9669816771305122	0.9810432948781791	0.9803144067188285	0.9790983691413664	0.9819207727356564	0.9803915066039983	0.9790945573254421	0.9829986797831207	0.9798353640569926	0.9797480825201461	0.9812019387531316	0.9798023228038916	0.9812967664128037	0.9784729823863071	0.9788009769092066	0.9809267470683299	0.9672773607735221	0.9833972723906693	0.9803597491112723	0.9806885198986295	0.9655593438464192	0.9773722325072015	0.9784932259138736	1.0	0.9803792196990729	0.980354658102467
HMP_2012__SRS053854__bin.2	0.9755291399971124	0.9586349944426147	0.9586010837425607	0.9780517056079617	0.975364713450447	0.9731016300140194	0.9764180194874147	0.9758988605067337	0.97331127120684	0.978890844858541	0.9743000690929362	0.9727393604516671	0.9869966015773811	0.973425655473119	0.975202127592847	0.9749653355624334	0.9736115610241668	0.9744854038516239	0.9597904199924159	0.9763440723634176	0.9759845925112978	0.9759036474709654	0.9597059459796571	0.9708345602822467	0.9729470212145661	0.9803792196990729	1.0	0.9749093310001409
HMP_2012__SRS016342__bin.44	0.9771074745991277	0.9617996283256656	0.9630298091691292	0.9759000761726457	0.9736845163220782	0.9743672892155704	0.9761604620452151	0.9735975760536987	0.9739779638089775	0.9772118130747262	0.9745445718944689	0.9740222354806582	0.975504143795929	0.9755025584565112	0.9763369502359462	0.9752575876212749	0.9736527674637216	0.9744526756871336	0.9633433035404241	0.9756895013925431	0.9748681708834038	0.9747597636456427	0.9626081571509132	0.9718967767264162	0.9734529055857609	0.980354658102467	0.9749093310001409	1.0
