	Castro-NallarE_2015__ES_107__bin.27	CM_periimplantitis__SP_189SPI_T016__bin.1	CM_periimplantitis__SP_381SPT_T016__bin.31	HMP_2012__SRS015941__bin.83	HMP_2012__SRS057791__bin.56	HMP_2012__SRS047219__bin.68	HMP_2012__SRS019607__bin.29	HMP_2012__SRS064774__bin.74	CM_cf__CF_TNFC017SA_t1M16__bin.5	HMP_2012__SRS047824__bin.5	Castro-NallarE_2015__ES_114__bin.23	HMP_2012__SRS047210__bin.67	HMP_2012__SRS019894__bin.7	HMP_2012__SRS078182__bin.96	HMP_2012__SRS020220__bin.49	HMP_2012__SRS018591__bin.31	HMP_2012__SRS015038__bin.29	HMP_2012__SRS018791__bin.23	HMP_2012__SRS018443__bin.26	HMP_2012__SRS019219__bin.13	HMP_2012__SRS022143__bin.42	HMP_2012__SRS015057__bin.22	CM_periimplantitis__SP_282SPT_T016_R__bin.41	HMP_2012__SRS024318__bin.38	CM_cf__CF_TNFC023IS_t3M15__bin.27	HMP_2012__SRS023352__bin.13	HMP_2012__SRS053854__bin.2	HMP_2012__SRS016342__bin.44
Castro-NallarE_2015__ES_114__bin.23	0.5937203976088069	0.902291395118187	0.9097422319615549	0.7300663835554775	0.6581648805269132	0.8782403411184788	0.6799213241095478	0.579823504824185	0.9137335308681059	0.5250564532285311	1.0	0.9060959593586221	0.8800761531174796	0.7709204658720756	0.7387563471236678	0.7760575241703911	0.8794411315873436	0.9094769698033969	0.8492142304182114	0.740556296173547	0.669544565279224	0.8359263894419477	0.8927673088195649	0.8302081040371787	0.6863828382185265	0.501539015178684	0.8895507732793823	0.4967420365703149
HMP_2012__SRS047210__bin.67	0.5721397418388475	0.8521520771840169	0.8848652167741115	0.695667237203575	0.6169728475556926	0.8546039173966983	0.643081573724627	0.552825789356033	0.8966550438127747	0.49430142949681255	0.7970112350628379	1.0	0.8626599638097942	0.7344833268882787	0.6938838334641381	0.7194785869176812	0.834834188050923	0.8817041486028372	0.8214420714677702	0.702560998227474	0.6322897783608241	0.7998546735348651	0.8519111354772251	0.7913825539712143	0.6529596398166232	0.4703568275972347	0.8675843119210669	0.46856145835542873
HMP_2012__SRS019894__bin.7	0.5903872403613162	0.8862086844267932	0.9184934107884598	0.7578428018345625	0.6466568378133388	0.8878476104482121	0.6933227285179007	0.5916675778342898	0.9165000111691515	0.5380180281862356	0.8366981871879251	0.9323907745159936	1.0	0.780179341302229	0.7342447360964639	0.7739634145624573	0.8771034745466794	0.9251073120319978	0.865335891656879	0.7612358724929664	0.6729501961655715	0.8439193375635025	0.8900432304948405	0.8335173304081913	0.6969979672144254	0.5066039077921879	0.9351154596340986	0.5158837091458891
HMP_2012__SRS078182__bin.96	0.5888996483290544	0.9231247041719051	0.8993797951276011	0.748114498526454	0.6553828168123937	0.8989885222089764	0.6885589628623004	0.6120552745895025	0.9065345967990214	0.5515062990193087	0.8454648281586303	0.915751549155949	0.8999778934191557	1.0	0.7613011418116817	0.7914549249529048	0.8790213972715325	0.91888105438897	0.8658462819579107	0.7825905929039232	0.706084192167218	0.8541698029530594	0.9110501710886609	0.8591119121921184	0.7054827032957792	0.5251974334666509	0.8833715112628283	0.5383142308062663
HMP_2012__SRS020220__bin.49	0.6021087910014442	0.9027426768542932	0.9212682486807782	0.70799375162645	0.6637662373189511	0.888829734626497	0.7007816078409091	0.6052961068311951	0.9057749757829932	0.5481411649835759	0.8380501258723208	0.8948810052390102	0.8761148415706228	0.7874795444326838	1.0	0.7835851831899953	0.8907600808332474	0.9236678541943295	0.8680209953207342	0.743112444770845	0.6670061606943074	0.8530341577286447	0.9057181596337393	0.8457182017197757	0.7220799480377736	0.5263595368010825	0.8946312947558694	0.5227766122283785
HMP_2012__SRS018591__bin.31	0.5808824682011707	0.9131407899426895	0.9079140799484212	0.7548428340776857	0.6739273113146788	0.8978286901329066	0.6973299410947262	0.604345754806031	0.9069347107657686	0.5594324429502117	0.8553927665714105	0.9015696486879383	0.897312084815961	0.7954481482970767	0.761358331214888	1.0	0.8775032015217367	0.9088873152948569	0.8742931605681568	0.7785119449644953	0.700873253816098	0.86924228721211	0.9014469719635977	0.8422288725123035	0.6947871252140879	0.5479015123995499	0.8935922539190102	0.5257297390870534
HMP_2012__SRS015038__bin.29	0.5923041108516616	0.900143226385838	0.9156869275899218	0.7218207558164643	0.6553763730298977	0.8829773576891153	0.688169950145859	0.5956768230600988	0.907392694093642	0.5383643795209341	0.841428098993629	0.908071851016162	0.882698714038848	0.766873470343974	0.7512806663310322	0.7617058434117342	1.0	0.9155656495680432	0.8654062429192863	0.7434242169137287	0.656344822404606	0.8307852130736524	0.8982891516513629	0.8299279845190084	0.6911942098914354	0.5072367483055094	0.9021818803536112	0.5154310013837526
HMP_2012__SRS018791__bin.23	0.544197585470922	0.8305163121978267	0.8836220899041194	0.6575083939223029	0.6061681705005878	0.8137073042202938	0.62640934828455	0.5360512746169694	0.8452999855030904	0.4831857011795405	0.7782131553634862	0.8577080703343495	0.8326268294412129	0.7169356707571937	0.6967130109234743	0.7055783473311401	0.8188156130658424	1.0	0.8026256337107115	0.6735301244723707	0.5922569571939063	0.7750894416996728	0.8310739670422812	0.7708906287531917	0.6351413554504677	0.45997794776668227	0.8444746140065543	0.4630127752693304
HMP_2012__SRS018443__bin.26	0.5400004217522029	0.8877611950237679	0.9007911183425582	0.6665177585424243	0.6020412806616626	0.8285904708419395	0.6361504900649609	0.5438944154458976	0.8441559018116477	0.498721424900916	0.7621545100293784	0.8381320594936976	0.8168868472136053	0.7085664531638629	0.6867318976740366	0.7118871968239839	0.8117747665657051	0.8418445887527567	1.0	0.6832629858058187	0.613002953375294	0.7691528219106929	0.8840381219596383	0.7720606923617347	0.6470583338790215	0.46643518390060856	0.8400049722364964	0.4714362771267132
HMP_2012__SRS019219__bin.13	0.5856326476408783	0.9408447715649579	0.9208939647420029	0.8035296970606788	0.6867370402393836	0.9613289375110966	0.7175513403264244	0.6461844253362183	0.9514686501755971	0.6114164834673106	0.8644012015375755	0.9322900953983883	0.9346046863429752	0.8329250742300214	0.7646154112639095	0.8244245278797423	0.9069508457964228	0.9187713542125266	0.8886268203857218	1.0	0.761259362653891	0.8690910088209949	0.9273426301894255	0.8551103598694533	0.7311480284477445	0.5613796030191446	0.9091225340260025	0.5809948049810979
HMP_2012__SRS022143__bin.42	0.6002175667050687	0.9270830406351984	0.9141807730442078	0.8388970732862607	0.6853046134578253	0.9243092658528655	0.7254396493242186	0.6505557584929291	0.9552254143602054	0.594963049787451	0.8693299186332636	0.93332102328606	0.9190507347893978	0.835941056282339	0.763424708673365	0.8256062363769925	0.8906907943593223	0.8986869728924731	0.886833200197496	0.8467993208065222	1.0	0.8613811070211425	0.9089182278348902	0.853490099109261	0.7244039996949249	0.5731734632846149	0.9012327441905275	0.566667335690975
HMP_2012__SRS015057__bin.22	0.5960707515179018	0.9019684058218987	0.9129151524844986	0.7363649213121217	0.6698425746490259	0.8833028947071506	0.6814569873075268	0.5867414055826052	0.8995804305050829	0.5401765068359823	0.8380956454786551	0.9116883084678894	0.889975215147153	0.7808790873619568	0.7539164159044611	0.7906690422433578	0.8705707459385201	0.9081770176593627	0.8592359222903734	0.7465063772331475	0.6651441154262462	1.0	0.8935094434132921	0.8365321787733048	0.697029661232349	0.5242207153759078	0.9049794120819649	0.5126174614805695
CM_periimplantitis__SP_282SPT_T016_R__bin.41	0.5524671572267603	0.9060538715992709	0.9252802268277864	0.6684701275906298	0.5966829136569229	0.8267089718490515	0.6301027475865794	0.5372475528252211	0.8485983933031797	0.4871704583811517	0.7797712819820428	0.8459272260851954	0.8176952676702897	0.7255799635455343	0.6973539458583676	0.7143276851414299	0.8200396948626206	0.8483240396948626	0.8603480726388982	0.6939239856882468	0.6114326605009114	0.7783995139404577	1.0	0.7837175453993114	0.6447012759062986	0.46665280496860867	0.8313286977654762	0.4683135084047796
HMP_2012__SRS024318__bin.38	0.5936329041358112	0.9161074221503684	0.9094368591461555	0.7257392430960604	0.6633850063879647	0.8714755173568174	0.6735132066588864	0.5789595288122982	0.9089281821349404	0.5300998286398201	0.8339253406241635	0.9037252672107047	0.8806559262735092	0.7868717854438875	0.7488539239866365	0.7675358480651951	0.8713053372578272	0.9049531725234914	0.8641037378133348	0.7358767597957591	0.6602882254625452	0.8381028272876957	0.901302995728728	1.0	0.7011625039827734	0.5092769892283451	0.8985248366674762	0.5125768683010995
CM_cf__CF_TNFC023IS_t3M15__bin.27	0.6011148860127495	0.9041052243185826	0.9118070757237253	0.7293523275762952	0.6787488568210118	0.8963267226213799	0.7134751964915208	0.6107600477636526	0.912720115967383	0.5616016604557386	0.8341843770172366	0.9021769434418536	0.8910017817435537	0.7818006656551834	0.7735923211436825	0.7660828469421418	0.877981752721649	0.9021093108312123	0.8762202989511685	0.7612786771662537	0.678065015980083	0.8449311988481415	0.8970676754446281	0.848348148632431	1.0	0.5145098251396426	0.8866965903395082	0.526740055563947
HMP_2012__SRS023352__bin.13	0.6556907258255658	0.9530258173779266	0.9509917992872318	0.8286048876765222	0.7504212399753505	0.9365942263189875	0.7885536924754258	0.7146923332169806	0.9527597143755953	0.68709949882139	0.873855326153939	0.9316912515675299	0.9284419938548522	0.8343945133223876	0.8084413905444015	0.866095245482713	0.9237092388376793	0.9366233145014285	0.9055248154516425	0.8379809784833637	0.7691583388277677	0.9110106311920122	0.9308929425605358	0.883382244573438	0.7376202850210943	1.0	0.9274529956518553	0.6534670958789587
HMP_2012__SRS053854__bin.2	0.5845395081079925	0.8661013783193483	0.9082015008591288	0.7046307434192537	0.6384643256204913	0.8604295531292654	0.6623055707776944	0.5646529558642993	0.8905249406149044	0.5142456714426049	0.8094163213085314	0.897475613008346	0.8949893720089435	0.7329234795896437	0.7175902535301921	0.7376816013665042	0.8579956362785265	0.8980095443748164	0.851642471905308	0.7087064007624697	0.6315867945101278	0.8213237221936533	0.8660541177979748	0.8139375778532696	0.6638662932335311	0.4843488906717858	1.0	0.48742363768734015
HMP_2012__SRS016342__bin.44	0.6372879502725279	0.9537320205339034	0.9553600813483711	0.8339749722551758	0.752750154441632	0.9710666586484581	0.802310337475467	0.7339962934008321	0.9683452057490556	0.6967750400454851	0.878392932313563	0.9419638415237512	0.9595357457207367	0.8679761859203902	0.814901840725575	0.8434295336136062	0.95261676060727	0.9568503747601371	0.9288704713066582	0.8801828151566011	0.7717576824461367	0.9041193546799915	0.9481251059223582	0.902353526462822	0.7664055281903814	0.6632035294696502	0.9472471120781557	1.0
