	Castro-NallarE_2015__ES_107__bin.27	CM_periimplantitis__SP_189SPI_T016__bin.1	CM_periimplantitis__SP_381SPT_T016__bin.31	HMP_2012__SRS015941__bin.83	HMP_2012__SRS057791__bin.56	HMP_2012__SRS047219__bin.68	HMP_2012__SRS019607__bin.29	HMP_2012__SRS064774__bin.74	CM_cf__CF_TNFC017SA_t1M16__bin.5	HMP_2012__SRS047824__bin.5	Castro-NallarE_2015__ES_114__bin.23	HMP_2012__SRS047210__bin.67	HMP_2012__SRS019894__bin.7	HMP_2012__SRS078182__bin.96	HMP_2012__SRS020220__bin.49	HMP_2012__SRS018591__bin.31	HMP_2012__SRS015038__bin.29	HMP_2012__SRS018791__bin.23	HMP_2012__SRS018443__bin.26	HMP_2012__SRS019219__bin.13	HMP_2012__SRS022143__bin.42	HMP_2012__SRS015057__bin.22	CM_periimplantitis__SP_282SPT_T016_R__bin.41	HMP_2012__SRS024318__bin.38	CM_cf__CF_TNFC023IS_t3M15__bin.27	HMP_2012__SRS023352__bin.13	HMP_2012__SRS053854__bin.2	HMP_2012__SRS016342__bin.44
Castro-NallarE_2015__ES_114__bin.23	0.5790611079919964	0.8664030946015132	0.8739108175021084	0.7131291783427359	0.6419214378816621	0.8550821508865569	0.663557926082752	0.5649898470754383	0.8902290776791477	0.5136507987544428	1.0	0.8818111778629145	0.8575944123051962	0.7509664446461564	0.7207148104086644	0.7563397037473072	0.8555304377505769	0.8865920799768499	0.8166345961213602	0.7217684391207889	0.6529431114694658	0.815384957842485	0.8570181318124145	0.8064031440676498	0.6675918895322235	0.4914256635263914	0.8666893798677769	0.48409725537140413
HMP_2012__SRS047210__bin.67	0.5575641282941164	0.8165982185542519	0.848469421886753	0.6780545616030292	0.6014051850872856	0.832061998706638	0.6275644926980523	0.5413318365577643	0.8723683373227406	0.48297771316406496	0.7756500939019992	1.0	0.8398569796135034	0.7147625473249216	0.6761020091710137	0.7001940043043176	0.8115553031922328	0.856924680969793	0.7889100460726229	0.6845414955463855	0.6178093449485729	0.7787094553031378	0.8168163170292486	0.7684283693358983	0.6344125672583607	0.4608311999386496	0.8439334087159982	0.45638927912743205
HMP_2012__SRS019894__bin.7	0.5760719152273157	0.8497796150052259	0.8811567008442703	0.7411913604849528	0.6312522264821758	0.8643771081773473	0.6773884642651815	0.5770177660051002	0.8928331669717608	0.5269817307952318	0.8153245461503462	0.9077445720862917	1.0	0.7594188278974836	0.7163076666231658	0.7543345125605927	0.8536153367734319	0.902167638382848	0.8315415662912655	0.7430430882351213	0.6566020854569418	0.8233181315302796	0.8546446622624939	0.8090639428045387	0.6786470512852166	0.49708073650560747	0.922955780741326	0.5032466959886286
HMP_2012__SRS078182__bin.96	0.5744537436748731	0.8851915745446112	0.8638065090996384	0.7296982248279958	0.6393026526540782	0.8752870125871888	0.671382285169468	0.5962890781284541	0.8818260849516572	0.5391476353417772	0.8235813474706952	0.8911637419524586	0.8760295495818059	1.0	0.7427831507167008	0.7710612650660417	0.8553931241752414	0.8950981708499641	0.8323337903835016	0.7627835033370087	0.6875302609254655	0.832167651969181	0.8740603007851226	0.8348516350054317	0.6861821663635488	0.5145896652412669	0.8598964923772984	0.5251269094050617
HMP_2012__SRS020220__bin.49	0.5876550432048235	0.8670628365567731	0.88579392852809	0.6921708047762041	0.6473204171287362	0.8677256916314021	0.6846226741327295	0.5905666954956017	0.882131741920007	0.5364531712179208	0.8175836863299643	0.8719483239586687	0.8547119877164888	0.7683247863607573	1.0	0.764189131842225	0.8676022392577145	0.8996241015508003	0.8355074278347225	0.7260234096563605	0.650875284343784	0.8325424665643977	0.8703841262693324	0.8225154683719929	0.7031861233920503	0.5165149114334434	0.8724463420570673	0.5104061232377349
HMP_2012__SRS018591__bin.31	0.5659397616391246	0.8755294693345673	0.8723664544586515	0.7367418834012258	0.6570851601374251	0.8745678201232083	0.6810030321597033	0.5886560833002219	0.8818711744456205	0.5468512633317226	0.833659221779753	0.8774043786049066	0.8745548709134168	0.7749515938091872	0.7425124602067376	1.0	0.854260051483332	0.88524955512649	0.8407683379552925	0.7583302607357468	0.6823817822338204	0.8472702043453458	0.865473385625423	0.8182319421565614	0.6756345623950858	0.5361068268915558	0.8712214716981389	0.512721917082802
HMP_2012__SRS015038__bin.29	0.5767769744505662	0.8628659120610105	0.8784640404749129	0.7041721414326543	0.6378443038671124	0.8589643093571614	0.6707881474101818	0.5797053949788532	0.8817669438707566	0.5257319424420424	0.8185509228665865	0.8827507748482397	0.8590607401745576	0.74625975622526	0.7317489888075176	0.7415299133719964	1.0	0.8908953335175182	0.8306035918408881	0.724320266267376	0.6393895633458773	0.8097857756853539	0.8613395837856609	0.8049198648075436	0.671634135562798	0.4964838247656819	0.8783747088587975	0.5018508209338881
HMP_2012__SRS018791__bin.23	0.5305429780461763	0.7966602083110678	0.8476327181493901	0.643328934879247	0.5910183708648094	0.7921100833942663	0.611583877320167	0.5225326418554351	0.8221869381786168	0.4733431460833477	0.7586312166081676	0.8336029899611546	0.8119803730890799	0.698379626445326	0.6785770595399717	0.6872281168091138	0.796752268977989	1.0	0.7708001553391483	0.6563571065014936	0.5769404960059427	0.7555217882202557	0.7974273805354121	0.7483918482924863	0.6177514129196036	0.45120467202593784	0.8229281852726212	0.45118403773852445
HMP_2012__SRS018443__bin.26	0.5198412213943794	0.8661835754153981	0.8795542301191005	0.6413680087635668	0.5789697703559256	0.7970212085864309	0.6118853100378134	0.5231147954002373	0.8113874204636388	0.48124035103101764	0.7329148737573571	0.804939051257321	0.7849846226927102	0.6811414612381979	0.6610088978616053	0.6845898404333837	0.7791289263187803	0.8084640117735457	1.0	0.6575605186664195	0.5893104684446112	0.739288881391072	0.8627707121951869	0.7408044146356894	0.6212343355127563	0.4511721936552931	0.8062287250985846	0.45415498061604676
HMP_2012__SRS019219__bin.13	0.5716036427201171	0.9031386632677953	0.886023537087585	0.7847112859945236	0.6698102858198646	0.9368701995874585	0.701446637383639	0.6302623203070532	0.9268215404912677	0.5980983834671663	0.8424714086310353	0.9083784294847275	0.9122685589488135	0.8118440368429182	0.7470318817400643	0.8030526329464375	0.8836447120943332	0.8953454131837137	0.8551991327681698	1.0	0.7423247529154319	0.8476786969581931	0.8914834312240989	0.8314072741812324	0.7122762092961825	0.5520591703847836	0.887616397148297	0.5668705315836652
HMP_2012__SRS022143__bin.42	0.5859063339207367	0.88941590163737	0.8784131278625877	0.819181997358692	0.6682043521369305	0.9001007550608344	0.7093637980242374	0.6365656573765951	0.9305392202120272	0.5815228866525636	0.8477747582480661	0.9119464994641115	0.8967240555718351	0.813974847362104	0.7449620462509886	0.8038238753366864	0.8676817103472637	0.8754458712502861	0.8525572116137268	0.8257370975317017	1.0	0.8393217699171881	0.873828170472746	0.8299286686282459	0.7061821860235469	0.5619161926629441	0.8795892725966306	0.5524259490444327
HMP_2012__SRS015057__bin.22	0.5822072281508318	0.8649671870369889	0.8768996244456264	0.7192219614377942	0.6532160175366162	0.8607925697515687	0.6669766323100746	0.5732231839422919	0.8766739694572253	0.5283624763031265	0.8175009081993352	0.8875866198990504	0.8682497232006804	0.7607647968299193	0.7358057432914136	0.7706830774876913	0.8485656649816934	0.8852494789477535	0.8258743200903612	0.7281142558158854	0.6481102634583983	1.0	0.8571882892500196	0.813451517033852	0.6786251411893506	0.5140972374621997	0.8831727091369194	0.4996788755934293
CM_periimplantitis__SP_282SPT_T016_R__bin.41	0.5310232903530683	0.8890655505299399	0.9041836224937555	0.6432258151623574	0.5736944575710524	0.7939258759198001	0.6061497333423345	0.5162200769594275	0.8141194896374806	0.47015405387159925	0.7485468169850806	0.8110789171673529	0.7851741038277189	0.6961204347532572	0.6701486532100182	0.685821373118207	0.7863087828258961	0.8139790724363734	0.8396505771957065	0.6670907986228313	0.5878274488624857	0.7467575778032809	1.0	0.7511726186457841	0.6182747586579356	0.4505809761695808	0.7978310943090529	0.4508024032944036
HMP_2012__SRS024318__bin.38	0.577332880347863	0.8773225080571582	0.8721289095616992	0.7059927617559356	0.6454483966115528	0.8534749347694712	0.6555318780243456	0.5626936652631984	0.881618623913782	0.5168543513001698	0.8100137945255422	0.8775125632042055	0.8548196059895942	0.7646514817158875	0.7283087141527113	0.7456670842497076	0.8450503987742065	0.8785417180364198	0.8291211688515763	0.7154787495365077	0.6420603220130443	0.8149788299683428	0.8638751747606764	1.0	0.6805756807669782	0.49775318792665363	0.8723189647087467	0.4981718061263593
CM_cf__CF_TNFC023IS_t3M15__bin.27	0.5848522490473196	0.8657049309433471	0.8750615268888473	0.711100540384559	0.6604241767044733	0.8716175240603014	0.6957892688088169	0.5948558636346216	0.8867281522244741	0.5486304772081859	0.8113470988240192	0.8765509472698594	0.8675430350058878	0.7604122282765933	0.7533506322521885	0.744964940006117	0.8531357859923846	0.8774098814250041	0.8412504818823509	0.7416291493545971	0.6610088230497949	0.8226214550179264	0.8602965765123967	0.8234398096066863	1.0	0.5034443785652719	0.8627088062919369	0.5127566375771293
HMP_2012__SRS023352__bin.13	0.6432021994975287	0.9197877209085855	0.9195916450121308	0.8128972691583388	0.7356487526556433	0.9170178795361404	0.7742972510590252	0.7006782933209224	0.9328418507840881	0.6754179002210703	0.8562343516351868	0.9128227172240825	0.910989084390204	0.817541682288098	0.7933209223754918	0.847450797878071	0.9041275053543801	0.9187588611222437	0.8758936536049955	0.8240682085558041	0.7540518760800333	0.8934176675156107	0.8988323788100133	0.8633932765359638	0.7217564521898014	1.0	0.9092556441847336	0.6406295113616286
HMP_2012__SRS053854__bin.2	0.570235323638925	0.8302750899919094	0.870602942980181	0.6891653004250071	0.6227355740071633	0.8372854006623225	0.646687093714238	0.5510441762097287	0.8667579619912883	0.5033903797832993	0.7886143777758523	0.8730098538187063	0.8833514686207017	0.713446518531188	0.6997955419825338	0.7192139900145269	0.8353544707890594	0.8750971935127057	0.8173982857933748	0.69194129343045	0.6164189802754838	0.8015328162432162	0.8311572863908828	0.7901987304923759	0.6459067324863197	0.474845587498917	1.0	0.4751938525314198
HMP_2012__SRS016342__bin.44	0.6226988196832443	0.9172991028717943	0.9200402368287256	0.8138762389499062	0.73294117003887	0.9461755878349197	0.7831836297337044	0.7146170120874495	0.9431468917596505	0.6808968001880634	0.8560330641766484	0.9174937266629126	0.9360310960708955	0.846712990044665	0.7956187779156667	0.8225610522805425	0.927517945297594	0.9324054079172521	0.8948211483897068	0.8587851320544291	0.7523620002514801	0.8812991684753194	0.9126729609604356	0.8769944838369316	0.7460596882739166	0.6501746693855683	0.9234800483279303	1.0
