	Castro-NallarE_2015__ES_107__bin.27	CM_periimplantitis__SP_189SPI_T016__bin.1	CM_periimplantitis__SP_381SPT_T016__bin.31	HMP_2012__SRS015941__bin.83	HMP_2012__SRS057791__bin.56	HMP_2012__SRS047219__bin.68	HMP_2012__SRS019607__bin.29	HMP_2012__SRS064774__bin.74	CM_cf__CF_TNFC017SA_t1M16__bin.5	HMP_2012__SRS047824__bin.5	Castro-NallarE_2015__ES_114__bin.23	HMP_2012__SRS047210__bin.67	HMP_2012__SRS019894__bin.7	HMP_2012__SRS078182__bin.96	HMP_2012__SRS020220__bin.49	HMP_2012__SRS018591__bin.31	HMP_2012__SRS015038__bin.29	HMP_2012__SRS018791__bin.23	HMP_2012__SRS018443__bin.26	HMP_2012__SRS019219__bin.13	HMP_2012__SRS022143__bin.42	HMP_2012__SRS015057__bin.22	CM_periimplantitis__SP_282SPT_T016_R__bin.41	HMP_2012__SRS024318__bin.38	CM_cf__CF_TNFC023IS_t3M15__bin.27	HMP_2012__SRS023352__bin.13	HMP_2012__SRS053854__bin.2	HMP_2012__SRS016342__bin.44
Castro-NallarE_2015__ES_114__bin.23	960205.0	1459247.0	1471297.0	1180713.0	1064429.0	1420350.0	1099615.0	937730.0	1477752.0	849157.0	1617268.0	1465400.0	1423319.0	1246785.0	1194767.0	1255093.0	1422292.0	1470868.0	1373407.0	1197678.0	1082833.0	1351917.0	1443844.0	1342669.0	1110065.0	811123.0	1438642.0	803365.0
HMP_2012__SRS047210__bin.67	1051947.0	1566783.0	1626930.0	1279067.0	1134378.0	1571291.0	1182382.0	1016436.0	1648607.0	908832.0	1465400.0	1838619.0	1586103.0	1350435.0	1275788.0	1322847.0	1534942.0	1621118.0	1510319.0	1291742.0	1162540.0	1470628.0	1566340.0	1455051.0	1200544.0	864807.0	1595157.0	861506.0
HMP_2012__SRS019894__bin.7	1004316.0	1507542.0	1562462.0	1289177.0	1100037.0	1510330.0	1179421.0	1006494.0	1559071.0	915230.0	1423319.0	1586103.0	1701114.0	1327174.0	1249034.0	1316600.0	1492053.0	1573713.0	1472035.0	1294949.0	1144765.0	1435603.0	1514065.0	1417908.0	1185673.0	861791.0	1590738.0	877577.0
HMP_2012__SRS078182__bin.96	868435.0	1361308.0	1326292.0	1103225.0	966476.0	1325715.0	1015400.0	902582.0	1336843.0	813292.0	1246785.0	1350435.0	1327174.0	1474674.0	1122671.0	1167138.0	1296270.0	1355050.0	1276841.0	1154066.0	1041244.0	1259622.0	1343502.0	1266910.0	1040357.0	774495.0	1302685.0	793838.0
HMP_2012__SRS020220__bin.49	858397.0	1286996.0	1313407.0	1009352.0	946299.0	1267161.0	999070.0	862941.0	1291319.0	781458.0	1194767.0	1275788.0	1249034.0	1122671.0	1425651.0	1117119.0	1269913.0	1316828.0	1237495.0	1059419.0	950918.0	1216129.0	1291238.0	1205699.0	1029434.0	750405.0	1275432.0	745297.0
HMP_2012__SRS018591__bin.31	852312.0	1339825.0	1332156.0	1107559.0	988834.0	1317358.0	1023172.0	886739.0	1330719.0	820839.0	1255093.0	1322847.0	1316600.0	1167138.0	1117119.0	1467271.0	1287535.0	1333584.0	1282825.0	1142288.0	1028371.0	1275414.0	1322667.0	1235778.0	1019441.0	803920.0	1311142.0	771388.0
HMP_2012__SRS015038__bin.29	1001190.0	1521540.0	1547814.0	1220116.0	1107803.0	1492524.0	1163235.0	1006891.0	1533794.0	910014.0	1422292.0	1534942.0	1492053.0	1296270.0	1269913.0	1287535.0	1690331.0	1547609.0	1462823.0	1256633.0	1109440.0	1404302.0	1518406.0	1402853.0	1168347.0	857398.0	1524986.0	871249.0
HMP_2012__SRS018791__bin.23	1028565.0	1569724.0	1670097.0	1242729.0	1145693.0	1537954.0	1183950.0	1013168.0	1597666.0	913249.0	1470868.0	1621118.0	1573713.0	1355050.0	1316828.0	1333584.0	1547609.0	1890058.0	1517009.0	1273011.0	1119400.0	1464964.0	1570778.0	1457028.0	1200454.0	869385.0	1596106.0	875121.0
HMP_2012__SRS018443__bin.26	973084.0	1599751.0	1623231.0	1201069.0	1084882.0	1493125.0	1146347.0	980101.0	1521174.0	898699.0	1373407.0	1510319.0	1472035.0	1276841.0	1237495.0	1282825.0	1462823.0	1517009.0	1802006.0	1231244.0	1104635.0	1386018.0	1593042.0	1391258.0	1166003.0	840519.0	1513694.0	849531.0
HMP_2012__SRS019219__bin.13	811428.0	1303595.0	1275952.0	1113337.0	951514.0	1331977.0	994209.0	895326.0	1318315.0	847153.0	1197678.0	1291742.0	1294949.0	1154066.0	1059419.0	1142288.0	1256633.0	1273011.0	1231244.0	1385558.0	1054769.0	1204176.0	1284887.0	1184805.0	1013048.0	777824.0	1259642.0	805002.0
HMP_2012__SRS022143__bin.42	747628.0	1154770.0	1138699.0	1044926.0	853612.0	1151315.0	903604.0	810329.0	1189824.0	741083.0	1082833.0	1162540.0	1144765.0	1041244.0	950918.0	1028371.0	1109440.0	1119400.0	1104635.0	1054769.0	1245595.0	1072932.0	1132144.0	1063103.0	902314.0	713942.0	1122571.0	705838.0
HMP_2012__SRS015057__bin.22	961511.0	1454949.0	1472607.0	1187817.0	1080511.0	1424840.0	1099246.0	946462.0	1451097.0	871349.0	1351917.0	1470628.0	1435603.0	1259622.0	1216129.0	1275414.0	1404302.0	1464964.0	1386018.0	1204176.0	1072932.0	1613082.0	1441304.0	1349395.0	1124366.0	845611.0	1459806.0	826894.0
CM_periimplantitis__SP_282SPT_T016_R__bin.41	1022962.0	1677672.0	1713272.0	1237756.0	1104833.0	1530755.0	1166714.0	994781.0	1571286.0	902057.0	1443844.0	1566340.0	1514065.0	1343502.0	1291238.0	1322667.0	1518406.0	1570778.0	1593042.0	1284887.0	1132144.0	1441304.0	1851625.0	1451151.0	1193745.0	864066.0	1539309.0	867141.0
HMP_2012__SRS024318__bin.38	955784.0	1474987.0	1464247.0	1168483.0	1068089.0	1403127.0	1084396.0	932159.0	1463428.0	853492.0	1342669.0	1455051.0	1417908.0	1266910.0	1205699.0	1235778.0	1402853.0	1457028.0	1391258.0	1184805.0	1063103.0	1349395.0	1451151.0	1610059.0	1128913.0	819966.0	1446678.0	825279.0
CM_cf__CF_TNFC023IS_t3M15__bin.27	799915.0	1203110.0	1213359.0	970563.0	903224.0	1192759.0	949435.0	812750.0	1214574.0	747334.0	1110065.0	1200544.0	1185673.0	1040357.0	1029434.0	1019441.0	1168347.0	1200454.0	1166003.0	1013048.0	902314.0	1124366.0	1193745.0	1128913.0	1330719.0	684668.0	1179944.0	700943.0
HMP_2012__SRS023352__bin.13	608620.0	884610.0	882722.0	769121.0	696550.0	869358.0	731945.0	663386.0	884363.0	637774.0	811123.0	864807.0	861791.0	774495.0	750405.0	803920.0	857398.0	869385.0	840519.0	777824.0	713942.0	845611.0	864066.0	819966.0	684668.0	928212.0	860873.0	606556.0
HMP_2012__SRS053854__bin.2	1038950.0	1539393.0	1614221.0	1252398.0	1134795.0	1529312.0	1177170.0	1003604.0	1582803.0	914011.0	1438642.0	1595157.0	1590738.0	1302685.0	1275432.0	1311142.0	1524986.0	1596106.0	1513694.0	1259642.0	1122571.0	1459806.0	1539309.0	1446678.0	1179944.0	860873.0	1777382.0	866338.0
HMP_2012__SRS016342__bin.44	582854.0	872269.0	873758.0	762741.0	688454.0	888123.0	733781.0	671302.0	885634.0	637260.0	803365.0	861506.0	877577.0	793838.0	745297.0	771388.0	871249.0	875121.0	849531.0	805002.0	705838.0	826894.0	867141.0	825279.0	700943.0	606556.0	866338.0	914585.0
