	HeQ_2017__SZAXPI029578-96__bin.24	VincentC_2016__MM048.2__bin.15	VincentC_2016__MM029.2__bin.3	VincentC_2016__MM029.3__bin.32	VincentC_2016__MM020.3__bin.15	VincentC_2016__MM060.1__bin.5	VincentC_2016__MM061__bin.15	VincentC_2016__MM001.4__bin.3	VincentC_2016__MM017__bin.15	VincentC_2016__MM058.1__bin.41	VincentC_2016__MM034.1__bin.12	VincentC_2016__MM094.1__bin.6	OhJ_2014__MET0251__bin.82	VincentC_2016__MM020.1__bin.11	VincentC_2016__MM060.2__bin.6	VincentC_2016__MM016.1__bin.15	VincentC_2016__MM052.1__bin.13	VincentC_2016__MM029.1__bin.1	VincentC_2016__MM056.1__bin.5	DavidLA_2015__LD-Run1-06__bin.19	OhJ_2014__MET0131__bin.6	VincentC_2016__MM052.2__bin.2	VincentC_2016__MM021.1__bin.15	VincentC_2016__MM075.2__bin.2	OhJ_2014__MET0119__bin.18	VincentC_2016__MM020.2__bin.4
VincentC_2016__MM094.1__bin.6	0.975435236173342	0.9768712027201322	0.9820859352012293	0.9816237467395277	0.974875206279286	0.9768872911635452	0.9796389445512252	0.975817589040935	0.976900691160422	0.9757836951290225	0.9753527760291503	1.0	0.9800246979168991	0.9755442574048765	0.9773149578544729	0.9773650156895163	0.9771089121137617	0.9770022308241705	0.9769753269871227	0.9725314838474174	0.9780430901924743	0.9769083892346238	0.9778208013556724	0.9825349155902848	0.9773104921830247	0.9776844583543207
OhJ_2014__MET0251__bin.82	0.9793010909206397	0.9800750134146099	0.9834689997448539	0.9834429629375444	0.9774890840958442	0.9798339682350455	0.9831855635921555	0.9792192302399193	0.9796388945462273	0.9797852587831088	0.9794511321905086	0.9800246979168991	1.0	0.9779052674714558	0.9799035190477168	0.980803730644534	0.9812256605020953	0.9791471909913781	0.9798723783951931	0.9762696642895741	0.9793375460138282	0.981434629004673	0.9807882195042104	0.9830913800937833	0.9808272635616229	0.9813431523566359
VincentC_2016__MM020.1__bin.11	0.9759988303373553	0.977037228834748	0.9822685260404211	0.982355356534135	0.9995682921654448	0.9772765838673816	0.9817993588969206	0.9742870410489578	0.9769695487115333	0.9767332989652642	0.9756448083036663	0.9755442574048765	0.9779052674714558	1.0	0.9771575920589278	0.9760202303774591	0.9763703853576542	0.9760913289266849	0.975960530070123	0.9737077449839829	0.9766499313738481	0.9766544361729668	0.9758942943982615	0.9826550949604024	0.9769495700428001	0.9866031355029956
VincentC_2016__MM060.2__bin.6	0.9765541969169232	0.9782103583371983	0.9821581884995637	0.9805896897217566	0.9762441280871872	0.9997902241693604	0.9814253280486397	0.9757357063134131	0.9776482064601828	0.979053984328507	0.9779993884514198	0.9773149578544729	0.9799035190477168	0.9771575920589278	1.0	0.9770821126030556	0.9785129682997118	0.9772779163472681	0.9781898750141998	0.9741664479435326	0.9779415042510641	0.9786835074349035	0.9783879988000527	0.9763942049722769	0.9775810312725615	0.9804270498372101
VincentC_2016__MM016.1__bin.15	0.9771716608371591	0.9780218015415442	0.9833653425532363	0.9836893957141526	0.9751762623323217	0.9769679345814394	0.9815613731380048	0.9764956438774455	0.9775248673170078	0.9778697826909335	0.9776154556892587	0.9773650156895163	0.980803730644534	0.9760202303774591	0.9770821126030556	1.0	0.9788829026357219	0.9774600920416956	0.9777830305338332	0.9743326209969865	0.977867182438713	0.9786910164241559	0.9769604736594037	0.9807632010444669	0.9765836298301032	0.9790167178403382
VincentC_2016__MM052.1__bin.13	0.9769928474602423	0.9776189050967405	0.9825008283631544	0.980709720641875	0.9755791598812851	0.9787833898436037	0.9818694144960722	0.976291517222352	0.9775008676468313	0.9778322529399287	0.9777037660286071	0.9771089121137617	0.9812256605020953	0.9763703853576542	0.9785129682997118	0.9788829026357219	1.0	0.97719760863509	0.9787838406820789	0.9745394317258326	0.9773500046896768	0.9997260528828881	0.9790467572916659	0.9826090714100519	0.9790055935097292	0.9798096022719396
VincentC_2016__MM029.1__bin.1	0.9755039595598678	0.9767541992031368	0.9995113420989253	0.9996475429945715	0.9750882951865347	0.9772215661019136	0.9791407703600579	0.9754002207485383	0.9772848519747098	0.9765561588845614	0.9756254823719622	0.9770022308241705	0.9791471909913781	0.9760913289266849	0.9772779163472681	0.9774600920416956	0.97719760863509	1.0	0.9769510242062975	0.9723244799384889	0.9777773210577531	0.9774746802067732	0.9774652679769394	0.9832195831841741	0.977707023078474	0.9787613051695865
VincentC_2016__MM056.1__bin.5	0.9763137123480362	0.9775748376928974	0.9818743965794676	0.9811186646358829	0.9759453562795919	0.9778415295456622	0.981510342032387	0.9759074426229822	0.9768854894701942	0.9772845189813293	0.9767768839234444	0.9769753269871227	0.9798723783951931	0.975960530070123	0.9781898750141998	0.9777830305338332	0.9787838406820789	0.9769510242062975	1.0	0.974045554641313	0.9776519852830147	0.9787118035568054	0.9778834720570749	0.9824168680636013	0.9788439942483488	0.9792284269724063
DavidLA_2015__LD-Run1-06__bin.19	0.9777587214099642	0.9746403361198793	0.9783314643978206	0.9756753745005333	0.9734807642778256	0.9741035360776883	0.9771813654926799	0.9731011434899692	0.9742823618153627	0.973633160802053	0.9742469168760219	0.9725314838474174	0.9762696642895741	0.9737077449839829	0.9741664479435326	0.9743326209969865	0.9745394317258326	0.9723244799384889	0.974045554641313	1.0	0.9731228094186178	0.9741735461562301	0.9733078043313115	0.9756237693059016	0.9725960011385246	0.9756725599986602
OhJ_2014__MET0131__bin.6	0.9757386603867084	0.9780256139694926	0.9822603119979116	0.9822452297424489	0.9758618004556526	0.9775559427025857	0.9814550882312055	0.9759062366143351	0.9773488530429999	0.9773129961000774	0.9760478980357405	0.9780430901924743	0.9793375460138282	0.9766499313738481	0.9779415042510641	0.977867182438713	0.9773500046896768	0.9777773210577531	0.9776519852830147	0.9731228094186178	1.0	0.9783789081463108	0.977741611918656	0.9852342824375662	0.9774548488844629	0.9787098720635361
VincentC_2016__MM052.2__bin.2	0.9767321957522468	0.9777685339674751	0.9824683407859691	0.9806223479490807	0.9760689321284097	0.9787712177121771	0.9815633440938138	0.9768632807649323	0.9770734572680356	0.977573233712416	0.9780550416579281	0.9769083892346238	0.981434629004673	0.9766544361729668	0.9786835074349035	0.9786910164241559	0.9997260528828881	0.9774746802067732	0.9787118035568054	0.9741735461562301	0.9783789081463108	1.0	0.978599518799409	0.9822953609012904	0.9787291230117681	0.9802233193537542
VincentC_2016__MM021.1__bin.15	0.9761902513610395	0.9773454178030677	0.9832454002797368	0.9830457396120732	0.9753281763241864	0.9786849237811751	0.9819258815072784	0.9774434888391036	0.9780895259589149	0.9788871545545684	0.9773442741917502	0.9778208013556724	0.9807882195042104	0.9758942943982615	0.9783879988000527	0.9769604736594037	0.9790467572916659	0.9774652679769394	0.9778834720570749	0.9733078043313115	0.977741611918656	0.978599518799409	1.0	0.9774983329226665	0.9778412607722706	0.9796745797825128
VincentC_2016__MM075.2__bin.2	0.9810882312220056	0.983518290506423	0.9854738905367858	0.9840390463188174	0.9802195588196495	0.9767117230693898	0.9833718030863292	0.9810835152838427	0.9817894703360893	0.982274264447695	0.9785968731446666	0.9825349155902848	0.9830913800937833	0.9826550949604024	0.9763942049722769	0.9807632010444669	0.9826090714100519	0.9832195831841741	0.9824168680636013	0.9756237693059016	0.9852342824375662	0.9822953609012904	0.9774983329226665	1.0	0.9768276569993862	0.9837123685929172
OhJ_2014__MET0119__bin.18	0.9760894703039191	0.9775220403633991	0.9826382281289163	0.981808580721843	0.975869694140211	0.9775177932362756	0.9814206763043682	0.9759825309519395	0.9766850662132393	0.9785495790506087	0.975817287490422	0.9773104921830247	0.9808272635616229	0.9769495700428001	0.9775810312725615	0.9765836298301032	0.9790055935097292	0.977707023078474	0.9788439942483488	0.9725960011385246	0.9774548488844629	0.9787291230117681	0.9778412607722706	0.9768276569993862	1.0	0.9796543005997023
VincentC_2016__MM020.2__bin.4	0.9787530163111128	0.979959690371795	0.9832410285973111	0.9831055175450314	0.9862437686062463	0.980548741709821	0.9879376049605995	0.9787065037609234	0.979568577087148	0.9789717500610752	0.9929522738630685	0.9776844583543207	0.9813431523566359	0.9866031355029956	0.9804270498372101	0.9790167178403382	0.9798096022719396	0.9787613051695865	0.9792284269724063	0.9756725599986602	0.9787098720635361	0.9802233193537542	0.9796745797825128	0.9837123685929172	0.9796543005997023	1.0
