	HeQ_2017__SZAXPI029578-96__bin.24	VincentC_2016__MM048.2__bin.15	VincentC_2016__MM029.2__bin.3	VincentC_2016__MM029.3__bin.32	VincentC_2016__MM020.3__bin.15	VincentC_2016__MM060.1__bin.5	VincentC_2016__MM061__bin.15	VincentC_2016__MM001.4__bin.3	VincentC_2016__MM017__bin.15	VincentC_2016__MM058.1__bin.41	VincentC_2016__MM034.1__bin.12	VincentC_2016__MM094.1__bin.6	OhJ_2014__MET0251__bin.82	VincentC_2016__MM020.1__bin.11	VincentC_2016__MM060.2__bin.6	VincentC_2016__MM016.1__bin.15	VincentC_2016__MM052.1__bin.13	VincentC_2016__MM029.1__bin.1	VincentC_2016__MM056.1__bin.5	DavidLA_2015__LD-Run1-06__bin.19	OhJ_2014__MET0131__bin.6	VincentC_2016__MM052.2__bin.2	VincentC_2016__MM021.1__bin.15	VincentC_2016__MM075.2__bin.2	OhJ_2014__MET0119__bin.18	VincentC_2016__MM020.2__bin.4
VincentC_2016__MM034.1__bin.12	0.9072341630434376	0.8973685485102847	0.2730461575145209	0.21036522892472997	0.8765699106208108	0.9027475065851487	0.3993608586959357	0.9082605893288923	0.8985728762662674	0.8597065277731207	1.0	0.7908400302525641	0.7720858621421945	0.858694072807341	0.9026646100884105	0.7519438762774443	0.9102361339309332	0.8442020886191492	0.8159595316068508	0.7614136367531398	0.8843230616191083	0.7775216369170699	0.8981555995186414	0.18422954691941715	0.9192811662885096	0.7402554702373635
VincentC_2016__MM094.1__bin.6	0.8963687210099974	0.8802093605639315	0.3776607155064642	0.367275193161915	0.8211579578465815	0.8763197989685984	0.5082266192166344	0.7834017084211758	0.9031593455164355	0.8714071648081896	0.6671721787123901	1.0	0.7595378729362734	0.8474930400420544	0.8823647277267596	0.7190589303941344	0.8953016453238434	0.8706551828997585	0.7516848873637966	0.6280463321434155	0.8696383964948371	0.7598262505333414	0.8941222045249353	0.3442254154169649	0.9183003480175416	0.678708854135154
OhJ_2014__MET0251__bin.82	0.9081044069538101	0.8875466394635511	0.39100006626260114	0.37511749340850736	0.8525019040272118	0.8875335505546835	0.5239735636763145	0.8032630649807062	0.9050293314267156	0.8801963990775591	0.6781142808994371	0.790746795876012	1.0	0.851152110300235	0.8984865131064971	0.7446615658098067	0.9324882261174452	0.8611201324597578	0.7833662873882636	0.6296174193743664	0.8831806702993842	0.7717596974498715	0.9092627753885975	0.34335725604114503	0.9223664092787275	0.6848141661260675
VincentC_2016__MM020.1__bin.11	0.9101927987174501	0.8665328524249465	0.3861356580747111	0.36397808642285395	0.8756575293116341	0.8844549665081659	0.5015816585024191	0.7648746944686445	0.9056631124800318	0.8729025442885909	0.6615968435722518	0.7740015242480305	0.7466633751329411	1.0	0.8835471634203436	0.711557589162051	0.9003935487852661	0.8609181082675385	0.7412998017903456	0.6336695194887023	0.8568649289473647	0.7337043963504163	0.9062357819378044	0.3343593063092673	0.9141971791364604	0.6783226669460644
VincentC_2016__MM060.2__bin.6	0.856965366783406	0.8416636913044163	0.3671502942983308	0.3636343349802838	0.7859307808225652	0.947803395063349	0.5021770463053877	0.7608274744950198	0.8656400791796401	0.8281839876504964	0.6360663785815923	0.7370125437772049	0.7208589520774155	0.8080733829343723	1.0	0.701536599580999	0.8635549190613957	0.8175055000446304	0.717751886292156	0.5895148671850797	0.8351049865321103	0.7039472993336939	0.8926211453744494	0.35829180952781003	0.9118115755593243	0.6407565121053488
VincentC_2016__MM016.1__bin.15	0.7463380335328226	0.7301252367848322	0.29646236760854017	0.27540103557661255	0.6830045262399204	0.7501421061614129	0.40467391748956594	0.6590037476533089	0.7619605431487905	0.7219119943242164	0.5693471015279763	0.6453671980896417	0.6419679340796669	0.6992730370660826	0.7538171195962633	1.0	0.7581804487310589	0.7222864775585104	0.6301360975038682	0.5315101900343734	0.7345069021985198	0.624817166142202	0.7806057178159518	0.26912932295405917	0.7764236357455884	0.554077917901427
VincentC_2016__MM052.1__bin.13	0.8627253416863143	0.8243707041858763	0.36936767432717027	0.3590012755250998	0.7750106077494313	0.8547893177692454	0.5007525987364128	0.7461413094958497	0.8606777540896605	0.8434185889292726	0.6340352397870406	0.739229728169122	0.7395463386720266	0.8140231203522161	0.8536370631521171	0.6974935866909402	1.0	0.8215530004684278	0.7133825031174457	0.5928486251448428	0.8315489390304192	0.7600196194705079	0.8732844317165869	0.32456599058213514	0.8894763340136999	0.6419771028322366
VincentC_2016__MM029.1__bin.1	0.845698667397282	0.8147355425643936	0.3781053076341598	0.3819819700865845	0.759343238452372	0.8199543805559497	0.49403943342102913	0.7059473626877841	0.8381130319105041	0.8197345357676907	0.5983732806057945	0.7315140571926547	0.6949478611346763	0.7920136264157047	0.8223191974674936	0.6761508016412436	0.8359918267913554	1.0	0.6882680125833084	0.5743917132378912	0.8166250193932152	0.6889750809563577	0.8344694181375252	0.333640543868278	0.8611868317593195	0.6300877068472078
VincentC_2016__MM056.1__bin.5	0.8900536903902402	0.8642512690967504	0.3434118723458311	0.3185091148241113	0.8667315753844275	0.886245194155321	0.4653311872185033	0.8198381087604257	0.8859654059582022	0.8601814764133726	0.7043241748258157	0.7691136342074838	0.7698951115856434	0.8305062397591891	0.8792295855114737	0.7183674519495931	0.8840302042614636	0.8381770994968636	1.0	0.6586149841051361	0.8536916766227314	0.7504578717766068	0.8926208274977128	0.3013302803188299	0.9096243923852586	0.6655252701805277
DavidLA_2015__LD-Run1-06__bin.19	0.9198351098331192	0.8563897320820527	0.223532280355192	0.17512627260786867	0.8496110622709925	0.8573793397726093	0.34914578473794444	0.8511454780452818	0.8857626979810669	0.8528265729190379	0.7786136158207696	0.7612788131565438	0.7330621357429344	0.8410255726437764	0.855500132868405	0.7178294160171671	0.8703337711482211	0.8286740495146732	0.780241372840174	1.0	0.8668515712284185	0.7604635059543142	0.8676421144268419	0.1779103181126781	0.8982694723648004	0.6658516769516655
OhJ_2014__MET0131__bin.6	0.8489282382762156	0.8242824981294025	0.3522511446078997	0.3329815181670452	0.7683471828966408	0.8274916853177049	0.4607807396029389	0.7419755487360694	0.8479130065034165	0.8137979227303141	0.6259062097244701	0.729604883660372	0.7117223011480689	0.7871467702115176	0.8388095418601814	0.6865979517369363	0.8449418054644521	0.8154460262575854	0.699995714930829	0.5999868151717818	1.0	0.7041706907861124	0.8392439819499703	0.30808856249114147	0.8741712511413118	0.6330194245481724
VincentC_2016__MM052.2__bin.2	0.89081768562446	0.871902566084745	0.3478136701929918	0.347062777122627	0.8421434017015318	0.8706978545795039	0.48907840390497226	0.8069720626745417	0.8927470294588072	0.864780981314662	0.6850516474922222	0.7935528238913658	0.7742044021208832	0.8390290419178876	0.8801870093036882	0.7270630889689295	0.9613384443301008	0.8564235004090931	0.7660077682555236	0.6552210867187122	0.8765777986769511	1.0	0.8995485614448003	0.3202686145571495	0.9084345397681998	0.6818773803925817
VincentC_2016__MM021.1__bin.15	0.8291918759401419	0.7937419713888371	0.34828716791936654	0.3501973758087225	0.7560715118653772	0.843702915781797	0.4728301309380873	0.7168505509123464	0.8417600073051877	0.8090791638027945	0.5949563354611338	0.7020711194583302	0.685781291068544	0.7791476375985182	0.8391211316130768	0.6829258511099073	0.8304813896638996	0.7798627315726021	0.6850094338109265	0.5620472048401806	0.7854588509383834	0.6763123115860031	1.0	0.3500184480671485	0.8870077481882024	0.6115466390583219
VincentC_2016__MM075.2__bin.2	0.8756159589087988	0.8189769613417426	0.6313313729517436	0.8100099688910485	0.6824265316107356	0.8926382160861499	0.8508456859081293	0.6002524784466564	0.8762237773914902	0.8735203210083107	0.3302825521029017	0.7315095439190599	0.7008664753040346	0.7780093276759459	0.9115640805994025	0.6372292160310454	0.835352993923485	0.8438774811601318	0.6258426384665609	0.31190773181846265	0.7803754781978516	0.6516732541499475	0.9472917845984807	1.0	0.9407126504726456	0.6237670385380296
OhJ_2014__MET0119__bin.18	0.8353635364255717	0.784648020207324	0.3435616727386942	0.34214166945392516	0.7417308335521182	0.8299226880440399	0.4710161085556247	0.709958484834317	0.8387202347770732	0.804969831673566	0.591597704497856	0.7005087795644205	0.6758406431434042	0.7635949280287908	0.8327357211446821	0.65991071182385	0.82177550161661	0.7818973257903525	0.6781663555726587	0.5653057652493008	0.7948338014728714	0.6635305513496925	0.8617316007974556	0.3376826553402074	1.0	0.6087546289469677
VincentC_2016__MM020.2__bin.4	0.8309891737607242	0.8047565552421132	0.3576678233517238	0.33073204017608243	0.7699752852185635	0.8083156501984672	0.4582045585041316	0.7228441138044953	0.8289329372311123	0.7969734794584383	0.6613567333216833	0.7187674230887651	0.6966098309908381	0.7865666425343885	0.8124023266844745	0.6537825265663096	0.8234066455301196	0.79419909961638	0.6888342445348712	0.5817418511953799	0.7990480232335588	0.6914322091020296	0.824802989073903	0.31084953940634596	0.8451198708507044	1.0
