	HeQ_2017__SZAXPI029578-96__bin.24	VincentC_2016__MM048.2__bin.15	VincentC_2016__MM029.2__bin.3	VincentC_2016__MM029.3__bin.32	VincentC_2016__MM020.3__bin.15	VincentC_2016__MM060.1__bin.5	VincentC_2016__MM061__bin.15	VincentC_2016__MM001.4__bin.3	VincentC_2016__MM017__bin.15	VincentC_2016__MM058.1__bin.41	VincentC_2016__MM034.1__bin.12	VincentC_2016__MM094.1__bin.6	OhJ_2014__MET0251__bin.82	VincentC_2016__MM020.1__bin.11	VincentC_2016__MM060.2__bin.6	VincentC_2016__MM016.1__bin.15	VincentC_2016__MM052.1__bin.13	VincentC_2016__MM029.1__bin.1	VincentC_2016__MM056.1__bin.5	DavidLA_2015__LD-Run1-06__bin.19	OhJ_2014__MET0131__bin.6	VincentC_2016__MM052.2__bin.2	VincentC_2016__MM021.1__bin.15	VincentC_2016__MM075.2__bin.2	OhJ_2014__MET0119__bin.18	VincentC_2016__MM020.2__bin.4
VincentC_2016__MM034.1__bin.12	0.9299720201037975	0.918616131471981	0.2780814211253805	0.2150120898486254	0.8985030196678924	0.9229323378302354	0.40380001266732984	0.9291430551364159	0.9204668656182589	0.8804548689117646	1.0	0.810824605915643	0.7882842101733561	0.8801298028739936	0.9229705261040136	0.7691611992235672	0.9309937892826938	0.8652931928004858	0.8353591746862041	0.7815407198769033	0.9060242467595853	0.7949671580845507	0.9189756600982836	0.18825887551367884	0.9420628001505177	0.7455096178564643
VincentC_2016__MM094.1__bin.6	0.9189423221232763	0.9010495530147246	0.38454956126530976	0.3741506808304332	0.8423211017752902	0.8970531266967722	0.5187897255855362	0.8028157282870135	0.9245150030998627	0.8930331272782419	0.684031660245616	1.0	0.7750191138557185	0.8687386898227852	0.9028458232787512	0.7357117544122951	0.9162762044479298	0.8911496365420776	0.7694000724479958	0.6457850903281925	0.8891616383933517	0.7777865958635495	0.9144029287220158	0.3503442065569365	0.9396198601800828	0.6942003100648496
OhJ_2014__MET0251__bin.82	0.9272984737514204	0.9055905183944163	0.39757233462777186	0.38143289193715035	0.8721344492718885	0.9057999409362988	0.5329345579098321	0.820309732667217	0.9238397295831428	0.8983564420746247	0.6923411067817727	0.8068641510329194	1.0	0.8703829896540356	0.9169132426217411	0.7592360658339393	0.9503300450176659	0.8794593298969494	0.7994574647274357	0.6449216260678708	0.9018143681860981	0.786358739178131	0.9270735081302576	0.3492628081108696	0.9403963812439208	0.697833540165362
VincentC_2016__MM020.1__bin.11	0.9325757064717389	0.8868984997208416	0.39310600700120707	0.37051570391697297	0.8760357207956517	0.905020115194112	0.510880002066777	0.7850609340396735	0.9270126317390923	0.8936958996005666	0.6781124010925212	0.793404828507744	0.7635334423175459	1.0	0.9042012983378233	0.7290397955038989	0.9221844110474972	0.8820056922482945	0.7595592023963131	0.6507799930246276	0.8773511382343696	0.7512425779024223	0.9286208425847917	0.34026110282646105	0.9357670110816564	0.6875334595406876
VincentC_2016__MM060.2__bin.6	0.8775399967446037	0.8604117551311872	0.37381991882511695	0.37083230508314385	0.8050555780166235	0.9480022630255234	0.5116813597055442	0.7797474967577303	0.8854310512304873	0.8459022698513544	0.6503750269095262	0.75411978283356	0.7356427832588618	0.8269632140213071	1.0	0.7179914467086368	0.8825176027681371	0.836512814185127	0.7337551784429754	0.6051479892676933	0.8539416548964837	0.7192798223183673	0.9123386084755819	0.3669540516557891	0.9327222464335033	0.6535483820155104
VincentC_2016__MM016.1__bin.15	0.763773719034609	0.746532680185676	0.30147733988549696	0.27996747426221164	0.7003908448369975	0.7678267419112327	0.41227571557328374	0.6748660393778642	0.7794794471470866	0.7382496188169715	0.5823834905786789	0.6603133811110938	0.654532516569649	0.7164534251463729	0.7714982291386039	1.0	0.774536409502706	0.7389421659658917	0.644453910352522	0.5455120546928884	0.751131559980084	0.6384212745970602	0.7990146365820048	0.27440805555046216	0.7950406007529158	0.5659534794499681
VincentC_2016__MM052.1__bin.13	0.8830416148173715	0.8432434150854524	0.37594642535063966	0.366062727807096	0.7944107865565104	0.8733181689013226	0.5099991825220622	0.7642607728669989	0.8804879694496817	0.8625391383782536	0.648494218614362	0.7565479334027974	0.7536964925006131	0.8337236898618462	0.8723819620249058	0.7125403710830804	1.0	0.8407235069024982	0.7288458119826695	0.6083372368986185	0.8508200082266827	0.7602278817070497	0.891974183268173	0.3303103950754091	0.9085508192296763	0.6552059720007318
VincentC_2016__MM029.1__bin.1	0.8669351457874636	0.8341254567721107	0.37829016211077404	0.3821166497766892	0.778743055578479	0.8390670130487454	0.5045642550859738	0.7237514895639745	0.8575933927728502	0.8394136151923972	0.6133227262074133	0.7487332516892728	0.7097481027658851	0.8114134435418118	0.8414384319058826	0.691742616549097	0.8554992556306343	1.0	0.7045061579647522	0.5907407713053037	0.835185069039846	0.7048520999138446	0.8537074875965948	0.3393347219425565	0.8808229985376691	0.6437603361710696
VincentC_2016__MM056.1__bin.5	0.9116472288908649	0.8840768356276502	0.34975132617997456	0.32463872751041567	0.8880943690213363	0.9063280371893185	0.47409708007248763	0.8400777296634984	0.9069286170262374	0.880175076660358	0.7210696592211918	0.7872395678397939	0.7857095766354344	0.8509629377117506	0.8988332510584516	0.7346900380930023	0.9031924798078145	0.857952014716216	1.0	0.6761644575726927	0.8732060993826972	0.7667812619090881	0.9128089931001658	0.3067234390150169	0.9292843371672892	0.6796425142989456
DavidLA_2015__LD-Run1-06__bin.19	0.9407587881258507	0.8786725731990617	0.22848317619302969	0.17949235697120994	0.8727558812127885	0.8801727003526966	0.3572988567602397	0.8746731865843866	0.9091437274207051	0.8759218638532218	0.7991953603686408	0.7827806356919778	0.7508807889430628	0.8637351165955971	0.8781868177397893	0.7367395903081309	0.8930718889505872	0.8522608106782384	0.8010317064970269	1.0	0.8907936006004319	0.7806242624374828	0.8914365122377039	0.18235545679586174	0.923579236716255	0.6824540365802435
OhJ_2014__MET0131__bin.6	0.8700364890120937	0.842802567086054	0.3586128242231664	0.3390003922486395	0.787352453531721	0.846490363538676	0.46948734091680705	0.760293889820983	0.867564333721187	0.8326891446013073	0.6412658753572265	0.7459843957558038	0.726738502005742	0.8059661347687216	0.8577297703532545	0.7021382495162816	0.8645232530926663	0.8339792800424551	0.7159968224563994	0.6165581665177879	1.0	0.7197320842906068	0.8583494572795085	0.31270588933314436	0.8943341496939472	0.6467896591392285
VincentC_2016__MM052.2__bin.2	0.9120388265059509	0.8917269637905411	0.35402023225984347	0.35392093383195916	0.862790909516154	0.8895826101371385	0.49826473945651756	0.8260849584218608	0.9136948945015753	0.884620150687416	0.7004223876101823	0.8123103789835288	0.7888496892615726	0.8590848624060256	0.8993581710706751	0.742893392058916	0.9616018723908517	0.8761592681131412	0.7826693879359796	0.672591746413152	0.8959491985960352	1.0	0.9192203185920303	0.3260410537450689	0.9281776933057267	0.6956347262194627
VincentC_2016__MM021.1__bin.15	0.84941626366792	0.8121406791603476	0.3542220160097139	0.35623711257516505	0.7751970364630058	0.8620781778492392	0.4815334230851338	0.7333933461091854	0.8606165232982429	0.8265295545439626	0.6087479623832188	0.7179956884584203	0.6992144455152687	0.79839347567755	0.8576568116557233	0.6990311988282084	0.8482550843243256	0.797841884639732	0.7005021082623896	0.5774609042884661	0.8033399022437538	0.6911022319076289	1.0	0.3580757493678915	0.9071081204813033	0.6242344669125587
VincentC_2016__MM075.2__bin.2	0.8924946106204591	0.8327013023011941	0.6406373410947078	0.8231481991707619	0.6961976278380865	0.9139218819663262	0.8652329497731535	0.6118260770827385	0.8924762424794986	0.8892835256143725	0.3375062409933491	0.7445125178880645	0.7129209852670811	0.7917420177903794	0.9336025100899538	0.6497279010391358	0.8501376775656536	0.8582797735041237	0.6370438647904446	0.31970083307868413	0.7920709744966712	0.6634188453786592	0.9690981075805317	1.0	0.9630282719086001	0.6340949432507936
OhJ_2014__MET0119__bin.18	0.8558268087509125	0.8026908732570643	0.34963190206113265	0.3484810340549036	0.7600715935805542	0.849010313455685	0.47993293796222036	0.7274295003434622	0.8587417416229397	0.8226152756149052	0.6062586839584585	0.716771983077445	0.6890516487982421	0.781611407020055	0.8518329371230458	0.6757339480886599	0.8393981679619926	0.7997255899097647	0.6928237385707419	0.5812338983375951	0.8131667691658485	0.6779511672319107	0.8812591934573154	0.34569317619189766	1.0	0.62139739352373
VincentC_2016__MM020.2__bin.4	0.8490284677667657	0.8212139368067171	0.3637641361060489	0.3364156077589435	0.7807149811518586	0.8243503008213297	0.4637990863020196	0.7385708698438059	0.846222466318829	0.8140924183039169	0.6660508774995632	0.7351732115069359	0.7098534588211798	0.7972472559935425	0.828620881909945	0.6677950587080077	0.8403741335263916	0.8114328748200481	0.7034459228932105	0.5962470146707608	0.816429920696341	0.7053823301794943	0.8419152707391967	0.31599637183679924	0.8626715264082017	1.0
