	VincentC_2016__MM103.2__bin.15	VincentC_2016__MM103.3__bin.13	VincentC_2016__MM083.2__bin.6	VincentC_2016__MM002.1__bin.13	VincentC_2016__MM049.1__bin.11	VincentC_2016__MM049.2__bin.7	VincentC_2016__MM018__bin.11	VincentC_2016__MM029.3__bin.26	VincentC_2016__MM103.1__bin.13	DavidLA_2015__LD-Run2-28__bin.3	VincentC_2016__MM050.4__bin.44	VincentC_2016__MM001.4__bin.23	BackhedF_2015__SID615_M__bin.51	OhJ_2014__MET0251__bin.14	VincentC_2016__MM050.3__bin.14	VincentC_2016__MM021.1__bin.1	VincentC_2016__MM005.3__bin.2	VincentC_2016__MM083.5__bin.7	DavidLA_2015__LD-Run2-18__bin.1	VincentC_2016__MM005.1__bin.8	VincentC_2016__MM043.2__bin.9	VincentC_2016__MM002.2__bin.2	ZeeviD_2015__PNP_Main_122__bin.62	VincentC_2016__MM099.1__bin.4	DavidLA_2015__LD-Run1-06__bin.12	VincentC_2016__MM096__bin.10
VincentC_2016__MM050.4__bin.44	0.9556212227176438	0.9556144233860575	0.9543294513970397	0.9557684721344076	0.9547047232298023	0.9545232526835753	0.9561876489609932	0.9566342805786037	0.9555706518220686	0.9507069372904629	1.0	0.9571349815334222	0.952744263267912	0.9535763558880338	0.9994942755457806	0.9556224229288223	0.9562690706374652	0.9579591654983409	0.950796128996497	0.9565671546727569	0.9510447651797875	0.9554642121041784	0.9558340198680981	0.9555875491105889	0.9528429293084545	0.9568975593169913
VincentC_2016__MM001.4__bin.23	0.9587527887524159	0.9585354418061711	0.9599575784357048	0.9626076771080198	0.9619975126167888	0.9616692113850598	0.9638432081124085	0.9634026649400358	0.9584566987416728	0.9521332897067148	0.9571349815334222	1.0	0.9548401931478501	0.9566150411671436	0.9573068912682465	0.9641292411497662	0.9613477847220574	0.9614358181831191	0.9526076217397536	0.9618412732389813	0.9586722538059527	0.9626038679890739	0.9572655277667689	0.958342632954614	0.9536237944410834	0.9626463536570943
BackhedF_2015__SID615_M__bin.51	0.9527979262772258	0.9529468529383334	0.9508398310954221	0.953690006574622	0.9517097191231222	0.9515444868885173	0.9533682257974311	0.9524604684142102	0.9528794372360669	0.9505696883052016	0.952744263267912	0.9548401931478501	1.0	0.9515723685144024	0.952971952928218	0.9537939808691052	0.9521450167692036	0.9540539024770214	0.9513665201298885	0.9524295023316054	0.9513141143566016	0.953277019752168	0.9556880870430287	0.9531385985450619	0.9532051502660994	0.9545426322643473
OhJ_2014__MET0251__bin.14	0.9523603139592076	0.952875339912034	0.9537220537779509	0.9535457185602394	0.9535237693758941	0.9531427566310104	0.9534733076506702	0.9538307310721361	0.9529100846390404	0.9485429713381922	0.9535763558880338	0.9566150411671436	0.9515723685144024	1.0	0.9539693998014193	0.9547988578859582	0.953380630078715	0.957478313848739	0.9482768597432443	0.9532460675393246	0.9523477987750615	0.9532343807337229	0.9816205545712586	0.9529916421640819	0.9502558446848888	0.9554117439574369
VincentC_2016__MM050.3__bin.14	0.9547451228155291	0.9546584511343076	0.9545641468946283	0.9562705210563883	0.9549669858095992	0.9551268600792207	0.9558754970868988	0.9563363959589789	0.9549813832787994	0.9512725300400534	0.9994942755457806	0.9573068912682465	0.952971952928218	0.9539693998014193	1.0	0.956138500838416	0.9551365448400253	0.9587267048046889	0.9518513457901763	0.9555503151816906	0.9517706352455123	0.9557086088470619	0.9570788294226206	0.9551672247030107	0.9535607250743287	0.9571944507492254
VincentC_2016__MM021.1__bin.1	0.9553688845336513	0.955847379509544	0.957889139815418	0.9603713318769506	0.9606430013769802	0.960471118732889	0.9600842769034215	0.9589991196716453	0.9555200523345224	0.9507641170593348	0.9556224229288223	0.9641292411497662	0.9537939808691052	0.9547988578859582	0.956138500838416	1.0	0.9587266662256445	0.9620701285772184	0.9507921522854837	0.9592363478630725	0.9577981667884249	0.960141746773041	0.9566964745625326	0.9555940803906524	0.9529200694790803	0.9599819214876033
VincentC_2016__MM005.3__bin.2	0.960621132272014	0.9606241009405034	0.9561338986240814	0.9590372393348088	0.9579089554092659	0.9576237137655218	0.9586829441906498	0.9613253754141199	0.9606610280432983	0.950204063267112	0.9562690706374652	0.9613477847220574	0.9521450167692036	0.953380630078715	0.9551365448400253	0.9587266662256445	1.0	0.9597423263482812	0.9509914351212663	0.9990008726169745	0.95512275573439	0.958907259407541	0.9557029490639213	0.9608609554379198	0.9527460885140158	0.9590043097493337
VincentC_2016__MM083.5__bin.7	0.9566052196683619	0.9560596422287089	0.999734955666427	0.9614742768739142	0.9618936070687985	0.9620756175716761	0.9618648738013887	0.960686579423151	0.9563820955476781	0.951047356891295	0.9579591654983409	0.9614358181831191	0.9540539024770214	0.957478313848739	0.9587267048046889	0.9620701285772184	0.9597423263482812	1.0	0.9511989893182798	0.9598821369226316	0.958121749038024	0.9611530589298034	0.9590129387431633	0.9564621811425847	0.9532417403670216	0.960996543569675
DavidLA_2015__LD-Run2-18__bin.1	0.9496772567065614	0.9499410326022432	0.9487992478159238	0.9508619043032362	0.9498669015689775	0.9496837481316228	0.9510532244043335	0.9505865373137568	0.949877725582083	0.9753381818079965	0.950796128996497	0.9526076217397536	0.9513665201298885	0.9482768597432443	0.9518513457901763	0.9507921522854837	0.9509914351212663	0.9511989893182798	1.0	0.9510701764449828	0.9496521119371701	0.950493722789211	0.9517585274742402	0.9499593000370694	0.9998681322388309	0.9508417018541583
VincentC_2016__MM005.1__bin.8	0.9608819288510729	0.9608151266072795	0.956036500207602	0.9594715822570639	0.9580285325970818	0.9577657306617777	0.9590288315629742	0.9614884708909318	0.9608365060308406	0.9502232892990898	0.9565671546727569	0.9618412732389813	0.9524295023316054	0.9532460675393246	0.9555503151816906	0.9592363478630725	0.9990008726169745	0.9598821369226316	0.9510701764449828	1.0	0.9552801424481555	0.9591171940989399	0.9556526364109853	0.9609300815579186	0.9529695149641528	0.9594084593172592
VincentC_2016__MM043.2__bin.9	0.9536559511402717	0.9530246344389439	0.9559095664848659	0.9580358522574222	0.9596712955739325	0.9597051501383478	0.9580641406561093	0.9559686864267476	0.9537073723589522	0.9501363144122468	0.9510447651797875	0.9586722538059527	0.9513141143566016	0.9523477987750615	0.9517706352455123	0.9577981667884249	0.95512275573439	0.958121749038024	0.9496521119371701	0.9552801424481555	1.0	0.9578340384187195	0.9536222478735684	0.9539393775696501	0.9507025340430268	0.9572504971611989
VincentC_2016__MM002.2__bin.2	0.9564534605099774	0.9559868173241846	0.9576682451761904	0.9994573267135515	0.9647575971992916	0.9646098633943042	0.9608340083400834	0.959503099581617	0.9563185636387993	0.9506100973544569	0.9554642121041784	0.9626038679890739	0.953277019752168	0.9532343807337229	0.9557086088470619	0.960141746773041	0.958907259407541	0.9611530589298034	0.950493722789211	0.9591171940989399	0.9578340384187195	1.0	0.9547377792217647	0.9565099354786972	0.9519456528910225	0.9596331163735093
ZeeviD_2015__PNP_Main_122__bin.62	0.9550545575700363	0.9550929009341326	0.9546981830102088	0.9551873026963238	0.9558350317275242	0.9556723066781199	0.9557867262901587	0.9559380553124851	0.9550509466184028	0.951191587605975	0.9558340198680981	0.9572655277667689	0.9556880870430287	0.9816205545712586	0.9570788294226206	0.9566964745625326	0.9557029490639213	0.9590129387431633	0.9517585274742402	0.9556526364109853	0.9536222478735684	0.9547377792217647	1.0	0.9554641406412949	0.9531598919763065	0.9573873223492826
VincentC_2016__MM099.1__bin.4	0.9993157707229684	0.9992390219384751	0.9538230291451166	0.9566874876355499	0.9555170797750469	0.9553405765066908	0.9564774169884078	0.9577883743325011	0.999197080737465	0.9511108613991717	0.9555875491105889	0.958342632954614	0.9531385985450619	0.9529916421640819	0.9551672247030107	0.9555940803906524	0.9608609554379198	0.9564621811425847	0.9499593000370694	0.9609300815579186	0.9539393775696501	0.9565099354786972	0.9554641406412949	1.0	0.9513314002390544	0.9553687591145194
DavidLA_2015__LD-Run1-06__bin.12	0.9509847262225586	0.9516925984299021	0.9513018066450777	0.9522483557718482	0.9512865060567784	0.9513785544879534	0.9533245564025555	0.9527049559937962	0.9512847245423532	0.9778390751855	0.9528429293084545	0.9536237944410834	0.9532051502660994	0.9502558446848888	0.9535607250743287	0.9529200694790803	0.9527460885140158	0.9532417403670216	0.9998681322388309	0.9529695149641528	0.9507025340430268	0.9519456528910225	0.9531598919763065	0.9513314002390544	1.0	0.9515342353205705
VincentC_2016__MM096__bin.10	0.955477737992453	0.9550441848051717	0.95817927541299	0.9596999360850406	0.9592071812452903	0.9588831833018024	0.961572829622704	0.9595428399095579	0.955440966559985	0.9505505179997081	0.9568975593169913	0.9626463536570943	0.9545426322643473	0.9554117439574369	0.9571944507492254	0.9599819214876033	0.9590043097493337	0.960996543569675	0.9508417018541583	0.9594084593172592	0.9572504971611989	0.9596331163735093	0.9573873223492826	0.9553687591145194	0.9515342353205705	1.0
