	VincentC_2016__MM103.2__bin.15	VincentC_2016__MM103.3__bin.13	VincentC_2016__MM083.2__bin.6	VincentC_2016__MM002.1__bin.13	VincentC_2016__MM049.1__bin.11	VincentC_2016__MM049.2__bin.7	VincentC_2016__MM018__bin.11	VincentC_2016__MM029.3__bin.26	VincentC_2016__MM103.1__bin.13	DavidLA_2015__LD-Run2-28__bin.3	VincentC_2016__MM050.4__bin.44	VincentC_2016__MM001.4__bin.23	BackhedF_2015__SID615_M__bin.51	OhJ_2014__MET0251__bin.14	VincentC_2016__MM050.3__bin.14	VincentC_2016__MM021.1__bin.1	VincentC_2016__MM005.3__bin.2	VincentC_2016__MM083.5__bin.7	DavidLA_2015__LD-Run2-18__bin.1	VincentC_2016__MM005.1__bin.8	VincentC_2016__MM043.2__bin.9	VincentC_2016__MM002.2__bin.2	ZeeviD_2015__PNP_Main_122__bin.62	VincentC_2016__MM099.1__bin.4	DavidLA_2015__LD-Run1-06__bin.12	VincentC_2016__MM096__bin.10
VincentC_2016__MM050.4__bin.44	0.7792478868627919	0.8107058438332008	0.75366980777129	0.7972149382932342	0.8147619471593635	0.8188051260989319	0.5742060836523742	0.8260794016870633	0.8318214194422984	0.8241220751395115	1.0	0.6238651670548769	0.8614907849123583	0.8196897285591607	0.9115038529032481	0.7635907105253332	0.8160773625060673	0.5321178187081932	0.8549474551882796	0.7891271443711424	0.8228863601768056	0.7970727700406974	0.6588938448326866	0.8278859437243486	0.7007387004960093	0.8109018636965469
VincentC_2016__MM001.4__bin.23	0.8689475199152115	0.8883442400767062	0.8088320793596633	0.9097177081923526	0.927289224722121	0.9232509021176175	0.587626930283893	0.9303124862990589	0.9065057310440927	0.9175722790169253	0.8281249106460363	1.0	0.9119155774219928	0.8487587662195315	0.8310576268730974	0.8418906631541425	0.8835910857626492	0.6660658903276598	0.9110492013900141	0.8727132533611387	0.8888865590670207	0.9124540839765231	0.6853949397539835	0.9010491823278352	0.8570050648209394	0.8864961618302741
BackhedF_2015__SID615_M__bin.51	0.764826386326831	0.7901231211755217	0.7242641014587872	0.7875819912465	0.8330919065723743	0.8316135721969576	0.5555119736022814	0.8279494518382738	0.8241435822553272	0.8656398585873493	0.7765863938867896	0.619282295845518	1.0	0.7754763485917635	0.799174359312924	0.7437860117464151	0.7993633582786078	0.5193426201729211	0.8923864485152578	0.7656244538771325	0.7951600730623399	0.793531575125147	0.6395602019958808	0.8188257209469108	0.733486215373383	0.7922590683904408
OhJ_2014__MET0251__bin.14	0.8036970444168544	0.835008245685288	0.7679587556747803	0.8211719713186014	0.8365822248752307	0.8381388599418683	0.5700861569325184	0.8513637539620482	0.8556210135616591	0.8452911427898312	0.824998518522801	0.6435508045505198	0.8658309208139597	1.0	0.8319173783779487	0.7668920920915133	0.8463838225580559	0.5539301060737675	0.874223308478241	0.8212261717039301	0.8283119687458899	0.8212218356731037	0.7072803402916993	0.8489269046376741	0.7273474909557623	0.8318263217305967
VincentC_2016__MM050.3__bin.14	0.700611329896188	0.7216781132482291	0.6646443315640279	0.7107661282651294	0.7341564725503998	0.7404606535649284	0.4978622478422718	0.755714729626036	0.7531546271458377	0.7599769165889821	0.8050441058031949	0.5529516960599662	0.7830032532389704	0.7300249224739837	1.0	0.6705293330543031	0.7443239541122082	0.46979687866623543	0.7843647939932399	0.7099499648041397	0.7343226223769572	0.7123870403135285	0.5893150441692192	0.7492748384478308	0.6386076390870637	0.7292334912390845
VincentC_2016__MM021.1__bin.1	0.8102940895234672	0.8456353198113604	0.7855093306202692	0.8365445150334097	0.8694133891245396	0.8787535714149114	0.6143154931516804	0.8802467766426596	0.8699901702422251	0.8597993505475213	0.8135099884873265	0.6756983144069061	0.8790450218205323	0.8117697006322409	0.8088330126868897	1.0	0.8441329350432777	0.5624595048402952	0.8913180672477826	0.8165178178702701	0.8502488037911502	0.8338946877235123	0.6757082589089352	0.8644120695656164	0.7499982788361873	0.8293408707558969
VincentC_2016__MM005.3__bin.2	0.8128337479833249	0.8383770230289155	0.7658296376913013	0.8230165212432398	0.8521053844616617	0.8509376799514814	0.5712741905273192	0.8716012452729552	0.8691126490181046	0.8356488976437715	0.7913958908220654	0.6455184726397155	0.8599388225889896	0.8155040800027296	0.8172657331993641	0.7683711531726121	1.0	0.5447790657110568	0.8598865996681407	0.9136539263628963	0.8199005536325915	0.8236835820188824	0.6610627991067791	0.8607785671562391	0.7137536373264372	0.8265676798609617
VincentC_2016__MM083.5__bin.7	0.8350141938924598	0.8663174209891837	0.9054736760237102	0.8761770375596505	0.9049748065353014	0.8938785713888905	0.5746009877393657	0.8873921569716733	0.8873177154221781	0.9114123339647903	0.8234002011032904	0.7764531379335248	0.8914931086013321	0.8516368807879694	0.8230991017016005	0.816943785519452	0.8692828612220636	1.0	0.9295894048564778	0.8404906475859272	0.8815423844628264	0.8745093246373752	0.6827634480881299	0.883284538934597	0.8094274111562328	0.8875221519163143
DavidLA_2015__LD-Run2-18__bin.1	0.7616414409988691	0.7876355783533472	0.7160949693713553	0.7637386272531972	0.8068026388139052	0.812068047584433	0.533553109808024	0.8042833969429957	0.8221387808639858	0.8902929701867892	0.7423060570280053	0.5959094893314065	0.8595228090824872	0.7541579024147567	0.7710818962453883	0.7263969916224765	0.7698786948569063	0.5215927892701867	1.0	0.739010033328055	0.7688637664318034	0.7676543308392361	0.6159836264863902	0.8156552086151713	0.8131503054136582	0.7798478106098673
VincentC_2016__MM005.1__bin.8	0.8251235609723396	0.8560158299488665	0.7806828654505914	0.835981603430608	0.8618437676574873	0.8590973952927119	0.5854856283247645	0.8864579826392137	0.8817645442443682	0.8505473959188966	0.8096420654665039	0.6745475078954523	0.8714103962865039	0.8371536738255538	0.8247316430275808	0.7863384181985477	0.966641300047811	0.5572830067473241	0.8732786367149026	1.0	0.8344927572532446	0.8390241243175508	0.6676101182605031	0.8759005088303091	0.7251358636597033	0.8360427485234934
VincentC_2016__MM043.2__bin.9	0.7502301387264183	0.7723663352936999	0.7280832224513559	0.7934252012290145	0.8373130248469427	0.8259286951837693	0.5468223436229128	0.8131293640935348	0.7998221868471865	0.7949969783823693	0.7678305589389633	0.6248370269426455	0.8230779228958218	0.767919666509891	0.7758026716191717	0.7446793400411905	0.7889041644724765	0.5315762392317186	0.8262878053944249	0.7589305215539824	1.0	0.7943785852397663	0.629752682941863	0.7937561722067457	0.6862569326360164	0.7900391135337651
VincentC_2016__MM002.2__bin.2	0.7912906002003182	0.8214800002537458	0.7684753334465791	0.959847555194986	0.9144616043920569	0.9132732284846515	0.5873685367963049	0.8743584990375283	0.8523587429153835	0.8475904374506165	0.7824503803719208	0.6747839460705709	0.8641395939927105	0.8009688858376747	0.7917966819924398	0.768365376956926	0.8337901931498517	0.5547791249014092	0.867922520146355	0.802762727287465	0.8357200705131232	1.0	0.659514090994634	0.8437920046125338	0.7264938047271423	0.8442431081598288
ZeeviD_2015__PNP_Main_122__bin.62	0.8286978834001808	0.862278358921876	0.7861183153345347	0.8641153591998189	0.8674736828542345	0.8753554816419616	0.6149652939476546	0.8897836646867068	0.901072565192342	0.8753987376605304	0.8445525947168756	0.6618308892148941	0.9093970479147838	0.9007394018152802	0.855258919483063	0.8129582146860626	0.8737586903181986	0.5655595580155243	0.9093620749636006	0.8340423025454786	0.8650789560390003	0.8611454193717017	1.0	0.8913298372653361	0.7402006711125264	0.8617961003318749
VincentC_2016__MM099.1__bin.4	0.9002925214328454	0.925380251733049	0.7166461548913399	0.7825771412595014	0.8028700807667485	0.809760469497553	0.5485279861617373	0.8160635943424082	0.963281962441241	0.8138602115979064	0.7531936964832104	0.6175605619965143	0.8263965644736051	0.7673664186962872	0.7718202175554667	0.7381671879531861	0.8075420622042451	0.5193183035585971	0.8546714588444946	0.7766849051624349	0.7739230011470917	0.7820107810936304	0.6326497816867734	1.0	0.7082911992725506	0.7973332079110128
DavidLA_2015__LD-Run1-06__bin.12	0.8052267018180914	0.832423458601736	0.7329833735419206	0.7966189034247768	0.8423805245355286	0.8304197652150123	0.5289595095381401	0.8273660370084811	0.8491144265923845	0.8943358743502375	0.7585199716467281	0.6988584077399458	0.8807724712114806	0.7822565100604373	0.7826793220086055	0.7620244920038799	0.7967036212599796	0.5662205896983112	1.013767036834382	0.7650401360459621	0.7961082647300222	0.8010949585893004	0.6250994851642748	0.842726390926953	1.0	0.8192315703733181
VincentC_2016__MM096__bin.10	0.806365427173754	0.8342315763581964	0.7803384084947755	0.8404586093148214	0.8535417398513853	0.8499617260119635	0.5805941338663655	0.8624751643166273	0.8690386408245977	0.8476999206247672	0.7982448390195357	0.6574149402141223	0.8651589377713724	0.8135735182170754	0.8127804727031896	0.7662996651821212	0.8390421536910897	0.5646038765930708	0.8841665847940238	0.8021400919847979	0.8334717511109352	0.8465965836843254	0.6618523196581281	0.8627232560950354	0.7450125424176862	1.0
