	XieH_2016__YSZC12003_37544__bin.70	KarlssonFH_2013__S530__bin.43	ZeeviD_2015__PNP_Main_68__bin.15	ZeeviD_2015__PNP_Main_65__bin.2	LeChatelierE_2013__MH0092__bin.49	KarlssonFH_2013__S462__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.103	CosteaPI_2017__SID713A074-11-0-0__bin.30	ZeeviD_2015__PNP_Main_331__bin.21	ZeeviD_2015__PNP_Main_95__bin.1	CosteaPI_2017__SID713A039-11-0-0__bin.56	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.14	LeChatelierE_2013__MH0447__bin.34	KarlssonFH_2013__S421__bin.44	ZeeviD_2015__PNP_Main_333__bin.3	ZeeviD_2015__PNP_Main_382__bin.23	CosteaPI_2017__SID713A023-11-90-0__bin.86	ZeeviD_2015__PNP_Main_581__bin.34	CosteaPI_2017__SID713A023-11-0-0__bin.37	XieH_2016__YSZC12003_36117__bin.44	LiuW_2016__SRR3992958__bin.54	XieH_2016__YSZC12003_36474__bin.121	XieH_2016__YSZC12003_37543__bin.26	CosteaPI_2017__SID713A056-11-90-0__bin.79	ZeeviD_2015__PNP_Main_433__bin.48	ZeeviD_2015__PNP_Main_352__bin.44	ZellerG_2014__CCMD18872694ST-21-0__bin.26	ZeeviD_2015__PNP_Main_681__bin.32	SchirmerM_2016__G89063__bin.16	ZellerG_2014__CCIS29210128ST-4-0__bin.16	XieH_2016__YSZC12003_36211__bin.27	ZellerG_2014__CCIS94417875ST-3-0__bin.25	ZeeviD_2015__PNP_Main_208__bin.6	NielsenHB_2014__MH0092__bin.24	SchirmerM_2016__G88811__bin.11	ZeeviD_2015__PNP_Main_179__bin.26	ZeeviD_2015__PNP_Main_764__bin.30	CosteaPI_2017__SID713B072-11-0-0__bin.62	XieH_2016__YSZC12003_37286__bin.15	ZeeviD_2015__PNP_Main_22__bin.31	ZeeviD_2015__PNP_Main_189__bin.25	ZellerG_2014__CCIS90164298ST-4-0__bin.21	ZellerG_2014__CCIS77252613ST-4-0__bin.71	ZeeviD_2015__PNP_DietIntervention_11__bin.1	SchirmerM_2016__G89135__bin.5	SchirmerM_2016__G88977__bin.8	ZeeviD_2015__PNP_Main_98__bin.3	CosteaPI_2017__SID713A074-11-90-0__bin.79
XieH_2016__YSZC12003_36117__bin.44	48845.0	44579.0	50644.0	44176.0	30914.0	51464.0	44762.0	44356.0	36491.0	32955.0	22232.0	43836.0	47474.0	44437.0	44188.0	25844.0	37663.0	46919.0	39600.0	0.0	21288.0	46863.0	31576.0	29417.0	47743.0	39026.0	44261.0	46826.0	43938.0	41255.0	32116.0	27189.0	43815.0	25352.0	25203.0	46707.0	41284.0	40369.0	44078.0	51129.0	46514.0	39989.0	50779.0	27864.0	18660.0	36847.0	28049.0	43249.0
LiuW_2016__SRR3992958__bin.54	27949.0	24226.0	28042.0	27117.0	19949.0	28106.0	23908.0	20863.0	23064.0	20925.0	14739.0	23858.0	27197.0	26635.0	25874.0	15659.0	23769.0	26593.0	24659.0	21288.0	0.0	26914.0	20916.0	21116.0	27890.0	23538.0	26769.0	26630.0	26105.0	25255.0	20999.0	19262.0	26787.0	16851.0	19868.0	27560.0	25514.0	24891.0	26995.0	29298.0	27313.0	24502.0	28211.0	19770.0	15090.0	23528.0	17914.0	21018.0
XieH_2016__YSZC12003_36474__bin.121	40041.0	43787.0	41976.0	36099.0	22711.0	48457.0	42042.0	51176.0	31337.0	26996.0	18984.0	41763.0	29669.0	36089.0	35538.0	25676.0	46978.0	41707.0	48107.0	46863.0	26914.0	0.0	25476.0	45379.0	34840.0	29928.0	34036.0	40361.0	31235.0	31369.0	25639.0	20300.0	36260.0	19336.0	42238.0	37986.0	34329.0	47219.0	11091.0	52161.0	39376.0	11369.0	51521.0	19403.0	32001.0	47314.0	21978.0	49117.0
XieH_2016__YSZC12003_37543__bin.26	2428.0	30253.0	28443.0	22262.0	20628.0	33477.0	28190.0	34361.0	22609.0	18673.0	15585.0	28031.0	27279.0	27022.0	24601.0	19358.0	31262.0	29364.0	32483.0	31576.0	20916.0	25476.0	0.0	30895.0	21247.0	23811.0	21233.0	28455.0	28113.0	19954.0	22760.0	15628.0	25477.0	17779.0	31181.0	26056.0	22395.0	32769.0	26209.0	36934.0	23813.0	24816.0	34424.0	19634.0	24039.0	32945.0	18045.0	34604.0
CosteaPI_2017__SID713A056-11-90-0__bin.79	46881.0	45082.0	48465.0	43333.0	31007.0	48141.0	45508.0	45835.0	35416.0	32233.0	21640.0	44171.0	44539.0	44529.0	42518.0	26288.0	36065.0	47506.0	36924.0	29417.0	21116.0	45379.0	30895.0	0.0	46936.0	39132.0	44155.0	46438.0	43512.0	39981.0	30914.0	27690.0	42255.0	25341.0	25878.0	46024.0	41168.0	39093.0	44011.0	52086.0	44615.0	37668.0	50592.0	27354.0	18945.0	40328.0	27108.0	43762.0
ZeeviD_2015__PNP_Main_433__bin.48	29036.0	44691.0	41214.0	27598.0	26681.0	50982.0	40986.0	53000.0	30527.0	23054.0	20201.0	40428.0	38224.0	37470.0	34841.0	27675.0	47004.0	42378.0	48972.0	47743.0	27890.0	34840.0	21247.0	46936.0	0.0	33744.0	17910.0	41852.0	38710.0	20763.0	26456.0	12007.0	32671.0	22770.0	44823.0	38599.0	30332.0	49410.0	33055.0	53959.0	28046.0	31509.0	50932.0	23282.0	32899.0	48988.0	19238.0	51901.0
ZeeviD_2015__PNP_Main_352__bin.44	32652.0	36762.0	35627.0	31597.0	22011.0	40698.0	35132.0	43041.0	27573.0	23569.0	18212.0	35300.0	29550.0	33748.0	29089.0	23068.0	38159.0	36231.0	40534.0	39026.0	23538.0	29928.0	23811.0	39132.0	33744.0	0.0	33089.0	35761.0	28793.0	29600.0	24538.0	22228.0	32330.0	18554.0	37612.0	32763.0	29927.0	40780.0	29058.0	44644.0	35571.0	27056.0	42660.0	18322.0	27555.0	39560.0	20405.0	42724.0
ZellerG_2014__CCMD18872694ST-21-0__bin.26	29080.0	42470.0	41543.0	25033.0	24501.0	50000.0	38689.0	51239.0	29967.0	21525.0	20058.0	37452.0	37169.0	36980.0	32520.0	27509.0	44812.0	38901.0	48098.0	44261.0	26769.0	34036.0	21233.0	44155.0	17910.0	33089.0	0.0	39060.0	36933.0	21864.0	25661.0	12687.0	31891.0	20674.0	42625.0	35009.0	29457.0	47495.0	33585.0	52731.0	27332.0	31252.0	51497.0	23263.0	31676.0	47256.0	19169.0	49538.0
ZeeviD_2015__PNP_Main_681__bin.32	43334.0	43103.0	36760.0	38499.0	28791.0	42284.0	42420.0	51736.0	31922.0	28732.0	17225.0	41628.0	42421.0	38756.0	37181.0	23159.0	45489.0	4713.0	48786.0	46826.0	26630.0	40361.0	28455.0	46438.0	41852.0	35761.0	39060.0	0.0	43030.0	36340.0	27895.0	25729.0	36627.0	23720.0	44060.0	39862.0	33972.0	48273.0	39583.0	48633.0	40521.0	36026.0	45149.0	27117.0	31916.0	46517.0	24246.0	50619.0
SchirmerM_2016__G89063__bin.16	42079.0	42372.0	42527.0	35729.0	21764.0	50251.0	40284.0	49616.0	31334.0	29907.0	21672.0	39688.0	30772.0	36754.0	34227.0	25653.0	44829.0	43249.0	46946.0	43938.0	26105.0	31235.0	28113.0	43512.0	38710.0	28793.0	36933.0	43030.0	0.0	32815.0	25393.0	21627.0	38208.0	18439.0	42419.0	38575.0	36556.0	47432.0	29406.0	52810.0	39055.0	26696.0	51689.0	18023.0	31701.0	46304.0	23969.0	49161.0
ZellerG_2014__CCIS29210128ST-4-0__bin.16	26239.0	38012.0	38639.0	24664.0	25797.0	46509.0	35880.0	45460.0	28666.0	22473.0	19685.0	35550.0	34036.0	34167.0	30453.0	25283.0	40250.0	35159.0	43271.0	41255.0	25255.0	31369.0	19954.0	39981.0	20763.0	29600.0	21864.0	36340.0	32815.0	0.0	24420.0	6186.0	31605.0	20912.0	39416.0	32442.0	27820.0	43300.0	31008.0	48792.0	25062.0	28369.0	48452.0	22087.0	29977.0	41643.0	19342.0	45172.0
XieH_2016__YSZC12003_36211__bin.27	29471.0	28439.0	28668.0	24876.0	20472.0	36731.0	27718.0	37018.0	22594.0	20606.0	16769.0	27345.0	27385.0	26707.0	23331.0	21114.0	32020.0	28723.0	33340.0	32116.0	20999.0	25639.0	22760.0	30914.0	26456.0	24538.0	25661.0	27895.0	25393.0	24420.0	0.0	18635.0	27142.0	17565.0	32334.0	26439.0	26125.0	32661.0	27453.0	38526.0	27039.0	23848.0	36884.0	18829.0	25511.0	32996.0	16986.0	36789.0
ZellerG_2014__CCIS94417875ST-3-0__bin.25	18229.0	27718.0	26106.0	16431.0	19680.0	33929.0	24094.0	32793.0	19526.0	15789.0	16037.0	23882.0	23013.0	23889.0	20437.0	19576.0	28966.0	25872.0	29666.0	27189.0	19262.0	20300.0	15628.0	27690.0	12007.0	22228.0	12687.0	25729.0	21627.0	6186.0	18635.0	0.0	22166.0	16896.0	29443.0	22299.0	19388.0	29272.0	20987.0	35981.0	17409.0	19571.0	33199.0	17086.0	22322.0	29704.0	14247.0	32471.0
ZeeviD_2015__PNP_Main_208__bin.6	35665.0	41157.0	36766.0	29428.0	25722.0	47109.0	37648.0	49564.0	28997.0	23838.0	17550.0	37063.0	38093.0	36487.0	31869.0	24267.0	44551.0	37986.0	46037.0	43815.0	26787.0	36260.0	25477.0	42255.0	32671.0	32330.0	31891.0	36627.0	38208.0	31605.0	27142.0	22166.0	0.0	21460.0	42316.0	34902.0	29201.0	45201.0	36394.0	51120.0	32044.0	33478.0	46432.0	25772.0	31765.0	44467.0	19327.0	48884.0
NielsenHB_2014__MH0092__bin.24	23254.0	24985.0	24577.0	18313.0	812.0	28717.0	21762.0	29048.0	19622.0	18095.0	15169.0	21546.0	15276.0	21787.0	18884.0	16492.0	25772.0	23816.0	26723.0	25352.0	16851.0	19336.0	17779.0	25341.0	22770.0	18554.0	20674.0	23720.0	18439.0	20912.0	17565.0	16896.0	21460.0	0.0	25796.0	20566.0	20068.0	25802.0	19943.0	30447.0	22376.0	17796.0	28313.0	15093.0	20988.0	26353.0	13836.0	28745.0
SchirmerM_2016__G88811__bin.11	46013.0	40890.0	44580.0	42174.0	30967.0	44579.0	41684.0	39756.0	35982.0	32953.0	22070.0	40948.0	43493.0	43576.0	42563.0	24957.0	35330.0	45482.0	36929.0	25203.0	19868.0	42238.0	31181.0	25878.0	44823.0	37612.0	42625.0	44060.0	42419.0	39416.0	32334.0	29443.0	42316.0	25796.0	0.0	45555.0	39968.0	36330.0	42226.0	48074.0	43921.0	37785.0	44490.0	28048.0	2094.0	35754.0	26677.0	39185.0
ZeeviD_2015__PNP_Main_179__bin.26	38967.0	43374.0	42417.0	33518.0	25399.0	47976.0	40878.0	51889.0	29535.0	26641.0	19231.0	40219.0	40264.0	36737.0	34694.0	26414.0	45790.0	39779.0	47659.0	46707.0	27560.0	37986.0	26056.0	46024.0	38599.0	32763.0	35009.0	39862.0	38575.0	32442.0	26439.0	22299.0	34902.0	20566.0	45555.0	0.0	32892.0	48476.0	36866.0	52830.0	34593.0	34076.0	50920.0	24521.0	32988.0	48076.0	21678.0	50520.0
ZeeviD_2015__PNP_Main_764__bin.30	32147.0	38333.0	38443.0	25163.0	23803.0	41317.0	36069.0	45163.0	25976.0	20748.0	19844.0	35696.0	35402.0	34937.0	30575.0	22342.0	40732.0	34228.0	43307.0	41284.0	25514.0	34329.0	22395.0	41168.0	30332.0	29927.0	29457.0	33972.0	36556.0	27820.0	26125.0	19388.0	29201.0	20068.0	39968.0	32892.0	0.0	42643.0	34292.0	44659.0	31130.0	31723.0	43193.0	24714.0	29598.0	42248.0	17640.0	44658.0
CosteaPI_2017__SID713B072-11-0-0__bin.62	48958.0	47141.0	51884.0	47262.0	31831.0	51611.0	49203.0	51417.0	37425.0	34937.0	22511.0	47604.0	48283.0	47761.0	46663.0	27204.0	9309.0	48897.0	9720.0	40369.0	24891.0	47219.0	32769.0	39093.0	49410.0	40780.0	47495.0	48273.0	47432.0	43300.0	32661.0	29272.0	45201.0	25802.0	36330.0	48476.0	42643.0	0.0	45497.0	53700.0	48508.0	40010.0	52817.0	28619.0	26146.0	23876.0	29228.0	49218.0
XieH_2016__YSZC12003_37286__bin.15	38023.0	43255.0	41970.0	35586.0	23051.0	47683.0	40489.0	49351.0	31198.0	27170.0	19601.0	39858.0	29515.0	36758.0	33916.0	25348.0	44527.0	41102.0	46031.0	44078.0	26995.0	11091.0	26209.0	44011.0	33055.0	29058.0	33585.0	39583.0	29406.0	31008.0	27453.0	20987.0	36394.0	19943.0	42226.0	36866.0	34292.0	45497.0	0.0	52413.0	38187.0	9425.0	50368.0	19734.0	31175.0	45767.0	22202.0	48150.0
ZeeviD_2015__PNP_Main_22__bin.31	55080.0	47782.0	54450.0	54039.0	35740.0	30541.0	52028.0	52377.0	36998.0	40015.0	24555.0	51331.0	53077.0	51898.0	51295.0	15216.0	53371.0	48936.0	55543.0	51129.0	29298.0	52161.0	36934.0	52086.0	53959.0	44644.0	52731.0	48633.0	52810.0	48792.0	38526.0	35981.0	51120.0	30447.0	48074.0	52830.0	44659.0	53700.0	52413.0	0.0	53741.0	45654.0	34855.0	34868.0	35552.0	53589.0	32656.0	51314.0
ZeeviD_2015__PNP_Main_189__bin.25	33154.0	42972.0	41763.0	26977.0	26185.0	52364.0	40427.0	52169.0	31170.0	20404.0	19642.0	39827.0	39528.0	35273.0	32960.0	27143.0	46410.0	41126.0	48715.0	46514.0	27313.0	39376.0	23813.0	44615.0	28046.0	35571.0	27332.0	40521.0	39055.0	25062.0	27039.0	17409.0	32044.0	22376.0	43921.0	34593.0	31130.0	48508.0	38187.0	53741.0	0.0	34983.0	53544.0	24580.0	32821.0	48218.0	18799.0	50616.0
ZellerG_2014__CCIS90164298ST-4-0__bin.21	34893.0	37700.0	37663.0	32200.0	20272.0	43465.0	36838.0	44385.0	27415.0	24445.0	17227.0	35953.0	26861.0	34221.0	30511.0	22794.0	39704.0	36836.0	40835.0	39989.0	24502.0	11369.0	24816.0	37668.0	31509.0	27056.0	31252.0	36026.0	26696.0	28369.0	23848.0	19571.0	33478.0	17796.0	37785.0	34076.0	31723.0	40010.0	9425.0	45654.0	34983.0	0.0	44122.0	18132.0	28058.0	41005.0	21147.0	43543.0
ZellerG_2014__CCIS77252613ST-4-0__bin.71	53076.0	46108.0	53061.0	50044.0	34015.0	27730.0	49369.0	51687.0	37430.0	38022.0	23882.0	48367.0	52511.0	50134.0	48513.0	15052.0	51963.0	46336.0	54894.0	50779.0	28211.0	51521.0	34424.0	50592.0	50932.0	42660.0	51497.0	45149.0	51689.0	48452.0	36884.0	33199.0	46432.0	28313.0	44490.0	50920.0	43193.0	52817.0	50368.0	34855.0	53544.0	44122.0	0.0	30982.0	32521.0	51503.0	31686.0	50291.0
ZeeviD_2015__PNP_DietIntervention_11__bin.1	24924.0	27343.0	27370.0	21978.0	17899.0	32088.0	24929.0	32122.0	21456.0	18975.0	16675.0	24673.0	19132.0	24469.0	22132.0	18192.0	28190.0	26974.0	29258.0	27864.0	19770.0	19403.0	19634.0	27354.0	23282.0	18322.0	23263.0	27117.0	18023.0	22087.0	18829.0	17086.0	25772.0	15093.0	28048.0	24521.0	24714.0	28619.0	19734.0	34868.0	24580.0	18132.0	30982.0	0.0	21767.0	29573.0	16244.0	31687.0
