	XieH_2016__YSZC12003_37544__bin.70	KarlssonFH_2013__S530__bin.43	ZeeviD_2015__PNP_Main_68__bin.15	ZeeviD_2015__PNP_Main_65__bin.2	LeChatelierE_2013__MH0092__bin.49	KarlssonFH_2013__S462__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.103	CosteaPI_2017__SID713A074-11-0-0__bin.30	ZeeviD_2015__PNP_Main_331__bin.21	ZeeviD_2015__PNP_Main_95__bin.1	CosteaPI_2017__SID713A039-11-0-0__bin.56	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.14	LeChatelierE_2013__MH0447__bin.34	KarlssonFH_2013__S421__bin.44	ZeeviD_2015__PNP_Main_333__bin.3	ZeeviD_2015__PNP_Main_382__bin.23	CosteaPI_2017__SID713A023-11-90-0__bin.86	ZeeviD_2015__PNP_Main_581__bin.34	CosteaPI_2017__SID713A023-11-0-0__bin.37	XieH_2016__YSZC12003_36117__bin.44	LiuW_2016__SRR3992958__bin.54	XieH_2016__YSZC12003_36474__bin.121	XieH_2016__YSZC12003_37543__bin.26	CosteaPI_2017__SID713A056-11-90-0__bin.79	ZeeviD_2015__PNP_Main_433__bin.48	ZeeviD_2015__PNP_Main_352__bin.44	ZellerG_2014__CCMD18872694ST-21-0__bin.26	ZeeviD_2015__PNP_Main_681__bin.32	SchirmerM_2016__G89063__bin.16	ZellerG_2014__CCIS29210128ST-4-0__bin.16	XieH_2016__YSZC12003_36211__bin.27	ZellerG_2014__CCIS94417875ST-3-0__bin.25	ZeeviD_2015__PNP_Main_208__bin.6	NielsenHB_2014__MH0092__bin.24	SchirmerM_2016__G88811__bin.11	ZeeviD_2015__PNP_Main_179__bin.26	ZeeviD_2015__PNP_Main_764__bin.30	CosteaPI_2017__SID713B072-11-0-0__bin.62	XieH_2016__YSZC12003_37286__bin.15	ZeeviD_2015__PNP_Main_22__bin.31	ZeeviD_2015__PNP_Main_189__bin.25	ZellerG_2014__CCIS90164298ST-4-0__bin.21	ZellerG_2014__CCIS77252613ST-4-0__bin.71	ZeeviD_2015__PNP_DietIntervention_11__bin.1	SchirmerM_2016__G89135__bin.5	SchirmerM_2016__G88977__bin.8	ZeeviD_2015__PNP_Main_98__bin.3	CosteaPI_2017__SID713A074-11-90-0__bin.79
CosteaPI_2017__SID713A039-11-0-0__bin.56	0.9796740817699716	0.9775524129489283	0.9804646404701185	0.980697130203943	0.9778889691714836	0.9753017373577009	0.9788776110825801	0.9728381574957775	0.9811844416389145	0.981442899487195	1.0	0.9786183140908638	0.979066970867549	0.9791312273123106	0.9824045768370019	0.9757871147846477	0.9758109770455151	0.9824209294202002	0.9755907730421423	0.9759927606813426	0.973811254106706	0.980352321052844	0.9791944230106878	0.9767295563668429	0.9789727335654546	0.979575128580689	0.9793379448167168	0.9824012195009814	0.9774290204557313	0.9794561649768575	0.9786063850416926	0.9806833867731126	0.9813555720811643	0.978924363069493	0.9750558615334711	0.980255119746523	0.9783017547542819	0.9760064122173204	0.9795327224789203	0.9732984634790836	0.9799013177417275	0.9807616926851549	0.9750599169777824	0.979013700561061	0.9755108658068904	0.9762886797567871	0.9815400790852199	0.9726793852641143
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.14	0.9791297612940459	0.9863072561558939	0.9773258785774134	0.9806554815480085	0.9809930379649728	0.9738846194353661	0.9996708397439885	0.9758438511884077	0.9799697452489604	0.9802606948219234	0.9786183140908638	1.0	0.978176628025403	0.9802941316184964	0.9809531351987324	0.9742539478462688	0.9749685772528036	0.977819217258082	0.9748769320588023	0.9763487921892097	0.9772088753366176	0.9788438508720205	0.9787598884611888	0.9762365254142912	0.979511629993052	0.9788958272925379	0.9806044360387104	0.9786062288004934	0.9793568521384082	0.9804470395277809	0.9809369577629351	0.9827794943161948	0.9794387556405701	0.9815905630488612	0.9763862305681479	0.9795502987703434	0.9789766673753757	0.9751194921876021	0.9791625605719761	0.9722516836245417	0.979815011910192	0.979581730154899	0.9743749092708502	0.9820797329500349	0.9768537266518312	0.9757791390830086	0.9804548498002603	0.976403946854766
LeChatelierE_2013__MH0447__bin.34	0.979767836938652	0.9771269332675758	0.9774732315904301	0.9822868998729156	0.9884372425705743	0.9731519009606784	0.9783630925986886	0.9730460614857327	0.9809756747440194	0.982031818149894	0.979066970867549	0.978176628025403	1.0	0.9803838468236751	0.9818365141737291	0.9735483528139811	0.9753348962445937	0.9782393559706133	0.9750664639350932	0.9752693470970109	0.974392074225981	0.9858317140574477	0.9801006384369383	0.9766657463382893	0.9814979747678534	0.9829732458121675	0.9816876670484918	0.9787401665564943	0.9850428368253795	0.9820538048401367	0.9814571930991101	0.9840669805775434	0.9794393522151827	0.9877727537958011	0.9753231765715141	0.9804746998877383	0.9800916743474346	0.9751461770060829	0.9855697562821552	0.9720625018422526	0.9806037528460391	0.9855886490424802	0.9729639698083675	0.986582292862568	0.9756160688639265	0.9747295556732068	0.9808530082216235	0.9730618163012794
KarlssonFH_2013__S421__bin.44	0.9809112708882024	0.9787696410477436	0.9795243431365619	0.9836653376432264	0.9817840074763845	0.9728378899233829	0.9799512523932212	0.9729931310436812	0.9809390946804215	0.9834850700382872	0.9791312273123106	0.9802941316184964	0.9803838468236751	1.0	0.9825475225790556	0.9718005525295363	0.9753653128984391	0.9794311593607831	0.975362757031771	0.9763168511863426	0.9750301166698697	0.9818355327762206	0.9801372063159303	0.976375408651474	0.9815595220928933	0.9803497772260509	0.9817179943779619	0.980171547121738	0.9812692606214667	0.9820871531014438	0.9819082412442242	0.9835559125818023	0.9804128825009153	0.981984134925078	0.975010752441521	0.9820090491001097	0.9798503933374859	0.9751202677536562	0.9809857923655562	0.9720834859656285	0.9826930502830356	0.9809657989542063	0.9734919144364216	0.9827521795030846	0.9755947711617189	0.9752777381326936	0.9815010009918157	0.972974382402358
ZeeviD_2015__PNP_Main_333__bin.3	0.9821618745981567	0.9792288217843781	0.9801473592814769	0.986058082057947	0.9842291483272309	0.9742409054336175	0.9812566146899033	0.9734879577857874	0.9843997122614951	0.984937983540184	0.9824045768370019	0.9809531351987324	0.9818365141737291	0.9825475225790556	1.0	0.9749405277364847	0.9758866646838482	0.9809972017681174	0.9756361909724877	0.9768912122491009	0.9756261610402921	0.9822287341636059	0.9820011823132955	0.9778347285460629	0.9825870746225392	0.9830769284470963	0.9834862580988174	0.9814139234862103	0.982611571557902	0.983471823456301	0.9842293000691502	0.9856409845660081	0.9827221000870157	0.9841912321780922	0.9756555131857629	0.9829749187488376	0.982621215247404	0.9756496827252233	0.9825070299911906	0.9727804917394272	0.983583605321183	0.9829746083897666	0.9746940231824093	0.984396998121182	0.9760363208370846	0.9758942465480243	0.9848142438434858	0.9739415609335481
ZeeviD_2015__PNP_Main_382__bin.23	0.9741501546984999	0.97642915510951	0.9731012236410653	0.9735871131680535	0.9736484990033624	0.9893236782249455	0.9749552791084223	0.9726093801657725	0.9774387949449748	0.9747666738391575	0.9757871147846477	0.9742539478462688	0.9735483528139811	0.9718005525295363	0.9749405277364847	1.0	0.9717622511929234	0.9763342786901051	0.9720422162838588	0.9735599622285175	0.9734724059828118	0.9737720860058204	0.9741658759486947	0.972476612763908	0.9722676217093166	0.974545598997184	0.9721122848279637	0.976891884071275	0.9739815975560776	0.973362762864006	0.9733654922035344	0.9746834788231491	0.9743229444970558	0.9742909031388107	0.9727982281844667	0.9735525439681196	0.975490986558547	0.9719877629236356	0.9740792287169586	0.9850435394597549	0.9725310534806008	0.9750132639951592	0.9854967032268197	0.9761238535722347	0.973521247970604	0.9718024067961466	0.9726849194621857	0.972534791949427
CosteaPI_2017__SID713A023-11-90-0__bin.86	0.9753430704961221	0.9746911169823388	0.9730760993776228	0.9761342179058985	0.9768681068711751	0.972086560351676	0.975148866832189	0.9741520052784756	0.9757973642299471	0.9760962130033543	0.9758109770455151	0.9749685772528036	0.9753348962445937	0.9753653128984391	0.9758866646838482	0.9717622511929234	1.0	0.97512304992617	0.9997218327275368	0.9800832986960518	0.977273857239016	0.9753649013033351	0.9751966448586712	0.9813221716930818	0.9750684498457027	0.9765563035153565	0.9758676046341178	0.9755731364105736	0.9760535753776334	0.9767943180959925	0.9766888566619492	0.9782776450825481	0.9744020822619892	0.9769091687766662	0.9797352214241097	0.9758568727505871	0.9752790453919502	0.9954604681828023	0.9759148953663476	0.9704846248625738	0.9754443664900524	0.9765793899339275	0.9718738075069215	0.9786286232405952	0.9802361071120069	0.9874508058613257	0.9758043263093829	0.97424402095312
ZeeviD_2015__PNP_Main_581__bin.34	0.9786797507430969	0.9769780744786316	0.9810279888468152	0.9803228200241784	0.9797068111121344	0.9773075078595407	0.9781030707513059	0.9717280163057023	0.9809640547360597	0.9810762733925318	0.9824209294202002	0.977819217258082	0.9782393559706133	0.9794311593607831	0.9809972017681174	0.9763342786901051	0.97512304992617	1.0	0.9747707049895069	0.9753518426098605	0.9749386731152173	0.9790784841519781	0.9786304384529846	0.9750521737577814	0.9790215917512055	0.9790444583000278	0.9803105189234331	0.9978111912079828	0.9780342957327649	0.9807855627487264	0.9805297101046486	0.9815672142640351	0.9797986996203947	0.9801069659865537	0.9741498763818238	0.9803697566242634	0.9807533455878839	0.9747227473561938	0.9789121994942253	0.974361137234664	0.9795193526828622	0.979492695288709	0.9761161656590502	0.9808215847113035	0.9746169477717539	0.9751923536842461	0.9804838007848615	0.9721347183905698
CosteaPI_2017__SID713A023-11-0-0__bin.37	0.9752868490732568	0.9745954820283987	0.9727241554608665	0.9757954324636673	0.9765485184560487	0.9719762437058439	0.9749869546417849	0.9738616883334493	0.9757794463214349	0.976279840760515	0.9755907730421423	0.9748769320588023	0.9750664639350932	0.975362757031771	0.9756361909724877	0.9720422162838588	0.9997218327275368	0.9747707049895069	1.0	0.9799498543832859	0.9773137925958637	0.9755420386938807	0.975227492503348	0.9816336793474395	0.974994459893201	0.9762027212993101	0.9752444646431477	0.9748693526743746	0.9757810815300438	0.9762983955912857	0.9766912478222327	0.9783865776173654	0.9743530605912216	0.976755251227345	0.9797086159670537	0.9758430770665601	0.9748058678295592	0.99550708050831	0.9759640162561806	0.9704053354902065	0.9753239444610196	0.9766253362236595	0.9717469983694846	0.9786641970086997	0.980344850532729	0.9872276803750843	0.9755766197152964	0.9737871126942119
XieH_2016__YSZC12003_36117__bin.44	0.975180966298552	0.9759214388262275	0.9731950283457124	0.9768427486550227	0.9770955830053583	0.9725162107574704	0.9765034051742691	0.9763366011258733	0.9768739273826997	0.9772059810177801	0.9759927606813426	0.9763487921892097	0.9752693470970109	0.9763168511863426	0.9768912122491009	0.9735599622285175	0.9800832986960518	0.9753518426098605	0.9799498543832859	1.0	0.9801822584293826	0.9757761374561921	0.9757547091578647	0.9852087503538547	0.9751402374286186	0.9764665160723094	0.976699488095213	0.9755090299533988	0.9767215647380818	0.9772505319973156	0.977327070909734	0.9799731148144738	0.975242783453602	0.9777703733581187	0.9860494234448066	0.9756665176659612	0.9755731297326913	0.9795196926812415	0.9765180581556037	0.9724270296972037	0.9757948226918984	0.9768451259768978	0.9734798948784584	0.9794965227827451	0.9861700842468663	0.9808935494793651	0.9763062240404523	0.9765326055107599
LiuW_2016__SRR3992958__bin.54	0.9738200817929249	0.9769515893946487	0.972970602325095	0.9744862580315551	0.9750966535465017	0.9732190925211462	0.977423984891407	0.9799600218621436	0.974972573352041	0.9751433784573571	0.973811254106706	0.9772088753366176	0.974392074225981	0.9750301166698697	0.9756261610402921	0.9734724059828118	0.977273857239016	0.9749386731152173	0.9773137925958637	0.9801822584293826	1.0	0.9748326399545166	0.9724573843996287	0.9802309818225394	0.973858647360745	0.9750100594649744	0.9746294500820285	0.9749041826048196	0.9755724862258953	0.975152596802059	0.975424302075458	0.9759947258685431	0.9738739626196846	0.9750439851427962	0.9804606902683065	0.9742218381064088	0.9736928390988298	0.9768836212781015	0.9744775195117685	0.9723969123886026	0.9745255187838507	0.975378561401358	0.9734744344359404	0.9767515698864038	0.9808650906467193	0.9779462491376466	0.9743184291147643	0.9800010656963755
XieH_2016__YSZC12003_36474__bin.121	0.9808124323132805	0.9777904807506003	0.9787555368407415	0.9820062356849658	0.9841777751768513	0.9739190903517804	0.9792172534069428	0.9733211832182443	0.9811704519644331	0.9826224206563776	0.980352321052844	0.9788438508720205	0.9858317140574477	0.9818355327762206	0.9822287341636059	0.9737720860058204	0.9753649013033351	0.9790784841519781	0.9755420386938807	0.9757761374561921	0.9748326399545166	1.0	0.9814002387392814	0.9766393965850967	0.983304405164325	0.9828374026260013	0.983236197912947	0.979830754439023	0.9848241402815952	0.9832841308749867	0.9826247656894862	0.9859020141368768	0.9804579290363054	0.983991760757295	0.9759202502953102	0.9816199916582071	0.9806755371518413	0.9758294656417433	0.9947735265524738	0.9726418325424827	0.9808561170141649	0.9939623647519785	0.9737345466595294	0.9863717998874794	0.9754865011444382	0.9752261710155521	0.9824759900013156	0.9738304362304362
XieH_2016__YSZC12003_37543__bin.26	0.9983461357953295	0.9772966222975341	0.9788649819880871	0.9839395616168364	0.9806832951893651	0.9744551391129309	0.9789994062620359	0.9728560154643532	0.9811684882649755	0.9833157165360522	0.9791944230106878	0.9787598884611888	0.9801006384369383	0.9801372063159303	0.9820011823132955	0.9741658759486947	0.9751966448586712	0.9786304384529846	0.975227492503348	0.9757547091578647	0.9724573843996287	0.9814002387392814	1.0	0.976316723482511	0.984957854807582	0.9804812669839045	0.9850514992150153	0.9791875425135861	0.9796545183353946	0.9851414333892559	0.9790530043661049	0.985453706056519	0.9804383012180664	0.9803773759831178	0.9747957372374169	0.9815687891749882	0.982130175626182	0.9749276959096543	0.980823262906195	0.9719904142209279	0.9830093190813203	0.9802268305081775	0.9744111608490167	0.9814283714401383	0.9746864634338968	0.9744852321034562	0.9806687363813417	0.9729418434170658
CosteaPI_2017__SID713A056-11-90-0__bin.79	0.9757674218337695	0.9758622388225922	0.9740773566124536	0.9772034403429611	0.976949604626285	0.9734668963141577	0.9761035714942095	0.9757629245454127	0.977341054367778	0.9777536523957286	0.9767295563668429	0.9762365254142912	0.9766657463382893	0.976375408651474	0.9778347285460629	0.972476612763908	0.9813221716930818	0.9750521737577814	0.9816336793474395	0.9852087503538547	0.9802309818225394	0.9766393965850967	0.976316723482511	1.0	0.9756005002999513	0.976381260486957	0.9767358295622247	0.9756212927046044	0.9769617851122049	0.9775979281683599	0.9778573628530295	0.9795618455306576	0.9759325119269483	0.9774679571250106	0.9855520971456487	0.9761388162625602	0.975487942840131	0.9805626697652634	0.9764976845325063	0.9717181063087746	0.9766959610337037	0.977969945831379	0.9731465538289727	0.9797859769926376	0.9857357979143923	0.9792845229271039	0.9767994187016815	0.9762231143580072
ZeeviD_2015__PNP_Main_433__bin.48	0.9864063479489905	0.9774533841869476	0.9794049142571023	0.9867783054595662	0.9818836126850699	0.9729632839040802	0.9798376623376623	0.97203743185443	0.9817562786561548	0.985616887897323	0.9789727335654546	0.979511629993052	0.9814979747678534	0.9815595220928933	0.9825870746225392	0.9722676217093166	0.9750684498457027	0.9790215917512055	0.974994459893201	0.9751402374286186	0.973858647360745	0.983304405164325	0.984957854807582	0.9756005002999513	1.0	0.9807977383395939	0.9915169944299193	0.9793703144878537	0.981206219862467	0.9894784956017243	0.9820825209085793	0.991796199755396	0.9826484818550207	0.9816802221222782	0.974683394163676	0.9821033470390009	0.9832481621413546	0.9747118036149685	0.9836588221102984	0.9721047693146776	0.9868390118231155	0.9828614600693614	0.9740555453393761	0.9837591765326309	0.974966595749214	0.9741954922704469	0.9850008849150442	0.9723230831171393
ZeeviD_2015__PNP_Main_352__bin.44	0.9814006052834995	0.9783001616184035	0.9791797303480837	0.9818688869825185	0.9827200037682968	0.9751597908192912	0.9793418948160693	0.9738521392268334	0.9810192196492001	0.982791765689399	0.979575128580689	0.9788958272925379	0.9829732458121675	0.9803497772260509	0.9830769284470963	0.974545598997184	0.9765563035153565	0.9790444583000278	0.9762027212993101	0.9764665160723094	0.9750100594649744	0.9828374026260013	0.9804812669839045	0.976381260486957	0.9807977383395939	1.0	0.9808499100341055	0.9793207615252015	0.9834352295209949	0.9820027968626497	0.9813834145630891	0.9829739515552699	0.9799835931091059	0.9828316251938544	0.9756461268004624	0.9813899883215261	0.9806027931407505	0.9759161376051971	0.9832207421146207	0.9729339918966879	0.9799440682457614	0.9833393782686525	0.9749310839867451	0.9856397603543896	0.976090525409728	0.976475597297429	0.9815723928164392	0.9738166664113131
