	LeChatelierE_2013__MH0148__bin.70	HeQ_2017__SZAXPI029599-169__bin.17	LeChatelierE_2013__MH0122__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	ZeeviD_2015__PNP_Main_303__bin.19	ZeeviD_2015__PNP_Main_667__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	YuJ_2015__SZAXPI015266-89__bin.52	LeChatelierE_2013__MH0251__bin.19	NielsenHB_2014__O2_UC9_2__bin.49	ZellerG_2014__CCIS21126322ST-4-0__bin.74	ZeeviD_2015__PNP_Validation_61__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	HeQ_2017__SZAXPI029563-66__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	LeChatelierE_2013__MH0236__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	QinJ_2012__CON-076__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	NielsenHB_2014__MH0148__bin.25	QinN_2014__LD-26__bin.51	NielsenHB_2014__O2_UC59_0__bin.13	ZeeviD_2015__PNP_Main_717__bin.24	ZeeviD_2015__PNP_Main_418__bin.50	ZeeviD_2015__PNP_Main_528__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.102	LiSS_2016__FAT_024-22-0-0__bin.41	ZeeviD_2015__PNP_Main_673__bin.1	ChengpingW_2017__AS106raw__bin.10	ZeeviD_2015__PNP_Main_409__bin.34	NielsenHB_2014__MH0134__bin.38	NielsenHB_2014__MH0122__bin.5	ZeeviD_2015__PNP_Main_109__bin.15	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.34	ZellerG_2014__CCIS81887263ST-4-0__bin.85	ZellerG_2014__CCIS70398272ST-4-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.53	ZeeviD_2015__PNP_Main_84__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.82	HeQ_2017__SZAXPI029552-169__bin.46	QinN_2014__HD-66__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.104	ZeeviD_2015__PNP_Main_163__bin.52	CosteaPI_2017__SID713B074-11-0-0__bin.68	LeChatelierE_2013__MH0134__bin.37	ZeeviD_2015__PNP_Main_652__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.19	LiJ_2014__O2.UC8-2__bin.45	ZeeviD_2015__PNP_Main_32__bin.13
ZellerG_2014__CCIS21126322ST-4-0__bin.74	0.5612942509772021	0.5739981172031492	0.6271539501498027	0.4318775074519419	0.5812445459041531	0.6070728523990384	0.5828029612995499	0.4656394348554199	0.6221879779792969	0.5288644596315752	1.0	0.6114893572330142	0.5844957598880252	0.40574773386494656	0.39479251998800813	0.6257153577791399	0.22509709961446583	0.5037947140382937	0.32169331416164937	0.5462987097303934	0.4367289078059688	0.5767017733807661	0.3971104510501462	0.6174652322275244	0.5802480097920713	0.5863157809310487	0.32699775057333647	0.628833143335071	0.554212041879818	0.4644445462860591	0.5771266438668752	0.41448383487145996	0.4311082054425432	0.5771803494058496	0.5897966159304473	0.5977595958670127	0.47151243390638337	0.48489847982294837	0.3483725550851746	0.5627025295547549	0.5692336004766188	0.39554320407722904	0.5187752177341896	0.6102123588618436	0.5826120082720851	0.2985490911590658	0.5819863984158536	0.6078466895428394	0.3648518013553846
ZeeviD_2015__PNP_Validation_61__bin.5	0.6958504596928256	0.7619459853161794	0.8573299161403949	0.5513924398334988	0.7726027550496607	0.8176445108438287	0.7793023880162921	0.5951030315986771	0.8055030768408532	0.7040105200488715	0.796039196628215	1.0	0.7948702332582197	0.5368848027304399	0.5423502191884001	0.8202987599417818	0.31703268498643355	0.6725870942963785	0.44020637392658585	0.6734198486375766	0.5732286258683328	0.7269370549580577	0.5255848234871526	0.7973082148108467	0.779394363868902	0.7785115821213857	0.43476985528718215	0.7853025694821635	0.7454285515419006	0.58887104612589	0.7467416932754466	0.5441595955051153	0.5518075740871707	0.763816886020789	0.7795413387955389	0.7801674581975965	0.6213649340819007	0.6423779983817222	0.4711786208345193	0.7418094881792385	0.7598230832045878	0.5180819554563432	0.6693676287257988	0.8157462659668215	0.7498154268363165	0.4076826559643233	0.7851245216323477	0.8287537023387967	0.46769876416769934
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	0.7857289762990544	0.8500323091199964	0.9134681349524899	0.5987054290708068	0.8476012969193895	0.8766328915381418	0.8472963529123754	0.670931257009798	0.878083955319476	0.7673038822183129	0.871332843714951	0.9102347321616652	1.0	0.6145365420417086	0.5833831491571163	0.8923519189055321	0.33307251191309845	0.7499814969797378	0.48248475635792243	0.7733038423656539	0.6492158277681942	0.8078731774525042	0.577009926158716	0.8753665021321173	0.8446283597214869	0.8703101960181501	0.47876636093983954	0.8712250280391922	0.8066124812834834	0.6659927297363462	0.8199015639322049	0.6185057957152699	0.6112622191099193	0.8348043234441807	0.8715837019704293	0.8738368005146686	0.7063147249881865	0.7068854719978138	0.5069845343216792	0.8111507028301082	0.8251425444214817	0.5796740052491646	0.7483728016988619	0.8779337961935018	0.8356522599304287	0.4356190968248817	0.8479528543043718	0.8818998474212483	0.5243090545241308
HeQ_2017__SZAXPI029563-66__bin.22	0.737417632368655	0.7408785212747745	0.7524399375689619	0.3938304264625359	0.7390860029804156	0.749585412081007	0.7343688266475813	0.7005483842723618	0.7264272954144202	0.6909140884968242	0.7404799418727482	0.7526494640087156	0.7523192747335943	1.0	0.3786312652652644	0.764872565670857	0.08851773329854294	0.7379734655019726	0.2713088607032509	0.7314628996629717	0.7622131916278287	0.7056876627260305	0.37646891755853346	0.720364968050485	0.7755396830444322	0.7405500744232687	0.4764631240000122	0.7355510610706409	0.7241503833549757	0.7338143003319753	0.7147865988457315	0.6655239271788899	0.5762199252238905	0.7344167432970052	0.7349159476628219	0.7332619520458885	0.7079340823722052	0.6503099553808873	0.3118689976228986	0.7335607776959323	0.7290779573393714	0.7038598603534594	0.6449820595708498	0.7553040463868015	0.7209334337550144	0.22987533394637605	0.7487364161743957	0.7605435141983566	0.5268514013224124
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	0.6276978894269787	0.7993752522546806	0.8475752448286886	0.7562162545321456	0.7774512162955197	0.8294312316972201	0.7814872911861672	0.5199076862392992	0.81090868585498	0.6977799659272339	0.7975650461448252	0.8416498818351072	0.790584613633832	0.41913745655915213	1.0	0.836939681174194	0.5003450193051683	0.599209083627761	0.6780133253158337	0.6175575526437738	0.47830139594184	0.7156023468063654	0.7097729430604828	0.7972766861944539	0.779112420357441	0.8210475760163604	0.39281472583864285	0.7959385610066945	0.781282835301623	0.47076063857745	0.7462012916404065	0.4350642806407763	0.5373568386876826	0.7759448007688313	0.7913248018007548	0.7971214154519464	0.5667493009200033	0.6375783164890295	0.7375678525911649	0.7575100166506172	0.7858638044128716	0.42529138580102105	0.70022909667629	0.8196057762645041	0.7598029122426159	0.6523444676600458	0.8718437725582591	0.8226475397543732	0.4194841635897824
LeChatelierE_2013__MH0236__bin.49	0.5890650206533935	0.6376640932798481	0.6897704437996642	0.46588397535751547	0.6392314121402901	0.6717797289451172	0.6465182519778843	0.498123184935068	0.6756331965603004	0.5874790308866061	0.6797874732221602	0.6845778572904833	0.6503240050546293	0.4553320607727629	0.4500837208626892	1.0	0.2705556954432875	0.5537215135777683	0.37710355636681797	0.5751580479256234	0.47426358185260514	0.622821241371513	0.43452489155963525	0.6713298119658209	0.6355924006299356	0.6554535772548944	0.3610403532742935	0.6670624725933136	0.6195250484471122	0.4946854043042144	0.6247025945039594	0.4485104376849425	0.46284087694135284	0.6488152920946605	0.6513358644512944	0.6449291503933726	0.5263984573682269	0.5322323376467449	0.39533595573128105	0.6184641779212902	0.6407746144133692	0.4351265096529882	0.5635719725838486	0.6804990422084363	0.6339537692799798	0.3415966788606702	0.6441001102880065	0.6826093732617581	0.39626249945867337
Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	0.5291198760129766	0.8240338687716441	0.9044800819575239	0.8824145947436858	0.7876109294210875	0.8612553686118445	0.8222966494608404	0.38073998187477837	0.866298908546436	0.697878823699384	0.8257456952598605	0.8933772891848466	0.8196198957143045	0.1779301347133019	0.9085499384880763	0.9135593294543608	1.0	0.48463778014193715	0.9151678334230838	0.5275245062628332	0.24380086773404083	0.7204118890946584	0.7884996782116448	0.8527006142436222	0.7830410969699357	0.9228031924907294	0.3362342444102955	0.8204806248385585	0.7773811243766718	0.25187928777510715	0.7797794326893188	0.23544487787365756	0.47241332510255635	0.8149791384828227	0.836057808074042	0.8155640490169037	0.5100752590724614	0.6323285656119889	0.8926373948715255	0.7608363870391531	0.830830389079335	0.129104114950681	0.6909553392787563	0.8844617816129696	0.7916974226285074	0.8665300707934381	0.8163240824653804	0.8839959546606775	0.3255351099552999
QinJ_2012__CON-076__bin.33	0.650345394752336	0.6445695039623289	0.6838360782473999	0.4069613394640549	0.6488010960187677	0.6806253310837692	0.6423422345607023	0.5572114323323653	0.6599113802381887	0.587146900239495	0.6627654126069163	0.6796873846996357	0.6618415966503979	0.5319732325739641	0.39020014023664384	0.6705038627878956	0.17379892150296253	1.0	0.2982886168101219	0.6425915581057314	0.5789368077856772	0.6207631875355812	0.38555279959882144	0.6469292853740339	0.6707095390120695	0.6448737791703053	0.3864753595173297	0.6503095976690446	0.6146575867678907	0.5866174802181864	0.6177797832518007	0.5369471430944444	0.48838306144820554	0.6291202364365951	0.6390332024227717	0.6255895135898603	0.5705788168561557	0.5497719191978188	0.33261613562949643	0.6158536489631249	0.6358541702188991	0.5223535514631744	0.575143572994806	0.6532185817007194	0.6274465657879739	0.2683135837056701	0.6502675203957022	0.6681321490150935	0.4295411347738205
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	0.597643853990166	0.7917528954779208	0.8458172473448846	0.8380449329507316	0.7751696632847761	0.8197334646919354	0.7659005730123356	0.47478716048796554	0.826052921294634	0.6875904697751573	0.7998658717888608	0.8407868459395058	0.8047407794273438	0.36964251270805454	0.8344804460653252	0.8630568768898873	0.6202966844811879	0.5637747002145458	1.0	0.5853337329483577	0.3969399776255152	0.7030086856919028	0.7503054977729375	0.8018404052333742	0.76941401995899	0.8133849271939013	0.3587662578525836	0.791726188533225	0.7533186346222897	0.4005590653756332	0.7478175975026039	0.36458362389500015	0.49767263814167145	0.7852168158793559	0.8165571187361087	0.7776729942342674	0.640644408901128	0.6340472000735925	0.8472339023890846	0.745698846556733	0.7777287820742987	0.3169503043107976	0.681802778115736	0.8233430566394948	0.7600291995928674	0.7512663542943283	0.7806701069168019	0.8346484030730791	0.37347881694169877
NielsenHB_2014__MH0148__bin.25	0.9195978428964076	0.779769162602901	0.8334697718113352	0.5411780330798904	0.8003677460938702	0.8222351699128019	0.7894013939985578	0.6806195332378389	0.853397168032427	0.7295179082067932	0.8586713718557559	0.8130872888611427	0.8153503417464976	0.6299874766735224	0.48048191921291383	0.832123270351531	0.22602840971762111	0.7677602004332515	0.3700200268174768	1.0	0.6775269694225239	0.7972046494631627	0.49811774928285385	0.8337106338724092	0.7977152620256575	0.787525521248761	0.47566918008603504	0.8379403517486511	0.7443913280653824	0.7297801552172148	0.7831918800221803	0.6296325615492608	0.6056390235557093	0.7783926471791001	0.7972436676163586	0.7837133726466239	0.7054193213392531	0.6775378494844726	0.4079794374332658	0.755078550295525	0.7662655050262135	0.6100709605143794	0.7237522257230177	0.8070117121991006	0.79187454463189	0.3475658300024086	0.7847889980813574	0.8051377153220536	0.5323884437234423
QinN_2014__LD-26__bin.51	0.7346686698455546	0.7790205451737867	0.7422770261392343	0.4080124208877608	0.7280765022535762	0.7622516234307639	0.708471574240641	0.7100780283447937	0.7321488915346137	0.6613495902095502	0.7351922340520856	0.7412612392519662	0.7331204788342238	0.7030856535772936	0.39855973634544145	0.7348731933920812	0.11187879990886848	0.7408220560764187	0.2687439401360785	0.7256358813859866	1.0	0.6919658409514001	0.3876978885856976	0.714004960800993	0.7816122482682802	0.7289765665840671	0.4486045185640277	0.7283328598619928	0.705768568548136	0.7296062098009773	0.6919312849101402	0.6593131946618149	0.5555209102221994	0.7087721314367156	0.7119099003460024	0.720325501836091	0.6845378993382518	0.6440651405486615	0.3192098238807158	0.7203829613000465	0.7325539204833346	0.6786967229220267	0.6394097185249714	0.7376216041155441	0.698161417697756	0.23937652865278453	0.7364519223003394	0.7290525095119522	0.5087195741088459
NielsenHB_2014__O2_UC59_0__bin.13	0.48001334441951216	0.4971273173059159	0.5364621554892296	0.3527976593335501	0.4968286946915819	0.5131849684072873	0.5050729073741734	0.4003160942657995	0.5454538161184453	0.46544791497902177	0.5384341790073205	0.5213538568782037	0.5059665466902029	0.36102448950575505	0.33071652267782475	0.5352398084447355	0.18335205667411514	0.44055593725270314	0.2639774883119332	0.47353746788971196	0.3837752985167593	1.0	0.33230858234708016	0.5320570262224084	0.4985729627530687	0.511593800148821	0.2914373976688271	0.5296294917911095	0.477522296969493	0.41220417140135795	0.4902072953504682	0.36908484871310365	0.3757320989671	0.496919841444763	0.5096690214025502	0.5028593115322483	0.4125099253020044	0.41998373621015367	0.2887544740464634	0.48440086832324963	0.4928712764935643	0.351292735068925	0.45477148795848876	0.5273087038018002	0.4967843470048263	0.24355838707240418	0.5136177483453744	0.5225019939745088	0.3291081947616691
ZeeviD_2015__PNP_Main_717__bin.24	0.7298137868587851	0.8691980630683831	0.9433935234395846	0.8828398050820396	0.8637017790200736	0.8853058059831416	0.8670595864554764	0.5776276305832229	0.9243637608318133	0.7552135961401345	0.9096858610115962	0.9248629756483778	0.8866673009374084	0.4725546675765171	0.8048266909876689	0.916217209296222	0.49238547038830494	0.6713635508663264	0.6912627018183886	0.7259644195985285	0.5275754672825654	0.8153430092428557	1.0	0.9399181572029097	0.8499463057010004	0.8837337987568293	0.4292875608571841	0.8986599390225232	0.8118195259154276	0.5728055325905804	0.8536004706726332	0.5639230082805139	0.6090573861921447	0.850535193277605	0.8833258970556714	0.8764631969869953	0.6171093439015962	0.698989869165256	0.7217711244964109	0.829241193478822	0.8387120585803709	0.47652268720829016	0.7827650048773233	0.9023955749773631	0.8689044394577641	0.6414620596739411	0.8437408413492032	0.899243905533028	0.4592885669418089
ZeeviD_2015__PNP_Main_418__bin.50	0.7487154774793945	0.8038207442605336	0.8623806099765049	0.5740144857314985	0.7855431227031512	0.8312144489720361	0.8021444996019372	0.613734468221346	0.8647577877523137	0.7140387219433239	0.8520810434153625	0.8451797508064189	0.8103182098010081	0.5447080373115131	0.5446032926069673	0.8527230164630348	0.3207661646935904	0.6786080021660414	0.44502171146918285	0.7319592892248332	0.5853028686544225	0.7864031491923623	0.5662110052428347	1.0	0.7905356242339721	0.8142998261172028	0.44192251988090725	0.8458493922666128	0.7563259378521341	0.6220550845154718	0.78150386386087	0.5799207036472567	0.5786041483514403	0.7890873145928149	0.803868834596583	0.801990676403752	0.6393323612058553	0.6668943820935305	0.4807923574574442	0.775170761866208	0.7805002251352376	0.537618994760459	0.7097665872956531	0.827577040883044	0.7935824434699746	0.418593436723164	0.7883013999228579	0.8323860744879779	0.494242499801545
ZeeviD_2015__PNP_Main_528__bin.27	0.5790146164489783	0.6746796686521225	0.6770889615774938	0.44656120348171946	0.6585433915381405	0.677311934412015	0.6342339602455883	0.5113670310803101	0.6535519815194075	0.5695392146395282	0.6554258161021437	0.6762722932392048	0.6399894633876988	0.4800171044699178	0.4356250195471953	0.6608337835928662	0.24111155328214934	0.5758881436689196	0.3495383626514301	0.5732723245147173	0.5244598772921446	0.603194362211416	0.4191034604736838	0.6470873870172112	1.0	0.6537043148344069	0.365869572485314	0.641177932861181	0.6405788450276788	0.4936532279025024	0.60811324539522	0.4597705240158189	0.46056157878786896	0.6320724448715169	0.6426408719181488	0.6315968413889347	0.5358263691394812	0.5403478376218531	0.37947172424057124	0.6401380220718841	0.6515969923741672	0.47154036212729566	0.5579206313771039	0.6600963825016744	0.6171435103850879	0.32660505390712036	0.682077136198386	0.6543656840763424	0.40237079169106693
