	LeChatelierE_2013__MH0148__bin.70	HeQ_2017__SZAXPI029599-169__bin.17	LeChatelierE_2013__MH0122__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	ZeeviD_2015__PNP_Main_303__bin.19	ZeeviD_2015__PNP_Main_667__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	YuJ_2015__SZAXPI015266-89__bin.52	LeChatelierE_2013__MH0251__bin.19	NielsenHB_2014__O2_UC9_2__bin.49	ZellerG_2014__CCIS21126322ST-4-0__bin.74	ZeeviD_2015__PNP_Validation_61__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	HeQ_2017__SZAXPI029563-66__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	LeChatelierE_2013__MH0236__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	QinJ_2012__CON-076__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	NielsenHB_2014__MH0148__bin.25	QinN_2014__LD-26__bin.51	NielsenHB_2014__O2_UC59_0__bin.13	ZeeviD_2015__PNP_Main_717__bin.24	ZeeviD_2015__PNP_Main_418__bin.50	ZeeviD_2015__PNP_Main_528__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.102	LiSS_2016__FAT_024-22-0-0__bin.41	ZeeviD_2015__PNP_Main_673__bin.1	ChengpingW_2017__AS106raw__bin.10	ZeeviD_2015__PNP_Main_409__bin.34	NielsenHB_2014__MH0134__bin.38	NielsenHB_2014__MH0122__bin.5	ZeeviD_2015__PNP_Main_109__bin.15	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.34	ZellerG_2014__CCIS81887263ST-4-0__bin.85	ZellerG_2014__CCIS70398272ST-4-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.53	ZeeviD_2015__PNP_Main_84__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.82	HeQ_2017__SZAXPI029552-169__bin.46	QinN_2014__HD-66__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.104	ZeeviD_2015__PNP_Main_163__bin.52	CosteaPI_2017__SID713B074-11-0-0__bin.68	LeChatelierE_2013__MH0134__bin.37	ZeeviD_2015__PNP_Main_652__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.19	LiJ_2014__O2.UC8-2__bin.45	ZeeviD_2015__PNP_Main_32__bin.13
ZellerG_2014__CCIS21126322ST-4-0__bin.74	2351549.0	2404772.0	2627469.0	1809356.0	2435131.0	2543339.0	2441660.0	1950802.0	2606664.0	2215684.0	4189512.0	2561842.0	2448752.0	1699885.0	1653988.0	2621442.0	943047.0	2110654.0	1347738.0	2288725.0	1829681.0	2416099.0	1663699.0	2586878.0	2430956.0	2456377.0	1369961.0	2634504.0	2321878.0	1945796.0	2417879.0	1736485.0	1806133.0	2418104.0	2470960.0	2504321.0	1975407.0	2031488.0	1459511.0	2357449.0	2384811.0	1657133.0	2173415.0	2556492.0	2440860.0	1250775.0	2438239.0	2546581.0	1528551.0
ZeeviD_2015__PNP_Validation_61__bin.5	2239411.0	2452122.0	2759090.0	1774511.0	2486418.0	2631373.0	2507979.0	1915182.0	2592299.0	2265672.0	2561842.0	3218236.0	2558080.0	1727822.0	1745411.0	2639915.0	1020286.0	2164544.0	1416688.0	2167224.0	1844785.0	2339455.0	1691456.0	2565926.0	2508275.0	2505434.0	1399192.0	2527289.0	2398965.0	1895126.0	2403191.0	1751234.0	1775847.0	2458143.0	2508748.0	2510763.0	1999699.0	2067324.0	1516364.0	2387318.0	2445290.0	1667310.0	2154183.0	2625264.0	2413083.0	1312019.0	2526716.0	2667125.0	1505165.0
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	2208175.0	2388890.0	2567167.0	1682573.0	2382058.0	2463647.0	2381201.0	1885553.0	2467725.0	2156394.0	2448752.0	2558080.0	2810352.0	1727064.0	1639512.0	2507823.0	936051.0	2107712.0	1355952.0	2173256.0	1824525.0	2270408.0	1621601.0	2460088.0	2373703.0	2445878.0	1345502.0	2448449.0	2266865.0	1871674.0	2304212.0	1738219.0	1717862.0	2346094.0	2449457.0	2455789.0	1984993.0	1986597.0	1424805.0	2279619.0	2318941.0	1629088.0	2103191.0	2467303.0	2348477.0	1224243.0	2383046.0	2478449.0	1473493.0
HeQ_2017__SZAXPI029563-66__bin.22	1692855.0	1700800.0	1727341.0	904098.0	1696685.0	1720788.0	1685856.0	1608216.0	1667625.0	1586099.0	1699885.0	1727822.0	1727064.0	2295653.0	869206.0	1755882.0	203206.0	1694131.0	622831.0	1679185.0	1749777.0	1620014.0	864242.0	1653708.0	1780370.0	1700046.0	1093794.0	1688570.0	1662398.0	1684583.0	1640902.0	1527812.0	1322801.0	1685966.0	1687112.0	1683315.0	1625171.0	1492886.0	715943.0	1684001.0	1673710.0	1615818.0	1480655.0	1733916.0	1655013.0	527714.0	1718839.0	1745944.0	1209468.0
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	1301718.0	1657742.0	1757699.0	1568239.0	1612276.0	1720072.0	1620646.0	1078183.0	1681660.0	1447054.0	1653988.0	1745411.0	1639512.0	869206.0	2073797.0	1735643.0	1037614.0	1242638.0	1406062.0	1280689.0	991900.0	1484014.0	1471925.0	1653390.0	1615721.0	1702686.0	814618.0	1650615.0	1620222.0	976262.0	1547470.0	902235.0	1114369.0	1609152.0	1641047.0	1653068.0	1175323.0	1322208.0	1529566.0	1570922.0	1629722.0	881968.0	1452133.0	1699696.0	1575677.0	1352830.0	1808027.0	1706004.0	869925.0
LeChatelierE_2013__MH0236__bin.49	2271592.0	2459003.0	2659939.0	1796573.0	2465047.0	2590562.0	2493147.0	1920896.0	2605422.0	2265476.0	2621442.0	2639915.0	2507823.0	1755882.0	1735643.0	3856267.0	1043335.0	2135298.0	1454212.0	2217963.0	1828887.0	2401765.0	1675644.0	2588827.0	2451014.0	2527604.0	1392268.0	2572371.0	2389054.0	1907639.0	2409020.0	1729576.0	1784838.0	2502005.0	2511725.0	2487019.0	2029933.0	2052430.0	1524521.0	2384963.0	2470998.0	1677964.0	2173284.0	2624186.0	2444695.0	1317288.0	2483822.0	2632324.0	1528094.0
Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	604284.0	941092.0	1032966.0	1007766.0	899495.0	983601.0	939108.0	434826.0	989361.0	797016.0	943047.0	1020286.0	936051.0	203206.0	1037614.0	1043335.0	1142055.0	553483.0	1045172.0	602462.0	278434.0	822750.0	900510.0	973831.0	894276.0	1053892.0	383998.0	937034.0	887812.0	287660.0	890551.0	268891.0	539522.0	930751.0	954824.0	931419.0	582534.0	722154.0	1019441.0	868917.0	948854.0	147444.0	789109.0	1010104.0	904162.0	989625.0	932287.0	1009572.0	371779.0
QinJ_2012__CON-076__bin.33	2071101.0	2052707.0	2177756.0	1296016.0	2066183.0	2167531.0	2045614.0	1774505.0	2101565.0	1869838.0	2110654.0	2164544.0	2107712.0	1694131.0	1242638.0	2135298.0	553483.0	3184617.0	949935.0	2046408.0	1843692.0	1976893.0	1227838.0	2060222.0	2135953.0	2053676.0	1230776.0	2070987.0	1957449.0	1868152.0	1967392.0	1709971.0	1555313.0	2003507.0	2035076.0	1992263.0	1817075.0	1750813.0	1059255.0	1961258.0	2024952.0	1663496.0	1831612.0	2080251.0	1998177.0	854476.0	2070853.0	2127745.0	1367924.0
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	1007003.0	1334068.0	1425164.0	1412068.0	1306126.0	1381214.0	1290508.0	799995.0	1391862.0	1158559.0	1347738.0	1416688.0	1355952.0	622831.0	1406062.0	1454212.0	1045172.0	949935.0	1684955.0	986261.0	668826.0	1184538.0	1264231.0	1351065.0	1296428.0	1370517.0	604505.0	1334023.0	1269308.0	674924.0	1260039.0	614307.0	838556.0	1323055.0	1375862.0	1310344.0	1079457.0	1068341.0	1427551.0	1256469.0	1310438.0	534047.0	1148807.0	1387296.0	1280615.0	1265850.0	1315394.0	1406345.0	629295.0
NielsenHB_2014__MH0148__bin.25	2451120.0	2078417.0	2221552.0	1442470.0	2133321.0	2191607.0	2104091.0	1814141.0	2274667.0	1944476.0	2288725.0	2167224.0	2173256.0	1679185.0	1280689.0	2217963.0	602462.0	2046408.0	986261.0	2665426.0	1805898.0	2124890.0	1327696.0	2222194.0	2126251.0	2099091.0	1267861.0	2233468.0	1984120.0	1945175.0	2087540.0	1678239.0	1614286.0	2074748.0	2124994.0	2088930.0	1880243.0	1805927.0	1087439.0	2012606.0	2042424.0	1626099.0	1929108.0	2151030.0	2110683.0	926411.0	2091797.0	2146035.0	1419042.0
QinN_2014__LD-26__bin.51	1828378.0	1938757.0	1847313.0	1015425.0	1811972.0	1897024.0	1763181.0	1767179.0	1822107.0	1645908.0	1829681.0	1844785.0	1824525.0	1749777.0	991900.0	1828887.0	278434.0	1843692.0	668826.0	1805898.0	2488711.0	1722103.0	964868.0	1776952.0	1945207.0	1814212.0	1116447.0	1812610.0	1756454.0	1815779.0	1722017.0	1640840.0	1382531.0	1763929.0	1771738.0	1792682.0	1703617.0	1602892.0	794421.0	1792825.0	1823115.0	1689080.0	1591306.0	1835727.0	1737522.0	595739.0	1832816.0	1814401.0	1266056.0
NielsenHB_2014__O2_UC59_0__bin.13	2153949.0	2230744.0	2407250.0	1583098.0	2229404.0	2302799.0	2266398.0	1796326.0	2447598.0	2088590.0	2416099.0	2339455.0	2270408.0	1620014.0	1484014.0	2401765.0	822750.0	1976893.0	1184538.0	2124890.0	1722103.0	4487269.0	1491158.0	2387483.0	2237231.0	2295659.0	1307758.0	2376590.0	2142771.0	1849671.0	2199692.0	1656183.0	1686011.0	2229813.0	2287022.0	2256465.0	1851043.0	1884580.0	1295719.0	2173637.0	2211646.0	1576345.0	2040682.0	2366176.0	2229205.0	1092912.0	2304741.0	2344607.0	1476797.0
ZeeviD_2015__PNP_Main_717__bin.24	1334736.0	1589652.0	1725346.0	1614601.0	1579600.0	1619111.0	1585741.0	1056407.0	1690543.0	1381189.0	1663699.0	1691456.0	1621601.0	864242.0	1471925.0	1675644.0	900510.0	1227838.0	1264231.0	1327696.0	964868.0	1491158.0	1828872.0	1718990.0	1554443.0	1616236.0	785112.0	1643534.0	1484714.0	1047588.0	1561126.0	1031343.0	1113888.0	1555520.0	1615490.0	1602939.0	1128614.0	1278363.0	1320027.0	1516576.0	1533897.0	871499.0	1431577.0	1650366.0	1589115.0	1173152.0	1543094.0	1644602.0	839980.0
ZeeviD_2015__PNP_Main_418__bin.50	2273065.0	2440362.0	2618147.0	1742681.0	2384872.0	2523528.0	2435273.0	1863269.0	2625364.0	2167788.0	2586878.0	2565926.0	2460088.0	1653708.0	1653390.0	2588827.0	973831.0	2060222.0	1351065.0	2222194.0	1776952.0	2387483.0	1718990.0	3035953.0	2400029.0	2472176.0	1341656.0	2567959.0	2296170.0	1888530.0	2372609.0	1760612.0	1756615.0	2395632.0	2440508.0	2434806.0	1940983.0	2024660.0	1459663.0	2353382.0	2369562.0	1632186.0	2154818.0	2512485.0	2409279.0	1270830.0	2393246.0	2527085.0	1500497.0
ZeeviD_2015__PNP_Main_528__bin.27	2147549.0	2502368.0	2511304.0	1656283.0	2442519.0	2512131.0	2352356.0	1896646.0	2424006.0	2112405.0	2430956.0	2508275.0	2373703.0	1780370.0	1615721.0	2451014.0	894276.0	2135953.0	1296428.0	2126251.0	1945207.0	2237231.0	1554443.0	2400029.0	3708972.0	2424571.0	1357000.0	2378111.0	2375889.0	1830946.0	2255475.0	1705276.0	1708210.0	2344339.0	2383537.0	2342575.0	1987365.0	2004135.0	1407450.0	2374254.0	2416755.0	1748930.0	2069312.0	2448279.0	2288968.0	1211369.0	2529805.0	2427024.0	1492382.0
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.102	2136568.0	2438842.0	2541100.0	1684090.0	2390233.0	2471203.0	2406889.0	1876772.0	2448031.0	2153828.0	2456377.0	2505434.0	2445878.0	1700046.0	1702686.0	2527604.0	1053892.0	2053676.0	1370517.0	2099091.0	1814212.0	2295659.0	1616236.0	2472176.0	2424571.0	2891025.0	1361538.0	2440653.0	2313403.0	1831790.0	2318848.0	1707650.0	1743853.0	2381459.0	2434545.0	2420127.0	1959599.0	2046309.0	1501697.0	2351808.0	2409455.0	1639803.0	2159718.0	2497799.0	2364448.0	1286060.0	2409342.0	2491615.0	1499786.0
LiSS_2016__FAT_024-22-0-0__bin.41	1252395.0	1334849.0	1396660.0	828277.0	1347881.0	1362045.0	1345703.0	1126835.0	1358633.0	1252428.0	1369961.0	1399192.0	1345502.0	1093794.0	814618.0	1392268.0	383998.0	1230776.0	604505.0	1267861.0	1116447.0	1307758.0	785112.0	1341656.0	1357000.0	1361538.0	1530235.0	1360216.0	1321324.0	1139109.0	1305602.0	1045492.0	1045812.0	1355296.0	1358817.0	1333981.0	1170079.0	1186755.0	689372.0	1331429.0	1343901.0	1048964.0	1220733.0	1374191.0	1323259.0	575377.0	1363629.0	1375207.0	951758.0
ZeeviD_2015__PNP_Main_673__bin.1	2274838.0	2389561.0	2595479.0	1804028.0	2414376.0	2480792.0	2425424.0	1884927.0	2567005.0	2182422.0	2634504.0	2527289.0	2448449.0	1688570.0	1650615.0	2572371.0	937034.0	2070987.0	1334023.0	2233468.0	1812610.0	2376590.0	1643534.0	2567959.0	2378111.0	2440653.0	1360216.0	2914114.0	2284514.0	1931547.0	2364641.0	1730249.0	1789170.0	2396173.0	2466555.0	2440223.0	1971906.0	2007163.0	1452599.0	2329547.0	2374779.0	1652285.0	2157041.0	2507902.0	2400020.0	1233740.0	2397882.0	2501608.0	1519938.0
ChengpingW_2017__AS106raw__bin.10	2030468.0	2360721.0	2395426.0	1586790.0	2251271.0	2367058.0	2241379.0	1786487.0	2330419.0	2043956.0	2321878.0	2398965.0	2266865.0	1662398.0	1620222.0	2389054.0	887812.0	1957449.0	1269308.0	1984120.0	1756454.0	2142771.0	1484714.0	2296170.0	2375889.0	2313403.0	1321324.0	2284514.0	3756312.0	1712050.0	2148165.0	1586260.0	1667048.0	2245980.0	2261780.0	2257998.0	1873730.0	1913492.0	1376902.0	2286249.0	2340469.0	1600888.0	1988092.0	2360600.0	2189314.0	1194861.0	2346968.0	2338269.0	1432697.0
ZeeviD_2015__PNP_Main_409__bin.34	1946862.0	1772363.0	1908474.0	1042051.0	1830193.0	1880600.0	1820114.0	1731641.0	1965411.0	1674356.0	1945796.0	1895126.0	1871674.0	1684583.0	976262.0	1907639.0	287660.0	1868152.0	674924.0	1945175.0	1815779.0	1849671.0	1047588.0	1888530.0	1830946.0	1831790.0	1139109.0	1931547.0	1712050.0	2052173.0	1815589.0	1698517.0	1440237.0	1794558.0	1826461.0	1873208.0	1687728.0	1607361.0	793229.0	1746417.0	1759353.0	1659747.0	1663596.0	1887439.0	1833332.0	601723.0	1805710.0	1840507.0	1290430.0
NielsenHB_2014__MH0134__bin.38	2119525.0	2262561.0	2447690.0	1631622.0	2252035.0	2343583.0	2313594.0	1811959.0	2392929.0	2128242.0	2417879.0	2403191.0	2304212.0	1640902.0	1547470.0	2409020.0	890551.0	1967392.0	1260039.0	2087540.0	1722017.0	2199692.0	1561126.0	2372609.0	2255475.0	2318848.0	1305602.0	2364641.0	2148165.0	1815589.0	2709184.0	1641888.0	1683459.0	2302759.0	2319797.0	2318831.0	1866518.0	1947478.0	1370169.0	2210191.0	2250508.0	1551386.0	2051498.0	2419230.0	2497967.0	1174148.0	2272747.0	2395360.0	1454862.0
NielsenHB_2014__MH0122__bin.5	1678093.0	1665775.0	1915406.0	920635.0	1696979.0	1726259.0	1751925.0	1559993.0	1718225.0	1556802.0	1736485.0	1751234.0	1738219.0	1527812.0	902235.0	1729576.0	268891.0	1709971.0	614307.0	1678239.0	1640840.0	1656183.0	1031343.0	1760612.0	1705276.0	1707650.0	1045492.0	1730249.0	1586260.0	1698517.0	1641888.0	1928793.0	1363518.0	1657744.0	1736910.0	1783265.0	1507907.0	1471073.0	744363.0	1660866.0	1632549.0	1540883.0	1532292.0	1808228.0	1665162.0	574017.0	1690338.0	1724968.0	1193519.0
ZeeviD_2015__PNP_Main_109__bin.15	1618783.0	1691335.0	1794484.0	1124210.0	1723832.0	1778410.0	1740422.0	1401225.0	1771305.0	1591536.0	1806133.0	1775847.0	1717862.0	1322801.0	1114369.0	1784838.0	539522.0	1555313.0	838556.0	1614286.0	1382531.0	1686011.0	1113888.0	1756615.0	1708210.0	1743853.0	1045812.0	1789170.0	1667048.0	1440237.0	1683459.0	1363518.0	1895377.0	1738139.0	1752194.0	1752524.0	1468356.0	1474489.0	944908.0	1684183.0	1705644.0	1306589.0	1641629.0	1763564.0	1706932.0	798414.0	1738767.0	1772524.0	1169065.0
VogtmannE_2016__MMRS11288076ST-27-0-0__bin.34	2103548.0	2336866.0	2459583.0	1619294.0	2363264.0	2434733.0	2382928.0	1812763.0	2402927.0	2160861.0	2418104.0	2458143.0	2346094.0	1685966.0	1609152.0	2502005.0	930751.0	2003507.0	1323055.0	2074748.0	1763929.0	2229813.0	1555520.0	2395632.0	2344339.0	2381459.0	1355296.0	2396173.0	2245980.0	1794558.0	2302759.0	1657744.0	1738139.0	2743023.0	2356647.0	2331980.0	1932897.0	1960708.0	1408612.0	2286104.0	2336922.0	1605727.0	2072909.0	2442781.0	2330935.0	1226003.0	2337248.0	2469075.0	1477507.0
ZellerG_2014__CCIS81887263ST-4-0__bin.85	2150742.0	2366313.0	2544250.0	1704711.0	2391112.0	2448539.0	2410308.0	1856389.0	2454316.0	2168468.0	2470960.0	2508748.0	2449457.0	1687112.0	1641047.0	2511725.0	954824.0	2035076.0	1375862.0	2124994.0	1771738.0	2287022.0	1615490.0	2440508.0	2383537.0	2434545.0	1358817.0	2466555.0	2261780.0	1826461.0	2319797.0	1736910.0	1752194.0	2356647.0	2777968.0	2377610.0	1982717.0	1986486.0	1456134.0	2306771.0	2329474.0	1609443.0	2097517.0	2446603.0	2354427.0	1250208.0	2366871.0	2466789.0	1472949.0
ZellerG_2014__CCIS70398272ST-4-0__bin.48	2112594.0	2348009.0	2672293.0	1659048.0	2345372.0	2450345.0	2357702.0	1856617.0	2483666.0	2148075.0	2504321.0	2510763.0	2455789.0	1683315.0	1653068.0	2487019.0	931419.0	1992263.0	1310344.0	2088930.0	1792682.0	2256465.0	1602939.0	2434806.0	2342575.0	2420127.0	1333981.0	2440223.0	2257998.0	1873208.0	2318831.0	1783265.0	1752524.0	2331980.0	2377610.0	2808222.0	1903875.0	1993197.0	1417748.0	2277590.0	2314326.0	1619842.0	2117781.0	2618322.0	2343464.0	1223243.0	2415167.0	2462748.0	1467500.0
