	LoombaR_2017__SID5639_uuc__bin.25	QinJ_2012__DLM023__bin.11	HeQ_2017__SZAXPI029486-84__bin.31	ZellerG_2014__CCIS12656533ST-4-0__bin.24	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.53	YuJ_2015__SZAXPI015254-45__bin.34	XieH_2016__YSZC12003_36694__bin.65	YuJ_2015__SZAXPI017589-133__bin.23	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.39	FengQ_2015__SID532749__bin.5	LiJ_2014__V1.CD46-0__bin.5	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	VincentC_2016__MM098.1__bin.15	VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	CosteaPI_2017__SID713A037-11-0-0__bin.65	HeQ_2017__RSZAXPI003105-143__bin.24	LiJ_2014__MH0382__bin.18	LoombaR_2017__SID5450_zsn__bin.39	XieH_2016__YSZC12003_37179__bin.9	LeChatelierE_2013__MH0203__bin.97	VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	XieH_2016__YSZC12003_37283__bin.52	FengQ_2015__SID531128__bin.57	NielsenHB_2014__V1_UC35_4__bin.19	GeversD_2014__SKBSTL068__bin.18	XieH_2016__YSZC12003_36697__bin.49	QinN_2014__LV-22__bin.2	ZellerG_2014__CCIS41288781ST-4-0__bin.26	LiSS_2016__FAT_024-22-84-0__bin.30	NielsenHB_2014__O2_UC48_0__bin.20	NielsenHB_2014__V1_UC55_4__bin.39	ZellerG_2014__CCMD26709089ST-21-0__bin.20	WenC_2017__N019__bin.26	ZellerG_2014__CCIS82146115ST-4-0__bin.24	LeChatelierE_2013__MH0166__bin.17	LeChatelierE_2013__MH0251__bin.60	GeversD_2014__SKBSTL059__bin.9	Obregon-TitoAJ_2015__NO21__bin.46	HeQ_2017__RSZAXPI003080-114__bin.32	XieH_2016__YSZC12003_37284__bin.11	NielsenHB_2014__V1_UC55_0__bin.53	HMP_2012__SRS015264__bin.41	HeQ_2017__RSZAXPI003101-139__bin.39	LiJ_2014__V1.FI10__bin.12
LiJ_2014__V1.CD46-0__bin.5	1923156.0	1504895.0	2107417.0	1912254.0	1228040.0	2037280.0	1972015.0	1010347.0	1765299.0	1135790.0	2369788.0	2072214.0	1405812.0	1858955.0	2097373.0	1395241.0	1426666.0	1437244.0	1036429.0	2058958.0	1985895.0	2052986.0	1741597.0	1975569.0	1960861.0	1328467.0	2024048.0	2082905.0	1686328.0	2038708.0	2048902.0	1900977.0	1692485.0	1738250.0	1047736.0	1340581.0	1758925.0	1265275.0	1859783.0	1167923.0	2056212.0	2066088.0	2019626.0	2032766.0
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	2064137.0	1639202.0	2226515.0	1988056.0	1313423.0	2326169.0	2099317.0	1098131.0	1828045.0	1125867.0	2072214.0	2592073.0	1463162.0	1999554.0	2247222.0	1529225.0	1495643.0	1555356.0	1076674.0	2208334.0	2045597.0	2186780.0	1848244.0	2156159.0	2110824.0	1333435.0	2293858.0	2280505.0	1786032.0	2172648.0	2211303.0	2110151.0	1746042.0	1937776.0	1132089.0	1439780.0	1778268.0	1389364.0	1901009.0	1249235.0	2202894.0	2241550.0	2187585.0	2151286.0
VincentC_2016__MM098.1__bin.15	1373145.0	1099768.0	1489563.0	1348564.0	1082790.0	1412333.0	1388258.0	962416.0	1274889.0	582535.0	1405812.0	1463162.0	1675289.0	1284450.0	1512517.0	1281805.0	990862.0	1017126.0	985833.0	1476459.0	1373078.0	1459499.0	1218987.0	1412282.0	1397844.0	745935.0	1455906.0	1490572.0	1186966.0	1430665.0	1453184.0	1312379.0	1159525.0	1244140.0	779879.0	943568.0	1348193.0	938249.0	1255545.0	823990.0	1455893.0	1480499.0	1450937.0	1460958.0
VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	1786925.0	1468207.0	1936009.0	1806304.0	1204569.0	1970703.0	1861234.0	994413.0	1623972.0	1067136.0	1858955.0	1999554.0	1284450.0	2197489.0	1980526.0	1276102.0	1385005.0	1409283.0	962212.0	1978163.0	1830615.0	1935042.0	1695879.0	1874683.0	1861284.0	1264562.0	2000605.0	1973800.0	1652348.0	1930098.0	1958372.0	1863809.0	1606360.0	1689206.0	1030182.0	1322188.0	1575177.0	1243525.0	1764689.0	1143504.0	1953032.0	1941421.0	1934571.0	1929610.0
CosteaPI_2017__SID713A037-11-0-0__bin.65	2102381.0	1650270.0	2320447.0	2025871.0	1306733.0	2211527.0	2120690.0	1089462.0	1874434.0	1210080.0	2097373.0	2247222.0	1512517.0	1980526.0	3155784.0	1562953.0	1524472.0	1577220.0	1104356.0	2302857.0	2096206.0	2295882.0	1943653.0	2183091.0	2113933.0	1376352.0	2222224.0	2345979.0	1830622.0	2286034.0	2315402.0	2047801.0	1813308.0	1963494.0	1153312.0	1417199.0	1824066.0	1395010.0	1904747.0	1275714.0	2329794.0	2349687.0	2252253.0	2351197.0
HeQ_2017__RSZAXPI003105-143__bin.24	1410108.0	1082010.0	1547759.0	1328839.0	1153989.0	1508485.0	1444668.0	1055636.0	1226786.0	435936.0	1395241.0	1529225.0	1281805.0	1276102.0	1562953.0	1909054.0	1009686.0	988490.0	1082697.0	1532530.0	1421456.0	1543021.0	1238706.0	1492481.0	1452466.0	709195.0	1544297.0	1590770.0	1149049.0	1507777.0	1525341.0	1361718.0	1158515.0	1381168.0	749695.0	941456.0	1440549.0	954432.0	1262747.0	795651.0	1538216.0	1563180.0	1495797.0	1522403.0
LiJ_2014__MH0382__bin.18	1406636.0	1166367.0	1518089.0	1396441.0	886495.0	1487974.0	1465996.0	761460.0	1277447.0	844868.0	1426666.0	1495643.0	990862.0	1385005.0	1524472.0	1009686.0	1645384.0	1072967.0	732194.0	1549113.0	1430677.0	1513333.0	1311308.0	1446751.0	1434492.0	991123.0	1495320.0	1544399.0	1271886.0	1483695.0	1501869.0	1399828.0	1237782.0	1331878.0	814795.0	1025604.0	1200780.0	961793.0	1356609.0	885718.0	1499943.0	1508362.0	1497420.0	1469794.0
LoombaR_2017__SID5450_zsn__bin.39	1421192.0	1160805.0	1520847.0	1399470.0	920132.0	1536932.0	1452918.0	757089.0	1321534.0	847500.0	1437244.0	1555356.0	1017126.0	1409283.0	1577220.0	988490.0	1072967.0	1777822.0	761670.0	1553406.0	1459854.0	1537396.0	1321249.0	1511959.0	1474765.0	995974.0	1536001.0	1582014.0	1305370.0	1544703.0	1550332.0	1463777.0	1245935.0	1347356.0	824931.0	998094.0	1255368.0	996382.0	1417572.0	926784.0	1551992.0	1546250.0	1585900.0	1537892.0
XieH_2016__YSZC12003_37179__bin.9	984489.0	777232.0	1118245.0	1036129.0	1002698.0	1065212.0	1087680.0	974114.0	918067.0	360110.0	1036429.0	1076674.0	985833.0	962212.0	1104356.0	1082697.0	732194.0	761670.0	1225566.0	1078365.0	1080219.0	1099878.0	924698.0	1060575.0	1045828.0	607201.0	1066280.0	1135680.0	890170.0	1113231.0	1098849.0	984301.0	904387.0	929037.0	586585.0	726532.0	1082550.0	725416.0	1040290.0	611547.0	1135168.0	1076470.0	1072172.0	1054697.0
LeChatelierE_2013__MH0203__bin.97	2062579.0	1661343.0	2230491.0	2002621.0	1331128.0	2204265.0	2110992.0	1096185.0	1826513.0	1140298.0	2058958.0	2208334.0	1476459.0	1978163.0	2302857.0	1532530.0	1549113.0	1553406.0	1078365.0	2611473.0	2082445.0	2241766.0	1892320.0	2130565.0	2103963.0	1374391.0	2215470.0	2332375.0	1806936.0	2191977.0	2222461.0	2033230.0	1767582.0	1975641.0	1139101.0	1408883.0	1786202.0	1402094.0	1934833.0	1260866.0	2223350.0	2248351.0	2244954.0	2207832.0
VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	1906115.0	1524599.0	2095808.0	1914169.0	1228270.0	2015616.0	1988386.0	1056415.0	1751363.0	1135317.0	1985895.0	2045597.0	1373078.0	1830615.0	2096206.0	1421456.0	1430677.0	1459854.0	1080219.0	2082445.0	2229795.0	2082754.0	1768878.0	1980451.0	1966668.0	1331482.0	2005447.0	2085891.0	1715942.0	2066828.0	2097035.0	1886722.0	1685448.0	1766342.0	1076883.0	1337731.0	1725809.0	1289875.0	1855242.0	1186316.0	2091791.0	2084323.0	2037144.0	2036649.0
XieH_2016__YSZC12003_37283__bin.52	2037639.0	1608307.0	2218827.0	1995576.0	1279898.0	2159670.0	2075974.0	1107465.0	1821450.0	1158749.0	2052986.0	2186780.0	1459499.0	1935042.0	2295882.0	1543021.0	1513333.0	1537396.0	1099878.0	2241766.0	2082754.0	2540579.0	1873668.0	2097520.0	2052275.0	1364457.0	2165874.0	2253188.0	1798860.0	2231270.0	2272562.0	1973972.0	1760737.0	1887171.0	1115366.0	1398800.0	1791632.0	1372495.0	1933045.0	1240798.0	2259740.0	2221915.0	2178879.0	2197836.0
FengQ_2015__SID531128__bin.57	1714863.0	1401598.0	1870389.0	1732100.0	1100027.0	1813343.0	1806020.0	892365.0	1572530.0	1002643.0	1741597.0	1848244.0	1218987.0	1695879.0	1943653.0	1238706.0	1311308.0	1321249.0	924698.0	1892320.0	1768878.0	1873668.0	2102921.0	1806331.0	1732024.0	1186342.0	1824199.0	1937813.0	1579877.0	1905093.0	1899812.0	1705508.0	1551179.0	1591556.0	972947.0	1207934.0	1496325.0	1190102.0	1630451.0	1102844.0	1931913.0	1879749.0	1837720.0	1885907.0
NielsenHB_2014__V1_UC35_4__bin.19	1989435.0	1593895.0	2176388.0	1917786.0	1296695.0	2114854.0	2014396.0	1055436.0	1759946.0	1074897.0	1975569.0	2156159.0	1412282.0	1874683.0	2183091.0	1492481.0	1446751.0	1511959.0	1060575.0	2130565.0	1980451.0	2097520.0	1806331.0	2420083.0	2019502.0	1285681.0	2145567.0	2195861.0	1717356.0	2083224.0	2094657.0	1976377.0	1692071.0	1878658.0	1081720.0	1367682.0	1724918.0	1345727.0	1837903.0	1210317.0	2102414.0	2183049.0	2095571.0	2097031.0
GeversD_2014__SKBSTL068__bin.18	1974455.0	1576830.0	2093049.0	1875519.0	1254479.0	2065387.0	1979710.0	1049677.0	1720910.0	1088512.0	1960861.0	2110824.0	1397844.0	1861284.0	2113933.0	1452466.0	1434492.0	1474765.0	1045828.0	2103963.0	1966668.0	2052275.0	1732024.0	2019502.0	2309967.0	1294094.0	2085150.0	2127093.0	1705232.0	2058612.0	2074346.0	1934614.0	1687285.0	1820384.0	1080530.0	1343042.0	1701218.0	1344107.0	1825404.0	1201903.0	2070451.0	2116579.0	2068909.0	2048133.0
XieH_2016__YSZC12003_36697__bin.49	1250707.0	1040275.0	1374016.0	1321796.0	766454.0	1308947.0	1322483.0	573424.0	1139767.0	1094361.0	1328467.0	1333435.0	745935.0	1264562.0	1376352.0	709195.0	991123.0	995974.0	607201.0	1374391.0	1331482.0	1364457.0	1186342.0	1285681.0	1294094.0	1508633.0	1300179.0	1376533.0	1208979.0	1349688.0	1365833.0	1272821.0	1172040.0	1148879.0	738679.0	901593.0	1010392.0	880677.0	1340350.0	833274.0	1364895.0	1344415.0	1346928.0	1313642.0
QinN_2014__LV-22__bin.2	2050841.0	1629406.0	2189938.0	1961355.0	1309256.0	2259555.0	2057161.0	1090320.0	1776733.0	1074239.0	2024048.0	2293858.0	1455906.0	2000605.0	2222224.0	1544297.0	1495320.0	1536001.0	1066280.0	2215470.0	2005447.0	2165874.0	1824199.0	2145567.0	2085150.0	1300179.0	2610046.0	2268178.0	1756849.0	2144662.0	2179064.0	2091169.0	1720507.0	1969812.0	1108428.0	1400729.0	1742431.0	1381439.0	1879212.0	1235321.0	2176624.0	2219027.0	2181829.0	2137563.0
ZellerG_2014__CCIS41288781ST-4-0__bin.26	2141948.0	1709429.0	2304520.0	2024410.0	1327128.0	2258049.0	2166425.0	1104716.0	1842810.0	1145935.0	2082905.0	2280505.0	1490572.0	1973800.0	2345979.0	1590770.0	1544399.0	1582014.0	1135680.0	2332375.0	2085891.0	2253188.0	1937813.0	2195861.0	2127093.0	1376533.0	2268178.0	2814838.0	1814643.0	2231968.0	2234219.0	2092854.0	1812573.0	2029023.0	1137422.0	1416615.0	1783256.0	1448460.0	1925071.0	1307524.0	2276524.0	2306568.0	2255788.0	2232460.0
LiSS_2016__FAT_024-22-84-0__bin.30	1658320.0	1356522.0	1801165.0	1693631.0	1063830.0	1731994.0	1728350.0	879507.0	1534034.0	1042853.0	1686328.0	1786032.0	1186966.0	1652348.0	1830622.0	1149049.0	1271886.0	1305370.0	890170.0	1806936.0	1715942.0	1798860.0	1579877.0	1717356.0	1705232.0	1208979.0	1756849.0	1814643.0	1974349.0	1783045.0	1800996.0	1655848.0	1518030.0	1519743.0	957105.0	1177553.0	1443770.0	1154910.0	1625410.0	1085764.0	1797827.0	1796261.0	1772985.0	1772112.0
NielsenHB_2014__O2_UC48_0__bin.20	2029751.0	1586016.0	2196080.0	1983167.0	1260341.0	2174019.0	2096525.0	1075807.0	1811126.0	1155183.0	2038708.0	2172648.0	1430665.0	1930098.0	2286034.0	1507777.0	1483695.0	1544703.0	1113231.0	2191977.0	2066828.0	2231270.0	1905093.0	2083224.0	2058612.0	1349688.0	2144662.0	2231968.0	1783045.0	2526089.0	2459428.0	2012306.0	1776857.0	1891673.0	1133883.0	1391275.0	1777612.0	1373522.0	1892735.0	1251007.0	2522942.0	2212436.0	2153476.0	2181560.0
NielsenHB_2014__V1_UC55_4__bin.39	2058388.0	1608713.0	2212857.0	1995355.0	1276175.0	2194202.0	2093738.0	1089890.0	1821232.0	1157847.0	2048902.0	2211303.0	1453184.0	1958372.0	2315402.0	1525341.0	1501869.0	1550332.0	1098849.0	2222461.0	2097035.0	2272562.0	1899812.0	2094657.0	2074346.0	1365833.0	2179064.0	2234219.0	1800996.0	2459428.0	2630362.0	2020393.0	1762503.0	1909731.0	1129665.0	1404059.0	1815640.0	1370200.0	1913720.0	1231777.0	2505054.0	2257722.0	2179025.0	2224156.0
ZellerG_2014__CCMD26709089ST-21-0__bin.20	1877016.0	1519650.0	2022191.0	1829763.0	1188643.0	2135314.0	1914691.0	986715.0	1658086.0	1078393.0	1900977.0	2110151.0	1312379.0	1863809.0	2047801.0	1361718.0	1399828.0	1463777.0	984301.0	2033230.0	1886722.0	1973972.0	1705508.0	1976377.0	1934614.0	1272821.0	2091169.0	2092854.0	1655848.0	2012306.0	2020393.0	2319350.0	1624170.0	1792397.0	1048730.0	1328751.0	1603998.0	1285405.0	1751562.0	1167081.0	2028431.0	2032221.0	2024961.0	1962437.0
WenC_2017__N019__bin.26	1636242.0	1339873.0	1787783.0	1670711.0	1043386.0	1694388.0	1703235.0	851960.0	1486976.0	989573.0	1692485.0	1746042.0	1159525.0	1606360.0	1813308.0	1158515.0	1237782.0	1245935.0	904387.0	1767582.0	1685448.0	1760737.0	1551179.0	1692071.0	1687285.0	1172040.0	1720507.0	1812573.0	1518030.0	1776857.0	1762503.0	1624170.0	1952099.0	1502110.0	947002.0	1174354.0	1434428.0	1145242.0	1575140.0	1045939.0	1786177.0	1793377.0	1721807.0	1743339.0
ZellerG_2014__CCIS82146115ST-4-0__bin.24	1842003.0	1452655.0	1940629.0	1710223.0	1128695.0	1950929.0	1811727.0	963988.0	1577002.0	968770.0	1738250.0	1937776.0	1244140.0	1689206.0	1963494.0	1381168.0	1331878.0	1347356.0	929037.0	1975641.0	1766342.0	1887171.0	1591556.0	1878658.0	1820384.0	1148879.0	1969812.0	2029023.0	1519743.0	1891673.0	1909731.0	1792397.0	1502110.0	2342004.0	1012577.0	1234776.0	1513704.0	1232730.0	1625610.0	1094811.0	1909232.0	1935391.0	1908439.0	1870932.0
LeChatelierE_2013__MH0166__bin.17	1055227.0	875674.0	1128331.0	1063825.0	692334.0	1121065.0	1080067.0	592055.0	993592.0	609082.0	1047736.0	1132089.0	779879.0	1030182.0	1153312.0	749695.0	814795.0	824931.0	586585.0	1139101.0	1076883.0	1115366.0	972947.0	1081720.0	1080530.0	738679.0	1108428.0	1137422.0	957105.0	1133883.0	1129665.0	1048730.0	947002.0	1012577.0	1257330.0	796923.0	919977.0	750003.0	1027231.0	701248.0	1125638.0	1118639.0	1123598.0	1103483.0
LeChatelierE_2013__MH0251__bin.60	1285129.0	1086251.0	1394440.0	1304308.0	886229.0	1402199.0	1345695.0	732789.0	1191820.0	747544.0	1340581.0	1439780.0	943568.0	1322188.0	1417199.0	941456.0	1025604.0	998094.0	726532.0	1408883.0	1337731.0	1398800.0	1207934.0	1367682.0	1343042.0	901593.0	1400729.0	1416615.0	1177553.0	1391275.0	1404059.0	1328751.0	1174354.0	1234776.0	796923.0	1565926.0	1151257.0	901550.0	1276107.0	830435.0	1398774.0	1403278.0	1407115.0	1373333.0
GeversD_2014__SKBSTL059__bin.9	1632677.0	1278313.0	1837811.0	1627382.0	1184335.0	1737596.0	1707395.0	1058886.0	1496595.0	811699.0	1758925.0	1778268.0	1348193.0	1575177.0	1824066.0	1440549.0	1200780.0	1255368.0	1082550.0	1786202.0	1725809.0	1791632.0	1496325.0	1724918.0	1701218.0	1010392.0	1742431.0	1783256.0	1443770.0	1777612.0	1815640.0	1603998.0	1434428.0	1513704.0	919977.0	1151257.0	2003419.0	1111206.0	1540900.0	979035.0	1812957.0	1811874.0	1747706.0	1771241.0
Obregon-TitoAJ_2015__NO21__bin.46	1328864.0	1065280.0	1397185.0	1268955.0	848637.0	1360614.0	1339439.0	691368.0	1150603.0	722737.0	1265275.0	1389364.0	938249.0	1243525.0	1395010.0	954432.0	961793.0	996382.0	725416.0	1402094.0	1289875.0	1372495.0	1190102.0	1345727.0	1344107.0	880677.0	1381439.0	1448460.0	1154910.0	1373522.0	1370200.0	1285405.0	1145242.0	1232730.0	750003.0	901550.0	1111206.0	1629174.0	1219322.0	843906.0	1390271.0	1400602.0	1374642.0	1356694.0
HeQ_2017__RSZAXPI003080-114__bin.32	1730228.0	1440591.0	1900764.0	1810886.0	1218229.0	1869110.0	1842185.0	1054781.0	1609320.0	1121408.0	1859783.0	1901009.0	1255545.0	1764689.0	1904747.0	1262747.0	1356609.0	1417572.0	1040290.0	1934833.0	1855242.0	1933045.0	1630451.0	1837903.0	1825404.0	1340350.0	1879212.0	1925071.0	1625410.0	1892735.0	1913720.0	1751562.0	1575140.0	1625610.0	1027231.0	1276107.0	1540900.0	1219322.0	2092125.0	1135070.0	1912057.0	1881007.0	2002340.0	1856290.0
XieH_2016__YSZC12003_37284__bin.11	1159653.0	984254.0	1247469.0	1159069.0	746612.0	1234682.0	1214166.0	594111.0	1065273.0	724449.0	1167923.0	1249235.0	823990.0	1143504.0	1275714.0	795651.0	885718.0	926784.0	611547.0	1260866.0	1186316.0	1240798.0	1102844.0	1210317.0	1201903.0	833274.0	1235321.0	1307524.0	1085764.0	1251007.0	1231777.0	1167081.0	1045939.0	1094811.0	701248.0	830435.0	979035.0	843906.0	1135070.0	1411051.0	1254358.0	1242220.0	1246136.0	1217396.0
NielsenHB_2014__V1_UC55_0__bin.53	2052265.0	1604030.0	2212125.0	2002495.0	1278509.0	2195690.0	2116854.0	1099941.0	1818753.0	1156395.0	2056212.0	2202894.0	1455893.0	1953032.0	2329794.0	1538216.0	1499943.0	1551992.0	1135168.0	2223350.0	2091791.0	2259740.0	1931913.0	2102414.0	2070451.0	1364895.0	2176624.0	2276524.0	1797827.0	2522942.0	2505054.0	2028431.0	1786177.0	1909232.0	1125638.0	1398774.0	1812957.0	1390271.0	1912057.0	1254358.0	2641888.0	2243238.0	2181055.0	2214841.0
HMP_2012__SRS015264__bin.41	2089627.0	1652590.0	2302929.0	1989439.0	1318397.0	2205569.0	2111118.0	1087659.0	1841546.0	1127229.0	2066088.0	2241550.0	1480499.0	1941421.0	2349687.0	1563180.0	1508362.0	1546250.0	1076470.0	2248351.0	2084323.0	2221915.0	1879749.0	2183049.0	2116579.0	1344415.0	2219027.0	2306568.0	1796261.0	2212436.0	2257722.0	2032221.0	1793377.0	1935391.0	1118639.0	1403278.0	1811874.0	1400602.0	1881007.0	1242220.0	2243238.0	2514911.0	2192447.0	2238400.0
