	LoombaR_2017__SID5639_uuc__bin.25	QinJ_2012__DLM023__bin.11	HeQ_2017__SZAXPI029486-84__bin.31	ZellerG_2014__CCIS12656533ST-4-0__bin.24	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.53	YuJ_2015__SZAXPI015254-45__bin.34	XieH_2016__YSZC12003_36694__bin.65	YuJ_2015__SZAXPI017589-133__bin.23	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.39	FengQ_2015__SID532749__bin.5	LiJ_2014__V1.CD46-0__bin.5	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	VincentC_2016__MM098.1__bin.15	VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	CosteaPI_2017__SID713A037-11-0-0__bin.65	HeQ_2017__RSZAXPI003105-143__bin.24	LiJ_2014__MH0382__bin.18	LoombaR_2017__SID5450_zsn__bin.39	XieH_2016__YSZC12003_37179__bin.9	LeChatelierE_2013__MH0203__bin.97	VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	XieH_2016__YSZC12003_37283__bin.52	FengQ_2015__SID531128__bin.57	NielsenHB_2014__V1_UC35_4__bin.19	GeversD_2014__SKBSTL068__bin.18	XieH_2016__YSZC12003_36697__bin.49	QinN_2014__LV-22__bin.2	ZellerG_2014__CCIS41288781ST-4-0__bin.26	LiSS_2016__FAT_024-22-84-0__bin.30	NielsenHB_2014__O2_UC48_0__bin.20	NielsenHB_2014__V1_UC55_4__bin.39	ZellerG_2014__CCMD26709089ST-21-0__bin.20	WenC_2017__N019__bin.26	ZellerG_2014__CCIS82146115ST-4-0__bin.24	LeChatelierE_2013__MH0166__bin.17	LeChatelierE_2013__MH0251__bin.60	GeversD_2014__SKBSTL059__bin.9	Obregon-TitoAJ_2015__NO21__bin.46	HeQ_2017__RSZAXPI003080-114__bin.32	XieH_2016__YSZC12003_37284__bin.11	NielsenHB_2014__V1_UC55_0__bin.53	HMP_2012__SRS015264__bin.41	HeQ_2017__RSZAXPI003101-139__bin.39	LiJ_2014__V1.FI10__bin.12
LiJ_2014__V1.CD46-0__bin.5	0.7924637140537465	0.6191528524914465	0.8679088593578835	0.7871227299657184	0.5024335510180657	0.8321917403582092	0.8124005185273957	0.41386824475438305	0.7260231716929954	0.4665033327875743	1.0	0.8456697392340581	0.579564501128371	0.7597063534797206	0.8635388482007673	0.5752797296635817	0.5869043981993326	0.5884003126018024	0.4276015407285377	0.8477074742550811	0.8169983981689503	0.8454621257260143	0.7169269993771595	0.8065455644133568	0.8101530601049546	0.5462024451132337	0.8236736788269668	0.8573686760165887	0.6937823130170293	0.8390353905075053	0.8433762851360544	0.7770387055719752	0.69577320840514	0.7151825395351821	0.4308026709562206	0.5474042403793082	0.725813870270252	0.5209689643124196	0.761786708346907	0.4803902289993873	0.8463546106233976	0.8508292724918853	0.8275533507638658	0.8365685031741236
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	0.7711966445389463	0.6117628631601039	0.8321991703165766	0.7423575647753747	0.4930146643246544	0.8721799115997119	0.7845866995258236	0.411915868110196	0.6820892004198956	0.41897238233645423	0.773148750054493	1.0	0.54745834704501	0.7495734109340284	0.8389736708804112	0.5723388191613431	0.5583017916547875	0.5784671187887069	0.4033312333410363	0.8249042368791312	0.7628859218085293	0.8167636482460178	0.6902193726797047	0.8055633464026669	0.7876440979864379	0.49680660999902393	0.8558451093005482	0.8520315592963624	0.6663188112371835	0.8114107897424185	0.8256071491813695	0.7910919175501615	0.6508281209672722	0.7236929669804825	0.42236078999318305	0.5386873749311845	0.6633242968079988	0.5191269690321222	0.7074492114998304	0.46573186789106635	0.8225458928047165	0.837827869816938	0.814994407950702	0.803214647118349
VincentC_2016__MM098.1__bin.15	0.802563020469901	0.6427261206872367	0.8724548421197775	0.7879756865830313	0.6280761110471089	0.8190282393067704	0.81246578948468	0.5587644877988216	0.7490307642442587	0.34136020710456527	0.8198257136529877	0.847049076308625	1.0	0.7449878797031437	0.8850234198398008	0.7502007116384098	0.5787520839687958	0.5900390917626749	0.5769971628775692	0.8634516193922362	0.8012987609898948	0.853744040580461	0.7130119042147354	0.8176714584767165	0.8152402361622384	0.4357779463722379	0.8406072026975645	0.8709267475641517	0.6941500839556637	0.8367577176236458	0.8498432210800644	0.7614996576710048	0.6775989098000404	0.7267719181585983	0.4553333783006992	0.5465618170954385	0.7866165181052344	0.5484331360141443	0.7296932051723614	0.48140291018445175	0.8514041457921588	0.8664039458266604	0.8433058415592772	0.8540812958241831
VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	0.7884480877947512	0.6470717259563075	0.8543660514341597	0.7967097901286423	0.534250683393637	0.876950009761141	0.8217633853912353	0.4430279286949787	0.7160613773265759	0.46930064268808624	0.8192728154725689	0.8841677933313887	0.5679527861117848	1.0	0.8739447614982373	0.5642394569438118	0.6108558450121935	0.6190679452775418	0.4258660680440266	0.8729936759637932	0.806578781509259	0.8540047299440406	0.7478330949551966	0.8282771836400546	0.8198807821108548	0.5567063134331958	0.8812813169940783	0.8712494123975136	0.7281624617916176	0.8509758183089882	0.8635215011315187	0.8303263406551751	0.7072786257405612	0.7451204533902104	0.4538015889954398	0.5853694830781861	0.6941140547233683	0.5485688438030861	0.7754778294680883	0.5039124200394178	0.8612370755894568	0.8568270421376398	0.8510081279132683	0.8509557954556314
CosteaPI_2017__SID713A037-11-0-0__bin.65	0.6512926740233171	0.5109170969876264	0.7202752152872314	0.6276098110643821	0.40211085422829956	0.6793224758094978	0.6581207712568414	0.3355251816981137	0.5817251751070415	0.37441377483376553	0.6484613649096389	0.6891095841793989	0.4698261984977426	0.6085600281895086	1.0	0.4852771926088731	0.4722493681443343	0.48510481072215333	0.343045658384731	0.7140041904008639	0.6488847145432007	0.7119790201103752	0.6020431056117909	0.6694609009995615	0.6534189285451729	0.42607890780864593	0.6794954914531539	0.7267259102650878	0.5676291533260831	0.708195174321183	0.7172578985126992	0.6292975057862008	0.5618204541248704	0.6076772047770063	0.3573001193998068	0.43494770237760255	0.564012619368119	0.43262561696237767	0.5864900766338887	0.39494369703376403	0.7215883596595964	0.7295736970591142	0.693504688533816	0.7339415498652633
HeQ_2017__RSZAXPI003105-143__bin.24	0.7231466475018518	0.5549696341748321	0.7951074196958284	0.6808393057503873	0.5869545858838986	0.7683103778101615	0.7420224886252563	0.5374321522597056	0.6294222164485657	0.22339650947537368	0.7141186158170486	0.7771095003074822	0.6583381088224849	0.6494892234583202	0.8021931281147626	1.0	0.5178575357218811	0.5037353579312057	0.5562231345996499	0.7863234879683865	0.7282313648540062	0.7914003480257761	0.6353371879475384	0.7578879382144246	0.7426704535335302	0.36371312702521774	0.7825488435633565	0.8155447671988324	0.5890991035350494	0.7730692793394005	0.7819076883105455	0.6936487914956831	0.5933368045115539	0.7084383155217191	0.3842269521972663	0.4783149140883391	0.7368670556202183	0.4896241803532011	0.643642872333627	0.4076317380231256	0.7886303897113439	0.8022135570811512	0.7628867491438167	0.780690331441646
LiJ_2014__MH0382__bin.18	0.8354639403324695	0.6921958643088787	0.9021875744507057	0.8293328487453385	0.5228645714313498	0.8765011693319007	0.8717174835783015	0.44967861605558335	0.7585803678654952	0.5011717629440908	0.8452975110977133	0.8795266029085004	0.5892709543790386	0.8158271868451377	0.9057563462389328	0.6008433289736621	1.0	0.632861386764427	0.43560895207440936	0.9199311528494261	0.8489641323849023	0.899167610721874	0.7787963174553781	0.8511782052092399	0.849758475832997	0.588518546430499	0.8769004682189688	0.9180227837392365	0.7554558692682074	0.8813243595416024	0.8920969208403631	0.8247861897283552	0.7340736265820016	0.7916553217972218	0.4832002742217015	0.603647537596087	0.7115396770601877	0.5713377545910255	0.8005699581374318	0.525732594944402	0.890919080287641	0.896264337078761	0.8839632572092594	0.8729706864780502
LoombaR_2017__SID5450_zsn__bin.39	0.7761238189200044	0.6327264484295954	0.8303373453585342	0.7633891356952496	0.50004893628271	0.834607739132489	0.7934517628873982	0.41176225741384687	0.7210176271865236	0.4618358868323151	0.7843214900029363	0.8434078327301608	0.5560095442625865	0.7652031530715674	0.8611019550888672	0.5409191696356552	0.5857166802975776	1.0	0.41679088232680217	0.8481068408423341	0.7964554381709755	0.8391402513862467	0.7215452390621784	0.819822231921981	0.8044860509094836	0.5429092451325274	0.8311276381999998	0.8633653987857052	0.7122270958509908	0.8437278872688042	0.8467203128322184	0.7949209763407135	0.6789003623534865	0.735312646597916	0.44990274616918907	0.5409439190200144	0.6851214576037421	0.5439009079649143	0.7858087030085127	0.504974626256172	0.8475595419563938	0.8445406795505962	0.8793743130639625	0.8391475637043528
XieH_2016__YSZC12003_37179__bin.9	0.7871195839310163	0.6210085788933439	0.8940913830834081	0.8278754469363543	0.7952358338922587	0.8453465582432932	0.8694970323915645	0.7730493502593904	0.733897644027331	0.2877217546831423	0.8268220560948982	0.8530458579954079	0.7887270045024094	0.7635949430712013	0.8833290088008315	0.866424166466759	0.5848269289454832	0.6046022817212618	1.0	0.8619046220276999	0.8622334496877361	0.8797967632914099	0.7382817408446383	0.840628738068778	0.8332256279955547	0.4854287733177976	0.8421292692519211	0.9072697839202458	0.7109898610111574	0.8894812682466713	0.8790020284505281	0.7814675015462244	0.7212128926553119	0.7414166189336193	0.4685582008639274	0.5752297305897847	0.8634459506872744	0.5787448411591053	0.8269836141015661	0.49479261010830916	0.9070837474277191	0.8609899426061102	0.8522641783469842	0.8436559108199803
LeChatelierE_2013__MH0203__bin.97	0.7719321624232761	0.6221113524819134	0.8358650462784797	0.7493158075921137	0.4949731435094294	0.8185713580037014	0.7907165802594934	0.407931462435185	0.683826713889058	0.42630117179078625	0.7692543633420679	0.8187762232272744	0.5539138256455265	0.7346022723574014	0.8628245438493907	0.574822714996479	0.5796115831946185	0.5773687876535579	0.4044924071587185	1.0	0.7785621371540123	0.8397800781398084	0.7084101577921733	0.789672342007748	0.7856768957595963	0.514204435580992	0.8191629781353282	0.8731585584074582	0.6758756456605142	0.8207988365187004	0.8323187718195822	0.7551270872798608	0.6609909426595643	0.7396588055859662	0.426034272611664	0.5224909466802835	0.667422944828455	0.5249834097461471	0.7195402747797891	0.4714347037093625	0.8324485836154538	0.8423908652319974	0.8352596408233973	0.8267280573071214
VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	0.8346650701073417	0.6665949111913876	0.9179637590002668	0.8383129390818438	0.5339401155711624	0.8755490975627804	0.8708885794434018	0.46024858787467005	0.7666745149217753	0.49620391112187445	0.8682919281817387	0.8868330945221422	0.60203157689384	0.7948928040470088	0.9183534809253766	0.6234801853982093	0.6264575891505721	0.6350162234644889	0.47391083036781406	0.9118300112790637	1.0	0.912757002325326	0.7745416058426896	0.858556952544965	0.8590108059261052	0.5823459107227346	0.8671057204810309	0.9138535156819348	0.750518769662682	0.9052939844245772	0.9185292818398104	0.8197022596247637	0.7366112131384276	0.7732136810783053	0.47091234844458796	0.5803726351525589	0.754744270213181	0.5651815525642492	0.8072159099827563	0.5187010465087597	0.9163546424671326	0.912622909280898	0.886847445617198	0.8916972188026253
XieH_2016__YSZC12003_37283__bin.52	0.7838823354833682	0.6189175774498648	0.8550369817273936	0.7676801233104737	0.48920620063379255	0.8243368932829878	0.8013122205607461	0.42376363813130785	0.7015707836678174	0.445393353247429	0.7886257423996655	0.8333183105111079	0.5629693073901658	0.7386764985461975	0.8843858033936359	0.5946778273771451	0.5823381205622813	0.5872055149633214	0.42441073471834573	0.8632138579434058	0.8011012450311523	1.0	0.7211419129261479	0.799403206906772	0.7878129355552417	0.5252412934216963	0.8232178570318026	0.8674904421393707	0.6923689442445994	0.8594391278523518	0.8754728744904213	0.7537888016865447	0.6765737259105109	0.7261344756451187	0.42924506579012106	0.533219002439995	0.6881624228177907	0.5283567249827698	0.7390409823902347	0.4772778173794241	0.8705145559339033	0.8560324241048989	0.8334879568791208	0.8465243552749196
FengQ_2015__SID531128__bin.57	0.7972396490405488	0.6512579407405225	0.8701044879955072	0.8050368986756993	0.5076258214169719	0.8355449396339664	0.8398689251759813	0.4124781672730455	0.7314254791311704	0.46584060932388804	0.8079071919487228	0.8507685262546716	0.5680199113518768	0.781463022148716	0.9034661787104699	0.5767658414177232	0.6093519442718011	0.6099986637634034	0.43026485540826304	0.8797258670202067	0.8212714600310712	0.8712253099379387	1.0	0.8312066882208129	0.8030620265811222	0.5510126153098476	0.837572119922717	0.9001346222706417	0.7341564423960767	0.8851787584982983	0.8833127825534102	0.7862953482322921	0.7198030739148071	0.739379177819804	0.4518400833887721	0.556274819643724	0.6944160051661475	0.5530326626630292	0.7533606825934023	0.5118204630606665	0.8977393825065231	0.8745563908487289	0.8492791693078342	0.8765507596338618
NielsenHB_2014__V1_UC35_4__bin.19	0.7960983156362819	0.637699202878579	0.8712089626678093	0.7667294882035038	0.5207705686127293	0.8474651489225783	0.8063591207409002	0.4242152025364419	0.7041514691851477	0.4290580116467079	0.7897836561803872	0.8628129696378183	0.5660285205094205	0.7520940397498764	0.8729758442169132	0.597850982796871	0.5787053584525821	0.6022512451019242	0.42570688691255626	0.8521228404149775	0.7910497284597264	0.8392055148521765	0.7222735749145794	1.0	0.8071012440482412	0.5137947748073103	0.8580833797849082	0.8789227476908851	0.6865818238465374	0.832951183905676	0.8375766450985358	0.7927281832895814	0.6758607039510629	0.7511837403923749	0.4324174005602287	0.5477613784320621	0.6891156212410896	0.5389476311349652	0.7333690621354721	0.48367018817123214	0.8406814972874896	0.8736262351332578	0.8358002597431575	0.8385018199789016
GeversD_2014__SKBSTL068__bin.18	0.835128813528505	0.6652276850708256	0.88454423807786	0.7915926937484388	0.5262153095693575	0.8660483028545429	0.8358993873072645	0.4404188458103514	0.7263558310573268	0.45901088630270476	0.8311335183576215	0.8838355699453715	0.5912478403371131	0.7799587613156379	0.8926746572570085	0.6137741361673132	0.6052809412428836	0.6191573299531985	0.4420725490883636	0.8882265417644495	0.8291971270585251	0.8664630273938979	0.7310823055047972	0.8455757160167223	1.0	0.5457212159307904	0.8709981571165302	0.8983262531456077	0.7194007533440954	0.8687699867573866	0.8752029790901774	0.8113553137339192	0.7113287765582798	0.7682979886725655	0.4554718747064352	0.5623907181358002	0.7205146220703585	0.5673803998065774	0.7662901677816177	0.5071236948406622	0.8736146447113746	0.8938279204854441	0.8691362257556061	0.8646400576285289
XieH_2016__YSZC12003_36697__bin.49	0.8094274750718035	0.6731285872707279	0.8902894209526108	0.855676629107278	0.4924179704407897	0.8389429370827762	0.8574232434263337	0.36911495373626324	0.7378580476497598	0.7085812122630222	0.8579846788450205	0.8535932861073569	0.4839175598041406	0.8109036458833925	0.8912790585914533	0.460249775790401	0.6418651852372314	0.6397818422373102	0.39434706784221213	0.8900978568014886	0.8607209308029189	0.884520622311722	0.768070166833153	0.8242070801845114	0.835589570160536	1.0	0.8298234229265833	0.891450074338822	0.7825614314415766	0.8740541934320673	0.8847811230431788	0.8159479475790334	0.7579199182306101	0.7434074423666989	0.47784384936561775	0.5775460300815375	0.6524496017255357	0.5703666829507242	0.861682728668934	0.5395255174717775	0.8840334262872415	0.8707823572731075	0.8656936445112894	0.8508159373419513
QinN_2014__LV-22__bin.2	0.7587092334771111	0.6025978086209974	0.8108650192372088	0.7250630831793768	0.48636422499833337	0.8382630037938029	0.7611463552749644	0.40500435624506237	0.6569983824039882	0.3960435946339643	0.7478534861071414	0.849951686675254	0.5395537090150901	0.7419815589457044	0.8215721102233448	0.57237611904158	0.5528017513867571	0.5661191411952127	0.3954278966730855	0.8196108421077636	0.7407792812846977	0.8013077164157261	0.674834083383971	0.7956308049743185	0.7708588277754491	0.479646335735079	1.0	0.8396235162138905	0.6487287963507157	0.7929182091043606	0.8056283299221545	0.7759587378919759	0.6349485794503239	0.7279649477442159	0.4091828266628251	0.5189375972684006	0.6438806059356809	0.5114285342097419	0.6932203493731527	0.4560364070211789	0.80470957216846	0.8214238369745208	0.8055417414099215	0.7902941174216853
ZellerG_2014__CCIS41288781ST-4-0__bin.26	0.7435173889225597	0.5936473075892822	0.8013402547500069	0.7028624737906765	0.45810273983795874	0.7780643148913011	0.7526301691251859	0.3815732912515747	0.6401480298333332	0.39745448938802164	0.7218113440276136	0.7846021689347664	0.5183438620623994	0.6801673844107546	0.8147502627149414	0.5531114046350092	0.5366205799410125	0.5452924821961335	0.3950206015408347	0.8100750380661338	0.7239159056400404	0.7829679718690737	0.672476355655281	0.7556619599422773	0.7372019277841211	0.47777918302936084	0.7785371662596569	1.0	0.6300685865403266	0.775063431714365	0.7760542525004992	0.7214987150237421	0.6282503646746278	0.7049538907745312	0.3946827490605143	0.4873939459393401	0.618090987829495	0.5030570142935402	0.6641785424241111	0.4534275151891512	0.7901420969874642	0.801778290615659	0.7785449819847536	0.7753078507537557
LiSS_2016__FAT_024-22-84-0__bin.30	0.8205165348172992	0.6714081451658244	0.8924921581746692	0.8379440514316364	0.522485639570309	0.849744903256719	0.8566459121462315	0.43253599034415907	0.7600768658428677	0.5158799178868578	0.8327387913686993	0.8747931596693391	0.5890052873124255	0.8104590424489289	0.9072939991865673	0.5696166179333036	0.6295822065906281	0.6413319023131169	0.4413429439273401	0.8939812566066081	0.8476226847431736	0.8909356957660475	0.781965599800238	0.8415862646371032	0.8416911093226173	0.5979682416837145	0.8576052156938819	0.898291538122186	1.0	0.882731472500556	0.8915146207686685	0.8123325713944192	0.7505430904060022	0.7515763423791842	0.47384530293276417	0.5770322268251459	0.7127979906288098	0.5718234212897517	0.7990010884600443	0.5368903876670233	0.8900685745022789	0.8902352117077579	0.8718640929237941	0.8778417594862914
