	LoombaR_2017__SID5639_uuc__bin.25	QinJ_2012__DLM023__bin.11	HeQ_2017__SZAXPI029486-84__bin.31	ZellerG_2014__CCIS12656533ST-4-0__bin.24	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.53	YuJ_2015__SZAXPI015254-45__bin.34	XieH_2016__YSZC12003_36694__bin.65	YuJ_2015__SZAXPI017589-133__bin.23	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.39	FengQ_2015__SID532749__bin.5	LiJ_2014__V1.CD46-0__bin.5	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	VincentC_2016__MM098.1__bin.15	VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	CosteaPI_2017__SID713A037-11-0-0__bin.65	HeQ_2017__RSZAXPI003105-143__bin.24	LiJ_2014__MH0382__bin.18	LoombaR_2017__SID5450_zsn__bin.39	XieH_2016__YSZC12003_37179__bin.9	LeChatelierE_2013__MH0203__bin.97	VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	XieH_2016__YSZC12003_37283__bin.52	FengQ_2015__SID531128__bin.57	NielsenHB_2014__V1_UC35_4__bin.19	GeversD_2014__SKBSTL068__bin.18	XieH_2016__YSZC12003_36697__bin.49	QinN_2014__LV-22__bin.2	ZellerG_2014__CCIS41288781ST-4-0__bin.26	LiSS_2016__FAT_024-22-84-0__bin.30	NielsenHB_2014__O2_UC48_0__bin.20	NielsenHB_2014__V1_UC55_4__bin.39	ZellerG_2014__CCMD26709089ST-21-0__bin.20	WenC_2017__N019__bin.26	ZellerG_2014__CCIS82146115ST-4-0__bin.24	LeChatelierE_2013__MH0166__bin.17	LeChatelierE_2013__MH0251__bin.60	GeversD_2014__SKBSTL059__bin.9	Obregon-TitoAJ_2015__NO21__bin.46	HeQ_2017__RSZAXPI003080-114__bin.32	XieH_2016__YSZC12003_37284__bin.11	NielsenHB_2014__V1_UC55_0__bin.53	HMP_2012__SRS015264__bin.41	HeQ_2017__RSZAXPI003101-139__bin.39	LiJ_2014__V1.FI10__bin.12
LiJ_2014__V1.CD46-0__bin.5	45185.0	37634.0	50657.0	46940.0	37379.0	65162.0	46798.0	29567.0	44778.0	30276.0	0.0	68156.0	32367.0	58612.0	50969.0	31950.0	35827.0	42860.0	23104.0	50071.0	49782.0	49420.0	42632.0	64227.0	40970.0	34083.0	72116.0	51123.0	42211.0	50372.0	50279.0	59560.0	43650.0	43419.0	26825.0	43349.0	38900.0	30689.0	54510.0	29500.0	50531.0	49803.0	58500.0	50276.0
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	65139.0	53468.0	69394.0	63811.0	35493.0	65415.0	65611.0	30415.0	60020.0	39860.0	68156.0	0.0	44110.0	56605.0	72541.0	45681.0	48484.0	55927.0	31210.0	70122.0	68141.0	69669.0	59145.0	68080.0	69193.0	45676.0	75445.0	71977.0	58885.0	69412.0	71269.0	59583.0	59048.0	61911.0	37299.0	43463.0	58883.0	43749.0	67249.0	42024.0	70795.0	69839.0	75060.0	69295.0
VincentC_2016__MM098.1__bin.15	28620.0	23016.0	27949.0	28477.0	30581.0	40224.0	27143.0	26324.0	20046.0	10658.0	32367.0	44110.0	0.0	36380.0	29847.0	25002.0	21285.0	28640.0	19196.0	29928.0	30671.0	29231.0	24486.0	42446.0	32081.0	15881.0	47646.0	31518.0	24064.0	28854.0	29451.0	36647.0	24351.0	26587.0	17064.0	27919.0	30383.0	19465.0	33098.0	17501.0	29545.0	29022.0	38156.0	30125.0
VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	54319.0	46274.0	58549.0	55543.0	30559.0	43615.0	55418.0	20864.0	50435.0	35853.0	58612.0	56605.0	36380.0	0.0	60042.0	36192.0	42656.0	48888.0	26376.0	59769.0	58167.0	58376.0	52524.0	54553.0	59605.0	41206.0	63999.0	59239.0	52219.0	60088.0	60793.0	39176.0	52123.0	51812.0	32958.0	35845.0	49869.0	38051.0	60585.0	36162.0	60473.0	58553.0	64490.0	59644.0
CosteaPI_2017__SID713A037-11-0-0__bin.65	47042.0	37926.0	47414.0	45270.0	37758.0	67732.0	43803.0	30617.0	38635.0	28511.0	50969.0	72541.0	29847.0	60042.0	0.0	31523.0	34155.0	46334.0	21778.0	49614.0	48466.0	49030.0	43735.0	70417.0	51884.0	31739.0	77883.0	52589.0	39307.0	51123.0	51891.0	61874.0	40324.0	45796.0	25750.0	44598.0	44164.0	29737.0	53911.0	29357.0	52617.0	47310.0	63702.0	35036.0
HeQ_2017__RSZAXPI003105-143__bin.24	29582.0	22543.0	29856.0	29080.0	33461.0	41739.0	28107.0	29649.0	25185.0	9460.0	31950.0	45681.0	25002.0	36192.0	31523.0	0.0	21068.0	26832.0	20837.0	31396.0	31223.0	32195.0	25813.0	45632.0	34668.0	14847.0	50369.0	33851.0	24427.0	31946.0	32637.0	37505.0	25803.0	28721.0	16185.0	28327.0	33830.0	19713.0	33998.0	17460.0	32678.0	31711.0	39405.0	32023.0
LiJ_2014__MH0382__bin.18	31977.0	27439.0	33644.0	31870.0	26182.0	45793.0	31686.0	21566.0	29291.0	20248.0	35827.0	48484.0	21285.0	42656.0	34155.0	21068.0	0.0	31667.0	15450.0	35473.0	33805.0	33857.0	29889.0	46236.0	36313.0	22784.0	52482.0	33899.0	28871.0	33578.0	34027.0	42738.0	29949.0	29301.0	19745.0	32372.0	30024.0	21723.0	39364.0	20686.0	34039.0	33663.0	42961.0	33422.0
LoombaR_2017__SID5450_zsn__bin.39	41382.0	35930.0	44655.0	42300.0	31134.0	53148.0	42302.0	25049.0	39693.0	26438.0	42860.0	55927.0	28640.0	48888.0	46334.0	26832.0	31667.0	0.0	20690.0	45623.0	43898.0	45554.0	38470.0	54461.0	44532.0	30778.0	58404.0	47104.0	39157.0	44705.0	45014.0	50549.0	38971.0	40101.0	25084.0	36392.0	37344.0	29423.0	20544.0	29029.0	45182.0	44807.0	22529.0	46037.0
XieH_2016__YSZC12003_37179__bin.9	19822.0	16145.0	22477.0	21513.0	28084.0	29184.0	22054.0	26691.0	18627.0	7488.0	23104.0	31210.0	19196.0	26376.0	21778.0	20837.0	15450.0	20690.0	0.0	22044.0	23495.0	21629.0	19885.0	30329.0	24655.0	12276.0	34195.0	23761.0	18805.0	23113.0	21574.0	26561.0	20493.0	20382.0	12336.0	21550.0	24340.0	16126.0	26767.0	5146.0	23477.0	21270.0	27666.0	20741.0
LeChatelierE_2013__MH0203__bin.97	46699.0	36716.0	47652.0	45803.0	38519.0	66588.0	46057.0	30883.0	40718.0	27024.0	50071.0	70122.0	29928.0	59769.0	49614.0	31396.0	35473.0	45623.0	22044.0	0.0	49251.0	48703.0	42326.0	68357.0	52189.0	31560.0	76248.0	52145.0	41905.0	48483.0	48883.0	61236.0	41422.0	44042.0	26524.0	44412.0	43245.0	31114.0	55773.0	29727.0	49433.0	48470.0	63696.0	48854.0
VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	44983.0	38229.0	48937.0	44903.0	37693.0	63321.0	46483.0	30155.0	41836.0	28884.0	49782.0	68141.0	30671.0	58167.0	48466.0	31223.0	33805.0	43898.0	23495.0	49251.0	0.0	47493.0	41809.0	66045.0	51250.0	32970.0	71979.0	48185.0	42439.0	48208.0	48903.0	58954.0	42956.0	42234.0	26845.0	43619.0	42884.0	29636.0	55316.0	29719.0	48508.0	49361.0	59656.0	48347.0
XieH_2016__YSZC12003_37283__bin.52	46124.0	35898.0	46538.0	45224.0	37031.0	65377.0	40177.0	30860.0	39054.0	27192.0	49420.0	69669.0	29231.0	58376.0	49030.0	32195.0	33857.0	45554.0	21629.0	48703.0	47493.0	0.0	41550.0	66573.0	50774.0	30040.0	74424.0	49260.0	39842.0	47797.0	48354.0	58912.0	41848.0	42369.0	24835.0	44115.0	43301.0	30163.0	55453.0	28236.0	48129.0	47097.0	61337.0	47174.0
FengQ_2015__SID531128__bin.57	38331.0	32054.0	40628.0	39171.0	32530.0	56258.0	39842.0	24956.0	34400.0	23017.0	42632.0	59145.0	24486.0	52524.0	43735.0	25813.0	29889.0	38470.0	19885.0	42326.0	41809.0	41550.0	0.0	58369.0	43248.0	27606.0	62851.0	44901.0	36004.0	43632.0	42275.0	51991.0	37490.0	36700.0	22763.0	38132.0	36023.0	27118.0	46193.0	26526.0	44038.0	40626.0	51753.0	42590.0
NielsenHB_2014__V1_UC35_4__bin.19	62811.0	50610.0	67990.0	62237.0	36387.0	63918.0	62940.0	28800.0	55841.0	36541.0	64227.0	68080.0	42446.0	54553.0	70417.0	45632.0	46236.0	54461.0	30329.0	68357.0	66045.0	66573.0	58369.0	0.0	66250.0	42255.0	68934.0	68795.0	55771.0	67413.0	67652.0	57909.0	56432.0	60731.0	35234.0	42054.0	57201.0	41429.0	63089.0	39795.0	67895.0	68801.0	72865.0	67787.0
GeversD_2014__SKBSTL068__bin.18	45335.0	40176.0	49781.0	46966.0	38939.0	64844.0	48810.0	32324.0	43052.0	28212.0	40970.0	69193.0	32081.0	59605.0	51884.0	34668.0	36313.0	44532.0	24655.0	52189.0	51250.0	50774.0	43248.0	66250.0	0.0	33496.0	73173.0	51989.0	43440.0	51782.0	52656.0	60410.0	44139.0	45641.0	28405.0	43938.0	36853.0	33477.0	55299.0	30464.0	52430.0	51866.0	61233.0	50843.0
XieH_2016__YSZC12003_36697__bin.49	29578.0	24771.0	30896.0	30894.0	23576.0	43290.0	28946.0	16565.0	26610.0	25372.0	34083.0	45676.0	15881.0	41206.0	31739.0	14847.0	22784.0	30778.0	12276.0	31560.0	32970.0	30040.0	27606.0	42255.0	33496.0	0.0	48280.0	31662.0	28381.0	31061.0	31023.0	41855.0	28617.0	27350.0	17788.0	30288.0	26085.0	20203.0	40387.0	19328.0	31213.0	30724.0	40914.0	30073.0
QinN_2014__LV-22__bin.2	70575.0	56598.0	73543.0	68907.0	39823.0	71650.0	70534.0	33240.0	61937.0	40547.0	72116.0	75445.0	47646.0	63999.0	77883.0	50369.0	52482.0	58404.0	34195.0	76248.0	71979.0	74424.0	62851.0	68934.0	73173.0	48280.0	0.0	76722.0	63637.0	75109.0	76337.0	65881.0	63262.0	69790.0	40442.0	46278.0	61873.0	46587.0	69875.0	45045.0	76295.0	75073.0	79328.0	74859.0
ZellerG_2014__CCIS41288781ST-4-0__bin.26	49067.0	38408.0	48877.0	45966.0	37643.0	67924.0	47893.0	30649.0	40897.0	27165.0	51123.0	71977.0	31518.0	59239.0	52589.0	33851.0	33899.0	47104.0	23761.0	52145.0	48185.0	49260.0	44901.0	68795.0	51989.0	31662.0	76722.0	0.0	41102.0	50290.0	49752.0	61952.0	44150.0	44692.0	26454.0	44680.0	43430.0	32436.0	55516.0	31199.0	52402.0	49692.0	64310.0	50094.0
LiSS_2016__FAT_024-22-84-0__bin.30	38334.0	30928.0	39074.0	39237.0	32261.0	54301.0	37032.0	25530.0	33377.0	24326.0	42211.0	58885.0	24064.0	52219.0	39307.0	24427.0	28871.0	39157.0	18805.0	41905.0	42439.0	39842.0	36004.0	55771.0	43440.0	28381.0	63637.0	41102.0	0.0	40225.0	40835.0	52020.0	36196.0	35869.0	21569.0	38290.0	36458.0	25931.0	47903.0	25755.0	40521.0	38626.0	51621.0	38946.0
NielsenHB_2014__O2_UC48_0__bin.20	45012.0	36148.0	47436.0	44352.0	37664.0	67130.0	44396.0	30622.0	39699.0	26798.0	50372.0	69412.0	28854.0	60088.0	51123.0	31946.0	33578.0	44705.0	23113.0	48483.0	48208.0	47797.0	43632.0	67413.0	51782.0	31061.0	75109.0	50290.0	40225.0	0.0	249.0	60934.0	41931.0	42985.0	26138.0	43997.0	43388.0	30179.0	54930.0	29459.0	381.0	48317.0	60894.0	48743.0
NielsenHB_2014__V1_UC55_4__bin.39	46306.0	36728.0	47199.0	44757.0	37810.0	67662.0	43053.0	30576.0	39744.0	26718.0	50279.0	71269.0	29451.0	60793.0	51891.0	32637.0	34027.0	45014.0	21574.0	48883.0	48903.0	48354.0	42275.0	67652.0	52656.0	31023.0	76337.0	49752.0	40835.0	249.0	0.0	61324.0	41249.0	43858.0	25991.0	44709.0	44288.0	29317.0	55269.0	28133.0	286.0	49601.0	61720.0	49697.0
ZellerG_2014__CCMD26709089ST-21-0__bin.20	56472.0	46964.0	60346.0	56558.0	30731.0	47910.0	57001.0	21431.0	50191.0	36087.0	59560.0	59583.0	36647.0	39176.0	61874.0	37505.0	42738.0	50549.0	26561.0	61236.0	58954.0	58912.0	51991.0	57909.0	60410.0	41855.0	65881.0	61952.0	52020.0	60934.0	61324.0	0.0	51737.0	54118.0	33230.0	36846.0	49696.0	37761.0	59673.0	37398.0	61551.0	60248.0	66961.0	59547.0
WenC_2017__N019__bin.26	38191.0	32807.0	40809.0	40514.0	32512.0	54783.0	40480.0	25038.0	34798.0	23131.0	43650.0	59048.0	24351.0	52123.0	40324.0	25803.0	29949.0	38971.0	20493.0	41422.0	42956.0	41848.0	37490.0	56432.0	44139.0	28617.0	63262.0	44150.0	36196.0	41931.0	41249.0	51737.0	0.0	36516.0	23807.0	39563.0	37247.0	27290.0	47870.0	26059.0	42228.0	40236.0	52040.0	38940.0
ZellerG_2014__CCIS82146115ST-4-0__bin.24	42741.0	33352.0	42132.0	39555.0	33814.0	59095.0	40355.0	28253.0	35875.0	23135.0	43419.0	61911.0	26587.0	51812.0	45796.0	28721.0	29301.0	40101.0	20382.0	44042.0	42234.0	42369.0	36700.0	60731.0	45641.0	27350.0	69790.0	44692.0	35869.0	42985.0	43858.0	54118.0	36516.0	0.0	23854.0	39101.0	37828.0	27289.0	47712.0	26612.0	43935.0	42917.0	54967.0	43330.0
LeChatelierE_2013__MH0166__bin.17	25207.0	20616.0	25938.0	25313.0	21279.0	35461.0	23938.0	17510.0	23201.0	15100.0	26825.0	37299.0	17064.0	32958.0	25750.0	16185.0	19745.0	25084.0	12336.0	26524.0	26845.0	24835.0	22763.0	35234.0	28405.0	17788.0	40442.0	26454.0	21569.0	26138.0	25991.0	33230.0	23807.0	23854.0	0.0	26176.0	23440.0	17250.0	29890.0	17154.0	25991.0	25463.0	32656.0	25144.0
LeChatelierE_2013__MH0251__bin.60	40600.0	34723.0	43739.0	41522.0	24819.0	38744.0	42008.0	19618.0	37312.0	25579.0	43349.0	43463.0	27919.0	35845.0	44598.0	28327.0	32372.0	36392.0	21550.0	44412.0	43619.0	44115.0	38132.0	42054.0	43938.0	30288.0	46278.0	44680.0	38290.0	43997.0	44709.0	36846.0	39563.0	39101.0	26176.0	0.0	38458.0	28684.0	45576.0	27842.0	44495.0	43874.0	49626.0	43680.0
GeversD_2014__SKBSTL059__bin.9	38280.0	33087.0	43637.0	39983.0	36927.0	54256.0	41399.0	31101.0	36690.0	21086.0	38900.0	58883.0	30383.0	49869.0	44164.0	33830.0	30024.0	37344.0	24340.0	43245.0	42884.0	43301.0	36023.0	57201.0	36853.0	26085.0	61873.0	43430.0	36458.0	43388.0	44288.0	49696.0	37247.0	37828.0	23440.0	38458.0	0.0	27176.0	45036.0	25429.0	44108.0	44186.0	50181.0	43024.0
Obregon-TitoAJ_2015__NO21__bin.46	28914.0	23275.0	29245.0	27853.0	25079.0	40330.0	29436.0	19589.0	24351.0	16238.0	30689.0	43749.0	19465.0	38051.0	29737.0	19713.0	21723.0	29423.0	16126.0	31114.0	29636.0	30163.0	27118.0	41429.0	33477.0	20203.0	46587.0	32436.0	25931.0	30179.0	29317.0	37761.0	27290.0	27289.0	17250.0	28684.0	27176.0	0.0	34814.0	19491.0	30700.0	29219.0	39377.0	29789.0
HeQ_2017__RSZAXPI003080-114__bin.32	49436.0	43030.0	54567.0	53079.0	39317.0	64020.0	52564.0	33411.0	46551.0	34431.0	54510.0	67249.0	33098.0	60585.0	53911.0	33998.0	39364.0	20544.0	26767.0	55773.0	55316.0	55453.0	46193.0	63089.0	55299.0	40387.0	69875.0	55516.0	47903.0	54930.0	55269.0	59673.0	47870.0	47712.0	29890.0	45576.0	45036.0	34814.0	0.0	34033.0	55385.0	53809.0	453.0	53494.0
XieH_2016__YSZC12003_37284__bin.11	27317.0	22910.0	27956.0	27253.0	22862.0	39989.0	28021.0	18246.0	24333.0	17911.0	29500.0	42024.0	17501.0	36162.0	29357.0	17460.0	20686.0	29029.0	5146.0	29727.0	29719.0	28236.0	26526.0	39795.0	30464.0	19328.0	45045.0	31199.0	25755.0	29459.0	28133.0	37398.0	26059.0	26612.0	17154.0	27842.0	25429.0	19491.0	34033.0	0.0	29501.0	28019.0	36767.0	28314.0
NielsenHB_2014__V1_UC55_0__bin.53	46025.0	36757.0	47279.0	44884.0	37870.0	67974.0	44692.0	31046.0	39694.0	26874.0	50531.0	70795.0	29545.0	60473.0	52617.0	32678.0	34039.0	45182.0	23477.0	49433.0	48508.0	48129.0	44038.0	67895.0	52430.0	31213.0	76295.0	52402.0	40521.0	381.0	286.0	61551.0	42228.0	43935.0	25991.0	44495.0	44108.0	30700.0	55385.0	29501.0	0.0	49156.0	61428.0	49564.0
HMP_2012__SRS015264__bin.41	44833.0	36863.0	47137.0	44595.0	37965.0	65445.0	43622.0	29301.0	37191.0	25353.0	49803.0	69839.0	29022.0	58553.0	47310.0	31711.0	33663.0	44807.0	21270.0	48470.0	49361.0	47097.0	40626.0	68801.0	51866.0	30724.0	75073.0	49692.0	38626.0	48317.0	49601.0	60248.0	40236.0	42917.0	25463.0	43874.0	44186.0	29219.0	53809.0	28019.0	49156.0	0.0	61751.0	44984.0
HeQ_2017__RSZAXPI003101-139__bin.39	56798.0	47766.0	61432.0	57012.0	41572.0	71939.0	57782.0	33235.0	51414.0	34347.0	58500.0	75060.0	38156.0	64490.0	63702.0	39405.0	42961.0	22529.0	27666.0	63696.0	59656.0	61337.0	51753.0	72865.0	61233.0	40914.0	79328.0	64310.0	51621.0	60894.0	61720.0	66961.0	52040.0	54967.0	32656.0	49626.0	50181.0	39377.0	453.0	36767.0	61428.0	61751.0	0.0	61947.0
LiJ_2014__V1.FI10__bin.12	44257.0	36993.0	46010.0	43678.0	36658.0	65367.0	42633.0	30163.0	40675.0	25473.0	50276.0	69295.0	30125.0	59644.0	35036.0	32023.0	33422.0	46037.0	20741.0	48854.0	48347.0	47174.0	42590.0	67787.0	50843.0	30073.0	74859.0	50094.0	38946.0	48743.0	49697.0	59547.0	38940.0	43330.0	25144.0	43680.0	43024.0	29789.0	53494.0	28314.0	49564.0	44984.0	61947.0	0.0
