	VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	LeChatelierE_2013__MH0257__bin.78	HMP_2012__SRS012273__bin.49	FengQ_2015__SID31749__bin.37	LiJ_2014__MH0391__bin.43	ZellerG_2014__CCMD79987997ST-21-0__bin.13	BackhedF_2015__SID338_M__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	CosteaPI_2017__alien2-11-0-0__bin.7	ZeeviD_2015__PNP_Main_327__bin.53	ZeeviD_2015__PNP_Main_430__bin.10	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	ZeeviD_2015__PNP_Main_154__bin.54	ZeeviD_2015__PNP_Main_644__bin.16	LiJ_2014__V1.FI07__bin.4	KarlssonFH_2013__S577__bin.48	NielsenHB_2014__V1_CD20_4__bin.55	HMP_2012__SRS022071__bin.33	QinJ_2012__NLM026__bin.21	VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	ZeeviD_2015__PNP_Validation_83__bin.8	LeChatelierE_2013__MH0140__bin.3	YuJ_2015__SZAXPI015222-123__bin.55	YuJ_2015__SZAXPI017593-158__bin.26	QinN_2014__HD-35__bin.49	ZeeviD_2015__PNP_Main_543__bin.19	LoombaR_2017__SID1022_aav__bin.28	ZeeviD_2015__PNP_Main_645__bin.38	LiJ_2017__H2M514903__bin.45	ZeeviD_2015__PNP_Main_773__bin.23	LiJ_2014__V1.CD20-0__bin.36	QinJ_2012__NLM006__bin.4	ZeeviD_2015__PNP_Main_286__bin.38	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.74	QinN_2014__HD-36__bin.19	LiJ_2017__nHM410714__bin.27	BackhedF_2015__SID172_M__bin.40	BackhedF_2015__SID241_M__bin.31	ZeeviD_2015__PNP_Main_121__bin.3	QinJ_2012__T2D-098__bin.37	ZeeviD_2015__PNP_Main_473__bin.20	QinJ_2012__CON-052__bin.33	LiJ_2017__nHM412716__bin.59	YuJ_2015__SZAXPI017466-84__bin.26	YuJ_2015__SZAXPI003412-1__bin.63	LiJ_2017__nHM611708__bin.16	HMP_2012__SRS052027__bin.35
ZeeviD_2015__PNP_Main_430__bin.10	0.7558369166558763	0.7872503358247785	0.6728506618389455	0.6870796232407429	0.6698105638440438	0.6510107312996637	0.6823856229658869	0.7762159796193483	0.6818096963794474	0.7076795242608082	1.0	0.7615147584166706	0.7750049450248284	0.6836228721498585	0.7725431567608618	0.8276748215223368	0.5529359942995183	0.7275799723714115	0.737209862087428	0.743475943347889	0.6997797974486055	0.4656938406041748	0.556617952545238	0.7645703468507937	0.697918561597533	0.5655865196637224	0.8174217395207178	0.8623583121299672	0.6550195775320314	0.8093710802237931	0.6974018164327346	0.7872213409000819	0.7403516409141424	0.7165233734840222	0.6330847184036745	0.7794812847690852	0.6683842518634204	0.7708852825734147	0.6099416050160426	0.4995690480370436	0.7281642399635856	0.7011167415106435	0.7140182914283854	0.7509820541275666	0.8558837057261401	0.8456087782333115	0.736825381442136	0.6046927292644584
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	0.8759981327954699	0.9142011762612962	0.7842719526199274	0.8456710860082298	0.8193450532894938	0.769262090658306	0.7650259794462081	0.8760228543507756	0.7592367728772546	0.8267377677986716	0.9293617912366449	1.0	0.8496478632578066	0.7828133808568879	0.9065210130796417	0.9082088651497326	0.6697108111239243	0.8289215051840132	0.8251003283119492	0.8518674711351605	0.7616672410792752	0.5664861993129346	0.6629274102425766	0.8347572464453069	0.7933467023626536	0.6441589024017234	0.9138744639421573	0.9242623645343598	0.7507199547062328	0.9000793513451677	0.8411654613696614	0.8932072437065464	0.8352051428590818	0.8287455458786016	0.718975054011751	0.849833517290789	0.7975546988647959	0.8360626415127265	0.7443117397818784	0.5746932709380667	0.8070686197664831	0.7940248485562369	0.8046376668280839	0.8733776479330598	0.9159505898514623	0.9211600517116768	0.8508786089229303	0.7405875101855232
ZeeviD_2015__PNP_Main_154__bin.54	0.7805934315505204	0.8175631836554877	0.7575324190142292	0.7620191985769391	0.7612429247559309	0.6731993425916647	0.761171346860478	0.8535631707252873	0.7498121657485455	0.8159603005902175	0.901057644219069	0.8094323965249163	1.0	0.8003309207734292	0.8147397820245277	0.8683599379904529	0.6233663499845068	0.809955607851033	0.8203020771905261	0.8034087702779024	0.7815327182560114	0.5128879464209436	0.6286922071990738	0.795774872279636	0.7414287779159565	0.6230703407523437	0.8572718292954934	0.8948982508671316	0.7481612562243907	0.8413903105695615	0.7850446530619407	0.8486658572976897	0.8315471954626079	0.8084118342736206	0.7232161287626306	0.8101777302233738	0.7494348809705778	0.8311930003283348	0.6958350438911037	0.5640818426274536	0.8142091820124286	0.8001341970091522	0.8001508215526123	0.815465258629408	0.8877663217227829	0.8739171534348384	0.810837170447288	0.6783210873559726
ZeeviD_2015__PNP_Main_644__bin.16	0.7995490657531038	0.8286533893333515	0.8170160715570571	0.8283288175134332	0.8636194379655544	0.6931105167046822	0.8425690122145094	0.8936843470775669	0.8201409944187302	0.8644587029626895	0.9039403964292898	0.8481544835815502	0.9102165020086164	1.0	0.8655736964476192	0.8911103559943636	0.7173672708709397	0.8961307152607052	0.891334089967317	0.867870383451669	0.8811153296110863	0.5261351216645388	0.6912744275745294	0.8066423780505418	0.7576162773292886	0.6560610110989907	0.8679696457072751	0.902125840381041	0.854764614528948	0.8605575387582345	0.8652165624062851	0.8937221612701788	0.8791279837104862	0.851487909699708	0.8206672419325783	0.8298608175113324	0.8136721414965071	0.8522079549506919	0.7355443431806042	0.5981806121382508	0.9044309305390046	0.8492369148450643	0.8420369875323456	0.8622880632673459	0.9078389346481468	0.9084392349558598	0.8612224383116593	0.7138242911020579
LiJ_2014__V1.FI07__bin.4	0.834929487924454	0.8849330937991358	0.7449424736667795	0.799347543388778	0.7986530105838163	0.7317918257347371	0.7405106929113098	0.8185243658368868	0.7483434795450442	0.7908964755675578	0.893438364577357	0.8590396981538381	0.8104246985419864	0.7570467289204471	1.0	0.8651696851129741	0.6507308441926815	0.7961458941489745	0.7964306893467763	0.8145946514543159	0.7445483538607893	0.5396409651249906	0.6380716976503937	0.8026231475105914	0.7476223046086753	0.6134750388492805	0.8702941612850327	0.8979013809351664	0.7351285230199499	0.8654650452939201	0.8225487057206627	0.8289634878776005	0.7840724151505533	0.783129375568155	0.6987473145420562	0.8099772944731817	0.7350251699239735	0.7852782012702785	0.7225777823916641	0.5408637470871652	0.7788859271209089	0.7586360698630181	0.7589645030346766	0.8123300702846987	0.8848586795700327	0.8982169523882144	0.7899212816886334	0.6867753512512386
KarlssonFH_2013__S577__bin.48	0.8081167380620746	0.8422485611416257	0.7352474310793409	0.7354940299422704	0.7254018729249341	0.696252836105928	0.7268556235928972	0.8416152006517569	0.7169570663933493	0.7706967841405833	0.9127320350757316	0.8206591153977556	0.8236358220984118	0.7431762634359149	0.8249791945897174	1.0	0.6003622331432376	0.7830508177621263	0.7783755135651275	0.7984214168703406	0.7376577926116703	0.5028177095652326	0.6111797324643242	0.8165317600063073	0.7509320823806646	0.6112997468310075	0.8797175720305205	0.9082923795257243	0.7097194116667981	0.8626961183674542	0.7508422906099709	0.8294985677117552	0.7922647674612143	0.7763076747873469	0.6836797981656199	0.8419980202009584	0.7194151708671696	0.811076362425867	0.6583190980526136	0.5346153846153846	0.7742091754049389	0.7551378413182308	0.7582056538154932	0.801740208316908	0.9038974008567449	0.8931521729608508	0.7840626177148213	0.659378202938162
NielsenHB_2014__V1_CD20_4__bin.55	0.8366576909762401	0.8778347720868706	0.8147756582369956	0.9190589127187704	0.9062593675844992	0.739653835318751	0.8456267200093861	0.896452292282174	0.8536094330488059	0.8697914618556795	0.8974295831622322	0.8906484995426202	0.8702033938295298	0.8805294131677698	0.9132402930067618	0.8835992411168707	1.0	0.8911532612570565	0.8868637536608117	0.8619396129644469	0.8708042085394336	0.5477992582645866	0.7071569796038878	0.7666195856570315	0.7669045213885524	0.6435931040395764	0.8598122647426844	0.9053239790179001	0.8521505878894579	0.8639573705202398	1.0058695471391357	0.9145605382062071	0.8782247859275271	0.8468760536014394	0.8162686698980871	0.8220389407868739	0.8253202142561985	0.8521061069720937	0.7794481400852358	0.5857073142744421	0.8784342974948218	0.8430068584417367	0.8364088556993915	0.8632727511834181	0.8895803128749048	0.9017203800604295	0.8672850588598574	0.7596109402427884
HMP_2012__SRS022071__bin.33	0.7716770318680002	0.8034161407967856	0.8671188481784958	0.7922225794607305	0.7944565355939556	0.671069578435308	0.8069489971215877	0.8594110574407814	0.7798309479736015	0.8405130346608021	0.871235757756779	0.8133207898226342	0.8341959375005945	0.811527251696513	0.8243388498146059	0.8502788045742594	0.6574789255703081	1.0	0.8482988259958869	0.8500110342308476	0.7988221909797065	0.5083213320219087	0.6693545165199558	0.7805453192982991	0.7323518892315419	0.6148349526384178	0.8492538577002761	0.863991214469301	0.7932180383040006	0.8624216902539205	0.809483540922728	0.8613311087309303	0.8346905754351387	0.8390985604133652	0.7448847778980551	0.7856025165656146	0.7745982493622025	0.8119800356519804	0.7045009198363129	0.5697087533792332	0.8406072061137249	0.8029276858364233	0.8044415632841676	0.8335933353245681	0.8717237371037427	0.8699725285700969	0.8353526292859902	0.6884965289734171
QinJ_2012__NLM026__bin.21	0.8026225681397274	0.831044144181698	0.8123634079093892	0.8272811003193848	0.816812265647176	0.6949974294385854	0.8353957374335277	0.8884535145231758	0.8188314962255424	0.854630782026317	0.9210649071719655	0.8446939245426088	0.8815050587457646	0.8422022664610218	0.8604095827353553	0.8818702968154813	0.6827009156756606	0.8851013634892939	1.0	0.8698898926319174	0.8446482697838942	0.5346350894535522	0.6860222993721479	0.8157602212072309	0.7626964891490549	0.6495942681442929	0.8682492988024558	0.913668340012823	0.8084415648863296	0.8639994362629794	0.8563234818303985	0.8971249411946858	0.8684929562647261	0.8576003263322753	0.7807519537259245	0.8332956185326561	0.8064585603665084	0.8659457184768778	0.7341493625206191	0.5851719298663507	0.8829858609197251	0.838851604169272	0.8586771831410871	0.8632530802074712	0.917384736621667	0.9201359320815989	0.8630198439401248	0.7115065871876867
VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	0.745623122391287	0.7836449757627855	0.7446788901393973	0.729344310236346	0.7301742243648255	0.6460037397091535	0.7219703481828735	0.8033311769449589	0.707278253857129	0.821010607658428	0.8293983676435401	0.7786849871059791	0.7708763503274461	0.7321969461995871	0.7857709383834177	0.8076903308136083	0.5924443696108753	0.7918918320143917	0.7767145503044053	1.0	0.7247467720638409	0.49050672172841914	0.6441245801689073	0.7416428134664977	0.694485258279202	0.5824911602846433	0.8566503903653749	0.8267810143296438	0.7112271031433053	0.8657377949894987	0.7451840167312106	0.794221174552254	0.7537472417429526	0.9294475510222167	0.6852020063273752	0.751856561771665	0.7170497948477088	0.7647886887090914	0.6615208741348599	0.5227758921687654	0.7614397880240689	0.7488315624363053	0.7386466152087413	0.7822332798667174	0.8249971198922397	0.820538713079234	0.7777527183786322	0.6404003792880374
ZeeviD_2015__PNP_Validation_83__bin.8	0.7865236266672833	0.8112431163226514	0.8036256793024855	0.8162324193284779	0.8465928588958473	0.6816226638589794	0.8480359414800057	0.8824481533430275	0.8295123526502848	0.8416072345419107	0.9258762154659985	0.8257532959407128	0.8893866163286949	0.8816598707952352	0.8518097127971366	0.8850400263601684	0.7098825931973318	0.8826462750233726	0.8944752429355431	0.8595706172410006	1.0	0.5226434161853326	0.671195787838482	0.7960923257540842	0.7477201554913602	0.6334396814077254	0.8435842471717736	0.9071003762209839	0.8441670507354413	0.8473191298832133	0.8536290689174411	0.8887938278527552	0.8599589777762129	0.8385702446461163	0.817167847951858	0.8216584308657813	0.7986326976447694	0.848114769734785	0.7233075705079325	0.589583319100454	0.896374478354024	0.836158100049872	0.8431701360733334	0.8462938370493849	0.8923610691423643	0.9019886266594005	0.8539901023243299	0.6949856296091538
LeChatelierE_2013__MH0140__bin.3	0.9100892673925634	0.948870312313069	0.8458186462445817	0.8552532438361765	0.8426629524078902	0.7987858937395567	0.8029287817817509	0.9247498144059048	0.7562834594263974	0.8601377159685397	0.9289362784363034	0.9259089356921412	0.8799536985318062	0.7937057258056209	0.9307831080454744	0.9095204026738226	0.6732577329552523	0.8467765256943833	0.8535791335984338	0.877069760403371	0.7879513184905594	1.0	0.7107719050550523	0.8848231171409715	0.7931875676913362	0.6613131584430854	0.9133622202520594	0.926408078829755	0.7483351991779191	0.9041098495202283	0.8879819801404415	0.9153730540350177	0.8605370304786307	0.8548737365934511	0.714214408123198	0.8666416302807165	0.7768204265217725	0.8692316285614458	0.8346790390781539	0.6073011172091085	0.7992676064818887	0.8190487282545915	0.8375598080438105	0.8767243216605145	0.9274451873490192	0.9315833216470456	0.8562119155766728	0.7989697051807096
YuJ_2015__SZAXPI015222-123__bin.55	0.8010696355315966	0.8336640848303541	0.8294371300643237	0.8184192793566637	0.8117579688896129	0.6952131125690505	0.8169432390938396	0.8674624448953197	0.768957737857224	0.9108735788792954	0.8647590450661257	0.8439124446484901	0.840093992664228	0.8122041131663779	0.8571671874768597	0.8610399419457074	0.6769057703794756	0.8684386554704817	0.8530550084168851	0.8970394038574511	0.7881258978422168	0.5535829766647414	1.0	0.7870626798769802	0.7616398609856395	0.6202719813989307	0.8986425613001002	0.8630602412017634	0.790463372974147	0.92037157709225	0.8434138491082052	0.8605111097946873	0.8360632673311316	0.8950709387912267	0.7525997314495307	0.795502396714206	0.79782629622499	0.8314598976151336	0.7636416480310413	0.5855060497904417	0.809846274602728	0.8146051468882208	0.8317622637224846	0.8450564992669165	0.8566457602101013	0.8810565782523486	0.8460117293366705	0.746634480103076
YuJ_2015__SZAXPI017593-158__bin.26	0.8075922371307068	0.8480606708865108	0.7254008044087662	0.7115817639111565	0.703841200090916	0.7016341817726639	0.717089898114811	0.8310812178035321	0.7036172042018993	0.7593319463783959	0.9058398457628307	0.8103780683554513	0.8109164114164493	0.7227561470636539	0.8222498504733325	0.8772502528188895	0.559613729442142	0.7722841792550631	0.7735660380821247	0.787648603155048	0.7128626815790204	0.5255390606948861	0.6002129843264054	1.0	0.7459514860668439	0.6092664652272264	0.8703049685205777	0.8992145555916856	0.6851808366811151	0.8497331107805551	0.7263170228875799	0.827564105882292	0.777124090428458	0.7637342185249306	0.6539621155188211	0.843504048631578	0.7037593192407292	0.8110707615248474	0.6611233958529702	0.5273150281006608	0.7700837490511939	0.7392010217224249	0.754214393241724	0.8002243723526956	0.9333339294008252	0.8949511044267894	0.7733495714666884	0.6523602625645929
QinN_2014__HD-35__bin.49	0.848976228885304	0.8925566947084939	0.7762454170944045	0.7737192528697322	0.7656832029010626	0.7359846414334662	0.7725534950071327	0.8772247923527138	0.7609807084672098	0.8281979015291906	0.9370522751209887	0.8728017385044062	0.8562102203794313	0.769281267081739	0.8679595237777807	0.9142736011305611	0.6344170544082552	0.8211526924153746	0.8196184356126761	0.8358451877824736	0.758763848707454	0.5338872371911955	0.6582196328342688	0.8453483008252564	1.0	0.6351732504966203	0.9129915874518378	0.926289013025451	0.7538811044302531	0.8961120962043543	0.794517311717573	0.8834882077672751	0.831129894543176	0.810177716746437	0.7181084432119669	0.8684485448024851	0.774410921647313	0.8395797725545616	0.7081093764581973	0.5732382310984309	0.8112965456557388	0.7931873025184316	0.8042572026610849	0.8588627728078713	0.9268542935992641	0.9249995333768848	0.8441462796805631	0.7009351127228125
ZeeviD_2015__PNP_Main_543__bin.19	0.8369439030222713	0.8774045044840444	0.8193022979307802	0.8113441712767336	0.7996561319790579	0.7428925258802768	0.8161688774058404	0.9101567979394637	0.8013714642979762	0.8592559144898824	0.9511591184474372	0.8876477370037527	0.9012454862312519	0.8344016309016316	0.8920910355183336	0.9322336859739521	0.666868169230091	0.8634908081432864	0.8743739504610958	0.8781065349619194	0.8051334392279401	0.5575397806138057	0.6714263576040388	0.8648233969190815	0.7955862255074191	1.0	0.9134371706101052	0.9455548979818127	0.7914388351771374	0.8851201600976831	0.8369752973443075	0.8962691522063528	0.8800730218571278	0.8581711404688842	0.7603137027532152	0.8680924141966461	0.8129826877013078	0.8871073538861495	0.7492655732536407	0.6168823968696521	0.8502156856720322	0.8602752280096133	0.8455593065461837	0.8954014665824142	0.9448869336831685	0.9331788554565336	0.8845764371585867	0.7398686515003146
