	VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	LeChatelierE_2013__MH0257__bin.78	HMP_2012__SRS012273__bin.49	FengQ_2015__SID31749__bin.37	LiJ_2014__MH0391__bin.43	ZellerG_2014__CCMD79987997ST-21-0__bin.13	BackhedF_2015__SID338_M__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	CosteaPI_2017__alien2-11-0-0__bin.7	ZeeviD_2015__PNP_Main_327__bin.53	ZeeviD_2015__PNP_Main_430__bin.10	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	ZeeviD_2015__PNP_Main_154__bin.54	ZeeviD_2015__PNP_Main_644__bin.16	LiJ_2014__V1.FI07__bin.4	KarlssonFH_2013__S577__bin.48	NielsenHB_2014__V1_CD20_4__bin.55	HMP_2012__SRS022071__bin.33	QinJ_2012__NLM026__bin.21	VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	ZeeviD_2015__PNP_Validation_83__bin.8	LeChatelierE_2013__MH0140__bin.3	YuJ_2015__SZAXPI015222-123__bin.55	YuJ_2015__SZAXPI017593-158__bin.26	QinN_2014__HD-35__bin.49	ZeeviD_2015__PNP_Main_543__bin.19	LoombaR_2017__SID1022_aav__bin.28	ZeeviD_2015__PNP_Main_645__bin.38	LiJ_2017__H2M514903__bin.45	ZeeviD_2015__PNP_Main_773__bin.23	LiJ_2014__V1.CD20-0__bin.36	QinJ_2012__NLM006__bin.4	ZeeviD_2015__PNP_Main_286__bin.38	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.74	QinN_2014__HD-36__bin.19	LiJ_2017__nHM410714__bin.27	BackhedF_2015__SID172_M__bin.40	BackhedF_2015__SID241_M__bin.31	ZeeviD_2015__PNP_Main_121__bin.3	QinJ_2012__T2D-098__bin.37	ZeeviD_2015__PNP_Main_473__bin.20	QinJ_2012__CON-052__bin.33	LiJ_2017__nHM412716__bin.59	YuJ_2015__SZAXPI017466-84__bin.26	YuJ_2015__SZAXPI003412-1__bin.63	LiJ_2017__nHM611708__bin.16	HMP_2012__SRS052027__bin.35
ZeeviD_2015__PNP_Main_430__bin.10	45549.0	45218.0	32215.0	40994.0	39661.0	39440.0	30665.0	36666.0	29189.0	79982.0	0.0	43946.0	32660.0	34026.0	43136.0	36398.0	29959.0	34848.0	33045.0	76319.0	29557.0	27589.0	56099.0	32609.0	33688.0	26999.0	85478.0	36670.0	29106.0	90028.0	38749.0	34045.0	33089.0	74313.0	30526.0	32877.0	28459.0	32833.0	37551.0	21707.0	31701.0	32911.0	30979.0	32448.0	36658.0	36243.0	32160.0	34374.0
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	16777.0	15962.0	34548.0	14431.0	12030.0	13426.0	33917.0	34907.0	32059.0	76946.0	43946.0	0.0	37724.0	40441.0	17806.0	41120.0	14609.0	37050.0	36581.0	69324.0	37780.0	9453.0	53036.0	35056.0	36182.0	32456.0	78841.0	43084.0	33230.0	81572.0	17662.0	38854.0	36761.0	68232.0	29294.0	36480.0	34400.0	37826.0	14097.0	28743.0	34101.0	41136.0	34231.0	36025.0	38035.0	37901.0	35737.0	12375.0
ZeeviD_2015__PNP_Main_154__bin.54	38041.0	38617.0	27589.0	36647.0	35900.0	32854.0	26090.0	29969.0	24116.0	82415.0	32660.0	37724.0	0.0	31092.0	36581.0	28788.0	26700.0	29186.0	29339.0	70823.0	27414.0	25086.0	54936.0	26804.0	29229.0	24717.0	78186.0	32153.0	26068.0	82834.0	33968.0	29437.0	26688.0	71552.0	26082.0	27487.0	24768.0	30691.0	34874.0	21235.0	28802.0	30081.0	27113.0	27395.0	31051.0	30396.0	26984.0	30565.0
ZeeviD_2015__PNP_Main_644__bin.16	39901.0	39158.0	32959.0	38984.0	41151.0	34093.0	31827.0	34592.0	29951.0	69916.0	34026.0	40441.0	31092.0	0.0	39285.0	32877.0	32545.0	36451.0	34772.0	64592.0	32860.0	26121.0	51201.0	30999.0	32021.0	23735.0	66109.0	35418.0	32750.0	69006.0	39159.0	34287.0	31793.0	63317.0	31100.0	31322.0	30654.0	32921.0	36731.0	23159.0	34559.0	31852.0	31216.0	32761.0	33907.0	35158.0	32031.0	32802.0
LiJ_2014__V1.FI07__bin.4	19652.0	18793.0	34342.0	17443.0	16075.0	15856.0	34515.0	33796.0	34862.0	77588.0	43136.0	17806.0	36581.0	39285.0	0.0	38528.0	9696.0	36653.0	37288.0	70184.0	36841.0	12554.0	54175.0	35204.0	34598.0	30958.0	78770.0	42687.0	33583.0	81847.0	12554.0	36315.0	35023.0	67486.0	30613.0	36150.0	32187.0	37154.0	17371.0	28160.0	34511.0	40409.0	33842.0	34701.0	37980.0	40176.0	34303.0	13709.0
KarlssonFH_2013__S577__bin.48	41251.0	41938.0	30373.0	37492.0	36944.0	36123.0	28216.0	30687.0	26733.0	80352.0	36398.0	41120.0	28788.0	32877.0	38528.0	0.0	28139.0	32617.0	32492.0	73469.0	30928.0	25914.0	56142.0	31684.0	33154.0	26625.0	84113.0	37650.0	27378.0	86705.0	35659.0	32992.0	29954.0	72252.0	25000.0	33192.0	27192.0	33228.0	34745.0	22496.0	30958.0	33347.0	29491.0	30593.0	35500.0	33995.0	29753.0	31959.0
NielsenHB_2014__V1_CD20_4__bin.55	16083.0	14832.0	25432.0	15658.0	14599.0	13191.0	26166.0	26500.0	25967.0	60186.0	29959.0	14609.0	26700.0	32545.0	9696.0	28139.0	0.0	27897.0	27576.0	52521.0	29942.0	9602.0	41738.0	22437.0	25992.0	22789.0	54733.0	30644.0	26942.0	58028.0	228.0	27979.0	27320.0	51700.0	23100.0	25308.0	24167.0	27131.0	13944.0	21363.0	27174.0	31429.0	25514.0	25421.0	27262.0	27658.0	25836.0	12001.0
HMP_2012__SRS022071__bin.33	35954.0	37336.0	265.0	36672.0	35962.0	31590.0	27789.0	33248.0	26317.0	85555.0	34848.0	37050.0	29186.0	36451.0	36653.0	32617.0	27897.0	0.0	31604.0	78566.0	33743.0	24332.0	59064.0	27243.0	28515.0	27219.0	79899.0	35072.0	25126.0	84739.0	34249.0	29152.0	31057.0	78100.0	28712.0	27554.0	23231.0	30716.0	33798.0	24223.0	29809.0	36060.0	27641.0	27361.0	30148.0	31551.0	26868.0	30550.0
QinJ_2012__NLM026__bin.21	36192.0	36487.0	28480.0	36518.0	36075.0	31287.0	27831.0	32691.0	22279.0	81690.0	33045.0	36581.0	29339.0	34772.0	37288.0	32492.0	27576.0	31604.0	0.0	74575.0	32635.0	23516.0	56666.0	22273.0	26365.0	26707.0	76654.0	35102.0	25478.0	79699.0	35296.0	26176.0	30869.0	73782.0	29076.0	23646.0	25463.0	25872.0	34053.0	23478.0	24732.0	34613.0	23896.0	26894.0	26089.0	24792.0	26306.0	29719.0
VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	69047.0	70083.0	72751.0	65833.0	65369.0	59939.0	68999.0	72533.0	65810.0	62226.0	76319.0	69324.0	70823.0	64592.0	70184.0	73469.0	52521.0	78566.0	74575.0	0.0	65778.0	46145.0	47791.0	69895.0	64615.0	52154.0	60660.0	75592.0	67327.0	64486.0	67291.0	75285.0	68756.0	391.0	62361.0	70263.0	65623.0	73207.0	61489.0	46615.0	72247.0	67136.0	69256.0	72735.0	76911.0	76618.0	72225.0	57022.0
ZeeviD_2015__PNP_Validation_83__bin.8	36907.0	37175.0	30039.0	36878.0	38681.0	31967.0	29600.0	31961.0	27887.0	69674.0	29557.0	37780.0	27414.0	32860.0	36841.0	30928.0	29942.0	33743.0	32635.0	65778.0	0.0	24471.0	50571.0	28176.0	29145.0	22226.0	65379.0	30393.0	29450.0	68958.0	36115.0	30715.0	30826.0	64247.0	29659.0	28125.0	27961.0	29747.0	34776.0	19762.0	32078.0	31189.0	29565.0	28779.0	30787.0	31572.0	29248.0	30763.0
LeChatelierE_2013__MH0140__bin.3	11378.0	10775.0	24109.0	10071.0	8043.0	9183.0	22974.0	23512.0	20542.0	51639.0	27589.0	9453.0	25086.0	26121.0	12554.0	25914.0	9602.0	24332.0	23516.0	46145.0	24471.0	0.0	36549.0	24756.0	22768.0	21446.0	50546.0	27772.0	21122.0	52356.0	12150.0	24738.0	24186.0	45478.0	18810.0	23788.0	20920.0	24553.0	9744.0	18901.0	21489.0	27123.0	22350.0	22959.0	24788.0	25022.0	22455.0	9060.0
YuJ_2015__SZAXPI015222-123__bin.55	51776.0	53090.0	56098.0	51613.0	50811.0	45420.0	53501.0	56844.0	49015.0	55642.0	56099.0	53036.0	54936.0	51201.0	54175.0	56142.0	41738.0	59064.0	56666.0	47791.0	50571.0	36549.0	0.0	52041.0	48855.0	39687.0	49442.0	55774.0	51341.0	52143.0	53373.0	56436.0	53794.0	47923.0	48174.0	52544.0	51456.0	54837.0	50146.0	38366.0	52682.0	52333.0	54209.0	54889.0	56140.0	57104.0	55084.0	47268.0
YuJ_2015__SZAXPI017593-158__bin.26	35954.0	37956.0	25589.0	32682.0	31536.0	31792.0	22982.0	30798.0	19572.0	77598.0	32609.0	35056.0	26804.0	30999.0	35204.0	31684.0	22437.0	27243.0	22273.0	69895.0	28176.0	24756.0	52041.0	0.0	24645.0	24833.0	81196.0	32531.0	20916.0	83921.0	29595.0	23924.0	27851.0	68898.0	24264.0	22617.0	21581.0	24559.0	30755.0	21023.0	21458.0	30298.0	20053.0	24130.0	26171.0	24929.0	22856.0	28114.0
QinN_2014__HD-35__bin.49	35188.0	36716.0	26811.0	32632.0	32544.0	30940.0	26716.0	32288.0	23633.0	73762.0	33688.0	36182.0	29229.0	32021.0	34598.0	33154.0	25992.0	28515.0	26365.0	64615.0	29145.0	22768.0	48855.0	24645.0	0.0	25482.0	74674.0	34016.0	24677.0	76344.0	32072.0	26529.0	29134.0	63769.0	26629.0	25948.0	22297.0	27813.0	30946.0	23482.0	25325.0	32053.0	24823.0	26106.0	27464.0	28175.0	25908.0	28063.0
ZeeviD_2015__PNP_Main_543__bin.19	32040.0	32720.0	25646.0	30383.0	29992.0	28530.0	23454.0	27173.0	22765.0	55853.0	26999.0	32456.0	24717.0	23735.0	30958.0	26625.0	22789.0	27219.0	26707.0	52154.0	22226.0	21446.0	39687.0	24833.0	25482.0	0.0	55955.0	27688.0	23235.0	55697.0	28743.0	26652.0	24962.0	51522.0	22483.0	25704.0	23516.0	27066.0	29274.0	17889.0	24982.0	24474.0	25153.0	26068.0	27448.0	27206.0	25577.0	26108.0
LoombaR_2017__SID1022_aav__bin.28	79726.0	82249.0	75322.0	70150.0	67717.0	70036.0	70563.0	78989.0	69347.0	62210.0	85478.0	78841.0	78186.0	66109.0	78770.0	84113.0	54733.0	79899.0	76654.0	60660.0	65379.0	50546.0	49442.0	81196.0	74674.0	55955.0	0.0	86983.0	67619.0	68755.0	71407.0	81438.0	74688.0	59036.0	62046.0	81078.0	70156.0	79239.0	66047.0	49762.0	75586.0	68514.0	73548.0	79231.0	88158.0	88163.0	76147.0	62068.0
ZeeviD_2015__PNP_Main_645__bin.38	44830.0	44770.0	32491.0	41426.0	40146.0	37896.0	30956.0	36745.0	29151.0	81125.0	36670.0	43084.0	32153.0	35418.0	42687.0	37650.0	30644.0	35072.0	35102.0	75592.0	30393.0	27772.0	55774.0	32531.0	34016.0	27688.0	86983.0	0.0	30730.0	89428.0	38272.0	34819.0	33408.0	73514.0	30575.0	33313.0	29233.0	34978.0	38279.0	22025.0	32741.0	34681.0	31443.0	32878.0	38201.0	38385.0	31380.0	34156.0
LiJ_2017__H2M514903__bin.45	32720.0	33232.0	22274.0	33996.0	34443.0	29239.0	22658.0	29378.0	22418.0	75666.0	29106.0	33230.0	26068.0	32750.0	33583.0	27378.0	26942.0	25126.0	25478.0	67327.0	29450.0	21122.0	51341.0	20916.0	24677.0	23235.0	67619.0	30730.0	0.0	71869.0	32878.0	23598.0	27156.0	66253.0	26488.0	22195.0	18852.0	24670.0	30336.0	21087.0	24209.0	31314.0	22075.0	20442.0	23835.0	25797.0	22067.0	27466.0
ZeeviD_2015__PNP_Main_773__bin.23	82938.0	86039.0	78426.0	73536.0	71258.0	70995.0	74567.0	83175.0	70557.0	55983.0	90028.0	81572.0	82834.0	69006.0	81847.0	86705.0	58028.0	84739.0	79699.0	64486.0	68958.0	52356.0	52143.0	83921.0	76344.0	55697.0	68755.0	89428.0	71869.0	0.0	75140.0	84818.0	78366.0	61988.0	66583.0	83206.0	71961.0	82488.0	68145.0	49812.0	77359.0	70204.0	76100.0	81875.0	92677.0	92222.0	79819.0	64440.0
LiJ_2014__V1.CD20-0__bin.36	19319.0	18822.0	31628.0	18411.0	17571.0	15652.0	32477.0	32985.0	30948.0	75628.0	38749.0	17662.0	33968.0	39159.0	12554.0	35659.0	228.0	34249.0	35296.0	67291.0	36115.0	12150.0	53373.0	29595.0	32072.0	28743.0	71407.0	38272.0	32878.0	75140.0	0.0	33246.0	33246.0	66640.0	27788.0	31724.0	29471.0	33787.0	17322.0	26411.0	32991.0	38288.0	31888.0	31650.0	34720.0	35481.0	32000.0	14316.0
QinJ_2012__NLM006__bin.4	36860.0	38579.0	26829.0	37769.0	35310.0	32715.0	25891.0	32626.0	23082.0	84181.0	34045.0	38854.0	29437.0	34287.0	36315.0	32992.0	27979.0	29152.0	26176.0	75285.0	30715.0	24738.0	56436.0	23924.0	26529.0	26652.0	81438.0	34819.0	23598.0	84818.0	33246.0	0.0	31085.0	73816.0	26402.0	24590.0	23502.0	27388.0	33364.0	23570.0	24629.0	33834.0	23201.0	24907.0	26766.0	25361.0	24536.0	30377.0
ZeeviD_2015__PNP_Main_286__bin.38	35948.0	37018.0	28471.0	36339.0	34608.0	31538.0	27222.0	31029.0	26490.0	78494.0	33089.0	36761.0	26688.0	31793.0	35023.0	29954.0	27320.0	31057.0	30869.0	68756.0	30826.0	24186.0	53794.0	27851.0	29134.0	24962.0	74688.0	33408.0	27156.0	78366.0	33246.0	31085.0	0.0	68429.0	26256.0	28581.0	26721.0	31710.0	33692.0	22641.0	29200.0	31165.0	28339.0	29034.0	29629.0	31171.0	28387.0	30101.0
VogtmannE_2016__MMRS67690541ST-27-0-0__bin.65	67852.0	68492.0	72666.0	66389.0	63938.0	58429.0	69107.0	71731.0	65110.0	62665.0	74313.0	68232.0	71552.0	63317.0	67486.0	72252.0	51700.0	78100.0	73782.0	391.0	64247.0	45478.0	47923.0	68898.0	63769.0	51522.0	59036.0	73514.0	66253.0	61988.0	66640.0	73816.0	68429.0	0.0	61347.0	69002.0	65113.0	71766.0	62139.0	46972.0	71003.0	66642.0	69433.0	71767.0	74986.0	74834.0	72081.0	57962.0
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.74	30121.0	30002.0	25282.0	29299.0	30017.0	24690.0	25290.0	365.0	26145.0	68814.0	30526.0	29294.0	26082.0	31100.0	30613.0	25000.0	23100.0	28712.0	29076.0	62361.0	29659.0	18810.0	48174.0	24264.0	26629.0	22483.0	62046.0	30575.0	26488.0	66583.0	27788.0	26402.0	26256.0	61347.0	0.0	24830.0	23530.0	28012.0	27631.0	19562.0	28256.0	29506.0	25405.0	24434.0	26935.0	28649.0	25253.0	24500.0
QinN_2014__HD-36__bin.19	37012.0	37419.0	25804.0	34007.0	32651.0	32623.0	24273.0	32814.0	20550.0	77509.0	32877.0	36480.0	27487.0	31322.0	36150.0	33192.0	25308.0	27554.0	23646.0	70263.0	28125.0	23788.0	52544.0	22617.0	25948.0	25704.0	81078.0	33313.0	22195.0	83206.0	31724.0	24590.0	28581.0	69002.0	24830.0	0.0	22949.0	26589.0	31430.0	22402.0	22572.0	31596.0	21364.0	25753.0	25364.0	25236.0	24808.0	29218.0
LiJ_2017__nHM410714__bin.27	31210.0	32321.0	21537.0	32181.0	30834.0	27828.0	21954.0	26848.0	20934.0	74110.0	28459.0	34400.0	24768.0	30654.0	32187.0	27192.0	24167.0	23231.0	25463.0	65623.0	27961.0	20920.0	51456.0	21581.0	22297.0	23516.0	70156.0	29233.0	18852.0	71961.0	29471.0	23502.0	26721.0	65113.0	23530.0	22949.0	0.0	25113.0	30042.0	20733.0	23086.0	30277.0	22775.0	19633.0	23659.0	24601.0	21732.0	27334.0
BackhedF_2015__SID172_M__bin.40	38266.0	39262.0	28631.0	36124.0	35115.0	33455.0	26565.0	34477.0	21095.0	79672.0	32833.0	37826.0	30691.0	32921.0	37154.0	33228.0	27131.0	30716.0	25872.0	73207.0	29747.0	24553.0	54837.0	24559.0	27813.0	27066.0	79239.0	34978.0	24670.0	82488.0	33787.0	27388.0	31710.0	71766.0	28012.0	26589.0	25113.0	0.0	33970.0	22934.0	25377.0	33556.0	23809.0	26531.0	28438.0	27267.0	26114.0	31162.0
BackhedF_2015__SID241_M__bin.31	15345.0	15121.0	32147.0	14644.0	13078.0	12806.0	33059.0	31704.0	30224.0	70136.0	37551.0	14097.0	34874.0	36731.0	17371.0	34745.0	13944.0	33798.0	34053.0	61489.0	34776.0	9744.0	50146.0	30755.0	30946.0	29274.0	66047.0	38279.0	30336.0	68145.0	17322.0	33364.0	33692.0	62139.0	27631.0	31430.0	30042.0	33970.0	0.0	25975.0	31421.0	38273.0	31359.0	31778.0	33220.0	34130.0	31467.0	11506.0
ZeeviD_2015__PNP_Main_121__bin.3	28224.0	28696.0	23142.0	26890.0	27419.0	23506.0	21175.0	22571.0	19222.0	51862.0	21707.0	28743.0	21235.0	23159.0	28160.0	22496.0	21363.0	24223.0	23478.0	46615.0	19762.0	18901.0	38366.0	21023.0	23482.0	17889.0	49762.0	22025.0	21087.0	49812.0	26411.0	23570.0	22641.0	46972.0	19562.0	22402.0	20733.0	22934.0	25975.0	0.0	21949.0	22189.0	21250.0	22205.0	21799.0	24194.0	21567.0	24245.0
QinJ_2012__T2D-098__bin.37	33391.0	34185.0	26247.0	34039.0	35279.0	28976.0	25573.0	30723.0	21103.0	77776.0	31701.0	34101.0	28802.0	34559.0	34511.0	30958.0	27174.0	29809.0	24732.0	72247.0	32078.0	21489.0	52682.0	21458.0	25325.0	24982.0	75586.0	32741.0	24209.0	77359.0	32991.0	24629.0	29200.0	71003.0	28256.0	22572.0	23086.0	25377.0	31421.0	21949.0	0.0	32494.0	20861.0	24473.0	23527.0	24244.0	23832.0	27457.0
ZeeviD_2015__PNP_Main_473__bin.20	39925.0	40718.0	33598.0	39667.0	39721.0	34648.0	32163.0	33573.0	29957.0	71299.0	32911.0	41136.0	30081.0	31852.0	40409.0	33347.0	31429.0	36060.0	34613.0	67136.0	31189.0	27123.0	52333.0	30298.0	32053.0	24474.0	68514.0	34681.0	31314.0	70204.0	38288.0	33834.0	31165.0	66642.0	29506.0	31596.0	30277.0	33556.0	38273.0	22189.0	32494.0	0.0	31842.0	32618.0	32400.0	34162.0	31814.0	34096.0
QinJ_2012__CON-052__bin.33	33716.0	33878.0	25931.0	33114.0	32056.0	29860.0	24735.0	30216.0	19071.0	78484.0	30979.0	34231.0	27113.0	31216.0	33842.0	29491.0	25514.0	27641.0	23896.0	69256.0	29565.0	22350.0	54209.0	20053.0	24823.0	25153.0	73548.0	31443.0	22075.0	76100.0	31888.0	23201.0	28339.0	69433.0	25405.0	21364.0	22775.0	23809.0	31359.0	21250.0	20861.0	31842.0	0.0	24490.0	22783.0	21681.0	24203.0	27961.0
LiJ_2017__nHM412716__bin.59	34807.0	35889.0	25373.0	33431.0	33004.0	30184.0	23537.0	29778.0	22220.0	79579.0	32448.0	36025.0	27395.0	32761.0	34701.0	30593.0	25421.0	27361.0	26894.0	72735.0	28779.0	22959.0	54889.0	24130.0	26106.0	26068.0	79231.0	32878.0	20442.0	81875.0	31650.0	24907.0	29034.0	71767.0	24434.0	25753.0	19633.0	26531.0	31778.0	22205.0	24473.0	32618.0	24490.0	0.0	26411.0	26060.0	24545.0	28111.0
YuJ_2015__SZAXPI017466-84__bin.26	39440.0	41917.0	27795.0	35872.0	34686.0	33827.0	24792.0	33109.0	22660.0	84419.0	36658.0	38035.0	31051.0	33907.0	37980.0	35500.0	27262.0	30148.0	26089.0	76911.0	30787.0	24788.0	56140.0	26171.0	27464.0	27448.0	88158.0	38201.0	23835.0	92677.0	34720.0	26766.0	29629.0	74986.0	26935.0	25364.0	23659.0	28438.0	33220.0	21799.0	23527.0	32400.0	22783.0	26411.0	0.0	29712.0	25669.0	30373.0
