	CM_cf__CF_TNFC045IS_t1M15__bin.5	CM_cf__CF_TNFC034IS_t5M16__bin.2	CM_cf__CF_FIFC013SS_t7M17__bin.1	CM_cf__CF_TNFC039IS_t3M15__bin.1	CM_cf__CF_TNFC045IS_t2M15__bin.5	CM_cf__CF_TNFC045IS_t3M15__bin.1	OlmMR_2017__S2_005_012W1__bin.8	CM_cf__CF_TNFC060IS_t1M15__bin.5	OlmMR_2017__S2_005_014G1__bin.7	CM_cf__CF_TNFC048IS_t2M15__bin.3	CM_cf__CF_FIFC003SS_t3M17__bin.2	OlmMR_2017__S2_005_011G1__bin.2	XieH_2016__YSZC12003_37193R1__bin.44	CM_cf__CF_FIFC013SS_t9M16__bin.2	CM_cf__CF_TNFC003IS_t2M15__bin.14	CM_cf__CF_TNFC034SS_t1M15__bin.12	LoombaR_2017__SID5640_ijm__bin.11	CM_cf__CF_FIFC013SS_t1M15__bin.1	CM_cf__CF_FIFC013SS_t4M15__bin.2	CM_cf__CF_TNFC051IS_t3M15__bin.4	VincentC_2016__MM074.2__bin.1	CM_cf__CF_TNFC003IS_t1M15__bin.11	CM_cf__CF_TNFC002IS_t3M15__bin.1	CM_cf__CF_TNFC065IS_t2M15__bin.1	CM_cf__CF_TNFC045IS_t4M15__bin.2	CM_cf__CF_TNFC034IS_t3M15__bin.1	CM_cf__CF_TNFC051IS_t4M15__bin.1	CM_cf__CF_TNFC059IS_t2M15__bin.9	CM_cf__CF_TNFC002IS_t1M15__bin.3	VincentC_2016__MM022.2__bin.33	OlmMR_2017__S2_005_015G1__bin.2	CM_cf__CF_TNFC051IS_t5M16__bin.1	CM_cf__CF_FIFC013SS_t6M16__bin.1	CM_cf__CF_TNFC059IS_t1M15__bin.3	CM_cf__CF_TNFC051IS_t1M15__bin.3	GeversD_2014__SKBSTL067__bin.12	OlmMR_2017__S2_005_022W1__bin.4	OhJ_2014__MET0227__bin.3	OhJ_2014__MET0042__bin.4
CM_cf__CF_FIFC003SS_t3M17__bin.2	0.8884631838476542	0.8998143870144247	0.987789878417383	0.9281571232257197	0.8916406057653523	0.8915337429740334	0.3661475439892299	0.7969411399046965	0.7094070686593434	0.8107229477367613	1.0	0.8971986932007676	0.6895106836599458	0.6726436492595561	0.9194642192992106	0.8746787568295277	0.9067943432565563	0.6622632910596703	0.8081788450087918	0.9563125003273982	0.8137114390332061	0.8067585477137125	0.5457767370878492	0.9070291969400922	0.8879173454723877	0.77973570666513	0.8711664283207351	0.6458600272046126	0.7995222604623388	0.794951256947391	0.9028166726907946	0.6495335229624042	0.8158546316813253	0.7358236554408352	0.826426015851314	0.4567912875394842	0.8360314442017333	0.906729212829821	0.6173143913797349
OlmMR_2017__S2_005_011G1__bin.2	0.89347542703929	0.9045737698387085	0.9061568208777441	0.9037146110422597	0.9013608803567331	0.9037649499652723	0.38858699260759016	0.767735128322562	0.7636995217184658	0.7777349708204102	0.7934140012001046	1.0	0.6738602943560802	0.575532164255597	0.8991224968352877	0.8747226340783391	0.9018452766803241	0.5984044105543737	0.715913060047541	0.8950685149801532	0.751227821921273	0.7755926327287619	0.5179796426924715	0.8999941631555525	0.892803572272333	0.7660100165191963	0.8316121333481159	0.6091905285000143	0.7878081599085376	0.7740117434839662	0.998503575144431	0.5833719110662556	0.7192090241938747	0.7068288918241251	0.7498089128305885	0.43499314865639854	0.8790076190893843	0.9118315307572363	0.5777776508152589
XieH_2016__YSZC12003_37193R1__bin.44	0.9651681990569725	0.9661907218491508	0.9629407016011747	0.9561776575028436	0.9680792857922593	0.9678147415830044	0.4347020378267407	0.845426510410981	0.8060620239524754	0.8590283084312572	0.869079887949461	0.9604557027104117	1.0	0.6303014483465327	0.960006065589357	0.9432220340236426	0.9635952394367189	0.6850843284186506	0.7904446719651805	0.959158071547544	0.8468795227816142	0.8482841160790059	0.598635374446702	0.9674337715112737	0.9642515379658355	0.8359777483546319	0.9007675303455537	0.6866009458445871	0.8645868180393621	0.8555067011997366	0.9610587402589628	0.6585900718010839	0.792919106694509	0.7831142443631395	0.825124833174284	0.5202631620648006	0.9118924726828392	0.9659679941122407	0.6370114515509949
CM_cf__CF_FIFC013SS_t9M16__bin.2	0.8425775274053945	0.8460688987988286	0.9860968033029076	0.8914578677353886	0.8437954688835119	0.8433437034045549	0.3702729188270982	0.7759898056153537	0.6890740062585491	0.7886727791904956	0.8789371190367813	0.8504154303009146	0.6534349577496603	1.0	0.8747820174522937	0.8278371955859318	0.8547877443783148	0.6730993051253706	0.8293519789267375	0.9433949263086083	0.7959030803332569	0.7746126053976848	0.5702019597038883	0.8580587089774699	0.8407608825854676	0.7530818733664856	0.8376692551915953	0.6527538870654752	0.766532620091471	0.7535623875577399	0.8597391396605598	0.6604783922624894	0.8463538761135848	0.7370934823703085	0.8331125842924794	0.4570027642115038	0.7823571890604305	0.8557720455279211	0.6215533203051471
CM_cf__CF_TNFC003IS_t2M15__bin.14	0.9292112482315297	0.9445375375082171	0.9587070683271788	0.9574686789280609	0.934899804421868	0.9361012198063554	0.36299582993938023	0.8116217170956479	0.7165637663299897	0.8140491972077096	0.8428385095086441	0.9320027063057982	0.6981758365690931	0.613672446404085	1.0	0.9057476345834125	0.9750523038252419	0.6371520661191418	0.7651104874791741	0.9499269403074542	0.7980949899249812	0.8473296518312301	0.5471504318997072	0.9419159038041779	0.9275890333471999	0.8037091179040503	0.8779228478762591	0.6357832272744661	0.8267154382197028	0.8101653250648125	0.9335003939893377	0.6277227320243465	0.7694967900633056	0.7381551503281804	0.8046909300501262	0.44906093205568637	0.8693560807288394	0.9431299639815476	0.6113233960200274
CM_cf__CF_TNFC034SS_t1M15__bin.12	0.9438795187853176	0.9468303950790531	0.9456985933392883	0.9462534603960504	0.9469564480350032	0.9496844747395059	0.3851618284232029	0.8258110312385639	0.7501749110148048	0.830079946663216	0.8374428435941944	0.9470343534427921	0.7164763083134934	0.6065669912112335	0.9460286046589774	1.0	0.9449013167518527	0.6440189293423029	0.7595001548913312	0.9409605736780363	0.813302532276829	0.8172406004868586	0.5683465312784362	0.96803303724263	0.9414900295288244	0.804347422676793	0.8813498967586167	0.6644548886730051	0.8471352125254509	0.827848107191154	0.9471824740249829	0.6234824954406111	0.7608036494504075	0.7678591042248972	0.7994683039507905	0.47029354791090633	0.8868320300895427	0.9595624123459675	0.6133969215327036
LoombaR_2017__SID5640_ijm__bin.11	0.8968224216358085	0.9273676039957874	0.9119460998495089	0.9223857883962994	0.9047945643131508	0.9052729423825178	0.35362628987637823	0.7822312252466037	0.696511506833674	0.784699699404673	0.8034622690127821	0.9036026417237577	0.677380406643019	0.5796184640938735	0.9424863313368423	0.8744531413054863	1.0	0.6082283193937904	0.7256685882756838	0.9067657851998923	0.7652850070402956	0.8029243257568994	0.5263600704694835	0.9097090789876147	0.8959215175291061	0.7821865126780245	0.8410124720217678	0.6134890857238957	0.7994503603074925	0.7850867957596395	0.9039318747546804	0.5997629460291448	0.7299872963702213	0.7084550229465212	0.7672259038320838	0.4352675722328451	0.8386256872623484	0.9089174035086525	0.5902761457518341
CM_cf__CF_FIFC013SS_t1M15__bin.1	0.9423417447472087	0.944228722936966	0.9927315236795304	0.9568979522676351	0.9441897318060042	0.9437225602924431	0.4218842776929092	0.865271201367289	0.763657666534851	0.8772559197321839	0.9128646904260648	0.9327371701729401	0.7492056760496497	0.7100388443125057	0.9580965685157208	0.9271879139046946	0.9462059583743202	1.0	0.8603864791273496	0.9836321490058104	0.8569615174385427	0.8630284892790034	0.6142607413946936	0.9580089588140535	0.9403009682075464	0.8404220573309223	0.928585818155474	0.7231468442094922	0.8547503352154175	0.8448126512260183	0.9350407758176043	0.7228120499924063	0.8640682527713187	0.8032081517457798	0.8814963255672789	0.5147274556048668	0.8858859567184005	0.9517109284197448	0.6748252800201021
CM_cf__CF_FIFC013SS_t4M15__bin.2	0.8868941785310916	0.8909177953791804	0.9916936057266611	0.9309597375120239	0.8893951069176663	0.8887728525741331	0.3834763903561527	0.8088409297736312	0.7175503197050218	0.8169838357955509	0.8891793639019862	0.8906989785538378	0.689977094354622	0.6983096160100913	0.9183252271209142	0.8727767470909753	0.9010803864624043	0.6867517074532392	1.0	0.9628097847814531	0.814670601911487	0.8117235868976558	0.5746529428749765	0.9030255316393953	0.8861902761184008	0.782440362809439	0.8731944009788547	0.6636109156360279	0.799407407919709	0.7920421757423779	0.8991994070621161	0.6678172320459258	0.8463627322095101	0.7532987260787968	0.8454098512141645	0.47050708445887596	0.8329530454441626	0.9009647343738564	0.6401383444883807
CM_cf__CF_TNFC051IS_t3M15__bin.4	0.8932654068990604	0.9047205437011568	0.9806436664879946	0.9192067952091876	0.8984298788578352	0.8986167241428007	0.35533674517375835	0.7881359141157268	0.6931202759102733	0.7905396073207348	0.8499245945814247	0.8995506401934004	0.6763197189747594	0.6416546422518022	0.9210033964251717	0.8734647726803639	0.9095341375957233	0.6342165238893491	0.77774846465629	1.0	0.7958189177436911	0.7990446370902788	0.529798564022599	0.9113771397587213	0.8934649775273541	0.7726005977186874	0.8751235677393303	0.6174106905919674	0.7952484499135142	0.7860660283924136	0.9005633912977895	0.625431846940812	0.7890997812792818	0.712069398435776	0.8278689364127009	0.4381227076923459	0.8350702392395584	0.9104138933436212	0.5938599597692926
VincentC_2016__MM074.2__bin.1	0.909347002481658	0.915925949850079	0.9854018573377158	0.9337035290017486	0.9123018579386015	0.9132257197108538	0.4264568473930574	0.8071275184622133	0.8024081245756245	0.8149426003929793	0.8750587741330722	0.9135393069384272	0.7225530431856556	0.6550194987411444	0.9362931586157996	0.9135079482156699	0.9288237737424965	0.6685784846864278	0.7962820948077466	0.962942815209619	1.0	0.8133778564604227	0.5618940443213296	0.9270842096249873	0.9088163452929618	0.7889901589943576	0.8892661533099789	0.6511144927623317	0.8210626213038018	0.8368899507874608	0.9137616346494734	0.6509269037561366	0.8097697255754983	0.7485670753690941	0.8332637933313705	0.49501302419766735	0.8675640393940669	0.9300033874931649	0.6173775770485695
CM_cf__CF_TNFC003IS_t1M15__bin.11	0.9352165285180387	0.9482712995690685	0.9632018768848487	0.9548465705028488	0.9387951956895322	0.938989154838351	0.37484846360364943	0.8281574011036146	0.7215583455340394	0.8368132232904956	0.8592003490148902	0.9340568648056382	0.7167595767562183	0.631339074995244	0.984450166724904	0.9090634711323513	0.9650921882441416	0.6668071925184954	0.785736880188477	0.9575056518728959	0.8055201554797364	1.0	0.5622991021160515	0.9463172029863386	0.9334065530669814	0.8339371233905621	0.8937401404874196	0.6583641117182382	0.8619427416971817	0.8229472827215871	0.9358238828613196	0.6484694056872244	0.7960925878780925	0.7586889700471657	0.8239773303968575	0.4620439798185785	0.8777462281640214	0.9426042707089514	0.6275988061935266
CM_cf__CF_TNFC002IS_t3M15__bin.1	0.953443815152809	0.9468634926352866	0.9504771942932365	0.9451826947023874	0.9580206332052513	0.9574094086882271	0.4291721701889209	0.8683443514960686	0.7690252317038461	0.8760676277261892	0.8687913042124737	0.9323992355107269	0.756038864873519	0.6946345661223183	0.9501619925641299	0.9449461544277227	0.9456418774682464	0.7093776127832924	0.8314271133525456	0.9489223102785783	0.8317409253033052	0.8404598387412389	1.0	0.9671517549009143	0.9519534168534529	0.8440204508663323	0.9014658270181806	0.7398296020564272	0.8972228337246949	0.8258529903582738	0.9320034266374925	0.6899499012701462	0.8310841160564983	0.8173872945351692	0.8461773868609244	0.5177841596399474	0.8796774380047675	0.9557914287366136	0.6768854288967161
CM_cf__CF_TNFC065IS_t2M15__bin.1	0.946060390621931	0.9519979946640289	0.950910644058017	0.9542464309334343	0.9527905660340907	0.9536320794509733	0.3663917540378799	0.8230212118694767	0.7193498821849018	0.8263447632331888	0.8362857945065129	0.9383436465817522	0.7076784919667426	0.6054491817340554	0.9474058139287778	0.932217036082524	0.9466278929740471	0.640807073671304	0.7567485286797174	0.9454771108994582	0.7948512000783072	0.8192554111550516	0.5601800423348705	1.0	0.944655238698734	0.8076825490048343	0.8845838670270347	0.6503985878931544	0.848331494786706	0.8101665188745647	0.9385804681306779	0.622221653378257	0.7594596604838694	0.7458540934548384	0.7972496823596764	0.45996202483551285	0.8764012075806079	0.9696018371298838	0.6104882806336964
CM_cf__CF_TNFC045IS_t4M15__bin.2	0.9886940400869679	0.9521576677077712	0.9451837451593383	0.9406966299523691	0.9962527762287261	0.993833529170911	0.37123001757385293	0.8171882522318205	0.7248290912945549	0.8195391210848775	0.8318382008091203	0.9458254860618882	0.7167009184763308	0.6027900270551945	0.9480088446717102	0.9212456480462564	0.9472826943106553	0.6390833132806342	0.7545906231233822	0.9418099841666832	0.7917273495969858	0.8210815567132592	0.5602496229792645	0.9598562683592617	1.0	0.8105837028564586	0.881665954802661	0.6484894060404128	0.8463512293926821	0.8143741128623165	0.9458447890000734	0.6199328355901685	0.7589979092300598	0.746536717541905	0.7942221725653229	0.4610382461546666	0.8825568344751785	0.9591749400750099	0.6109852694044013
CM_cf__CF_TNFC034IS_t3M15__bin.1	0.94846081928708	0.9946304931738849	0.95609848151029	0.9521748543008548	0.955602855358395	0.9529572807424238	0.3845076116068863	0.833005981232494	0.7414904419061777	0.8422033235881264	0.8555198997635861	0.950398876555178	0.7277106171666353	0.6323421448906634	0.9619933099090745	0.9217640612606951	0.9685818616538242	0.6689665610403743	0.7802828153557895	0.9537996727756214	0.8049844242728453	0.8591423579313595	0.5817484280585326	0.9611472777920401	0.9493235191564201	1.0	0.9047955230800474	0.672137457229015	0.8646720284462973	0.8248702022737113	0.9511397294076626	0.6475347053256343	0.7946145917550185	0.7647639884590184	0.8199649019284782	0.4781522168110567	0.8891703674185675	0.9556948153711161	0.6262750830513865
CM_cf__CF_TNFC051IS_t4M15__bin.1	0.9425934313864937	0.9535766939783015	0.9844547094156472	0.9517390063715484	0.9481063192555336	0.9481845224505278	0.3753190016793568	0.8334506381258245	0.7298756674170325	0.8382044126546415	0.8728568256955754	0.9422181610212532	0.7160377257811091	0.6423055841455007	0.9595965904806593	0.9223242829318116	0.9510155830800477	0.6749757998726005	0.7951900311395675	0.9865763428512045	0.8285273358655773	0.840818533772321	0.5674017941947337	0.9612745476242587	0.9429303874347235	0.826246496820524	1.0	0.6586939646553049	0.8454103034721344	0.8263323978691641	0.9433152801170214	0.6565478380490559	0.8010613940568021	0.754063198328726	0.8437159009139277	0.4683834279906905	0.8864725792830814	0.9595874930172594	0.6230723218598574
CM_cf__CF_TNFC059IS_t2M15__bin.9	0.937454335353815	0.938201558860381	0.9569530059690194	0.9483453608748273	0.9427420140339619	0.9406076991274809	0.41869921492949247	0.8708533301924509	0.7626798710121122	0.8836324399750594	0.8765765930162922	0.9349607464746241	0.7393280107384052	0.6779976211133654	0.9413497088956567	0.9419120816774776	0.9397268143276375	0.7120364601465392	0.8186213880346126	0.9428552943498955	0.8217543708309348	0.8390092380334632	0.6307869830015539	0.9574092080781662	0.9394810576589698	0.8314322542237799	0.8922637838801163	1.0	0.8651852855979245	0.832162651574632	0.93798092293123	0.6910502151733533	0.8198669975336648	0.8417805769759891	0.8418421938842374	0.5100962858986625	0.8765960260412013	0.9510645624334507	0.6653796632446374
CM_cf__CF_TNFC002IS_t1M15__bin.3	0.9410738536356773	0.938980176964576	0.934831905102169	0.9421914021835095	0.9441136656664837	0.9441852847503884	0.37214766546326006	0.8251312819616067	0.7277389618904675	0.8312585308962729	0.8323155485940029	0.9273991529680021	0.7140808026863337	0.6106822953807327	0.9388667497860061	0.9210932198722236	0.9392739242731799	0.6455367950314533	0.756386413678009	0.931493256081669	0.7948165960685486	0.8425292661207014	0.5867557045781863	0.9578325374950444	0.9404630919049167	0.8204009687117308	0.8783813432649977	0.663613342744396	1.0	0.8037117226443729	0.9273391674408739	0.6246192963988507	0.7687443411380563	0.7601018808734693	0.7962289825709324	0.4671840085128552	0.8688003821623401	0.9474428624221028	0.6117338598487237
VincentC_2016__MM022.2__bin.33	0.9196803559337285	0.9271577228384417	0.9445699379977842	0.9448279117659641	0.9260227488976647	0.9244369201583174	0.39673101689239526	0.8117601002538801	0.7617200119785389	0.8188528114899561	0.8395049116435234	0.9243130042382195	0.7167826042700836	0.6090166902942855	0.9333549940328584	0.9131177909331901	0.9357152972728171	0.647243092056252	0.7602372621072492	0.9340308152339872	0.8218343539186197	0.8160257951640337	0.5478794888173258	0.927947871227756	0.9179951363001362	0.7939363072170698	0.8709548459238301	0.6474995906349068	0.815315307009068	1.0	0.9278883104506852	0.6272952105021693	0.767443747335439	0.7434811374891389	0.7976945369306322	0.48181939549683644	0.8788839896205665	0.9315076879502094	0.6113596600573259
OlmMR_2017__S2_005_015G1__bin.2	0.8861822409275422	0.8972927600981478	0.9050348826457536	0.9023414512870725	0.8945843261094139	0.8973333284345154	0.3891968510398047	0.7619016782738035	0.7658818147916134	0.7748408343421836	0.7915271268983685	0.9899303265613298	0.6684939257718853	0.576846379804133	0.8928349888276332	0.8673478166886808	0.894427717022229	0.5947316580600558	0.7165398485163011	0.8883824225512187	0.7449589632141634	0.7703879618896455	0.5133142218197027	0.8924919184812194	0.8851559385614743	0.760024971724635	0.8254318461134309	0.6059109137703936	0.7809934435444907	0.7703342279799663	1.0	0.5788352999025748	0.7186619552284778	0.705364726183631	0.7445173041559735	0.43496972224314423	0.876813404635629	0.9055406856018229	0.5788740311822012
CM_cf__CF_TNFC051IS_t5M16__bin.1	0.9323238880905015	0.9384321035986338	0.9903860526706568	0.9521911744312053	0.9327269134808557	0.9329708886562589	0.40626432034873233	0.8503882371566338	0.7423808688117992	0.8732382059233933	0.913031440643957	0.9272961340734405	0.7344811293547053	0.710509709303824	0.9625925185037008	0.9153808675845598	0.9514963115322451	0.737112575889411	0.8532177601164405	0.9891988213593639	0.8508432974938546	0.8558995234629748	0.6092580479286042	0.9486277623622884	0.9301703285442364	0.8295919306560698	0.9211039753963063	0.7157186038434681	0.8434165360679498	0.8349748477302823	0.9280533407294956	1.0	0.8540775639790534	0.7901226871141099	0.8864732455693592	0.4985617982492204	0.874116172927837	0.9436598976236965	0.6697835272575987
