	CM_cf__CF_TNFC045IS_t1M15__bin.5	CM_cf__CF_TNFC034IS_t5M16__bin.2	CM_cf__CF_FIFC013SS_t7M17__bin.1	CM_cf__CF_TNFC039IS_t3M15__bin.1	CM_cf__CF_TNFC045IS_t2M15__bin.5	CM_cf__CF_TNFC045IS_t3M15__bin.1	OlmMR_2017__S2_005_012W1__bin.8	CM_cf__CF_TNFC060IS_t1M15__bin.5	OlmMR_2017__S2_005_014G1__bin.7	CM_cf__CF_TNFC048IS_t2M15__bin.3	CM_cf__CF_FIFC003SS_t3M17__bin.2	OlmMR_2017__S2_005_011G1__bin.2	XieH_2016__YSZC12003_37193R1__bin.44	CM_cf__CF_FIFC013SS_t9M16__bin.2	CM_cf__CF_TNFC003IS_t2M15__bin.14	CM_cf__CF_TNFC034SS_t1M15__bin.12	LoombaR_2017__SID5640_ijm__bin.11	CM_cf__CF_FIFC013SS_t1M15__bin.1	CM_cf__CF_FIFC013SS_t4M15__bin.2	CM_cf__CF_TNFC051IS_t3M15__bin.4	VincentC_2016__MM074.2__bin.1	CM_cf__CF_TNFC003IS_t1M15__bin.11	CM_cf__CF_TNFC002IS_t3M15__bin.1	CM_cf__CF_TNFC065IS_t2M15__bin.1	CM_cf__CF_TNFC045IS_t4M15__bin.2	CM_cf__CF_TNFC034IS_t3M15__bin.1	CM_cf__CF_TNFC051IS_t4M15__bin.1	CM_cf__CF_TNFC059IS_t2M15__bin.9	CM_cf__CF_TNFC002IS_t1M15__bin.3	VincentC_2016__MM022.2__bin.33	OlmMR_2017__S2_005_015G1__bin.2	CM_cf__CF_TNFC051IS_t5M16__bin.1	CM_cf__CF_FIFC013SS_t6M16__bin.1	CM_cf__CF_TNFC059IS_t1M15__bin.3	CM_cf__CF_TNFC051IS_t1M15__bin.3	GeversD_2014__SKBSTL067__bin.12	OlmMR_2017__S2_005_022W1__bin.4	OhJ_2014__MET0227__bin.3	OhJ_2014__MET0042__bin.4
CM_cf__CF_FIFC003SS_t3M17__bin.2	0.8833646762598721	0.8947876451247344	0.9870638400410688	0.9214114968299119	0.8864753962391979	0.8863720256959614	0.36208693253151314	0.7916332720443794	0.7009223027185405	0.8052591509995688	1.0	0.8865752745343525	0.6848418971986933	0.6718460197975544	0.9130798659675187	0.8698613752123724	0.9011199639599998	0.6616945784594647	0.8072698128329641	0.9551087224134227	0.8126649868953392	0.8011393459368567	0.5426059504415074	0.902096047299008	0.8828071388535299	0.7751051603203788	0.8704049436263853	0.6416609481104318	0.7948791420244912	0.7892313038133603	0.8919690516974944	0.6485335177240321	0.8151006553203526	0.730788008318535	0.8253058772789101	0.45366101097089734	0.8260017077093124	0.9004555637623385	0.6124121481341792
OlmMR_2017__S2_005_011G1__bin.2	0.8840134080655307	0.89513599384321	0.8954540864242102	0.8930489359185511	0.8918111543023874	0.8941468185646243	0.38852491823013285	0.7595847007968682	0.7635662625449691	0.769141838717179	0.7840194610894022	1.0	0.6660498861815332	0.5682059979907667	0.8890500798165316	0.8653997420052988	0.8921795858064002	0.5918263795103907	0.7074865405146491	0.8848663903070088	0.7429178848634564	0.7670033609723874	0.5125106120935093	0.8900233504660673	0.8833474210257961	0.7578951041845852	0.8225864879830491	0.6023555527692429	0.7793314558665073	0.7656418938429321	0.9983828234947504	0.5768638295073178	0.7106453851406294	0.6988228412708757	0.7413726652236174	0.43065411878935816	0.8782008065963136	0.9020906403265421	0.5715822573517217
XieH_2016__YSZC12003_37193R1__bin.44	0.9608567006715285	0.9600106874099844	0.9566396194789051	0.9491467678948091	0.9637706485338705	0.9635983206504707	0.4297987263142697	0.8399771638043658	0.796766442236926	0.8532475112596354	0.8631952098570669	0.94932349751214	1.0	0.6257456537279166	0.9534417597780118	0.9368219128879248	0.9571007011081806	0.6807400371154204	0.785195164079034	0.9528211152937365	0.8410313790808476	0.842425848390198	0.5946447624648301	0.9610983558643421	0.9599400395803915	0.8305561326717822	0.8948945168480767	0.6820075164008605	0.8587947964462161	0.8494657615527909	0.9498796565943256	0.6539755140344884	0.7878370847844383	0.7782795998999925	0.819708719658848	0.5167439757869421	0.9007499234098296	0.9593389828121094	0.6323359297694547
CM_cf__CF_FIFC013SS_t9M16__bin.2	0.8374493047260829	0.8408418809415432	0.9853913190297081	0.8843523725102987	0.8385250997933973	0.8381217051637023	0.3657566330238284	0.7704937819501438	0.679919594871321	0.782844548183184	0.8778948641338139	0.8395901711346957	0.6487119550151103	1.0	0.8679286438707631	0.8230409520843387	0.8488862726039603	0.6723440810166093	0.8284064657222943	0.9417124421460686	0.7947398983071343	0.7690086599791687	0.5668461179541413	0.8529448606543071	0.8356429273034051	0.7482769596183266	0.836787399850096	0.648115761481517	0.761907043548595	0.7476593186327021	0.8485250883851779	0.6592871460172195	0.8452269722244089	0.7317558047871169	0.8316178794174051	0.4535474427906329	0.7724897639753537	0.8492784871788729	0.6161341880371133
CM_cf__CF_TNFC003IS_t2M15__bin.14	0.9241153966999652	0.9396049478594366	0.9521909984760624	0.950840886729706	0.9297244027376137	0.9309421443103794	0.3592672166457974	0.8065405911456678	0.7085813806865354	0.8089003655945749	0.8369862112535136	0.9215619488410888	0.6934018670436842	0.6088647040774335	1.0	0.9010280856855982	0.9745924495220668	0.6332691543402611	0.7597314886234477	0.9439946117176256	0.7927937805545814	0.847041542626317	0.5442613368171072	0.9369986799796595	0.9224952626043375	0.7993388213868584	0.8727807388112391	0.6319140807131535	0.8224168488824004	0.8048047331860668	0.9228973350058606	0.623375644304217	0.7640475245737145	0.7335743740307326	0.7993801170395627	0.4460942075484291	0.8591624569376777	0.937002521435725	0.6072770622976933
CM_cf__CF_TNFC034SS_t1M15__bin.12	0.9388283728820304	0.9419101503223294	0.9406623263658148	0.9407422379214436	0.9418773832409418	0.9446391801007521	0.38106427145988886	0.8215372676232983	0.7420090534108441	0.8255417058910364	0.8328305425309194	0.9369407549435244	0.7116147433810914	0.6030527217324156	0.9410991650579869	1.0	0.939991269913316	0.640610985699008	0.755495215086633	0.9360331402248858	0.808966410899535	0.8128389449467894	0.5653078860166982	0.9629971046271297	0.9364612856097511	0.800059616026647	0.8768084795856903	0.660738834157275	0.8425214068512958	0.8231428546112897	0.9370810181133418	0.620046632906542	0.7567482215917346	0.7634375543854142	0.7952905010738741	0.46752523107061594	0.8767927647609433	0.9542747081765403	0.6100217449707963
LoombaR_2017__SID5640_ijm__bin.11	0.8917386490027782	0.922137625904946	0.906450631213055	0.9164971895288424	0.8996380757381403	0.9001357931537787	0.3500732651794142	0.7774186676056822	0.6891526535052874	0.779782399864346	0.7984345031265534	0.8939181159701691	0.6728149284900596	0.5756167665634152	0.9420418358021427	0.8699091685055806	1.0	0.6047690518475496	0.7211306493518148	0.9014802645065597	0.7606735786005956	0.8024590984429969	0.5236008872582639	0.9049774371714923	0.8908490390742982	0.7777214444109057	0.8363832513834982	0.609737561976803	0.7951369125151407	0.7799515031081424	0.8941953648383145	0.5959773850326145	0.7253857696758121	0.7040861872664484	0.762442123138414	0.43256377690934655	0.8291888598558027	0.9035110505798167	0.5862586673148183
CM_cf__CF_FIFC013SS_t1M15__bin.1	0.9371032140966898	0.9390063182480178	0.9921716880584367	0.9504610460550241	0.9388626287098437	0.9384534625207381	0.41765783164544257	0.8598276062502301	0.7553629051377073	0.8715364984664692	0.9120807761449373	0.9224839468459424	0.7444547752221472	0.7092421736737179	0.9522577669971847	0.922281529925332	0.940824460243608	1.0	0.8595753673289462	0.9828164641735289	0.8561333169345944	0.8576039083554383	0.6107561126420078	0.9531475831154925	0.934995526850809	0.8356198903867847	0.9277927578065901	0.7187042621397803	0.8499486496432672	0.8391420892170027	0.9247276216782023	0.7216974331560841	0.8634525779997116	0.7982538712536924	0.8805071061336178	0.5113992496854836	0.8757143259432304	0.9457931818953107	0.6700929120141061
CM_cf__CF_FIFC013SS_t4M15__bin.2	0.8819522610463594	0.886028132658709	0.9911278326356746	0.9240428973191961	0.8843114099622555	0.8837533213954251	0.3793075360015154	0.8034759792341104	0.7088913978860257	0.8112713526510743	0.8881792230830811	0.8802151743608925	0.6853948126003911	0.6975134993075284	0.9118690741512394	0.8681744855739388	0.8954455170119034	0.6861042862930951	1.0	0.9616473083897521	0.8138577713688846	0.806184966112209	0.5714167976397753	0.8982864855923817	0.8811791979162644	0.7780108109728089	0.872586747231218	0.6595644373285751	0.795070262486055	0.7862951122391992	0.8883135101427073	0.6666993258943297	0.8453737339506311	0.7483988813638186	0.8443032797356985	0.4671274307350612	0.8231449030376348	0.8949270037444765	0.634954364492734
CM_cf__CF_TNFC051IS_t3M15__bin.4	0.8882623295385945	0.8996411142807217	0.9797933962917108	0.912345817722803	0.8933122734074155	0.8935584001698367	0.3516013913455871	0.7830990059644616	0.6852563241076662	0.7853347867123827	0.8488547346191724	0.8892974275873649	0.6718514164083059	0.6405102924749458	0.915251696427934	0.8688907876894408	0.9042324802283858	0.633690594760821	0.7768094274309363	1.0	0.795253726275382	0.7939973314023918	0.5268594752751234	0.9065649425481787	0.888413171413168	0.7680745655459157	0.8747401003812326	0.6136351433013326	0.7908183233770454	0.7806492221866671	0.8901805974517655	0.6250365853620686	0.7882172321633362	0.7077721120686846	0.8274376714235655	0.4353268566508697	0.8252748286191111	0.9046302248009492	0.5896841849122743
VincentC_2016__MM074.2__bin.1	0.9043085758407894	0.9109725860918995	0.9845972338226546	0.9270367020988938	0.9072313214678436	0.9082179006856105	0.42188091496866387	0.8018885462171241	0.7932823606996714	0.8096878548981198	0.8739334278726845	0.9034339115856773	0.7175634385083612	0.654062212701522	0.9300739915635646	0.9086375817955668	0.923226898949051	0.6679323447762001	0.7954876112389662	0.9622589321660128	1.0	0.8080780445376485	0.5586870046448464	0.9221049326707567	0.903762896509455	0.7844763806851298	0.8883805980014542	0.6471884557838253	0.816352240702796	0.8312474462357515	0.9036213128150895	0.6499448311811611	0.8087110400730677	0.7438559436609563	0.8321433292673401	0.49193179496577955	0.85756098238804	0.9238561389488106	0.6130688509863538
CM_cf__CF_TNFC003IS_t1M15__bin.11	0.9300348624368447	0.9432214810780113	0.9567582675784544	0.9483129552251907	0.9335582986714263	0.9337849872643411	0.37085454161018827	0.8228013019624091	0.7134570642692843	0.8313163503471274	0.8532158817395922	0.9237126868065565	0.7118096202622037	0.6267716438791011	0.9841154337739225	0.9041672578732444	0.9645329982532519	0.6626159640467058	0.7803755740902563	0.951457399374161	0.8002715428083462	1.0	0.5593698168694621	0.941262177538266	0.9282111257422471	0.8293611379878942	0.8883617258161487	0.6542381561718899	0.8574729410250751	0.8173135411938176	0.9252660336618612	0.6439408407859456	0.7906455529518704	0.7539034046246332	0.8184473560838922	0.458951977165262	0.867412092153469	0.9366233367259138	0.6232318429224716
CM_cf__CF_TNFC002IS_t3M15__bin.1	0.9483755714768564	0.9416643318390436	0.9452438449496566	0.9393659164087239	0.9529065268438467	0.9522516632867257	0.42471959832070305	0.8634153636104884	0.7608844660582773	0.8710082786316575	0.8637439072117266	0.9225546016116981	0.7509989726758458	0.6905463941366919	0.945144892731348	0.9398940321805956	0.9406848160600562	0.7053303002810687	0.8267449501013983	0.9436581078556943	0.8269937204255168	0.8360814810367525	1.0	0.9618836610986586	0.9468393104920483	0.8390797888426371	0.8965348934429146	0.7355043338847973	0.8965501810047319	0.8207405517308856	0.9221271057921514	0.685904256501939	0.8263930582239299	0.8125825528338136	0.841407667573914	0.5143372313836411	0.8696732575514997	0.9502387083288859	0.6728181035862952
CM_cf__CF_TNFC065IS_t2M15__bin.1	0.9406060892921885	0.9465691303191472	0.9458010299724958	0.9486065040116379	0.9472894155740034	0.9481512141813445	0.36264398460386243	0.8187193025500739	0.711576951387024	0.8218977987026493	0.8317374040236802	0.927947969452435	0.7030441309148234	0.6018408327360472	0.9424599303091014	0.9273674266207385	0.9417042264677301	0.6375553254420723	0.7527771391699299	0.940484861130162	0.7905821334482183	0.8148791228039671	0.557128731106599	1.0	0.9392204175915747	0.8029274427716138	0.8800216310967462	0.6467488635463536	0.8437199948224465	0.805406260846942	0.9282121599091224	0.6189216070765048	0.75538974290614	0.7416645576508333	0.7930522578704929	0.4571222591648812	0.866201298638574	0.9640238927344887	0.6068715599697847
CM_cf__CF_TNFC045IS_t4M15__bin.2	0.9885036280526657	0.9468446157643825	0.939857442893975	0.9348416234817952	0.9960702162370755	0.9937255635844509	0.3675482274913427	0.8127050630461771	0.7171236201057442	0.8148331301889937	0.8270507449707258	0.935807751896391	0.7134963035691296	0.5991206693735494	0.942802940393672	0.9163250346512278	0.9419194220111404	0.6354774262770898	0.7503236922791028	0.9364848269908732	0.7873249710169655	0.8165113407215602	0.5572398368803573	0.9543339921960511	1.0	0.8058692055810357	0.8768251705079241	0.6445733633521286	0.8416573437292197	0.809815511350373	0.9358972324657753	0.6163809313798542	0.7547015332258368	0.7422778023244991	0.7897730088978366	0.45821249230540717	0.8726961411627142	0.9535188520182776	0.6072941550212423
CM_cf__CF_TNFC034IS_t3M15__bin.1	0.9429642926933939	0.9940760509305203	0.9505764743297456	0.9459026066831939	0.9500344850047704	0.9474437032297123	0.38059931106623807	0.828186701815827	0.7337571795864098	0.8370824919630782	0.8504393006441032	0.9403305962457326	0.7229911526804428	0.6283075909158835	0.9567623178521206	0.916850331247629	0.9630527658889659	0.6651440898449325	0.7758654778280578	0.9482121440860132	0.8003791434691149	0.8544280661958825	0.578343033837453	0.955488671675933	0.9438020867259552	1.0	0.8996392485334295	0.6678346865504651	0.8596983328416028	0.8196568358858624	0.941022595341459	0.6437057202959581	0.7900338336213469	0.7600403091389094	0.8152417973584487	0.47509512113815844	0.8791762298693784	0.9497875340539422	0.6219048750301743
CM_cf__CF_TNFC051IS_t4M15__bin.1	0.9373998294925417	0.9484044361330951	0.9839401778799026	0.9455149417963535	0.9428212178739264	0.9429443835322616	0.37148179658806635	0.828649276865378	0.7220063615762335	0.8331451732970554	0.8720938634285295	0.9319920873062568	0.7113691524960554	0.641629397683191	0.9539761076117952	0.9175717330615292	0.9457808676495777	0.6743993356052498	0.7946366604331547	0.9861440383884964	0.8277022659157061	0.8357585946098579	0.5642981595656591	0.9563167799738238	0.9377532309553789	0.8215378597062674	1.0	0.6548378648323381	0.8407200362358965	0.8208345558049777	0.9329434720364095	0.6558873971964766	0.8004306949114913	0.7495980933116324	0.8431152933783237	0.4654533449710884	0.8761808988608751	0.9536272548806578	0.6191072274273125
CM_cf__CF_TNFC059IS_t2M15__bin.9	0.9318900915508762	0.9324749782030186	0.9507948699658098	0.942201681146245	0.9370945874048878	0.9349986645720078	0.4141990477343818	0.8687858459326085	0.7541985405798293	0.8814291615289619	0.870877502979533	0.9244707048334436	0.7343818319228196	0.6731801268407754	0.9356209953453165	0.9366443099984573	0.9339803266691488	0.7076621336371205	0.8136297075021667	0.9370896106546062	0.8167994234553293	0.8337511828668973	0.6270992110428875	0.9520366876551235	0.9338077993260532	0.8261097382916618	0.887040328977413	1.0	0.8600992837982367	0.8266289792377088	0.9273825777243975	0.686616404648664	0.8148426126422255	0.8388073241648953	0.836660448888656	0.506666830978422	0.866220212668389	0.9453130980246803	0.6609340033145157
CM_cf__CF_TNFC002IS_t1M15__bin.3	0.9358761985971747	0.9337474394814197	0.9296427934569241	0.9363504478101374	0.9388969243238949	0.9389985361713639	0.3683069557581289	0.820565474475522	0.7198001500365275	0.8266129244816751	0.8274819875277365	0.9174204696430516	0.7092970477850162	0.6069971844974859	0.9339850185237125	0.9160766120610537	0.934206056102464	0.6419103972550623	0.7522826765251366	0.9263041444364241	0.7902567871351767	0.8381601384538676	0.586315810712579	0.9526257937403103	0.935247259433951	0.8156819254699821	0.8735081553959617	0.6597122839634872	1.0	0.7988259923469373	0.9173712088010766	0.6211764906903371	0.7644962751714268	0.7556055111793937	0.7918660352311361	0.46421272540243474	0.8588633251577301	0.9418665714653938	0.6080318439532861
VincentC_2016__MM022.2__bin.33	0.9145140578185782	0.9214826687358658	0.9380287632453579	0.9381488067929526	0.9208055567439026	0.9192984662454509	0.39265599022834463	0.8062336714959455	0.7534287092534213	0.8131373740741341	0.8334643793361352	0.9143178576117567	0.711721229009897	0.6042459273705189	0.9271792974852444	0.9079278897856402	0.9295947359336991	0.6428986589052029	0.7547209752772986	0.9275943789378341	0.8162933576641259	0.810439436831647	0.5444878437007195	0.9224955707434512	0.9128564979885792	0.78891845004787	0.8651601170710408	0.6431938812088883	0.8103590390025358	1.0	0.9178009644789115	0.6225738664274892	0.7619960568183998	0.7386377214812673	0.7917897220595416	0.47871707192581564	0.8688119487401144	0.9258243359065556	0.6071400648198277
OlmMR_2017__S2_005_015G1__bin.2	0.8768164663968643	0.88791657557927	0.8940575500888829	0.8914803125690809	0.8851175134579715	0.8877766530908174	0.3891328602299872	0.7537993395168664	0.7658165992773018	0.766198400903342	0.7820166841493232	0.9898106116970301	0.6607179707626296	0.5693222546564796	0.8826938232641192	0.8580977767326967	0.8847935791192783	0.5881719877015175	0.707865266584489	0.8781400657788784	0.7366919017027679	0.7616965402710393	0.5078746968090937	0.8826327411274753	0.8758466535255874	0.751940697358986	0.8163561734597964	0.5990646625602325	0.772598553501522	0.7619596986492122	1.0	0.5723422228509039	0.7099086860329188	0.6972556515519762	0.7360144870294609	0.43054716122683545	0.8760103046636134	0.8958609274564663	0.5725432274760004
CM_cf__CF_TNFC051IS_t5M16__bin.1	0.9269066083155281	0.9330813401944192	0.9891494863389856	0.9448407472905623	0.927249253531688	0.9274924923635034	0.401887984958955	0.8447488270660267	0.734057240896032	0.8674296822554696	0.9116257607349691	0.9169512430093382	0.7293348240200187	0.7092282260133008	0.9559264000039271	0.9103364231128434	0.9454906932306707	0.7359759068378093	0.8517894990040953	0.9885736656533761	0.8495596051725682	0.8499223771134595	0.6056855542887719	0.9435965720751512	0.9248409191040662	0.824686409674573	0.9201774097150718	0.7111265197824841	0.8387677535507101	0.8286904006568185	0.9176429150860846	1.0	0.8526701659350274	0.78499699939988	0.8855159989053025	0.4949114976369507	0.8636885659340456	0.9375102014267884	0.6645935322033731
