	HMP_2012__SRS022071__bin.72	KarlssonFH_2013__S278__bin.14	RaymondF_2016__P1E0__bin.43	NielsenHB_2014__O2_UC31_0__bin.13	NielsenHB_2014__O2_UC40_2__bin.1	ZeeviD_2015__PNP_Main_223__bin.14	RampelliS_2015__H16__bin.44	RampelliS_2015__H15__bin.1	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.22	ZeeviD_2015__PNP_Main_282__bin.34	NielsenHB_2014__V1_CD38_0__bin.62	XieH_2016__YSZC12003_37583__bin.3	LiJ_2014__O2.UC31-1__bin.33	RampelliS_2015__H27__bin.20	NielsenHB_2014__O2_UC44_0__bin.31	XieH_2016__YSZC12003_36526__bin.4	ZeeviD_2015__PNP_Validation_93__bin.16	XieH_2016__YSZC12003_37196__bin.19	CosteaPI_2017__SID713A005-11-90-0__bin.64	LeChatelierE_2013__MH0430__bin.89	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.59	LeChatelierE_2013__MH0457__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101	NielsenHB_2014__MH0069__bin.2	ZeeviD_2015__PNP_Main_643__bin.24	ZeeviD_2015__PNP_Main_756__bin.41	RaymondF_2016__P1E7__bin.24	ZeeviD_2015__PNP_Main_116__bin.30	ZeeviD_2015__PNP_Main_744__bin.5	CosteaPI_2017__SID713B040-11-90-0__bin.59	XieH_2016__YSZC12003_35561__bin.37	LeChatelierE_2013__MH0069__bin.18	ZellerG_2014__CCIS00146684ST-4-0__bin.38	XieH_2016__YSZC12003_35550__bin.17	LeChatelierE_2013__MH0126__bin.18	LiJ_2014__V1.FI14__bin.49	CosteaPI_2017__SID713B063-11-0-0__bin.59	QinN_2014__HD-18__bin.24	XieH_2016__YSZC12003_35698__bin.46	XieH_2016__YSZC12003_37181R1__bin.36	LiJ_2014__O2.UC40-1__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.41
NielsenHB_2014__V1_CD38_0__bin.62	0.6005511384805731	0.5486762834707665	0.8048480327027578	0.8149907557767608	0.677203938812381	0.8992142410246676	0.5690219225172406	0.7363471961532784	0.7623074705977462	0.674583131225791	1.0	0.6050616515876865	0.5067284237017665	0.6271054333537198	0.8623533402225644	0.8689090937849294	0.8047931121749583	0.8568428341452785	0.7134945448538148	0.40582491511483226	0.8161313452980998	0.6434238599377158	0.5629204715608326	0.7481823502119493	0.7224575749906854	0.5357273411083227	0.7940840486182874	0.8275521788950517	0.7601598582786765	0.5389175647271373	0.5137573725316518	0.8398117587925568	0.6349371006179219	0.6426536544558562	0.6251713520467342	0.7687322936218374	0.648749393677373	0.8771849582779735	0.7315313249116	0.6919753639693218	0.5748681028604369	0.7809760564073362
XieH_2016__YSZC12003_37583__bin.3	0.5491768443540607	0.4888056068981121	0.7460708677224024	0.7643460577085114	0.6678930693255434	0.9202162407491082	0.6107491955089492	0.7411314638749446	0.7416752884116363	0.6276748949780825	0.9245889928570996	1.0	0.2975049195978921	0.601158413401985	0.8358005734999002	0.8421451930946369	0.7701998924435915	0.8236068188883018	0.6666402587262018	0.14928184948682435	0.7635826891921923	0.5969058398027193	0.4746742256039306	0.7488343020347765	0.6683764689137138	0.4315220843116021	0.7326827132950329	0.8079205022521722	0.7173858018827072	0.7373528904274125	0.7943611438039921	0.8561986933440577	0.5706203158076365	0.5818586848442815	0.6206958134238724	0.7371011198085737	0.5751011614346494	0.8466716931271993	0.878590165101101	0.6685268598967002	0.8140972747676828	0.7320321380159536
LiJ_2014__O2.UC31-1__bin.33	0.6868999551001415	0.6538899716288508	0.8759373561098567	0.984554939352477	0.6760741003057934	0.9189120003663959	0.52381614448431	0.7384464648926452	0.8479628631552087	0.765456714982404	0.9432421623575615	0.3624040153068443	1.0	0.7074385734766967	0.9070024968901328	0.916572137061521	0.9212862132898675	0.9060202613678836	0.7813834881383406	0.6991243300802062	0.9118858676672765	0.661895068457972	0.6488708380734445	0.772438683886185	0.830236824263262	0.6867167571342931	0.8609257549350996	0.8892601010369496	0.8719372612394815	0.2035803752450477	0.19936027924604222	0.8390998437092354	0.7605259090176745	0.7263725739559556	0.6223120401138117	0.8753337842402314	0.786397714605376	0.9257402138345542	0.6315406376434198	0.7240915957115319	0.3689819672680849	0.8374477906243534
RampelliS_2015__H27__bin.20	0.674300768369709	0.5933629977055276	0.8084805577644847	0.850352148345498	0.7124267465595575	0.8884863572589918	0.6191561862118918	0.8194286864778074	0.7983827261169726	0.6975842192968682	0.9036714092518399	0.5669043868490764	0.547659688701369	1.0	0.8687161590631663	0.8717115093374395	0.8493796566901853	0.8544903029412808	0.734633872086957	0.4228521610081497	0.8898241664176345	0.6460497591563635	0.5718871403173766	0.7669584563720996	0.732198211020559	0.5740955067846487	0.8019282686102993	0.8421404186779179	0.7977926465448688	0.45582064113538395	0.47436002957995455	0.8332544028040176	0.6691787257320279	0.6760260546722653	0.6578925042166631	0.8091928319260906	0.7458548809457481	0.8816054722915855	0.7275852069837057	0.7129921339607255	0.5468188886243802	0.7974077019313076
NielsenHB_2014__O2_UC44_0__bin.31	0.6409311079338217	0.5691707274371918	0.8292638090513845	0.8565030686780855	0.7174856292492194	0.9348277941505452	0.5962144864948985	0.7731147812047114	0.7865474210459766	0.7037052707342457	0.9545145069203311	0.6054117669944462	0.539334033633879	0.6672755390855242	1.0	0.9341975236594595	0.842133290537189	0.9209774055810063	0.7512089910808945	0.44352367891219985	0.8664201025162188	0.651873303959616	0.5929050800968749	0.7656745742269947	0.747386517269217	0.5625640726367288	0.8137292949335201	0.8746126462606868	0.7827585033021116	0.49728293114683947	0.4997159892231528	0.8606795833211754	0.6533351813486622	0.6816720648167061	0.667370371451081	0.7992228609222569	0.6962986198243413	0.9412010154357913	0.7971720502271114	0.7341595907132367	0.5956693219729022	0.8293746899711125
XieH_2016__YSZC12003_36526__bin.4	0.6382978310936034	0.5799658224707077	0.8361630440682698	0.8615848835676454	0.7158699664234369	0.9413825324327887	0.5946550841740398	0.7655742328957266	0.7866453679076295	0.7076435146054172	0.9584688738281159	0.6079131739545127	0.5431532502578339	0.6672774874184818	0.9309901790491553	1.0	0.8480495738955792	0.9285368799385851	0.7586228956490048	0.4503034879302724	0.8584855457936243	0.6616788087686784	0.6079267441589963	0.7749337967881265	0.7523684853325475	0.564376080769857	0.8317076551462093	0.8825891368574508	0.7979953900076768	0.4933249133445513	0.5010090416333873	0.8632801898277748	0.6703903953969866	0.6857460510704954	0.6615421374235222	0.8093880613218154	0.6976776533626967	0.9544424002977691	0.7974719678347382	0.7455295869229756	0.5984707348847308	0.838118607464388
ZeeviD_2015__PNP_Validation_93__bin.16	0.6719177969092828	0.6277227477537911	0.8320524146358077	0.9226737573867401	0.7125502855621353	0.9271708192031506	0.6066688614461188	0.7866963340302962	0.8629879686180939	0.7178296245688702	0.945194155419282	0.5919583349673776	0.581277361641172	0.6922590679136316	0.8935530245643295	0.9029305465826458	1.0	0.8897696100791979	0.7564099256320654	0.4381572728042057	0.8804792944231273	0.6580617895777562	0.5952510201596342	0.7847679897953076	0.7664273049828373	0.6013276007620495	0.8221986117159943	0.8791944196184386	0.8671681978521435	0.48840826200300114	0.49418503848432255	0.8544154284051246	0.7300302590596575	0.6765908194921184	0.6589333371862376	0.880356483096414	0.7249402971827701	0.9169310378279527	0.7491661214118969	0.7215180924820892	0.5677299306683619	0.8173135073882881
XieH_2016__YSZC12003_37196__bin.19	0.6021319071106346	0.5562061699048271	0.7986138890312124	0.8250462655901054	0.6919903299393483	0.8913189911962587	0.5675313094771953	0.7380284113263617	0.7555400018144289	0.6787854230839558	0.9167040755554574	0.576632128273552	0.5207364325598821	0.6344028906768902	0.8901837979008089	0.9005824505227294	0.8105294231290816	1.0	0.7289186614026288	0.4288238504346404	0.8137761229600013	0.6326594406011872	0.5840308622157375	0.7443671614667919	0.7250543036047441	0.543250864556633	0.7898510428971449	0.8411279355793081	0.7612366509024434	0.4702854341303503	0.4695756445336095	0.8295588352117688	0.6404652459279936	0.6660157911733198	0.6443244330731868	0.7766959623313251	0.6635174258046593	0.9013279646289751	0.7441105090695599	0.7108824846960432	0.5686110357710454	0.8034907546379579
CosteaPI_2017__SID713A005-11-90-0__bin.64	0.6358896617763041	0.5809986074379531	0.8293932375731322	0.8308875834527919	0.71814407700544	0.8959416681972151	0.5801905916483806	0.7446914613599571	0.7797460408079249	0.6967074920293024	0.9234039697969271	0.5646034496189929	0.543272060224186	0.6597844116069961	0.8783438690025015	0.8900683430103791	0.8335305513556299	0.8817635783328945	1.0	0.4607572148531612	0.8275463443398238	0.6580319100845032	0.5905969934534231	0.7681273310061417	0.749109675775846	0.5713842999290925	0.811802261875586	0.8516475049598295	0.7749809652860269	0.4449659365335156	0.45530182886782833	0.8345091545743871	0.6616409714612917	0.6901012095217355	0.651010531499253	0.796174747487958	0.6820756396033502	0.9137185841925728	0.7386663133611466	0.739668230195226	0.5523655074492686	0.8255720791593906
LeChatelierE_2013__MH0430__bin.89	0.6597238712989245	0.6365622451650194	0.8778944453931898	0.8975829896797832	0.6960239932660409	0.9439203889204951	0.48806652310857496	0.7055156015848651	0.7805127469278332	0.7493934485368493	0.9333606841476094	0.22468222362120063	0.8638081023755799	0.674884373758982	0.9215742347245534	0.938885077065635	0.8580331059375855	0.9218531321903253	0.8188075920740574	1.0	0.873764539804024	0.6558081912994096	0.6946032329875071	0.7684928724519029	0.8315994870711825	0.7000104081300632	0.8647185611315962	0.8925042264081543	0.8104477415873511	0.05623926977367875	0.0606026004157189	0.8323927280517295	0.7104064122165175	0.7653906433942226	0.6463863073470283	0.8116280033265597	0.7596550563807396	0.9436627119140754	0.5973539097685858	0.7447825458690335	0.2385351415859363	0.8549136984128107
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.59	0.6341362238338436	0.5479170070249959	0.7634856481251288	0.8285957821611984	0.6466311036607166	0.8650457323209004	0.5449426895766298	0.7597091504892873	0.7513658135807116	0.6508091649323191	0.8796175674619805	0.538568340400948	0.5279908322264288	0.6655306393527628	0.8436553655862805	0.8388091365197976	0.8080090162401238	0.8198054215826248	0.6891679629879555	0.4094656315038037	1.0	0.6031793611444564	0.5258011739106757	0.7071933401049844	0.6949915827905357	0.5487163459603314	0.7487731710031278	0.8043357507653623	0.7580645390423559	0.4478106968407644	0.4534709446453052	0.7923740792567284	0.6285001266724912	0.6129968343715743	0.5987162275748256	0.7685937459304982	0.7000210726200369	0.8518689519804711	0.691464641800975	0.6672320758424904	0.5239519923096775	0.7545977378897547
LeChatelierE_2013__MH0457__bin.85	0.6480310631571714	0.5905008149605228	0.8192395517133622	0.8296641740242192	0.7320245123527788	0.893465793053191	0.6228593509102014	0.776882351339401	0.7843440702383159	0.6984639582574238	0.9494536457975397	0.5764124361549423	0.5247081507722351	0.6615651132062504	0.8690455042317003	0.8851566967452149	0.8268114880258506	0.872606823365573	0.7502784610537044	0.4207679430707609	0.8258273113564133	1.0	0.6016048952091732	0.7761516747211824	0.7395076263966815	0.5630488989280384	0.811560639675935	0.8575640914259929	0.777655169909868	0.47777109269543816	0.47765504024232275	0.8506729097267516	0.6682267833501685	0.6691869715237104	0.6852631537999723	0.7984661626056953	0.6625706850206755	0.8983886214135578	0.7446852514837209	0.7213444449775221	0.5693650050635176	0.8053800361253782
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101	0.6436868736803482	0.5898893891023768	0.8487985721578096	0.8421097730583404	0.7133476439798244	0.8993120782881713	0.5895986354351821	0.7310462664519337	0.7942665134533992	0.707412460808676	0.9383331246058896	0.5177934652930204	0.5810591196682039	0.6615312391745526	0.8928898644150468	0.9186658727700036	0.8448378773664016	0.9099505865241169	0.7606767749339578	0.5034264257732254	0.8132006559168371	0.6795865292434472	1.0	0.7748812267607624	0.7673333494456273	0.5939709260980346	0.8257916812226594	0.8645659164929101	0.7941888814918812	0.4091841539983756	0.42246214892593253	0.8551907585741206	0.6849658382750472	0.7125478883007902	0.6690966935375786	0.8145079488537201	0.7016486538544636	0.9105504032833925	0.7327248745255112	0.7316189852623778	0.5157530629836892	0.823174898217907
NielsenHB_2014__MH0069__bin.2	0.5947174667909091	0.5552833689207203	0.7820866256889398	0.7903068942030863	0.6927955389713225	0.8786792204481921	0.5746342716982078	0.7233878078030396	0.7516338162353698	0.6891345997150223	0.8894452755132314	0.5825703982583769	0.4933190078431536	0.6327230200946862	0.8223538235896322	0.8351658051872621	0.794358006326337	0.8271246923536564	0.7055761813828519	0.39722888470104506	0.7800386098772758	0.6252904097911974	0.5526331184161594	1.0	0.7468420546806119	0.5224446027653697	0.7660211142543154	0.8297180100034683	0.7440575679955875	0.45191158588817343	0.4990410209053264	0.8610300354759587	0.6358579833442672	0.626788945206567	0.6406236289106081	0.7566486083312092	0.63781824943485	0.8518137031635864	0.6997450034890961	0.6823131035404922	0.5381716509901093	0.7612037590309088
ZeeviD_2015__PNP_Main_643__bin.24	0.6224343254073789	0.5861569852778913	0.8143802262693843	0.8376561868731165	0.6939687903516942	0.9275799904259328	0.5718700099701574	0.7434133020686096	0.7872469124765034	0.7231159401428414	0.9304301426943417	0.5633048412413695	0.5744146069030609	0.6543801357344701	0.8695997338273522	0.878412176040614	0.8404378721126435	0.8727984455155228	0.7454452450497207	0.4656663313102552	0.8304569636626805	0.6454126524806001	0.5928509104983155	0.8090743144526541	1.0	0.5782776185243488	0.8081446340522184	0.8767853768006546	0.7950323492565385	0.4289572528085628	0.47145434154522725	0.8639724230651274	0.6790667434704521	0.6801967323686083	0.6389546838803717	0.804692424604221	0.6902364885128169	0.8950858780245734	0.7153367276381591	0.7070154373345616	0.527838354437399	0.8130069247892516
ZeeviD_2015__PNP_Main_756__bin.41	0.6905998190201232	0.6322045688185215	0.8495397016909922	0.9081327062647354	0.702590505327826	0.9186275384890026	0.5808484508984358	0.7732457571299299	0.8375682521899181	0.7455078209161029	0.938236000221608	0.49456367844677407	0.6460973905656544	0.6977220543062745	0.8901085879260568	0.8960519917020111	0.8966906536820787	0.88928448313009	0.7732065140444078	0.5330426780097138	0.8916252177606511	0.6682481886622879	0.6240558575306712	0.769656169013044	0.7863814181681635	1.0	0.840408374320556	0.8735218437786627	0.8503053265948082	0.39201995703266873	0.3815058880017729	0.8377567728948778	0.7257970193722336	0.6988685679813358	0.658679031572986	0.8616396530603452	0.7551670062604264	0.9130750266237404	0.6886607489119663	0.7286286773079551	0.4750898743605686	0.8317148766689854
RaymondF_2016__P1E7__bin.24	0.6440926331383273	0.5827687505786762	0.8793495706958938	0.8531299889911045	0.7142627010381115	0.9251619891794921	0.5803512891967788	0.754703399377786	0.7993796056599745	0.7165913205804262	0.9672778378679243	0.5840521405263825	0.5633814274528778	0.6778760806191527	0.8955038001294093	0.9184421208794914	0.8527558899196089	0.8992945636822053	0.7640713967275161	0.457982359007733	0.8462549150677365	0.6699295527027453	0.6034555194063225	0.7848989209998025	0.7643678929873283	0.584530066807993	1.0	0.8786142171562155	0.8026619369982911	0.46699391861552303	0.47241541159728534	0.8540125202770794	0.6775517543854954	0.6953099536577416	0.6465860917564942	0.8226518860961987	0.7150553201008943	0.9295527027453734	0.7384774542424386	0.7438347242076351	0.559562298734432	0.8294563147013443
ZeeviD_2015__PNP_Main_116__bin.30	0.6443537777063603	0.5937401452230067	0.8292138273191993	0.858048026031676	0.7125990499241748	0.9541939922266522	0.6075739924275141	0.7677747536933445	0.7989208705345934	0.7255039117815428	0.94581856162939	0.6042713239798737	0.546000843619126	0.6679238935031284	0.9030897550491609	0.914465557240562	0.8555799379337358	0.89855881732633	0.7520924767251509	0.4435186952024184	0.8529350915427183	0.664205441343363	0.5927895672434744	0.7976845667915358	0.778098040594149	0.5700565425676151	0.824377077663175	1.0	0.8028934127406574	0.4859557501682217	0.4936201303592411	0.881313334203734	0.6715730483775396	0.679643671350092	0.6702599150355023	0.8211542517399645	0.6975761014753291	0.9240582097196975	0.7632789667674323	0.7305073766458104	0.5856333671450522	0.8245021140693575
ZeeviD_2015__PNP_Main_744__bin.5	0.6586426647465705	0.6190089528610278	0.8128002951126273	0.8986534410895938	0.6907431536075207	0.9068722847406661	0.5903462464824972	0.7720125896079272	0.8525033756733198	0.7046545305542127	0.9303662182080404	0.5745828872318081	0.5733057507707182	0.677593218862472	0.8655247901597577	0.8854126280026822	0.9036818634254467	0.870844668479573	0.7328902700484882	0.4312838743641877	0.8608378337829751	0.6449996208921241	0.583126526850248	0.7660264493616739	0.7555485529640589	0.5942314300325494	0.8064861324489992	0.8597940772057222	1.0	0.4745753050742917	0.48649596236668713	0.8460117582593087	0.7289125949315697	0.6543229859289137	0.6389398100373784	0.8646525731745418	0.7088177265465316	0.8980436420382775	0.7246778792974298	0.7100416265825065	0.5446215347254748	0.8073809345842639
CosteaPI_2017__SID713B040-11-90-0__bin.59	0.5838216517423032	0.506644512654	0.7485654854011821	0.7972975486838657	0.6823317521118186	0.8988491751435361	0.6460600525946407	0.7827012675139308	0.7693623533987807	0.6119124324598564	1.0371671613268731	0.9286513956182406	0.21048172293954998	0.6087660553173858	0.8646347547415506	0.8607079137177308	0.800336538055013	0.845979723159399	0.6616862416816757	0.0470603654566517	0.799626256732875	0.6231171203165825	0.47242755553300697	0.7315906073750877	0.6410162096344587	0.43079069531467995	0.7378241715498507	0.8182965086290725	0.7462469242282033	1.0	0.8958981253646534	0.8472007305750743	0.5851635760973424	0.5712826496875608	0.6403219941993692	0.7679747681016039	0.5816172429246679	0.8626451214665618	0.9091786949426279	0.6723641375578161	0.8926511250348799	0.7502566314062724
