	HMP_2012__SRS022071__bin.72	KarlssonFH_2013__S278__bin.14	RaymondF_2016__P1E0__bin.43	NielsenHB_2014__O2_UC31_0__bin.13	NielsenHB_2014__O2_UC40_2__bin.1	ZeeviD_2015__PNP_Main_223__bin.14	RampelliS_2015__H16__bin.44	RampelliS_2015__H15__bin.1	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.22	ZeeviD_2015__PNP_Main_282__bin.34	NielsenHB_2014__V1_CD38_0__bin.62	XieH_2016__YSZC12003_37583__bin.3	LiJ_2014__O2.UC31-1__bin.33	RampelliS_2015__H27__bin.20	NielsenHB_2014__O2_UC44_0__bin.31	XieH_2016__YSZC12003_36526__bin.4	ZeeviD_2015__PNP_Validation_93__bin.16	XieH_2016__YSZC12003_37196__bin.19	CosteaPI_2017__SID713A005-11-90-0__bin.64	LeChatelierE_2013__MH0430__bin.89	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.59	LeChatelierE_2013__MH0457__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101	NielsenHB_2014__MH0069__bin.2	ZeeviD_2015__PNP_Main_643__bin.24	ZeeviD_2015__PNP_Main_756__bin.41	RaymondF_2016__P1E7__bin.24	ZeeviD_2015__PNP_Main_116__bin.30	ZeeviD_2015__PNP_Main_744__bin.5	CosteaPI_2017__SID713B040-11-90-0__bin.59	XieH_2016__YSZC12003_35561__bin.37	LeChatelierE_2013__MH0069__bin.18	ZellerG_2014__CCIS00146684ST-4-0__bin.38	XieH_2016__YSZC12003_35550__bin.17	LeChatelierE_2013__MH0126__bin.18	LiJ_2014__V1.FI14__bin.49	CosteaPI_2017__SID713B063-11-0-0__bin.59	QinN_2014__HD-18__bin.24	XieH_2016__YSZC12003_35698__bin.46	XieH_2016__YSZC12003_37181R1__bin.36	LiJ_2014__O2.UC40-1__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.41
NielsenHB_2014__V1_CD38_0__bin.62	1392403.0	1271849.0	1835750.0	1889583.0	1567578.0	2080204.0	1323982.0	1711421.0	1770406.0	1561278.0	2276016.0	1398355.0	1173458.0	1457557.0	1994931.0	2009337.0	1865293.0	1982478.0	1650932.0	938886.0	1894598.0	1468564.0	1302687.0	1731145.0	1672282.0	1241117.0	1811762.0	1913716.0	1762466.0	1228071.0	1189500.0	1943355.0	1472778.0	1488846.0	1447562.0	1783300.0	1503074.0	2027581.0	1690930.0	1600587.0	1327371.0	1806714.0
XieH_2016__YSZC12003_37583__bin.3	831810.0	740433.0	1128750.0	1158683.0	1013163.0	1382998.0	928454.0	1125437.0	1126613.0	943226.0	1398355.0	1489451.0	451092.0	912865.0	1266921.0	1275852.0	1167225.0	1248638.0	1011283.0	225636.0	1157747.0	904223.0	719782.0	1125817.0	1005293.0	654149.0	1109184.0	1213669.0	1087808.0	1115145.0	1192320.0	1286410.0	866014.0	883360.0	940987.0	1118013.0	871018.0	1282881.0	1331143.0	1013717.0	1233293.0	1109557.0
LiJ_2014__O2.UC31-1__bin.33	848591.0	805169.0	1089512.0	1204110.0	844111.0	1139492.0	653637.0	919952.0	1041638.0	949750.0	1173458.0	451092.0	1222721.0	881090.0	1131901.0	1143213.0	1128780.0	1130322.0	975462.0	871130.0	1129707.0	824304.0	809258.0	958068.0	1029986.0	849719.0	1070949.0	1102400.0	1069892.0	253678.0	248682.0	1041022.0	933815.0	906725.0	776619.0	1075310.0	972829.0	1155316.0	789494.0	904105.0	461069.0	1045883.0
RampelliS_2015__H27__bin.20	1083846.0	954537.0	1303160.0	1367094.0	1150432.0	1430024.0	993477.0	1314329.0	1285030.0	1123302.0	1457557.0	912865.0	881090.0	1579448.0	1401626.0	1406131.0	1365471.0	1378598.0	1186242.0	681589.0	1430346.0	1043494.0	923099.0	1234448.0	1178602.0	923263.0	1293368.0	1354817.0	1282843.0	735521.0	764287.0	1341036.0	1076906.0	1091800.0	1062487.0	1301838.0	1198776.0	1422026.0	1174358.0	1150950.0	882179.0	1287171.0
NielsenHB_2014__O2_UC44_0__bin.31	1346716.0	1194577.0	1732457.0	1800038.0	1490723.0	1958551.0	1253691.0	1622868.0	1655235.0	1473916.0	1994931.0	1266921.0	1131901.0	1401626.0	2056260.0	1923829.0	1768965.0	1896862.0	1559964.0	918397.0	1823997.0	1363842.0	1221055.0	1603975.0	1566384.0	1182177.0	1700482.0	1831460.0	1644730.0	1037353.0	1047288.0	1803225.0	1373749.0	1405576.0	1382009.0	1680443.0	1463347.0	1952492.0	1640221.0	1523911.0	1234400.0	1721050.0
XieH_2016__YSZC12003_36526__bin.4	1345096.0	1220659.0	1752260.0	1815687.0	1492557.0	1977396.0	1254710.0	1611761.0	1660376.0	1486461.0	2009337.0	1275852.0	1143213.0	1406131.0	1923829.0	2063344.0	1786307.0	1919759.0	1580923.0	935369.0	1812287.0	1389218.0	1256405.0	1628298.0	1580869.0	1189393.0	1743322.0	1854039.0	1681702.0	1032693.0	1052508.0	1814131.0	1414153.0	1418894.0	1374978.0	1706769.0	1470779.0	1986655.0	1647406.0	1552981.0	1244754.0	1745149.0
ZeeviD_2015__PNP_Validation_93__bin.16	1315913.0	1223569.0	1641227.0	1791474.0	1412764.0	1823416.0	1199185.0	1552730.0	1678510.0	1412211.0	1865293.0	1167225.0	1128780.0	1365471.0	1768965.0	1786307.0	1937932.0	1760835.0	1498822.0	864805.0	1727249.0	1300606.0	1178181.0	1543680.0	1507444.0	1178559.0	1622560.0	1728471.0	1685011.0	965494.0	974391.0	1680718.0	1419533.0	1339720.0	1305576.0	1712099.0	1420847.0	1815597.0	1484084.0	1429255.0	1125697.0	1619070.0
XieH_2016__YSZC12003_37196__bin.19	1308269.0	1207352.0	1725437.0	1793253.0	1487613.0	1931482.0	1234417.0	1602657.0	1644474.0	1470835.0	1982478.0	1248638.0	1130322.0	1378598.0	1896862.0	1919759.0	1760835.0	2127391.0	1565858.0	918451.0	1771113.0	1369443.0	1244674.0	1613080.0	1571382.0	1180682.0	1707015.0	1822138.0	1654459.0	1015523.0	1018432.0	1797885.0	1393241.0	1421743.0	1380485.0	1689049.0	1442074.0	1934178.0	1584641.0	1526613.0	1219669.0	1725135.0
CosteaPI_2017__SID713A005-11-90-0__bin.64	1143901.0	1044218.0	1481732.0	1494925.0	1268361.0	1605781.0	1043875.0	1337508.0	1404597.0	1248516.0	1650932.0	1011283.0	975462.0	1186242.0	1559964.0	1580923.0	1498822.0	1565858.0	1758629.0	818695.0	1490895.0	1178067.0	1049971.0	1376927.0	1342942.0	1028063.0	1451160.0	1526009.0	1394062.0	795141.0	816934.0	1496291.0	1190848.0	1226466.0	1157471.0	1432629.0	1226926.0	1608854.0	1310649.0	1303553.0	974215.0	1454973.0
LeChatelierE_2013__MH0430__bin.89	665011.0	640756.0	881706.0	905493.0	696834.0	950567.0	493204.0	711691.0	788406.0	754444.0	938886.0	225636.0	871130.0	681589.0	918397.0	935369.0	864805.0	918451.0	818695.0	989611.0	883304.0	660370.0	692198.0	773578.0	837552.0	706435.0	868648.0	898157.0	817160.0	56330.0	61126.0	838041.0	717480.0	763712.0	641936.0	818846.0	766547.0	942893.0	594220.0	744634.0	237855.0	854812.0
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.59	1352916.0	1171930.0	1642926.0	1772316.0	1399192.0	1855820.0	1174535.0	1635435.0	1608423.0	1396512.0	1894598.0	1157747.0	1129707.0	1430346.0	1823997.0	1812287.0	1727249.0	1771113.0	1490895.0	883304.0	2111745.0	1300770.0	1136102.0	1516799.0	1490474.0	1171623.0	1611934.0	1724686.0	1620753.0	966009.0	975077.0	1699900.0	1345458.0	1325213.0	1295300.0	1644027.0	1491062.0	1841616.0	1496424.0	1443120.0	1134062.0	1631736.0
LeChatelierE_2013__MH0457__bin.85	1019621.0	928872.0	1267989.0	1305475.0	1148712.0	1402951.0	983427.0	1225128.0	1235805.0	1097064.0	1468564.0	904223.0	824304.0	1043494.0	1363842.0	1389218.0	1300606.0	1369443.0	1178067.0	660370.0	1300770.0	1542406.0	944308.0	1218537.0	1161467.0	885691.0	1256565.0	1346277.0	1223552.0	738816.0	750925.0	1335918.0	1052134.0	1051179.0	1075688.0	1257474.0	1042290.0	1409110.0	1167779.0	1132205.0	891963.0	1264394.0
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101	898118.0	822154.0	1177199.0	1175225.0	984553.0	1250943.0	823865.0	1019342.0	1110063.0	983825.0	1302687.0	719782.0	809258.0	923099.0	1221055.0	1256405.0	1178181.0	1244674.0	1049971.0	692198.0	1136102.0	944308.0	1365417.0	1078190.0	1067683.0	829216.0	1145697.0	1202368.0	1108370.0	567549.0	588557.0	1190231.0	956687.0	976069.0	920446.0	1137430.0	979181.0	1254792.0	1001868.0	1008924.0	709938.0	1135000.0
NielsenHB_2014__MH0069__bin.2	1155601.0	1079247.0	1522269.0	1536208.0	1352377.0	1685191.0	1122723.0	1411411.0	1463175.0	1321867.0	1731145.0	1125817.0	958068.0	1234448.0	1603975.0	1628298.0	1543680.0	1613080.0	1376927.0	773578.0	1516799.0	1218537.0	1078190.0	1914536.0	1432995.0	1014895.0	1491492.0	1591194.0	1446390.0	880481.0	963939.0	1649256.0	1237258.0	1223626.0	1249561.0	1471903.0	1238705.0	1661102.0	1365125.0	1331256.0	1049629.0	1485334.0
ZeeviD_2015__PNP_Main_643__bin.24	1116264.0	1051811.0	1463254.0	1503063.0	1250182.0	1641994.0	1031459.0	1338880.0	1414630.0	1279980.0	1672282.0	1005293.0	1029986.0	1178602.0	1566384.0	1580869.0	1507444.0	1571382.0	1342942.0	837552.0	1490474.0	1161467.0	1067683.0	1432995.0	1767274.0	1037348.0	1452558.0	1551801.0	1426624.0	771510.0	841383.0	1530114.0	1220158.0	1225470.0	1150449.0	1444611.0	1237376.0	1611064.0	1288408.0	1273107.0	950145.0	1464438.0
ZeeviD_2015__PNP_Main_756__bin.41	908102.0	831266.0	1124015.0	1194258.0	934503.0	1211552.0	770272.0	1023748.0	1102053.0	983352.0	1241117.0	654149.0	849719.0	923263.0	1182177.0	1189393.0	1178559.0	1180682.0	1028063.0	706435.0	1171623.0	885691.0	829216.0	1014895.0	1037348.0	1299592.0	1112156.0	1151245.0	1118224.0	519488.0	504618.0	1104803.0	955895.0	928442.0	875715.0	1133463.0	991863.0	1212851.0	915834.0	968876.0	632145.0	1105797.0
RaymondF_2016__P1E7__bin.24	1226331.0	1109026.0	1644535.0	1623698.0	1357482.0	1757714.0	1108890.0	1439614.0	1523672.0	1361654.0	1811762.0	1109184.0	1070949.0	1293368.0	1700482.0	1743322.0	1622560.0	1707015.0	1451160.0	868648.0	1611934.0	1256565.0	1145697.0	1491492.0	1452558.0	1112156.0	1868489.0	1668519.0	1527438.0	874264.0	898827.0	1622970.0	1290712.0	1321905.0	1228234.0	1566111.0	1360458.0	1764264.0	1401184.0	1412168.0	1061382.0	1574682.0
ZeeviD_2015__PNP_Main_116__bin.30	1301416.0	1200425.0	1677292.0	1734213.0	1445980.0	1900491.0	1234456.0	1557936.0	1616813.0	1446186.0	1913716.0	1213669.0	1102400.0	1354817.0	1831460.0	1854039.0	1728471.0	1822138.0	1526009.0	898157.0	1724686.0	1346277.0	1202368.0	1591194.0	1551801.0	1151245.0	1668519.0	1991420.0	1622744.0	984200.0	990878.0	1758248.0	1358411.0	1378921.0	1359630.0	1660797.0	1408594.0	1873191.0	1548224.0	1482106.0	1187404.0	1672447.0
ZeeviD_2015__PNP_Main_744__bin.5	1237318.0	1157475.0	1538830.0	1676397.0	1314313.0	1712054.0	1119855.0	1462817.0	1589843.0	1330542.0	1762466.0	1087808.0	1069892.0	1282843.0	1644730.0	1681702.0	1685011.0	1654459.0	1394062.0	817160.0	1620753.0	1223552.0	1108370.0	1446390.0	1426624.0	1118224.0	1527438.0	1622744.0	1859629.0	900402.0	920886.0	1597897.0	1357791.0	1243682.0	1214998.0	1612595.0	1333934.0	1706846.0	1378410.0	1350494.0	1036469.0	1535395.0
CosteaPI_2017__SID713B040-11-90-0__bin.59	705041.0	611371.0	886601.0	961940.0	819534.0	1080951.0	781538.0	945595.0	929821.0	736022.0	1228071.0	1115145.0	253678.0	735521.0	1037353.0	1032693.0	965494.0	1015523.0	795141.0	56330.0	966009.0	738816.0	567549.0	880481.0	771510.0	519488.0	874264.0	984200.0	900402.0	1182630.0	1077195.0	1019365.0	706024.0	686380.0	769505.0	927341.0	701724.0	1034484.0	1090707.0	807234.0	1070843.0	900577.0
XieH_2016__YSZC12003_35561__bin.37	698522.0	614084.0	902898.0	957373.0	849060.0	1142832.0	807694.0	967388.0	949562.0	780485.0	1189500.0	1192320.0	248682.0	764287.0	1047288.0	1052508.0	974391.0	1018432.0	816934.0	61126.0	975077.0	750925.0	588557.0	963939.0	841383.0	504618.0	898827.0	990878.0	920886.0	1077195.0	1305409.0	1093413.0	712419.0	697452.0	775156.0	938859.0	718231.0	1070539.0	1100776.0	830756.0	1060565.0	926461.0
LeChatelierE_2013__MH0069__bin.18	1269166.0	1172731.0	1641439.0	1709567.0	1442680.0	1888269.0	1235531.0	1577462.0	1603734.0	1415373.0	1943355.0	1286410.0	1041022.0	1341036.0	1803225.0	1814131.0	1680718.0	1797885.0	1496291.0	838041.0	1699900.0	1335918.0	1190231.0	1649256.0	1530114.0	1104803.0	1622970.0	1758248.0	1597897.0	1019365.0	1093413.0	2115561.0	1343599.0	1345540.0	1356157.0	1619422.0	1364541.0	1838853.0	1532452.0	1458130.0	1216094.0	1653099.0
ZellerG_2014__CCIS00146684ST-4-0__bin.38	1051250.0	983827.0	1292214.0	1413659.0	1121695.0	1426954.0	929509.0	1220019.0	1343283.0	1128844.0	1472778.0	866014.0	933815.0	1076906.0	1373749.0	1414153.0	1419533.0	1393241.0	1190848.0	717480.0	1345458.0	1052134.0	956687.0	1237258.0	1220158.0	955895.0	1290712.0	1358411.0	1357791.0	706024.0	712419.0	1343599.0	1544098.0	1059613.0	1040125.0	1351878.0	1121347.0	1423888.0	1131141.0	1136019.0	838035.0	1271738.0
XieH_2016__YSZC12003_35550__bin.17	1007149.0	919471.0	1341771.0	1328586.0	1146702.0	1432852.0	937522.0	1209346.0	1249260.0	1128936.0	1488846.0	883360.0	906725.0	1091800.0	1405576.0	1418894.0	1339720.0	1421743.0	1226466.0	763712.0	1325213.0	1051179.0	976069.0	1223626.0	1225470.0	928442.0	1321905.0	1378921.0	1243682.0	686380.0	697452.0	1345540.0	1059613.0	1534186.0	1051746.0	1277719.0	1114049.0	1437187.0	1134612.0	1170860.0	835447.0	1297567.0
LeChatelierE_2013__MH0126__bin.18	988226.0	931867.0	1243264.0	1285486.0	1191048.0	1400414.0	989023.0	1236626.0	1240940.0	1103291.0	1447562.0	940987.0	776619.0	1062487.0	1382009.0	1374978.0	1305576.0	1380485.0	1157471.0	641936.0	1295300.0	1075688.0	920446.0	1249561.0	1150449.0	875715.0	1228234.0	1359630.0	1214998.0	769505.0	775156.0	1356157.0	1040125.0	1051746.0	1569615.0	1240623.0	1037729.0	1400273.0	1185301.0	1126335.0	920556.0	1270508.0
LiJ_2014__V1.FI14__bin.49	1262003.0	1186020.0	1580000.0	1703368.0	1347370.0	1726749.0	1157654.0	1473172.0	1616212.0	1344315.0	1783300.0	1118013.0	1075310.0	1301838.0	1680443.0	1706769.0	1712099.0	1689049.0	1432629.0	818846.0	1644027.0	1257474.0	1137430.0	1471903.0	1444611.0	1133463.0	1566111.0	1660797.0	1612595.0	927341.0	938859.0	1619422.0	1351878.0	1277719.0	1240623.0	1856009.0	1364114.0	1719563.0	1414272.0	1384659.0	1089202.0	1548917.0
CosteaPI_2017__SID713B063-11-0-0__bin.59	1133849.0	978461.0	1416976.0	1414937.0	1112293.0	1474341.0	928845.0	1287301.0	1300655.0	1133784.0	1503074.0	871018.0	972829.0	1198776.0	1463347.0	1470779.0	1420847.0	1442074.0	1226926.0	766547.0	1491062.0	1042290.0	979181.0	1238705.0	1237376.0	991863.0	1360458.0	1408594.0	1333934.0	701724.0	718231.0	1364541.0	1121347.0	1114049.0	1037729.0	1364114.0	1598388.0	1485274.0	1160942.0	1199138.0	855146.0	1356110.0
QinN_2014__HD-18__bin.24	1359857.0	1233147.0	1786991.0	1838443.0	1533602.0	2006718.0	1270740.0	1648607.0	1688076.0	1516369.0	2027581.0	1282881.0	1155316.0	1422026.0	1952492.0	1986655.0	1815597.0	1934178.0	1608854.0	942893.0	1841616.0	1409110.0	1254792.0	1661102.0	1611064.0	1212851.0	1764264.0	1873191.0	1706846.0	1034484.0	1070539.0	1838853.0	1423888.0	1437187.0	1400273.0	1719563.0	1485274.0	2088673.0	1635834.0	1581225.0	1250834.0	1777527.0
XieH_2016__YSZC12003_35698__bin.46	1100241.0	985589.0	1433461.0	1500380.0	1257664.0	1661186.0	1138730.0	1387479.0	1394675.0	1218882.0	1690930.0	1331143.0	789494.0	1174358.0	1640221.0	1647406.0	1484084.0	1584641.0	1310649.0	594220.0	1496424.0	1167779.0	1001868.0	1365125.0	1288408.0	915834.0	1401184.0	1548224.0	1378410.0	1090707.0	1100776.0	1532452.0	1131141.0	1134612.0	1185301.0	1414272.0	1160942.0	1635834.0	1787738.0	1292780.0	1324493.0	1451683.0
XieH_2016__YSZC12003_37181R1__bin.36	1080946.0	994391.0	1423454.0	1447457.0	1231964.0	1561965.0	1022213.0	1294585.0	1355983.0	1194486.0	1600587.0	1013717.0	904105.0	1150950.0	1523911.0	1552981.0	1429255.0	1526613.0	1303553.0	744634.0	1443120.0	1132205.0	1008924.0	1331256.0	1273107.0	968876.0	1412168.0	1482106.0	1350494.0	807234.0	830756.0	1458130.0	1136019.0	1170860.0	1126335.0	1384659.0	1199138.0	1581225.0	1292780.0	1661960.0	983056.0	1427895.0
LiJ_2014__O2.UC40-1__bin.33	812110.0	719211.0	1087645.0	1145217.0	986058.0	1279806.0	920055.0	1080158.0	1075361.0	894698.0	1327371.0	1233293.0	461069.0	882179.0	1234400.0	1244754.0	1125697.0	1219669.0	974215.0	237855.0	1134062.0	891963.0	709938.0	1049629.0	950145.0	632145.0	1061382.0	1187404.0	1036469.0	1070843.0	1060565.0	1216094.0	838035.0	835447.0	920556.0	1089202.0	855146.0	1250834.0	1324493.0	983056.0	1415762.0	1097785.0
CosteaPI_2017__SID713A087-11-0-0__bin.41	1237849.0	1119255.0	1612682.0	1638592.0	1376026.0	1770510.0	1156396.0	1462798.0	1515208.0	1357717.0	1806714.0	1109557.0	1045883.0	1287171.0	1721050.0	1745149.0	1619070.0	1725135.0	1454973.0	854812.0	1631736.0	1264394.0	1135000.0	1485334.0	1464438.0	1105797.0	1574682.0	1672447.0	1535395.0	900577.0	926461.0	1653099.0	1271738.0	1297567.0	1270508.0	1548917.0	1356110.0	1777527.0	1451683.0	1427895.0	1097785.0	1913614.0
