	HMP_2012__SRS022071__bin.72	KarlssonFH_2013__S278__bin.14	RaymondF_2016__P1E0__bin.43	NielsenHB_2014__O2_UC31_0__bin.13	NielsenHB_2014__O2_UC40_2__bin.1	ZeeviD_2015__PNP_Main_223__bin.14	RampelliS_2015__H16__bin.44	RampelliS_2015__H15__bin.1	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.22	ZeeviD_2015__PNP_Main_282__bin.34	NielsenHB_2014__V1_CD38_0__bin.62	XieH_2016__YSZC12003_37583__bin.3	LiJ_2014__O2.UC31-1__bin.33	RampelliS_2015__H27__bin.20	NielsenHB_2014__O2_UC44_0__bin.31	XieH_2016__YSZC12003_36526__bin.4	ZeeviD_2015__PNP_Validation_93__bin.16	XieH_2016__YSZC12003_37196__bin.19	CosteaPI_2017__SID713A005-11-90-0__bin.64	LeChatelierE_2013__MH0430__bin.89	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.59	LeChatelierE_2013__MH0457__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101	NielsenHB_2014__MH0069__bin.2	ZeeviD_2015__PNP_Main_643__bin.24	ZeeviD_2015__PNP_Main_756__bin.41	RaymondF_2016__P1E7__bin.24	ZeeviD_2015__PNP_Main_116__bin.30	ZeeviD_2015__PNP_Main_744__bin.5	CosteaPI_2017__SID713B040-11-90-0__bin.59	XieH_2016__YSZC12003_35561__bin.37	LeChatelierE_2013__MH0069__bin.18	ZellerG_2014__CCIS00146684ST-4-0__bin.38	XieH_2016__YSZC12003_35550__bin.17	LeChatelierE_2013__MH0126__bin.18	LiJ_2014__V1.FI14__bin.49	CosteaPI_2017__SID713B063-11-0-0__bin.59	QinN_2014__HD-18__bin.24	XieH_2016__YSZC12003_35698__bin.46	XieH_2016__YSZC12003_37181R1__bin.36	LiJ_2014__O2.UC40-1__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.41
LiJ_2014__O2.UC31-1__bin.33	0.6940185046302468	0.6585059060897784	0.8910552775326506	0.9847790297214164	0.6903545453132808	0.9319313236625526	0.5345757535856503	0.7523809601699816	0.8519016194209472	0.7767511967161764	0.9597103509304249	0.36892471790375725	1.0	0.720597748791425	0.925723039025256	0.9349745363005951	0.9231705352243071	0.9244316569356378	0.7977797060817635	0.7124519820956702	0.9239286803776168	0.6741554287527571	0.6618500868145718	0.7835540568944183	0.8423720538045882	0.6949410372439829	0.8758735639610344	0.9015957033534224	0.8750090985596878	0.20747006062707682	0.20338409171021027	0.8513978250148644	0.7637187878510306	0.7415632838562517	0.6351563439247383	0.8794401993586436	0.7956263121349841	0.9448729513928361	0.6456861377207065	0.7394205219342761	0.3770843880165631	0.8553733844433848
RampelliS_2015__H27__bin.20	0.6862182230754036	0.6043484812415477	0.825073063500666	0.8655517623878722	0.7283759895862352	0.905394796156632	0.6290026642219307	0.8321445213770887	0.8135943696785206	0.7111991024712431	0.9228268357046259	0.5779645800304917	0.5578467920438026	1.0	0.8874150969199366	0.8902673592293003	0.8645241881973955	0.8728353196813063	0.7510484675658837	0.43153620758644795	0.9055986648499982	0.6606700568806317	0.5844440589370463	0.7815692571075464	0.746211334592845	0.5845478926814938	0.818873429198049	0.8577787936038413	0.8122097087083588	0.4656823143275372	0.48389500635665117	0.849053593407317	0.6818242829140307	0.6912541596811038	0.6726951441263024	0.8242360622192056	0.7589841514250548	0.9003310017170556	0.7435243198889738	0.7287039522668679	0.5585362734322371	0.81494990654963
NielsenHB_2014__O2_UC44_0__bin.31	0.6549346872477216	0.58094647564024	0.8425281822337642	0.8753941622168403	0.7249681460515693	0.9524821763784735	0.6096947856788538	0.7892328791106183	0.804973592833591	0.7167945687802126	0.9701744915526247	0.6161287969420209	0.5504658943907872	0.6816385087488936	1.0	0.9355961794714677	0.8602827463453065	0.9224815927946854	0.7586414169414374	0.44663466682228903	0.8870458988649296	0.6632634005427329	0.5938232519233949	0.7800448386877146	0.7617635902074641	0.5749161098304689	0.826978105881552	0.8906753037067296	0.7998648030891036	0.504485327730929	0.5093169151760965	0.8769440634939162	0.668081371032846	0.6835594720511997	0.672098372773871	0.8172327429410677	0.7116546545670295	0.9495355645686829	0.7976719870055343	0.7411081283495278	0.6003131899662494	0.8369807320085981
XieH_2016__YSZC12003_36526__bin.4	0.6519009917880877	0.5915925798121884	0.8492330895866128	0.8799729952930776	0.7233679890507836	0.9583452880372831	0.6080954024147209	0.781140226738731	0.8047014942733737	0.7204135616746408	0.9738254988019448	0.6183418761001559	0.5540583635108833	0.6814816143115253	0.9323840329096845	1.0	0.8657339735885049	0.9304115067579618	0.7661945851006909	0.45332673562915343	0.8783251847486411	0.6732847261532735	0.6089168844361387	0.7891548864367744	0.7661684139920439	0.5764395079056134	0.8449012864553851	0.8985602982343225	0.8150371435882723	0.5004948278134911	0.5100981707364356	0.8792188796439179	0.6853694778960755	0.6876672043052443	0.6663833078730449	0.8271858691522112	0.712813277863507	0.9628326638699122	0.7984155816965082	0.7526524903263828	0.6032702254204825	0.8457867422979397
ZeeviD_2015__PNP_Validation_93__bin.16	0.6790295015511381	0.6313787067864094	0.8468960727208179	0.9244256248413257	0.729005971313751	0.9409081433197862	0.6187962219520602	0.8012303837286344	0.8661346218546367	0.7287206155840349	0.9625172606675569	0.6023044152219995	0.5824662578459925	0.7046021222622878	0.9128106662153265	0.9217593806181021	1.0	0.9086154725759211	0.7734131022141127	0.4462514680597668	0.8912846271179794	0.6711308755931581	0.6079578643626299	0.7965604572296654	0.777862174730589	0.6081529176462332	0.8372636397974749	0.8919151961988346	0.8694892287242277	0.4982083994691248	0.5027993758294925	0.8672739807175897	0.7324988699293886	0.6913142463203044	0.6736954650627576	0.8834670153545119	0.7331769122962003	0.9368734300274726	0.7658080882094934	0.7375155578214303	0.5808753867524763	0.8354627510149994
XieH_2016__YSZC12003_37196__bin.19	0.6149640569129041	0.567527078943175	0.8110577698222846	0.8429353137246515	0.6992663783949448	0.9079111456239121	0.5802492348609165	0.7533438845985528	0.773000355834917	0.6913797228624169	0.9318822915016562	0.5869339486723409	0.5313184083226826	0.6480228599256084	0.8916376914257886	0.9024006400327913	0.8276969301834971	1.0	0.7360461711081789	0.4317264668319082	0.8325282000346904	0.6437194667082826	0.5850706334660625	0.7582433130534068	0.7386427788779778	0.5549905964629915	0.802398336742047	0.8565129776331666	0.7776938983007825	0.47735606665629404	0.47872346926352516	0.845112628567104	0.6549059387766518	0.668303569959636	0.6489098618918666	0.7939532507188383	0.6778603463115149	0.9091784255926626	0.7448752956085647	0.7175986924829522	0.5733167997796362	0.8109158119029365
CosteaPI_2017__SID713A005-11-90-0__bin.64	0.6504504361067627	0.5937682137619703	0.8425495087366351	0.8500513752474228	0.7212214742279355	0.9130868420798247	0.5935731754679355	0.7605401707807616	0.7986886375693794	0.7099371157873549	0.9387608187969151	0.5750405571612887	0.5546718494918484	0.6745265772371546	0.8870341612699438	0.8989519676975644	0.8522673059525346	0.890385635628663	1.0	0.4655302511217545	0.8477598174487058	0.6698780697918663	0.5970395120289725	0.7829547903508927	0.763630077748064	0.5845820807003638	0.8251655124531666	0.8677265074100337	0.7926981756811698	0.4521368634316846	0.4645289029124392	0.850828116674978	0.6771456628999067	0.6973989397422652	0.6581666741535593	0.8146283269524158	0.697660507133682	0.914834225979442	0.745267478245838	0.7412325169208515	0.5539627744112032	0.8273336786781066
LeChatelierE_2013__MH0430__bin.89	0.6719923282986952	0.6474826977468925	0.8909622063618937	0.9149989238195614	0.7041494082018086	0.9605461135739195	0.49838168734987787	0.719162377944465	0.7966827369542173	0.7623642016913716	0.9487424856837686	0.2280047412569181	0.880275178832895	0.6887443652101685	0.9280383908424623	0.9451885639913057	0.8738837785756222	0.9280929577379394	0.8272897128265551	1.0	0.8925769822687905	0.6673026067818567	0.6994647391752921	0.7816990716554283	0.8463446748267753	0.7138512001180262	0.8777671226370766	0.9075859100191893	0.825738598297715	0.056921355967142644	0.06176770468396168	0.8468388083802626	0.7250121512392244	0.771729497752147	0.6486750854628738	0.8274422980342782	0.7745942597646954	0.9527915514277833	0.6004581598223948	0.7524512156796964	0.24035201710571125	0.8637858714181633
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.59	0.6406625799990056	0.5549581033694883	0.7779945021771094	0.839266104572285	0.6625762106693753	0.8788087576861789	0.5561916803401926	0.7744471988805467	0.761655881747086	0.6613071180469233	0.8971717702658228	0.5482418568529818	0.5349637385195656	0.6773289388633571	0.8637392298786075	0.8581940527857294	0.8179249862080886	0.8386964335182515	0.7060014348323306	0.41828156335163574	1.0	0.6159692576518472	0.5379920397585882	0.7182680674039716	0.7058020736405201	0.5548127259683342	0.7633184877909028	0.816711298002363	0.7674946548944119	0.4574458563889106	0.4617399354562222	0.8049740854127747	0.6371309035892118	0.6275440453274425	0.6133789827843797	0.778515871944766	0.7060805163502222	0.8720825667871831	0.7086196486791729	0.6833779646690297	0.5370260140310501	0.7726955669363489
LeChatelierE_2013__MH0457__bin.85	0.6610587614415401	0.6022227610629108	0.822085105996735	0.8463886940273831	0.7447533269450456	0.9095860622948821	0.6375928257540492	0.7942967026839886	0.8012190045941211	0.7112679800260113	0.9521254455701028	0.5862418844325035	0.5344273816362229	0.6765365279958714	0.884230222133472	0.900682440291337	0.8432319376350974	0.88786156174185	0.7637852809182537	0.4281427847142711	0.8433382650223094	1.0	0.61223050221537	0.7900235087259775	0.7530228746516806	0.5742268896775558	0.8146784958046066	0.8728421699604384	0.793274922426391	0.47900228603882505	0.48685300757388134	0.8661260394474607	0.6821381659563046	0.6815190034271132	0.6974091127757542	0.8152678347983605	0.6757559293726814	0.9135791743548716	0.757115182383886	0.7340512160870744	0.578293263900685	0.8197543318685223
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.101	0.6577609624019621	0.6021266763193954	0.8621534666698891	0.8607077544808656	0.7210639680039138	0.9161618758225509	0.603379773358615	0.7465426312987168	0.8129846047031786	0.7205307975512243	0.9540579910752539	0.5271517785409147	0.5926819425860378	0.6760564721253653	0.8942725921824615	0.9201621189717134	0.8628726608794236	0.9115706044380582	0.7689746062924366	0.5069498914983481	0.8320549692877707	0.6915894558219211	1.0	0.7896415527271156	0.7819464676358944	0.6072987226612823	0.839082126559139	0.8805866632684374	0.8117446904498772	0.4156598313921681	0.4310456073126378	0.8716978036746283	0.7006555506486297	0.7148504815744934	0.6741134759564295	0.8330275659377319	0.7171296387843421	0.9189807948780483	0.7337450756801768	0.7389127277600909	0.5199422593976785	0.8312478898387818
NielsenHB_2014__MH0069__bin.2	0.6035932466143232	0.5637120430224347	0.7951111914322844	0.8023918066831859	0.70637324134934	0.8802085727298938	0.5864204172708165	0.7372078665535671	0.7642452270419569	0.6904372652172641	0.904211255364224	0.5880364746340627	0.5004178558146726	0.6447765933886853	0.8377878504243326	0.8504922341496843	0.8062945799922279	0.842543571915075	0.719196191662105	0.40405508175349014	0.7922541022994606	0.6364659635546158	0.5631599510272985	1.0	0.7484816164334335	0.5300997212901716	0.7790357559220615	0.8311120814651697	0.7554780897303577	0.4598926319484199	0.5034843951746011	0.8614390118545695	0.6462443119377228	0.6391240488557018	0.6526704120476189	0.7688040339800348	0.6470001086425118	0.8676264118303338	0.7130317737561477	0.6953413255222153	0.5482419761237187	0.7758193107886193
ZeeviD_2015__PNP_Main_643__bin.24	0.6316304093196641	0.595160116654237	0.8279723461104503	0.8504979986125525	0.7074070008385797	0.9291111621627433	0.5836440755649661	0.757596162224986	0.8004587856778292	0.7242679969263397	0.9462494214253138	0.568838222030087	0.5828105885108931	0.6669039435876949	0.886327756759846	0.8945239957131718	0.8529769577326436	0.8891558411429128	0.7598946173598434	0.4739231154874683	0.843374598392779	0.657208220117537	0.6041411801452407	0.8108504963010829	1.0	0.5869763262516169	0.8219200870945875	0.878076065171558	0.8072455091853329	0.4365536979551558	0.47609086083991503	0.8658046233917321	0.6904181241844785	0.6934238833367096	0.6509737595867987	0.8174233310737328	0.7001608126413901	0.9116096315568497	0.7290369235330798	0.7203789565172124	0.5376331004699894	0.8286423044757066
ZeeviD_2015__PNP_Main_756__bin.41	0.6987593029196856	0.6396361319552598	0.8648983681032201	0.9189484084235667	0.7190741401916909	0.9322556617769269	0.5927029406152085	0.7877456924942597	0.8479992182161786	0.7566620908715966	0.9550051092958406	0.5033495127701617	0.6538352036639191	0.7104252719314985	0.9096524139883903	0.9152049258536525	0.9068684633331077	0.9085020529520034	0.791065965318346	0.5435821396253594	0.901531403702085	0.6815146599855955	0.6380587138117194	0.7809335545309605	0.7982105153001865	1.0	0.855773196510905	0.8858510978830278	0.8604423542157846	0.3997316080739186	0.3882895554912619	0.8501152669453182	0.7355346908876016	0.7144103687926673	0.6738384046685422	0.8721683420642786	0.7632110693202174	0.933255206249346	0.704708862473761	0.7455232103614058	0.4864180450479843	0.850880122376869
RaymondF_2016__P1E7__bin.24	0.6563223010678683	0.593541626415783	0.880141654566872	0.8689898629320268	0.7265132414480363	0.9407141278327034	0.5934688403303418	0.7704696147528832	0.8154567674736111	0.728746061657307	0.969640174493936	0.5936261867209279	0.5731631280676526	0.6921999540805431	0.9100840304652583	0.933011647379246	0.8683808146582613	0.913580438525461	0.7766489393301218	0.4648932907820169	0.8626938665413604	0.6725032900916195	0.6131676450864844	0.7982342951978845	0.7773971374731133	0.5952167767645408	1.0	0.8929776948111549	0.8174722998101674	0.467898927957296	0.4810448442565089	0.8686002432981944	0.6907784846472202	0.7074727226116931	0.6573407710722408	0.8381697724739081	0.728105972258868	0.9442196341535861	0.7499021936976883	0.7557807404806771	0.5680429480719448	0.8427569014321198
ZeeviD_2015__PNP_Main_116__bin.30	0.6535115646121863	0.6027985055889767	0.8422592923642426	0.8708424139558707	0.726104990408854	0.9543396169567444	0.6198873165881632	0.7823241706922698	0.811889505980657	0.7262084341826436	0.9609806068031856	0.6094490363660102	0.55357483604664	0.6803271032730414	0.9196754074981671	0.931013548121441	0.8679590443000472	0.9149943256570688	0.7662918922176135	0.4510133472597443	0.8660583904952245	0.67603870604895	0.6037741912805937	0.7990248164626247	0.7792434544194595	0.5781025599823242	0.8378538932018359	1.0	0.8148677827881612	0.49422020467806893	0.49757359070412066	0.8829116911550552	0.6821318456176999	0.692431029114903	0.6827439716383285	0.8339762581474526	0.7073314519287744	0.9406308061584197	0.7774472486969097	0.7442458145443954	0.5962599552078416	0.8398263550632212
ZeeviD_2015__PNP_Main_744__bin.5	0.6653574449527299	0.6224225369683953	0.8274930107026724	0.9014685187206696	0.7067608646670922	0.9206427733703874	0.6021926954247325	0.7866176533061164	0.8549248264035461	0.7154878741942613	0.9477514063288968	0.5849596881958713	0.5753255084750776	0.6898381343805673	0.8844398533255827	0.9043212382684933	0.9061006254473338	0.8896715420118744	0.7496452249346509	0.4394209812817503	0.8715464213560877	0.6579548931534193	0.5960167323697361	0.7777841709287175	0.7671551691224432	0.6013156387645062	0.821367057622784	0.8726170650167319	1.0	0.48418367319502975	0.49519877351880404	0.8592557977962271	0.7301407969008872	0.6687796329267827	0.6533550509268247	0.8671595248299526	0.7173118939315315	0.9178422147643428	0.7412284923498181	0.7262168959507515	0.5573525687112859	0.8256458680736857
CosteaPI_2017__SID713B040-11-90-0__bin.59	0.5961636352874525	0.516958812139046	0.7496858696295544	0.8133904940683054	0.6929758250678573	0.9140229826742092	0.6608474332631508	0.7995696033417045	0.7862315347995569	0.6223603324793046	1.0384236828086553	0.9429365059232389	0.21450326813965484	0.6219367004050295	0.8771576909092447	0.8732173207173841	0.816395660519351	0.8586988322636835	0.6723497628167728	0.047631127233369694	0.8168311306156617	0.6247228634484158	0.4799041120215114	0.744510962853978	0.6523680271936277	0.4392650279461877	0.7392540354971546	0.832212949104961	0.7613556226376804	1.0	0.9108470104766495	0.861947523739462	0.5969948335489544	0.580384397486957	0.6506726533235246	0.7841345137532448	0.5933588696380102	0.8747317419649425	0.9222723928870399	0.6825752771365516	0.9054759307644825	0.7615035979131258
