	DavidLA_2015__LD-Run2-22__bin.1	ZeeviD_2015__PNP_Main_443__bin.22	VatanenT_2016__G78887__bin.6	BritoIL_2016__WL.35.ST__bin.11	CM_madagascar__A29_01_1FE__bin.15	BritoIL_2016__W2.35.ST__bin.26	LiuW_2016__SRR3993055__bin.131	DavidLA_2015__LD-Run2-12__bin.11	CM_madagascar__A75_02_1FE__bin.76	ZeeviD_2015__PNP_Main_213__bin.65	QinN_2014__HD-62__bin.43	LeChatelierE_2013__MH0126__bin.42	CosteaPI_2017__SID713A023-11-90-0__bin.81	QinN_2014__HD-60__bin.35	BackhedF_2015__SID577_12M__bin.7	ZeeviD_2015__PNP_Main_379__bin.11	NielsenHB_2014__MH0126__bin.29	RampelliS_2015__H16__bin.38	YuJ_2015__SZAXPI015215-20__bin.66	CosteaPI_2017__SID713B026-11-0-0__bin.34	QinJ_2012__T2D-006__bin.30	NielsenHB_2014__V1_UC21_0__bin.11	CosteaPI_2017__SID713A051-11-0-0__bin.32	CosteaPI_2017__SID713B026-11-90-0__bin.4	CM_madagascar__V07_01_2FE__bin.6	NielsenHB_2014__V1_UC21_4__bin.66	DavidLA_2015__LD-Run2-29__bin.1
QinN_2014__HD-62__bin.43	0.41473593116938384	0.6911152989903396	0.5834343549930924	0.5739436829576758	0.7966347569341387	0.5892763273173296	0.6127280536652486	0.4031119836521724	0.6131476362520945	0.5601292441513723	1.0	0.6124753505163528	0.5979524687627519	0.7848363806710699	0.7610985752866651	0.6569515020540078	0.5656446095756216	0.7488893577406431	0.7109393842228207	0.7882478731811631	0.6655092385648845	0.7278379139752391	0.4673319593592942	0.4041712707511601	0.691523358949327	0.4931180111785384	0.4224632438104615
LeChatelierE_2013__MH0126__bin.42	0.3791450006213658	0.6049457449522202	0.5266984544342628	0.5150318204710607	0.6539110073321167	0.3976816513941487	0.538547900764607	0.33455742401349997	0.5331325340606584	0.5315137125627089	0.504114095847314	1.0	0.5460311075355323	0.6527654049670022	0.6919389230095037	0.5750927143221553	0.8260496176964988	0.6492111924337264	0.5870576038825553	0.7059003590840414	0.5627229558699448	0.6822616407982262	0.49826311899482634	0.4385256624086756	0.572274983811785	0.5166061652571473	0.37848013918594536
CosteaPI_2017__SID713A023-11-90-0__bin.81	0.3775744547943192	0.6506333020999835	0.5549490161494791	0.5469466644619596	0.7088349960498999	0.4360157269102868	0.5833923092469088	0.3608109647430598	0.5597115508276838	0.5538742214628232	0.5529842547171545	0.6135122820555219	1.0	0.6985268882397252	0.733688658619486	0.6353201418361535	0.5894475371585001	0.6828451744474453	0.6259920263095041	0.7336170056403756	0.5951246578110934	0.6913343989417406	0.4749993569604439	0.42305094710540336	0.629143655036837	0.48903048007496003	0.40627680097007113
QinN_2014__HD-60__bin.35	0.4050153726899154	0.640319869788606	0.5496994047628181	0.5731498532697538	0.735041048565057	0.4843696920951017	0.5766702744437124	0.36762163819264176	0.5758239249320511	0.5459654015511088	0.6061513468096643	0.6125179941332451	0.5833631253680531	1.0	0.7227039240482634	0.6134926156158543	0.5743687438645031	0.6949453171677917	0.738324872395473	0.7264109226345099	0.6950487326084842	0.6852073878517851	0.4996426490187348	0.421966298841164	0.6502348635238397	0.49345460046810063	0.41058538356234586
BackhedF_2015__SID577_12M__bin.7	0.3892287941277959	0.6603822099480349	0.5751451343823397	0.5638597346616624	0.7173337723902342	0.4482376777528534	0.5953741959467286	0.36356215838917055	0.5745111095343874	0.5498939046894794	0.5808173978116288	0.6415436973806374	0.6054306608473434	0.714096940610277	1.0	0.6467195960676512	0.6017390049296872	0.6975865211957145	0.6871589197987373	0.741909133414474	0.6333650497365355	0.7144708060514655	0.5285250538360171	0.43911390555061314	0.6271936926201448	0.5204525318240449	0.4086249210880121
ZeeviD_2015__PNP_Main_379__bin.11	0.40122755367965696	0.7151399538869404	0.5841439418404668	0.6393354161816284	0.7498543007562842	0.497986872047525	0.6100198271135778	0.41723156416399426	0.6226720039654227	0.5714177888262199	0.6208766738514919	0.6603431442497616	0.6492598628624644	0.7507224880023432	0.8009203836246066	1.0	0.6226626161275545	0.7304413785852153	0.6996425111339757	0.7804357458824943	0.6201609450924139	0.740915577051618	0.5237748871581889	0.4431818011130221	0.6784650509571839	0.5293148380410211	0.44740294853211765
NielsenHB_2014__MH0126__bin.29	0.376934664451052	0.5965480318700566	0.5237278798100389	0.5132346616205513	0.6487286564718017	0.38234368214996545	0.5335352193672519	0.3352652075550895	0.5303543579699649	0.533536254916269	0.49140494315871447	0.8718901600061304	0.5537260089181482	0.6460776509882245	0.6850232687864125	0.5723696882376129	1.0	0.6536975658384806	0.5760914514047912	0.6960114794060367	0.5628564446012342	0.6804944677519681	0.5039544165130027	0.45110931462533493	0.5685064000381082	0.5164341629001448	0.38464398169977776
RampelliS_2015__H16__bin.38	0.39609299931748354	0.6345536778656057	0.5692442093589791	0.558309932541385	0.74869858474176	0.46127825810842615	0.5858096451073633	0.3675467402752551	0.587489979620052	0.542696771279911	0.6002816694167972	0.6322417847216317	0.5918526070186133	0.721250466980758	0.7327178901164418	0.6195134737285304	0.6031404037962311	1.0	0.6670561755955936	0.7367301824194843	0.6272778549045799	0.7076138326309115	0.49675733020452245	0.4360315186930845	0.6656411402961478	0.5101528703113619	0.4249290810296412
YuJ_2015__SZAXPI015215-20__bin.66	0.38939245744842943	0.6303130688082939	0.5427278550797294	0.5551598438342205	0.7222205292794454	0.4588426497066567	0.5945319040527411	0.3761196768554516	0.5580999939381727	0.5324437192096032	0.5862878188398318	0.5881915602979798	0.5582143494921991	0.7883586701333766	0.7425689369029305	0.6104954806619516	0.5468571063457502	0.686283067677845	1.0	0.7242255196378632	0.6975279212683309	0.6864934294706386	0.4654860848295398	0.41181663136061814	0.6253197613933683	0.4898873974609135	0.4106760248174489
CosteaPI_2017__SID713B026-11-0-0__bin.34	0.39881941140897276	0.6585440267613845	0.5701211757827364	0.5153659747210898	0.718649325445538	0.4432881909885637	0.5904511453045567	0.36022518697957484	0.5476145211364413	0.5334134500272838	0.5688606425450613	0.618936730464674	0.5724879731766785	0.6787713413926025	0.7016089003510625	0.5959477698798508	0.578180731677034	0.6633062960997164	0.6337801115038568	1.0	0.587589711915394	0.7327758427235317	0.496821282710135	0.5749101124529845	0.6172578355359689	0.5440694864646086	0.3969257440974155
QinJ_2012__T2D-006__bin.30	0.4066143395313781	0.6168985179245859	0.5481779287496247	0.5279190276057244	0.7112948561244253	0.436092325513807	0.5561101343287581	0.3612527044732967	0.5400921633656461	0.537952632124986	0.5754009559870804	0.5911135250116973	0.556388740596609	0.7780899358896403	0.7175825633013365	0.5673471392873314	0.5601679607601451	0.6766109522837813	0.7313070996847043	0.7039593695184818	1.0	0.6769197895646666	0.49475491923853576	0.421245119237299	0.6231491234036822	0.49651484514507105	0.4092805087604666
NielsenHB_2014__V1_UC21_0__bin.11	0.41109335339490116	0.6878407937288721	0.6214566225028981	0.5293837532082399	0.7073531104767311	0.4337663520965221	0.6005384979557763	0.3661795333838566	0.5572927472384049	0.5515494667657432	0.5638662146247105	0.6421731258307256	0.5791398684875576	0.6873239662064368	0.7253158681132502	0.6073486778880931	0.6068343129149011	0.6839121042298593	0.6449105571332971	0.7866281113540142	0.6065437321041929	1.0	0.5148057695066222	0.4812750833726828	0.6232881435025946	0.7111968420268504	0.41713952742448746
CosteaPI_2017__SID713A051-11-0-0__bin.32	0.4280332243688871	0.6492967334590448	0.5792671760373915	0.5214994899767934	0.7241176816019731	0.2812426731740843	0.5667016831853288	0.32700643564464105	0.5694573309582999	0.5451597818971123	0.5116217867994249	0.6627382917593735	0.562303086456002	0.7082410615442503	0.7582115911201589	0.6067310013636867	0.6350661072723437	0.6784696258887345	0.617948032006403	0.7536690134258988	0.6264655283035693	0.7274875321619112	1.0	0.6299367310231131	0.6164325344782212	0.7184663199813826	0.41678965946979335
CosteaPI_2017__SID713B026-11-90-0__bin.4	0.45408894038469716	0.647565381459652	0.6073979994497485	0.5186843613735177	0.7291257500597409	0.2861537469146089	0.6153800669195738	0.34596158892694606	0.5550757279959264	0.5583923860048468	0.49708967779989316	0.6552757439268312	0.5626209172780436	0.6719626337206432	0.7076977057053653	0.5767388264982747	0.6386386992953751	0.6690364294835113	0.6141788962424077	0.9797745923569774	0.5992219267891847	0.7640491277829605	0.7076893981783059	1.0	0.6348480235660109	0.7543122173913681	0.4290182897538382
CM_madagascar__V07_01_2FE__bin.6	0.4188470871639892	0.6512375725135403	0.5825113658157464	0.5713031750066847	0.7882030653108263	0.474235692459008	0.6022854055261326	0.39230887412790405	0.62552754066602	0.5432060530750389	0.6035932243125974	0.6068788979225068	0.5938014036769441	0.7348620235573851	0.7173654821155521	0.6266036906777942	0.5711852597620817	0.7248368000993263	0.6618527190041572	0.746553666869319	0.6290903151007464	0.7022390370902402	0.4914728203627142	0.4505447857705432	1.0	0.504793081288342	0.4398953051351742
NielsenHB_2014__V1_UC21_4__bin.66	0.43646233052257966	0.6685490343437479	0.6320895629070368	0.48940279822818367	0.6889714847028695	0.29674452229780646	0.5916833276491983	0.33283149568992804	0.5291571619079906	0.5377842492959501	0.5069048965929908	0.6452009222594131	0.5435824754373891	0.6567814453495947	0.7010646010452001	0.5757284031801204	0.6110752817731233	0.6542421686574754	0.6106517286237382	0.7749736045108206	0.5903252618616325	0.9436784590344051	0.6746188736427	0.6304598839619578	0.5944995272297295	1.0	0.4250500850578046
DavidLA_2015__LD-Run2-29__bin.1	0.5902459655402057	0.7951375014597596	0.7207917104594534	0.7077457209318474	0.8665113798120777	0.5081560317264932	0.7052333563738625	0.5257211212215899	0.7169474139373109	0.7089394097205783	0.6711737729340063	0.7305482699087532	0.6979462366609539	0.8445932084094776	0.8506916893126663	0.752095267854043	0.703410945198259	0.8422190870269195	0.7911650617202122	0.8738003932671154	0.7520567617640839	0.8554329883566422	0.604838511139938	0.554182171680349	0.8006779596822301	0.656917050938507	1.0
