	DavidLA_2015__LD-Run2-22__bin.1	ZeeviD_2015__PNP_Main_443__bin.22	VatanenT_2016__G78887__bin.6	BritoIL_2016__WL.35.ST__bin.11	CM_madagascar__A29_01_1FE__bin.15	BritoIL_2016__W2.35.ST__bin.26	LiuW_2016__SRR3993055__bin.131	DavidLA_2015__LD-Run2-12__bin.11	CM_madagascar__A75_02_1FE__bin.76	ZeeviD_2015__PNP_Main_213__bin.65	QinN_2014__HD-62__bin.43	LeChatelierE_2013__MH0126__bin.42	CosteaPI_2017__SID713A023-11-90-0__bin.81	QinN_2014__HD-60__bin.35	BackhedF_2015__SID577_12M__bin.7	ZeeviD_2015__PNP_Main_379__bin.11	NielsenHB_2014__MH0126__bin.29	RampelliS_2015__H16__bin.38	YuJ_2015__SZAXPI015215-20__bin.66	CosteaPI_2017__SID713B026-11-0-0__bin.34	QinJ_2012__T2D-006__bin.30	NielsenHB_2014__V1_UC21_0__bin.11	CosteaPI_2017__SID713A051-11-0-0__bin.32	CosteaPI_2017__SID713B026-11-90-0__bin.4	CM_madagascar__V07_01_2FE__bin.6	NielsenHB_2014__V1_UC21_4__bin.66	DavidLA_2015__LD-Run2-29__bin.1
QinN_2014__HD-62__bin.43	0.9742642761749833	0.966584837213046	0.9701787003364252	0.972711551588307	0.9735705450482802	0.9721559750870316	0.9667688213391298	0.9782089937676618	0.9692397816949873	0.9648421040684502	1.0	0.9682893601562145	0.9680826675721418	0.9705158697613385	0.9691838730205797	0.9705172410664766	0.9684695284583456	0.9686830663281684	0.9655761553650261	0.9704579777120471	0.96943063802095	0.9678613482926478	0.9680710778583119	0.9685326475379297	0.9730219826627756	0.9650713535787178	0.9780258640959323
LeChatelierE_2013__MH0126__bin.42	0.9721781838318633	0.9751307039552036	0.9762500248365753	0.9713395654454318	0.969451607288964	0.9695490956996702	0.9725509651977428	0.9736432835485331	0.964459005693773	0.9714062803799042	0.9682893601562145	1.0	0.9771753602416804	0.9688839701945829	0.9772038621852663	0.9779614184077743	0.9986420563463477	0.9664069879026469	0.9651483237915807	0.9760610204921223	0.9682312198121328	0.9749967165275145	0.9747508990344446	0.9760126480798559	0.9685488981885158	0.9740945565777113	0.974483046446541
CosteaPI_2017__SID713A023-11-90-0__bin.81	0.9733570142572138	0.9742972418287809	0.975544043234768	0.9711734323689543	0.9689900619939567	0.9707861570291464	0.9719904539536793	0.9752751981049547	0.9653557874171086	0.9709103646752791	0.9680826675721418	0.9771753602416804	1.0	0.9702510144628687	0.9761265730353679	0.9774047537524755	0.9769803609633002	0.9663509529259889	0.9651157603342557	0.9749546957628893	0.9691800825140992	0.9748255584044494	0.9735922152849066	0.9738949997915421	0.968620176698402	0.9731033487818513	0.976251331781322
QinN_2014__HD-60__bin.35	0.9749519632920753	0.9683860575833253	0.9708877210258884	0.9724991486964883	0.9710250872654084	0.9721043121711893	0.9675047201037039	0.9768658454434129	0.9668643461707768	0.9668524869908911	0.9705158697613385	0.9688839701945829	0.9702510144628687	1.0	0.9705699518826568	0.9711583046925528	0.9686161641634111	0.9675243385311172	0.9782944995386496	0.971204263681819	0.9840888741326542	0.9688949637375128	0.9697159906791976	0.9691912073782855	0.9701933200907443	0.9677106206946302	0.9781266466114837
BackhedF_2015__SID577_12M__bin.7	0.9727873562322968	0.9743159317626036	0.9767304788656359	0.9717476420966478	0.9700479889895428	0.9719450604013589	0.9722448996221603	0.9752331070374138	0.966295900460489	0.9712650079568225	0.9691838730205797	0.9772038621852663	0.9761265730353679	0.9705699518826568	1.0	0.9781566314261508	0.9769808548355725	0.9674584080412931	0.9669901841600717	0.9758574464606833	0.9704503586707162	0.9765565551886446	0.9749670694822451	0.9749404082895314	0.9697631728943746	0.9751019697152422	0.9767533666360946
ZeeviD_2015__PNP_Main_379__bin.11	0.9742306104857662	0.9749767909801977	0.977445813059636	0.9726647413340945	0.9713843166103872	0.9729472329278234	0.9738583375141198	0.976848985146198	0.9658464540812018	0.9712183174442743	0.9705172410664766	0.9779614184077743	0.9774047537524755	0.9711583046925528	0.9781566314261508	1.0	0.9774051163848186	0.9676605763990993	0.9663904695351236	0.9770496883053396	0.9697856677047123	0.9760277496068316	0.974086317762182	0.9758261721298558	0.9709669099374241	0.9747910009818556	0.9772796516493025
NielsenHB_2014__MH0126__bin.29	0.9727212370133289	0.9745713478933091	0.9756690901349615	0.9709452479338843	0.9691684899668827	0.9697893297100632	0.9725618651979512	0.9733369162785143	0.9643013347704179	0.9715921074594575	0.9684695284583456	0.9986420563463477	0.9769803609633002	0.9686161641634111	0.9769808548355725	0.9774051163848186	1.0	0.9664035408716259	0.9651396540928551	0.9758703204544834	0.9680510829429358	0.974601831589904	0.9740082454144385	0.9754489735015724	0.9680322240039442	0.9729506449027716	0.974251538383533
RampelliS_2015__H16__bin.38	0.971129870954825	0.9659366273105254	0.968312164096183	0.9699750714485371	0.9699876893077342	0.9717242784005192	0.9649790279744802	0.9739160273196296	0.9650428730732596	0.9637843481200268	0.9686830663281684	0.9664069879026469	0.9663509529259889	0.9675243385311172	0.9674584080412931	0.9676605763990993	0.9664035408716259	1.0	0.9630352879051707	0.9677510555618719	0.9673165414186627	0.9669970591438841	0.9652712239957326	0.9655139167057442	0.9690112123650846	0.9648602450736794	0.9744343860879889
YuJ_2015__SZAXPI015215-20__bin.66	0.97256098843721	0.9653974256137963	0.966152542076128	0.9666578920653208	0.9652362333687516	0.9662287952525646	0.9618037050488772	0.9709689390995876	0.9635568795548763	0.9664421889317687	0.9655761553650261	0.9651483237915807	0.9651157603342557	0.9782944995386496	0.9669901841600717	0.9663904695351236	0.9651396540928551	0.9630352879051707	1.0	0.9659500518718898	0.9796497985930875	0.9646947471217351	0.9663362921561864	0.9662798959593959	0.9647213063900516	0.9637791957620997	0.9741258529237172
CosteaPI_2017__SID713B026-11-0-0__bin.34	0.9739820598656359	0.9744162604528839	0.9767544089067359	0.973227529830957	0.97011882802316	0.9730233406579474	0.9724623836957731	0.9764625625072637	0.9660663811854696	0.971075128760752	0.9704579777120471	0.9760610204921223	0.9749546957628893	0.971204263681819	0.9758574464606833	0.9770496883053396	0.9758703204544834	0.9677510555618719	0.9659500518718898	1.0	0.9703543096515269	0.9759044442322653	0.9736693714320673	0.9996154515651021	0.9707474520738092	0.9750326105001857	0.9762838054562635
QinJ_2012__T2D-006__bin.30	0.9743727088316277	0.9692060269270457	0.9695738738021722	0.9721954879487535	0.9692787467502141	0.9719574706423124	0.9644333332715589	0.9744317344331418	0.9667229373017064	0.9668498584871923	0.96943063802095	0.9682312198121328	0.9691800825140992	0.9840888741326542	0.9704503586707162	0.9697856677047123	0.9680510829429358	0.9673165414186627	0.9796497985930875	0.9703543096515269	1.0	0.9686834228387512	0.9686243005268051	0.9694342730853606	0.9692982552857433	0.9661346946061548	0.9766791843422177
NielsenHB_2014__V1_UC21_0__bin.11	0.9727511315944156	0.9746711328603106	0.9797979597851311	0.970442920099012	0.9693231457200623	0.9704114927879123	0.9746518232921517	0.9736708711788465	0.9653170634171022	0.9703739256613462	0.9678613482926478	0.9749967165275145	0.9748255584044494	0.9688949637375128	0.9765565551886446	0.9760277496068316	0.974601831589904	0.9669970591438841	0.9646947471217351	0.9759044442322653	0.9686834228387512	1.0	0.9744856592076688	0.9759680512081212	0.9693958332818893	0.999685774274262	0.9753015724493358
CosteaPI_2017__SID713A051-11-0-0__bin.32	0.9733458535058516	0.972028126628784	0.9755940965062334	0.9706126452706394	0.9688289376068145	0.9714779762834601	0.9688278851918063	0.9726960732148558	0.9638807028157546	0.9699818715111436	0.9680710778583119	0.9747508990344446	0.9735922152849066	0.9697159906791976	0.9749670694822451	0.974086317762182	0.9740082454144385	0.9652712239957326	0.9663362921561864	0.9736693714320673	0.9686243005268051	0.9744856592076688	1.0	0.9736992385567727	0.9684551691239875	0.9737354338851106	0.9751837889964557
CosteaPI_2017__SID713B026-11-90-0__bin.4	0.9737769029690525	0.9738170468411945	0.9760728787609387	0.971397292074735	0.9691106855929176	0.9695730804502303	0.970431399019277	0.9747398842297663	0.963867407595222	0.9714429239169341	0.9685326475379297	0.9760126480798559	0.9738949997915421	0.9691912073782855	0.9749404082895314	0.9758261721298558	0.9754489735015724	0.9655139167057442	0.9662798959593959	0.9996154515651021	0.9694342730853606	0.9759680512081212	0.9736992385567727	1.0	0.969428371511947	0.9752710749123626	0.9758860756609972
CM_madagascar__V07_01_2FE__bin.6	0.9745304148743702	0.9681046290438365	0.9703065379318885	0.9731180086820279	0.9757432264162068	0.9743035079097632	0.9681351294391604	0.9783830182974803	0.9720285884890913	0.9652817636524409	0.9730219826627756	0.9685488981885158	0.968620176698402	0.9701933200907443	0.9697631728943746	0.9709669099374241	0.9680322240039442	0.9690112123650846	0.9647213063900516	0.9707474520738092	0.9692982552857433	0.9693958332818893	0.9684551691239875	0.969428371511947	1.0	0.9679334182506214	0.9771232554875963
NielsenHB_2014__V1_UC21_4__bin.66	0.9726512858808579	0.973349739008035	0.9794361084205078	0.9676520711520904	0.9677816357635878	0.9669800283539565	0.9730830110193085	0.9718671269372413	0.963805445392473	0.9707688148033381	0.9650713535787178	0.9740945565777113	0.9731033487818513	0.9677106206946302	0.9751019697152422	0.9747910009818556	0.9729506449027716	0.9648602450736794	0.9637791957620997	0.9750326105001857	0.9661346946061548	0.999685774274262	0.9737354338851106	0.9752710749123626	0.9679334182506214	1.0	0.9744855453003608
DavidLA_2015__LD-Run2-29__bin.1	0.9829249224905272	0.9746012516383792	0.9752892885511533	0.9791247839341555	0.9776629511101139	0.9790621898303484	0.9746170357123037	0.9843593342690996	0.9751972902797502	0.9735610292081487	0.9780258640959323	0.974483046446541	0.976251331781322	0.9781266466114837	0.9767533666360946	0.9772796516493025	0.974251538383533	0.9744343860879889	0.9741258529237172	0.9762838054562635	0.9766791843422177	0.9753015724493358	0.9751837889964557	0.9758860756609972	0.9771232554875963	0.9744855453003608	1.0
