	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.66	LiuW_2016__SRR3993051__bin.12	CosteaPI_2017__SID713A005-11-0-0__bin.24	LeChatelierE_2013__MH0206__bin.92	RaymondF_2016__P14E90__bin.90	LeChatelierE_2013__MH0426__bin.90	LiuW_2016__SRR3992993__bin.34	ZeeviD_2015__PNP_Validation_13__bin.64	CM_madagascar__A92_01_1FE__bin.26	ZellerG_2014__CCMD86114146ST-21-0__bin.46	LiuW_2016__SRR3992961__bin.131	LiJ_2014__O2.UC29-1__bin.33	ZeeviD_2015__PNP_Main_574__bin.40	LiJ_2014__MH0385__bin.27	CM_madagascar__V18_02_1FE__bin.25	RampelliS_2015__H21__bin.29	ZeeviD_2015__PNP_Main_469__bin.24	CosteaPI_2017__SID713B033-11-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.106	LiJ_2014__MH0390__bin.69	CM_madagascar__A81_03_1FE__bin.39	CM_madagascar__A08_01_1FE__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.125	XieH_2016__YSZC12003_35980__bin.31	LeChatelierE_2013__MH0431__bin.56	LeChatelierE_2013__MH0193__bin.19	QinN_2014__HD-18__bin.42
LiuW_2016__SRR3992961__bin.131	0.8312514329731451	0.7807571706388545	0.8307502016471562	0.6429742254522423	0.4818288696048046	0.7235708206255762	0.6594169221963623	0.5918541971474144	0.7628058315202958	0.5299542933112525	1.0	0.7363525287130706	0.7528354311785267	0.6356310112707977	0.8166975803990717	0.8360284912174211	0.6160108254420155	0.829871036540609	0.845010036997511	0.8923800055092147	0.5768984935431674	0.8141868877390281	0.35456848333297597	0.8742412458742744	0.7610103883336605	0.7410038152136801	0.8540204484236883
LiJ_2014__O2.UC29-1__bin.33	0.7968237394659701	0.6948053688632901	0.74647085653113	0.6518636348596657	0.443845521416943	0.6757866309490752	0.6188719808311126	0.5267454732099217	0.651849604145385	0.5117512467441413	0.7478896339826413	1.0	0.660933968107977	0.5573680306615084	0.8241159917055443	0.7573480107169528	0.565187955029676	0.7292130779659569	0.7520408406868935	0.7951632986669984	0.5464259582454319	0.804957574889461	0.35668567723744865	0.7855110048965098	0.770706716607633	0.6964182727646245	0.7449433933973553
ZeeviD_2015__PNP_Main_574__bin.40	0.8195629955355057	0.7432251834391864	0.8343874915912438	0.6259249056366686	0.47554654325616036	0.7145170054218785	0.6149515796033899	0.5965741755276487	0.7532217934705937	0.5357740646920158	0.8403103858005193	0.7263501361165597	1.0	0.6563984909231462	0.8052326109915531	0.8212731691005168	0.6209515708580532	0.8436720471198731	0.8290850559920169	0.9042344228871899	0.5573929967805654	0.792401361234639	0.3629929119047734	0.873016563437175	0.7493540533368868	0.7264785544787286	0.8318412178295317
LiJ_2014__MH0385__bin.27	0.8291567804741883	0.7461315728641463	0.8501004248155062	0.6486900613234704	0.5139441655472007	0.7403824975139134	0.6114072122681833	0.6109391628430364	0.7682062230673947	0.5706770987805091	0.8403752464278861	0.7255352173799264	0.7774922473350896	1.0	0.7920873750414349	0.8357329157870863	0.6391769635722885	0.8747603870444356	0.8407233530766413	0.9141280596311869	0.5616195109823968	0.7778049163453654	0.4127677995080165	0.880050953872189	0.7531059727141088	0.7435459882412464	0.8413391501945254
CM_madagascar__V18_02_1FE__bin.25	0.8010376257155519	0.7074321216012421	0.7542653379631412	0.6523766085488204	0.4409903543113601	0.6631648044162896	0.6186052981449538	0.5352829338773224	0.6674342138667001	0.49883785383379864	0.7589307833752265	0.7540107023593359	0.6703823538484559	0.5567315288118557	1.0	0.7547092737750427	0.5666554197818334	0.7352320450764416	0.7575687032341787	0.7969287765631015	0.5502449310941495	0.9104065873406827	0.3447478676423675	0.7874156747086684	0.8253678756397265	0.6892347769006996	0.7552214189736671
RampelliS_2015__H21__bin.29	0.7837988460406196	0.7060321083713131	0.7689857302409806	0.5912839390671452	0.4480020942700455	0.670387112021962	0.5890371974173686	0.5419031170171503	0.668923648477753	0.517264911967909	0.7642021928017572	0.6816021618174163	0.6725663816886316	0.5778119702836801	0.7423795295280391	1.0	0.6052485664088282	0.7564589346286948	0.759229997666751	0.8047662359642255	0.5273344458043546	0.7334843474422653	0.34409674803888346	0.8106911430394734	0.6973231338813768	0.6905567117095555	0.7811154211929121
ZeeviD_2015__PNP_Main_469__bin.24	0.798981046333472	0.7025438517800559	0.7729260127719906	0.5990240957027632	0.46282214282682893	0.6833629943657168	0.5828869354312828	0.5497554394301218	0.6769200742970106	0.5210007987259013	0.7592564403152514	0.6858692097137065	0.6856748014049241	0.5958721398154061	0.7515853171663553	0.8161062582448817	1.0	0.7696243751932965	0.7612391509363238	0.8162348472700371	0.5248467795691861	0.7407556307888886	0.38504890830204797	0.8036760705226941	0.7088187929048337	0.6963057592889687	0.789387695148458
CosteaPI_2017__SID713B033-11-0-0__bin.38	0.8314230891294181	0.7590732945814125	0.8356352725997195	0.6326833617291374	0.4888999549007817	0.7168299425402552	0.6219731325582949	0.5924874306808312	0.759279581746509	0.5460185324380303	0.8403740312019777	0.7270507616756865	0.7654132842252958	0.6700125693191689	0.801208492015768	0.8380311685708559	0.6323254910803768	1.0	0.8296857252622437	0.907981308879535	0.5616625325716577	0.7853396221687712	0.3727986988040356	0.8817191571457206	0.7512725913676755	0.7399564458475313	0.8349224543996794
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.106	0.8464957162968115	0.7750411395589554	0.8612750752780926	0.6429155610158536	0.49504844205388343	0.7409517655084006	0.6576392479270556	0.6198874919984529	0.7565947768673935	0.5635145840865695	0.8609939838450157	0.7544456248790707	0.7568288096450075	0.6479226859904071	0.8306524955688183	0.8463001287600443	0.6293021642569764	0.8348142454113084	1.0	0.9154635372100562	0.5827855236651465	0.8209890847028487	0.36843986061394324	0.8969911241913632	0.7698508219613501	0.7610044249841965	0.8724750352782353
LiJ_2014__MH0390__bin.69	0.8314742211081942	0.7576466948017693	0.8433212817495371	0.6334497001801105	0.48264778732609354	0.721189938475273	0.6298463208463005	0.5979364166450764	0.7484103771081817	0.5504761845304799	0.8443833714676348	0.7407888493845967	0.7665335998052185	0.6542273667978736	0.8114624920791987	0.8330525285695112	0.6266208378725118	0.8484079579471779	0.8501442912482559	1.0	0.5675626796812326	0.8001035556984508	0.36305500235673105	0.8874085401065679	0.7588090626453448	0.7415573231905456	0.8416066038413156
CM_madagascar__A81_03_1FE__bin.39	0.8217144433696201	0.7593081120481764	0.7902312651289108	0.6459704302174022	0.4834214954289685	0.7126923330199689	0.6526322601741216	0.5502353638432089	0.7089217429413555	0.5274364074825947	0.7941940179208052	0.740639376722936	0.6874625325285775	0.5847917262740076	0.8151590550930782	0.7941931663873637	0.5862186124773491	0.7635555608539859	0.787404174103392	0.8257549695491642	1.0	0.80036791921559	0.3616107720115717	0.8232968763482612	0.7732979549572871	0.7377603421574906	0.7991326280365681
CM_madagascar__A08_01_1FE__bin.40	0.8214587759669182	0.7328989836240859	0.7763335536353134	0.6741910116391209	0.4546405439434295	0.688467341684763	0.6456515816940481	0.5511743057731346	0.6907150633433341	0.5125567117233328	0.7915740807002837	0.7705285263000272	0.6901968826167305	0.5719656810007283	0.952493351350387	0.7801374211277817	0.5843086055886945	0.7539854312035403	0.7833693854817587	0.8220984334905516	0.5652361470847473	1.0	0.35162240681617135	0.8120339004455552	0.8425562486682154	0.7088367554309248	0.7850247574122395
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.125	0.979423314886379	0.6743888442023194	0.7676263142714806	0.6414232658298296	0.5241954514428969	0.6837616054686212	0.6034446155784994	0.5496355013790811	0.6497823327065936	0.5340570865991885	0.7272536198235825	0.7203104264621177	0.667028247268692	0.6403588232856215	0.7609330555717668	0.7721099137365951	0.6407690375358726	0.7550889826602013	0.7416758224795718	0.7869884268833275	0.5387656695500076	0.7418136882997592	1.0	0.7757637808728514	0.7250727178766295	0.6914651753475614	0.7410055239366359
XieH_2016__YSZC12003_35980__bin.31	0.846717775991861	0.7715734227495693	0.8766130189317208	0.6477578216631702	0.48589015408046854	0.742024326594006	0.6556708374845864	0.6070337026569023	0.7527061153601883	0.566116744775441	0.8508426416718589	0.7526940754720388	0.7612034670864575	0.647824843707202	0.8246717374662256	0.8631498153382154	0.6345982239158331	0.8473956216946744	0.8567771025407174	0.9127497398882497	0.582032473584987	0.8128766603758251	0.3680965037168138	1.0	0.7734183349436684	0.7671292993688088	0.8669475973901536
LeChatelierE_2013__MH0431__bin.56	0.8019290918045578	0.7063656356897665	0.7581273432504586	0.6731219384673855	0.4482095095708712	0.6795282415648142	0.6224003344177287	0.5387713490994676	0.6691063672450545	0.5074803476970507	0.7615478621962918	0.7593535553445041	0.6718216543319868	0.5700258303032228	0.8888188975728097	0.7634023455046008	0.5754951942926151	0.7424071515214788	0.7560925285657073	0.802507844105382	0.5621164218540996	0.8672375234518479	0.35375486445951243	0.79524899038157	1.0	0.7041785503461887	0.7651313808988632
LeChatelierE_2013__MH0193__bin.19	0.808779213293929	0.7436601243630484	0.8100713776492422	0.6448588399250367	0.4829655216358712	0.742263165922562	0.639324735333879	0.5670931919146035	0.7123793119602244	0.553219520740237	0.797924810687931	0.7383460429464811	0.700849298334773	0.6055934731046646	0.7986708024806891	0.8134927269130527	0.6083329947507489	0.7868386177748975	0.8042488673024915	0.8439105422627663	0.5770714982068444	0.7850915316388218	0.3630162579586334	0.8487741423259092	0.75773561295992	1.0	0.8052273154663859
QinN_2014__HD-18__bin.42	0.8329721069904703	0.7803867261250165	0.841105253868475	0.6326406262792577	0.486976926358785	0.7319066949887868	0.6516870874747851	0.6013692453208229	0.7444872869309708	0.550713216317392	0.8520595044287255	0.7317676351893702	0.7435367021186872	0.634898908051439	0.8108397936484231	0.8525692532200778	0.6389867724508549	0.8225944608943685	0.8543118206177958	0.8874031158446298	0.5791530023956959	0.8055964575133228	0.3604436172169197	0.8887437263665197	0.7628357749025039	0.7460683721651652	1.0
