	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.66	LiuW_2016__SRR3993051__bin.12	CosteaPI_2017__SID713A005-11-0-0__bin.24	LeChatelierE_2013__MH0206__bin.92	RaymondF_2016__P14E90__bin.90	LeChatelierE_2013__MH0426__bin.90	LiuW_2016__SRR3992993__bin.34	ZeeviD_2015__PNP_Validation_13__bin.64	CM_madagascar__A92_01_1FE__bin.26	ZellerG_2014__CCMD86114146ST-21-0__bin.46	LiuW_2016__SRR3992961__bin.131	LiJ_2014__O2.UC29-1__bin.33	ZeeviD_2015__PNP_Main_574__bin.40	LiJ_2014__MH0385__bin.27	CM_madagascar__V18_02_1FE__bin.25	RampelliS_2015__H21__bin.29	ZeeviD_2015__PNP_Main_469__bin.24	CosteaPI_2017__SID713B033-11-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.106	LiJ_2014__MH0390__bin.69	CM_madagascar__A81_03_1FE__bin.39	CM_madagascar__A08_01_1FE__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.125	XieH_2016__YSZC12003_35980__bin.31	LeChatelierE_2013__MH0431__bin.56	LeChatelierE_2013__MH0193__bin.19	QinN_2014__HD-18__bin.42
ZeeviD_2015__PNP_Main_469__bin.24	0.8067583951988009	0.7086619956152668	0.7790370410089715	0.6063005572784057	0.4672843853025285	0.6905278935262541	0.5889954223831816	0.5546489379842577	0.6822191619502533	0.5260780321914746	0.7659085081462164	0.6934475759571052	0.6912801139105625	0.6015811367523952	0.7593250550124688	0.8232991115413224	1.0	0.7763455659784951	0.767489441595805	0.8233872941336721	0.530630998544606	0.7483616970396825	0.38873529644217547	0.8102051401556842	0.7168642473463266	0.7033313960270057	0.7960631428021785
CosteaPI_2017__SID713B033-11-0-0__bin.38	0.8388258335003674	0.7648693793011292	0.8410455084519276	0.6398631155208124	0.4933088210730273	0.7241452027794482	0.627941680029398	0.5960162357185809	0.7618838528095143	0.5508836106100087	0.8440383426872453	0.7345624958241465	0.7679392580343423	0.6728820070822477	0.8089693158281552	0.8448142162758068	0.6378476398075766	1.0	0.8336770060800428	0.9129948386450191	0.5672725830159685	0.793147633126211	0.3762295800761676	0.8873160536513663	0.7593793846462217	0.7467766586490279	0.8397474443776308
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.106	0.8541059832349338	0.7806066659005629	0.8669605591744736	0.6500415859859324	0.4992087213133903	0.748802157639353	0.6643543499949685	0.6230129010043451	0.7603661919694824	0.5686347338675471	0.8663300992412422	0.7625374027025533	0.7602264865860773	0.6514462028181832	0.8391014149739381	0.8528606095314365	0.6344691626101335	0.8388301974551772	1.0	0.9205582669137526	0.5887302503331395	0.8294088025315876	0.3719249322008724	0.9025577009493874	0.7782348256319253	0.7681443154509743	0.876787414834863
LiJ_2014__MH0390__bin.69	0.8389792779350665	0.7632449064955253	0.8490078708573818	0.6406617263757223	0.4867377301714639	0.7287628878851539	0.6362457820757338	0.6018585789692189	0.7523475616417831	0.5553837647763915	0.8498065841758777	0.7488834791593182	0.7703229033677843	0.6580162801731807	0.8198528837959914	0.8395372457149636	0.6321117480701338	0.8530925461747602	0.854875506853249	1.0	0.5732999931327043	0.8084268352067524	0.366255513345965	0.8933261200715448	0.7674452723350991	0.7487063341438823	0.8464576069347202
CM_madagascar__A81_03_1FE__bin.39	0.8293038770885277	0.7666446403349819	0.7979870317133761	0.6531551017071543	0.48835868632232926	0.7213132575809184	0.6595790699892367	0.5557620997225137	0.715966479102234	0.5336029288208873	0.8023338260873515	0.7488248838508386	0.6943897570745399	0.5915551725547366	0.8233451299099418	0.8027053785122916	0.5926791966974126	0.7711821781998356	0.7954361213673583	0.8341022680309368	1.0	0.8082494289049053	0.36529677643500413	0.8315172963472621	0.7821311951896308	0.7462589297473557	0.8074932672089231
CM_madagascar__A08_01_1FE__bin.40	0.8297663055037208	0.7402194640708318	0.7840104462027175	0.6791442981978737	0.45923100376517934	0.6967768757891732	0.6524244142703565	0.5568572549411088	0.6977200248486201	0.5182272325721389	0.7998204709250498	0.7757281742177726	0.6974476041107267	0.578509992869753	0.9540769597605103	0.7882905989587875	0.5903082764386932	0.7614817122294861	0.7914032915401032	0.8306505202754998	0.5708022299611896	1.0	0.355195147663466	0.8203121632952847	0.846303787810906	0.7164515064024887	0.7934086609748974
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.125	0.9797218831963556	0.6801106986413873	0.7744198005766681	0.6488519498709728	0.5286646722641881	0.6921020646886727	0.6100528711191406	0.5548329582198901	0.655346022063606	0.5395907499646877	0.7342522132538956	0.7277192341426818	0.6726735565744657	0.6471907936081007	0.7684683107377175	0.7795627031512067	0.6469036436329251	0.7620380966397109	0.7486913319614416	0.7939261225280363	0.5442574656879039	0.7493510579721545	1.0	0.7827069742343161	0.733740925595593	0.69884480283919	0.7481479038051813
XieH_2016__YSZC12003_35980__bin.31	0.8543426371569008	0.7770700330193933	0.8817578638027787	0.6551920512658438	0.4896413818982288	0.7493393613040001	0.6619843541653498	0.6114069913623835	0.7573448835993647	0.5708177191033895	0.8567341602729844	0.7606789292927468	0.7658350113927441	0.6522372620491689	0.8329756483228937	0.8694195870920359	0.639753704021423	0.8527746423902388	0.8620941178123122	0.9188363046773962	0.5878439269299188	0.8211635147242815	0.3713910184441053	1.0	0.7818928108824535	0.7742077502766666	0.872401064727442
LeChatelierE_2013__MH0431__bin.56	0.8109607226295038	0.7139911357018367	0.7664023663438102	0.6789798195984718	0.45312467438735304	0.6884253460082495	0.6295062984962962	0.5447784059572903	0.676505111899333	0.5134818336771115	0.770052116593107	0.7649723013894388	0.6792131774780554	0.5769514630053483	0.8923840530116475	0.7720549503129286	0.5820273579617025	0.7504182800719592	0.7643266985554714	0.8116414013604909	0.5685373742967541	0.8710948404799785	0.3579839859960513	0.8039626685164731	1.0	0.7124603822901383	0.7739193374039256
LeChatelierE_2013__MH0193__bin.19	0.8171607419154805	0.7506711150867738	0.8175614904827211	0.6525667557194369	0.487579791703994	0.7491422759543533	0.6462442532544447	0.5725933272366266	0.7194113947138044	0.5591326158046798	0.8057765963280774	0.746798840426805	0.7073756164145725	0.6117843168990897	0.8074084533747359	0.8213969095957857	0.6144709974598536	0.7940909457244346	0.8117944854776934	0.852046293231168	0.583719039952967	0.7935254573029599	0.36689053081090417	0.8566059460430353	0.7666473286056104	1.0	0.8129680904230862
QinN_2014__HD-18__bin.42	0.8406310928660266	0.7863138415105021	0.8468684185732877	0.6400033900968852	0.4914241657132019	0.7396494047376604	0.6583905515037589	0.6050376675146023	0.7482931232460671	0.5558286009802481	0.8577220770596998	0.7398166467745326	0.7469722608613726	0.6386113521343828	0.8191821473548399	0.859563796562919	0.6443903564909041	0.8273482077948366	0.8585344249116168	0.892518089087961	0.5852121834486748	0.8142000626180517	0.36391784939494587	0.8943343005806363	0.7715973651047947	0.7532404430330012	1.0
