	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.66	LiuW_2016__SRR3993051__bin.12	CosteaPI_2017__SID713A005-11-0-0__bin.24	LeChatelierE_2013__MH0206__bin.92	RaymondF_2016__P14E90__bin.90	LeChatelierE_2013__MH0426__bin.90	LiuW_2016__SRR3992993__bin.34	ZeeviD_2015__PNP_Validation_13__bin.64	CM_madagascar__A92_01_1FE__bin.26	ZellerG_2014__CCMD86114146ST-21-0__bin.46	LiuW_2016__SRR3992961__bin.131	LiJ_2014__O2.UC29-1__bin.33	ZeeviD_2015__PNP_Main_574__bin.40	LiJ_2014__MH0385__bin.27	CM_madagascar__V18_02_1FE__bin.25	RampelliS_2015__H21__bin.29	ZeeviD_2015__PNP_Main_469__bin.24	CosteaPI_2017__SID713B033-11-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.106	LiJ_2014__MH0390__bin.69	CM_madagascar__A81_03_1FE__bin.39	CM_madagascar__A08_01_1FE__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.125	XieH_2016__YSZC12003_35980__bin.31	LeChatelierE_2013__MH0431__bin.56	LeChatelierE_2013__MH0193__bin.19	QinN_2014__HD-18__bin.42
LiuW_2016__SRR3992961__bin.131	0.9909671329883135	0.9922578690876046	0.9928407370783239	0.9885161421617155	0.9912614984190867	0.989168180285857	0.9902084751104856	0.9928455584874296	0.9956113616969401	0.9908142862154158	1.0	0.9894268343530918	0.9955244540938226	0.9947099951246128	0.9901849664974457	0.9917854772893543	0.9913148009713779	0.9956585959429269	0.9938405517701624	0.993618297611212	0.9898548361020241	0.9896896984704222	0.9904684067627141	0.9931232827237234	0.9889562612535369	0.9902556295678889	0.9933981265232371
LiJ_2014__O2.UC29-1__bin.33	0.9895014659096051	0.989476161065315	0.9893201770941112	0.9918325586908388	0.9892162367396583	0.9878070021044576	0.9893885315389542	0.9896799765813491	0.9893715418336418	0.9885631345554986	0.9894268343530918	1.0	0.9895772159860335	0.9885426195758229	0.9931983948716654	0.9889835435443319	0.9890714647997162	0.9897738664971834	0.9893883528928495	0.9891910691048915	0.9890688633558643	0.9932970748123354	0.9898191399471634	0.9895029906663353	0.992654967984162	0.9886812927086321	0.9891202615942009
ZeeviD_2015__PNP_Main_574__bin.40	0.9914906732343906	0.9929738802746247	0.9938383283498299	0.988839995826133	0.9916738694646637	0.990156794758455	0.9903631185528037	0.9945534362537954	0.9971762386023539	0.9914450673070658	0.9955244540938226	0.9895772159860335	1.0	0.9970429528662278	0.9898258449677623	0.9928326121987483	0.9918914020628637	0.9967107114493506	0.9955307043347995	0.9950808893958634	0.990024011046553	0.9896039194180886	0.9916076538900652	0.993952294897221	0.9891175209916957	0.9907739001340209	0.995400687652412
LiJ_2014__MH0385__bin.27	0.9897703610879985	0.9917252393966722	0.9925902396140813	0.9879449595674351	0.9907434460550212	0.989217074216293	0.9890773108020805	0.9932327298334684	0.9965888025303545	0.9903317014511909	0.9947099951246128	0.9885426195758229	0.9970429528662278	1.0	0.988857383217263	0.9915425978164055	0.9905100133827187	0.995735600398172	0.9945912389810039	0.9942419154518337	0.9885666686819424	0.9886876424786354	0.98944365341727	0.9932349489998407	0.987996160602402	0.9898806758796888	0.9941866926252783
CM_madagascar__V18_02_1FE__bin.25	0.9901721577627306	0.9902374775622363	0.9903545139395525	0.9929546248561558	0.9899858446072513	0.9883557401620738	0.99019022426682	0.99027610295499	0.9901653938631989	0.9890599404940995	0.9901849664974457	0.9931983948716654	0.9898258449677623	0.988857383217263	1.0	0.9898223343748382	0.9898070822304337	0.9904065288255806	0.989930991350572	0.9897659788937444	0.9900575414616724	0.9983401670128154	0.9901944490609939	0.9900310280698035	0.9960049090671154	0.989178152820266	0.9898162408283012
RampelliS_2015__H21__bin.29	0.9904080456485291	0.9915268121751555	0.9925498541400295	0.9885083003835503	0.9912185232073845	0.989460621842227	0.9896935422427969	0.991765203795167	0.9928616266696207	0.9915443264435521	0.9917854772893543	0.9889835435443319	0.9928326121987483	0.9915425978164055	0.9898223343748382	1.0	0.9912633777984107	0.9919709593254094	0.9923076752542288	0.9922758434142729	0.9893955960022291	0.989657141869033	0.9904397819643175	0.9927885547474367	0.988792760405434	0.9903771458226904	0.991862682710917
ZeeviD_2015__PNP_Main_469__bin.24	0.9903597546531729	0.991366626299892	0.9921556640887496	0.9879985899925517	0.9904506920923312	0.9896240264474343	0.9896289738090276	0.9911773047435732	0.992232572831736	0.9903488966372095	0.9913148009713779	0.9890714647997162	0.9918914020628637	0.9905100133827187	0.9898070822304337	0.9912633777984107	1.0	0.9913425269883169	0.9918561867815597	0.9913133868902357	0.989099357196838	0.9898363768738013	0.9905169708697243	0.9919414611073245	0.9887768786471423	0.9900109155119143	0.991614424415854
CosteaPI_2017__SID713B033-11-0-0__bin.38	0.9911748731675821	0.992422124775066	0.9935672495746793	0.9887792347808154	0.9910626650408245	0.9898980753982556	0.9904950608298152	0.9940793474635884	0.9965818004235136	0.9911685915531393	0.9956585959429269	0.9897738664971834	0.9967107114493506	0.995735600398172	0.9904065288255806	0.9919709593254094	0.9913425269883169	1.0	0.9952124374443693	0.9945086986768461	0.9901104854839197	0.9901556650599028	0.9908808837640107	0.9936923303904914	0.9893244490929617	0.99086713179569	0.9942542367824323
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.106	0.9910897861770054	0.9928702551685402	0.9934420501184105	0.989037586019561	0.9916662528479844	0.9895160663589682	0.9898922885535955	0.9949833960085677	0.9950400015914433	0.9909957139864581	0.9938405517701624	0.9893883528928495	0.9955307043347995	0.9945912389810039	0.989930991350572	0.9923076752542288	0.9918561867815597	0.9952124374443693	1.0	0.9944656086563897	0.9899024609918904	0.9898485309017224	0.9906296370982547	0.9938324422337	0.989226897339415	0.990705014249066	0.9950816133036765
LiJ_2014__MH0390__bin.69	0.9910545385038065	0.9926652485380342	0.9933020772797996	0.9887428483727116	0.9915972348313135	0.9896084864696427	0.989941841015346	0.9934832492861364	0.9947668009649562	0.9911636231428416	0.993618297611212	0.9891910691048915	0.9950808893958634	0.9942419154518337	0.9897659788937444	0.9922758434142729	0.9913133868902357	0.9945086986768461	0.9944656086563897	1.0	0.9899924759808194	0.9897043502938977	0.9912615349868856	0.9933757898352923	0.9887468071000334	0.9904515153307587	0.9942690536966505
CM_madagascar__A81_03_1FE__bin.39	0.990848428509038	0.9904303403417783	0.9902808363090654	0.9890000530180757	0.9898902363536499	0.988048293206392	0.9894678134416418	0.9900555725515212	0.9901605223617284	0.9884436141459738	0.9898548361020241	0.9890688633558643	0.990024011046553	0.9885666686819424	0.9900575414616724	0.9893955960022291	0.989099357196838	0.9901104854839197	0.9899024609918904	0.9899924759808194	1.0	0.9902486665533512	0.9899095621390236	0.9901139518863744	0.9887061911266664	0.9886117441934767	0.9896461809505196
CM_madagascar__A08_01_1FE__bin.40	0.9899881093246377	0.9901103918471867	0.9902081756632372	0.9927065771266924	0.9900040289437926	0.9880743256655886	0.9896189774199624	0.9897946033430504	0.9899602114661884	0.9890578485799341	0.9896896984704222	0.9932970748123354	0.9896039194180886	0.9886876424786354	0.9983401670128154	0.989657141869033	0.9898363768738013	0.9901556650599028	0.9898485309017224	0.9897043502938977	0.9902486665533512	1.0	0.9899414705668229	0.9899083992409978	0.9955718747846041	0.9893715751819692	0.9894330576725037
Bengtsson-PalmeJ_2015__TRAVELRES2__bin.125	0.9996952519739557	0.9915868777678426	0.9912276438436507	0.9885510338026718	0.9915462086729755	0.9879490906824511	0.9891677330712034	0.9906323934730116	0.9915103026955241	0.9897447030627168	0.9904684067627141	0.9898191399471634	0.9916076538900652	0.98944365341727	0.9901944490609939	0.9904397819643175	0.9905169708697243	0.9908808837640107	0.9906296370982547	0.9912615349868856	0.9899095621390236	0.9899414705668229	1.0	0.9911292557878931	0.9881862829009744	0.989440248447656	0.9904532515132125
XieH_2016__YSZC12003_35980__bin.31	0.9910751719118058	0.9929264930620652	0.9941652407284812	0.9886533580675917	0.9923388260134027	0.9902380215323741	0.9904627403336086	0.9928471725589262	0.9938749592957833	0.9917644912366551	0.9931232827237234	0.9895029906663353	0.993952294897221	0.9932349489998407	0.9900310280698035	0.9927885547474367	0.9919414611073245	0.9936923303904914	0.9938324422337	0.9933757898352923	0.9901139518863744	0.9899083992409978	0.9911292557878931	1.0	0.9891615886207973	0.9908571686277641	0.9937488988060873
LeChatelierE_2013__MH0431__bin.56	0.9888630477741742	0.9893198954009779	0.9892027693849272	0.9913725254241718	0.9891527319205748	0.9870761521274253	0.9887118459409515	0.9889733939669156	0.9890632834488033	0.9883121746740613	0.9889562612535369	0.992654967984162	0.9891175209916957	0.987996160602402	0.9960049090671154	0.988792760405434	0.9887768786471423	0.9893244490929617	0.989226897339415	0.9887468071000334	0.9887061911266664	0.9955718747846041	0.9881862829009744	0.9891615886207973	1.0	0.9883757298653879	0.9886448676492035
LeChatelierE_2013__MH0193__bin.19	0.9897431090462023	0.99066036965747	0.9908384715759344	0.9881883106565819	0.9905363795903089	0.9908173517199683	0.9892927203828593	0.9903943426156097	0.9902252274494797	0.9894245213080032	0.9902556295678889	0.9886812927086321	0.9907739001340209	0.9898806758796888	0.989178152820266	0.9903771458226904	0.9900109155119143	0.99086713179569	0.990705014249066	0.9904515153307587	0.9886117441934767	0.9893715751819692	0.989440248447656	0.9908571686277641	0.9883757298653879	1.0	0.9904783778749892
QinN_2014__HD-18__bin.42	0.9908890047720649	0.9924621505147363	0.9931947341778056	0.9884957424733125	0.990950303903019	0.9895319191778167	0.9898184079135657	0.9939368697343279	0.9949139766264499	0.9907968307966976	0.9933981265232371	0.9891202615942009	0.995400687652412	0.9941866926252783	0.9898162408283012	0.991862682710917	0.991614424415854	0.9942542367824323	0.9950816133036765	0.9942690536966505	0.9896461809505196	0.9894330576725037	0.9904532515132125	0.9937488988060873	0.9886448676492035	0.9904783778749892	1.0
