	CosteaPI_2017__mickey2-11-30-0__bin.23	XieH_2016__YSZC12003_35390__bin.65	XieH_2016__YSZC12003_36012__bin.90	XieH_2016__YSZC12003_37223__bin.19	LiJ_2014__MH0281__bin.37	VincentC_2016__MM029.2__bin.22	ZeeviD_2015__PNP_Main_223__bin.35	RaymondF_2016__P23C0__bin.66	CosteaPI_2017__SID713A052-11-0-0__bin.79	ZellerG_2014__CCIS78318719ST-4-0__bin.27	RaymondF_2016__P21E90__bin.74	XieH_2016__YSZC12003_36454__bin.8	XieH_2016__YSZC12003_35706__bin.14	SchirmerM_2016__G88898__bin.12	NielsenHB_2014__V1_UC35_4__bin.76	XieH_2016__YSZC12003_37255__bin.62	LiJ_2014__V1.FI17__bin.48	ZeeviD_2015__PNP_Main_135__bin.63	ZellerG_2014__CCIS24254057ST-4-0__bin.8	LiJ_2014__MH0268__bin.17	FengQ_2015__SID31275__bin.62	FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	HMP_2012__SRS065504__bin.42	HMP_2012__SRS014979__bin.46	VincentC_2016__MM029.3__bin.27	FengQ_2015__SID530373__bin.31	XieH_2016__YSZC12003_37209__bin.34	ZellerG_2014__CCIS90166425ST-4-0__bin.14	LiJ_2014__V1.CD6-0-PT__bin.57	LouisS_2016__AS43_3__bin.45	LiJ_2014__V1.FI04__bin.26	XieH_2016__YSZC12003_37254__bin.23	ZeeviD_2015__PNP_Main_716__bin.5	LiJ_2014__MH0354__bin.37	NielsenHB_2014__O2_UC24_2__bin.37
RaymondF_2016__P21E90__bin.74	0.9758403610158735	0.9745706210027566	0.9756976625681176	0.9737174082092693	0.9755062598519125	0.9770437230501128	0.9765228824731625	0.9765204777099467	0.9750951390888434	0.9700549966934542	1.0	0.9748415658087275	0.9761471098310741	0.9772018215708237	0.975035147769669	0.9754085244430828	0.9755576680556421	0.9753453930318252	0.9761362856587634	0.973930913457098	0.9757379662990978	0.9762996115467645	0.9764518200769999	0.9771826081810201	0.9773535317597634	0.9747162311043768	0.9753506639557569	0.9779395521705732	0.9757970506283526	0.9757515166865829	0.9748573604054493	0.9755453558385154	0.9741221943705631	0.975305571933512	0.963913341040692
XieH_2016__YSZC12003_36454__bin.8	0.9901957309563261	0.9830847554481934	0.9851609968350395	0.9868151431597101	0.985215990280531	0.9842468502542464	0.9882074738565139	0.9827997650241124	0.9831500855360592	0.9775321456572641	0.9748415658087275	1.0	0.9850760912622938	0.9899509559902518	0.9832371917378466	0.9835835465173856	0.9858134676599197	0.9843076331450341	0.9847376806311059	0.982758004767012	0.9839993305338778	0.9849774178049283	0.9849743815256217	0.9850204712183326	0.984565147789759	0.9838612889547717	0.984443585617413	0.9797425559402676	0.9899393206430362	0.9838487797421919	0.9836414090870408	0.9837340088343924	0.9821046374329769	0.9841721783656924	0.9725959229331372
XieH_2016__YSZC12003_35706__bin.14	0.9851494541216363	0.9839952234604457	0.9857454229221745	0.9827054653624984	0.9933867636138585	0.9856253940598155	0.9863454669161422	0.9836642018480068	0.9853285033289927	0.9794300407113777	0.9761471098310741	0.9850760912622938	1.0	0.9879644899343208	0.9853847630500863	0.9841017479266161	0.9858722787376563	0.9857974679835252	0.9853591430325219	0.9840234951836289	0.9859640386769993	0.9917844914311282	0.9853663705067061	0.9846217423671143	0.9859702172705652	0.9849996267532231	0.9955536871193489	0.9764649012491536	0.9850045414264685	0.9853858268027321	0.9848869528501477	0.9856737148528266	0.9844927553848398	0.985010055349079	0.9735073842262271
SchirmerM_2016__G88898__bin.12	0.9917611389401529	0.9862514146218045	0.989406594549962	0.988169372034087	0.9881819285771787	0.9871489845372244	0.9896967248407185	0.9863360205590119	0.9861208618754078	0.9814462347016761	0.9772018215708237	0.9899509559902518	0.9879644899343208	1.0	0.9861042068720369	0.9861048737572644	0.9883225297102439	0.986910905533551	0.9870103539230739	0.98535058598688	0.9865421799523098	0.9886618147023832	0.9871073228262035	0.9874880691101848	0.9875503294743274	0.9872590922735462	0.9870647048746458	0.9803710351246687	0.9911660742773296	0.9886732310231617	0.9891954467878034	0.9866246214579277	0.9850096201491281	0.9865293152790836	0.9749947469795133
NielsenHB_2014__V1_UC35_4__bin.76	0.9837059069966235	0.9841455010520316	0.984554476970452	0.9813417323759291	0.9851043216921592	0.9841560420632537	0.9863110585300302	0.983004593961131	0.9846244432674264	0.9788839092616006	0.975035147769669	0.9832371917378466	0.9853847630500863	0.9861042068720369	1.0	0.9833864148553761	0.9845034258489287	0.9853462484823606	0.98457936515509	0.9828859088911561	0.9842892446332338	0.9844442867785307	0.9851157513709177	0.9843213110611061	0.9844565815357911	0.9835018889262974	0.9842210843602288	0.9758816573956184	0.9840668443217354	0.9843604174183678	0.9830285504826294	0.9843193834470343	0.983597996055826	0.9843943925026917	0.9728320816273192
XieH_2016__YSZC12003_37255__bin.62	0.9840712838676079	0.9845420275633854	0.9845429970205962	0.9815688138530222	0.9845948534761892	0.9842169275087946	0.9853811693595447	0.9830540634875271	0.9837975474905084	0.9796965473879167	0.9754085244430828	0.9835835465173856	0.9841017479266161	0.9861048737572644	0.9833864148553761	1.0	0.9843192233105647	0.9837020208394688	0.9842303663007798	0.9831635045180195	0.9844084464176919	0.9847888383855362	0.9843046279807499	0.9842422920140612	0.984620566032301	0.9845325763081592	0.9839084222719465	0.9752804589663999	0.9841363909691935	0.9841583927859328	0.9830877253156797	0.9838580196010542	0.982697750616058	0.9842139851819315	0.9711032102585463
LiJ_2014__V1.FI17__bin.48	0.9863802910860072	0.9849396151093041	0.9866360869559373	0.983191808992284	0.9855397262400165	0.9859518914767876	0.9870903073552117	0.9840231509591352	0.9850338135977055	0.979681365871633	0.9755576680556421	0.9858134676599197	0.9858722787376563	0.9883225297102439	0.9845034258489287	0.9843192233105647	1.0	0.9849833855836181	0.9850883374157813	0.9842872404322728	0.9854824931795559	0.9866665255450319	0.9856445220813327	0.9861086993432274	0.9864977557913736	0.9856235952369566	0.9850390222554187	0.9770032480536884	0.9864256883210242	0.9865670550968525	0.9853998538029567	0.9850151198959767	0.9836534564674577	0.9845465422870625	0.9721662338997866
ZeeviD_2015__PNP_Main_135__bin.63	0.9850425482926646	0.9835123017575972	0.9852797841283134	0.9819210984860341	0.9861127694859038	0.9849774476942315	0.9864525703285897	0.9834912747684273	0.9847767631055818	0.9793657703077593	0.9753453930318252	0.9843076331450341	0.9857974679835252	0.986910905533551	0.9853462484823606	0.9837020208394688	0.9849833855836181	1.0	0.9853401471935523	0.9837478913403321	0.9859772846021595	0.9864291474913578	0.9856752750462142	0.9847362028760203	0.9853516666706529	0.984231619558465	0.9850231117703928	0.9758664864065523	0.9842284042686271	0.9849028704637072	0.9839592214472883	0.9862878128689756	0.9840316206334563	0.9851720808214769	0.9739863043399011
ZellerG_2014__CCIS24254057ST-4-0__bin.8	0.9856398654967631	0.9846168234737023	0.9851225385115259	0.9825312992571497	0.9854202852781725	0.9855439330642698	0.9871956061634849	0.9833055939191466	0.9852993194764879	0.9793864640031894	0.9761362856587634	0.9847376806311059	0.9853591430325219	0.9870103539230739	0.98457936515509	0.9842303663007798	0.9850883374157813	0.9853401471935523	1.0	0.9840059331620308	0.9854442577139476	0.9855085862204451	0.9851651023436986	0.9853174456612066	0.9858174611233608	0.984391708798102	0.9847963357472004	0.9769050942378339	0.9852249856094771	0.9854298888451937	0.9842080915131635	0.9855279950370402	0.9837581509029593	0.9923542374378272	0.9727414646138717
LiJ_2014__MH0268__bin.17	0.9832321984240389	0.9836058243684018	0.9838904342014718	0.9807699312535363	0.9847687061393228	0.9840578829994058	0.9845444215879667	0.9833444702807084	0.9828063592465704	0.9785785001431072	0.973930913457098	0.982758004767012	0.9840234951836289	0.98535058598688	0.9828859088911561	0.9831635045180195	0.9842872404322728	0.9837478913403321	0.9840059331620308	1.0	0.9834474675981248	0.983937072970648	0.9832298431331921	0.9832569731164287	0.9844109628180602	0.9835488500349385	0.9834780156390206	0.9759310027379445	0.9835115224239968	0.9837067082926222	0.9825976780680346	0.9827909672597485	0.9814413046730363	0.9835606926972716	0.9732209129243349
FengQ_2015__SID31275__bin.62	0.9843148367546878	0.9850473690774039	0.9853759783191864	0.982169929679181	0.9854110405601789	0.9847472395387892	0.9867568295085624	0.9842953940151528	0.9849449357272808	0.9792944414390383	0.9757379662990978	0.9839993305338778	0.9859640386769993	0.9865421799523098	0.9842892446332338	0.9844084464176919	0.9854824931795559	0.9859772846021595	0.9854442577139476	0.9834474675981248	1.0	0.9852167524477631	0.9859084565376446	0.9852057969320956	0.9851992363955742	0.9843506167510427	0.9844712185698741	0.9769262176948643	0.9849502113493743	0.985183679888242	0.9836799539319245	0.9850410787528585	0.9835817137031936	0.9849812198892063	0.974282373836433
FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	0.9854785779885353	0.9849153224592784	0.9859416382898222	0.982536627645629	0.9921834278305051	0.9855803667634714	0.9868797995993764	0.9840891492512203	0.9848797457941637	0.9788838543078335	0.9762996115467645	0.9849774178049283	0.9917844914311282	0.9886618147023832	0.9844442867785307	0.9847888383855362	0.9866665255450319	0.9864291474913578	0.9855085862204451	0.983937072970648	0.9852167524477631	1.0	0.9849871351171374	0.9840875693714168	0.9856477707908858	0.9858431065089182	0.9908087239754589	0.9764027682922843	0.9856103598428105	0.985562032920622	0.98540838012409	0.9856543299934071	0.9839669346890838	0.9851680969392642	0.9750720164677545
HMP_2012__SRS065504__bin.42	0.9857240464507729	0.9852467024914509	0.9852501789854304	0.9828844848392099	0.9850866021562517	0.9855542103363447	0.9869520385798879	0.9847274738684417	0.9856138289447122	0.9800728133658009	0.9764518200769999	0.9849743815256217	0.9853663705067061	0.9871073228262035	0.9851157513709177	0.9843046279807499	0.9856445220813327	0.9856752750462142	0.9851651023436986	0.9832298431331921	0.9859084565376446	0.9849871351171374	1.0	0.9900305677135735	0.9859378121739968	0.9851294474608544	0.983740344484376	0.9766225546959693	0.9858974119490029	0.9842660718671256	0.9832016945086801	0.9847255395026204	0.9835698349135673	0.9844371450490811	0.9752779944864999
HMP_2012__SRS014979__bin.46	0.9853043581115755	0.9842462177458646	0.9852629485788817	0.9827053270287707	0.9852862150902397	0.9856304377882338	0.9871756219572111	0.9837512372573287	0.9845168919187772	0.9792738074126618	0.9771826081810201	0.9850204712183326	0.9846217423671143	0.9874880691101848	0.9843213110611061	0.9842422920140612	0.9861086993432274	0.9847362028760203	0.9853174456612066	0.9832569731164287	0.9852057969320956	0.9840875693714168	0.9900305677135735	1.0	0.9856226793640063	0.9846797534943915	0.9838044101930989	0.9773860705549282	0.9852728486082546	0.9842103009762202	0.9839925616550318	0.9840931854187612	0.9831695616129378	0.9848898779795369	0.9734712968849731
VincentC_2016__MM029.3__bin.27	0.9857074330868393	0.9850890448590317	0.9873378400697899	0.982397872437612	0.9856195695097966	0.998307892035616	0.9870492582889753	0.9861806366756654	0.9849554079005074	0.9796097238780457	0.9773535317597634	0.984565147789759	0.9859702172705652	0.9875503294743274	0.9844565815357911	0.984620566032301	0.9864977557913736	0.9853516666706529	0.9858174611233608	0.9844109628180602	0.9851992363955742	0.9856477707908858	0.9859378121739968	0.9856226793640063	1.0	0.9853102549085357	0.9847866895804254	0.9768292187998732	0.985509605768171	0.9865304011323909	0.9853115552504936	0.9853915195662444	0.9828979974582408	0.9855009768485445	0.9723149839033989
FengQ_2015__SID530373__bin.31	0.984838545733381	0.9838951714983116	0.98523976914295	0.9819734086857694	0.9856519802339193	0.9850967662875431	0.986655961771918	0.9824533601619019	0.9837558558630132	0.9785127150090653	0.9747162311043768	0.9838612889547717	0.9849996267532231	0.9872590922735462	0.9835018889262974	0.9845325763081592	0.9856235952369566	0.984231619558465	0.984391708798102	0.9835488500349385	0.9843506167510427	0.9858431065089182	0.9851294474608544	0.9846797534943915	0.9853102549085357	1.0	0.9845167042471595	0.9766952760553521	0.9849614255484719	0.9851099066184336	0.9843160667826408	0.9849078439543123	0.9833284993495659	0.9843107833904069	0.972002561857085
XieH_2016__YSZC12003_37209__bin.34	0.9841907371940984	0.984099854663589	0.9849829593865379	0.9822457537635382	0.9929622215654137	0.9842688851784741	0.9853413724405403	0.9837633675333367	0.9844828812032926	0.9788435275805394	0.9753506639557569	0.984443585617413	0.9955536871193489	0.9870647048746458	0.9842210843602288	0.9839084222719465	0.9850390222554187	0.9850231117703928	0.9847963357472004	0.9834780156390206	0.9844712185698741	0.9908087239754589	0.983740344484376	0.9838044101930989	0.9847866895804254	0.9845167042471595	1.0	0.9756930925218339	0.9843468633657662	0.984953194588348	0.9838137952344551	0.9848208562349122	0.9836843031647129	0.9844166181918379	0.9741150862918438
ZellerG_2014__CCIS90166425ST-4-0__bin.14	0.9827306008432278	0.9744015144441331	0.9771565840043477	0.9815278450823607	0.9763289909050564	0.9769569186975522	0.9797109040250831	0.9754927569816603	0.9756502434174767	0.9702495281889321	0.9779395521705732	0.9797425559402676	0.9764649012491536	0.9803710351246687	0.9758816573956184	0.9752804589663999	0.9770032480536884	0.9758664864065523	0.9769050942378339	0.9759310027379445	0.9769262176948643	0.9764027682922843	0.9766225546959693	0.9773860705549282	0.9768292187998732	0.9766952760553521	0.9756930925218339	1.0	0.9825332041697993	0.9763775932946969	0.9766528968437632	0.9757895212953147	0.975690344630371	0.9769524027927285	0.9648468111540793
LiJ_2014__V1.CD6-0-PT__bin.57	0.9944122245536201	0.9835601113210979	0.9858515476311521	0.9900574773508429	0.985379915613088	0.9853474779698096	0.9903356587366333	0.9830743734377936	0.9841226623483398	0.9784229242638135	0.9757970506283526	0.9899393206430362	0.9850045414264685	0.9911660742773296	0.9840668443217354	0.9841363909691935	0.9864256883210242	0.9842284042686271	0.9852249856094771	0.9835115224239968	0.9849502113493743	0.9856103598428105	0.9858974119490029	0.9852728486082546	0.985509605768171	0.9849614255484719	0.9843468633657662	0.9825332041697993	1.0	0.9851707072328425	0.9849223106877709	0.9853288462857772	0.9832122775995272	0.9850266128004049	0.9729392870209033
LouisS_2016__AS43_3__bin.45	0.9852067308623796	0.9841034589682114	0.9904964389031612	0.9824685448114804	0.9860154460503111	0.9862801797686555	0.9865238760805756	0.9837372306979809	0.9841085160105589	0.9793194087525012	0.9757515166865829	0.9838487797421919	0.9853858268027321	0.9886732310231617	0.9843604174183678	0.9841583927859328	0.9865670550968525	0.9849028704637072	0.9854298888451937	0.9837067082926222	0.985183679888242	0.985562032920622	0.9842660718671256	0.9842103009762202	0.9865304011323909	0.9851099066184336	0.984953194588348	0.9763775932946969	0.9851707072328425	1.0	0.9897703404547514	0.9860024776197986	0.9834511255577222	0.9844948391020028	0.9723767730559303
LiJ_2014__V1.FI04__bin.26	0.9852601239315384	0.9836533202454283	0.9887810221197071	0.9824985878265883	0.9848072687030239	0.9851306936914921	0.9856246381303841	0.9826818002709804	0.9837747924410494	0.9782953787265126	0.9748573604054493	0.9836414090870408	0.9848869528501477	0.9891954467878034	0.9830285504826294	0.9830877253156797	0.9853998538029567	0.9839592214472883	0.9842080915131635	0.9825976780680346	0.9836799539319245	0.98540838012409	0.9832016945086801	0.9839925616550318	0.9853115552504936	0.9843160667826408	0.9838137952344551	0.9766528968437632	0.9849223106877709	0.9897703404547514	1.0	0.9850334892114854	0.9821393984742988	0.9835793834737696	0.9718724507271859
XieH_2016__YSZC12003_37254__bin.23	0.9843669272796609	0.9841959913852012	0.9851956396315301	0.9818696664080683	0.9859933359855815	0.984975612785771	0.9862531762875983	0.9829090482899743	0.9848527704986241	0.9787313636665145	0.9755453558385154	0.9837340088343924	0.9856737148528266	0.9866246214579277	0.9843193834470343	0.9838580196010542	0.9850151198959767	0.9862878128689756	0.9855279950370402	0.9827909672597485	0.9850410787528585	0.9856543299934071	0.9847255395026204	0.9840931854187612	0.9853915195662444	0.9849078439543123	0.9848208562349122	0.9757895212953147	0.9853288462857772	0.9860024776197986	0.9850334892114854	1.0	0.9842126109193606	0.9852375352887128	0.9727345826750797
ZeeviD_2015__PNP_Main_716__bin.5	0.9830309015548074	0.9831013531492749	0.9832746448589633	0.9807058268510129	0.9843999580030234	0.9826114808248124	0.9843753189082332	0.9818582336817535	0.9847894716841544	0.9786014553123328	0.9741221943705631	0.9821046374329769	0.9844927553848398	0.9850096201491281	0.983597996055826	0.982697750616058	0.9836534564674577	0.9840316206334563	0.9837581509029593	0.9814413046730363	0.9835817137031936	0.9839669346890838	0.9835698349135673	0.9831695616129378	0.9828979974582408	0.9833284993495659	0.9836843031647129	0.975690344630371	0.9832122775995272	0.9834511255577222	0.9821393984742988	0.9842126109193606	1.0	0.9835425940914609	0.9715339051089724
LiJ_2014__MH0354__bin.37	0.9850770618606168	0.9852447085617294	0.9848463992581049	0.982120073453704	0.9848926279793854	0.9852357456498134	0.9867315896878395	0.9834452196130501	0.9853674176873491	0.9795558859816507	0.975305571933512	0.9841721783656924	0.985010055349079	0.9865293152790836	0.9843943925026917	0.9842139851819315	0.9845465422870625	0.9851720808214769	0.9923542374378272	0.9835606926972716	0.9849812198892063	0.9851680969392642	0.9844371450490811	0.9848898779795369	0.9855009768485445	0.9843107833904069	0.9844166181918379	0.9769524027927285	0.9850266128004049	0.9844948391020028	0.9835793834737696	0.9852375352887128	0.9835425940914609	1.0	0.9721117971354897
NielsenHB_2014__O2_UC24_2__bin.37	0.9731491850971314	0.970964763945842	0.9724305638037846	0.9704562014095814	0.9753403290300103	0.9722143807189177	0.9747194994171775	0.9721143265586352	0.9726671761184671	0.9686324242931237	0.963913341040692	0.9725959229331372	0.9735073842262271	0.9749947469795133	0.9728320816273192	0.9711032102585463	0.9721662338997866	0.9739863043399011	0.9727414646138717	0.9732209129243349	0.974282373836433	0.9750720164677545	0.9752779944864999	0.9734712968849731	0.9723149839033989	0.972002561857085	0.9741150862918438	0.9648468111540793	0.9729392870209033	0.9723767730559303	0.9718724507271859	0.9727345826750797	0.9715339051089724	0.9721117971354897	1.0
