	CosteaPI_2017__mickey2-11-30-0__bin.23	XieH_2016__YSZC12003_35390__bin.65	XieH_2016__YSZC12003_36012__bin.90	XieH_2016__YSZC12003_37223__bin.19	LiJ_2014__MH0281__bin.37	VincentC_2016__MM029.2__bin.22	ZeeviD_2015__PNP_Main_223__bin.35	RaymondF_2016__P23C0__bin.66	CosteaPI_2017__SID713A052-11-0-0__bin.79	ZellerG_2014__CCIS78318719ST-4-0__bin.27	RaymondF_2016__P21E90__bin.74	XieH_2016__YSZC12003_36454__bin.8	XieH_2016__YSZC12003_35706__bin.14	SchirmerM_2016__G88898__bin.12	NielsenHB_2014__V1_UC35_4__bin.76	XieH_2016__YSZC12003_37255__bin.62	LiJ_2014__V1.FI17__bin.48	ZeeviD_2015__PNP_Main_135__bin.63	ZellerG_2014__CCIS24254057ST-4-0__bin.8	LiJ_2014__MH0268__bin.17	FengQ_2015__SID31275__bin.62	FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	HMP_2012__SRS065504__bin.42	HMP_2012__SRS014979__bin.46	VincentC_2016__MM029.3__bin.27	FengQ_2015__SID530373__bin.31	XieH_2016__YSZC12003_37209__bin.34	ZellerG_2014__CCIS90166425ST-4-0__bin.14	LiJ_2014__V1.CD6-0-PT__bin.57	LouisS_2016__AS43_3__bin.45	LiJ_2014__V1.FI04__bin.26	XieH_2016__YSZC12003_37254__bin.23	ZeeviD_2015__PNP_Main_716__bin.5	LiJ_2014__MH0354__bin.37	NielsenHB_2014__O2_UC24_2__bin.37
RaymondF_2016__P21E90__bin.74	0.8375869876078662	0.8435581079045141	0.8484537592669921	0.7741859304891533	0.8462261883723198	0.8207209447444601	0.5838592079272955	0.8050367186885014	0.8632981499119241	0.8098161172287204	1.0	0.7661415479767056	0.8526998545015126	0.5889727681673708	0.8185356002112361	0.7435879791453905	0.8484876446187716	0.8632517530456415	0.8824772590191077	0.5057347048038482	0.8167099617199787	0.8051279484817537	0.5928633278647588	0.8263250606156812	0.8363295804002955	0.8638569975597334	0.5931954043121977	0.7638946884971742	0.8587924407514623	0.7972910485848174	0.8036046715909902	0.8449719090433748	0.7961796090464506	0.8321554263741683	0.6072062153033547
XieH_2016__YSZC12003_36454__bin.8	0.9217528813584176	0.8671518725163864	0.8851878565039517	0.8275313613502061	0.8442517632740443	0.8416361790108069	0.5972664670000146	0.8241285357127146	0.8824696284294031	0.8438425627227004	0.6734341319999414	1.0	0.8603251426015807	0.6287726182969926	0.8451773905010485	0.7327384269102746	0.8612681826180038	0.8538585824889657	0.888767559423435	0.5420578434535244	0.8405538366790328	0.8219601851987625	0.6271124462952915	0.860457113216124	0.8708452167983929	0.9218294059856006	0.6198004494332595	0.7537350433303517	0.9294548330571726	0.8317539627842867	0.836825208586888	0.8570212949249967	0.832018820475974	0.8454944865609925	0.643041024531871
XieH_2016__YSZC12003_35706__bin.14	0.8469730043114515	0.8448966292252204	0.8634690972469147	0.7581473012949622	0.8615771370532106	0.7964019408964331	0.5591483647943533	0.8137317177142356	0.8834497879228735	0.7860285027479426	0.6571747236689484	0.7543296317768957	1.0	0.5829672155319928	0.8105118899392636	0.7134923801293154	0.8514001670581968	0.8650894572938902	0.8745641239509142	0.5030637380456763	0.8241662257182035	0.8068428773062408	0.5941024197724906	0.8194256781867717	0.8345014952070208	0.8588322077596484	0.5975122872950996	0.7109563740255441	0.8592235369651416	0.8024446423857743	0.7928442200395106	0.8359752072457777	0.780976579308649	0.8418555914876658	0.6268555493012524
SchirmerM_2016__G88898__bin.12	0.9315605808266403	0.8840872159416551	0.9093091267065874	0.8437120532745208	0.8878778275578201	0.8794586732001184	0.6396706139944919	0.8535318459800454	0.925565726103792	0.8619424187461191	0.6925264757425988	0.8411020234780088	0.88940718978006	1.0	0.8876406078463944	0.7712313174152982	0.900096788094145	0.887379482272577	0.9220693404862943	0.5852970364699255	0.8850765508621741	0.858827300985228	0.6772163033077745	0.8979912332911814	0.9163478707538745	0.9213086436855729	0.6604558418878521	0.7838027361791935	0.9303922584235983	0.8753260238605025	0.864747986237579	0.8946756740686981	0.8639223145288185	0.8811222760342503	0.6826282227707631
NielsenHB_2014__V1_UC35_4__bin.76	0.8455038095842374	0.8247320479935274	0.8345820449827172	0.7565127462347696	0.812418440384139	0.8012659143547752	0.5579423355077175	0.7591723626211749	0.8744904355248124	0.8075930613150493	0.6345502799245235	0.7454014420366494	0.8152732542655502	0.5852271464348976	1.0	0.7041525337079401	0.8291706692930093	0.8255447646859846	0.8757646750729565	0.5143118560856962	0.8416915984654163	0.7850475485740682	0.6042587001301721	0.8184998728993537	0.8338505595459456	0.8547265881215655	0.5760084092535737	0.6951003003939918	0.8481262454954035	0.7894194874994798	0.78034704740551	0.8334920912683674	0.8060650246098374	0.8273140703446509	0.6077237587682269
XieH_2016__YSZC12003_37255__bin.62	0.8774351995153304	0.8595912107938166	0.8668311081224451	0.7932219196279013	0.856649546667678	0.8412434924797937	0.5870477312962431	0.8161839177034208	0.8814431561090098	0.8364094388034186	0.693539862466262	0.7775027362338628	0.8634630242543854	0.6117620859850855	0.8471832228872166	1.0	0.8524354304724313	0.8526552043873098	0.890314339907588	0.5312052216726253	0.8476903560580533	0.811901729941619	0.6232399245572552	0.8598391857862678	0.8642677274161638	0.8839408963761128	0.6108309641997044	0.75820687824282	0.8809136565663048	0.8219850738503564	0.8194474630942709	0.8759682572560643	0.8353178626111573	0.8454191968624843	0.6348111184207008
LiJ_2014__V1.FI17__bin.48	0.8761365465611711	0.8484168529412365	0.8974405160943266	0.7750788058594474	0.848751841520245	0.8423854284043418	0.5718817433262083	0.787936743397526	0.876557116164014	0.8148002192504324	0.6632924649983801	0.7659701322226818	0.8635919985818001	0.5984220489319692	0.8361323082628479	0.7144666570218211	1.0	0.8546699730827303	0.8950218333492949	0.5249197677901554	0.8251066196921936	0.7977981225153485	0.6075201268229267	0.8331390100720715	0.8802908939752997	0.873529178035019	0.5879677155775802	0.7187053628737293	0.8757310555196705	0.8196758924368789	0.8213027469471007	0.8532929336563677	0.8041596452870327	0.8480565975837624	0.6164172930722162
ZeeviD_2015__PNP_Main_135__bin.63	0.871157975399573	0.8619063232297796	0.8800705291472963	0.7821562753362831	0.8648634609398926	0.8196432734467235	0.5698681962665098	0.8228381125017193	0.9082722145828113	0.8143594052645861	0.6881362510757857	0.7743491159546223	0.8947739364630954	0.6015963390668394	0.8488855256087876	0.7287378848154137	0.8715170207876475	1.0	0.9014848438381121	0.5166663134391437	0.842218252221905	0.8290058806149151	0.6128954641845992	0.8423358562089711	0.8560248771911014	0.8881881131873963	0.6037759606645831	0.7322053324057993	0.8925943148653518	0.8209817979779594	0.8125263622011643	0.8709481166947378	0.8071793286266805	0.8458344709337383	0.632853650357113
ZellerG_2014__CCIS24254057ST-4-0__bin.8	0.8525942586596582	0.850839003388498	0.8600017183768637	0.7698500971196787	0.8373391522752605	0.8190105837106504	0.5652639925113293	0.7980338316233915	0.8786249218785861	0.8134309591093001	0.6641240181614387	0.76093533057373	0.853989753295223	0.5901577022711999	0.850167737905942	0.718372940350745	0.8616278992215125	0.8510736128324304	1.0	0.5153247438029563	0.8371449521502661	0.8029763228853666	0.6104372955259038	0.837311297307837	0.8531725434763078	0.8757876384362456	0.5850653434380171	0.7161127647545997	0.8655578035691237	0.808101244567791	0.8079588311427952	0.8607086852965397	0.807863104212495	0.9036810535611791	0.6209299871278664
LiJ_2014__MH0268__bin.17	0.9115541415687523	0.8811998085636157	0.9063416464794048	0.8515208440067551	0.9004811912346874	0.8996195869499981	0.6552240557667399	0.8449435564860319	0.9207295947016256	0.879433027836284	0.6817756638253403	0.8313392043302291	0.8799481631875704	0.671048479647937	0.8943691419166268	0.7677892119553569	0.9052157981400311	0.873759511204721	0.9231113050774916	1.0	0.9022746774781841	0.8665272357612162	0.7136465890379479	0.8972427960113203	0.9152662083156761	0.9199452958584664	0.6739727336679956	0.7763068660584836	0.9140131573861483	0.8879773874555758	0.8796551052864975	0.9056437891754109	0.8714080202287258	0.8800437408243711	0.6818859997737059
FengQ_2015__SID31275__bin.62	0.8874788425284971	0.8653950428926944	0.8732554581461882	0.7973808601648945	0.8723212126788622	0.8386862360349988	0.5945811195110939	0.822926460801705	0.9045233657658737	0.8405714175666393	0.6704655606649705	0.7850332421056686	0.8778873127924866	0.6179428197265738	0.891318963727909	0.7461167614250346	0.8664812155890176	0.8673538342366941	0.9131952008114197	0.5494506011824646	1.0	0.828714674244483	0.6545388794617923	0.86596808672263	0.8713043701546448	0.8978582540351657	0.6202790753409267	0.7382858756892896	0.8956024556575775	0.8257557309732545	0.8217076192575252	0.8734236480081484	0.8324512281497618	0.8734822790796206	0.6526348675130369
FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	0.9066701995845395	0.8626599028864623	0.8942309625696884	0.815507960459321	0.8896679578498471	0.8582832253276252	0.5956973171122955	0.8415830391345126	0.9201474174027781	0.8569029744874773	0.6900910143391484	0.8015048264096634	0.8973167548332238	0.6260458561420269	0.8679784932879774	0.7461151680586096	0.8747318475119962	0.8913784143782012	0.9145312397369257	0.5509408181147534	0.8652425671325144	1.0	0.6503497097183689	0.8923163057713609	0.8920772529388977	0.9208699378328588	0.629452917539284	0.760831439156139	0.908423998402144	0.8477220052377146	0.8438547112845001	0.8911402552011863	0.8378064512093168	0.8640236211008137	0.654443098500044
HMP_2012__SRS065504__bin.42	0.9193156802693433	0.880653603037941	0.918359849066604	0.8432731948673008	0.9065845145708546	0.8913393983744243	0.6566168875558246	0.8427702843100939	0.9174522009112619	0.8656481975023113	0.6849521331538515	0.8242613689406053	0.890599186308787	0.6654139074343431	0.9005339283939687	0.7720080586146771	0.897856155534877	0.8882906160503754	0.9371325666205916	0.6116036823893973	0.9211544658156336	0.8766194773946222	1.0	0.9304827037917046	0.9124634486413886	0.9167372849455079	0.6744602745831414	0.7639741377493097	0.921854324579076	0.8810456925861346	0.8714247425971265	0.9023805436854611	0.8605287487163735	0.9057816645436012	0.7280819834551461
HMP_2012__SRS014979__bin.46	0.8991435380212502	0.8535413056425186	0.8781872674780488	0.8086375316154254	0.8470846608802003	0.8413487344169868	0.5940969979310848	0.8135708399728176	0.8833099953884109	0.8349433295337423	0.6657337088684471	0.7886653187498478	0.8565930184404765	0.6152909879132685	0.8506281925174657	0.7427245671700214	0.8586329536262295	0.8513300108611743	0.896377424549278	0.5362173545270432	0.8498511943511813	0.8387392805752978	0.6488619286858484	1.0	0.8719553221854397	0.9123378068827757	0.6077944256051555	0.7412243307105796	0.9084305561038877	0.839971137668115	0.8267357089037269	0.8682458909396974	0.8293229027979494	0.8501850935631791	0.6520917210635383
VincentC_2016__MM029.3__bin.27	0.9027998564606139	0.8673916579469843	0.9247256653788366	0.8114536381197682	0.8642475417203263	0.9116520108928955	0.5951472452511268	0.8260448527044431	0.9010131600128783	0.848070434910925	0.6725369412695857	0.7966976718448165	0.8707252595782357	0.6266974035468985	0.8649648194355012	0.7451572225799528	0.9055352375778064	0.8635512247799957	0.911653687754883	0.5459682368802319	0.853492987363168	0.8369503246404808	0.6351093817074479	0.8703286817181798	1.0	0.9041585338860271	0.614020326921013	0.7466752018941832	0.9034395793088645	0.8563616790083709	0.8569397771785792	0.8805898194355012	0.8410297106406954	0.8547388958199185	0.6448427271141877
FengQ_2015__SID530373__bin.31	0.8902195363646203	0.8329091158904229	0.8379624974381923	0.7746277031388764	0.8033399064009499	0.7959853115350045	0.5480541391520205	0.778046900845953	0.8554227040254346	0.799527322494552	0.6359726924733131	0.7720777929844466	0.8203898399666562	0.5768469386110282	0.8116996509800881	0.6977193579016128	0.8226488362292954	0.8202846811192279	0.8567414113238424	0.5023887177605617	0.8051851755193273	0.7909580278033852	0.5841654570840602	0.8336862935037163	0.8277563323664349	1.0	0.5695813833531241	0.7175663632923469	0.892854648212952	0.7864657493028429	0.7852460601892399	0.8309283684029134	0.7885151954534534	0.8046494027054224	0.5993536185005884
XieH_2016__YSZC12003_37209__bin.34	0.9383784879742504	0.9116741009199888	0.9317009656081304	0.8664223078287756	0.9365910991712497	0.9027580657424539	0.6646621638745978	0.8875231264414426	0.9475257875662113	0.8837512988823275	0.7209664951719594	0.8570044605519934	0.9422789365638543	0.6826843145702917	0.9030621942874522	0.7959747319867196	0.9141369085333401	0.9205685936589199	0.9448786020224549	0.6076323592771877	0.9183237448361508	0.8925634234736548	0.7095255594698026	0.9169051118939605	0.9280286134272753	0.9403217426565629	1.0	0.792292242187698	0.9396406214359936	0.8980599133233647	0.8896406214359937	0.9150220493195124	0.8852522999721215	0.9167764908634717	0.7015149403147731
ZellerG_2014__CCIS90166425ST-4-0__bin.14	0.930774919141795	0.8730201255387434	0.8971508531505443	0.848254981587485	0.8654619063862421	0.8637548583394127	0.6035749410525634	0.8322018579335655	0.9099487337816742	0.8655764399483106	0.7296923279942434	0.8191037001810128	0.8811798948781089	0.636754318039783	0.8564959203643163	0.7765241055800253	0.8782084959004454	0.8774092508260111	0.9089542836797144	0.5500738243503333	0.8590574883785782	0.8479168585933785	0.6316540887236729	0.8788329527997232	0.886950394518324	0.9310473098307144	0.6226935803938461	1.0	0.9384187894798433	0.8520340911637356	0.8448468611579344	0.8809333987336572	0.8427334679517664	0.8528164051898643	0.6388602416658159
LiJ_2014__V1.CD6-0-PT__bin.57	0.9237342134836515	0.8356575096038268	0.8609135888330016	0.8044824768543961	0.8172145636297282	0.8097231680561134	0.5631642540894249	0.7898278645337259	0.8638452936066149	0.8116852002301554	0.6443742365148426	0.7933998896161325	0.8365106180909849	0.5937107011722517	0.8208843773970451	0.7086702968434203	0.8405453792303875	0.8401698706803316	0.8629792770130484	0.5087256843545536	0.8185714794215447	0.795237925737708	0.5986963594837227	0.84604227678657	0.8429666270687686	0.9099847332305118	0.580088737364235	0.7371236749144251	1.0	0.8018503966113483	0.8095725734813516	0.8370777924634653	0.7984207518541713	0.8098944938320765	0.6137335211397623
LouisS_2016__AS43_3__bin.45	0.8889445881115327	0.8752401027410283	0.9089180768354994	0.8119430108086114	0.8503729978326835	0.8596624335743065	0.5888846689565019	0.8206586037307213	0.8993943838575786	0.8382563045134289	0.6684154377266909	0.7933016415925471	0.8728909746718104	0.6241058562997933	0.8537072300261835	0.7388468862362073	0.8790472198779503	0.8634280312383773	0.9002221510321086	0.552220789193399	0.843281471869683	0.8291661622414921	0.6393260209529112	0.8740661942770432	0.8927875431092316	0.8955973188035574	0.6194661644704322	0.7477910547825407	0.8959277263980371	1.0	0.8561319672406988	0.8790362937008841	0.8329877019321414	0.861808771797177	0.6594026527883823
LiJ_2014__V1.FI04__bin.26	0.8860406827909239	0.8614174659502346	0.913899960882776	0.8140131857093498	0.8571575958756134	0.867188902825528	0.5919090127225368	0.8189667169936898	0.8854093632848634	0.8419914398694512	0.6767591445840206	0.8017525043145288	0.8663529971652086	0.6193556062972145	0.847717218032206	0.7399011927899625	0.8847802389092133	0.8584048689748608	0.9041390939994355	0.5495223615739787	0.842947199650184	0.8291209512465926	0.6352079600696997	0.8641890376065352	0.8974356047518428	0.8982574615775348	0.6164373999294924	0.7448406752396753	0.9086518430973466	0.860008631252774	1.0	0.8617028329036	0.8303770048674821	0.8471658012730878	0.6365373310463002
XieH_2016__YSZC12003_37254__bin.23	0.8908702509549775	0.8757801586925499	0.8922469954218948	0.7961235606142889	0.8584817397890053	0.851271758790008	0.5828615233260267	0.8194351196065103	0.9052839226188254	0.8415162892396286	0.6797137981834354	0.7843128292203634	0.8725544753420998	0.61208012543765	0.864881945105512	0.7554976472053513	0.8780564209424515	0.878899325718115	0.9200137884124496	0.5404088968808749	0.8558548962493254	0.8363506668383229	0.6283012197796621	0.8669158198129591	0.8808841358192175	0.9079267016716773	0.605617016779676	0.7418576866415529	0.8974281339807625	0.8434532928012158	0.8230944166574757	1.0	0.838861348874093	0.8678652409135075	0.6468149312403575
ZeeviD_2015__PNP_Main_716__bin.5	0.9111897537322553	0.8813177328739233	0.9021909455467487	0.8249087876365141	0.8709480900079228	0.8756833317776164	0.608954075685406	0.82928553809996	0.9231795969295108	0.8771614883837544	0.6886902080467094	0.8187661856570109	0.8765288301414079	0.635545111959766	0.8994032810747705	0.7746857338948344	0.8898065364463907	0.8758826439252407	0.9285493006713933	0.5591337046311214	0.8771281193816634	0.8455028731161732	0.6442769681285446	0.8904035710243426	0.904660251701481	0.9264592287161005	0.6300320116953843	0.7631269821299975	0.9204383785009833	0.8594524687875824	0.852896812674088	0.9020263551985973	1.0	0.8767331025460999	0.6498933319264241
LiJ_2014__MH0354__bin.37	0.8378091934799969	0.8414229378701231	0.855523682778947	0.7551893247011571	0.8274793122826092	0.8009534898241774	0.5637690190897934	0.798605678251462	0.8616386851438989	0.7990243910401993	0.6514403760742778	0.7529998567561512	0.8551123158286086	0.5866313086978399	0.8354340390643524	0.7095830951037131	0.8492499286841522	0.8306510820624013	0.9400257185964388	0.5110409991646149	0.832943799847125	0.789140565474478	0.613745206330317	0.8261027837870817	0.8320798476309875	0.8556187705759993	0.590495219695662	0.6989071432973102	0.8449844451871903	0.8047325155782786	0.787493465264591	0.8445759349517848	0.7934595103508985	1.0	0.6300146059753499
NielsenHB_2014__O2_UC24_2__bin.37	0.810690103942714	0.8014372583265447	0.8107604658059587	0.7365354756696496	0.7952037184420528	0.7718487918346881	0.55176053199823	0.7542103757167138	0.8279193788558952	0.7543724686016701	0.6070732956923425	0.7314042716426576	0.8131819562995498	0.5804275186810748	0.7837592310855584	0.6804721854342604	0.7883520365589818	0.7937271617118885	0.8249011155221918	0.5057058259101568	0.7948159463957266	0.7633704479131975	0.6300566074219779	0.8092151108095107	0.8017150573866144	0.8139382160296834	0.577064742816966	0.6686586891949716	0.8177768465689211	0.7863683532144687	0.7556785932630862	0.8038983599431476	0.7511629252397385	0.8046097965603994	1.0
