	CosteaPI_2017__mickey2-11-30-0__bin.23	XieH_2016__YSZC12003_35390__bin.65	XieH_2016__YSZC12003_36012__bin.90	XieH_2016__YSZC12003_37223__bin.19	LiJ_2014__MH0281__bin.37	VincentC_2016__MM029.2__bin.22	ZeeviD_2015__PNP_Main_223__bin.35	RaymondF_2016__P23C0__bin.66	CosteaPI_2017__SID713A052-11-0-0__bin.79	ZellerG_2014__CCIS78318719ST-4-0__bin.27	RaymondF_2016__P21E90__bin.74	XieH_2016__YSZC12003_36454__bin.8	XieH_2016__YSZC12003_35706__bin.14	SchirmerM_2016__G88898__bin.12	NielsenHB_2014__V1_UC35_4__bin.76	XieH_2016__YSZC12003_37255__bin.62	LiJ_2014__V1.FI17__bin.48	ZeeviD_2015__PNP_Main_135__bin.63	ZellerG_2014__CCIS24254057ST-4-0__bin.8	LiJ_2014__MH0268__bin.17	FengQ_2015__SID31275__bin.62	FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	HMP_2012__SRS065504__bin.42	HMP_2012__SRS014979__bin.46	VincentC_2016__MM029.3__bin.27	FengQ_2015__SID530373__bin.31	XieH_2016__YSZC12003_37209__bin.34	ZellerG_2014__CCIS90166425ST-4-0__bin.14	LiJ_2014__V1.CD6-0-PT__bin.57	LouisS_2016__AS43_3__bin.45	LiJ_2014__V1.FI04__bin.26	XieH_2016__YSZC12003_37254__bin.23	ZeeviD_2015__PNP_Main_716__bin.5	LiJ_2014__MH0354__bin.37	NielsenHB_2014__O2_UC24_2__bin.37
RaymondF_2016__P21E90__bin.74	1646465.0	1660363.0	1668070.0	1525154.0	1664017.0	1611324.0	1146904.0	1581378.0	1698303.0	1601369.0	1918233.0	1507566.0	1675646.0	1156145.0	1610344.0	1462336.0	1668376.0	1697776.0	1734181.0	996084.0	1605595.0	1581915.0	1164676.0	1622096.0	1641448.0	1700063.0	1166644.0	1498383.0	1688224.0	1567397.0	1581258.0	1661484.0	1567830.0	1636685.0	1208369.0
XieH_2016__YSZC12003_36454__bin.8	2031462.0	1924950.0	1960846.0	1830054.0	1870061.0	1866103.0	1318971.0	1829975.0	1958823.0	1883847.0	1507566.0	2182304.0	1905935.0	1386102.0	1875879.0	1625747.0	1906597.0	1893086.0	1969622.0	1203689.0	1864172.0	1821125.0	1389427.0	1906335.0	1930242.0	2044711.0	1373967.0	1678889.0	2048967.0	1844938.0	1856578.0	1901206.0	1848803.0	1874800.0	1442851.0
XieH_2016__YSZC12003_35706__bin.14	2139854.0	2137112.0	2180212.0	1920202.0	2158701.0	2011116.0	1410960.0	2058975.0	2231606.0	1997476.0	1675646.0	1905935.0	2488953.0	1468654.0	2047247.0	1804538.0	2149462.0	2184188.0	2209092.0	1272431.0	2080513.0	2024829.0	1500653.0	2071366.0	2106590.0	2170146.0	1493822.0	1812187.0	2171124.0	2026868.0	2003633.0	2110945.0	1974432.0	2127226.0	1602673.0
SchirmerM_2016__G88898__bin.12	1532372.0	1462405.0	1499329.0	1392910.0	1465806.0	1453426.0	1054422.0	1411741.0	1531219.0	1432755.0	1156145.0	1386102.0	1468654.0	1631399.0	1468502.0	1275915.0	1485767.0	1466870.0	1524060.0	969049.0	1463610.0	1417158.0	1119240.0	1483544.0	1513775.0	1522419.0	1091587.0	1304297.0	1531369.0	1444366.0	1426158.0	1479360.0	1430851.0	1457090.0	1142200.0
NielsenHB_2014__V1_UC35_4__bin.76	2126783.0	2073607.0	2097501.0	1907519.0	2040659.0	2014585.0	1399743.0	1910987.0	2197644.0	2041429.0	1610344.0	1875879.0	2047247.0	1468502.0	2474417.0	1771803.0	2084009.0	2073121.0	2200947.0	1294781.0	2115939.0	1973230.0	1517779.0	2057570.0	2095871.0	2150428.0	1448135.0	1762476.0	2132597.0	1984388.0	1964240.0	2095262.0	2027801.0	2079573.0	1545757.0
XieH_2016__YSZC12003_37255__bin.62	1833795.0	1795643.0	1810765.0	1662020.0	1789402.0	1757896.0	1225269.0	1707548.0	1842684.0	1755859.0	1462336.0	1625747.0	1804538.0	1275915.0	1771803.0	2056659.0	1781098.0	1782675.0	1860411.0	1111217.0	1771023.0	1695597.0	1302231.0	1796708.0	1805268.0	1846526.0	1276817.0	1598897.0	1840943.0	1717755.0	1714317.0	1831126.0	1748212.0	1766627.0	1344440.0
LiJ_2014__V1.FI17__bin.48	2179562.0	2113691.0	2231981.0	1934414.0	2113238.0	2096510.0	1421645.0	1964843.0	2183589.0	2040836.0	1668376.0	1906597.0	2149462.0	1485767.0	2084009.0	1781098.0	2453815.0	2129175.0	2229463.0	1308618.0	2054485.0	1984104.0	1512454.0	2073168.0	2189636.0	2174744.0	1464677.0	1805081.0	2178453.0	2038719.0	2045185.0	2125676.0	2006051.0	2113637.0	1555880.0
ZeeviD_2015__PNP_Main_135__bin.63	2128170.0	2108845.0	2149425.0	1916820.0	2110500.0	2002456.0	1390153.0	2013299.0	2219436.0	2000947.0	1697776.0	1893086.0	2184188.0	1466870.0	2073121.0	1782675.0	2129175.0	2406381.0	2201591.0	1263836.0	2055522.0	2022349.0	1496294.0	2058400.0	2090545.0	2171561.0	1475006.0	1805539.0	2182341.0	2005878.0	1987123.0	2124971.0	1973901.0	2066035.0	1563561.0
ZellerG_2014__CCIS24254057ST-4-0__bin.8	2204854.0	2202601.0	2225178.0	1997172.0	2165886.0	2118211.0	1459499.0	2068657.0	2272956.0	2117007.0	1734181.0	1969622.0	2209092.0	1524060.0	2200947.0	1860411.0	2229463.0	2201591.0	2548917.0	1334870.0	2165331.0	2076816.0	1579384.0	2166040.0	2205952.0	2267705.0	1514306.0	1868464.0	2239321.0	2090238.0	2092464.0	2226091.0	2093173.0	2321155.0	1627050.0
LiJ_2014__MH0268__bin.17	1319195.0	1274782.0	1310774.0	1235409.0	1301137.0	1300831.0	946972.0	1222657.0	1333051.0	1278762.0	996084.0	1203689.0	1272431.0	969049.0	1294781.0	1111217.0	1308618.0	1263836.0	1334870.0	1422927.0	1305480.0	1253134.0	1032787.0	1298451.0	1322981.0	1330910.0	975125.0	1131871.0	1322378.0	1284455.0	1273853.0	1311230.0	1263397.0	1273168.0	996972.0
FengQ_2015__SID31275__bin.62	2106768.0	2052816.0	2070771.0	1897020.0	2068482.0	1990066.0	1407971.0	1953567.0	2145856.0	2005645.0	1605595.0	1864172.0	2080513.0	1463610.0	2115939.0	1771023.0	2054485.0	2055522.0	2165331.0	1305480.0	2336645.0	1965468.0	1551285.0	2053845.0	2066515.0	2131330.0	1472234.0	1765857.0	2124681.0	1958516.0	1951894.0	2071874.0	1977612.0	2072139.0	1565230.0
FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	2059027.0	1960201.0	2029824.0	1857545.0	2006762.0	1948940.0	1350894.0	1913914.0	2090904.0	1959117.0	1581915.0	1821125.0	2024829.0	1417158.0	1973230.0	1695597.0	1984104.0	2022349.0	2076816.0	1253134.0	1965468.0	2237999.0	1477666.0	2029294.0	2025539.0	2090501.0	1421783.0	1743891.0	2062734.0	1924994.0	1916511.0	2023398.0	1905562.0	1962796.0	1502087.0
HMP_2012__SRS065504__bin.42	1548478.0	1484075.0	1547612.0	1424497.0	1528022.0	1501614.0	1104617.0	1420983.0	1545512.0	1466489.0	1164676.0	1389427.0	1500653.0	1119240.0	1517779.0	1302231.0	1512454.0	1496294.0	1579384.0	1032787.0	1551285.0	1477666.0	1660335.0	1560470.0	1536603.0	1545067.0	1138339.0	1298816.0	1552481.0	1486215.0	1471577.0	1521494.0	1452633.0	1527676.0	1239503.0
HMP_2012__SRS014979__bin.46	2172753.0	2064774.0	2122202.0	1959216.0	2046992.0	2032421.0	1432896.0	1969073.0	2136199.0	2030040.0	1622096.0	1906335.0	2071366.0	1483544.0	2057570.0	1796708.0	2073168.0	2058400.0	2166040.0	1298451.0	2053845.0	2029294.0	1560470.0	2380958.0	2106373.0	2206035.0	1470956.0	1805657.0	2195265.0	2032021.0	2000445.0	2100672.0	2008385.0	2055311.0	1594914.0
VincentC_2016__MM029.3__bin.27	2184772.0	2100402.0	2234137.0	1970330.0	2091662.0	2178348.0	1438296.0	1998066.0	2182113.0	2065102.0	1641448.0	1930242.0	2106590.0	1513775.0	2095871.0	1805268.0	2189636.0	2090545.0	2205952.0	1322981.0	2066515.0	2025539.0	1536603.0	2106373.0	2385408.0	2188942.0	1487316.0	1823374.0	2186759.0	2070663.0	2074624.0	2131707.0	2041106.0	2068898.0	1582011.0
FengQ_2015__SID530373__bin.31	2355249.0	2205736.0	2216090.0	2055408.0	2123638.0	2105382.0	1447313.0	2063472.0	2265678.0	2128980.0	1700063.0	2044711.0	2170146.0	1522419.0	2150428.0	1846526.0	2174744.0	2171561.0	2267705.0	1330910.0	2131330.0	2090501.0	1545067.0	2206035.0	2188942.0	2605582.0	1507431.0	1914290.0	2361926.0	2080175.0	2078624.0	2198228.0	2089374.0	2129998.0	1606647.0
XieH_2016__YSZC12003_37209__bin.34	1504814.0	1462125.0	1492904.0	1392174.0	1488680.0	1447577.0	1064629.0	1423879.0	1519032.0	1424954.0	1166644.0	1373967.0	1493822.0	1091587.0	1448135.0	1276817.0	1464677.0	1475006.0	1514306.0	975125.0	1472234.0	1421783.0	1138339.0	1470956.0	1487316.0	1507431.0	1578280.0	1281611.0	1506599.0	1439043.0	1427203.0	1466420.0	1420350.0	1469835.0	1136608.0
ZellerG_2014__CCIS90166425ST-4-0__bin.14	1901977.0	1799208.0	1843726.0	1735477.0	1780110.0	1775457.0	1237167.0	1713167.0	1872914.0	1791501.0	1498383.0	1678889.0	1812187.0	1304297.0	1762476.0	1598897.0	1805081.0	1805539.0	1868464.0	1131871.0	1765857.0	1743891.0	1298816.0	1805657.0	1823374.0	1914290.0	1281611.0	2008145.0	1917982.0	1752404.0	1737132.0	1812934.0	1734496.0	1752981.0	1329666.0
LiJ_2014__V1.CD6-0-PT__bin.57	2374827.0	2172095.0	2232541.0	2077340.0	2120234.0	2100867.0	1453798.0	2053986.0	2244079.0	2120862.0	1688224.0	2048967.0	2171124.0	1531369.0	2132597.0	1840943.0	2178453.0	2182341.0	2239321.0	1322378.0	2124681.0	2062734.0	1552481.0	2195265.0	2186759.0	2361926.0	1506599.0	1917982.0	2556533.0	2080814.0	2101383.0	2171881.0	2076041.0	2101996.0	1612670.0
LouisS_2016__AS43_3__bin.45	2064520.0	2034971.0	2099634.0	1890944.0	1973320.0	1994341.0	1365823.0	1908777.0	2091120.0	1958503.0	1567397.0	1844938.0	2026868.0	1444366.0	1984388.0	1717755.0	2038719.0	2005878.0	2090238.0	1284455.0	1958516.0	1924994.0	1486215.0	2032021.0	2070663.0	2080175.0	1439043.0	1752404.0	2080814.0	2288083.0	1979147.0	2039861.0	1938017.0	2002946.0	1551629.0
LiJ_2014__V1.FI04__bin.26	2048389.0	1994717.0	2105272.0	1887162.0	1982527.0	2005070.0	1367896.0	1898292.0	2050020.0	1960412.0	1581258.0	1856578.0	2003633.0	1426158.0	1964240.0	1714317.0	2045185.0	1987123.0	2092464.0	1273853.0	1951894.0	1916511.0	1471577.0	2000445.0	2074624.0	2078624.0	1427203.0	1737132.0	2101383.0	1979147.0	2277769.0	1992582.0	1925803.0	1961863.0	1491847.0
XieH_2016__YSZC12003_37254__bin.23	2158117.0	2121930.0	2159634.0	1933500.0	2076226.0	2060916.0	1409271.0	1988011.0	2191952.0	2050296.0	1661484.0	1901206.0	2110945.0	1479360.0	2095262.0	1831126.0	2125676.0	2124971.0	2226091.0	1311230.0	2071874.0	2023398.0	1521494.0	2100672.0	2131707.0	2198228.0	1466420.0	1812934.0	2171881.0	2039861.0	1992582.0	2384611.0	2032445.0	2100530.0	1585635.0
ZeeviD_2015__PNP_Main_716__bin.5	2055560.0	1988029.0	2034755.0	1865330.0	1962046.0	1976304.0	1371868.0	1873026.0	2078889.0	1987752.0	1567830.0	1848803.0	1974432.0	1430851.0	2027801.0	1748212.0	2006051.0	1973901.0	2093173.0	1263397.0	1977612.0	1905562.0	1452633.0	2008385.0	2041106.0	2089374.0	1420350.0	1734496.0	2076041.0	1938017.0	1925803.0	2032445.0	2217627.0	1976800.0	1483449.0
LiJ_2014__MH0354__bin.37	2084040.0	2092673.0	2128603.0	1884180.0	2058730.0	1992041.0	1400017.0	1989818.0	2142684.0	1998766.0	1636685.0	1874800.0	2127226.0	1457090.0	2079573.0	1766627.0	2113637.0	2066035.0	2321155.0	1273168.0	2072139.0	1962796.0	1527676.0	2055311.0	2068898.0	2129998.0	1469835.0	1752981.0	2101996.0	2002946.0	1961863.0	2100530.0	1976800.0	2450367.0	1588055.0
NielsenHB_2014__O2_UC24_2__bin.37	1598350.0	1583662.0	1599670.0	1456177.0	1564295.0	1523234.0	1086094.0	1488578.0	1633128.0	1494250.0	1208369.0	1442851.0	1602673.0	1142200.0	1545757.0	1344440.0	1555880.0	1563561.0	1627050.0	996972.0	1565230.0	1502087.0	1239503.0	1594914.0	1582011.0	1606647.0	1136608.0	1329666.0	1612670.0	1551629.0	1491847.0	1585635.0	1483449.0	1588055.0	1918653.0
