	CosteaPI_2017__mickey2-11-30-0__bin.23	XieH_2016__YSZC12003_35390__bin.65	XieH_2016__YSZC12003_36012__bin.90	XieH_2016__YSZC12003_37223__bin.19	LiJ_2014__MH0281__bin.37	VincentC_2016__MM029.2__bin.22	ZeeviD_2015__PNP_Main_223__bin.35	RaymondF_2016__P23C0__bin.66	CosteaPI_2017__SID713A052-11-0-0__bin.79	ZellerG_2014__CCIS78318719ST-4-0__bin.27	RaymondF_2016__P21E90__bin.74	XieH_2016__YSZC12003_36454__bin.8	XieH_2016__YSZC12003_35706__bin.14	SchirmerM_2016__G88898__bin.12	NielsenHB_2014__V1_UC35_4__bin.76	XieH_2016__YSZC12003_37255__bin.62	LiJ_2014__V1.FI17__bin.48	ZeeviD_2015__PNP_Main_135__bin.63	ZellerG_2014__CCIS24254057ST-4-0__bin.8	LiJ_2014__MH0268__bin.17	FengQ_2015__SID31275__bin.62	FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	HMP_2012__SRS065504__bin.42	HMP_2012__SRS014979__bin.46	VincentC_2016__MM029.3__bin.27	FengQ_2015__SID530373__bin.31	XieH_2016__YSZC12003_37209__bin.34	ZellerG_2014__CCIS90166425ST-4-0__bin.14	LiJ_2014__V1.CD6-0-PT__bin.57	LouisS_2016__AS43_3__bin.45	LiJ_2014__V1.FI04__bin.26	XieH_2016__YSZC12003_37254__bin.23	ZeeviD_2015__PNP_Main_716__bin.5	LiJ_2014__MH0354__bin.37	NielsenHB_2014__O2_UC24_2__bin.37
RaymondF_2016__P21E90__bin.74	0.858323780270697	0.8655689897942533	0.8695867498890907	0.7950827662750042	0.8674738678773642	0.8400043164725036	0.5978960845736675	0.8243930742511467	0.8853476089713814	0.8348146445192007	1.0	0.7859139113965822	0.8735362179672647	0.6027135389705005	0.83949342963029	0.7623349196891097	0.8697462716990063	0.8850728769654156	0.9040512805274438	0.5192716421831968	0.837017713697971	0.8246730193881556	0.6071608610632806	0.8456199012320192	0.8557083524264257	0.8862651200349488	0.6081868052525423	0.7811266931597987	0.8800932941931454	0.8171045957399335	0.8243305166786308	0.8661533817841732	0.8173303243140954	0.8532253381106466	0.6299385945294446
XieH_2016__YSZC12003_36454__bin.8	0.930879474170418	0.8820723418918721	0.8985210126545156	0.8385880243999003	0.8569204840388873	0.8551068045515199	0.6043937966479463	0.838551824127161	0.89759401073361	0.8632376607475403	0.690813928765195	1.0	0.8733590737129199	0.6351553220816165	0.8595864737451794	0.7449681620892414	0.873662422833849	0.8674712597328328	0.902542450547678	0.5515679758640409	0.85422195991026	0.8344964771177618	0.6366789411557693	0.8735423662331188	0.8844973019341027	0.936950580670704	0.6295946852500843	0.7693194898602578	0.9389008130856196	0.8454083390764989	0.8507421514142851	0.8711920978928692	0.8471794030529202	0.859092042171943	0.6611594901535258
XieH_2016__YSZC12003_35706__bin.14	0.8597406218598744	0.8586389538090916	0.8759554720398497	0.7714898593906755	0.867312882163705	0.8080168649227205	0.5668889689761116	0.8272454321154317	0.8966043151477749	0.8025366489443553	0.6732332832319453	0.7657577302584662	1.0	0.5900689968834285	0.8225334106349136	0.7250189135753066	0.863600879566629	0.8775529308910213	0.8875587445805525	0.5112314294404113	0.8358988699264309	0.8135264105027294	0.6029254067875126	0.8322238306629334	0.846375966119087	0.871911201215933	0.6001808792693153	0.7280920933420599	0.8723041375228862	0.8143456304719293	0.8050103798665543	0.848125697833587	0.793278137433692	0.8546670025508718	0.6439145295230565
SchirmerM_2016__G88898__bin.12	0.9392993375624235	0.8964116074608358	0.9190449424083256	0.853813199591271	0.8984963212555604	0.8909077423732636	0.6463299290976641	0.8653560533014916	0.9385925821947911	0.8782370223348182	0.7086831608944225	0.8496400941768384	0.900242062180987	1.0	0.9001488906147423	0.7820986772702447	0.9107318320043104	0.8991485222192731	0.9342043240188329	0.5939987703805139	0.897150237311657	0.8686765162906193	0.6860614723927132	0.909369197847982	0.9278999190265533	0.9331984388858887	0.6691109900153182	0.799496015383116	0.9386845278193746	0.8853542266484165	0.8741932537656331	0.9068045278929312	0.8770699258734375	0.8931536674964249	0.700135282662304
NielsenHB_2014__V1_UC35_4__bin.76	0.8595087246814098	0.8380184099931418	0.8476748260297274	0.7708963363895415	0.8247029502302967	0.8141655185847818	0.5656859777474855	0.7722978786518198	0.8881461774632166	0.825014134642625	0.650797339332861	0.7581094859920539	0.827365395565905	0.5934739374971963	1.0	0.7160486692420881	0.842222228508776	0.8378220000913347	0.8894810373514246	0.5232670968555422	0.8551262782303872	0.7974524908291529	0.6133885274794022	0.8315372873691055	0.8470160850010325	0.8690645109534892	0.5852429077233142	0.7122792964969122	0.8618583690622882	0.8019618358587094	0.7938193117813206	0.8467699664203729	0.8195065746800155	0.840429482985285	0.6246954333081287
XieH_2016__YSZC12003_37255__bin.62	0.8916378456516126	0.8730873713143501	0.8804400729532703	0.8081164646156703	0.8700528381224112	0.8547338182946225	0.5957570020115148	0.8302533380594449	0.895959903902397	0.8537433770012433	0.7110250167869345	0.7904796079466747	0.8774123469179869	0.62038237743836	0.861495755980938	1.0	0.8660152217747327	0.8667819993494303	0.9045792229047207	0.5403020140917867	0.8611165001101301	0.8244424574030017	0.6331778870488496	0.8736052014456456	0.8777672915150251	0.8978279821788638	0.6208209528171661	0.7774244539323242	0.8951133853497347	0.8352162414867997	0.8335445983023924	0.8903401098577839	0.8500252107908992	0.8589790529202945	0.6537009781397889
LiJ_2014__V1.FI17__bin.48	0.8882340355731789	0.8613897135684638	0.9095962817082788	0.788329193521109	0.8612051030741926	0.854387963232762	0.5793611172806425	0.8007298838747012	0.8898751535873731	0.8316992112282303	0.6799110772409493	0.7769929680925416	0.875967422156927	0.6054926716154233	0.8492934471425108	0.7258485256631001	1.0	0.8676998877258473	0.9085701244796368	0.5332993726095896	0.8372615702487759	0.8085792938750477	0.616368389630025	0.8448754286692355	0.8923394795451165	0.8862705623692088	0.5968978916503486	0.7356222861136639	0.8877820862615967	0.8308364730022434	0.8334715534789705	0.8662739448572936	0.8175233259231034	0.8613677070194778	0.6340657303015916
ZeeviD_2015__PNP_Main_135__bin.63	0.8843861383546495	0.8763554067290259	0.8932189042383563	0.7965571536676861	0.8770431614943768	0.8321442032662326	0.577694471490591	0.8366501397742087	0.9223128008407646	0.8315171205224775	0.7055308365549762	0.7866942101022241	0.9076650788050604	0.609575125468494	0.8615098772804473	0.7408116171130008	0.8848037779553611	1.0	0.9148971006669351	0.5252019526417471	0.8541964053073889	0.8404109739895719	0.6218026156290296	0.8553923921440537	0.8687506259399488	0.9024177800605973	0.6129561362061952	0.7503130219196378	0.9068975361756929	0.8335662557176108	0.8257723943132862	0.8830567561828322	0.8202778363027301	0.8585652064240866	0.6497562106748682
ZellerG_2014__CCIS24254057ST-4-0__bin.8	0.8650160048365639	0.8641321000252264	0.872989587342389	0.7835374788586682	0.8497279432794399	0.8310239211398409	0.5725957337959612	0.8115827231722336	0.8917340188009261	0.8305515636640973	0.6803599332579288	0.7727289668514118	0.8666786717653027	0.5979245303005158	0.8634831969813062	0.7298829267488898	0.874670693474915	0.8637358533055411	1.0	0.523700850204224	0.8495102037453554	0.8147836904850178	0.6196294347756321	0.8497883610961048	0.8654467760229149	0.8896739281820475	0.5940978070294168	0.7330423077722813	0.8785382183884372	0.8200494562984986	0.8209227683757455	0.873347778684045	0.8212009257264948	0.9106436184465795	0.6383299260038675
LiJ_2014__MH0268__bin.17	0.9270995630837	0.89588713967758	0.9211814801462057	0.8682167110470179	0.9144088206914339	0.9141937710086322	0.6655098961506809	0.8592549020434639	0.936837237609519	0.8986841911074848	0.7000246674636155	0.8459246328167221	0.894234911559061	0.6810250982657579	0.9099419717244805	0.7809374620061325	0.9196662934922171	0.888194545468601	0.9381155885017292	1.0	0.9174609800783877	0.8806734287844703	0.7258186821952215	0.9125211623646189	0.9297602758258153	0.9353325926066481	0.6852951697451802	0.7954526128185072	0.9293365014508825	0.9026850990950344	0.8952342600850219	0.9215019463401847	0.8878860264792221	0.8947528580173122	0.7006487332097852
FengQ_2015__SID31275__bin.62	0.9016209137459905	0.8785313986506295	0.8862154927256815	0.811856315358131	0.885235883071669	0.8516766560602915	0.6025609367276586	0.8360563970992598	0.9183491715686379	0.8583439076111262	0.6871368992722472	0.7977985530536303	0.890384718260583	0.6263724271337752	0.9055457718224206	0.7579341320568593	0.8792456706089287	0.8796894693032103	0.9266837709622129	0.5586984758061238	1.0	0.8411495969648791	0.6638941730558129	0.8789717736327084	0.8843940778338173	0.9121325661364905	0.630063188888342	0.7557232699019321	0.9092870333319781	0.8381743910606875	0.8353404132848593	0.886687537045636	0.846346792088657	0.8868009475123522	0.6698621313892354
FerrettiP_2018__CA_C10049MS2850FE_t0M16__bin.4	0.9200303485390298	0.8758721518642323	0.9069816385083282	0.8300026050056323	0.8966768975321258	0.8708404248616733	0.6036168916965557	0.855189836992778	0.9342738759043234	0.8753877906111664	0.7068434793759961	0.8137291392891597	0.9047497340257972	0.6332254840149616	0.8816938702832307	0.757639748721961	0.8865526749565125	0.9036416012697056	0.9279789669253651	0.5599350133757879	0.878225593487754	1.0	0.660262135952697	0.9067448198144861	0.9050669817100008	0.9340938043314586	0.6352920622395274	0.7792188468359459	0.921686738912752	0.8601406881772512	0.8563502485926043	0.9041103235524234	0.8514579318400053	0.8770316698086102	0.6711741158061286
HMP_2012__SRS065504__bin.42	0.9326298608413363	0.8938407008224244	0.932108279353263	0.8579575808496478	0.9203094556219076	0.9044042316761376	0.6652976658324976	0.8558411404927319	0.9308434743590902	0.8832488624283653	0.7014704863777491	0.836835337446961	0.9038254328192804	0.6741049246085881	0.9141402186908064	0.7843182249365339	0.9109330345984394	0.9012000590242331	0.951244176627006	0.6220353121508612	0.9343204835168807	0.8899806364378273	1.0	0.9398524996461557	0.9254776897433349	0.930575456157944	0.6856080248865439	0.7822614111007719	0.9350408200754667	0.8951295973402957	0.8863133042428185	0.9163777189543074	0.8749035586191943	0.9201010639419154	0.746537897472498
HMP_2012__SRS014979__bin.46	0.9125541063723089	0.8672030334008412	0.8913227364783419	0.8228687780296838	0.859734611026318	0.8536148054690591	0.6018148997168367	0.8270087082594485	0.8972014626045482	0.8526147878291007	0.6812787121822392	0.8006588104452074	0.8699716668668662	0.6230870095146576	0.8641773605414291	0.7546155791072333	0.870728505080728	0.864525959718735	0.9097346530262188	0.5453481329784061	0.8626128642336404	0.8523014685685342	0.6553958532657863	1.0	0.8846745721680097	0.9265325133832684	0.6178000619918537	0.7583741502370055	0.9220091240584672	0.8534468058655381	0.8401849171635954	0.8822801578188275	0.8435197092934861	0.8632285827805446	0.6698622991249741
VincentC_2016__MM029.3__bin.27	0.9158902795664305	0.8805210680940115	0.936584852570294	0.825992869982829	0.8768571246512127	0.9131972392144238	0.6029559723116549	0.8376202310045074	0.9147755855602061	0.8657227610538742	0.6881204389353939	0.8091873591435931	0.8831151735887529	0.6345979388012449	0.8786216026776132	0.7567963216355441	0.9179293437432926	0.8763888609411891	0.9247692637905129	0.5546141372880447	0.8663151125509766	0.8491373383505044	0.6441677901641983	0.8830242038259283	1.0	0.9176384081884524	0.6235059159690921	0.7643866374221936	0.9167232607587465	0.868054018432067	0.8697145310152393	0.8936446092240824	0.8556632659905559	0.8673141030800601	0.663203527446877
FengQ_2015__SID530373__bin.31	0.9039243439661465	0.8465425382889504	0.8505163145892165	0.7888479426093671	0.8150340307846768	0.808027534731204	0.5554663027300618	0.7919428365716373	0.8695477632252603	0.8170842445181153	0.6524695826114857	0.7847425258541086	0.8328834018656868	0.5842913406678432	0.8253158027649868	0.7086808244760672	0.8346480747871301	0.8334264667164573	0.8703257084213815	0.5107918307694788	0.8179861543409496	0.8023163346998866	0.592983448611481	0.846657291921728	0.8400971452827046	1.0	0.5785390749552307	0.7346880658524659	0.9064869192372376	0.7983533045592117	0.7977580440761411	0.8436610323528486	0.8018838017763402	0.8174749441775389	0.616617323883877
XieH_2016__YSZC12003_37209__bin.34	0.9534518589857313	0.9264040601160757	0.9459056694629597	0.8820830270927845	0.9432293382669742	0.917186430798084	0.6745501431938566	0.9021713510910612	0.9624603999290366	0.9028524723116303	0.7391869630230378	0.8705470512203158	0.946487315305269	0.6916307626023266	0.9175399802316446	0.80899270091492	0.9280210102136504	0.9345654763413336	0.9594660009630738	0.6178403071698304	0.9328091339939681	0.900843323111235	0.7212528828851661	0.93199939174291	0.9423651063182705	0.9551099931571078	1.0	0.8120301847580911	0.954582837012444	0.9117792787084674	0.9042774412651747	0.9291253769926756	0.8999353726841879	0.9312891248701117	0.7201561193197659
ZellerG_2014__CCIS90166425ST-4-0__bin.14	0.9471313077491914	0.8959552223569514	0.9181239402533183	0.8642189682517946	0.8864449529291959	0.8841278891713497	0.6160745364503061	0.8531092127311524	0.932658747251817	0.8921173520836394	0.7461527927515195	0.8360397282068774	0.9024184010616764	0.6495033974140314	0.8776637145226067	0.7962059512634795	0.8988798119657694	0.8991078831458884	0.9304427718117965	0.5636400757913398	0.8793473578850133	0.8684089047354648	0.6467740128327387	0.8991666438429496	0.9079892139262852	0.9532628370959269	0.6382064044180077	1.0	0.9551013497531303	0.8726481404480254	0.8650431119266786	0.9027903861523944	0.8637304577109721	0.8729354702972146	0.6621364493101842
LiJ_2014__V1.CD6-0-PT__bin.57	0.9289248368786946	0.8496252542016864	0.8732689935940589	0.8125613868469524	0.8293395782491366	0.821764084406499	0.5686599781813886	0.803426359057364	0.8777821369800429	0.8295852234256315	0.6603568191765958	0.8014631534191031	0.8492454429494944	0.5990022424901223	0.834175424295325	0.7200935798599118	0.8521122160363274	0.8536330256640536	0.8759210227288284	0.5172544222976977	0.8310790433763225	0.8068481807197482	0.6072603013534346	0.8586883095191808	0.85536114730379	0.9238785495825792	0.5893133395892015	0.7502277498471562	1.0	0.8139202584124672	0.821965920252154	0.8495415470874031	0.8120532768401582	0.8222056981075543	0.630803513977719
LouisS_2016__AS43_3__bin.45	0.9022924430625987	0.8893781388175167	0.917638914322601	0.8264315586453813	0.8624337491253595	0.8716209158496435	0.5969289575596689	0.8342254192701926	0.9139178954609601	0.8559580225018061	0.6850262861967857	0.8063247705612078	0.8858367463068428	0.6312559465718682	0.8672709862360762	0.7507398114491476	0.8910161912832708	0.8766631280421209	0.9135324199340671	0.561367310538997	0.8559637041138805	0.8413130118094492	0.6495459299334858	0.8880888499237134	0.9049772232912879	0.9091344151414088	0.628929544950948	0.76588305581572	0.909413688227219	1.0	0.8649804224759329	0.8915152990516515	0.8470046759667372	0.8753817059958052	0.6781349277976367
LiJ_2014__V1.FI04__bin.26	0.8992961972877846	0.875732789409286	0.924269317915908	0.8285133391489655	0.8703810614684808	0.8802780264372726	0.6005420216009613	0.8333996994427442	0.9000122488276906	0.8606719996628279	0.6942135045300907	0.8150861654540035	0.8796471459572942	0.6261205591963013	0.8623525915051087	0.7526298759883026	0.8978895577207346	0.8723988253418147	0.9186462718563647	0.5592546917619828	0.8569323754954958	0.8413983156325334	0.6460606848192244	0.8782475308075578	0.9108140465516916	0.9125701508800936	0.6265793414520964	0.7626462560514258	0.9225619454826192	0.868897153310981	1.0	0.8747954687240014	0.8454777459874113	0.8613090265079558	0.6549597435034018
XieH_2016__YSZC12003_37254__bin.23	0.9050184705178329	0.8898432490666193	0.9056546329778735	0.8108240715152283	0.8706770202771018	0.8642566858913256	0.5909856995543508	0.8336835651601037	0.9192073675748371	0.8598031293154313	0.6967526359645242	0.7972814014528995	0.8852366276931541	0.6203779148884242	0.878659873664929	0.7678929603193141	0.891414155180866	0.891118509475969	0.9335237487372154	0.549871656215626	0.8688519846633267	0.848523302123491	0.6380470441510167	0.8809285875138545	0.8939432888634666	0.9218392433818346	0.6149514532978335	0.7602640430661437	0.9107904811308847	0.8554271535273468	0.8356004396524213	1.0	0.8523172123251969	0.8808690390172653	0.6649449323181014
ZeeviD_2015__PNP_Main_716__bin.5	0.9269187288935425	0.8964668088907648	0.9175370790489112	0.8411378468967053	0.8847502307646867	0.8911796257891882	0.6186198129802712	0.8446082231141666	0.9374385322689524	0.896341900599154	0.7069854398417769	0.8336852861189009	0.8903354802227786	0.6452171623090809	0.9144012947172812	0.7883255389657503	0.904593513697299	0.8900960350861529	0.9438796515374317	0.5697067180368925	0.8917694454477691	0.8592797616551385	0.655039373167805	0.9056459900605467	0.9204009511067461	0.9421665591192748	0.6404819205393874	0.7821405493349423	0.9361542766209106	0.8739147746667947	0.8684070855919412	0.91649542506472	1.0	0.8914032882896898	0.6689353078763922
LiJ_2014__MH0354__bin.37	0.850501169824765	0.8540243155413046	0.8686874251897777	0.7689378774689669	0.8401721048316436	0.8129561816658484	0.5713499243174593	0.8120489706235842	0.8744339113283847	0.8157006685121045	0.6679346399947437	0.7651098794588729	0.8681254685522618	0.5946415373697083	0.8486781775954377	0.7209642473964104	0.8625797686632247	0.8431532909151976	0.947268307155622	0.5195825768140038	0.8456443463366916	0.8010212347783006	0.6234478345488655	0.8387768036379857	0.8443216873227561	0.8692567276656925	0.5998427990582635	0.7153952856857768	0.8578290517298021	0.8174065354291826	0.8006404754879575	0.857230774002425	0.8067362970526456	1.0	0.6480886332537126
NielsenHB_2014__O2_UC24_2__bin.37	0.8330584008676921	0.8254030301466706	0.833746383530529	0.7589579772892754	0.8153089693654871	0.7939080177603767	0.5660710925842245	0.7758453456669862	0.8511846592374963	0.7788015863212369	0.629800698719362	0.7520124795885447	0.835311544088483	0.5953134829487146	0.8056469825445247	0.700720766079119	0.810923079889902	0.8149264093090308	0.8480168117945246	0.51962079646502	0.8157962904183299	0.7828862227823374	0.6460277079805468	0.8312675611483682	0.8245425306191375	0.8373827888628116	0.5923989382134237	0.6930205722452157	0.8405219703614984	0.8087074629961749	0.7775491451554815	0.826431355748017	0.7731721160626752	0.8276926572965513	1.0
