	HMP_2012__SRS018145__bin.49	Castro-NallarE_2015__ES_110__bin.14	HMP_2012__SRS022530__bin.25	HMP_2012__SRS023958__bin.38	HMP_2012__SRS042643__bin.12	HMP_2012__SRS022719__bin.30	HMP_2012__SRS024081__bin.42	HMP_2012__SRS013164__bin.44	HMP_2012__SRS017808__bin.8	HMP_2012__SRS063288__bin.51	HMP_2012__SRS058336__bin.67	HMP_2012__SRS015797__bin.32	HMP_2012__SRS050669__bin.37	HMP_2012__SRS055378__bin.74	HMP_2012__SRS019127__bin.11	HMP_2012__SRS044373__bin.50	HMP_2012__SRS021496__bin.26	HMP_2012__SRS018439__bin.28	Castro-NallarE_2015__ES_104__bin.19	HMP_2012__SRS053917__bin.2	HMP_2012__SRS016002__bin.63	HMP_2012__SRS057692__bin.47	HMP_2012__SRS023617__bin.25	HMP_2012__SRS014888__bin.28	HMP_2012__SRS019122__bin.50	HMP_2012__SRS016225__bin.17	HMP_2012__SRS042910__bin.25	HMP_2012__SRS024580__bin.29	HMP_2012__SRS014271__bin.14
HMP_2012__SRS015797__bin.32	0.8266831156564074	0.6354150574464047	0.847664405298399	0.8485019354781757	0.7175503952612785	0.8470321196686073	0.824792879558967	0.8904479627823216	0.7628586814030782	0.7368930388993595	0.9129652761532316	1.0	0.8630544361512895	0.8215619330946906	0.8467474256154026	0.7627207482377659	0.846872117196845	0.861281167378034	0.8394027604288508	0.8378093565031626	0.802746745880764	0.5832476308599526	0.7333796053125234	0.8359467070387846	0.8044615309919271	0.677545363459408	0.8705888973733111	0.7766486875383454	0.7972007291698852
HMP_2012__SRS050669__bin.37	0.8962815654111023	0.6842738440215266	0.8681680225603634	0.916912724968952	0.7223638979294509	0.9003698307744032	0.8418567471816699	0.8645280369236118	0.776812731144234	0.8021199514211154	0.9498418441679036	0.8944221194025072	1.0	0.8698868093690463	0.9139806096146853	0.7601188856131941	0.8926255697841167	0.9319895614863675	0.8732843580108274	0.8904619339610774	0.8254304972016824	0.6143296274017844	0.7869070299867117	0.864653829704021	0.8292065677554222	0.7040953555018331	0.9322685927447298	0.7852682931291983	0.7853895116266836
HMP_2012__SRS055378__bin.74	0.790384345838615	0.5900849884441498	0.7260705914610502	0.8205380043727051	0.6117889110900354	0.8088777985465923	0.7210390136552397	0.7332619213506482	0.6878549497814159	0.7039666389408109	0.8602043937808144	0.7617233818996201	0.7782432856878314	1.0	0.8015309583222072	0.6380875502722966	0.7558528667614052	0.8181245249005809	0.7654566530288195	0.7981639549552039	0.7110699827199372	0.5297858561304323	0.7074032127207454	0.8190473559662256	0.6954432402624442	0.6234593478592263	0.7936224393228344	0.6757220743850948	0.67532715998228
HMP_2012__SRS019127__bin.11	0.9062121771852226	0.6629602388266344	0.8289474122122416	0.9222648592700079	0.6999879077930391	0.8977243354001023	0.8209676649948359	0.8278835198750398	0.7547567303116128	0.7882876436504265	0.9144492998168419	0.8512836044095509	0.8866516457049923	0.8691279300027623	1.0	0.7366272948845527	0.8560916433974886	0.920801591290061	0.8656810963305144	0.8925679521015479	0.796057718655391	0.5984832600589967	0.7748098250845622	0.8422643711442223	0.8834111561148293	0.6889263118657831	0.8941654546725286	0.7678373919883027	0.7598032853084123
HMP_2012__SRS044373__bin.50	0.7486952062706735	0.6419562608122348	0.7609277531401266	0.7436867818844703	0.7752632972878548	0.7617222939124653	0.7414586866973588	0.7504544660516959	0.8240819109550831	0.6393044105465426	0.756923493049177	0.7789936943891898	0.7491099452837525	0.7028969745465201	0.7483345636506049	1.0	0.7345760476949865	0.7445568322053859	0.739457120155978	0.7529293760319169	0.7580381041468266	0.522732318650295	0.760207594908177	0.7288260519212673	0.7264559537025036	0.699155307363308	0.7420514930040967	0.8443432641538141	0.8589695764139726
HMP_2012__SRS021496__bin.26	0.8350568701361067	0.6465664120831771	0.8835867107857004	0.8572051951697114	0.6573516738699979	0.8442052105192758	0.7845984663592368	0.7901067671843855	0.7342288707764029	0.8067226706487822	0.8683292437708179	0.8414477709143297	0.855803999219365	0.8100085738281155	0.8460756645813187	0.7146241878435835	1.0	0.8644786959010085	0.8282712662732793	0.8339319663449837	0.7610653913371445	0.5612776538848651	0.7457816107832883	0.8013601906854457	0.7675681246560053	0.668082115783957	0.8509787540100737	0.7397700635252686	0.7397163400498642
HMP_2012__SRS018439__bin.28	0.9084588001964455	0.6711099729388458	0.8474597879673759	0.9293383486820298	0.6909817955258744	0.911999698458257	0.8192623091667581	0.8400010642649753	0.7668250869426882	0.8128024424881185	0.9409388369135873	0.8652962037890051	0.9034966647487724	0.8865072264700438	0.9201646063161909	0.7324016580361429	0.8741074308976078	1.0	0.8737681964367078	0.8999657439711052	0.800013525034062	0.5942833450291619	0.7935392464338809	0.8545925805210686	0.8109311099064223	0.6924784181474916	0.9165993186486939	0.7725632489349036	0.7710854726722253
Castro-NallarE_2015__ES_104__bin.19	0.8277677647972699	0.6240339170925214	0.7954675383051054	0.8761471893587959	0.679980536511497	0.8418231528232968	0.772587029286877	0.7846044242342252	0.7136565174320414	0.7513746634256613	0.8608469672306424	0.829922495166858	0.8331409531872553	0.8162642321304665	0.8513432425473604	0.7158330678560051	0.8241958218959882	0.8598912488489922	1.0	0.8316713725250603	0.7492232060642295	0.5544857667785308	0.7296309792404002	0.8075951245270503	0.7570369675361232	0.6530262233413485	0.8350054768336482	0.7350434437282618	0.752520216280379
HMP_2012__SRS053917__bin.2	0.8474023256861933	0.6452438022115263	0.7930250872829728	0.8694263893925706	0.6608259855411759	0.9929122148952926	0.7868578773553527	0.7879179336198776	0.7187685751255867	0.7647737294882332	0.8814539508554482	0.8146264160012704	0.8354573799443363	0.837044245546798	0.8632452313562068	0.7168018917927182	0.8160834568992711	0.8710025256806141	0.8178956381045164	1.0	0.7417786628270027	0.560547667125166	0.7432378495878871	0.8033198644673003	0.7565915543128625	0.6586178926338965	0.852054556417954	0.7339140753584128	0.7415340344582662
HMP_2012__SRS016002__bin.63	0.8657528490124198	0.6607693219173313	0.8957900947573774	0.8699245190363748	0.7462097659833598	0.854851536188474	0.8577320040995973	0.873430432057971	0.8405273772716667	0.7505622287345608	0.9284366193225893	0.8886671056183784	0.8817322386415136	0.8490160844448625	0.8765662086177052	0.8216430882818216	0.8479557595310139	0.8815319007545653	0.8388892485741195	0.8445426860180035	1.0	0.605031412736359	0.7690861538423952	0.8817969819830275	0.8540562925030876	0.6947107133128191	0.8694236743190039	0.8180150180120862	0.8216736275938564
HMP_2012__SRS057692__bin.47	0.9503644741775358	0.7248103334778905	0.8753151030013183	0.914964088192557	0.7569400410173831	0.9131430131362748	0.8514890830524259	0.8677595420704621	0.820351118475273	0.9073566940058295	0.9300769378294651	0.9132328574464519	0.9281660184630057	0.8946886462708564	0.9320949792580587	0.8013818746015319	0.8844982281665368	0.9261946269646963	0.8781158265935702	0.9026675121246625	0.8557480489098602	1.0	0.8339521648159315	0.8936848088821467	0.8454626031697764	0.7658380832753089	0.9171030738848507	0.8192798978539304	0.8236511690990862
HMP_2012__SRS023617__bin.25	0.8058087515161887	0.7217034965131996	0.7580330537803253	0.8143525975535161	0.7412991872419299	0.8099922181507875	0.746844766561868	0.7381124448303892	0.8188656075797293	0.7214074856070478	0.8512822706811604	0.768489407781618	0.7956611276396715	0.7995011753714301	0.8075767229048846	0.7799609866876033	0.7865229472048361	0.8276707757451438	0.7732949598361765	0.8009835424873936	0.7279867905133129	0.5581123754528331	1.0	0.7637462955275759	0.7181814292470339	0.7680927994190786	0.8088266752078147	0.8137952645192771	0.809096091384117
HMP_2012__SRS014888__bin.28	0.8617871000678774	0.6529840125106454	0.8466270465496041	0.8894128547573528	0.7242621934425134	0.8761001266506941	0.8349784094562779	0.8430188270463191	0.7973969191267901	0.7564238638026785	0.9163817314152495	0.8730312385838631	0.8713429468009464	0.9225782808464738	0.8749419469634373	0.7452580896834424	0.8423054805523768	0.8883630023244263	0.853056384335879	0.8628323428304068	0.8318772536966675	0.5960833935471529	0.7611868057404225	1.0	0.8120038121974184	0.6856988433184557	0.8703046185440125	0.7868972423799268	0.7908027856238209
HMP_2012__SRS019122__bin.50	0.9030729914911167	0.6565708041511489	0.9090325739839242	0.9130234882060573	0.758961490107442	0.8886020337090832	0.8949603338263311	0.9025696104902607	0.8240783081414401	0.7656985719679082	0.908531684968221	0.9083684599407157	0.9034729551081334	0.8469572238288604	0.9922000864718848	0.8031518628212013	0.8722969748546238	0.9114248797305665	0.8645830348142786	0.8786278631351915	0.8711294798105593	0.6097090233536389	0.773894711135311	0.877937583247879	1.0	0.692000603060407	0.8981550587921597	0.8370877166313843	0.8267958179505166
HMP_2012__SRS016225__bin.17	0.7344494785598044	0.6530280123643437	0.7127468776180342	0.7418678440397893	0.7158536115631651	0.7567262414898842	0.6865544984448275	0.7054115670168614	0.7707155719471915	0.6665334578755284	0.7965023062775044	0.7390873111404277	0.7411131279671055	0.7335142084027464	0.7474975203905746	0.7467283599911408	0.7334624495652258	0.7518717440080118	0.7204782035109344	0.7388862942598245	0.6845431259448997	0.533538523019442	0.7995801515691353	0.7162087012624342	0.6685087195585814	1.0	0.7414321068494998	0.7628650803586045	0.7815223357439309
HMP_2012__SRS042910__bin.25	0.8993552429230506	0.6823443640713106	0.8575109642877484	0.9299458905279945	0.7092658199008942	0.9169937916500541	0.8343874238195591	0.8847707467107137	0.771941675684912	0.8070125875719086	0.9551176169049382	0.8987401036623569	0.9286620721079911	0.883645269693	0.9181602779518141	0.7500438571509939	0.8841590248903571	0.9418476960756393	0.8718528222361451	0.9046386056843424	0.8107592413282452	0.6046591103263655	0.7968331719542063	0.8602825084012075	0.8211368684855044	0.7016734066184428	1.0	0.7818488352224184	0.781349888933189
HMP_2012__SRS024580__bin.29	0.7739805878195499	0.6657012087729783	0.8040783304888497	0.7851592948710665	0.8120686403065225	0.7878011421870632	0.7970163601366261	0.7907804641924583	0.863870436989953	0.6836703156354182	0.8023989109907667	0.7997434283337841	0.7802607986219215	0.7504766687952948	0.7864569248215475	0.8512884260953156	0.7666788627216595	0.7918451570677654	0.7655471294198389	0.7772451157072311	0.7608986144221002	0.5388027716103111	0.7997093399813195	0.7758770364949902	0.7633791102030985	0.7201391713803283	0.7798801453527349	1.0	0.8934511729802083
HMP_2012__SRS014271__bin.14	0.770386880673399	0.6603177046838404	0.798096896193	0.7812381494658699	0.8325139602829525	0.7924222237063886	0.7851276716410138	0.8021335772397298	0.8643263123458369	0.6798705907523102	0.7983878179622119	0.8178093930375742	0.7774369226136774	0.7472082264073199	0.7752917990624848	0.8627675602983477	0.7637307717124425	0.7873486386106391	0.780792144885833	0.7823520289246422	0.761418113445906	0.5396338460876682	0.7920916822409806	0.7767860276047404	0.751148688191859	0.7349680042653433	0.7764419022434936	0.890080246864667	1.0
