	HMP_2012__SRS018145__bin.49	Castro-NallarE_2015__ES_110__bin.14	HMP_2012__SRS022530__bin.25	HMP_2012__SRS023958__bin.38	HMP_2012__SRS042643__bin.12	HMP_2012__SRS022719__bin.30	HMP_2012__SRS024081__bin.42	HMP_2012__SRS013164__bin.44	HMP_2012__SRS017808__bin.8	HMP_2012__SRS063288__bin.51	HMP_2012__SRS058336__bin.67	HMP_2012__SRS015797__bin.32	HMP_2012__SRS050669__bin.37	HMP_2012__SRS055378__bin.74	HMP_2012__SRS019127__bin.11	HMP_2012__SRS044373__bin.50	HMP_2012__SRS021496__bin.26	HMP_2012__SRS018439__bin.28	Castro-NallarE_2015__ES_104__bin.19	HMP_2012__SRS053917__bin.2	HMP_2012__SRS016002__bin.63	HMP_2012__SRS057692__bin.47	HMP_2012__SRS023617__bin.25	HMP_2012__SRS014888__bin.28	HMP_2012__SRS019122__bin.50	HMP_2012__SRS016225__bin.17	HMP_2012__SRS042910__bin.25	HMP_2012__SRS024580__bin.29	HMP_2012__SRS014271__bin.14
HMP_2012__SRS058336__bin.67	0.9685622928274639	0.9625894412885786	0.9667697646348823	0.9683750593565688	0.9561460549083575	0.9573992694146944	0.9568225001312939	0.9826549378191031	0.9545018030730636	0.9680426189317178	1.0	0.9840215044925921	0.9829615708295157	0.9674852251521491	0.9670504712534772	0.9544148345349021	0.9683907755712237	0.9752249174085368	0.9665226946094124	0.9572083092930577	0.9708236736777566	0.9691645504719408	0.9599235008156562	0.9665560840159862	0.965730570530869	0.9588826005153276	0.9843830878406583	0.9557241660577429	0.9563374190941379
HMP_2012__SRS015797__bin.32	0.9675053726123577	0.9631735424669524	0.9654731158160024	0.967326576872408	0.9558844787549787	0.9571631985471808	0.9577915518886037	0.9823844174899251	0.9545803017372312	0.9655734734553361	0.9840215044925921	1.0	0.9822779048522562	0.968089893073339	0.9662111179600523	0.9541308294934209	0.9656532015750535	0.9744453725958458	0.9663072156193596	0.9569655964480878	0.9676347600889649	0.9682855304979567	0.9584345824274204	0.9680331060701062	0.9658149436513075	0.9587649181780279	0.9834693564557854	0.9562221966477558	0.956529983998937
HMP_2012__SRS050669__bin.37	0.9673559534396503	0.9630794530437893	0.9671537317581105	0.9675491832107339	0.9573989114638247	0.9572937464754385	0.9571020083812732	0.9792682442889457	0.9553428815802452	0.9681444846646147	0.9829615708295157	0.9822779048522562	1.0	0.9674158248715616	0.9675676960689861	0.9563179171010804	0.9687122066208875	0.9734975741795524	0.9661492810159668	0.9573001587326049	0.9671391422289523	0.9679413555024823	0.959304708231485	0.9673799761936251	0.9666571507771999	0.9597238260903461	0.9824833849754546	0.9568708031822637	0.9569983124316563
HMP_2012__SRS055378__bin.74	0.9678360945604323	0.9618978266711746	0.9670077119156353	0.9696838965806168	0.9566155333214043	0.9600477600462423	0.9595466844882606	0.9672196564858869	0.9555886412584333	0.96883193135642	0.9674852251521491	0.968089893073339	0.9674158248715616	1.0	0.9678289794470015	0.9563545000352742	0.968828802733114	0.9690229685977862	0.9687440689247746	0.9598729470215228	0.9647520427499104	0.9685280991528059	0.9605761929899412	0.9974905035106719	0.9667360554325519	0.959864519368676	0.9676798486028247	0.9563597988701968	0.9564888051957102
HMP_2012__SRS019127__bin.11	0.9764098395575284	0.9606273123861063	0.9660126415415026	0.9680778890845578	0.9554213010361758	0.9582422471160322	0.956910973398232	0.9660091657063222	0.9547301875671537	0.9673402123371725	0.9670504712534772	0.9662111179600523	0.9675676960689861	0.9678289794470015	1.0	0.9561476564041319	0.9675801199190863	0.96856449928134	0.9662527824730788	0.9582719649202615	0.968308406682535	0.9729608491186834	0.9591935500036511	0.9666567003370551	0.9994863828670385	0.9587731460234492	0.9678489144635221	0.9559998497400792	0.9558295322474201
HMP_2012__SRS044373__bin.50	0.9549901327821941	0.9634417172421179	0.9554752471581441	0.955582631308562	0.9599313848770524	0.9510637983073918	0.952469980240158	0.9548929089538387	0.9618045108668895	0.9555405124299702	0.9544148345349021	0.9541308294934209	0.9563179171010804	0.9563545000352742	0.9561476564041319	1.0	0.956590512632078	0.9551789225443466	0.9550130767964592	0.9511344483727948	0.9558050641455462	0.955998301076057	0.9632636360401817	0.9561026827341033	0.9558679342463713	0.964933490660322	0.955861402800011	0.9631588782551823	0.9711100439798049
HMP_2012__SRS021496__bin.26	0.9661387248781244	0.9614562189788696	0.9991264424866608	0.9669560701833372	0.9576653390175397	0.9579898724773728	0.957953648260587	0.9667156509708744	0.9553753020126211	0.9991451411672289	0.9683907755712237	0.9656532015750535	0.9687122066208875	0.968828802733114	0.9675801199190863	0.956590512632078	1.0	0.9683577856918191	0.9669652974129258	0.9579154127405467	0.9660477331301115	0.9679174260493154	0.9593229159775423	0.9677850549252089	0.9668967349539054	0.9601964739071426	0.9671794052507283	0.9566403054267794	0.9584409771165251
HMP_2012__SRS018439__bin.28	0.9673381674228575	0.9620970592802324	0.9663895556849176	0.9683189151274257	0.957746591858967	0.9596256983511862	0.9578633288227334	0.9746775468617817	0.9555153968483446	0.9680361933677317	0.9752249174085368	0.9744453725958458	0.9734975741795524	0.9690229685977862	0.96856449928134	0.9551789225443466	0.9683577856918191	1.0	0.9675119200777501	0.9593691526329858	0.9663127029240463	0.9683170976491525	0.9595932925117038	0.9678298128475785	0.9670601584448075	0.9598022531486288	0.9747291065201905	0.9562318116852927	0.9565648708994268
Castro-NallarE_2015__ES_104__bin.19	0.9668692880923447	0.9612470322492666	0.9663071445421579	0.9863435881982303	0.9576085177662043	0.9596607072271435	0.9586581260308638	0.9662591999822014	0.9557166858524847	0.9669537288315249	0.9665226946094124	0.9663072156193596	0.9661492810159668	0.9687440689247746	0.9662527824730788	0.9550130767964592	0.9669652974129258	0.9675119200777501	1.0	0.9597730552276007	0.9661787983323844	0.9691284543567444	0.9592700640428488	0.9686287542284041	0.9654873748182351	0.9599369148417191	0.9673145568859459	0.9569828952758663	0.9558971280940514
HMP_2012__SRS053917__bin.2	0.957803294753995	0.9567148444255251	0.9574710466500703	0.9596657156114561	0.9529929031493392	0.9995645220548508	0.9630337673104509	0.9580042485974182	0.9537460946304808	0.957827632020135	0.9572083092930577	0.9569655964480878	0.9573001587326049	0.9598729470215228	0.9582719649202615	0.9511344483727948	0.9579154127405467	0.9593691526329858	0.9597730552276007	1.0	0.9563901139353475	0.9587592952368191	0.9552948751077279	0.958858844820793	0.9576594347689825	0.9548081042732007	0.9587451535440359	0.9521203110403537	0.9526701961573021
HMP_2012__SRS016002__bin.63	0.9668867818038154	0.9598829395267666	0.9659215964893381	0.9659783608445028	0.9568821006449924	0.9561972346226615	0.9577015868313788	0.9666002335648003	0.9546368828752888	0.9653463493391361	0.9708236736777566	0.9676347600889649	0.9671391422289523	0.9647520427499104	0.968308406682535	0.9558050641455462	0.9660477331301115	0.9663127029240463	0.9661787983323844	0.9563901139353475	1.0	0.9671666441209071	0.9574784739837385	0.9647213979558193	0.9680495462314684	0.957793361022117	0.9675998454459236	0.9553088893899866	0.9561352648386349
HMP_2012__SRS057692__bin.47	0.9997782023848698	0.9612114277541388	0.9662109614025669	0.9699015412737318	0.9559051451605908	0.9590942805028495	0.9595697449799523	0.9683737488576202	0.9573948719676834	0.9673679780790199	0.9691645504719408	0.9682855304979567	0.9679413555024823	0.9685280991528059	0.9729608491186834	0.955998301076057	0.9679174260493154	0.9683170976491525	0.9691284543567444	0.9587592952368191	0.9671666441209071	1.0	0.959444676945516	0.9692332081833402	0.9730675854627495	0.961116838991903	0.9693556895252449	0.9587078379187738	0.958003994025743
HMP_2012__SRS023617__bin.25	0.9581469098422993	0.9831163192358284	0.9580259681621546	0.9602586474962337	0.9631133988457339	0.9555579665043084	0.9547821940374301	0.9586868522301455	0.9634345408383721	0.9592032018105553	0.9599235008156562	0.9584345824274204	0.959304708231485	0.9605761929899412	0.9591935500036511	0.9632636360401817	0.9593229159775423	0.9595932925117038	0.9592700640428488	0.9552948751077279	0.9574784739837385	0.959444676945516	1.0	0.9598100264491388	0.9582487397501558	0.9696555025652143	0.9603416726233024	0.9641842747269455	0.964336396882811
HMP_2012__SRS014888__bin.28	0.9674087466301511	0.961565137896407	0.9666808683827603	0.9695923708828941	0.9563751447956313	0.9591070047406831	0.9588624585084432	0.9672559403544938	0.956010255313368	0.9674197873183217	0.9665560840159862	0.9680331060701062	0.9673799761936251	0.9974905035106719	0.9666567003370551	0.9561026827341033	0.9677850549252089	0.9678298128475785	0.9686287542284041	0.958858844820793	0.9647213979558193	0.9692332081833402	0.9598100264491388	1.0	0.9663614855898803	0.9603031214653897	0.9674867154220278	0.9561877675473732	0.9560937436244192
HMP_2012__SRS019122__bin.50	0.9751939203788174	0.9599617418103563	0.9660510029949353	0.9669950106991572	0.9554489905142155	0.957568202723622	0.956517804561231	0.9659749467819287	0.9547115665204579	0.9662538301691214	0.965730570530869	0.9658149436513075	0.9666571507771999	0.9667360554325519	0.9994863828670385	0.9558679342463713	0.9668967349539054	0.9670601584448075	0.9654873748182351	0.9576594347689825	0.9680495462314684	0.9730675854627495	0.9582487397501558	0.9663614855898803	1.0	0.958664412358363	0.9669008857782988	0.95597507680583	0.9559062878637178
HMP_2012__SRS016225__bin.17	0.9591813990687734	0.968568900685689	0.9586376709286596	0.960723707907828	0.9641205688784862	0.9547393704169119	0.9562076044974078	0.9584413324027923	0.965373610790077	0.9589121248239246	0.9588826005153276	0.9587649181780279	0.9597238260903461	0.959864519368676	0.9587731460234492	0.964933490660322	0.9601964739071426	0.9598022531486288	0.9599369148417191	0.9548081042732007	0.957793361022117	0.961116838991903	0.9696555025652143	0.9603031214653897	0.958664412358363	1.0	0.9597557649473021	0.9662180286223709	0.9671338580251667
HMP_2012__SRS042910__bin.25	0.9679239619049549	0.9627176141409959	0.9659256661432637	0.9684082743617038	0.9575622079922393	0.9587693156252989	0.9582943668451958	0.9891501951857612	0.9556540332827171	0.9668777419555189	0.9843830878406583	0.9834693564557854	0.9824833849754546	0.9676798486028247	0.9678489144635221	0.955861402800011	0.9671794052507283	0.9747291065201905	0.9673145568859459	0.9587451535440359	0.9675998454459236	0.9693556895252449	0.9603416726233024	0.9674867154220278	0.9669008857782988	0.9597557649473021	1.0	0.9573349301955574	0.9569767374050164
HMP_2012__SRS024580__bin.29	0.9567131661856203	0.9631038761754068	0.9554040037193948	0.956705721629194	0.9610283849699304	0.9522368555797709	0.9528689371809184	0.956714597112678	0.9621959769185138	0.9553280425478872	0.9557241660577429	0.9562221966477558	0.9568708031822637	0.9563597988701968	0.9559998497400792	0.9631588782551823	0.9566403054267794	0.9562318116852927	0.9569828952758663	0.9521203110403537	0.9553088893899866	0.9587078379187738	0.9641842747269455	0.9561877675473732	0.95597507680583	0.9662180286223709	0.9573349301955574	1.0	0.9631614557367709
HMP_2012__SRS014271__bin.14	0.956557770891282	0.9639428516570551	0.9565186557320314	0.9564989965876736	0.961487105713299	0.9527902574908039	0.9535252551612573	0.9568348471078345	0.9625274214355408	0.9569644870020996	0.9563374190941379	0.956529983998937	0.9569983124316563	0.9564888051957102	0.9558295322474201	0.9711100439798049	0.9584409771165251	0.9565648708994268	0.9558971280940514	0.9526701961573021	0.9561352648386349	0.958003994025743	0.964336396882811	0.9560937436244192	0.9559062878637178	0.9671338580251667	0.9569767374050164	0.9631614557367709	1.0
