	HMP_2012__SRS018145__bin.49	Castro-NallarE_2015__ES_110__bin.14	HMP_2012__SRS022530__bin.25	HMP_2012__SRS023958__bin.38	HMP_2012__SRS042643__bin.12	HMP_2012__SRS022719__bin.30	HMP_2012__SRS024081__bin.42	HMP_2012__SRS013164__bin.44	HMP_2012__SRS017808__bin.8	HMP_2012__SRS063288__bin.51	HMP_2012__SRS058336__bin.67	HMP_2012__SRS015797__bin.32	HMP_2012__SRS050669__bin.37	HMP_2012__SRS055378__bin.74	HMP_2012__SRS019127__bin.11	HMP_2012__SRS044373__bin.50	HMP_2012__SRS021496__bin.26	HMP_2012__SRS018439__bin.28	Castro-NallarE_2015__ES_104__bin.19	HMP_2012__SRS053917__bin.2	HMP_2012__SRS016002__bin.63	HMP_2012__SRS057692__bin.47	HMP_2012__SRS023617__bin.25	HMP_2012__SRS014888__bin.28	HMP_2012__SRS019122__bin.50	HMP_2012__SRS016225__bin.17	HMP_2012__SRS042910__bin.25	HMP_2012__SRS024580__bin.29	HMP_2012__SRS014271__bin.14
HMP_2012__SRS058336__bin.67	0.8079858988466397	0.5971991278477401	0.7573246525655133	0.8248858866202062	0.6187370094143538	0.8155296083465786	0.723952602192607	0.7785008354729592	0.6947008599258263	0.7233422993846028	1.0	0.829504421893467	0.8318468027876268	0.828798345355993	0.8121724334678241	0.653101438643681	0.7814219342217875	0.8433467824102376	0.77701736153564	0.801221624485471	0.7517820026898154	0.5315543872519053	0.7200472755430574	0.7830908424012716	0.7174624037168358	0.6464798060072543	0.8409300240453192	0.687632962464849	0.6872274524187961
HMP_2012__SRS015797__bin.32	0.7998203558454973	0.6120149718174956	0.818397194549764	0.8207784727157165	0.6858952855547562	0.8107479729342025	0.7899796520994531	0.8747622032230016	0.7282098702766168	0.7115243711351127	0.8983774645897978	1.0	0.847759303316134	0.7953458039627648	0.8181367767336544	0.7277353801879423	0.8177847712957773	0.8392714480554734	0.8111209442132071	0.8017547305558376	0.7767656548625304	0.5647502416589056	0.7028963757784948	0.8092240873238318	0.7769609682246126	0.6496067249590615	0.8561975026372821	0.7426487140215131	0.7625464007168111
HMP_2012__SRS050669__bin.37	0.8670233082586392	0.659010079432423	0.8396519428123149	0.8871581581192378	0.6915904095584217	0.8619184085154851	0.8057427834969021	0.8466048528567541	0.7421225130195528	0.7765680070078015	0.9336580311828867	0.8785710855002092	1.0	0.8415422652306468	0.8843381126966084	0.7269153094388041	0.8646972853917987	0.9072895772676435	0.843723054614651	0.8524393507262817	0.7983061430332526	0.5946350522726181	0.7548836188067068	0.8364488011948027	0.8015584581921976	0.6757370885146617	0.9159384027061457	0.7514003023601012	0.7516164372282589
HMP_2012__SRS055378__bin.74	0.7649624984781472	0.5676014679357129	0.7021158613379822	0.7956624893726079	0.5852467754625154	0.7765613186457915	0.6918705949395709	0.7092253436829553	0.6573063768445111	0.6820253584155134	0.832235041593899	0.7374167073346654	0.7528848701744478	1.0	0.7757448893881589	0.610237900119395	0.7322920279468441	0.7927814558018144	0.741531592640678	0.7661359876492055	0.6860062183672029	0.5131124881960495	0.6795146849841471	0.8169919595018349	0.6723100548685478	0.5984365072788045	0.7679724419317249	0.6462334271510815	0.6459428683676632
HMP_2012__SRS019127__bin.11	0.8848344865305017	0.6368577124428809	0.8007736793701403	0.8928242181389761	0.668783357573216	0.8602373844445407	0.785592967438682	0.7997430683365007	0.7205890346979777	0.7625423365915729	0.8843186263252892	0.822519683117615	0.8578954900505543	0.8411671975034585	1.0	0.7043244616471804	0.8283372549802697	0.891855732205319	0.8364667680637049	0.8553228452852042	0.7708293811785354	0.5823007808903192	0.7431925867005692	0.8141804978217386	0.8829574210095994	0.6605240474058888	0.8654170646555884	0.7340524313656317	0.7262424187963928
HMP_2012__SRS044373__bin.50	0.7149965344498228	0.6184874423112684	0.7270476330010538	0.7106541719025589	0.7441995706098805	0.7244464981038087	0.7062171406675269	0.7166036481255037	0.7926056992804053	0.6108812640523834	0.7224190103741104	0.743261899797702	0.7163872625534625	0.6722186846687441	0.7155183392407346	1.0	0.7026884780317929	0.7111849927589724	0.7061912194792096	0.7161370667357899	0.7245366587588259	0.4997312085472301	0.7322803320166121	0.6968325434884285	0.6943959517865896	0.674638371247767	0.7092983810527383	0.8132367111647066	0.8341539831286874
HMP_2012__SRS021496__bin.26	0.8067807797140156	0.6216452978802252	0.8828148469758069	0.8288797668620447	0.6295229136104588	0.8087400419700946	0.7516089632684924	0.7638085777751464	0.7014641291643916	0.8060330366481814	0.8408820298263965	0.8125467339416146	0.8290277805187714	0.7847596367854504	0.818645992996213	0.6836027181885759	1.0	0.837124675740452	0.8009095713305222	0.7988362837388907	0.7352254960650296	0.5432704220472371	0.7154453895390526	0.77554441615739	0.7421591135845838	0.6414900918561789	0.8230491251844689	0.707693859516401	0.7089744517464516
HMP_2012__SRS018439__bin.28	0.8787868709611975	0.6456729314180999	0.8189762879546268	0.8998959015820964	0.6617854597014958	0.8751783475290761	0.7847413226374703	0.818730176679072	0.7327131772633091	0.786822182386193	0.9176269995155378	0.843183881706948	0.8795518114122463	0.8590458642773918	0.8912387711730528	0.6995746265926559	0.8464487362407722	1.0	0.8453811454373519	0.8633993731922739	0.7730632317514585	0.575454723839868	0.761474938222744	0.827100177266635	0.7842191676339283	0.6646423459947607	0.8934360349034568	0.7387495551704987	0.7375932756191307
Castro-NallarE_2015__ES_104__bin.19	0.8003432294553278	0.599850750828071	0.7686659655155861	0.8641821625419491	0.651155153678643	0.8078646021985887	0.7406468336919095	0.7581312432630581	0.6820534416771766	0.7265445325489751	0.832028130414101	0.801960095484558	0.8049385329068239	0.7907511335518249	0.8226127769510402	0.683629940605812	0.796968758046145	0.8319550332319429	1.0	0.7982157741537091	0.7238835769178738	0.5373679341208918	0.6999131561835852	0.7822598593915696	0.730909634426809	0.6268639781450335	0.8077129528206785	0.7034240029326153	0.7193319135751287
HMP_2012__SRS053917__bin.2	0.8116447395244338	0.6173143238493347	0.7592985603405914	0.8343586981479056	0.6297624744374084	0.9924798235242365	0.75777070596743	0.7548287279539413	0.6855227214691436	0.7325214103469216	0.8437350460180295	0.7795694540710237	0.7997834824350394	0.8034561267604122	0.827223704059758	0.6817749719428429	0.7817389214463975	0.8356129550034013	0.7849941954408998	1.0	0.7094297798559268	0.5374302862795672	0.7100113086973968	0.7702703572647116	0.7245570402542418	0.6288537015061811	0.8169031765208267	0.6987744977071455	0.706437374064672
HMP_2012__SRS016002__bin.63	0.8370849860191031	0.6342611990711163	0.8652629984473814	0.8403282609571998	0.7140347683959655	0.8174066749163529	0.8214513014022431	0.8442580596298392	0.8023984354099658	0.724552507460754	0.9013482495477129	0.8599051815439943	0.8527577609553673	0.8190900017957116	0.8487864288183607	0.7853306246999512	0.8191657392895579	0.8518354737319161	0.8105170061212997	0.8077122757040228	1.0	0.5851662010439558	0.7363834369430393	0.8506884171718887	0.8267688064137442	0.6653893090419574	0.8412542128980952	0.781457018361456	0.7856311315303738
HMP_2012__SRS057692__bin.47	0.9501536856036588	0.6966959754932366	0.8457390472010906	0.8874250793480758	0.7235628797865852	0.8757902411801395	0.8170631622778297	0.8403155608617452	0.7853999540411798	0.8777478104768832	0.9013975973558128	0.8842701618407026	0.8984102740424238	0.8665310939063098	0.9068919224781824	0.7661197106322102	0.8561212483521343	0.8968500930406943	0.8510070337728217	0.8654408677578143	0.8276509686771634	1.0	0.8001309653598352	0.8661889944175584	0.8226922538654651	0.7360598777771827	0.8889990825513711	0.7854500595218554	0.7890611096808972
HMP_2012__SRS023617__bin.25	0.7720831651891175	0.7095184850716844	0.7262153502468107	0.7819891239117841	0.7139551797861552	0.7739945168604806	0.7130740848233127	0.7076186963263428	0.7889234106469111	0.6919763700043824	0.8171658574545605	0.7365468246470707	0.7632814659015094	0.7679817953292717	0.7746223837434512	0.7513080560061886	0.7545294871957938	0.7942273248129985	0.7417987056460612	0.7651754731838402	0.6970316812610065	0.5354779477656381	1.0	0.7330513521107545	0.6881964494879359	0.744785409437429	0.7767499621314173	0.7846485968967419	0.780240809497325
HMP_2012__SRS014888__bin.28	0.8337003783386978	0.6278866620339479	0.8184181685549029	0.8623679185379047	0.6926663601235853	0.8402737683248804	0.8006294504927162	0.8154149682912298	0.7623196322404957	0.7317794134424903	0.8857343377805128	0.845123141582569	0.8429197191327826	0.9202630738895592	0.8457684954381549	0.7125432588756322	0.8151706557601864	0.8597841982803625	0.8262949428458493	0.8273344235203822	0.8025297871138969	0.5777438198725195	0.7305947281504505	1.0	0.7846892102597434	0.6584787396239201	0.8420081568117675	0.7524215174804464	0.756081595775698
HMP_2012__SRS019122__bin.50	0.8806712909604485	0.6302828527747633	0.8781718298522377	0.8828891577463982	0.7251489895623202	0.8508970523553622	0.8560454936809486	0.8718596314603158	0.7867570925012429	0.739859177919018	0.8773968224697318	0.8773158329522673	0.8733485925890853	0.8187840856844175	0.991690475508147	0.7677071120010267	0.8434210968971046	0.8814026886027813	0.8347440045952206	0.8414262627823264	0.8432964976394671	0.5932880871895765	0.7415836316447226	0.8484050672026096	1.0	0.6633963514845379	0.8684269219123992	0.8002349941999045	0.7903393211583245
HMP_2012__SRS016225__bin.17	0.7044702783903243	0.632502624052693	0.6832660067214267	0.7127300259034927	0.6901691912139976	0.7224763353780081	0.6564886323148478	0.6760956021839822	0.7440284745827996	0.6391470143576609	0.7637522027598294	0.7086109853919708	0.7112639267383748	0.704074263098597	0.7166805492695986	0.720543202981309	0.7042680578158251	0.7216481939776788	0.6916136238889905	0.7054946218956735	0.6556508613633518	0.5127928587248548	0.77531729371094	0.6877774514429883	0.640875518792069	1.0	0.7115937388658314	0.7370939940489374	0.7558367117008675
HMP_2012__SRS042910__bin.25	0.8705074898900722	0.6569049382012873	0.8282918494047958	0.9005672950959731	0.6791661445577263	0.8791855100529703	0.7995887680127584	0.8751711568035541	0.7377091758273053	0.7802825084012075	0.940201628979894	0.883883351369824	0.9123950561029789	0.8550857207951245	0.888640428319189	0.71693797345788	0.8551403998405195	0.9180463632739079	0.8433559264111181	0.8673178789086974	0.7844905166030643	0.5861297488181352	0.7652321011562341	0.8323118983881073	0.7939579654838527	0.6734350971122629	1.0	0.7484912000911318	0.7477336674830551
HMP_2012__SRS024580__bin.29	0.7404774187390492	0.6411394145439092	0.7682196562530538	0.7511663897934928	0.7804210138785046	0.750173282458361	0.759452131999191	0.7565512132044643	0.8312126590505713	0.6531294243840803	0.7668720300522915	0.764732417795938	0.7466087770689925	0.7177257160258435	0.7518527019564442	0.8199260055495838	0.7334359013983042	0.7571875291171344	0.7326155083823258	0.7400308613217645	0.7268932102819562	0.5165544402351642	0.7710671699622528	0.7418841314174165	0.7297714035083732	0.6958114505048486	0.7466065045121616	1.0	0.8605377323973429
HMP_2012__SRS014271__bin.14	0.7369195573008346	0.6365085312525823	0.7633945702904349	0.7472535060601155	0.8004514381383724	0.7550121745666454	0.7486390634356616	0.7675093587382372	0.8319377767011282	0.6506120111070989	0.7635281452661822	0.7822592056364112	0.7440058229633495	0.7146963037087432	0.7410467976531556	0.8378422434256774	0.7319908670940312	0.7531500488454254	0.7463569689347622	0.7453234608597021	0.7280187095525351	0.5169713798634592	0.7638428388531117	0.7426802611277576	0.7180277541631811	0.7108124414901986	0.7430368383935232	0.8572909862927172	1.0
