	VatanenT_2016__G80538__bin.7	CM_madagascar__A36_01_1FE__bin.40	VatanenT_2016__G80592__bin.2	Obregon-TitoAJ_2015__HCO64__bin.28	KarlssonFH_2013__S146__bin.10	SchirmerM_2016__G88822__bin.11	GeversD_2014__SKBSTL001__bin.17	HanniganGD_2017__MG100147__bin.4	LiJ_2014__V1.FI22__bin.51	ZellerG_2014__CCIS44743950ST-4-0__bin.22	CosteaPI_2017__SID713B029-11-90-0__bin.28	VatanenT_2016__G80490__bin.11	CM_madagascar__V54_01_1FE__bin.21	NielsenHB_2014__V1_CD18_0__bin.38	CM_madagascar__V40_01_1FE__bin.34	ZellerG_2014__CCIS41692898ST-4-0__bin.36	DavidLA_2015__LD-Run2-32__bin.2	CM_madagascar__V01_01_1FE__bin.20	ZeeviD_2015__PNP_Main_637__bin.11	BackhedF_2015__SID385_12M__bin.34	LiJ_2014__V1.CD3-0-PN__bin.37	LiJ_2014__O2.CD1-0-PT__bin.3	LiJ_2014__V1.CD2-0-PT__bin.7	DavidLA_2015__LD-Run1-01__bin.5	FengQ_2015__SID531281__bin.24	ZeeviD_2015__PNP_Main_82__bin.27	BritoIL_2016__W2.23.ST__bin.46	HeQ_2017__SZAXPI029476-50__bin.8	BackhedF_2015__SID590_12M__bin.4	VogtmannE_2016__MMRS16644320ST-27-0-0__bin.23	CM_madagascar__A66_02_1FE__bin.29	ZellerG_2014__CCIS79210440ST-3-0__bin.35	CM_madagascar__A24_02_1FE__bin.4	BackhedF_2015__SID172_4M__bin.7	GeversD_2014__SKBSTL021__bin.25	BritoIL_2016__M1.64.ST__bin.55	GeversD_2014__SKBSTL038__bin.22
CosteaPI_2017__SID713B029-11-90-0__bin.28	0.9314343255297839	0.9012126845507015	0.5419143555046367	0.4653667956449997	0.9007815558581863	0.8408402566116407	0.9514842115628955	0.7804131870137793	0.9407816519314325	0.921912265911531	1.0	0.8665782792801232	0.886339345116717	0.6540066146430038	0.942660484353271	0.7715930625508888	0.9293963717938556	0.8906206091524178	0.9215327765888713	0.8707334471801301	0.8610126360337121	0.9016684320125664	0.8021221379179486	0.911929655169101	0.9020701382734196	0.8785694213268196	0.7270505033037188	0.7558442556605156	0.9218720352396668	0.942825610245251	0.8919175979766975	0.7349074934730239	0.907154214373038	0.8574333071533737	0.8158443997703849	0.9074340277027205	0.9372419532651693
VatanenT_2016__G80490__bin.11	0.9687584202564896	0.9210309965698616	0.5833277981569742	0.4743215858092282	0.9042393602422276	0.8683707908116908	0.9673673155564356	0.8293289987680578	0.9410321996874401	0.9446697504909597	0.9043408732879072	1.0	0.8761797758441562	0.6665666157430442	0.9441346138180561	0.7871346626947077	0.932016337334117	0.8798405117260101	0.925108437237993	0.8812961586711566	0.8926104768982627	0.9291307350171131	0.8147299189023557	0.9262000157909183	0.9259575124040169	0.8924337690039315	0.7436720401741012	0.7334373946488839	0.9438883506887221	0.9420385574118936	0.9187363004385113	0.7358442564294728	0.892643687956417	0.8791180145552162	0.8201652532123866	0.9232009945771982	0.9810471383973722
CM_madagascar__V54_01_1FE__bin.21	0.8740957676527747	0.8704049036267874	0.5218711565724372	0.4609273046482589	0.8402213814276192	0.8027928515768028	0.8896607691079962	0.7479667974801198	0.8860790466891365	0.8815837033977073	0.8661536619943105	0.8204720315829993	1.0	0.6268466055786618	0.8874221925962089	0.7390388966605015	0.8938961676039544	0.9633782965459615	0.8720942514059317	0.8248130509890812	0.8240772253152198	0.854815257292537	0.7563266925164065	0.8786861697633153	0.8539820256682283	0.8103113000291045	0.696564034437111	0.7057806324110671	0.8777860448959282	0.882208627115939	0.8807598602987429	0.6910676396308432	0.8843316074094242	0.8155465764742332	0.759643775877123	0.8654958784373739	0.8768278285279731
NielsenHB_2014__V1_CD18_0__bin.38	0.8720148639468138	0.8692116435280542	0.5094093760651194	0.3697352668624103	0.92474044899445	0.8058110983414859	0.8821804989531398	0.7393383719681049	0.8746866954846279	0.8982578607262405	0.8418008314597537	0.822141190491464	0.825645409233856	1.0	0.8893790638774095	0.7107010060523902	0.9080100071954734	0.8420813853643607	0.8779211805831966	0.8240169599859027	0.8197151334485949	0.8493912443995489	0.8729600910138507	0.8756983898679078	0.8865750705828798	0.7770802144575687	0.655396334559372	0.6441023009284557	0.8843576899979828	0.8705618574987112	0.8747485255462493	0.6485726143836819	0.8365591879858008	0.8946848560402947	0.8107876454262372	0.8906898611837829	0.8783076184683303
CM_madagascar__V40_01_1FE__bin.34	0.8933472398784621	0.868925258429038	0.5300004276373702	0.44660280985520867	0.8571774489598137	0.8040532247467637	0.920373921673495	0.7541135105084942	0.9088860268656236	0.9029618608556857	0.8718820653885307	0.8367813678953188	0.8399197818938338	0.6390901653956951	1.0	0.7368469574711859	0.8997795723737373	0.8492078434247422	0.9185695141206415	0.8371034843559698	0.8515626258267425	0.8749649420662438	0.7688264575353314	0.8781772207014252	0.886092399662111	0.826865179266141	0.6927836471469645	0.7081436039611438	0.9081307193027178	0.8980767981179513	0.8768076703704506	0.6977036983968041	0.8714094427885066	0.8451697248292366	0.7732261240892574	0.8799155388425245	0.9042025646024
ZellerG_2014__CCIS41692898ST-4-0__bin.36	0.9236718933160663	0.9048736784522121	0.538222315876436	0.48158066604892097	0.8956716867806147	0.8484692652919965	0.9352992810333471	0.7838459971196677	0.9279554106706261	0.9324670938787358	0.8966206334498119	0.8764862179451397	0.8788055552454422	0.6416233128286426	0.9257532961941657	1.0	0.9286147890547375	0.8841615218871758	0.9178233117122347	0.8819517321067732	0.8767171748183046	0.9071260312817478	0.7932712703604881	0.9126948131691469	0.9143129067911089	0.8670574559298003	0.7465279715985844	0.7509789501300616	0.9277586437877485	0.9191015986960356	0.9041633639601219	0.7311982963616268	0.8907804249048262	0.8626769506436092	0.7989209918167305	0.9134169894946021	0.9309083094235986
DavidLA_2015__LD-Run2-32__bin.2	0.9090378672530955	0.8897614150109128	0.5410617263229047	0.4531253657330732	0.8976227136152325	0.8301691178275641	0.9298831538137003	0.7694081875110969	0.9177326804516279	0.9294241498864765	0.8836470716519974	0.8491355711487487	0.869701116509926	0.6707200595563304	0.9249357308866826	0.7597890865536399	1.0	0.8659069124050378	0.9028909825709814	0.8534852613496429	0.8593135836046537	0.8863166019551055	0.7866117003754812	0.9090081804319319	0.900811763288706	0.8374166984943644	0.7250440877839301	0.7195714364824771	0.9147771290446153	0.9241353285160757	0.8840781014592786	0.7070304672420201	0.874284304977281	0.8603263609266627	0.792015843628095	0.9170373237559081	0.9160690766656447
CM_madagascar__V01_01_1FE__bin.20	0.8540363305513672	0.8522115057236784	0.5072274851006973	0.44796903119483394	0.8352891022651519	0.7881761193432004	0.8679259426687992	0.7372790139422568	0.8697828120842429	0.8637567129119661	0.8487443957735478	0.8034590988031919	0.9394769293273784	0.6234635049340082	0.8749751797501094	0.7250957761227765	0.867915642622735	1.0	0.8639472637641519	0.8122742215597131	0.8087373001862591	0.8422662390240134	0.7451047600518436	0.8626912303691135	0.8447331000563642	0.7922927044201503	0.6822739068360834	0.6888939753313896	0.8588670521554277	0.864300898679019	0.8606821491618337	0.6749225350702263	0.8696351780906576	0.797899362827706	0.7563747271203074	0.8439909245149679	0.8616251756014798
ZeeviD_2015__PNP_Main_637__bin.11	0.9163516221506833	0.8923179777157224	0.5478759428142018	0.45493974338754417	0.8899174544712355	0.8365597370789227	0.9421479696443978	0.7728246852647301	0.923229063262485	0.9253877946729258	0.8898849836254163	0.8560347066954884	0.8617704496748276	0.6586450147974283	0.9590310699607567	0.7627140756477934	0.9170236526918332	0.8754395160916234	1.0	0.8669518689291115	0.858504230487341	0.897964425869059	0.7927612047611537	0.9105689124122127	0.9110437985323178	0.8475331434561968	0.7166907105548803	0.7218153058289807	0.9246687973726447	0.9239845902643127	0.903692630973476	0.7139573611407471	0.8977475670059097	0.86681850652664	0.7999129085528208	0.9086803848259098	0.9305466003024427
BackhedF_2015__SID385_12M__bin.34	0.9374100073700724	0.9249314507412422	0.5642839715462109	0.47785375399633645	0.922102253118375	0.8875204320404735	0.952556580792049	0.811913349185942	0.9624290646328806	0.9508588093856545	0.9165917649869728	0.8889723236713327	0.8884875170187994	0.6739065302887223	0.9527247145203069	0.7989417688426711	0.9449501097925888	0.8972412162768619	0.9450670449043471	1.0	0.9069746421469539	0.9397019355605364	0.8216404542391822	0.9311012000702875	0.9463071891706709	0.8725122845075515	0.7546416918551219	0.747800671776415	0.986810983557027	0.9461226213185983	0.9189247784869734	0.7469378802761438	0.9023288417608785	0.9079714349644833	0.829827176225638	0.9327749523726451	0.9506034483848417
LiJ_2014__V1.CD3-0-PN__bin.37	0.9043338879685248	0.8940519907053293	0.5375321271528364	0.46403752668955295	0.883532047401371	0.8437499622388894	0.9152676930438597	0.779656367852426	0.9359396353908003	0.9129512754796869	0.8663468149560581	0.8606367308665963	0.8485066538097638	0.640793357911285	0.9263954391828616	0.7591390950142042	0.9094023352679106	0.8538971278597244	0.8945437914088338	0.8669352841025121	1.0	0.8998019505275076	0.7889927269080236	0.8911857713718823	0.9188021329891937	0.8421597663523734	0.7250441351859841	0.715209329471429	0.9273041225465851	0.9029521334121181	0.8779313194879956	0.7176465825892884	0.8639645420151262	0.8721547758440061	0.8003089765107767	0.8974510948305342	0.9157969527690071
LiJ_2014__O2.CD1-0-PT__bin.3	0.9389966366704836	0.9171889519721341	0.558018932967224	0.4693787133016385	0.9094754764716815	0.8599242201691857	0.9595087500524584	0.803518006702678	0.9537329360487773	0.9372484247507479	0.9002661886462149	0.8889483749902577	0.8733763391866858	0.6588774513036649	0.9445224491753548	0.7794195408845377	0.9307543810214689	0.8824483360211992	0.9284534079940527	0.8912991085078448	0.8928710603780599	1.0	0.8054083058051906	0.9255619038483445	0.939722060683817	0.8725256146619584	0.7332028369474637	0.7370625723175799	0.9601850130995989	0.9511160138849754	0.9068465638283203	0.72721898812343	0.8922493540129137	0.8874705483845826	0.8172357148424151	0.9138669896102495	0.9549451735322154
LiJ_2014__V1.CD2-0-PT__bin.7	0.9199316804173551	0.8908712871813125	0.5320692970945583	0.431414125047149	0.9151025590624385	0.8367428931165098	0.9294869921852172	0.7819630457996207	0.9306531001471581	0.9222399897998756	0.8870993662110257	0.863417944781202	0.8559458224647113	0.7500650789181493	0.9193008133536628	0.7549758809560492	0.9149856826380072	0.8646989369557941	0.90792727630118	0.863222708026754	0.8672064675163229	0.8921210680380167	1.0	0.8984171213336662	0.9196580833328907	0.8390917108052255	0.7136275254604666	0.7212384385309696	0.9300647336014408	0.9069019513050315	0.8896693194073303	0.717879569469753	0.8892144310508784	0.93299527712994	0.8247730206711894	0.8995872137191672	0.9259939808641418
DavidLA_2015__LD-Run1-01__bin.5	0.9172075841092634	0.9011379659950356	0.5449027513955087	0.45945216813695217	0.8783203785062521	0.8393364487070423	0.9299332253440701	0.7779905839577677	0.9152247380871916	0.9177290790225029	0.8849238442623906	0.8612415657666267	0.8725361550383983	0.6601944972089825	0.9213492442693827	0.7621662723893207	0.9277575136054819	0.8784474018482479	0.91502779363951	0.8583229422801273	0.8594696484133736	0.8995513395718497	0.7882987029634896	1.0	0.89461024810339	0.8439605644963932	0.7218812273484752	0.7246168906084302	0.9133753248418035	0.9222937618720211	0.9019269091375232	0.7181917236717903	0.8887963081656198	0.8564146787707869	0.7952121522881682	0.8987012154618872	0.9265752642435119
FengQ_2015__SID531281__bin.24	0.9191307565314634	0.911936160108788	0.5477768101972254	0.4571234812160406	0.9181332582312759	0.8556685359694469	0.9395579662582796	0.785807714379648	0.9405148104635391	0.9367752229199539	0.8851421656023936	0.8706416158883273	0.8574850080660081	0.6758666687091912	0.940046404587196	0.7720530789290415	0.9296701833440763	0.8697772744787733	0.9257396983112642	0.8820925192930194	0.8960091819335559	0.9235237555428029	0.8159571446920482	0.9046113527443871	1.0	0.8533571444563722	0.7292478521086513	0.7233547759134504	0.959440764626931	0.9269575535897566	0.8983082004612177	0.7140844638903259	0.8704389346034694	0.8995172178929867	0.8256664031024377	0.9183276908591919	0.934919275108028
ZeeviD_2015__PNP_Main_82__bin.27	0.9594896142433235	0.9214230829298766	0.5371919412775261	0.47295767608933315	0.8872047477744807	0.8375486490707481	0.9600580977666718	0.7949592378572544	0.9346568795876933	0.9282186475089802	0.9140502889270654	0.8897042011557083	0.8626824925816023	0.6281055755114789	0.9300927690145244	0.7762854911760112	0.9163423395283461	0.8649589255036702	0.9131194752459785	0.8623326565672341	0.8707755739497111	0.9091763235983132	0.7893537404341715	0.9048396064344838	0.9047990004685303	1.0	0.7281405591129159	0.7767477744807122	0.9225419334686865	0.9482211463376542	0.8936061221302515	0.7381927221614868	0.9149686084647821	0.8557894736842105	0.8087227861939715	0.9063982508199282	0.978792441043261
BritoIL_2016__W2.23.ST__bin.46	0.9313192613322433	0.9185971122301232	0.5611423805609335	0.4962873455306648	0.8895816581842357	0.8783531057077103	0.9408790284060367	0.8071560872110696	0.9393345222212739	0.933743454752632	0.9065098352776293	0.8885155521216559	0.8887386557780104	0.6348699036162258	0.9339059161399773	0.801002019911627	0.950811633133738	0.8926527024740548	0.9253725756194121	0.893836349724714	0.8984421674894549	0.9156046782890196	0.8045402342738126	0.9275324885341192	0.9266385765687256	0.872628026311258	1.0	0.7653593391340284	0.9413065189690515	0.9345003601102642	0.9106275202103463	0.7466553168296521	0.8917026402595789	0.869665539169665	0.8138462022217531	0.9216853759296609	0.9390215781663874
HeQ_2017__SZAXPI029476-50__bin.8	0.9259386154666094	0.9202313079333515	0.5343483472992925	0.504292796968842	0.8814498322741299	0.8529050837285752	0.9628353211125592	0.8078519891974687	0.9540743129360163	0.9306874894564846	0.9396082365569245	0.8736815940451718	0.8978200861993034	0.6220741278180111	0.9517730274109008	0.8033815386590589	0.9408286717932411	0.8986337096901811	0.9292177420679174	0.8830994725629737	0.8836197437309937	0.9176874282481119	0.8107026571898192	0.9282787160573448	0.9164169812926313	0.9281122591413212	0.7630832896663845	1.0	0.9403442299165625	0.9626599068737003	0.9033064464359559	0.7562973711750366	0.9173604859646216	0.8554541885188022	0.7893745250752788	0.9104334896386168	0.9392469578692321
BackhedF_2015__SID590_12M__bin.4	0.9047051354880762	0.8865172786054901	0.5377625060258415	0.450131493480775	0.8973179630052937	0.8300978619295819	0.9256535633375353	0.7646532623283625	0.9393947452398681	0.9147040717714503	0.8686728663994551	0.852279182612986	0.8464072405153821	0.6474203740208715	0.9251912992506456	0.7523158468881762	0.9066152989609525	0.8492340108680154	0.9022953646850607	0.8833419713158628	0.8684114636967095	0.9061841542434372	0.7924411617596137	0.8869320149282444	0.9213636168175862	0.8355601599648748	0.7113916129338889	0.7127840632617173	1.0	0.9121715209110846	0.8798588651727861	0.7063463144482139	0.8622922640642575	0.8860787784006681	0.7882700346500032	0.8909588613253003	0.9229591917564225
VogtmannE_2016__MMRS16644320ST-27-0-0__bin.23	0.9231828282639659	0.8744001045732106	0.5381706365441496	0.44890597068894394	0.8839503322519513	0.8157095218774739	0.9616451720053893	0.7648160943150766	0.9283509404515549	0.9011019232303615	0.8885203173638497	0.8507075950821166	0.8507704069131493	0.6373946557883365	0.9150546378049133	0.7453823401424753	0.9159962493980532	0.8547060491188518	0.9017323050300959	0.8470181073493803	0.8457041517488568	0.8977293240145474	0.7727954603456462	0.895696144655081	0.8902728240368994	0.858917837032158	0.7063297915382843	0.7297840687693351	0.9122773363030314	1.0	0.867543429288308	0.7016121137426061	0.8789168976840542	0.8456979271529886	0.784536179897611	0.8857696118624953	0.9462743813176111
CM_madagascar__A66_02_1FE__bin.29	0.8538301062543302	0.9111648087680289	0.5065681647983289	0.4396261236536897	0.8271810872896437	0.7830827106914195	0.8630737220113326	0.7349372303327295	0.8498445386900592	0.8611045637330933	0.8161216043145665	0.805557707490988	0.8246938162166557	0.6218507340663832	0.8674252101708344	0.7119617025087538	0.8508302166898252	0.826397050218481	0.8563036415692389	0.7987656498359675	0.7983777520278099	0.8310743505596223	0.7360833419868609	0.8504659443855638	0.8376889422202589	0.7859271114744677	0.6682869366896933	0.6648914572925063	0.8543927229052557	0.8423360238936259	1.0	0.667987497163566	0.8491165435118597	0.8060477993392551	0.7344938400619317	0.8394866782376693	0.861638610007214
ZellerG_2014__CCIS79210440ST-3-0__bin.35	0.9379084354835928	0.9176085781478536	0.5529150963977086	0.4963636731661495	0.8851743870047327	0.8608262532226905	0.9446465667242172	0.8023001707023235	0.9508606710692923	0.931845016984019	0.9175433559162187	0.8803501909062217	0.8829163483646837	0.6291081572020712	0.9418082751268647	0.7856130252544979	0.9284407163650076	0.8842267904439685	0.9230879952860069	0.8859060754883609	0.8904761297877428	0.9093583406864527	0.810426710827865	0.9240378408892415	0.9085959152890657	0.8858693411280147	0.7476634322937009	0.759577359939006	0.9358925437494986	0.9295120102616311	0.9114484508220625	1.0	0.9156714029002152	0.8732004848935566	0.8193014324151493	0.9138519275418491	0.9417370554486427
CM_madagascar__A24_02_1FE__bin.4	0.8490769455137819	0.850352078764381	0.487844958765922	0.4530817554682964	0.8056987504574685	0.7548249512262908	0.8615833775896845	0.716325502940181	0.8527603580499322	0.8410733793232493	0.8314347588005933	0.7839725051112646	0.8294062127661916	0.5956847993880241	0.8635090104096441	0.7025824612768393	0.8427948367284605	0.8363729420796724	0.8520757375217728	0.7856356266836905	0.7869745991475263	0.8190477500804869	0.736922454617749	0.8394691439216538	0.8130413606557828	0.8060449130878642	0.6554795783309898	0.6763516990311299	0.838717932490032	0.8547889040843338	0.8505193815301049	0.6721911434098395	1.0	0.7772143539168934	0.734091515713527	0.8264833674084306	0.8581784361043772
BackhedF_2015__SID172_4M__bin.7	0.904914510360883	0.897087263733676	0.5378215241351288	0.4351284144304412	0.8968676371720395	0.8302664924295944	0.9373710456542614	0.7692243399916786	0.9469955696441927	0.9272450410152604	0.8711646186489794	0.8558993524676874	0.8479177571735526	0.7062244607862875	0.9284133323084094	0.7542714315869361	0.9193592273049502	0.8506752906696536	0.9120212598511664	0.8763575666841148	0.8806659077348814	0.9030873393828249	0.8571317015079803	0.8966840049635603	0.9314008636204463	0.8357431247735101	0.7086702465796213	0.6991689574937193	0.9554029964383892	0.9117570979034204	0.8950154531689063	0.7105913689201572	0.8615760890122052	1.0	0.7942147923369852	0.9060461972270927	0.9197313723121674
GeversD_2014__SKBSTL021__bin.25	0.9000143784418798	0.8835404237320374	0.5273077560410411	0.43814078364442566	0.9035458011403459	0.8264818660767422	0.9073286853784142	0.7655669200410333	0.9096285913060074	0.896022587693988	0.8760558966763877	0.8439204014615719	0.8347175538853064	0.6764012371907748	0.8976944845457541	0.7382575520670461	0.8945002782196265	0.8522702141227249	0.889496193581541	0.846489177804586	0.8540826715273967	0.8789167552692476	0.8008057085638128	0.8799599982720079	0.9035586966039152	0.8346995002363093	0.7009045522920719	0.6818566630537877	0.8982844520040517	0.893925785317612	0.8619508386242346	0.704651329232146	0.8600577845722542	0.8393876460169459	1.0	0.8921436322523281	0.910804657583532
