	VatanenT_2016__G80538__bin.7	CM_madagascar__A36_01_1FE__bin.40	VatanenT_2016__G80592__bin.2	Obregon-TitoAJ_2015__HCO64__bin.28	KarlssonFH_2013__S146__bin.10	SchirmerM_2016__G88822__bin.11	GeversD_2014__SKBSTL001__bin.17	HanniganGD_2017__MG100147__bin.4	LiJ_2014__V1.FI22__bin.51	ZellerG_2014__CCIS44743950ST-4-0__bin.22	CosteaPI_2017__SID713B029-11-90-0__bin.28	VatanenT_2016__G80490__bin.11	CM_madagascar__V54_01_1FE__bin.21	NielsenHB_2014__V1_CD18_0__bin.38	CM_madagascar__V40_01_1FE__bin.34	ZellerG_2014__CCIS41692898ST-4-0__bin.36	DavidLA_2015__LD-Run2-32__bin.2	CM_madagascar__V01_01_1FE__bin.20	ZeeviD_2015__PNP_Main_637__bin.11	BackhedF_2015__SID385_12M__bin.34	LiJ_2014__V1.CD3-0-PN__bin.37	LiJ_2014__O2.CD1-0-PT__bin.3	LiJ_2014__V1.CD2-0-PT__bin.7	DavidLA_2015__LD-Run1-01__bin.5	FengQ_2015__SID531281__bin.24	ZeeviD_2015__PNP_Main_82__bin.27	BritoIL_2016__W2.23.ST__bin.46	HeQ_2017__SZAXPI029476-50__bin.8	BackhedF_2015__SID590_12M__bin.4	VogtmannE_2016__MMRS16644320ST-27-0-0__bin.23	CM_madagascar__A66_02_1FE__bin.29	ZellerG_2014__CCIS79210440ST-3-0__bin.35	CM_madagascar__A24_02_1FE__bin.4	BackhedF_2015__SID172_4M__bin.7	GeversD_2014__SKBSTL021__bin.25	BritoIL_2016__M1.64.ST__bin.55	GeversD_2014__SKBSTL038__bin.22
CosteaPI_2017__SID713B029-11-90-0__bin.28	0.9276160144494162	0.896844954593382	0.5396242094973208	0.46214774143807236	0.894945106148928	0.8362851838241476	0.9476256698106637	0.7779308945139775	0.9357011785785482	0.916807173789297	1.0	0.8630962245616058	0.8796892751033387	0.6496761130686035	0.9376556686818031	0.7670896291332512	0.9241639826203497	0.8843560330395894	0.9171170100084304	0.865199628196537	0.8552572481259714	0.8986979673302927	0.7967636526087489	0.9073325503363765	0.8963315631837713	0.8749432567389378	0.7234609666409672	0.7519761065836594	0.9162223279027931	0.938932241941256	0.8867422522931483	0.7305499712981177	0.9016726352170895	0.8522597628431916	0.8111061873572412	0.9029396011519182	0.9335119094797875
VatanenT_2016__G80490__bin.11	0.9686894916452257	0.9172693742660669	0.582294495611754	0.4709490968472053	0.8989951461725195	0.86360406403092	0.9663246136551339	0.82806133894454	0.936060566944094	0.9396053774342765	0.9007070822268203	1.0	0.8702763536012693	0.662303694448239	0.9394180169363865	0.7829356570212563	0.9270666364216276	0.873813017982848	0.9203529896845201	0.8758269866792325	0.8863561453616684	0.9276468900037221	0.8090671201751538	0.9212785129466732	0.919903700463827	0.8921047915410809	0.7398120379433206	0.7300348277474005	0.938080801877866	0.9406499592067946	0.9139664405390469	0.7308538249739638	0.8874226589650431	0.8740887324279039	0.8154887602499978	0.9183064365537198	0.9806648979167267
CM_madagascar__V54_01_1FE__bin.21	0.8679151840620394	0.8631992104250186	0.5177642635171293	0.456904321538216	0.8325175095997671	0.7964597044492221	0.8827666575910921	0.7430020279214744	0.8793697717649489	0.8747347741590228	0.8596550421075362	0.8149439505036945	1.0	0.6216312797498897	0.8811958399444199	0.733463872954475	0.8861934693417705	0.9633577591467708	0.8655809619483068	0.8181583468684575	0.8166180419291542	0.8488371137795386	0.7500035206970042	0.8716840902049515	0.8461860289354352	0.8046729037770037	0.6912430876982153	0.7004262390506323	0.8707293945340006	0.875116183001136	0.8729967234046548	0.6853347713424652	0.8794795001549106	0.8090315266681063	0.7535535568428267	0.8591920704514943	0.8705040699257367
NielsenHB_2014__V1_CD18_0__bin.38	0.866148736850485	0.8619558857967847	0.5064523533680766	0.3663995350379366	0.9226745520605254	0.8039701082567092	0.8762602705528921	0.7345357219316638	0.8699342823732541	0.8917595212498328	0.8362268514045859	0.8168833166263354	0.8187760893877201	1.0	0.8834696557379456	0.7050474197928848	0.9008091236438929	0.8348658171731451	0.8717273541602744	0.8194260779105149	0.815288873912274	0.8444572054821624	0.8678297416508163	0.8682749180944902	0.8821171231399778	0.7718555742505616	0.6510620472397128	0.6404164563800508	0.879255164162678	0.8643440719269105	0.8668489622983471	0.6428641539444875	0.8284347178887508	0.8894014772747473	0.8066720819495637	0.884390150780334	0.8723101024910559
CM_madagascar__V40_01_1FE__bin.34	0.8886265676103012	0.8640546353947121	0.5270675017258223	0.44288514160073	0.8508872920057914	0.7990920758795307	0.9152883692076658	0.7504141695698802	0.9030057353391192	0.8976480500013607	0.8672530296996931	0.8326010737585603	0.8340267167835449	0.6348437818471824	1.0	0.7324034164338264	0.8950844472731454	0.8430059908107949	0.9127625318575956	0.8314786645051542	0.8442672433662058	0.8707507701637962	0.762622383428552	0.8734237814139912	0.8786798334546824	0.8223405537404109	0.6890104415716839	0.7039427610156886	0.9016361850081445	0.8929790274415456	0.8703070269705891	0.6926070384668145	0.8656124572432051	0.8391500346275195	0.7681416823698441	0.8752181922491005	0.8994108045636127
ZellerG_2014__CCIS41692898ST-4-0__bin.36	0.9184952496846148	0.8990243990934768	0.5348919317204961	0.4773718084690699	0.8884303863887555	0.842398099873846	0.9296481640672971	0.7795701550690498	0.921433495584607	0.9267985330400902	0.8913874716711508	0.871810562334632	0.8721761859042345	0.6365192357071886	0.9201705592086901	1.0	0.9227996996862895	0.8775809953892356	0.9122028959619529	0.8753014301184509	0.8693600471124111	0.9020617261898116	0.7864807196364976	0.9074909570964464	0.9073074475567413	0.8622506223973743	0.7419262780078819	0.745841380773224	0.9208013296417447	0.9137002779855536	0.8976728478447746	0.7251068960512654	0.8844720228193764	0.8562862134795084	0.7935078092728836	0.9082326705592086	0.9258370267826241
DavidLA_2015__LD-Run2-32__bin.2	0.9039973875597376	0.8847757417566263	0.5380542229788555	0.44929234040050947	0.8901262203709824	0.8247763925830903	0.924536100601786	0.7654141682637605	0.9117091102574247	0.9246200229616144	0.8786722455054439	0.844626028833896	0.862206906867304	0.6654009804643589	0.9201093388459477	0.7550312025617444	1.0	0.8584646546994523	0.8979538358512895	0.8474342879359039	0.8525153015581585	0.8819258069249077	0.7802267502236503	0.9046430759200489	0.8938593381323221	0.8326770833154927	0.7219024228442372	0.7146251553562734	0.9081210011994617	0.9187014984422983	0.8783536830783407	0.7017182389549326	0.8683686349599998	0.8541783344437346	0.7865220690115831	0.9140246823081959	0.9109549508197844
CM_madagascar__V01_01_1FE__bin.20	0.8478872030511025	0.8449705733406196	0.50317613364882	0.4440017967858134	0.8280126919456501	0.7818713467024117	0.8615908421145995	0.7323601697218702	0.8631163933816481	0.8568625487463986	0.8427743746298421	0.7979548686314958	0.9394569014600316	0.618121214375431	0.8685851456169011	0.7196991242099722	0.860456120373205	1.0	0.8573638176548511	0.805688486551287	0.8012983780288573	0.836320251321124	0.7386792479821923	0.8555716096396987	0.8369926154391969	0.7867152294764429	0.676960227516573	0.6838252082182923	0.8519145210621637	0.8578971311510587	0.8530400872070566	0.6692792542766649	0.8648307788265387	0.7913090500210292	0.7502908332451154	0.8375636957709728	0.8553038084420322
ZeeviD_2015__PNP_Main_637__bin.11	0.9113592296059896	0.8871452560094258	0.5447268506062771	0.4511806631474454	0.8832748471550901	0.8311156518754234	0.9366934473833137	0.7689774698716937	0.9171355611426026	0.919595227713403	0.8856208657655233	0.8516343272504616	0.8553342641642467	0.6539982048260954	0.952968299177096	0.7580434923786287	0.9120092263589049	0.8687684967853861	1.0	0.8605411962259599	0.8516691174424107	0.8934648943769772	0.786776132072846	0.9061360621213668	0.9038277328855449	0.8428347280334728	0.7129455463915613	0.7176474408334802	0.9178081715202849	0.9189614663833973	0.8969601489947955	0.7087939168189703	0.8919578992290494	0.860159663787585	0.7947859939325905	0.9038393296161946	0.9253779374518736
BackhedF_2015__SID385_12M__bin.34	0.9312592204915826	0.9189804016752693	0.5603050173380006	0.47398604616471796	0.9169299286885443	0.8834523543146527	0.9461245175636538	0.8069407625686283	0.9569406993604597	0.9441871871985761	0.9107665001763507	0.8834555147230787	0.8813190786271691	0.6701519650787511	0.9463229912128005	0.7929173983012173	0.9382506760113624	0.8899665881621214	0.9380787497929933	1.0	0.9016265990086431	0.934215466533171	0.816459280665759	0.9243170673432469	0.9413756878628939	0.8667192558628736	0.7497203038543078	0.7435334883197624	0.9845614048394702	0.939756926667147	0.9121918443764324	0.7404185897751938	0.8947710410511771	0.9033648236428891	0.8257218056803917	0.9264983812388042	0.9442491312037238
LiJ_2014__V1.CD3-0-PN__bin.37	0.8976927659379075	0.887758270891561	0.5335965131692627	0.45962038302453806	0.8792200306680635	0.8401254998060589	0.908829574743436	0.7744429178886162	0.9306772470277475	0.9058539992339025	0.8605557710456263	0.8546064325598649	0.8408263460174414	0.6373332318314683	0.9184589600167236	0.752768644623845	0.9022077864014085	0.8460428168700933	0.8874217438745436	0.8618233360037991	1.0	0.8941553051037313	0.7842082431598013	0.8844087093433675	0.9140194617742767	0.8360750920464831	0.7198923113545546	0.7108145403838462	0.9218193967647489	0.8964390970684086	0.8712509259024301	0.7111045457126941	0.8566425116394847	0.8669316590359014	0.7961443791529669	0.8909392668423616	0.9089691398079439
LiJ_2014__O2.CD1-0-PT__bin.3	0.9374822391021529	0.9140498444235278	0.5571316374798411	0.4662731790957979	0.9047692132446837	0.855589062284546	0.9581772072974059	0.8031457023123639	0.9489541304204462	0.9326218982128189	0.8973003435272394	0.8875287022104448	0.867268388899214	0.6550500902283587	0.9399732612305829	0.7750681958524931	0.926143442106967	0.8762186823662013	0.9238011019250715	0.886095240379139	0.8872679092800317	1.0	0.800419666784573	0.9206613948524871	0.9342693901042571	0.8710603780598206	0.729897061732984	0.7337669890107256	0.9546669944064413	0.9498216416165565	0.9023723163807936	0.722313682935749	0.886640207675106	0.8830310733277777	0.812892163622084	0.9098747594410038	0.9534451645393557
LiJ_2014__V1.CD2-0-PT__bin.7	0.9132405051186561	0.8845068346145468	0.5283518299129271	0.4276488447827958	0.9098258541275972	0.8330513246880197	0.9229033963226426	0.7767945843714971	0.9251545956341344	0.9145739588701237	0.8811732002358779	0.8574167388290045	0.8487897977506601	0.7456569783194232	0.9118824807552343	0.7485131459414662	0.907558717121865	0.8572420882629507	0.9010727396365144	0.8577793213729792	0.8619476924875022	0.8865953366306653	1.0	0.8914935213272911	0.914308994703373	0.8326469056966632	0.7087399658933343	0.7168037751085091	0.9243211870394671	0.9004392162904484	0.882689937471113	0.7112700748540374	0.8818545366646655	0.9271248930846344	0.8201676911062353	0.8923076718747509	0.9191274909287958
DavidLA_2015__LD-Run1-01__bin.5	0.9122163825150622	0.8956130332940998	0.541782522054282	0.45591357751337247	0.8718742352379065	0.8340160352402373	0.9247188588875552	0.7737743412849168	0.9091841372318235	0.9125170432695109	0.8804628777196396	0.8566652293994943	0.8655830837538311	0.6545978953747188	0.9163621214063465	0.7578206756709512	0.9233023738215381	0.871197748540397	0.910573236531447	0.8520690820524176	0.852933773059398	0.8947885469228886	0.7822237242311592	1.0	0.8879502627868222	0.8392944960436307	0.7183944948782791	0.7203371362645814	0.906957732691613	0.9169045926512919	0.8955955530176783	0.7127914836093274	0.8824189206511985	0.8506065655918238	0.7901475335329969	0.8945024530654578	0.9213900315810327
FengQ_2015__SID531281__bin.24	0.9127751663577348	0.906070186643539	0.5440990875807042	0.45315705560655317	0.9144207734176425	0.8521457702654771	0.9330303326683345	0.7805939740025901	0.9352492213857037	0.9295823940666231	0.8795112788599885	0.8649494534086397	0.8496570326281517	0.6724682220491313	0.9321824885726643	0.7661376135221412	0.9224950301841925	0.86180730430356	0.9184072314797029	0.8774956606172588	0.891345155622697	0.9181650744794803	0.811211221001552	0.8978769135411131	1.0	0.8471565111951951	0.7246568853307064	0.7188327443399485	0.9544562190749014	0.9207162662336514	0.8914435503162181	0.7075874681690221	0.8633939923853113	0.8945073371803499	0.8222219996394158	0.9116851652618418	0.9284081388319666
ZeeviD_2015__PNP_Main_82__bin.27	0.959173512416055	0.9175911291582071	0.5360637201311885	0.4694743089176948	0.8815299078556926	0.8327508980165548	0.9587462127127908	0.7936117444947681	0.9295961268155553	0.9227243479618928	0.9102776823364048	0.8893762298922381	0.856679681399344	0.6238825550523192	0.9250032797126347	0.771981883492113	0.9111560206153365	0.8588699047321567	0.9080574730595035	0.8566072153677963	0.8644841480555989	0.9076495392784633	0.7832909573637358	0.8998369514290177	0.898224582227081	1.0	0.7242067780727784	0.7727309073871623	0.9165572387943152	0.9462389504919568	0.888759643916914	0.7333943464001249	0.9097266906137748	0.8505019522099015	0.8038681867874433	0.9015311572700296	0.978576292362955
BritoIL_2016__W2.23.ST__bin.46	0.9263331192137169	0.913892470026997	0.5578841687741727	0.4925672043614519	0.8837150801600956	0.8732935939303827	0.9359767373261401	0.803264500614658	0.9335690146454823	0.9285678991272006	0.9020342860907598	0.8839037449970127	0.8819497163289417	0.6306713623248299	0.9288194522430901	0.7960645413423054	0.9466917021910576	0.8857005529676529	0.9205369161684268	0.8880072051999622	0.8920582585037681	0.9114765119764738	0.7990300231638494	0.9230524473273231	0.9208049400240472	0.8679136513982909	1.0	0.7609706356657399	0.9350903120606243	0.9292012739368513	0.9054796653744623	0.7415598688929118	0.8860584172218054	0.8642489118081726	0.8090809177496179	0.9188935855452788	0.933830300471213
HeQ_2017__SZAXPI029476-50__bin.8	0.921347987513492	0.915361510085199	0.5317111621678512	0.5005680435564752	0.8760754385729193	0.8486779737938591	0.9574989960333988	0.8044676140528453	0.9489066841035885	0.9253668396922861	0.9347996470814802	0.8696284054621755	0.8910087886265886	0.6185143384345286	0.9461269282503512	0.7978854746560015	0.9343614847061178	0.8920217125505528	0.9238523056895422	0.8780602320245191	0.8781901132056318	0.9135842279459515	0.8057179070319463	0.9227960880385404	0.9106880268958547	0.9233126269887123	0.7587076374613156	1.0	0.9346570763596843	0.9568555616763929	0.8983896226429179	0.7512857490486576	0.9117128939169329	0.8500603872847817	0.7853691088807377	0.9053196047432011	0.934601839535533
BackhedF_2015__SID590_12M__bin.4	0.8986866494510543	0.880882975328564	0.5341730282201758	0.4465640821370293	0.8926466627588282	0.8265723202828128	0.9191824319277939	0.7600973866519405	0.9337921271390323	0.9081158183715177	0.8633491910095576	0.8470352859700303	0.8396028489499759	0.6436849180825037	0.918574755514918	0.7466741881239434	0.9000185584602814	0.8423594592698378	0.8956007396225389	0.8813282652139768	0.8632750703297748	0.9009764692302992	0.7875474994737998	0.8807002197593284	0.9165768920010773	0.8301397316265586	0.7066937197717762	0.7084731818932798	1.0	0.9059340676750096	0.8735727525591439	0.7001365857412181	0.8552858795012753	0.8815783517824043	0.78445253673783	0.8848951107510065	0.9169010992492876
VogtmannE_2016__MMRS16644320ST-27-0-0__bin.23	0.9215814095088058	0.8712317852763409	0.5372182733763283	0.4456041055170857	0.8781518382646281	0.8110925693603888	0.9601139214218335	0.7638903271477826	0.922745408936143	0.8961788337710356	0.8848512010357727	0.8494536219508676	0.8439307077987961	0.6328422127193392	0.9098604954891486	0.7410019222683785	0.9106102763550803	0.8483733716315741	0.896830152847781	0.8413192068959469	0.8396040477981058	0.8965076056073423	0.7672883906194209	0.8904623912747011	0.8842785382159063	0.8571223240603831	0.7023245470333292	0.7253838453629307	0.9060391594984786	1.0	0.8634086000148258	0.6970936230147076	0.8735235683005099	0.8403368524934882	0.7800516415108113	0.8811690696436079	0.9447957568627584
CM_madagascar__A66_02_1FE__bin.29	0.8491203895241218	0.9072006689863614	0.5039105703251584	0.43535100630910845	0.821335148651121	0.7779565257762489	0.858609600635581	0.730959904223306	0.844262876036981	0.8551443435873514	0.8113860643591692	0.8013754438710223	0.8174248530411242	0.6162350067332686	0.8609941282381364	0.7068509016426319	0.8453210788394054	0.8190594082525533	0.8499242060869188	0.7929131180335669	0.7923027009445256	0.826973952057809	0.7303088292903502	0.8444958344940048	0.831287529525012	0.7816646310273193	0.6645090537875804	0.6612723597537894	0.8482885520148434	0.838321336522227	1.0	0.6632371225894431	0.8393037179400539	0.8005056956694451	0.7297929142168942	0.834290166241133	0.8568657087898413
ZellerG_2014__CCIS79210440ST-3-0__bin.35	0.9316748394371096	0.9109484137128617	0.5489312925022172	0.49201252566719716	0.8780876541812324	0.8539711717736174	0.938507430461481	0.7978013360811634	0.9433226303901114	0.9243699494940029	0.9121029221808816	0.8743797328287481	0.8755919667201688	0.6235710146405169	0.9349284542106198	0.7790683116663081	0.9214649363033688	0.8768334381637017	0.9164120875537239	0.8781738674759222	0.8823585858320819	0.9032244521894803	0.8029651375926699	0.9170897990180681	0.9003291848495503	0.8801110427235604	0.7425611046097124	0.7545440028907693	0.9276647967127994	0.9235258088868664	0.9049667104230373	1.0	0.9086746317755215	0.8654930163482897	0.8127942028681289	0.9077052944708791	0.9353602703648921
CM_madagascar__A24_02_1FE__bin.4	0.8439698084548434	0.8421019611296239	0.4843679229967008	0.4494792426247822	0.7994094872775603	0.749132804825364	0.8562247360441151	0.7119750806933159	0.8467363578077834	0.8350444260386942	0.8264107227864715	0.7793870885191229	0.824855467470894	0.589899645857468	0.8577645818944286	0.6976068550106903	0.8370922339046759	0.8317523038526414	0.8465806121410077	0.7790552346779008	0.7803050523784234	0.8138987873301174	0.7308230580634155	0.8334456940175502	0.8064609686499933	0.801427026551059	0.6513305798086474	0.6721878413815687	0.831903096477011	0.8495436321760642	0.8406903440438289	0.6670548384345084	1.0	0.7710213998948854	0.7283806578190654	0.821158296483615	0.8530349767344592
BackhedF_2015__SID172_4M__bin.7	0.8993915124095108	0.891653336554523	0.5344441556761874	0.43167844719140336	0.8922261958361244	0.826828726666203	0.9316070685588715	0.7649062377603948	0.9418331252981735	0.9205781547220321	0.8659082229404824	0.8510029002907612	0.8411441079684177	0.7020539964103258	0.9218007425818078	0.7486837658146376	0.9127893427431113	0.843649070918637	0.9050151725349664	0.8719113489585432	0.875391819886697	0.8985697430247214	0.851738649272243	0.8906027895013623	0.9262134062493519	0.8305794602799262	0.7042563627645126	0.6947605643426517	0.9505504695737902	0.90597725888969	0.8888616389266117	0.704319200364092	0.8547109287397218	1.0	0.7899442758607226	0.8996751967182911	0.9140039996437169
GeversD_2014__SKBSTL021__bin.25	0.8947472263469795	0.878929650732817	0.5242624923191395	0.4345371463499713	0.899545628341134	0.8230116968302306	0.902246583185734	0.7613945928031707	0.905075847892849	0.8900455403295952	0.8709679915251014	0.8391084592306696	0.8280254530659932	0.6729678200154359	0.8917915860968849	0.7332554017484959	0.8882956259232346	0.8454149856892593	0.8837951091375321	0.8423013760104402	0.8496382500082208	0.8742453735912512	0.7963342065711413	0.8743556298047691	0.8997893526025947	0.8296889678664391	0.6968005710111268	0.6783968101781315	0.893934167368932	0.8888159578782577	0.8564341593092674	0.6990546980430489	0.8533669732992979	0.834874233767674	1.0	0.8863426079656568	0.9053563242254824
